"plh0206i01","year","education","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2017","secondary school degree","","","",""
"6 on scale 1-7","2017","college entrance qualification","","","",""
"6 on scale 1-7","2017","Other degree","111","0.0853000553247127","0.0708978781160602","0.0997022325333653"
"6 on scale 1-7","2017","no degree/no degree yet","100","0.0759037494448921","0.0612276834857266","0.0905798154040576"
"7 Strongly agree","2017","lower secondary degree","15","","",""
"7 Strongly agree","2017","secondary school degree","6","","",""
"7 Strongly agree","2017","college entrance qualification","8","","",""
"7 Strongly agree","2017","Other degree","1291","0.877802192688071","0.860915515368901","0.894688870007241"
"7 Strongly agree","2017","no degree/no degree yet","1094","0.872299166494287","0.85380439240348","0.890793940585093"
"1 Strongly disagree","2018","lower secondary degree","","","",""
"1 Strongly disagree","2018","secondary school degree","","","",""
"1 Strongly disagree","2018","college entrance qualification","","","",""
"1 Strongly disagree","2018","Other degree","","","",""
"1 Strongly disagree","2018","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2018","lower secondary degree","","","",""
"2 on scale 1-7 ","2018","secondary school degree","","","",""
"2 on scale 1-7 ","2018","college entrance qualification","","","",""
"2 on scale 1-7 ","2018","Other degree","","","",""
"2 on scale 1-7 ","2018","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2018","lower secondary degree","","","",""
"3 on scale 1-7 ","2018","secondary school degree","","","",""
"3 on scale 1-7 ","2018","college entrance qualification","","","",""
"3 on scale 1-7 ","2018","Other degree","","","",""
"3 on scale 1-7 ","2018","no degree/no degree yet","1","","",""
"4 on scale 1-7","2018","lower secondary degree","1","","",""
"4 on scale 1-7","2018","secondary school degree","","","",""
"4 on scale 1-7","2018","college entrance qualification","","","",""
"4 on scale 1-7","2018","Other degree","","","",""
"4 on scale 1-7","2018","no degree/no degree yet","","","",""
"5 on scale 1-7","2018","lower secondary degree","","","",""
"5 on scale 1-7","2018","secondary school degree","","","",""
"5 on scale 1-7","2018","college entrance qualification","","","",""
"5 on scale 1-7","2018","Other degree","8","","",""
"5 on scale 1-7","2018","no degree/no degree yet","5","","",""
"6 on scale 1-7","2018","lower secondary degree","2","","",""
"6 on scale 1-7","2018","secondary school degree","","","",""
"6 on scale 1-7","2018","college entrance qualification","1","","",""
"6 on scale 1-7","2018","Other degree","16","","",""
"6 on scale 1-7","2018","no degree/no degree yet","16","","",""
"7 Strongly agree","2018","lower secondary degree","13","","",""
"7 Strongly agree","2018","secondary school degree","4","","",""
"7 Strongly agree","2018","college entrance qualification","2","","",""
"7 Strongly agree","2018","Other degree","158","0.889813466102858","0.844322396851033","0.935304535354683"
"7 Strongly agree","2018","no degree/no degree yet","151","0.843483622300313","0.78965078279011","0.897316461810516"
"1 Strongly disagree","2019","lower secondary degree","","","",""
"1 Strongly disagree","2019","secondary school degree","","","",""
"1 Strongly disagree","2019","college entrance qualification","","","",""
"1 Strongly disagree","2019","Other degree","","","",""
"1 Strongly disagree","2019","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2019","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","secondary school degree","","","",""
"2 on scale 1-7 ","2019","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Other degree","","","",""
"2 on scale 1-7 ","2019","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2019","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","secondary school degree","","","",""
"3 on scale 1-7 ","2019","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Other degree","","","",""
"3 on scale 1-7 ","2019","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","lower secondary degree","","","",""
"4 on scale 1-7","2019","secondary school degree","","","",""
"4 on scale 1-7","2019","college entrance qualification","","","",""
"4 on scale 1-7","2019","Other degree","1","","",""
"4 on scale 1-7","2019","no degree/no degree yet","4","","",""
"5 on scale 1-7","2019","lower secondary degree","","","",""
"5 on scale 1-7","2019","secondary school degree","","","",""
"5 on scale 1-7","2019","college entrance qualification","","","",""
"5 on scale 1-7","2019","Other degree","3","","",""
"5 on scale 1-7","2019","no degree/no degree yet","8","","",""
"6 on scale 1-7","2019","lower secondary degree","","","",""
"6 on scale 1-7","2019","secondary school degree","","","",""
"6 on scale 1-7","2019","college entrance qualification","","","",""
"6 on scale 1-7","2019","Other degree","11","","",""
"6 on scale 1-7","2019","no degree/no degree yet","17","","",""
"7 Strongly agree","2019","lower secondary degree","7","","",""
"7 Strongly agree","2019","secondary school degree","5","","",""
"7 Strongly agree","2019","college entrance qualification","1","","",""
"7 Strongly agree","2019","Other degree","74","0.899914187142082","0.837563693345659","0.962264680938504"
"7 Strongly agree","2019","no degree/no degree yet","109","0.793496953974408","0.726443687960699","0.860550219988116"
