"plh0206i01","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2014","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2014","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2014","Employed","no migration background","","","","","4"
"4 on scale 1-7","2014","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2014","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2014","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2014","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2014","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Employed","no migration background","","","","","5"
"5 on scale 1-7","2014","Employed","direct migration background","","","","","5"
"6 on scale 1-7","2014","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2014","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2014","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2014","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2014","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2014","Employed","no migration background","","","","","6"
"7 Strongly agree","2014","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2014","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2014","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2014","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2014","Employed","no migration background","","","","","7"
"7 Strongly agree","2014","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2015","Not Employed","direct migration background","16","","","","1"
"1 Strongly disagree","2015","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2015","Employed","no migration background","38","0.0033257335454562","0.00231450601863051","0.00433696107228188","1"
"1 Strongly disagree","2015","Employed","direct migration background","17","","","","1"
"1 Strongly disagree","2015","Employed","indirect migration background","4","","","","1"
"1 Strongly disagree","2015","Not Employed","no migration background","20","","","","1"
"2 on scale 1-7 ","2015","Employed","indirect migration background","6","","","","2"
"2 on scale 1-7 ","2015","Employed","direct migration background","29","","","","2"
"2 on scale 1-7 ","2015","Not Employed","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2015","Employed","no migration background","44","0.00317031318684438","0.00218292005899728","0.00415770631469148","2"
"2 on scale 1-7 ","2015","Not Employed","direct migration background","21","","","","2"
"2 on scale 1-7 ","2015","Not Employed","no migration background","26","","","","2"
"3 on scale 1-7 ","2015","Employed","indirect migration background","8","","","","3"
"3 on scale 1-7 ","2015","Not Employed","indirect migration background","5","","","","3"
"3 on scale 1-7 ","2015","Employed","direct migration background","43","0.0120960002696445","0.00816723687476504","0.016024763664524","3"
"3 on scale 1-7 ","2015","Not Employed","direct migration background","25","","","","3"
"3 on scale 1-7 ","2015","Employed","no migration background","81","0.00604724975320672","0.00468552178440243","0.00740897772201102","3"
"3 on scale 1-7 ","2015","Not Employed","no migration background","50","0.00788949063813711","0.00579100576753625","0.00998797550873796","3"
"4 on scale 1-7","2015","Employed","indirect migration background","35","0.0398457564878508","0.0287232821659159","0.0509682308097856","4"
"4 on scale 1-7","2015","Not Employed","indirect migration background","13","","","","4"
"4 on scale 1-7","2015","Employed","direct migration background","120","0.0362415656816846","0.0295247229386893","0.04295840842468","4"
"4 on scale 1-7","2015","Not Employed","direct migration background","102","0.0364279672739083","0.0295180108778922","0.0433379236699243","4"
"4 on scale 1-7","2015","Employed","no migration background","320","0.0224533372727395","0.0198511548815305","0.0250555196639484","4"
"4 on scale 1-7","2015","Not Employed","no migration background","221","0.029750101497728","0.025720265577531","0.033779937417925","4"
"5 on scale 1-7","2015","Not Employed","indirect migration background","38","0.0774162751043117","0.0539205459712586","0.100912004237365","5"
"5 on scale 1-7","2015","Not Employed","direct migration background","219","0.098552027130789","0.0875589605346296","0.109545093726948","5"
"5 on scale 1-7","2015","Not Employed","no migration background","624","0.0914409153538821","0.0846041888801198","0.0982776418276444","5"
"5 on scale 1-7","2015","Employed","indirect migration background","80","0.0634255700870491","0.0495662090359922","0.0772849311381059","5"
"5 on scale 1-7","2015","Employed","direct migration background","243","0.0700761525186212","0.0609015675725251","0.0792507374647173","5"
"5 on scale 1-7","2015","Employed","no migration background","961","0.0821831646772806","0.0773592682426394","0.0870070611119217","5"
"6 on scale 1-7","2015","Employed","direct migration background","656","0.21544173103967","0.200665790801542","0.230217671277797","6"
"6 on scale 1-7","2015","Employed","indirect migration background","276","0.250602430589521","0.225959710147706","0.275245151031336","6"
"6 on scale 1-7","2015","Not Employed","direct migration background","587","0.243594204985734","0.227762538047739","0.259425871923729","6"
"6 on scale 1-7","2015","Employed","no migration background","3698","0.297634948466044","0.289604275427805","0.305665621504283","6"
"6 on scale 1-7","2015","Not Employed","indirect migration background","117","0.224738737344757","0.18804153918595","0.261435935503563","6"
"6 on scale 1-7","2015","Not Employed","no migration background","1941","0.279798870455991","0.269151283087699","0.290446457824283","6"
"7 Strongly agree","2015","Employed","indirect migration background","779","0.626873488677446","0.599371894059878","0.654375083295013","7"
"7 Strongly agree","2015","Not Employed","no migration background","3946","0.58443384756851","0.572744531584517","0.596123163552502","7"
"7 Strongly agree","2015","Not Employed","direct migration background","1854","0.589968353291015","0.571828290268221","0.608108416313809","7"
"7 Strongly agree","2015","Not Employed","indirect migration background","322","0.664673137178071","0.623167399864431","0.706178874491711","7"
"7 Strongly agree","2015","Employed","no migration background","7310","0.585185253098429","0.57653154353419","0.593838962662667","7"
"7 Strongly agree","2015","Employed","direct migration background","1866","0.647363983787519","0.630192208007605","0.664535759567433","7"
"1 Strongly disagree","2016","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2016","Not Employed","direct migration background","30","0.00721662242791073","0.00470011932400013","0.00973312553182132","1"
"1 Strongly disagree","2016","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2016","Employed","no migration background","","","","","1"
"1 Strongly disagree","2016","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2016","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2016","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2016","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2016","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","direct migration background","9","","","","2"
"2 on scale 1-7 ","2016","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2016","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2016","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2016","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","direct migration background","21","","","","3"
"3 on scale 1-7 ","2016","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2016","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2016","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2016","Not Employed","indirect migration background","1","","","","4"
"4 on scale 1-7","2016","Not Employed","direct migration background","51","0.0309746286806718","0.0258238385076172","0.0361254188537263","4"
"4 on scale 1-7","2016","Employed","no migration background","","","","","4"
"4 on scale 1-7","2016","Not Employed","no migration background","2","","","","4"
"5 on scale 1-7","2016","Not Employed","direct migration background","97","0.0479590502251068","0.0416062334267477","0.0543118670234659","5"
"5 on scale 1-7","2016","Not Employed","indirect migration background","1","","","","5"
"5 on scale 1-7","2016","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2016","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2016","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2016","Employed","no migration background","","","","","5"
"6 on scale 1-7","2016","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2016","Not Employed","indirect migration background","3","","","","6"
"6 on scale 1-7","2016","Not Employed","direct migration background","219","0.116478783119953","0.106941270316002","0.126016295923904","6"
"6 on scale 1-7","2016","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2016","Not Employed","no migration background","2","","","","6"
"6 on scale 1-7","2016","Employed","no migration background","","","","","6"
"7 Strongly agree","2016","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2016","Not Employed","no migration background","10","","","","7"
"7 Strongly agree","2016","Not Employed","direct migration background","3919","0.787297713947399","0.775131406024982","0.799464021869816","7"
"7 Strongly agree","2016","Not Employed","indirect migration background","9","","","","7"
"7 Strongly agree","2016","Employed","no migration background","","","","","7"
"7 Strongly agree","2016","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2017","Not Employed","direct migration background","9","","","","1"
"1 Strongly disagree","2017","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2017","Employed","no migration background","","","","","1"
"1 Strongly disagree","2017","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2017","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2017","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2017","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2017","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2017","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2017","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2017","Not Employed","direct migration background","2","","","","2"
"2 on scale 1-7 ","2017","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2017","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2017","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2017","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2017","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2017","Not Employed","direct migration background","5","","","","3"
"3 on scale 1-7 ","2017","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2017","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2017","Employed","no migration background","","","","","4"
"4 on scale 1-7","2017","Not Employed","direct migration background","26","","","","4"
"4 on scale 1-7","2017","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2017","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2017","Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2017","Not Employed","direct migration background","69","0.0291897127704553","0.0230395757473554","0.0353398497935551","5"
"5 on scale 1-7","2017","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2017","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2017","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2017","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2017","Employed","no migration background","","","","","5"
"6 on scale 1-7","2017","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2017","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Employed","no migration background","","","","","6"
"6 on scale 1-7","2017","Not Employed","direct migration background","225","0.0802397426089746","0.0703146451585966","0.0901648400593526","6"
"6 on scale 1-7","2017","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2017","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2017","Not Employed","direct migration background","2542","0.874425691768422","0.862319304898636","0.886532078638207","7"
"7 Strongly agree","2017","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2017","Employed","no migration background","","","","","7"
"7 Strongly agree","2017","Employed","direct migration background","","","","","7"
"7 Strongly agree","2017","Employed","indirect migration background","","","","","7"
"1 Strongly disagree","2018","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2018","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Not Employed","direct migration background","1","","","","1"
"1 Strongly disagree","2018","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Employed","no migration background","","","","","1"
"1 Strongly disagree","2018","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2018","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","direct migration background","1","","","","2"
"2 on scale 1-7 ","2018","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2018","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","direct migration background","1","","","","3"
"3 on scale 1-7 ","2018","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2018","Employed","no migration background","","","","","4"
"4 on scale 1-7","2018","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Not Employed","direct migration background","1","","","","4"
"4 on scale 1-7","2018","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2018","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Employed","direct migration background","","","","","4"
"5 on scale 1-7","2018","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2018","Employed","no migration background","","","","","5"
"5 on scale 1-7","2018","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Not Employed","direct migration background","13","","","","5"
"5 on scale 1-7","2018","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2018","Not Employed","direct migration background","39","0.0757477997841048","0.0505328466569394","0.10096275291127","6"
"6 on scale 1-7","2018","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2018","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2018","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Employed","no migration background","","","","","6"
"6 on scale 1-7","2018","Employed","indirect migration background","","","","","6"
"7 Strongly agree","2018","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2018","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2018","Not Employed","direct migration background","367","0.881392144626848","0.850580191982053","0.912204097271643","7"
"7 Strongly agree","2018","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2018","Employed","no migration background","","","","","7"
"7 Strongly agree","2018","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2019","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2019","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2019","Employed","no migration background","","","","","1"
"1 Strongly disagree","2019","Not Employed","direct migration background","1","","","","1"
"1 Strongly disagree","2019","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2019","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","direct migration background","1","","","","2"
"2 on scale 1-7 ","2019","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2019","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2019","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2019","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2019","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2019","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2019","Not Employed","direct migration background","5","","","","4"
"4 on scale 1-7","2019","Employed","no migration background","","","","","4"
"4 on scale 1-7","2019","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2019","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2019","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2019","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2019","Employed","no migration background","","","","","5"
"5 on scale 1-7","2019","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2019","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2019","Not Employed","direct migration background","11","","","","5"
"6 on scale 1-7","2019","Not Employed","direct migration background","32","0.0758764921885718","0.0448048203941153","0.106948163983028","6"
"6 on scale 1-7","2019","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2019","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2019","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2019","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2019","Employed","no migration background","","","","","6"
"7 Strongly agree","2019","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2019","Not Employed","direct migration background","229","0.861119377113134","0.820540642677505","0.901698111548763","7"
"7 Strongly agree","2019","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2019","Employed","no migration background","","","","","7"
"7 Strongly agree","2019","Employed","direct migration background","","","","","7"
"7 Strongly agree","2019","Employed","indirect migration background","","","","","7"
