"plh0206i01","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2014","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Female","","","","","6"
"7 Strongly agree","2014","66 and older","Female","","","","","7"
"7 Strongly agree","2014","16-34 y.","Male","","","","","7"
"7 Strongly agree","2014","16-34 y.","Female","","","","","7"
"7 Strongly agree","2014","35-65 y.","Male","","","","","7"
"7 Strongly agree","2014","35-65 y.","Female","","","","","7"
"7 Strongly agree","2014","66 and older","Male","","","","","7"
"1 Strongly disagree","2015","16-34 y.","Female","15","","","","1"
"1 Strongly disagree","2015","35-65 y.","Male","26","","","","1"
"1 Strongly disagree","2015","35-65 y.","Female","30","0.00343919304004728","0.00218032552937596","0.0046980605507186","1"
"1 Strongly disagree","2015","66 and older","Male","11","","","","1"
"1 Strongly disagree","2015","66 and older","Female","6","","","","1"
"1 Strongly disagree","2015","16-34 y.","Male","7","","","","1"
"2 on scale 1-7 ","2015","66 and older","Female","15","","","","2"
"2 on scale 1-7 ","2015","66 and older","Male","5","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Male","43","0.00640011352205737","0.00451209030555516","0.00828813673855959","2"
"2 on scale 1-7 ","2015","35-65 y.","Female","41","0.00435447025504124","0.00293861164774494","0.00577032886233754","2"
"2 on scale 1-7 ","2015","16-34 y.","Female","12","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Male","12","","","","2"
"3 on scale 1-7 ","2015","66 and older","Female","15","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Male","64","0.00713767412704312","0.0051445671975404","0.00913078105654583","3"
"3 on scale 1-7 ","2015","66 and older","Male","17","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Female","21","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Female","73","0.00989940118271922","0.00777055652963903","0.0120282458357994","3"
"3 on scale 1-7 ","2015","16-34 y.","Male","22","","","","3"
"4 on scale 1-7","2015","66 and older","Female","78","0.0303039446420444","0.0236334927880191","0.0369743964960696","4"
"4 on scale 1-7","2015","35-65 y.","Male","198","0.0220000503822945","0.0185271767649874","0.0254729239996015","4"
"4 on scale 1-7","2015","66 and older","Male","77","0.030119032554683","0.0232981720659094","0.0369398930434567","4"
"4 on scale 1-7","2015","16-34 y.","Female","101","0.0241943326126056","0.0191827737198341","0.029205891505377","4"
"4 on scale 1-7","2015","35-65 y.","Female","255","0.0303187608814363","0.0266317869445348","0.0340057348183378","4"
"4 on scale 1-7","2015","16-34 y.","Male","102","0.0300776448723515","0.0240080614564246","0.0361472282882784","4"
"5 on scale 1-7","2015","35-65 y.","Male","581","0.0858282065054612","0.0791963266108614","0.0924600864000609","5"
"5 on scale 1-7","2015","16-34 y.","Female","248","0.0738675572132879","0.0653365999876038","0.0823985144389719","5"
"5 on scale 1-7","2015","16-34 y.","Male","244","0.0916145758429227","0.0813631127554257","0.10186603893042","5"
"5 on scale 1-7","2015","66 and older","Female","233","0.0888629828967519","0.0777906241986185","0.0999353415948853","5"
"5 on scale 1-7","2015","66 and older","Male","241","0.0979911922443371","0.0861264488676302","0.109855935621044","5"
"5 on scale 1-7","2015","35-65 y.","Female","618","0.0756510701741103","0.0699648279431221","0.0813373124050985","5"
"6 on scale 1-7","2015","66 and older","Male","741","0.285381231863877","0.267358967647245","0.303403496080508","6"
"6 on scale 1-7","2015","66 and older","Female","701","0.269010571754708","0.251755050649186","0.28626609286023","6"
"6 on scale 1-7","2015","16-34 y.","Female","879","0.25569438020458","0.241465504444346","0.269923255964814","6"
"6 on scale 1-7","2015","35-65 y.","Female","2155","0.261746836005767","0.252294411316543","0.271199260694992","6"
"6 on scale 1-7","2015","35-65 y.","Male","1962","0.305087657251088","0.294186187429624","0.315989127072553","6"
"6 on scale 1-7","2015","16-34 y.","Male","837","0.288473891454688","0.272374214456859","0.304573568452518","6"
"7 Strongly agree","2015","66 and older","Female","1489","0.596273466860452","0.577181342883952","0.615365590836952","7"
"7 Strongly agree","2015","16-34 y.","Male","1818","0.577376725697911","0.559822776868895","0.594930674526928","7"
"7 Strongly agree","2015","16-34 y.","Female","2335","0.633622481249558","0.617907493591033","0.649337468908084","7"
"7 Strongly agree","2015","35-65 y.","Male","3979","0.569311449913873","0.557587759343116","0.581035140484631","7"
"7 Strongly agree","2015","35-65 y.","Female","5136","0.614590268460878","0.604124912013403","0.625055624908354","7"
"7 Strongly agree","2015","66 and older","Male","1320","0.569775953219021","0.550017231805349","0.589534674632692","7"
"1 Strongly disagree","2016","66 and older","Male","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Female","8","","","","1"
"1 Strongly disagree","2016","35-65 y.","Male","6","","","","1"
"1 Strongly disagree","2016","35-65 y.","Female","4","","","","1"
"1 Strongly disagree","2016","66 and older","Female","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Male","12","","","","1"
"2 on scale 1-7 ","2016","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Male","2","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Female","2","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Female","1","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Male","5","","","","2"
"3 on scale 1-7 ","2016","66 and older","Female","1","","","","3"
"3 on scale 1-7 ","2016","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Male","4","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Female","3","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Female","10","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Male","6","","","","3"
"4 on scale 1-7","2016","66 and older","Female","","","","","4"
"4 on scale 1-7","2016","66 and older","Male","1","","","","4"
"4 on scale 1-7","2016","35-65 y.","Male","9","","","","4"
"4 on scale 1-7","2016","16-34 y.","Female","14","","","","4"
"4 on scale 1-7","2016","35-65 y.","Female","7","","","","4"
"4 on scale 1-7","2016","16-34 y.","Male","23","","","","4"
"5 on scale 1-7","2016","16-34 y.","Female","19","","","","5"
"5 on scale 1-7","2016","35-65 y.","Male","20","","","","5"
"5 on scale 1-7","2016","66 and older","Female","2","","","","5"
"5 on scale 1-7","2016","16-34 y.","Male","43","0.0468401611552952","0.036391706641818","0.0572886156687723","5"
"5 on scale 1-7","2016","66 and older","Male","1","","","","5"
"5 on scale 1-7","2016","35-65 y.","Female","14","","","","5"
"6 on scale 1-7","2016","66 and older","Female","1","","","","6"
"6 on scale 1-7","2016","35-65 y.","Male","50","0.121154142435923","0.102237220799541","0.140071064072306","6"
"6 on scale 1-7","2016","16-34 y.","Female","44","0.155963696360403","0.132855533233011","0.179071859487794","6"
"6 on scale 1-7","2016","66 and older","Male","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Male","103","0.0917417347751869","0.0774676539396398","0.106015815610734","6"
"6 on scale 1-7","2016","35-65 y.","Female","26","","","","6"
"7 Strongly agree","2016","66 and older","Female","13","","","","7"
"7 Strongly agree","2016","16-34 y.","Male","1379","0.82247472589905","0.803579531036965","0.841369920761136","7"
"7 Strongly agree","2016","16-34 y.","Female","851","0.646044766385974","0.615588365735514","0.676501167036435","7"
"7 Strongly agree","2016","35-65 y.","Male","1052","0.802819233792078","0.779753560562722","0.825884907021435","7"
"7 Strongly agree","2016","35-65 y.","Female","654","0.758568180030463","0.727089719749866","0.79004664031106","7"
"7 Strongly agree","2016","66 and older","Male","9","","","","7"
"1 Strongly disagree","2017","16-34 y.","Female","1","","","","1"
"1 Strongly disagree","2017","35-65 y.","Male","3","","","","1"
"1 Strongly disagree","2017","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2017","66 and older","Male","","","","","1"
"1 Strongly disagree","2017","66 and older","Female","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Male","5","","","","1"
"2 on scale 1-7 ","2017","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Male","1","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Male","1","","","","2"
"3 on scale 1-7 ","2017","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Male","1","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Female","2","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Male","2","","","","3"
"4 on scale 1-7","2017","35-65 y.","Male","4","","","","4"
"4 on scale 1-7","2017","35-65 y.","Female","3","","","","4"
"4 on scale 1-7","2017","16-34 y.","Female","6","","","","4"
"4 on scale 1-7","2017","16-34 y.","Male","11","","","","4"
"4 on scale 1-7","2017","66 and older","Male","1","","","","4"
"4 on scale 1-7","2017","66 and older","Female","1","","","","4"
"5 on scale 1-7","2017","16-34 y.","Female","20","","","","5"
"5 on scale 1-7","2017","35-65 y.","Male","11","","","","5"
"5 on scale 1-7","2017","66 and older","Female","","","","","5"
"5 on scale 1-7","2017","16-34 y.","Male","27","","","","5"
"5 on scale 1-7","2017","66 and older","Male","","","","","5"
"5 on scale 1-7","2017","35-65 y.","Female","11","","","","5"
"6 on scale 1-7","2017","35-65 y.","Male","35","0.0811773209502541","0.0579699745240586","0.104384667376449","6"
"6 on scale 1-7","2017","66 and older","Male","2","","","","6"
"6 on scale 1-7","2017","66 and older","Female","1","","","","6"
"6 on scale 1-7","2017","35-65 y.","Female","38","0.105158918967331","0.0764961748801908","0.133821663054471","6"
"6 on scale 1-7","2017","16-34 y.","Female","71","0.102226483715558","0.0807025885116094","0.123750378919507","6"
"6 on scale 1-7","2017","16-34 y.","Male","78","0.0659201487720749","0.0513091702513845","0.0805311272927653","6"
"7 Strongly agree","2017","16-34 y.","Male","984","0.884125624459776","0.865279202820565","0.902972046098987","7"
"7 Strongly agree","2017","16-34 y.","Female","661","0.85293956064437","0.827776537256712","0.878102584032028","7"
"7 Strongly agree","2017","35-65 y.","Male","477","0.886266796597827","0.85928827479948","0.913245318396175","7"
"7 Strongly agree","2017","35-65 y.","Female","388","0.85131170039911","0.818068375709023","0.884555025089198","7"
"7 Strongly agree","2017","66 and older","Male","11","","","","7"
"7 Strongly agree","2017","66 and older","Female","21","","","","7"
"1 Strongly disagree","2018","66 and older","Male","","","","","1"
"1 Strongly disagree","2018","66 and older","Female","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Male","1","","","","1"
"2 on scale 1-7 ","2018","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Male","1","","","","2"
"3 on scale 1-7 ","2018","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Male","1","","","","3"
"4 on scale 1-7","2018","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Male","1","","","","4"
"4 on scale 1-7","2018","66 and older","Female","","","","","4"
"4 on scale 1-7","2018","66 and older","Male","","","","","4"
"5 on scale 1-7","2018","66 and older","Female","","","","","5"
"5 on scale 1-7","2018","66 and older","Male","","","","","5"
"5 on scale 1-7","2018","35-65 y.","Female","4","","","","5"
"5 on scale 1-7","2018","35-65 y.","Male","1","","","","5"
"5 on scale 1-7","2018","16-34 y.","Female","5","","","","5"
"5 on scale 1-7","2018","16-34 y.","Male","3","","","","5"
"6 on scale 1-7","2018","16-34 y.","Female","11","","","","6"
"6 on scale 1-7","2018","66 and older","Male","","","","","6"
"6 on scale 1-7","2018","16-34 y.","Male","7","","","","6"
"6 on scale 1-7","2018","35-65 y.","Male","11","","","","6"
"6 on scale 1-7","2018","35-65 y.","Female","10","","","","6"
"6 on scale 1-7","2018","66 and older","Female","","","","","6"
"7 Strongly agree","2018","66 and older","Female","1","","","","7"
"7 Strongly agree","2018","16-34 y.","Male","95","0.886964581101942","0.827522329049948","0.946406833153935","7"
"7 Strongly agree","2018","16-34 y.","Female","131","0.909728479585947","0.863402917484432","0.956054041687462","7"
"7 Strongly agree","2018","35-65 y.","Male","73","0.889202881947096","0.822475622087569","0.955930141806624","7"
"7 Strongly agree","2018","35-65 y.","Female","64","0.796643479401335","0.707320779071635","0.885966179731035","7"
"7 Strongly agree","2018","66 and older","Male","3","","","","7"
"1 Strongly disagree","2019","66 and older","Male","","","","","1"
"1 Strongly disagree","2019","66 and older","Female","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Female","1","","","","1"
"1 Strongly disagree","2019","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2019","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2019","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Female","1","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Male","","","","","2"
"3 on scale 1-7 ","2019","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2019","35-65 y.","Male","3","","","","4"
"4 on scale 1-7","2019","66 and older","Female","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Female","1","","","","4"
"4 on scale 1-7","2019","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2019","66 and older","Male","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Male","1","","","","4"
"5 on scale 1-7","2019","16-34 y.","Male","1","","","","5"
"5 on scale 1-7","2019","66 and older","Male","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Female","5","","","","5"
"5 on scale 1-7","2019","35-65 y.","Male","2","","","","5"
"5 on scale 1-7","2019","66 and older","Female","","","","","5"
"5 on scale 1-7","2019","16-34 y.","Female","3","","","","5"
"6 on scale 1-7","2019","16-34 y.","Female","8","","","","6"
"6 on scale 1-7","2019","35-65 y.","Male","6","","","","6"
"6 on scale 1-7","2019","66 and older","Male","","","","","6"
"6 on scale 1-7","2019","16-34 y.","Male","7","","","","6"
"6 on scale 1-7","2019","66 and older","Female","1","","","","6"
"6 on scale 1-7","2019","35-65 y.","Female","10","","","","6"
"7 Strongly agree","2019","16-34 y.","Male","65","0.888033634293713","0.816189597015888","0.959877671571538","7"
"7 Strongly agree","2019","16-34 y.","Female","59","0.873256369155213","0.796939487946638","0.949573250363788","7"
"7 Strongly agree","2019","35-65 y.","Male","48","0.849187926964442","0.757872943330509","0.940502910598376","7"
"7 Strongly agree","2019","35-65 y.","Female","52","0.796933322814899","0.700607879983937","0.893258765645861","7"
"7 Strongly agree","2019","66 and older","Male","4","","","","7"
"7 Strongly agree","2019","66 and older","Female","1","","","","7"
