"plh0206i01","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2009","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2009","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2009","Single parent ","Male","","","","","4"
"4 on scale 1-7","2009","Single parent ","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2009","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2009","Single parent ","Male","","","","","5"
"5 on scale 1-7","2009","Single parent ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2009","Single parent ","Male","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2009","Single parent ","Female","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2009","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2009","Single parent ","Male","","","","","7"
"7 Strongly agree","2009","Single parent ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2010","1-pers.-HH","Male","2","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","Female","9","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Male","5","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Female","7","","","","1"
"1 Strongly disagree","2010","Single parent ","Male","2","","","","1"
"1 Strongly disagree","2010","Single parent ","Female","2","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Male","3","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Female","5","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Male","2","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Female","5","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Male","1","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Female","1","","","","1"
"2 on scale 1-7 ","2010","1-pers.-HH","Male","5","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","Female","9","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Female","13","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Male","5","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Male","6","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Female","1","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Female","1","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Male","4","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Female","3","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Male","5","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Female","1","","","","2"
"3 on scale 1-7 ","2010","1-pers.-HH","Male","2","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","Female","7","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Female","17","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Male","25","","","","3"
"3 on scale 1-7 ","2010","Single parent ","Male","2","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Male","16","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Female","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Female","7","","","","3"
"3 on scale 1-7 ","2010","Single parent ","Female","5","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Male","6","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Female","9","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Male","3","","","","3"
"4 on scale 1-7","2010","1-pers.-HH","Male","30","0.0267002908579214","0.0173465235511835","0.0360540581646593","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Male","82","0.0262760186106451","0.0206651596099726","0.0318868776113175","4"
"4 on scale 1-7","2010","Single parent ","Female","18","","","","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Male","35","0.0286651126497169","0.0193626020012726","0.0379676232981612","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Female","29","","","","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Male","38","0.0422404733638764","0.0321520987419461","0.0523288479858067","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Female","31","0.0326672728721296","0.0230152072949316","0.0423193384493276","4"
"4 on scale 1-7","2010","1-pers.-HH","Female","42","0.0262386096578015","0.0184258987666762","0.0340513205489268","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Female","91","0.0254796004638678","0.0200182425977064","0.0309409583300291","4"
"4 on scale 1-7","2010","Single parent ","Male","9","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Male","18","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Female","18","","","","4"
"5 on scale 1-7","2010","1-pers.-HH","Male","96","0.0793393240578314","0.0636574011815391","0.0950212469341237","5"
"5 on scale 1-7","2010","1-pers.-HH","Female","149","0.0891754783852728","0.0752456697602809","0.103105287010265","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Male","95","0.0921340827124686","0.076010562366182","0.108257603058755","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Female","73","0.0396027029235418","0.0290538896100626","0.050151516237021","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Male","310","0.106288149147011","0.0954769760135423","0.11709932228048","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Female","279","0.0899147733398786","0.0800003965379103","0.0998291501418469","5"
"5 on scale 1-7","2010","Single parent ","Male","36","0.13531826651111","0.0935790211205346","0.177057511901686","5"
"5 on scale 1-7","2010","Single parent ","Female","48","0.0711152888569644","0.0510615290930684","0.0911690486208605","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Male","180","0.11592918994567","0.0998720386732487","0.131986341218092","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Female","137","0.10097303148951","0.0846137230546309","0.117332339924389","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Male","58","0.0826016768057494","0.0591877512465272","0.106015602364972","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Female","39","0.0615857629181653","0.0408633522376383","0.0823081735986924","5"
"6 on scale 1-7","2010","(Married) couple without C. ","Male","858","0.254980588983871","0.239691944011963","0.27026923395578","6"
"6 on scale 1-7","2010","(Married) couple without C. ","Female","839","0.251470770256995","0.236433915690118","0.266507624823872","6"
"6 on scale 1-7","2010","Single parent ","Male","81","0.308303925994528","0.251955028791135","0.364652823197921","6"
"6 on scale 1-7","2010","1-pers.-HH","Male","300","0.25200208914055","0.226810385888752","0.277193792392348","6"
"6 on scale 1-7","2010","Single parent ","Female","182","0.329192725962657","0.292527243150821","0.365858208774493","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Male","482","0.324641665126049","0.301156272063655","0.348127058188444","6"
"6 on scale 1-7","2010","1-pers.-HH","Female","386","0.238660579276677","0.217826007784618","0.259495150768736","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Male","351","0.275638074186499","0.250727354975973","0.300548793397024","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Female","331","0.245205726800235","0.221935783201354","0.268475670399116","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Female","371","0.274106405360752","0.249886527014302","0.298326283707202","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Female","152","0.304724394926282","0.26504775127072","0.344401038581845","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Male","156","0.325691531153501","0.285831891287943","0.365551171019058","6"
"7 Strongly agree","2010","1-pers.-HH","Male","706","0.634887639329073","0.60695146238938","0.662823816268766","7"
"7 Strongly agree","2010","1-pers.-HH","Female","1006","0.628976810414638","0.605365346565142","0.652588274264134","7"
"7 Strongly agree","2010","(Married) couple without C. ","Male","1837","0.599496896594311","0.582308789376255","0.616685003812367","7"
"7 Strongly agree","2010","(Married) couple without C. ","Female","1952","0.624507229906108","0.607723890154471","0.641290569657745","7"
"7 Strongly agree","2010","Single parent ","Male","128","0.519630285515213","0.458666310694915","0.580594260335511","7"
"7 Strongly agree","2010","Single parent ","Female","375","0.558079719477495","0.519331344130886","0.596828094824103","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Male","742","0.593625743106101","0.566244175191787","0.621007311020415","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Female","865","0.672045685948881","0.646652230573383","0.697439141324378","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Male","804","0.492543206700378","0.467467667835289","0.517618745565466","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Female","749","0.577052287910734","0.550228086163359","0.603876489658109","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Male","289","0.53801999068402","0.495615521761931","0.580424459606108","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Female","305","0.583858963609596","0.541369909033487","0.626348018185705","7"
"1 Strongly disagree","2011","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2011","Single parent ","Male","","","","","1"
"1 Strongly disagree","2011","Single parent ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2011","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2011","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2011","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2011","Single parent ","Male","","","","","4"
"4 on scale 1-7","2011","Single parent ","Female","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2011","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2011","Single parent ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2011","Single parent ","Male","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2011","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2011","Single parent ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","6"
"6 on scale 1-7","2011","Single parent ","Female","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","6"
"7 Strongly agree","2011","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Female","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2011","Single parent ","Male","","","","","7"
"7 Strongly agree","2011","Single parent ","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Female","","","","","7"
"1 Strongly disagree","2012","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2012","Single parent ","Male","","","","","1"
"1 Strongly disagree","2012","Single parent ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2012","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2012","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2012","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2012","Single parent ","Male","","","","","4"
"4 on scale 1-7","2012","Single parent ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2012","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2012","Single parent ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2012","Single parent ","Male","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2012","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2012","Single parent ","Male","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2012","Single parent ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2012","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2012","Single parent ","Male","","","","","7"
"7 Strongly agree","2012","Single parent ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2013","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2013","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2013","Single parent ","Male","","","","","1"
"1 Strongly disagree","2013","Single parent ","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2013","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2013","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2013","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","Male","","","","","3"
"4 on scale 1-7","2013","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2013","Single parent ","Female","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2013","Single parent ","Male","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2013","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2013","Single parent ","Male","","","","","5"
