"plh0206i01","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2008","16-34 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2008","16-34 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","16-34 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","16-34 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","16-34 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","16-34 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","16-34 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","35-65 y.","(0) in school","","","",""
"7 Strongly agree","2008","35-65 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","35-65 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2008","35-65 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","35-65 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","35-65 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","35-65 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","35-65 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","35-65 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","66 and older","(0) in school","","","",""
"7 Strongly agree","2008","66 and older","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","66 and older","(1b) general elementary school","","","",""
"7 Strongly agree","2008","66 and older","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","66 and older","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","66 and older","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","66 and older","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","66 and older","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","66 and older","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","16-34 y.","(0) in school","","","",""
"1 Strongly disagree","2009","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","16-34 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","16-34 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2009","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","35-65 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","35-65 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","35-65 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","35-65 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","66 and older","(0) in school","","","",""
"1 Strongly disagree","2009","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","66 and older","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","66 and older","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","66 and older","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","66 and older","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(0) in school","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2009","66 and older","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","66 and older","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","66 and older","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","66 and older","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","66 and older","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","66 and older","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","66 and older","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(0) in school","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2009","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","66 and older","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","66 and older","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","66 and older","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","66 and older","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","66 and older","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"4 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","66 and older","(0) in school","","","",""
"4 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"5 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"5 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","66 and older","(0) in school","","","",""
"5 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"6 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"6 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","66 and older","(0) in school","","","",""
"6 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","16-34 y.","(0) in school","","","",""
"7 Strongly agree","2009","16-34 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","16-34 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","16-34 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","16-34 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","16-34 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","35-65 y.","(0) in school","","","",""
"7 Strongly agree","2009","35-65 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","35-65 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","35-65 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","35-65 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","35-65 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","66 and older","(0) in school","","","",""
"7 Strongly agree","2009","66 and older","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","66 and older","(1b) general elementary school","","","",""
"7 Strongly agree","2009","66 and older","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","66 and older","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","66 and older","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","66 and older","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","66 and older","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","16-34 y.","(0) in school","","","",""
"1 Strongly disagree","2010","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","16-34 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2010","16-34 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2010","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2010","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2010","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","35-65 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2010","35-65 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2010","35-65 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2010","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2010","35-65 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2010","35-65 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","66 and older","(0) in school","","","",""
"1 Strongly disagree","2010","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","66 and older","(1b) general elementary school","","","",""
"1 Strongly disagree","2010","66 and older","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2010","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2010","66 and older","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2010","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2010","66 and older","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(0) in school","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2010","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2010","66 and older","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","66 and older","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2010","66 and older","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2010","66 and older","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2010","66 and older","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2010","66 and older","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2010","66 and older","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(0) in school","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2010","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2010","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","66 and older","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2010","66 and older","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2010","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2010","66 and older","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2010","66 and older","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2010","66 and older","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2010","16-34 y.","(0) in school","","","",""
"4 on scale 1-7","2010","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2010","16-34 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2010","16-34 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2010","16-34 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2010","16-34 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2010","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2010","35-65 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2010","35-65 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2010","35-65 y.","(1c) basic vocational qualification","70","0.0325872305917951","0.0253435411353153","0.0398309200482748"
"4 on scale 1-7","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2010","35-65 y.","(2a) intermediate vocational","67","0.0213603247540047","0.0160088384127523","0.0267118110952571"
"4 on scale 1-7","2010","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2010","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2010","35-65 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2010","35-65 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2010","66 and older","(0) in school","","","",""
"4 on scale 1-7","2010","66 and older","(1a) inadequately completed","","","",""
"4 on scale 1-7","2010","66 and older","(1b) general elementary school","","","",""
"4 on scale 1-7","2010","66 and older","(1c) basic vocational qualification","64","0.0304799885097928","0.022432823231634","0.0385271537879515"
"4 on scale 1-7","2010","66 and older","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2010","66 and older","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2010","66 and older","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2010","66 and older","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2010","16-34 y.","(0) in school","","","",""
"5 on scale 1-7","2010","16-34 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2010","16-34 y.","(1b) general elementary school","","","",""
"5 on scale 1-7","2010","16-34 y.","(1c) basic vocational qualification","30","0.0636561379328705","0.0363908204044038","0.0909214554613372"
"5 on scale 1-7","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2010","16-34 y.","(2a) intermediate vocational","61","0.0906876616405241","0.0697412257829221","0.111634097498126"
