"plh0206i01","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2014","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2015","1-pers.-HH","19","","",""
"1 Strongly disagree","2015","(Married) couple without C. ","23","","",""
"1 Strongly disagree","2015","Single parent ","19","","",""
"1 Strongly disagree","2015","Couple + C. LE 16 ","13","","",""
"1 Strongly disagree","2015","Couple + C. GT 16 ","11","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","8","","",""
"2 on scale 1-7 ","2015","1-pers.-HH","11","","",""
"2 on scale 1-7 ","2015","(Married) couple without C. ","35","0.00459538729520794","0.00310614916554351","0.00608462542487237"
"2 on scale 1-7 ","2015","Single parent ","11","","",""
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","32","0.00285744103899297","0.00158063570637773","0.00413424637160821"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","13","","",""
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","20","","",""
"3 on scale 1-7 ","2015","1-pers.-HH","29","","",""
"3 on scale 1-7 ","2015","(Married) couple without C. ","46","0.00568566401743979","0.00403006290403341","0.00734126513084617"
"3 on scale 1-7 ","2015","Single parent ","23","","",""
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","54","0.00675402418512052","0.00479487668040189","0.00871317168983916"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","25","","",""
"4 on scale 1-7","2015","1-pers.-HH","101","0.0253059992318555","0.020263866357139","0.030348132106572"
"4 on scale 1-7","2015","(Married) couple without C. ","217","0.0244340658879575","0.021034453158433","0.0278336786174819"
"4 on scale 1-7","2015","Single parent ","76","0.0335876277493098","0.0263721309495012","0.0408031245491184"
"4 on scale 1-7","2015","Couple + C. LE 16 ","211","0.0267863089616071","0.0229242583182122","0.030648359605002"
"4 on scale 1-7","2015","Couple + C. GT 16 ","94","0.0325787235633233","0.0261766937077454","0.0389807534189012"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","75","0.0277559049869976","0.0209332511699905","0.0345785588040046"
"5 on scale 1-7","2015","1-pers.-HH","308","0.0866119593683395","0.0775820168272298","0.0956419019094493"
"5 on scale 1-7","2015","(Married) couple without C. ","714","0.0901240688785518","0.0838186383244841","0.0964294994326195"
"5 on scale 1-7","2015","Single parent ","185","0.0796999895463832","0.0688535006040117","0.0905464784887548"
"5 on scale 1-7","2015","Couple + C. LE 16 ","477","0.059906310397074","0.0542298282342572","0.0655827925598908"
"5 on scale 1-7","2015","Couple + C. GT 16 ","256","0.0948520161957363","0.084285643545989","0.105418388845484"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","159","0.0751002318821176","0.0641542189535881","0.0860462448106472"
"6 on scale 1-7","2015","1-pers.-HH","940","0.25766981065474","0.243628788478048","0.271710832831433"
"6 on scale 1-7","2015","(Married) couple without C. ","2284","0.286630509730715","0.27667366495398","0.296587354507451"
"6 on scale 1-7","2015","Single parent ","567","0.238635931658584","0.221564912928808","0.25570695038836"
"6 on scale 1-7","2015","Couple + C. LE 16 ","1823","0.298775669224822","0.287827070852982","0.309724267596663"
"6 on scale 1-7","2015","Couple + C. GT 16 ","838","0.289945308030894","0.273582916184017","0.306307699877771"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","626","0.31892759091425","0.299570919753342","0.338284262075159"
"7 Strongly agree","2015","1-pers.-HH","2319","0.613001909640727","0.597364899443911","0.628638919837543"
"7 Strongly agree","2015","(Married) couple without C. ","4604","0.584648949892963","0.573798231150385","0.59549966863554"
"7 Strongly agree","2015","Single parent ","1514","0.628417852715169","0.609064910076155","0.647770795354182"
"7 Strongly agree","2015","Couple + C. LE 16 ","4104","0.603669391923709","0.591969393385818","0.6153693904616"
"7 Strongly agree","2015","Couple + C. GT 16 ","1717","0.564363460518717","0.54648276371057","0.582244157326865"
"7 Strongly agree","2015","Couple + C. LE and GT 16","1314","0.551659184220063","0.531004072526533","0.572314295913593"
"1 Strongly disagree","2016","1-pers.-HH","11","","",""
"1 Strongly disagree","2016","(Married) couple without C. ","1","","",""
"1 Strongly disagree","2016","Single parent ","4","","",""
"1 Strongly disagree","2016","Couple + C. LE 16 ","12","","",""
"1 Strongly disagree","2016","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2016","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2016","1-pers.-HH","4","","",""
"2 on scale 1-7 ","2016","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2016","Single parent ","1","","",""
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","2","","",""
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","2","","",""
"3 on scale 1-7 ","2016","1-pers.-HH","7","","",""
"3 on scale 1-7 ","2016","(Married) couple without C. ","3","","",""
"3 on scale 1-7 ","2016","Single parent ","5","","",""
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","7","","",""
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","1","","",""
"4 on scale 1-7","2016","1-pers.-HH","21","","",""
"4 on scale 1-7","2016","(Married) couple without C. ","4","","",""
"4 on scale 1-7","2016","Single parent ","5","","",""
"4 on scale 1-7","2016","Couple + C. LE 16 ","17","","",""
"4 on scale 1-7","2016","Couple + C. GT 16 ","1","","",""
"4 on scale 1-7","2016","Couple + C. LE and GT 16","3","","",""
"5 on scale 1-7","2016","1-pers.-HH","28","","",""
"5 on scale 1-7","2016","(Married) couple without C. ","6","","",""
"5 on scale 1-7","2016","Single parent ","13","","",""
"5 on scale 1-7","2016","Couple + C. LE 16 ","29","","",""
"5 on scale 1-7","2016","Couple + C. GT 16 ","4","","",""
"5 on scale 1-7","2016","Couple + C. LE and GT 16","6","","",""
"6 on scale 1-7","2016","1-pers.-HH","69","0.0808267359615019","0.0635576904367413","0.0980957814862626"
"6 on scale 1-7","2016","(Married) couple without C. ","13","","",""
"6 on scale 1-7","2016","Single parent ","18","","",""
"6 on scale 1-7","2016","Couple + C. LE 16 ","64","0.127917908831781","0.112804026610464","0.143031791053098"
"6 on scale 1-7","2016","Couple + C. GT 16 ","2","","",""
"6 on scale 1-7","2016","Couple + C. LE and GT 16","12","","",""
"7 Strongly agree","2016","1-pers.-HH","817","0.84036654589336","0.817161178150337","0.863571913636383"
"7 Strongly agree","2016","(Married) couple without C. ","144","0.542363940409949","0.467692323022921","0.617035557796978"
"7 Strongly agree","2016","Single parent ","304","0.750946564225906","0.705639611330047","0.796253517121766"
"7 Strongly agree","2016","Couple + C. LE 16 ","1745","0.816394242595363","0.798874618308367","0.833913866882359"
"7 Strongly agree","2016","Couple + C. GT 16 ","75","0.666671216277003","0.5646399148916","0.768702517662405"
"7 Strongly agree","2016","Couple + C. LE and GT 16","387","0.894188729795421","0.864451004869124","0.923926454721718"
"1 Strongly disagree","2017","1-pers.-HH","2","","",""
"1 Strongly disagree","2017","(Married) couple without C. ","","","",""
"1 Strongly disagree","2017","Single parent ","","","",""
"1 Strongly disagree","2017","Couple + C. LE 16 ","2","","",""
"1 Strongly disagree","2017","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2017","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2017","1-pers.-HH","","","",""
"2 on scale 1-7 ","2017","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2017","Single parent ","","","",""
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","1","","",""
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2017","1-pers.-HH","2","","",""
"3 on scale 1-7 ","2017","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2017","Single parent ","","","",""
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","1","","",""
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","1","","",""
"4 on scale 1-7","2017","1-pers.-HH","3","","",""
"4 on scale 1-7","2017","(Married) couple without C. ","","","",""
"4 on scale 1-7","2017","Single parent ","1","","",""
"4 on scale 1-7","2017","Couple + C. LE 16 ","11","","",""
"4 on scale 1-7","2017","Couple + C. GT 16 ","1","","",""
"4 on scale 1-7","2017","Couple + C. LE and GT 16","4","","",""
"5 on scale 1-7","2017","1-pers.-HH","18","","",""
"5 on scale 1-7","2017","(Married) couple without C. ","","","",""
"5 on scale 1-7","2017","Single parent ","4","","",""
"5 on scale 1-7","2017","Couple + C. LE 16 ","26","","",""
"5 on scale 1-7","2017","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2017","Couple + C. LE and GT 16","6","","",""
"6 on scale 1-7","2017","1-pers.-HH","33","0.0547995245461317","0.0361811181475035","0.0734179309447599"
"6 on scale 1-7","2017","(Married) couple without C. ","12","","",""
"6 on scale 1-7","2017","Single parent ","19","","",""
"6 on scale 1-7","2017","Couple + C. LE 16 ","98","0.105679931551486","0.0872938704019127","0.124065992701059"
"6 on scale 1-7","2017","Couple + C. GT 16 ","5","","",""
"6 on scale 1-7","2017","Couple + C. LE and GT 16","21","","",""
"7 Strongly agree","2017","1-pers.-HH","516","0.895696051055218","0.870691281862746","0.920700820247689"
"7 Strongly agree","2017","(Married) couple without C. ","113","0.872075692400574","0.813523021178357","0.930628363622791"
"7 Strongly agree","2017","Single parent ","153","0.79113239829643","0.731246911683059","0.851017884909801"
"7 Strongly agree","2017","Couple + C. LE 16 ","935","0.851323434384907","0.830046232968526","0.872600635801288"
"7 Strongly agree","2017","Couple + C. GT 16 ","51","0.920490466137572","0.850867367944269","0.990113564330876"
"7 Strongly agree","2017","Couple + C. LE and GT 16","272","0.88358116833018","0.847527775288573","0.919634561371786"
"1 Strongly disagree","2018","1-pers.-HH","","","",""
"1 Strongly disagree","2018","(Married) couple without C. ","","","",""
"1 Strongly disagree","2018","Single parent ","","","",""
"1 Strongly disagree","2018","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2018","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2018","Couple + C. LE and GT 16","1","","",""
"2 on scale 1-7 ","2018","1-pers.-HH","","","",""
"2 on scale 1-7 ","2018","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2018","Single parent ","","","",""
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","1","","",""
"3 on scale 1-7 ","2018","1-pers.-HH","","","",""
"3 on scale 1-7 ","2018","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2018","Single parent ","","","",""
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2018","1-pers.-HH","","","",""
"4 on scale 1-7","2018","(Married) couple without C. ","","","",""
"4 on scale 1-7","2018","Single parent ","","","",""
"4 on scale 1-7","2018","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2018","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2018","Couple + C. LE and GT 16","1","","",""
"5 on scale 1-7","2018","1-pers.-HH","","","",""
"5 on scale 1-7","2018","(Married) couple without C. ","","","",""
"5 on scale 1-7","2018","Single parent ","1","","",""
"5 on scale 1-7","2018","Couple + C. LE 16 ","4","","",""
"5 on scale 1-7","2018","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2018","Couple + C. LE and GT 16","2","","",""
"6 on scale 1-7","2018","1-pers.-HH","1","","",""
"6 on scale 1-7","2018","(Married) couple without C. ","2","","",""
"6 on scale 1-7","2018","Single parent ","2","","",""
"6 on scale 1-7","2018","Couple + C. LE 16 ","15","","",""
"6 on scale 1-7","2018","Couple + C. GT 16 ","3","","",""
"6 on scale 1-7","2018","Couple + C. LE and GT 16","10","","",""
"7 Strongly agree","2018","1-pers.-HH","6","","",""
"7 Strongly agree","2018","(Married) couple without C. ","19","","",""
"7 Strongly agree","2018","Single parent ","22","","",""
"7 Strongly agree","2018","Couple + C. LE 16 ","131","0.886588775488263","0.836012277869768","0.937165273106757"
"7 Strongly agree","2018","Couple + C. GT 16 ","16","","",""
"7 Strongly agree","2018","Couple + C. LE and GT 16","92","0.838644429611443","0.768943733261425","0.90834512596146"
"1 Strongly disagree","2019","1-pers.-HH","","","",""
"1 Strongly disagree","2019","(Married) couple without C. ","","","",""
"1 Strongly disagree","2019","Single parent ","","","",""
"1 Strongly disagree","2019","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2019","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2019","Couple + C. LE and GT 16","1","","",""
"2 on scale 1-7 ","2019","1-pers.-HH","","","",""
"2 on scale 1-7 ","2019","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2019","Single parent ","","","",""
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","1","","",""
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2019","1-pers.-HH","","","",""
"3 on scale 1-7 ","2019","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2019","Single parent ","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2019","1-pers.-HH","","","",""
"4 on scale 1-7","2019","(Married) couple without C. ","","","",""
"4 on scale 1-7","2019","Single parent ","1","","",""
"4 on scale 1-7","2019","Couple + C. LE 16 ","3","","",""
"4 on scale 1-7","2019","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2019","Couple + C. LE and GT 16","1","","",""
"5 on scale 1-7","2019","1-pers.-HH","","","",""
"5 on scale 1-7","2019","(Married) couple without C. ","","","",""
"5 on scale 1-7","2019","Single parent ","","","",""
"5 on scale 1-7","2019","Couple + C. LE 16 ","5","","",""
"5 on scale 1-7","2019","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2019","Couple + C. LE and GT 16","3","","",""
"6 on scale 1-7","2019","1-pers.-HH","","","",""
"6 on scale 1-7","2019","(Married) couple without C. ","3","","",""
"6 on scale 1-7","2019","Single parent ","1","","",""
"6 on scale 1-7","2019","Couple + C. LE 16 ","12","","",""
"6 on scale 1-7","2019","Couple + C. GT 16 ","3","","",""
"6 on scale 1-7","2019","Couple + C. LE and GT 16","5","","",""
"7 Strongly agree","2019","1-pers.-HH","5","","",""
"7 Strongly agree","2019","(Married) couple without C. ","14","","",""
"7 Strongly agree","2019","Single parent ","17","","",""
"7 Strongly agree","2019","Couple + C. LE 16 ","86","0.854564101225569","0.787765966682325","0.921362235768813"
"7 Strongly agree","2019","Couple + C. GT 16 ","17","","",""
"7 Strongly agree","2019","Couple + C. LE and GT 16","56","0.703648974363053","0.593480491177635","0.81381745754847"
