"plh0206i01","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2009","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2009","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2009","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2009","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2009","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2009","Single parent ","West Germany","","","",""
"4 on scale 1-7","2009","Single parent ","East Germany","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2009","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2009","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2009","Single parent ","West Germany","","","",""
"5 on scale 1-7","2009","Single parent ","East Germany","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2009","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2009","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2009","Single parent ","West Germany","","","",""
"6 on scale 1-7","2009","Single parent ","East Germany","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2009","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2009","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2009","Single parent ","West Germany","","","",""
"7 Strongly agree","2009","Single parent ","East Germany","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2010","1-pers.-HH","West Germany","9","","",""
"1 Strongly disagree","2010","1-pers.-HH","East Germany","2","","",""
"1 Strongly disagree","2010","(Married) couple without C. ","West Germany","6","","",""
"1 Strongly disagree","2010","(Married) couple without C. ","East Germany","6","","",""
"1 Strongly disagree","2010","Single parent ","West Germany","2","","",""
"1 Strongly disagree","2010","Single parent ","East Germany","2","","",""
"1 Strongly disagree","2010","Couple + C. LE 16 ","West Germany","5","","",""
"1 Strongly disagree","2010","Couple + C. LE 16 ","East Germany","3","","",""
"1 Strongly disagree","2010","Couple + C. GT 16 ","West Germany","6","","",""
"1 Strongly disagree","2010","Couple + C. GT 16 ","East Germany","1","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","West Germany","2","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2010","1-pers.-HH","West Germany","12","","",""
"2 on scale 1-7 ","2010","1-pers.-HH","East Germany","2","","",""
"2 on scale 1-7 ","2010","(Married) couple without C. ","West Germany","13","","",""
"2 on scale 1-7 ","2010","(Married) couple without C. ","East Germany","5","","",""
"2 on scale 1-7 ","2010","Single parent ","West Germany","1","","",""
"2 on scale 1-7 ","2010","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","West Germany","5","","",""
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","East Germany","2","","",""
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","West Germany","6","","",""
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","West Germany","5","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","East Germany","2","","",""
"3 on scale 1-7 ","2010","1-pers.-HH","West Germany","6","","",""
"3 on scale 1-7 ","2010","1-pers.-HH","East Germany","3","","",""
"3 on scale 1-7 ","2010","(Married) couple without C. ","West Germany","29","","",""
"3 on scale 1-7 ","2010","(Married) couple without C. ","East Germany","13","","",""
"3 on scale 1-7 ","2010","Single parent ","West Germany","6","","",""
"3 on scale 1-7 ","2010","Single parent ","East Germany","1","","",""
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","West Germany","12","","",""
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","East Germany","1","","",""
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","West Germany","21","","",""
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","East Germany","4","","",""
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","West Germany","4","","",""
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2010","1-pers.-HH","West Germany","47","0.0254697759214444","0.0186581247966469","0.0322814270462419"
"4 on scale 1-7","2010","1-pers.-HH","East Germany","25","","",""
"4 on scale 1-7","2010","(Married) couple without C. ","West Germany","117","0.0233704222400585","0.019006957310728","0.0277338871693889"
"4 on scale 1-7","2010","(Married) couple without C. ","East Germany","56","0.0359049892444859","0.0270995029185","0.0447104755704718"
"4 on scale 1-7","2010","Single parent ","West Germany","18","","",""
"4 on scale 1-7","2010","Single parent ","East Germany","9","","",""
"4 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","51","0.0256728920746177","0.0187275568165205","0.0326182273327148"
"4 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","13","","",""
"4 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","52","0.0429927203593519","0.0343946830719293","0.0515907576467745"
"4 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","17","","",""
"4 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","32","0.0353910150918208","0.0230780627533726","0.0477039674302689"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","4","","",""
"5 on scale 1-7","2010","1-pers.-HH","West Germany","187","0.086604784748503","0.0744445352033178","0.0987650342936882"
"5 on scale 1-7","2010","1-pers.-HH","East Germany","58","0.0772308669950689","0.0573694449377782","0.0970922890523595"
"5 on scale 1-7","2010","(Married) couple without C. ","West Germany","407","0.0993690598045114","0.0907286906985868","0.108009428910436"
"5 on scale 1-7","2010","(Married) couple without C. ","East Germany","182","0.0933797370130351","0.0796090672748336","0.107150406751237"
"5 on scale 1-7","2010","Single parent ","West Germany","52","0.0787077356818419","0.0580855419441773","0.0993299294195065"
"5 on scale 1-7","2010","Single parent ","East Germany","32","0.159293025904896","0.112405116586498","0.206180935223294"
"5 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","139","0.0692609393043179","0.0581112803660301","0.0804105982426056"
"5 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","29","","",""
"5 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","220","0.106292334302811","0.0932278294508714","0.119356839154752"
"5 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","97","0.125354332536175","0.100683671132393","0.150024993939957"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","80","0.0735823781314353","0.0561831352383171","0.0909816210245535"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","17","","",""
"6 on scale 1-7","2010","1-pers.-HH","West Germany","520","0.247291762615969","0.228638262363028","0.26594526286891"
"6 on scale 1-7","2010","1-pers.-HH","East Germany","166","0.234107575073641","0.202603990197893","0.265611159949389"
"6 on scale 1-7","2010","(Married) couple without C. ","West Germany","1225","0.250691400463259","0.238173446488585","0.263209354437933"
"6 on scale 1-7","2010","(Married) couple without C. ","East Germany","472","0.263416425617217","0.242569190233008","0.284263661001426"
"6 on scale 1-7","2010","Single parent ","West Germany","190","0.314983165323779","0.279410063551548","0.35055626709601"
"6 on scale 1-7","2010","Single parent ","East Germany","73","0.347024659847009","0.286033243167064","0.408016076526954"
"6 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","521","0.257222097098977","0.238027144279994","0.27641704991796"
"6 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","161","0.277466755909587","0.240282860168028","0.314650651651146"
"6 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","650","0.30153953396684","0.282086502695939","0.320992565237742"
"6 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","203","0.308315223604961","0.273908237105953","0.342722210103969"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","240","0.301694692818657","0.271107012409007","0.332282373228307"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","68","0.431557606387297","0.359797154687403","0.50331805808719"
"7 Strongly agree","2010","1-pers.-HH","West Germany","1274","0.626463514496376","0.605548576406958","0.647378452585794"
"7 Strongly agree","2010","1-pers.-HH","East Germany","438","0.652526643794024","0.617100144840967","0.687953142747082"
"7 Strongly agree","2010","(Married) couple without C. ","West Germany","2808","0.617135460942802","0.603096140181454","0.63117478170415"
"7 Strongly agree","2010","(Married) couple without C. ","East Germany","981","0.590989070154201","0.567720311762984","0.614257828545417"
"7 Strongly agree","2010","Single parent ","West Germany","386","0.576463054439753","0.538622383298237","0.614303725581269"
"7 Strongly agree","2010","Single parent ","East Germany","117","0.414403493255845","0.351285801979231","0.477521184532458"
"7 Strongly agree","2010","Couple + C. LE 16 ","West Germany","1259","0.629773367405468","0.608568800929641","0.650977933881296"
"7 Strongly agree","2010","Couple + C. LE 16 ","East Germany","348","0.650962558823032","0.611377207237649","0.690547910408416"
"7 Strongly agree","2010","Couple + C. GT 16 ","West Germany","1183","0.52590566650316","0.504740068273784","0.547071264732537"
"7 Strongly agree","2010","Couple + C. GT 16 ","East Germany","370","0.546686429763467","0.509595856076772","0.583777003450161"
"7 Strongly agree","2010","Couple + C. LE and GT 16","West Germany","502","0.569830457004546","0.536836629810441","0.602824284198651"
"7 Strongly agree","2010","Couple + C. LE and GT 16","East Germany","92","0.472981367745261","0.400644858460869","0.545317877029653"
"1 Strongly disagree","2011","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2011","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2011","Single parent ","West Germany","","","",""
"1 Strongly disagree","2011","Single parent ","East Germany","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2011","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2011","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2011","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2011","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2011","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2011","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2011","Single parent ","West Germany","","","",""
"4 on scale 1-7","2011","Single parent ","East Germany","","","",""
"4 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2011","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2011","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2011","Single parent ","West Germany","","","",""
"5 on scale 1-7","2011","Single parent ","East Germany","","","",""
"5 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2011","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2011","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2011","Single parent ","West Germany","","","",""
"6 on scale 1-7","2011","Single parent ","East Germany","","","",""
"6 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2011","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2011","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2011","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2011","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2011","Single parent ","West Germany","","","",""
"7 Strongly agree","2011","Single parent ","East Germany","","","",""
"7 Strongly agree","2011","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2011","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2011","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2011","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2011","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2011","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2012","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2012","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2012","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2012","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2012","Single parent ","West Germany","","","",""
"1 Strongly disagree","2012","Single parent ","East Germany","","","",""
"1 Strongly disagree","2012","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2012","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2012","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2012","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2012","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2012","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2012","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2012","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2012","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2012","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2012","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2012","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2012","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2012","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2012","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2012","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2012","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2012","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2012","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2012","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2012","Single parent ","West Germany","","","",""
"4 on scale 1-7","2012","Single parent ","East Germany","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2012","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2012","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2012","Single parent ","West Germany","","","",""
"5 on scale 1-7","2012","Single parent ","East Germany","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2012","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2012","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2012","Single parent ","West Germany","","","",""
"6 on scale 1-7","2012","Single parent ","East Germany","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2012","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2012","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2012","Single parent ","West Germany","","","",""
"7 Strongly agree","2012","Single parent ","East Germany","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2013","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2013","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2013","Single parent ","West Germany","","","",""
"1 Strongly disagree","2013","Single parent ","East Germany","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2013","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2013","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2013","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2013","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2013","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2013","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2013","Single parent ","West Germany","","","",""
"4 on scale 1-7","2013","Single parent ","East Germany","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2013","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2013","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2013","Single parent ","West Germany","","","",""
"5 on scale 1-7","2013","Single parent ","East Germany","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","East Germany","","","",""
