"plh0206i01","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","higher vocational","Urban Area","","","",""
"2 on scale 1-7 ","2009","higher vocational","Rural Area","","","",""
"2 on scale 1-7 ","2009","higher education","Urban Area","","","",""
"2 on scale 1-7 ","2009","higher education","Rural Area","","","",""
"3 on scale 1-7 ","2009","in school","Urban Area","","","",""
"3 on scale 1-7 ","2009","in school","Rural Area","","","",""
"3 on scale 1-7 ","2009","inadequately","Urban Area","","","",""
"3 on scale 1-7 ","2009","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2009","general elemantary","Urban Area","","","",""
"3 on scale 1-7 ","2009","general elemantary","Rural Area","","","",""
"3 on scale 1-7 ","2009","middle vocational","Urban Area","","","",""
"3 on scale 1-7 ","2009","middle vocational","Rural Area","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","Urban Area","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","Rural Area","","","",""
"3 on scale 1-7 ","2009","higher vocational","Urban Area","","","",""
"3 on scale 1-7 ","2009","higher vocational","Rural Area","","","",""
"3 on scale 1-7 ","2009","higher education","Urban Area","","","",""
"3 on scale 1-7 ","2009","higher education","Rural Area","","","",""
"4 on scale 1-7","2009","in school","Urban Area","","","",""
"4 on scale 1-7","2009","in school","Rural Area","","","",""
"4 on scale 1-7","2009","inadequately","Urban Area","","","",""
"4 on scale 1-7","2009","inadequately","Rural Area","","","",""
"4 on scale 1-7","2009","general elemantary","Urban Area","","","",""
"4 on scale 1-7","2009","general elemantary","Rural Area","","","",""
"4 on scale 1-7","2009","middle vocational","Urban Area","","","",""
"4 on scale 1-7","2009","middle vocational","Rural Area","","","",""
"4 on scale 1-7","2009","vocational + Abi","Urban Area","","","",""
"4 on scale 1-7","2009","vocational + Abi","Rural Area","","","",""
"4 on scale 1-7","2009","higher vocational","Urban Area","","","",""
"4 on scale 1-7","2009","higher vocational","Rural Area","","","",""
"4 on scale 1-7","2009","higher education","Urban Area","","","",""
"4 on scale 1-7","2009","higher education","Rural Area","","","",""
"5 on scale 1-7","2009","in school","Urban Area","","","",""
"5 on scale 1-7","2009","in school","Rural Area","","","",""
"5 on scale 1-7","2009","inadequately","Urban Area","","","",""
"5 on scale 1-7","2009","inadequately","Rural Area","","","",""
"5 on scale 1-7","2009","general elemantary","Urban Area","","","",""
"5 on scale 1-7","2009","general elemantary","Rural Area","","","",""
"5 on scale 1-7","2009","middle vocational","Urban Area","","","",""
"5 on scale 1-7","2009","middle vocational","Rural Area","","","",""
"5 on scale 1-7","2009","vocational + Abi","Urban Area","","","",""
"5 on scale 1-7","2009","vocational + Abi","Rural Area","","","",""
"5 on scale 1-7","2009","higher vocational","Urban Area","","","",""
"5 on scale 1-7","2009","higher vocational","Rural Area","","","",""
"5 on scale 1-7","2009","higher education","Urban Area","","","",""
"5 on scale 1-7","2009","higher education","Rural Area","","","",""
"6 on scale 1-7","2009","in school","Urban Area","","","",""
"6 on scale 1-7","2009","in school","Rural Area","","","",""
"6 on scale 1-7","2009","inadequately","Urban Area","","","",""
"6 on scale 1-7","2009","inadequately","Rural Area","","","",""
"6 on scale 1-7","2009","general elemantary","Urban Area","","","",""
"6 on scale 1-7","2009","general elemantary","Rural Area","","","",""
"6 on scale 1-7","2009","middle vocational","Urban Area","","","",""
"6 on scale 1-7","2009","middle vocational","Rural Area","","","",""
"6 on scale 1-7","2009","vocational + Abi","Urban Area","","","",""
"6 on scale 1-7","2009","vocational + Abi","Rural Area","","","",""
"6 on scale 1-7","2009","higher vocational","Urban Area","","","",""
"6 on scale 1-7","2009","higher vocational","Rural Area","","","",""
"6 on scale 1-7","2009","higher education","Urban Area","","","",""
"6 on scale 1-7","2009","higher education","Rural Area","","","",""
"7 Strongly agree","2009","in school","Urban Area","","","",""
"7 Strongly agree","2009","in school","Rural Area","","","",""
"7 Strongly agree","2009","inadequately","Urban Area","","","",""
"7 Strongly agree","2009","inadequately","Rural Area","","","",""
"7 Strongly agree","2009","general elemantary","Urban Area","","","",""
"7 Strongly agree","2009","general elemantary","Rural Area","","","",""
"7 Strongly agree","2009","middle vocational","Urban Area","","","",""
"7 Strongly agree","2009","middle vocational","Rural Area","","","",""
"7 Strongly agree","2009","vocational + Abi","Urban Area","","","",""
"7 Strongly agree","2009","vocational + Abi","Rural Area","","","",""
"7 Strongly agree","2009","higher vocational","Urban Area","","","",""
"7 Strongly agree","2009","higher vocational","Rural Area","","","",""
"7 Strongly agree","2009","higher education","Urban Area","","","",""
"7 Strongly agree","2009","higher education","Rural Area","","","",""
"1 Strongly disagree","2010","in school","Urban Area","1","","",""
"1 Strongly disagree","2010","in school","Rural Area","","","",""
"1 Strongly disagree","2010","inadequately","Urban Area","1","","",""
"1 Strongly disagree","2010","inadequately","Rural Area","","","",""
"1 Strongly disagree","2010","general elemantary","Urban Area","4","","",""
"1 Strongly disagree","2010","general elemantary","Rural Area","4","","",""
"1 Strongly disagree","2010","middle vocational","Urban Area","15","","",""
"1 Strongly disagree","2010","middle vocational","Rural Area","10","","",""
"1 Strongly disagree","2010","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2010","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2010","higher vocational","Urban Area","2","","",""
"1 Strongly disagree","2010","higher vocational","Rural Area","2","","",""
"1 Strongly disagree","2010","higher education","Urban Area","4","","",""
"1 Strongly disagree","2010","higher education","Rural Area","","","",""
"2 on scale 1-7 ","2010","in school","Urban Area","","","",""
"2 on scale 1-7 ","2010","in school","Rural Area","1","","",""
"2 on scale 1-7 ","2010","inadequately","Urban Area","1","","",""
"2 on scale 1-7 ","2010","inadequately","Rural Area","2","","",""
"2 on scale 1-7 ","2010","general elemantary","Urban Area","4","","",""
"2 on scale 1-7 ","2010","general elemantary","Rural Area","3","","",""
"2 on scale 1-7 ","2010","middle vocational","Urban Area","11","","",""
"2 on scale 1-7 ","2010","middle vocational","Rural Area","11","","",""
"2 on scale 1-7 ","2010","vocational + Abi","Urban Area","","","",""
"2 on scale 1-7 ","2010","vocational + Abi","Rural Area","1","","",""
"2 on scale 1-7 ","2010","higher vocational","Urban Area","3","","",""
"2 on scale 1-7 ","2010","higher vocational","Rural Area","2","","",""
"2 on scale 1-7 ","2010","higher education","Urban Area","7","","",""
"2 on scale 1-7 ","2010","higher education","Rural Area","6","","",""
"3 on scale 1-7 ","2010","in school","Urban Area","1","","",""
"3 on scale 1-7 ","2010","in school","Rural Area","","","",""
"3 on scale 1-7 ","2010","inadequately","Urban Area","2","","",""
"3 on scale 1-7 ","2010","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2010","general elemantary","Urban Area","9","","",""
"3 on scale 1-7 ","2010","general elemantary","Rural Area","5","","",""
"3 on scale 1-7 ","2010","middle vocational","Urban Area","28","","",""
"3 on scale 1-7 ","2010","middle vocational","Rural Area","25","","",""
"3 on scale 1-7 ","2010","vocational + Abi","Urban Area","6","","",""
"3 on scale 1-7 ","2010","vocational + Abi","Rural Area","2","","",""
"3 on scale 1-7 ","2010","higher vocational","Urban Area","1","","",""
"3 on scale 1-7 ","2010","higher vocational","Rural Area","3","","",""
"3 on scale 1-7 ","2010","higher education","Urban Area","15","","",""
"3 on scale 1-7 ","2010","higher education","Rural Area","4","","",""
"4 on scale 1-7","2010","in school","Urban Area","3","","",""
"4 on scale 1-7","2010","in school","Rural Area","3","","",""
"4 on scale 1-7","2010","inadequately","Urban Area","5","","",""
"4 on scale 1-7","2010","inadequately","Rural Area","3","","",""
"4 on scale 1-7","2010","general elemantary","Urban Area","42","0.0492173285459409","0.0364569604732843","0.0619776966185975"
"4 on scale 1-7","2010","general elemantary","Rural Area","25","","",""
"4 on scale 1-7","2010","middle vocational","Urban Area","136","0.0256290924402132","0.0213417989888139","0.0299163858916125"
"4 on scale 1-7","2010","middle vocational","Rural Area","105","0.0334660150187532","0.0271441052145551","0.0397879248229514"
"4 on scale 1-7","2010","vocational + Abi","Urban Area","15","","",""
"4 on scale 1-7","2010","vocational + Abi","Rural Area","5","","",""
"4 on scale 1-7","2010","higher vocational","Urban Area","20","","",""
"4 on scale 1-7","2010","higher vocational","Rural Area","12","","",""
"4 on scale 1-7","2010","higher education","Urban Area","55","0.0193153781596966","0.0141469220857939","0.0244838342335994"
"4 on scale 1-7","2010","higher education","Rural Area","19","","",""
"5 on scale 1-7","2010","in school","Urban Area","21","","",""
"5 on scale 1-7","2010","in school","Rural Area","5","","",""
"5 on scale 1-7","2010","inadequately","Urban Area","11","","",""
"5 on scale 1-7","2010","inadequately","Rural Area","2","","",""
"5 on scale 1-7","2010","general elemantary","Urban Area","112","0.11691839280002","0.0979641957014586","0.135872589898581"
"5 on scale 1-7","2010","general elemantary","Rural Area","65","0.106206501318772","0.0799015846519202","0.132511417985623"
"5 on scale 1-7","2010","middle vocational","Urban Area","475","0.0915244795020315","0.0837013649209311","0.0993475940831319"
"5 on scale 1-7","2010","middle vocational","Rural Area","348","0.100162471167783","0.0896095596595983","0.110715382675969"
"5 on scale 1-7","2010","vocational + Abi","Urban Area","52","0.092295088335356","0.0708226177077284","0.113767558962984"
"5 on scale 1-7","2010","vocational + Abi","Rural Area","18","","",""
"5 on scale 1-7","2010","higher vocational","Urban Area","56","0.0726457399888378","0.0544073623362297","0.0908841176414458"
"5 on scale 1-7","2010","higher vocational","Rural Area","40","0.0695188575284748","0.046742438955411","0.0922952761015385"
"5 on scale 1-7","2010","higher education","Urban Area","208","0.0748823140989621","0.0649983158515548","0.0847663123463694"
"5 on scale 1-7","2010","higher education","Rural Area","78","0.0634321139078504","0.0490674737547862","0.0777967540609145"
"6 on scale 1-7","2010","in school","Urban Area","67","0.327549668978836","0.26250648666414","0.392592851293533"
"6 on scale 1-7","2010","in school","Rural Area","27","","",""
"6 on scale 1-7","2010","inadequately","Urban Area","32","0.290228304246612","0.203415724517129","0.377040883976096"
"6 on scale 1-7","2010","inadequately","Rural Area","9","","",""
"6 on scale 1-7","2010","general elemantary","Urban Area","292","0.268677865645876","0.242530143691684","0.294825587600068"
"6 on scale 1-7","2010","general elemantary","Rural Area","138","0.241938040134846","0.205374586177981","0.278501494091711"
"6 on scale 1-7","2010","middle vocational","Urban Area","1350","0.244203791080909","0.232548235007445","0.255859347154372"
"6 on scale 1-7","2010","middle vocational","Rural Area","795","0.250900495361879","0.235661433069355","0.266139557654402"
"6 on scale 1-7","2010","vocational + Abi","Urban Area","202","0.276148694194151","0.242980902458266","0.309316485930037"
"6 on scale 1-7","2010","vocational + Abi","Rural Area","80","0.32731720451944","0.268680424380385","0.385953984658495"
"6 on scale 1-7","2010","higher vocational","Urban Area","225","0.29903252100821","0.266861381912081","0.331203660104339"
"6 on scale 1-7","2010","higher vocational","Rural Area","122","0.249054368148716","0.210325780129166","0.287782956168266"
"6 on scale 1-7","2010","higher education","Urban Area","808","0.292062141877408","0.274986393714786","0.309137890040031"
"6 on scale 1-7","2010","higher education","Rural Area","331","0.317230286244603","0.289802233666422","0.344658338822784"
"7 Strongly agree","2010","in school","Urban Area","107","0.54531734253776","0.476307355979423","0.614327329096098"
"7 Strongly agree","2010","in school","Rural Area","34","0.473525294766509","0.356559354168069","0.590491235364949"
"7 Strongly agree","2010","inadequately","Urban Area","53","0.549560053061275","0.454394567200888","0.644725538921662"
"7 Strongly agree","2010","inadequately","Rural Area","17","","",""
"7 Strongly agree","2010","general elemantary","Urban Area","641","0.547963760701723","0.518605785472779","0.577321735930668"
"7 Strongly agree","2010","general elemantary","Rural Area","287","0.582604603587909","0.540502522166445","0.624706685009373"
"7 Strongly agree","2010","middle vocational","Urban Area","3204","0.626344960555377","0.613220040755693","0.639469880355061"
"7 Strongly agree","2010","middle vocational","Rural Area","1815","0.602310516130995","0.585106889581727","0.619514142680263"
"7 Strongly agree","2010","vocational + Abi","Urban Area","423","0.581961847862388","0.545370736820338","0.618552958904438"
"7 Strongly agree","2010","vocational + Abi","Rural Area","140","0.553572593301968","0.49145090473134","0.615694281872595"
"7 Strongly agree","2010","higher vocational","Urban Area","471","0.602872971777198","0.568490592847039","0.637255350707356"
"7 Strongly agree","2010","higher vocational","Rural Area","298","0.638438794372332","0.595412803410649","0.681464785334015"
"7 Strongly agree","2010","higher education","Urban Area","1627","0.600060642442976","0.58166397392564","0.618457310960312"
"7 Strongly agree","2010","higher education","Rural Area","668","0.590520266191681","0.56153988209937","0.619500650283992"
"1 Strongly disagree","2011","in school","Urban Area","","","",""
"1 Strongly disagree","2011","in school","Rural Area","","","",""
"1 Strongly disagree","2011","inadequately","Urban Area","","","",""
"1 Strongly disagree","2011","inadequately","Rural Area","","","",""
"1 Strongly disagree","2011","general elemantary","Urban Area","","","",""
"1 Strongly disagree","2011","general elemantary","Rural Area","","","",""
"1 Strongly disagree","2011","middle vocational","Urban Area","","","",""
"1 Strongly disagree","2011","middle vocational","Rural Area","","","",""
"1 Strongly disagree","2011","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2011","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2011","higher vocational","Urban Area","","","",""
"1 Strongly disagree","2011","higher vocational","Rural Area","","","",""
"1 Strongly disagree","2011","higher education","Urban Area","","","",""
"1 Strongly disagree","2011","higher education","Rural Area","","","",""
"2 on scale 1-7 ","2011","in school","Urban Area","","","",""
"2 on scale 1-7 ","2011","in school","Rural Area","","","",""
"2 on scale 1-7 ","2011","inadequately","Urban Area","","","",""
"2 on scale 1-7 ","2011","inadequately","Rural Area","","","",""
"2 on scale 1-7 ","2011","general elemantary","Urban Area","","","",""
"2 on scale 1-7 ","2011","general elemantary","Rural Area","","","",""
"2 on scale 1-7 ","2011","middle vocational","Urban Area","","","",""
"2 on scale 1-7 ","2011","middle vocational","Rural Area","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","Urban Area","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","Rural Area","","","",""
"2 on scale 1-7 ","2011","higher vocational","Urban Area","","","",""
"2 on scale 1-7 ","2011","higher vocational","Rural Area","","","",""
"2 on scale 1-7 ","2011","higher education","Urban Area","","","",""
"2 on scale 1-7 ","2011","higher education","Rural Area","","","",""
"3 on scale 1-7 ","2011","in school","Urban Area","","","",""
"3 on scale 1-7 ","2011","in school","Rural Area","","","",""
"3 on scale 1-7 ","2011","inadequately","Urban Area","","","",""
"3 on scale 1-7 ","2011","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2011","general elemantary","Urban Area","","","",""
"3 on scale 1-7 ","2011","general elemantary","Rural Area","","","",""
"3 on scale 1-7 ","2011","middle vocational","Urban Area","","","",""
"3 on scale 1-7 ","2011","middle vocational","Rural Area","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","Urban Area","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","Rural Area","","","",""
"3 on scale 1-7 ","2011","higher vocational","Urban Area","","","",""
"3 on scale 1-7 ","2011","higher vocational","Rural Area","","","",""
"3 on scale 1-7 ","2011","higher education","Urban Area","","","",""
"3 on scale 1-7 ","2011","higher education","Rural Area","","","",""
"4 on scale 1-7","2011","in school","Urban Area","","","",""
"4 on scale 1-7","2011","in school","Rural Area","","","",""
"4 on scale 1-7","2011","inadequately","Urban Area","","","",""
"4 on scale 1-7","2011","inadequately","Rural Area","","","",""
"4 on scale 1-7","2011","general elemantary","Urban Area","","","",""
"4 on scale 1-7","2011","general elemantary","Rural Area","","","",""
"4 on scale 1-7","2011","middle vocational","Urban Area","","","",""
"4 on scale 1-7","2011","middle vocational","Rural Area","","","",""
"4 on scale 1-7","2011","vocational + Abi","Urban Area","","","",""
"4 on scale 1-7","2011","vocational + Abi","Rural Area","","","",""
"4 on scale 1-7","2011","higher vocational","Urban Area","","","",""
"4 on scale 1-7","2011","higher vocational","Rural Area","","","",""
"4 on scale 1-7","2011","higher education","Urban Area","","","",""
"4 on scale 1-7","2011","higher education","Rural Area","","","",""
"5 on scale 1-7","2011","in school","Urban Area","","","",""
"5 on scale 1-7","2011","in school","Rural Area","","","",""
"5 on scale 1-7","2011","inadequately","Urban Area","","","",""
"5 on scale 1-7","2011","inadequately","Rural Area","","","",""
"5 on scale 1-7","2011","general elemantary","Urban Area","","","",""
"5 on scale 1-7","2011","general elemantary","Rural Area","","","",""
"5 on scale 1-7","2011","middle vocational","Urban Area","","","",""
"5 on scale 1-7","2011","middle vocational","Rural Area","","","",""
"5 on scale 1-7","2011","vocational + Abi","Urban Area","","","",""
"5 on scale 1-7","2011","vocational + Abi","Rural Area","","","",""
"5 on scale 1-7","2011","higher vocational","Urban Area","","","",""
"5 on scale 1-7","2011","higher vocational","Rural Area","","","",""
"5 on scale 1-7","2011","higher education","Urban Area","","","",""
"5 on scale 1-7","2011","higher education","Rural Area","","","",""
"6 on scale 1-7","2011","in school","Urban Area","","","",""
"6 on scale 1-7","2011","in school","Rural Area","","","",""
"6 on scale 1-7","2011","inadequately","Urban Area","","","",""
"6 on scale 1-7","2011","inadequately","Rural Area","","","",""
"6 on scale 1-7","2011","general elemantary","Urban Area","","","",""
"6 on scale 1-7","2011","general elemantary","Rural Area","","","",""
"6 on scale 1-7","2011","middle vocational","Urban Area","","","",""
"6 on scale 1-7","2011","middle vocational","Rural Area","","","",""
"6 on scale 1-7","2011","vocational + Abi","Urban Area","","","",""
"6 on scale 1-7","2011","vocational + Abi","Rural Area","","","",""
"6 on scale 1-7","2011","higher vocational","Urban Area","","","",""
"6 on scale 1-7","2011","higher vocational","Rural Area","","","",""
"6 on scale 1-7","2011","higher education","Urban Area","","","",""
"6 on scale 1-7","2011","higher education","Rural Area","","","",""
"7 Strongly agree","2011","in school","Urban Area","","","",""
"7 Strongly agree","2011","in school","Rural Area","","","",""
"7 Strongly agree","2011","inadequately","Urban Area","","","",""
"7 Strongly agree","2011","inadequately","Rural Area","","","",""
"7 Strongly agree","2011","general elemantary","Urban Area","","","",""
"7 Strongly agree","2011","general elemantary","Rural Area","","","",""
"7 Strongly agree","2011","middle vocational","Urban Area","","","",""
"7 Strongly agree","2011","middle vocational","Rural Area","","","",""
"7 Strongly agree","2011","vocational + Abi","Urban Area","","","",""
"7 Strongly agree","2011","vocational + Abi","Rural Area","","","",""
"7 Strongly agree","2011","higher vocational","Urban Area","","","",""
"7 Strongly agree","2011","higher vocational","Rural Area","","","",""
"7 Strongly agree","2011","higher education","Urban Area","","","",""
"7 Strongly agree","2011","higher education","Rural Area","","","",""
"1 Strongly disagree","2012","in school","Urban Area","","","",""
"1 Strongly disagree","2012","in school","Rural Area","","","",""
"1 Strongly disagree","2012","inadequately","Urban Area","","","",""
"1 Strongly disagree","2012","inadequately","Rural Area","","","",""
"1 Strongly disagree","2012","general elemantary","Urban Area","","","",""
"1 Strongly disagree","2012","general elemantary","Rural Area","","","",""
"1 Strongly disagree","2012","middle vocational","Urban Area","","","",""
"1 Strongly disagree","2012","middle vocational","Rural Area","","","",""
"1 Strongly disagree","2012","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2012","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2012","higher vocational","Urban Area","","","",""
"1 Strongly disagree","2012","higher vocational","Rural Area","","","",""
"1 Strongly disagree","2012","higher education","Urban Area","","","",""
"1 Strongly disagree","2012","higher education","Rural Area","","","",""
"2 on scale 1-7 ","2012","in school","Urban Area","","","",""
"2 on scale 1-7 ","2012","in school","Rural Area","","","",""
"2 on scale 1-7 ","2012","inadequately","Urban Area","","","",""
"2 on scale 1-7 ","2012","inadequately","Rural Area","","","",""
"2 on scale 1-7 ","2012","general elemantary","Urban Area","","","",""
"2 on scale 1-7 ","2012","general elemantary","Rural Area","","","",""
"2 on scale 1-7 ","2012","middle vocational","Urban Area","","","",""
"2 on scale 1-7 ","2012","middle vocational","Rural Area","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","Urban Area","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","Rural Area","","","",""
"2 on scale 1-7 ","2012","higher vocational","Urban Area","","","",""
"2 on scale 1-7 ","2012","higher vocational","Rural Area","","","",""
"2 on scale 1-7 ","2012","higher education","Urban Area","","","",""
"2 on scale 1-7 ","2012","higher education","Rural Area","","","",""
"3 on scale 1-7 ","2012","in school","Urban Area","","","",""
"3 on scale 1-7 ","2012","in school","Rural Area","","","",""
"3 on scale 1-7 ","2012","inadequately","Urban Area","","","",""
"3 on scale 1-7 ","2012","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2012","general elemantary","Urban Area","","","",""
"3 on scale 1-7 ","2012","general elemantary","Rural Area","","","",""
"3 on scale 1-7 ","2012","middle vocational","Urban Area","","","",""
"3 on scale 1-7 ","2012","middle vocational","Rural Area","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","Urban Area","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","Rural Area","","","",""
"3 on scale 1-7 ","2012","higher vocational","Urban Area","","","",""
"3 on scale 1-7 ","2012","higher vocational","Rural Area","","","",""
"3 on scale 1-7 ","2012","higher education","Urban Area","","","",""
"3 on scale 1-7 ","2012","higher education","Rural Area","","","",""
"4 on scale 1-7","2012","in school","Urban Area","","","",""
"4 on scale 1-7","2012","in school","Rural Area","","","",""
"4 on scale 1-7","2012","inadequately","Urban Area","","","",""
"4 on scale 1-7","2012","inadequately","Rural Area","","","",""
"4 on scale 1-7","2012","general elemantary","Urban Area","","","",""
"4 on scale 1-7","2012","general elemantary","Rural Area","","","",""
"4 on scale 1-7","2012","middle vocational","Urban Area","","","",""
"4 on scale 1-7","2012","middle vocational","Rural Area","","","",""
"4 on scale 1-7","2012","vocational + Abi","Urban Area","","","",""
"4 on scale 1-7","2012","vocational + Abi","Rural Area","","","",""
"4 on scale 1-7","2012","higher vocational","Urban Area","","","",""
"4 on scale 1-7","2012","higher vocational","Rural Area","","","",""
"4 on scale 1-7","2012","higher education","Urban Area","","","",""
"4 on scale 1-7","2012","higher education","Rural Area","","","",""
"5 on scale 1-7","2012","in school","Urban Area","","","",""
"5 on scale 1-7","2012","in school","Rural Area","","","",""
"5 on scale 1-7","2012","inadequately","Urban Area","","","",""
"5 on scale 1-7","2012","inadequately","Rural Area","","","",""
"5 on scale 1-7","2012","general elemantary","Urban Area","","","",""
"5 on scale 1-7","2012","general elemantary","Rural Area","","","",""
"5 on scale 1-7","2012","middle vocational","Urban Area","","","",""
"5 on scale 1-7","2012","middle vocational","Rural Area","","","",""
"5 on scale 1-7","2012","vocational + Abi","Urban Area","","","",""
"5 on scale 1-7","2012","vocational + Abi","Rural Area","","","",""
"5 on scale 1-7","2012","higher vocational","Urban Area","","","",""
"5 on scale 1-7","2012","higher vocational","Rural Area","","","",""
"5 on scale 1-7","2012","higher education","Urban Area","","","",""
"5 on scale 1-7","2012","higher education","Rural Area","","","",""
"6 on scale 1-7","2012","in school","Urban Area","","","",""
"6 on scale 1-7","2012","in school","Rural Area","","","",""
"6 on scale 1-7","2012","inadequately","Urban Area","","","",""
"6 on scale 1-7","2012","inadequately","Rural Area","","","",""
"6 on scale 1-7","2012","general elemantary","Urban Area","","","",""
"6 on scale 1-7","2012","general elemantary","Rural Area","","","",""
"6 on scale 1-7","2012","middle vocational","Urban Area","","","",""
"6 on scale 1-7","2012","middle vocational","Rural Area","","","",""
"6 on scale 1-7","2012","vocational + Abi","Urban Area","","","",""
"6 on scale 1-7","2012","vocational + Abi","Rural Area","","","",""
"6 on scale 1-7","2012","higher vocational","Urban Area","","","",""
"6 on scale 1-7","2012","higher vocational","Rural Area","","","",""
"6 on scale 1-7","2012","higher education","Urban Area","","","",""
"6 on scale 1-7","2012","higher education","Rural Area","","","",""
"7 Strongly agree","2012","in school","Urban Area","","","",""
"7 Strongly agree","2012","in school","Rural Area","","","",""
"7 Strongly agree","2012","inadequately","Urban Area","","","",""
"7 Strongly agree","2012","inadequately","Rural Area","","","",""
"7 Strongly agree","2012","general elemantary","Urban Area","","","",""
"7 Strongly agree","2012","general elemantary","Rural Area","","","",""
"7 Strongly agree","2012","middle vocational","Urban Area","","","",""
"7 Strongly agree","2012","middle vocational","Rural Area","","","",""
"7 Strongly agree","2012","vocational + Abi","Urban Area","","","",""
"7 Strongly agree","2012","vocational + Abi","Rural Area","","","",""
"7 Strongly agree","2012","higher vocational","Urban Area","","","",""
"7 Strongly agree","2012","higher vocational","Rural Area","","","",""
"7 Strongly agree","2012","higher education","Urban Area","","","",""
"7 Strongly agree","2012","higher education","Rural Area","","","",""
"1 Strongly disagree","2013","in school","Urban Area","","","",""
"1 Strongly disagree","2013","in school","Rural Area","","","",""
"1 Strongly disagree","2013","inadequately","Urban Area","","","",""
"1 Strongly disagree","2013","inadequately","Rural Area","","","",""
"1 Strongly disagree","2013","general elemantary","Urban Area","","","",""
"1 Strongly disagree","2013","general elemantary","Rural Area","","","",""
"1 Strongly disagree","2013","middle vocational","Urban Area","","","",""
"1 Strongly disagree","2013","middle vocational","Rural Area","","","",""
"1 Strongly disagree","2013","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2013","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2013","higher vocational","Urban Area","","","",""
"1 Strongly disagree","2013","higher vocational","Rural Area","","","",""
"1 Strongly disagree","2013","higher education","Urban Area","","","",""
"1 Strongly disagree","2013","higher education","Rural Area","","","",""
"2 on scale 1-7 ","2013","in school","Urban Area","","","",""
"2 on scale 1-7 ","2013","in school","Rural Area","","","",""
"2 on scale 1-7 ","2013","inadequately","Urban Area","","","",""
"2 on scale 1-7 ","2013","inadequately","Rural Area","","","",""
"2 on scale 1-7 ","2013","general elemantary","Urban Area","","","",""
"2 on scale 1-7 ","2013","general elemantary","Rural Area","","","",""
"2 on scale 1-7 ","2013","middle vocational","Urban Area","","","",""
"2 on scale 1-7 ","2013","middle vocational","Rural Area","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","Urban Area","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","Rural Area","","","",""
"2 on scale 1-7 ","2013","higher vocational","Urban Area","","","",""
"2 on scale 1-7 ","2013","higher vocational","Rural Area","","","",""
"2 on scale 1-7 ","2013","higher education","Urban Area","","","",""
"2 on scale 1-7 ","2013","higher education","Rural Area","","","",""
"3 on scale 1-7 ","2013","in school","Urban Area","","","",""
"3 on scale 1-7 ","2013","in school","Rural Area","","","",""
"3 on scale 1-7 ","2013","inadequately","Urban Area","","","",""
"3 on scale 1-7 ","2013","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2013","general elemantary","Urban Area","","","",""
"3 on scale 1-7 ","2013","general elemantary","Rural Area","","","",""
"3 on scale 1-7 ","2013","middle vocational","Urban Area","","","",""
"3 on scale 1-7 ","2013","middle vocational","Rural Area","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","Urban Area","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","Rural Area","","","",""
"3 on scale 1-7 ","2013","higher vocational","Urban Area","","","",""
"3 on scale 1-7 ","2013","higher vocational","Rural Area","","","",""
"3 on scale 1-7 ","2013","higher education","Urban Area","","","",""
"3 on scale 1-7 ","2013","higher education","Rural Area","","","",""
"4 on scale 1-7","2013","in school","Urban Area","","","",""
"4 on scale 1-7","2013","in school","Rural Area","","","",""
"4 on scale 1-7","2013","inadequately","Urban Area","","","",""
"4 on scale 1-7","2013","inadequately","Rural Area","","","",""
"4 on scale 1-7","2013","general elemantary","Urban Area","","","",""
"4 on scale 1-7","2013","general elemantary","Rural Area","","","",""
"4 on scale 1-7","2013","middle vocational","Urban Area","","","",""
"4 on scale 1-7","2013","middle vocational","Rural Area","","","",""
"4 on scale 1-7","2013","vocational + Abi","Urban Area","","","",""
"4 on scale 1-7","2013","vocational + Abi","Rural Area","","","",""
"4 on scale 1-7","2013","higher vocational","Urban Area","","","",""
