"plh0206i01","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2014","higher education","","","","","5"
"5 on scale 1-7","2014","in school","","","","","5"
"5 on scale 1-7","2014","inadequately","","","","","5"
"5 on scale 1-7","2014","middle vocational","","","","","5"
"5 on scale 1-7","2014","general elemantary","","","","","5"
"6 on scale 1-7","2014","higher education","","","","","6"
"6 on scale 1-7","2014","higher vocational","","","","","6"
"6 on scale 1-7","2014","vocational + Abi","","","","","6"
"6 on scale 1-7","2014","middle vocational","","","","","6"
"6 on scale 1-7","2014","general elemantary","","","","","6"
"6 on scale 1-7","2014","inadequately","","","","","6"
"6 on scale 1-7","2014","in school","","","","","6"
"7 Strongly agree","2014","middle vocational","","","","","7"
"7 Strongly agree","2014","vocational + Abi","","","","","7"
"7 Strongly agree","2014","higher vocational","","","","","7"
"7 Strongly agree","2014","higher education","","","","","7"
"7 Strongly agree","2014","in school","","","","","7"
"7 Strongly agree","2014","inadequately","","","","","7"
"7 Strongly agree","2014","general elemantary","","","","","7"
"1 Strongly disagree","2015","vocational + Abi","7","","","","1"
"1 Strongly disagree","2015","higher vocational","3","","","","1"
"1 Strongly disagree","2015","higher education","18","","","","1"
"1 Strongly disagree","2015","inadequately","5","","","","1"
"1 Strongly disagree","2015","in school","1","","","","1"
"1 Strongly disagree","2015","general elemantary","16","","","","1"
"1 Strongly disagree","2015","middle vocational","38","0.00383426778442417","0.00273674476278336","0.00493179080606498","1"
"2 on scale 1-7 ","2015","inadequately","5","","","","2"
"2 on scale 1-7 ","2015","general elemantary","26","","","","2"
"2 on scale 1-7 ","2015","vocational + Abi","10","","","","2"
"2 on scale 1-7 ","2015","higher vocational","7","","","","2"
"2 on scale 1-7 ","2015","higher education","30","0.00274511323249542","0.00146524931568544","0.0040249771493054","2"
"2 on scale 1-7 ","2015","in school","","","","","2"
"2 on scale 1-7 ","2015","middle vocational","46","0.00363337475642719","0.00256488268826609","0.00470186682458829","2"
"3 on scale 1-7 ","2015","higher vocational","9","","","","3"
"3 on scale 1-7 ","2015","higher education","42","0.00745186794117467","0.00534814307617342","0.00955559280617591","3"
"3 on scale 1-7 ","2015","vocational + Abi","14","","","","3"
"3 on scale 1-7 ","2015","inadequately","9","","","","3"
"3 on scale 1-7 ","2015","general elemantary","33","0.0110691276583671","0.00728654903855632","0.0148517062781779","3"
"3 on scale 1-7 ","2015","middle vocational","97","0.00697646142605003","0.00549836083851675","0.00845456201358332","3"
"3 on scale 1-7 ","2015","in school","4","","","","3"
"4 on scale 1-7","2015","vocational + Abi","65","0.0276549699167488","0.0207251064144272","0.0345848334190703","4"
"4 on scale 1-7","2015","inadequately","29","","","","4"
"4 on scale 1-7","2015","in school","11","","","","4"
"4 on scale 1-7","2015","general elemantary","129","0.0381241106865","0.0312008979275952","0.0450473234454049","4"
"4 on scale 1-7","2015","middle vocational","358","0.027221301684631","0.0243314996683092","0.0301111037009528","4"
"4 on scale 1-7","2015","higher vocational","48","0.023726542411384","0.0161227237792001","0.0313303610435678","4"
"4 on scale 1-7","2015","higher education","150","0.0208370360373473","0.0173430108002039","0.0243310612744907","4"
"5 on scale 1-7","2015","higher education","467","0.0729856609970543","0.0666229444583322","0.0793483775357764","5"
"5 on scale 1-7","2015","vocational + Abi","155","0.0813333827924547","0.069781805954879","0.0928849596300304","5"
"5 on scale 1-7","2015","higher vocational","110","0.0661704933331797","0.0537512606612271","0.0785897260051324","5"
"5 on scale 1-7","2015","inadequately","52","0.116418731594505","0.0887990992653515","0.144038363923658","5"
"5 on scale 1-7","2015","general elemantary","265","0.0976962543594917","0.0869622038447064","0.108430304874277","5"
"5 on scale 1-7","2015","middle vocational","1026","0.0861688813301683","0.0811856067415981","0.0911521559187385","5"
"5 on scale 1-7","2015","in school","31","0.116805384003729","0.0843835891771037","0.149227178830355","5"
"6 on scale 1-7","2015","higher education","1972","0.30996630311236","0.29865342863219","0.32127917759253","6"
"6 on scale 1-7","2015","higher vocational","462","0.303104255261412","0.280142308578715","0.32606620194411","6"
"6 on scale 1-7","2015","inadequately","111","0.226243984485871","0.190213197281599","0.262274771690142","6"
"6 on scale 1-7","2015","vocational + Abi","561","0.289677100366565","0.270507508081409","0.308846692651721","6"
"6 on scale 1-7","2015","in school","109","0.310862021079799","0.264140783136534","0.357583259023063","6"
"6 on scale 1-7","2015","general elemantary","673","0.237728114070919","0.222337940362297","0.253118287779541","6"
"6 on scale 1-7","2015","middle vocational","3220","0.270873123248818","0.262981049576415","0.278765196921221","6"
"7 Strongly agree","2015","middle vocational","7396","0.601292589769481","0.592597447366616","0.609987732172347","7"
"7 Strongly agree","2015","vocational + Abi","1339","0.584232925133222","0.563405002917429","0.605060847349014","7"
"7 Strongly agree","2015","higher vocational","900","0.588841240237711","0.56425836572876","0.613424114746662","7"
"7 Strongly agree","2015","higher education","3741","0.58345177312243","0.571392650700316","0.595510895544544","7"
"7 Strongly agree","2015","in school","221","0.538897771628907","0.488579093888554","0.58921644936926","7"
"7 Strongly agree","2015","inadequately","307","0.573418940532042","0.530827727196679","0.616010153867405","7"
"7 Strongly agree","2015","general elemantary","1797","0.601356171563218","0.583654808625593","0.619057534500842","7"
"1 Strongly disagree","2016","vocational + Abi","","","","","1"
"1 Strongly disagree","2016","higher vocational","","","","","1"
"1 Strongly disagree","2016","higher education","6","","","","1"
"1 Strongly disagree","2016","inadequately","16","","","","1"
"1 Strongly disagree","2016","middle vocational","5","","","","1"
"1 Strongly disagree","2016","in school","","","","","1"
"1 Strongly disagree","2016","general elemantary","1","","","","1"
"2 on scale 1-7 ","2016","inadequately","5","","","","2"
"2 on scale 1-7 ","2016","general elemantary","1","","","","2"
"2 on scale 1-7 ","2016","higher vocational","","","","","2"
"2 on scale 1-7 ","2016","higher education","1","","","","2"
"2 on scale 1-7 ","2016","in school","","","","","2"
"2 on scale 1-7 ","2016","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2016","middle vocational","","","","","2"
"3 on scale 1-7 ","2016","vocational + Abi","2","","","","3"
"3 on scale 1-7 ","2016","higher vocational","","","","","3"
"3 on scale 1-7 ","2016","higher education","4","","","","3"
"3 on scale 1-7 ","2016","inadequately","5","","","","3"
"3 on scale 1-7 ","2016","general elemantary","8","","","","3"
"3 on scale 1-7 ","2016","middle vocational","3","","","","3"
"3 on scale 1-7 ","2016","in school","1","","","","3"
"4 on scale 1-7","2016","vocational + Abi","2","","","","4"
"4 on scale 1-7","2016","inadequately","19","","","","4"
"4 on scale 1-7","2016","in school","1","","","","4"
"4 on scale 1-7","2016","general elemantary","11","","","","4"
"4 on scale 1-7","2016","middle vocational","9","","","","4"
"4 on scale 1-7","2016","higher vocational","","","","","4"
"4 on scale 1-7","2016","higher education","9","","","","4"
"5 on scale 1-7","2016","vocational + Abi","5","","","","5"
"5 on scale 1-7","2016","higher vocational","","","","","5"
"5 on scale 1-7","2016","higher education","17","","","","5"
"5 on scale 1-7","2016","inadequately","39","0.0488228751946391","0.0380912682820145","0.0595544821072637","5"
"5 on scale 1-7","2016","general elemantary","18","","","","5"
"5 on scale 1-7","2016","middle vocational","13","","","","5"
"5 on scale 1-7","2016","in school","2","","","","5"
"6 on scale 1-7","2016","higher education","42","0.182806997882159","0.155647794939048","0.209966200825271","6"
"6 on scale 1-7","2016","higher vocational","","","","","6"
"6 on scale 1-7","2016","vocational + Abi","8","","","","6"
"6 on scale 1-7","2016","inadequately","68","0.0815647045323456","0.0679346435648931","0.0951947654997981","6"
"6 on scale 1-7","2016","middle vocational","41","0.159821535046577","0.13430105014658","0.185342019946575","6"
"6 on scale 1-7","2016","in school","5","","","","6"
"6 on scale 1-7","2016","general elemantary","46","0.10921793462117","0.0881247982716611","0.130311070970679","6"
"7 Strongly agree","2016","in school","20","","","","7"
"7 Strongly agree","2016","inadequately","1397","0.81196072906922","0.79250201332391","0.83141944481453","7"
"7 Strongly agree","2016","general elemantary","755","0.804561687977071","0.777745751162257","0.831377624791886","7"
"7 Strongly agree","2016","middle vocational","721","0.79175989911402","0.763480873977663","0.820038924250378","7"
"7 Strongly agree","2016","vocational + Abi","93","0.631913325492248","0.54178619314563","0.722040457838866","7"
"7 Strongly agree","2016","higher vocational","1","","","","7"
"7 Strongly agree","2016","higher education","699","0.724967491353721","0.693590624566134","0.756344358141309","7"
"1 Strongly disagree","2017","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","higher vocational","","","","","1"
"1 Strongly disagree","2017","higher education","1","","","","1"
"1 Strongly disagree","2017","middle vocational","1","","","","1"
"1 Strongly disagree","2017","inadequately","2","","","","1"
"1 Strongly disagree","2017","general elemantary","4","","","","1"
"1 Strongly disagree","2017","in school","","","","","1"
"2 on scale 1-7 ","2017","higher education","","","","","2"
"2 on scale 1-7 ","2017","inadequately","1","","","","2"
"2 on scale 1-7 ","2017","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","in school","","","","","2"
"2 on scale 1-7 ","2017","general elemantary","1","","","","2"
"2 on scale 1-7 ","2017","middle vocational","","","","","2"
"3 on scale 1-7 ","2017","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","middle vocational","2","","","","3"
"3 on scale 1-7 ","2017","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","inadequately","3","","","","3"
"3 on scale 1-7 ","2017","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","higher education","","","","","3"
"3 on scale 1-7 ","2017","in school","","","","","3"
"4 on scale 1-7","2017","inadequately","13","","","","4"
"4 on scale 1-7","2017","vocational + Abi","2","","","","4"
"4 on scale 1-7","2017","higher vocational","","","","","4"
"4 on scale 1-7","2017","higher education","1","","","","4"
"4 on scale 1-7","2017","general elemantary","5","","","","4"
"4 on scale 1-7","2017","in school","","","","","4"
"4 on scale 1-7","2017","middle vocational","4","","","","4"
"5 on scale 1-7","2017","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","middle vocational","8","","","","5"
"5 on scale 1-7","2017","higher vocational","","","","","5"
"5 on scale 1-7","2017","higher education","9","","","","5"
"5 on scale 1-7","2017","general elemantary","11","","","","5"
"5 on scale 1-7","2017","inadequately","33","0.0320279301049007","0.0221233835696914","0.0419324766401101","5"
"5 on scale 1-7","2017","in school","3","","","","5"
"6 on scale 1-7","2017","higher education","34","0.0897316561400641","0.0632964633484913","0.116166848931637","6"
"6 on scale 1-7","2017","higher vocational","","","","","6"
"6 on scale 1-7","2017","inadequately","98","0.0786977041271724","0.0635509053566992","0.0938445028976456","6"
"6 on scale 1-7","2017","general elemantary","41","0.0739650020289186","0.0521521545669601","0.0957778494908771","6"
"6 on scale 1-7","2017","vocational + Abi","4","","","","6"
"6 on scale 1-7","2017","in school","2","","","","6"
"6 on scale 1-7","2017","middle vocational","36","0.0833783365835834","0.0576638251182607","0.109092848048906","6"
"7 Strongly agree","2017","middle vocational","393","0.875660211377209","0.844967908405864","0.906352514348554","7"
"7 Strongly agree","2017","vocational + Abi","63","0.881977720917009","0.805851485877481","0.958103955956537","7"
"7 Strongly agree","2017","higher vocational","","","","","7"
"7 Strongly agree","2017","higher education","404","0.88659252723051","0.857262815803679","0.915922238657342","7"
"7 Strongly agree","2017","in school","14","","","","7"
"7 Strongly agree","2017","inadequately","1064","0.869329353930288","0.850370156940267","0.888288550920309","7"
"7 Strongly agree","2017","general elemantary","491","0.870785166226819","0.842827737712316","0.898742594741323","7"
"1 Strongly disagree","2018","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","higher vocational","","","","","1"
"1 Strongly disagree","2018","higher education","","","","","1"
"1 Strongly disagree","2018","inadequately","1","","","","1"
"1 Strongly disagree","2018","middle vocational","","","","","1"
"1 Strongly disagree","2018","in school","","","","","1"
"1 Strongly disagree","2018","general elemantary","","","","","1"
"2 on scale 1-7 ","2018","inadequately","","","","","2"
"2 on scale 1-7 ","2018","general elemantary","","","","","2"
"2 on scale 1-7 ","2018","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2018","higher vocational","","","","","2"
"2 on scale 1-7 ","2018","higher education","1","","","","2"
"2 on scale 1-7 ","2018","in school","","","","","2"
"2 on scale 1-7 ","2018","middle vocational","","","","","2"
"3 on scale 1-7 ","2018","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2018","higher vocational","","","","","3"
"3 on scale 1-7 ","2018","middle vocational","","","","","3"
"3 on scale 1-7 ","2018","inadequately","1","","","","3"
"3 on scale 1-7 ","2018","general elemantary","","","","","3"
"3 on scale 1-7 ","2018","higher education","","","","","3"
"3 on scale 1-7 ","2018","in school","","","","","3"
"4 on scale 1-7","2018","inadequately","","","","","4"
"4 on scale 1-7","2018","vocational + Abi","","","","","4"
"4 on scale 1-7","2018","higher vocational","","","","","4"
"4 on scale 1-7","2018","higher education","","","","","4"
"4 on scale 1-7","2018","general elemantary","1","","","","4"
"4 on scale 1-7","2018","middle vocational","","","","","4"
"4 on scale 1-7","2018","in school","","","","","4"
"5 on scale 1-7","2018","vocational + Abi","1","","","","5"
"5 on scale 1-7","2018","middle vocational","","","","","5"
"5 on scale 1-7","2018","higher vocational","","","","","5"
"5 on scale 1-7","2018","inadequately","4","","","","5"
"5 on scale 1-7","2018","general elemantary","5","","","","5"
"5 on scale 1-7","2018","higher education","2","","","","5"
"5 on scale 1-7","2018","in school","1","","","","5"
"6 on scale 1-7","2018","higher vocational","","","","","6"
"6 on scale 1-7","2018","higher education","3","","","","6"
"6 on scale 1-7","2018","inadequately","12","","","","6"
"6 on scale 1-7","2018","vocational + Abi","","","","","6"
"6 on scale 1-7","2018","in school","3","","","","6"
"6 on scale 1-7","2018","general elemantary","9","","","","6"
"6 on scale 1-7","2018","middle vocational","8","","","","6"
"7 Strongly agree","2018","middle vocational","50","0.950047257037189","0.893982961582835","1.00611155249154","7"
"7 Strongly agree","2018","vocational + Abi","6","","","","7"
"7 Strongly agree","2018","higher vocational","","","","","7"
"7 Strongly agree","2018","higher education","43","0.849732746826627","0.749681293257109","0.949784200396145","7"
"7 Strongly agree","2018","in school","4","","","","7"
"7 Strongly agree","2018","inadequately","145","0.869164015926136","0.817395136986034","0.920932894866237","7"
"7 Strongly agree","2018","general elemantary","84","0.888042009592771","0.825930112176048","0.950153907009495","7"
"1 Strongly disagree","2019","vocational + Abi","","","","","1"
"1 Strongly disagree","2019","higher vocational","","","","","1"
"1 Strongly disagree","2019","higher education","","","","","1"
"1 Strongly disagree","2019","inadequately","1","","","","1"
"1 Strongly disagree","2019","middle vocational","","","","","1"
"1 Strongly disagree","2019","general elemantary","","","","","1"
"1 Strongly disagree","2019","in school","","","","","1"
"2 on scale 1-7 ","2019","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2019","higher education","","","","","2"
"2 on scale 1-7 ","2019","higher vocational","","","","","2"
"2 on scale 1-7 ","2019","inadequately","1","","","","2"
"2 on scale 1-7 ","2019","general elemantary","","","","","2"
"2 on scale 1-7 ","2019","middle vocational","","","","","2"
"2 on scale 1-7 ","2019","in school","","","","","2"
"3 on scale 1-7 ","2019","inadequately","","","","","3"
"3 on scale 1-7 ","2019","general elemantary","","","","","3"
"3 on scale 1-7 ","2019","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2019","higher vocational","","","","","3"
"3 on scale 1-7 ","2019","higher education","","","","","3"
"3 on scale 1-7 ","2019","middle vocational","","","","","3"
"3 on scale 1-7 ","2019","in school","","","","","3"
"4 on scale 1-7","2019","inadequately","4","","","","4"
"4 on scale 1-7","2019","higher education","","","","","4"
"4 on scale 1-7","2019","higher vocational","","","","","4"
"4 on scale 1-7","2019","in school","","","","","4"
"4 on scale 1-7","2019","general elemantary","1","","","","4"
"4 on scale 1-7","2019","vocational + Abi","","","","","4"
"4 on scale 1-7","2019","middle vocational","","","","","4"
"5 on scale 1-7","2019","vocational + Abi","","","","","5"
"5 on scale 1-7","2019","higher vocational","","","","","5"
"5 on scale 1-7","2019","higher education","1","","","","5"
"5 on scale 1-7","2019","middle vocational","","","","","5"
"5 on scale 1-7","2019","general elemantary","2","","","","5"
"5 on scale 1-7","2019","inadequately","8","","","","5"
"5 on scale 1-7","2019","in school","","","","","5"
"6 on scale 1-7","2019","higher education","5","","","","6"
"6 on scale 1-7","2019","higher vocational","","","","","6"
"6 on scale 1-7","2019","vocational + Abi","","","","","6"
"6 on scale 1-7","2019","inadequately","16","","","","6"
"6 on scale 1-7","2019","general elemantary","5","","","","6"
"6 on scale 1-7","2019","middle vocational","3","","","","6"
"6 on scale 1-7","2019","in school","","","","","6"
"7 Strongly agree","2019","in school","2","","","","7"
"7 Strongly agree","2019","inadequately","102","0.77198056727666","0.700407399377281","0.84355373517604","7"
"7 Strongly agree","2019","general elemantary","45","0.867651286474055","0.776420246444261","0.958882326503849","7"
"7 Strongly agree","2019","middle vocational","30","0.966870380484841","0.905806630223864","1.02793413074582","7"
"7 Strongly agree","2019","vocational + Abi","2","","","","7"
"7 Strongly agree","2019","higher vocational","","","","","7"
"7 Strongly agree","2019","higher education","21","","","","7"
