"plh0206i01","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2009","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Employed","Single parent ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Employed","Single parent ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Employed","Single parent ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2009","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Not Employed","Single parent ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2009","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Employed","Single parent ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","Not Employed","1-pers.-HH","5","","",""
"1 Strongly disagree","2010","Not Employed","(Married) couple without C. ","8","","",""
"1 Strongly disagree","2010","Not Employed","Single parent ","3","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. LE 16 ","3","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. LE and GT 16","1","","",""
"1 Strongly disagree","2010","Employed","1-pers.-HH","6","","",""
"1 Strongly disagree","2010","Employed","(Married) couple without C. ","4","","",""
"1 Strongly disagree","2010","Employed","Single parent ","1","","",""
"1 Strongly disagree","2010","Employed","Couple + C. LE 16 ","5","","",""
"1 Strongly disagree","2010","Employed","Couple + C. GT 16 ","7","","",""
"1 Strongly disagree","2010","Employed","Couple + C. LE and GT 16","1","","",""
"2 on scale 1-7 ","2010","Not Employed","1-pers.-HH","5","","",""
"2 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","10","","",""
"2 on scale 1-7 ","2010","Not Employed","Single parent ","1","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","3","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","4","","",""
"2 on scale 1-7 ","2010","Employed","1-pers.-HH","9","","",""
"2 on scale 1-7 ","2010","Employed","(Married) couple without C. ","8","","",""
"2 on scale 1-7 ","2010","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","7","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","3","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","3","","",""
"3 on scale 1-7 ","2010","Not Employed","1-pers.-HH","8","","",""
"3 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","22","","",""
"3 on scale 1-7 ","2010","Not Employed","Single parent ","1","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","3","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","2","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","2","","",""
"3 on scale 1-7 ","2010","Employed","1-pers.-HH","1","","",""
"3 on scale 1-7 ","2010","Employed","(Married) couple without C. ","20","","",""
"3 on scale 1-7 ","2010","Employed","Single parent ","6","","",""
"3 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","10","","",""
"3 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","23","","",""
"3 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","2","","",""
"4 on scale 1-7","2010","Not Employed","1-pers.-HH","42","0.0280310678316521","0.0193599620117182","0.0367021736515859"
"4 on scale 1-7","2010","Not Employed","(Married) couple without C. ","106","0.0331362973441174","0.0269092918713924","0.0393633028168425"
"4 on scale 1-7","2010","Not Employed","Single parent ","6","","",""
"4 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","14","","",""
"4 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","24","","",""
"4 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","10","","",""
"4 on scale 1-7","2010","Employed","1-pers.-HH","30","0.0249920542133715","0.0166866031852859","0.0332975052414571"
"4 on scale 1-7","2010","Employed","(Married) couple without C. ","67","0.0191134028909783","0.0143287863291082","0.0238980194528484"
"4 on scale 1-7","2010","Employed","Single parent ","21","","",""
"4 on scale 1-7","2010","Employed","Couple + C. LE 16 ","50","0.0215935268434422","0.0154835471021936","0.0277035065846908"
"4 on scale 1-7","2010","Employed","Couple + C. GT 16 ","45","0.0344359648696306","0.026638889481001","0.0422330402582602"
"4 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","26","","",""
"5 on scale 1-7","2010","Not Employed","1-pers.-HH","141","0.100059531233617","0.0842955976579636","0.115823464809271"
"5 on scale 1-7","2010","Not Employed","(Married) couple without C. ","334","0.110542250133906","0.099633589231492","0.12145091103632"
"5 on scale 1-7","2010","Not Employed","Single parent ","23","","",""
"5 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","31","0.0869533763094751","0.0584351730856314","0.115471579533319"
"5 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","84","0.122479507911591","0.098681276854318","0.146277738968865"
"5 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","25","","",""
"5 on scale 1-7","2010","Employed","1-pers.-HH","104","0.0706807819745196","0.0570446467542937","0.0843169171947454"
"5 on scale 1-7","2010","Employed","(Married) couple without C. ","255","0.0866278574480662","0.0767985844048436","0.0964571304912888"
"5 on scale 1-7","2010","Employed","Single parent ","61","0.0964685658353393","0.0733412373613377","0.119595894309341"
"5 on scale 1-7","2010","Employed","Couple + C. LE 16 ","137","0.0636223328482305","0.0533623026413262","0.0738823630551349"
"5 on scale 1-7","2010","Employed","Couple + C. GT 16 ","233","0.104838588798503","0.0917393420138596","0.117937835583147"
"5 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","72","0.0709653058431998","0.0528995458540644","0.0890310658323352"
"6 on scale 1-7","2010","Not Employed","1-pers.-HH","328","0.238633365241843","0.216241463655791","0.261025266827895"
"6 on scale 1-7","2010","Not Employed","(Married) couple without C. ","842","0.244910807329645","0.229950251403444","0.259871363255845"
"6 on scale 1-7","2010","Not Employed","Single parent ","93","0.380125575057006","0.321459690802591","0.438791459311421"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","79","0.267583176414729","0.222776676991842","0.312389675837617"
"6 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","212","0.309256333677228","0.275705595180767","0.342807072173689"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","83","0.246825339229032","0.195585664927114","0.298065013530949"
"6 on scale 1-7","2010","Employed","1-pers.-HH","358","0.250217771374437","0.227172341463441","0.273263201285432"
"6 on scale 1-7","2010","Employed","(Married) couple without C. ","855","0.261010023183488","0.245663266823267","0.276356779543709"
"6 on scale 1-7","2010","Employed","Single parent ","170","0.294738080847506","0.259022783730814","0.330453377964198"
"6 on scale 1-7","2010","Employed","Couple + C. LE 16 ","603","0.25962305713809","0.241193436587469","0.278052677688711"
"6 on scale 1-7","2010","Employed","Couple + C. GT 16 ","641","0.300333924725379","0.280732724322675","0.319935125128083"
"6 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","225","0.334552296466018","0.301354733493488","0.367749859438547"
"7 Strongly agree","2010","Not Employed","1-pers.-HH","863","0.621824608738343","0.596349909901076","0.64729930757561"
"7 Strongly agree","2010","Not Employed","(Married) couple without C. ","1852","0.599485159932554","0.582438348607585","0.616531971257524"
"7 Strongly agree","2010","Not Employed","Single parent ","136","0.471908194650535","0.411575365566827","0.532241023734243"
"7 Strongly agree","2010","Not Employed","Couple + C. LE 16 ","245","0.561660988642352","0.511441226769931","0.611880750514773"
"7 Strongly agree","2010","Not Employed","Couple + C. GT 16 ","404","0.512337432813491","0.476052854431205","0.548622011195776"
"7 Strongly agree","2010","Not Employed","Couple + C. LE and GT 16","147","0.574328617885306","0.51556871162517","0.633088524145442"
"7 Strongly agree","2010","Employed","1-pers.-HH","849","0.640652362203336","0.615123775034894","0.666180949371777"
"7 Strongly agree","2010","Employed","(Married) couple without C. ","1937","0.623477410073605","0.606546721866617","0.640408098280594"
"7 Strongly agree","2010","Employed","Single parent ","367","0.57652208164503","0.537815547792102","0.615228615497959"
"7 Strongly agree","2010","Employed","Couple + C. LE 16 ","1362","0.640134787732357","0.619959303418917","0.660310272045797"
"7 Strongly agree","2010","Employed","Couple + C. GT 16 ","1149","0.535275079848883","0.513948483061072","0.556601676636694"
"7 Strongly agree","2010","Employed","Couple + C. LE and GT 16","447","0.555072866274926","0.520107613245983","0.590038119303869"
"1 Strongly disagree","2011","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2011","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2011","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2011","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Employed","Single parent ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Employed","Single parent ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Employed","Single parent ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Employed","Single parent ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2011","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Not Employed","Single parent ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2011","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Employed","Single parent ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2012","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2012","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Employed","Single parent ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Employed","Single parent ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Employed","Single parent ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Employed","Single parent ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2012","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Not Employed","Single parent ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2012","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Employed","Single parent ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2013","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2013","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Employed","Single parent ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2013","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2013","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Employed","Single parent ","","","",""
"4 on scale 1-7","2013","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2013","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2013","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2013","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2013","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2013","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2013","Employed","1-pers.-HH","","","",""
