"plh0206i01","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2014","16-34 y.","Employed","","","",""
"7 Strongly agree","2014","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2014","35-65 y.","Employed","","","",""
"7 Strongly agree","2014","66 and older","Not Employed","","","",""
"7 Strongly agree","2014","66 and older","Employed","","","",""
"1 Strongly disagree","2015","16-34 y.","Not Employed","9","","",""
"1 Strongly disagree","2015","16-34 y.","Employed","13","","",""
"1 Strongly disagree","2015","35-65 y.","Not Employed","12","","",""
"1 Strongly disagree","2015","35-65 y.","Employed","44","0.00378307234758061","0.00268270863916399","0.00488343605599723"
"1 Strongly disagree","2015","66 and older","Not Employed","15","","",""
"1 Strongly disagree","2015","66 and older","Employed","2","","",""
"2 on scale 1-7 ","2015","16-34 y.","Not Employed","9","","",""
"2 on scale 1-7 ","2015","16-34 y.","Employed","15","","",""
"2 on scale 1-7 ","2015","35-65 y.","Not Employed","22","","",""
"2 on scale 1-7 ","2015","35-65 y.","Employed","62","0.0046980800335948","0.00347240708015849","0.0059237529870311"
"2 on scale 1-7 ","2015","66 and older","Not Employed","18","","",""
"2 on scale 1-7 ","2015","66 and older","Employed","2","","",""
"3 on scale 1-7 ","2015","16-34 y.","Not Employed","18","","",""
"3 on scale 1-7 ","2015","16-34 y.","Employed","25","","",""
"3 on scale 1-7 ","2015","35-65 y.","Not Employed","33","0.0111430716354911","0.00750835106439957","0.0147777922065826"
"3 on scale 1-7 ","2015","35-65 y.","Employed","104","0.00792276787987783","0.0063336790170028","0.00951185674275286"
"3 on scale 1-7 ","2015","66 and older","Not Employed","29","","",""
"3 on scale 1-7 ","2015","66 and older","Employed","3","","",""
"4 on scale 1-7","2015","16-34 y.","Not Employed","84","0.0304072236445112","0.0236912682274585","0.0371231790615638"
"4 on scale 1-7","2015","16-34 y.","Employed","119","0.0261127057280589","0.0212562064224688","0.0309692050336489"
"4 on scale 1-7","2015","35-65 y.","Not Employed","114","0.0314070462581753","0.0253677541357312","0.0374463383806194"
"4 on scale 1-7","2015","35-65 y.","Employed","339","0.0249757376961889","0.0221786643803978","0.0277728110119801"
"4 on scale 1-7","2015","66 and older","Not Employed","138","0.0305270105427644","0.025463400625116","0.0355906204604129"
"4 on scale 1-7","2015","66 and older","Employed","17","","",""
"5 on scale 1-7","2015","16-34 y.","Not Employed","185","0.0899770990333017","0.0787848622659895","0.101169335800614"
"5 on scale 1-7","2015","16-34 y.","Employed","307","0.0806034270957853","0.0723131081747376","0.088893746016833"
"5 on scale 1-7","2015","35-65 y.","Not Employed","263","0.0888973907488227","0.07904299522354","0.0987517862741053"
"5 on scale 1-7","2015","35-65 y.","Employed","936","0.0788371956379601","0.0740069328750874","0.0836674584008328"
"5 on scale 1-7","2015","66 and older","Not Employed","433","0.0941648509075822","0.0855683989089103","0.102761302906254"
"5 on scale 1-7","2015","66 and older","Employed","41","0.0808751297266837","0.0573279320061382","0.104422327447229"
"6 on scale 1-7","2015","16-34 y.","Not Employed","617","0.269879559003191","0.252517269867131","0.287241848139251"
"6 on scale 1-7","2015","16-34 y.","Employed","1099","0.273751026995112","0.260172155200287","0.287329898789937"
"6 on scale 1-7","2015","35-65 y.","Not Employed","731","0.257915407954492","0.242766993162149","0.273063822746835"
"6 on scale 1-7","2015","35-65 y.","Employed","3386","0.289161624960014","0.281035327089221","0.297287922830806"
"6 on scale 1-7","2015","66 and older","Not Employed","1297","0.278570806672523","0.265375639287046","0.291765974058"
"6 on scale 1-7","2015","66 and older","Employed","145","0.25419068149084","0.216586322337057","0.291795040644623"
"7 Strongly agree","2015","16-34 y.","Not Employed","1589","0.598572556814647","0.579399707232968","0.617745406396325"
"7 Strongly agree","2015","16-34 y.","Employed","2564","0.60650187818168","0.591624361335781","0.621379395027579"
"7 Strongly agree","2015","35-65 y.","Not Employed","2029","0.598266260137854","0.581290929316944","0.615241590958764"
"7 Strongly agree","2015","35-65 y.","Employed","7086","0.590621521444784","0.581807905660178","0.599435137229391"
"7 Strongly agree","2015","66 and older","Not Employed","2504","0.580686171402382","0.566162026229519","0.595210316575245"
"7 Strongly agree","2015","66 and older","Employed","305","0.62134070866051","0.579448458372072","0.663232958948949"
"1 Strongly disagree","2016","16-34 y.","Not Employed","20","","",""
"1 Strongly disagree","2016","16-34 y.","Employed","","","",""
"1 Strongly disagree","2016","35-65 y.","Not Employed","10","","",""
"1 Strongly disagree","2016","35-65 y.","Employed","","","",""
"1 Strongly disagree","2016","66 and older","Not Employed","","","",""
"1 Strongly disagree","2016","66 and older","Employed","","","",""
"2 on scale 1-7 ","2016","16-34 y.","Not Employed","6","","",""
"2 on scale 1-7 ","2016","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2016","35-65 y.","Not Employed","4","","",""
"2 on scale 1-7 ","2016","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2016","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2016","66 and older","Employed","","","",""
"3 on scale 1-7 ","2016","16-34 y.","Not Employed","16","","",""
"3 on scale 1-7 ","2016","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2016","35-65 y.","Not Employed","7","","",""
"3 on scale 1-7 ","2016","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2016","66 and older","Not Employed","1","","",""
"3 on scale 1-7 ","2016","66 and older","Employed","","","",""
"4 on scale 1-7","2016","16-34 y.","Not Employed","37","0.0367581957338651","0.0293924677165994","0.0441239237511308"
"4 on scale 1-7","2016","16-34 y.","Employed","","","",""
"4 on scale 1-7","2016","35-65 y.","Not Employed","16","","",""
"4 on scale 1-7","2016","35-65 y.","Employed","","","",""
"4 on scale 1-7","2016","66 and older","Not Employed","1","","",""
"4 on scale 1-7","2016","66 and older","Employed","","","",""
"5 on scale 1-7","2016","16-34 y.","Not Employed","61","0.0552616903800134","0.046317546642494","0.0642058341175327"
"5 on scale 1-7","2016","16-34 y.","Employed","","","",""
"5 on scale 1-7","2016","35-65 y.","Not Employed","34","0.0448052218524003","0.0353603578414999","0.0542500858633007"
"5 on scale 1-7","2016","35-65 y.","Employed","","","",""
"5 on scale 1-7","2016","66 and older","Not Employed","3","","",""
"5 on scale 1-7","2016","66 and older","Employed","","","",""
"6 on scale 1-7","2016","16-34 y.","Not Employed","147","0.113655593867075","0.10123141812617","0.126079769607979"
"6 on scale 1-7","2016","16-34 y.","Employed","","","",""
"6 on scale 1-7","2016","35-65 y.","Not Employed","76","0.145459906558386","0.129363708863521","0.161556104253251"
"6 on scale 1-7","2016","35-65 y.","Employed","","","",""
"6 on scale 1-7","2016","66 and older","Not Employed","1","","",""
"6 on scale 1-7","2016","66 and older","Employed","","","",""
"7 Strongly agree","2016","16-34 y.","Not Employed","2220","0.76297850410395","0.74633208047534","0.77962492773256"
"7 Strongly agree","2016","16-34 y.","Employed","","","",""
"7 Strongly agree","2016","35-65 y.","Not Employed","1696","0.785763942274542","0.76703221805102","0.804495666498064"
"7 Strongly agree","2016","35-65 y.","Employed","","","",""
"7 Strongly agree","2016","66 and older","Not Employed","22","","",""
"7 Strongly agree","2016","66 and older","Employed","","","",""
"1 Strongly disagree","2017","16-34 y.","Not Employed","6","","",""
"1 Strongly disagree","2017","16-34 y.","Employed","","","",""
"1 Strongly disagree","2017","35-65 y.","Not Employed","3","","",""
"1 Strongly disagree","2017","35-65 y.","Employed","","","",""
"1 Strongly disagree","2017","66 and older","Not Employed","","","",""
"1 Strongly disagree","2017","66 and older","Employed","","","",""
"2 on scale 1-7 ","2017","16-34 y.","Not Employed","1","","",""
"2 on scale 1-7 ","2017","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2017","35-65 y.","Not Employed","1","","",""
"2 on scale 1-7 ","2017","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2017","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2017","66 and older","Employed","","","",""
"3 on scale 1-7 ","2017","16-34 y.","Not Employed","4","","",""
"3 on scale 1-7 ","2017","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2017","35-65 y.","Not Employed","1","","",""
"3 on scale 1-7 ","2017","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2017","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2017","66 and older","Employed","","","",""
"4 on scale 1-7","2017","16-34 y.","Not Employed","17","","",""
"4 on scale 1-7","2017","16-34 y.","Employed","","","",""
"4 on scale 1-7","2017","35-65 y.","Not Employed","7","","",""
"4 on scale 1-7","2017","35-65 y.","Employed","","","",""
"4 on scale 1-7","2017","66 and older","Not Employed","2","","",""
"4 on scale 1-7","2017","66 and older","Employed","","","",""
"5 on scale 1-7","2017","16-34 y.","Not Employed","47","0.0304418953562145","0.0226531733165494","0.0382306173958796"
"5 on scale 1-7","2017","16-34 y.","Employed","","","",""
"5 on scale 1-7","2017","35-65 y.","Not Employed","22","","",""
"5 on scale 1-7","2017","35-65 y.","Employed","","","",""
"5 on scale 1-7","2017","66 and older","Not Employed","","","",""
"5 on scale 1-7","2017","66 and older","Employed","","","",""
"6 on scale 1-7","2017","16-34 y.","Not Employed","149","0.0771112427348381","0.0650170476639483","0.0892054378057279"
"6 on scale 1-7","2017","16-34 y.","Employed","","","",""
"6 on scale 1-7","2017","35-65 y.","Not Employed","73","0.0910812364253073","0.0729931780126789","0.109169294837936"
"6 on scale 1-7","2017","35-65 y.","Employed","","","",""
"6 on scale 1-7","2017","66 and older","Not Employed","3","","",""
"6 on scale 1-7","2017","66 and older","Employed","","","",""
"7 Strongly agree","2017","16-34 y.","Not Employed","1645","0.87451280699885","0.859494318382359","0.889531295615341"
"7 Strongly agree","2017","16-34 y.","Employed","","","",""
"7 Strongly agree","2017","35-65 y.","Not Employed","865","0.871831048073983","0.850816379712004","0.892845716435961"
"7 Strongly agree","2017","35-65 y.","Employed","","","",""
"7 Strongly agree","2017","66 and older","Not Employed","32","0.920904888059935","0.833942903829778","1.00786687229009"
"7 Strongly agree","2017","66 and older","Employed","","","",""
"1 Strongly disagree","2018","16-34 y.","Not Employed","1","","",""
"1 Strongly disagree","2018","16-34 y.","Employed","","","",""
"1 Strongly disagree","2018","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2018","35-65 y.","Employed","","","",""
"1 Strongly disagree","2018","66 and older","Not Employed","","","",""
"1 Strongly disagree","2018","66 and older","Employed","","","",""
"2 on scale 1-7 ","2018","16-34 y.","Not Employed","1","","",""
"2 on scale 1-7 ","2018","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2018","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2018","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2018","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2018","66 and older","Employed","","","",""
"3 on scale 1-7 ","2018","16-34 y.","Not Employed","1","","",""
"3 on scale 1-7 ","2018","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2018","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2018","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2018","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2018","66 and older","Employed","","","",""
"4 on scale 1-7","2018","16-34 y.","Not Employed","1","","",""
"4 on scale 1-7","2018","16-34 y.","Employed","","","",""
"4 on scale 1-7","2018","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2018","35-65 y.","Employed","","","",""
"4 on scale 1-7","2018","66 and older","Not Employed","","","",""
"4 on scale 1-7","2018","66 and older","Employed","","","",""
"5 on scale 1-7","2018","16-34 y.","Not Employed","8","","",""
"5 on scale 1-7","2018","16-34 y.","Employed","","","",""
"5 on scale 1-7","2018","35-65 y.","Not Employed","5","","",""
"5 on scale 1-7","2018","35-65 y.","Employed","","","",""
"5 on scale 1-7","2018","66 and older","Not Employed","","","",""
"5 on scale 1-7","2018","66 and older","Employed","","","",""
"6 on scale 1-7","2018","16-34 y.","Not Employed","18","","",""
"6 on scale 1-7","2018","16-34 y.","Employed","","","",""
"6 on scale 1-7","2018","35-65 y.","Not Employed","21","","",""
"6 on scale 1-7","2018","35-65 y.","Employed","","","",""
"6 on scale 1-7","2018","66 and older","Not Employed","","","",""
"6 on scale 1-7","2018","66 and older","Employed","","","",""
"7 Strongly agree","2018","16-34 y.","Not Employed","226","0.900177841825328","0.863457582030461","0.936898101620194"
"7 Strongly agree","2018","16-34 y.","Employed","","","",""
"7 Strongly agree","2018","35-65 y.","Not Employed","137","0.836399989410108","0.779612461683824","0.893187517136393"
"7 Strongly agree","2018","35-65 y.","Employed","","","",""
"7 Strongly agree","2018","66 and older","Not Employed","4","","",""
"7 Strongly agree","2018","66 and older","Employed","","","",""
"1 Strongly disagree","2019","16-34 y.","Not Employed","1","","",""
"1 Strongly disagree","2019","16-34 y.","Employed","","","",""
"1 Strongly disagree","2019","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2019","35-65 y.","Employed","","","",""
"1 Strongly disagree","2019","66 and older","Not Employed","","","",""
"1 Strongly disagree","2019","66 and older","Employed","","","",""
"2 on scale 1-7 ","2019","16-34 y.","Not Employed","1","","",""
"2 on scale 1-7 ","2019","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2019","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2019","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2019","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2019","66 and older","Employed","","","",""
"3 on scale 1-7 ","2019","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2019","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2019","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2019","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2019","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2019","66 and older","Employed","","","",""
"4 on scale 1-7","2019","16-34 y.","Not Employed","2","","",""
"4 on scale 1-7","2019","16-34 y.","Employed","","","",""
"4 on scale 1-7","2019","35-65 y.","Not Employed","3","","",""
"4 on scale 1-7","2019","35-65 y.","Employed","","","",""
"4 on scale 1-7","2019","66 and older","Not Employed","","","",""
"4 on scale 1-7","2019","66 and older","Employed","","","",""
"5 on scale 1-7","2019","16-34 y.","Not Employed","4","","",""
"5 on scale 1-7","2019","16-34 y.","Employed","","","",""
"5 on scale 1-7","2019","35-65 y.","Not Employed","7","","",""
"5 on scale 1-7","2019","35-65 y.","Employed","","","",""
"5 on scale 1-7","2019","66 and older","Not Employed","","","",""
"5 on scale 1-7","2019","66 and older","Employed","","","",""
"6 on scale 1-7","2019","16-34 y.","Not Employed","15","","",""
"6 on scale 1-7","2019","16-34 y.","Employed","","","",""
"6 on scale 1-7","2019","35-65 y.","Not Employed","16","","",""
"6 on scale 1-7","2019","35-65 y.","Employed","","","",""
"6 on scale 1-7","2019","66 and older","Not Employed","1","","",""
"6 on scale 1-7","2019","66 and older","Employed","","","",""
"7 Strongly agree","2019","16-34 y.","Not Employed","124","0.879855092717792","0.827296021391032","0.932414164044552"
"7 Strongly agree","2019","16-34 y.","Employed","","","",""
"7 Strongly agree","2019","35-65 y.","Not Employed","100","0.825367423226763","0.759077256495389","0.891657589958137"
"7 Strongly agree","2019","35-65 y.","Employed","","","",""
"7 Strongly agree","2019","66 and older","Not Employed","5","","",""
"7 Strongly agree","2019","66 and older","Employed","","","",""
