"plb0196_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2004","Employed","Single parent ","113","0.33779394951355","0.288102579057846","0.387485319969254"
"No","2004","Employed","Couple + C. LE 16 ","521","0.296805979151009","0.275799922383071","0.317812035918946"
"No","2004","Employed","Couple + C. GT 16 ","450","0.328982086002915","0.304773634658999","0.35319053734683"
"No","2004","Employed","Couple + C. LE and GT 16","164","0.272128031450874","0.236953795678607","0.307302267223141"
"Yes","2005","Not Employed","1-pers.-HH","5","","",""
"Yes","2005","Not Employed","(Married) couple without C. ","7","","",""
"Yes","2005","Not Employed","Single parent ","3","","",""
"Yes","2005","Not Employed","Couple + C. LE 16 ","4","","",""
"Yes","2005","Not Employed","Couple + C. GT 16 ","4","","",""
"Yes","2005","Not Employed","Couple + C. LE and GT 16","1","","",""
"Yes","2005","Employed","1-pers.-HH","621","0.743092069844028","0.71363226911189","0.772551870576167"
"Yes","2005","Employed","(Married) couple without C. ","1374","0.702035037055792","0.681442707631089","0.722627366480495"
"Yes","2005","Employed","Single parent ","208","0.613960954528429","0.561113352747531","0.666808556309327"
"Yes","2005","Employed","Couple + C. LE 16 ","1207","0.718313371288837","0.696681037961164","0.73994570461651"
"Yes","2005","Employed","Couple + C. GT 16 ","886","0.65988765387867","0.633904082564091","0.68587122519325"
"Yes","2005","Employed","Couple + C. LE and GT 16","403","0.676929441342471","0.638638929398857","0.715219953286084"
"No","2005","Not Employed","1-pers.-HH","2","","",""
"No","2005","Not Employed","(Married) couple without C. ","2","","",""
"No","2005","Not Employed","Single parent ","2","","",""
"No","2005","Not Employed","Couple + C. LE 16 ","6","","",""
"No","2005","Not Employed","Couple + C. GT 16 ","3","","",""
"No","2005","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2005","Employed","1-pers.-HH","224","0.256907930155972","0.227448129423833","0.28636773088811"
"No","2005","Employed","(Married) couple without C. ","521","0.297964962944208","0.277372633519505","0.318557292368911"
"No","2005","Employed","Single parent ","118","0.386039045471571","0.333191443690673","0.438886647252469"
"No","2005","Employed","Couple + C. LE 16 ","454","0.281686628711163","0.260054295383489","0.303318962038836"
"No","2005","Employed","Couple + C. GT 16 ","391","0.34011234612133","0.31412877480675","0.366095917435909"
"No","2005","Employed","Couple + C. LE and GT 16","170","0.323070558657529","0.284780046713916","0.361361070601143"
"Yes","2006","Not Employed","1-pers.-HH","3","","",""
"Yes","2006","Not Employed","(Married) couple without C. ","7","","",""
"Yes","2006","Not Employed","Single parent ","4","","",""
"Yes","2006","Not Employed","Couple + C. LE 16 ","16","","",""
"Yes","2006","Not Employed","Couple + C. GT 16 ","8","","",""
"Yes","2006","Not Employed","Couple + C. LE and GT 16","1","","",""
"Yes","2006","Employed","1-pers.-HH","715","0.748631598988592","0.721176171773553","0.776087026203631"
"Yes","2006","Employed","(Married) couple without C. ","1598","0.719066338361635","0.700076847240715","0.738055829482556"
"Yes","2006","Employed","Single parent ","254","0.65719278630068","0.608959373596421","0.705426199004939"
"Yes","2006","Employed","Couple + C. LE 16 ","1320","0.737810442693281","0.717349341353589","0.758271544032972"
"Yes","2006","Employed","Couple + C. GT 16 ","999","0.689831796115278","0.66567925466239","0.713984337568165"
"Yes","2006","Employed","Couple + C. LE and GT 16","425","0.744116273523929","0.708846622494631","0.779385924553228"
"No","2006","Not Employed","1-pers.-HH","1","","",""
"No","2006","Not Employed","(Married) couple without C. ","3","","",""
"No","2006","Not Employed","Single parent ","2","","",""
"No","2006","Not Employed","Couple + C. LE 16 ","12","","",""
"No","2006","Not Employed","Couple + C. GT 16 ","5","","",""
"No","2006","Not Employed","Couple + C. LE and GT 16","1","","",""
"No","2006","Employed","1-pers.-HH","244","0.251368401011408","0.223912973796369","0.278823828226447"
"No","2006","Employed","(Married) couple without C. ","554","0.280933661638365","0.261944170517444","0.299923152759285"
"No","2006","Employed","Single parent ","118","0.34280721369932","0.294573800995061","0.391040626403579"
"No","2006","Employed","Couple + C. LE 16 ","455","0.262189557306719","0.241728455967028","0.282650658646411"
"No","2006","Employed","Couple + C. GT 16 ","410","0.310168203884722","0.286015662431835","0.33432074533761"
"No","2006","Employed","Couple + C. LE and GT 16","163","0.255883726476071","0.220614075446772","0.291153377505369"
"Yes","2007","Not Employed","1-pers.-HH","7","","",""
"Yes","2007","Not Employed","(Married) couple without C. ","8","","",""
"Yes","2007","Not Employed","Single parent ","2","","",""
"Yes","2007","Not Employed","Couple + C. LE 16 ","19","","",""
"Yes","2007","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes","2007","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2007","Employed","1-pers.-HH","708","0.765587588023135","0.738257880484927","0.792917295561342"
"Yes","2007","Employed","(Married) couple without C. ","1474","0.747993914872323","0.728860631941133","0.767127197803512"
"Yes","2007","Employed","Single parent ","248","0.701395462149168","0.653243606188453","0.749547318109884"
"Yes","2007","Employed","Couple + C. LE 16 ","1263","0.769829380127362","0.749555348983471","0.790103411271253"
"Yes","2007","Employed","Couple + C. GT 16 ","955","0.696333228875838","0.671776444942567","0.720890012809108"
"Yes","2007","Employed","Couple + C. LE and GT 16","380","0.755732906149577","0.718480503365769","0.792985308933385"
"No","2007","Not Employed","1-pers.-HH","2","","",""
"No","2007","Not Employed","(Married) couple without C. ","3","","",""
"No","2007","Not Employed","Single parent ","3","","",""
"No","2007","Not Employed","Couple + C. LE 16 ","12","","",""
"No","2007","Not Employed","Couple + C. GT 16 ","4","","",""
"No","2007","Not Employed","Couple + C. LE and GT 16","4","","",""
"No","2007","Employed","1-pers.-HH","215","0.234412411976865","0.207082704438658","0.261742119515073"
"No","2007","Employed","(Married) couple without C. ","504","0.252006085127677","0.232872802196488","0.271139368058867"
"No","2007","Employed","Single parent ","99","0.298604537850832","0.250452681890116","0.346756393811547"
"No","2007","Employed","Couple + C. LE 16 ","393","0.230170619872638","0.209896588728747","0.250444651016529"
"No","2007","Employed","Couple + C. GT 16 ","392","0.303666771124162","0.279109987190892","0.328223555057432"
"No","2007","Employed","Couple + C. LE and GT 16","131","0.244267093850424","0.207014691066615","0.281519496634232"
"Yes","2008","Not Employed","1-pers.-HH","4","","",""
"Yes","2008","Not Employed","(Married) couple without C. ","10","","",""
"Yes","2008","Not Employed","Single parent ","3","","",""
"Yes","2008","Not Employed","Couple + C. LE 16 ","12","","",""
"Yes","2008","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes","2008","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes","2008","Employed","1-pers.-HH","651","0.726548046935758","0.697280796510844","0.755815297360672"
"Yes","2008","Employed","(Married) couple without C. ","1444","0.722609457196278","0.702894152245167","0.742324762147389"
"Yes","2008","Employed","Single parent ","262","0.731406978718266","0.685998760543508","0.776815196893024"
"Yes","2008","Employed","Couple + C. LE 16 ","1198","0.736558501962713","0.715021469150407","0.75809553477502"
"Yes","2008","Employed","Couple + C. GT 16 ","965","0.694016263243124","0.66950689020745","0.718525636278798"
"Yes","2008","Employed","Couple + C. LE and GT 16","338","0.718418074632935","0.67758179727562","0.759254351990249"
"No","2008","Not Employed","1-pers.-HH","5","","",""
"No","2008","Not Employed","(Married) couple without C. ","6","","",""
"No","2008","Not Employed","Single parent ","3","","",""
"No","2008","Not Employed","Couple + C. LE 16 ","4","","",""
"No","2008","Not Employed","Couple + C. GT 16 ","6","","",""
"No","2008","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2008","Employed","1-pers.-HH","240","0.273451953064242","0.244184702639328","0.302719203489156"
"No","2008","Employed","(Married) couple without C. ","537","0.277390542803722","0.257675237852611","0.297105847754833"
"No","2008","Employed","Single parent ","104","0.268593021281734","0.223184803106976","0.314001239456492"
"No","2008","Employed","Couple + C. LE 16 ","409","0.263441498037287","0.24190446522498","0.284978530849593"
"No","2008","Employed","Couple + C. GT 16 ","393","0.305983736756876","0.281474363721202","0.33049310979255"
"No","2008","Employed","Couple + C. LE and GT 16","128","0.281581925367065","0.24074564800975","0.32241820272438"
"Yes","2009","Not Employed","1-pers.-HH","3","","",""
"Yes","2009","Not Employed","(Married) couple without C. ","2","","",""
"Yes","2009","Not Employed","Single parent ","3","","",""
"Yes","2009","Not Employed","Couple + C. LE 16 ","3","","",""
"Yes","2009","Not Employed","Couple + C. GT 16 ","3","","",""
"Yes","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2009","Employed","1-pers.-HH","600","0.719658602819419","0.689027336956788","0.750289868682051"
"Yes","2009","Employed","(Married) couple without C. ","1297","0.700558951615516","0.679423679918312","0.721694223312719"
"Yes","2009","Employed","Single parent ","233","0.671780910626628","0.621347107157501","0.722214714095755"
"Yes","2009","Employed","Couple + C. LE 16 ","958","0.73462498607909","0.710922391999612","0.758327580158567"
"Yes","2009","Employed","Couple + C. GT 16 ","820","0.692490238177399","0.666359242188486","0.718621234166311"
"Yes","2009","Employed","Couple + C. LE and GT 16","309","0.706760936986411","0.664320080779061","0.749201793193761"
"No","2009","Not Employed","1-pers.-HH","2","","",""
"No","2009","Not Employed","(Married) couple without C. ","3","","",""
"No","2009","Not Employed","Single parent ","1","","",""
"No","2009","Not Employed","Couple + C. LE 16 ","5","","",""
"No","2009","Not Employed","Couple + C. GT 16 ","4","","",""
"No","2009","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2009","Employed","1-pers.-HH","226","0.280341397180581","0.249710131317949","0.310972663043213"
"No","2009","Employed","(Married) couple without C. ","507","0.299441048384484","0.278305776687281","0.320576320081688"
"No","2009","Employed","Single parent ","100","0.328219089373372","0.277785285904245","0.378652892842499"
"No","2009","Employed","Couple + C. LE 16 ","375","0.26537501392091","0.241672419841433","0.289077608000388"
"No","2009","Employed","Couple + C. GT 16 ","378","0.307509761822601","0.281378765833689","0.333640757811514"
"No","2009","Employed","Couple + C. LE and GT 16","133","0.293239063013589","0.250798206806239","0.335679919220939"
"Yes","2010","Not Employed","1-pers.-HH","2","","",""
"Yes","2010","Not Employed","(Married) couple without C. ","3","","",""
"Yes","2010","Not Employed","Single parent ","9","","",""
"Yes","2010","Not Employed","Couple + C. LE 16 ","48","0.62141895528433","0.518907937292219","0.723929973276442"
"Yes","2010","Not Employed","Couple + C. GT 16 ","3","","",""
"Yes","2010","Not Employed","Couple + C. LE and GT 16","4","","",""
"Yes","2010","Employed","1-pers.-HH","517","0.683632336943455","0.650170214786857","0.717094459100053"
"Yes","2010","Employed","(Married) couple without C. ","1244","0.70357032826005","0.68217378278803","0.72496687373207"
"Yes","2010","Employed","Single parent ","561","0.672444122390325","0.640103778806076","0.704784465974574"
"Yes","2010","Employed","Couple + C. LE 16 ","2200","0.704703002528435","0.688827989944445","0.720578015112425"
"Yes","2010","Employed","Couple + C. GT 16 ","738","0.645876393303478","0.617523971902562","0.674228814704394"
"Yes","2010","Employed","Couple + C. LE and GT 16","388","0.640945036934103","0.601631606788561","0.680258467079645"
"No","2010","Not Employed","1-pers.-HH","2","","",""
"No","2010","Not Employed","(Married) couple without C. ","4","","",""
"No","2010","Not Employed","Single parent ","8","","",""
"No","2010","Not Employed","Couple + C. LE 16 ","38","0.37858104471567","0.276070026723558","0.481092062707781"
"No","2010","Not Employed","Couple + C. GT 16 ","6","","",""
"No","2010","Not Employed","Couple + C. LE and GT 16","5","","",""
"No","2010","Employed","1-pers.-HH","225","0.316367663056545","0.282905540899947","0.349829785213143"
"No","2010","Employed","(Married) couple without C. ","506","0.29642967173995","0.27503312626793","0.31782621721197"
"No","2010","Employed","Single parent ","248","0.327555877609675","0.295215534025426","0.359896221193924"
"No","2010","Employed","Couple + C. LE 16 ","972","0.295296997471565","0.279421984887575","0.311172010055555"
"No","2010","Employed","Couple + C. GT 16 ","355","0.354123606696522","0.325771185295606","0.382476028097438"
"No","2010","Employed","Couple + C. LE and GT 16","184","0.359054963065896","0.319741532920354","0.398368393211438"
"Yes","2011","Not Employed","1-pers.-HH","8","","",""
"Yes","2011","Not Employed","(Married) couple without C. ","6","","",""
"Yes","2011","Not Employed","Single parent ","11","","",""
"Yes","2011","Not Employed","Couple + C. LE 16 ","52","0.691048675433124","0.585772140696863","0.796325210169384"
"Yes","2011","Not Employed","Couple + C. GT 16 ","6","","",""
"Yes","2011","Not Employed","Couple + C. LE and GT 16","5","","",""
"Yes","2011","Employed","1-pers.-HH","664","0.724556954254923","0.695736593610359","0.753377314899487"
"Yes","2011","Employed","(Married) couple without C. ","1620","0.749360498560881","0.731134625648668","0.767586371473094"
"Yes","2011","Employed","Single parent ","748","0.699788916654711","0.672183328676774","0.727394504632649"
"Yes","2011","Employed","Couple + C. LE 16 ","2814","0.773447297613952","0.759922705743186","0.786971889484718"
"Yes","2011","Employed","Couple + C. GT 16 ","913","0.736154189878576","0.711934753599978","0.760373626157174"
"Yes","2011","Employed","Couple + C. LE and GT 16","556","0.721157930925901","0.689255664076642","0.75306019777516"
"No","2011","Not Employed","1-pers.-HH","5","","",""
"No","2011","Not Employed","(Married) couple without C. ","3","","",""
"No","2011","Not Employed","Single parent ","8","","",""
"No","2011","Not Employed","Couple + C. LE 16 ","22","","",""
"No","2011","Not Employed","Couple + C. GT 16 ","3","","",""
"No","2011","Not Employed","Couple + C. LE and GT 16","3","","",""
"No","2011","Employed","1-pers.-HH","259","0.275443045745077","0.246622685100513","0.304263406389641"
"No","2011","Employed","(Married) couple without C. ","552","0.250639501439119","0.232413628526906","0.268865374351332"
"No","2011","Employed","Single parent ","311","0.300211083345289","0.272605495367351","0.327816671323226"
"No","2011","Employed","Couple + C. LE 16 ","866","0.226552702386048","0.213028110515282","0.240077294256814"
"No","2011","Employed","Couple + C. GT 16 ","359","0.263845810121424","0.239626373842826","0.288065246400022"
"No","2011","Employed","Couple + C. LE and GT 16","203","0.278842069074099","0.24693980222484","0.310744335923358"
"Yes","2012","Not Employed","1-pers.-HH","13","","",""
"Yes","2012","Not Employed","(Married) couple without C. ","15","","",""
"Yes","2012","Not Employed","Single parent ","13","","",""
"Yes","2012","Not Employed","Couple + C. LE 16 ","68","0.677812857383098","0.585759528636731","0.769866186129466"
"Yes","2012","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes","2012","Not Employed","Couple + C. LE and GT 16","11","","",""
"Yes","2012","Employed","1-pers.-HH","765","0.728223693453139","0.701340650883854","0.755106736022425"
"Yes","2012","Employed","(Married) couple without C. ","1606","0.729630856619413","0.711250090335501","0.748011622903325"
"Yes","2012","Employed","Single parent ","766","0.651458499148257","0.623299165466261","0.679617832830252"
"Yes","2012","Employed","Couple + C. LE 16 ","2598","0.73714797061218","0.722647587916512","0.751648353307848"
"Yes","2012","Employed","Couple + C. GT 16 ","895","0.687351139452542","0.661955400175188","0.712746878729897"
"Yes","2012","Employed","Couple + C. LE and GT 16","579","0.744990986413385","0.714730757773531","0.775251215053238"
"No","2012","Not Employed","1-pers.-HH","8","","",""
"No","2012","Not Employed","(Married) couple without C. ","8","","",""
"No","2012","Not Employed","Single parent ","12","","",""
"No","2012","Not Employed","Couple + C. LE 16 ","31","0.322187142616902","0.230133813870534","0.414240471363269"
"No","2012","Not Employed","Couple + C. GT 16 ","15","","",""
"No","2012","Not Employed","Couple + C. LE and GT 16","7","","",""
"No","2012","Employed","1-pers.-HH","287","0.271776306546861","0.244893263977575","0.298659349116146"
"No","2012","Employed","(Married) couple without C. ","637","0.270369143380587","0.251988377096675","0.288749909664499"
"No","2012","Employed","Single parent ","334","0.348541500851743","0.320382167169748","0.376700834533739"
"No","2012","Employed","Couple + C. LE 16 ","942","0.26285202938782","0.248351646692152","0.277352412083488"
"No","2012","Employed","Couple + C. GT 16 ","385","0.312648860547458","0.287253121270103","0.338044599824812"
"No","2012","Employed","Couple + C. LE and GT 16","218","0.255009013586615","0.224748784946762","0.285269242226469"
"Yes","2013","Not Employed","1-pers.-HH","124","0.733662654683529","0.665801924460091","0.801523384906967"
"Yes","2013","Not Employed","(Married) couple without C. ","227","0.688261876110535","0.637351495167034","0.739172257054035"
"Yes","2013","Not Employed","Single parent ","56","0.579482374695119","0.47749672814168","0.681468021248558"
"Yes","2013","Not Employed","Couple + C. LE 16 ","448","0.70425892643563","0.669753654279566","0.738764198591694"
"Yes","2013","Not Employed","Couple + C. GT 16 ","143","0.651395635265865","0.589130395571219","0.713660874960511"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","129","0.718727036228561","0.652675324698777","0.784778747758345"
"Yes","2013","Employed","1-pers.-HH","731","0.731217952463569","0.703602380320165","0.758833524606973"
"Yes","2013","Employed","(Married) couple without C. ","1475","0.738950577526354","0.719725859998191","0.758175295054517"
"Yes","2013","Employed","Single parent ","727","0.68451116766106","0.655879931506679","0.713142403815441"
"Yes","2013","Employed","Couple + C. LE 16 ","2364","0.746529996806917","0.731360883520432","0.761699110093402"
"Yes","2013","Employed","Couple + C. GT 16 ","773","0.717884743117868","0.6913504452219","0.744419041013836"
"Yes","2013","Employed","Couple + C. LE and GT 16","562","0.70791287998537","0.675753061316667","0.740072698654074"
"No","2013","Not Employed","1-pers.-HH","39","0.266337345316471","0.198476615093033","0.334198075539909"
"No","2013","Not Employed","(Married) couple without C. ","91","0.311738123889465","0.260827742945965","0.362648504832965"
"No","2013","Not Employed","Single parent ","34","0.420517625304881","0.318531978751442","0.52250327185832"
"No","2013","Not Employed","Couple + C. LE 16 ","224","0.29574107356437","0.261235801408306","0.330246345720434"
"No","2013","Not Employed","Couple + C. GT 16 ","82","0.348604364734135","0.286339125039489","0.410869604428781"
"No","2013","Not Employed","Couple + C. LE and GT 16","49","0.281272963771439","0.215221252241655","0.347324675301223"
"No","2013","Employed","1-pers.-HH","259","0.268782047536431","0.241166475393027","0.296397619679835"
"No","2013","Employed","(Married) couple without C. ","530","0.261049422473646","0.241824704945483","0.280274140001809"
"No","2013","Employed","Single parent ","285","0.31548883233894","0.286857596184559","0.344120068493321"
"No","2013","Employed","Couple + C. LE 16 ","795","0.253470003193083","0.238300889906599","0.268639116479568"
"No","2013","Employed","Couple + C. GT 16 ","332","0.282115256882132","0.255580958986163","0.3086495547781"
"No","2013","Employed","Couple + C. LE and GT 16","206","0.29208712001463","0.259927301345926","0.324246938683333"
"Yes","2014","Not Employed","1-pers.-HH","13","","",""
"Yes","2014","Not Employed","(Married) couple without C. ","21","","",""
"Yes","2014","Not Employed","Single parent ","23","","",""
"Yes","2014","Not Employed","Couple + C. LE 16 ","55","0.455689071707742","0.352219912175475","0.55915823124001"
"Yes","2014","Not Employed","Couple + C. GT 16 ","11","","",""
"Yes","2014","Not Employed","Couple + C. LE and GT 16","15","","",""
"Yes","2014","Employed","1-pers.-HH","751","0.725420189821202","0.698190834326513","0.752649545315891"
"Yes","2014","Employed","(Married) couple without C. ","1619","0.735764614918127","0.717582059824498","0.753947170011756"
"Yes","2014","Employed","Single parent ","633","0.69212424012015","0.662165023711668","0.722083456528631"
"Yes","2014","Employed","Couple + C. LE 16 ","2433","0.77483262131829","0.760498773245092","0.789166469391488"
"Yes","2014","Employed","Couple + C. GT 16 ","798","0.698220999259679","0.671748310107192","0.724693688412166"
"Yes","2014","Employed","Couple + C. LE and GT 16","647","0.748068555883921","0.719353297982184","0.776783813785658"
"No","2014","Not Employed","1-pers.-HH","7","","",""
"No","2014","Not Employed","(Married) couple without C. ","13","","",""
"No","2014","Not Employed","Single parent ","11","","",""
"No","2014","Not Employed","Couple + C. LE 16 ","34","0.544310928292258","0.44084176875999","0.647780087824525"
"No","2014","Not Employed","Couple + C. GT 16 ","12","","",""
"No","2014","Not Employed","Couple + C. LE and GT 16","6","","",""
"No","2014","Employed","1-pers.-HH","281","0.274579810178798","0.247350454684109","0.301809165673487"
"No","2014","Employed","(Married) couple without C. ","640","0.264235385081873","0.246052829988244","0.282417940175502"
"No","2014","Employed","Single parent ","279","0.30787575987985","0.277916543471369","0.337834976288332"
"No","2014","Employed","Couple + C. LE 16 ","829","0.22516737868171","0.210833530608512","0.239501226754908"
"No","2014","Employed","Couple + C. GT 16 ","357","0.301779000740321","0.275306311587834","0.328251689892808"
"No","2014","Employed","Couple + C. LE and GT 16","231","0.251931444116079","0.223216186214342","0.280646702017816"
"Yes","2015","Not Employed","1-pers.-HH","66","0.708921683210021","0.61709091410777","0.800752452312272"
"Yes","2015","Not Employed","(Married) couple without C. ","150","0.658848812821299","0.594573932704006","0.723123692938592"
"Yes","2015","Not Employed","Single parent ","18","","",""
"Yes","2015","Not Employed","Couple + C. LE 16 ","160","0.768786083381459","0.712560890078801","0.825011276684116"
"Yes","2015","Not Employed","Couple + C. GT 16 ","14","","",""
"Yes","2015","Not Employed","Couple + C. LE and GT 16","12","","",""
"Yes","2015","Employed","1-pers.-HH","748","0.735417258472429","0.707981237156246","0.762853279788612"
"Yes","2015","Employed","(Married) couple without C. ","1531","0.772410652156713","0.754044585874374","0.790776718439052"
"Yes","2015","Employed","Single parent ","638","0.769872188492946","0.741271249137871","0.798473127848021"
"Yes","2015","Employed","Couple + C. LE 16 ","2301","0.793605349426276","0.778918407142902","0.80829229170965"
"Yes","2015","Employed","Couple + C. GT 16 ","804","0.757856410067357","0.732343275761331","0.783369544373383"
"Yes","2015","Employed","Couple + C. LE and GT 16","665","0.7777331564908","0.749896932134731","0.805569380846868"
"No","2015","Not Employed","1-pers.-HH","28","","",""
"No","2015","Not Employed","(Married) couple without C. ","59","0.341151187178701","0.276876307061408","0.405426067295994"
"No","2015","Not Employed","Single parent ","8","","",""
"No","2015","Not Employed","Couple + C. LE 16 ","56","0.231213916618541","0.174988723315884","0.287439109921199"
"No","2015","Not Employed","Couple + C. GT 16 ","12","","",""
"No","2015","Not Employed","Couple + C. LE and GT 16","14","","",""
"No","2015","Employed","1-pers.-HH","245","0.264582741527571","0.237146720211388","0.292018762843754"
"No","2015","Employed","(Married) couple without C. ","471","0.227589347843287","0.209223281560948","0.245955414125626"
"No","2015","Employed","Single parent ","194","0.230127811507054","0.201526872151979","0.258728750862129"
"No","2015","Employed","Couple + C. LE 16 ","616","0.206394650573724","0.19170770829035","0.221081592857098"
"No","2015","Employed","Couple + C. GT 16 ","279","0.242143589932643","0.216630455626617","0.267656724238669"
"No","2015","Employed","Couple + C. LE and GT 16","192","0.2222668435092","0.194430619153132","0.250103067865269"
"Yes","2016","Not Employed","1-pers.-HH","6","","",""
"Yes","2016","Not Employed","(Married) couple without C. ","19","","",""
"Yes","2016","Not Employed","Single parent ","14","","",""
"Yes","2016","Not Employed","Couple + C. LE 16 ","35","0.652484285533776","0.514877000171394","0.790091570896157"
"Yes","2016","Not Employed","Couple + C. GT 16 ","8","","",""
"Yes","2016","Not Employed","Couple + C. LE and GT 16","9","","",""
"Yes","2016","Employed","1-pers.-HH","760","0.752000726661353","0.725154130308164","0.778847323014542"
"Yes","2016","Employed","(Married) couple without C. ","1639","0.769718312759582","0.751926364914135","0.787510260605028"
"Yes","2016","Employed","Single parent ","613","0.723874999621594","0.693514407040373","0.754235592202814"
"Yes","2016","Employed","Couple + C. LE 16 ","2188","0.774805679087204","0.759375036710729","0.79023632146368"
"Yes","2016","Employed","Couple + C. GT 16 ","808","0.768273907118851","0.74310978844971","0.793438025787993"
"Yes","2016","Employed","Couple + C. LE and GT 16","655","0.786366562002777","0.758909229526968","0.813823894478587"
"No","2016","Not Employed","1-pers.-HH","2","","",""
"No","2016","Not Employed","(Married) couple without C. ","5","","",""
"No","2016","Not Employed","Single parent ","12","","",""
"No","2016","Not Employed","Couple + C. LE 16 ","11","","",""
"No","2016","Not Employed","Couple + C. GT 16 ","6","","",""
"No","2016","Not Employed","Couple + C. LE and GT 16","8","","",""
"No","2016","Employed","1-pers.-HH","234","0.247999273338647","0.221152676985458","0.274845869691836"
"No","2016","Employed","(Married) couple without C. ","512","0.230281687240418","0.212489739394972","0.248073635085865"
"No","2016","Employed","Single parent ","220","0.276125000378406","0.245764407797186","0.306485592959627"
"No","2016","Employed","Couple + C. LE 16 ","627","0.225194320912796","0.20976367853632","0.240624963289271"
"No","2016","Employed","Couple + C. GT 16 ","272","0.231726092881149","0.206561974212007","0.25689021155029"
"No","2016","Employed","Couple + C. LE and GT 16","201","0.213633437997223","0.186176105521413","0.241090770473032"
"Yes","2017","Not Employed","1-pers.-HH","33","0.597443860781224","0.457239687612882","0.737648033949566"
"Yes","2017","Not Employed","(Married) couple without C. ","21","","",""
"Yes","2017","Not Employed","Single parent ","10","","",""
"Yes","2017","Not Employed","Couple + C. LE 16 ","53","0.710044946000419","0.607355521230224","0.812734370770615"
"Yes","2017","Not Employed","Couple + C. GT 16 ","6","","",""
"Yes","2017","Not Employed","Couple + C. LE and GT 16","12","","",""
"Yes","2017","Employed","1-pers.-HH","904","0.761086745663305","0.736735978549498","0.785437512777113"
"Yes","2017","Employed","(Married) couple without C. ","1798","0.753128817280725","0.735924427961865","0.770333206599586"
"Yes","2017","Employed","Single parent ","572","0.702721571848373","0.670829485580817","0.73461365811593"
"Yes","2017","Employed","Couple + C. LE 16 ","2239","0.793786014242927","0.778913977805758","0.808658050680097"
"Yes","2017","Employed","Couple + C. GT 16 ","932","0.761197863365979","0.737505641810439","0.784890084921519"
"Yes","2017","Employed","Couple + C. LE and GT 16","666","0.762126110366004","0.734074146998635","0.790178073733372"
"No","2017","Not Employed","1-pers.-HH","14","","",""
"No","2017","Not Employed","(Married) couple without C. ","14","","",""
"No","2017","Not Employed","Single parent ","11","","",""
"No","2017","Not Employed","Couple + C. LE 16 ","22","","",""
"No","2017","Not Employed","Couple + C. GT 16 ","4","","",""
"No","2017","Not Employed","Couple + C. LE and GT 16","5","","",""
"No","2017","Employed","1-pers.-HH","274","0.238913254336694","0.214562487222887","0.263264021450502"
"No","2017","Employed","(Married) couple without C. ","615","0.246871182719275","0.229666793400414","0.264075572038135"
"No","2017","Employed","Single parent ","217","0.297278428151627","0.26538634188407","0.329170514419183"
"No","2017","Employed","Couple + C. LE 16 ","604","0.206213985757073","0.191341949319903","0.221086022194242"
"No","2017","Employed","Couple + C. GT 16 ","312","0.238802136634021","0.215109915078481","0.262494358189561"
"No","2017","Employed","Couple + C. LE and GT 16","219","0.237873889633997","0.209821926266628","0.265925853001365"
"Yes","2018","Not Employed","1-pers.-HH","65","0.603199513381995","0.5048204060252","0.70157862073879"
"Yes","2018","Not Employed","(Married) couple without C. ","16","","",""
"Yes","2018","Not Employed","Single parent ","18","","",""
"Yes","2018","Not Employed","Couple + C. LE 16 ","65","0.662632337444656","0.564403019866353","0.760861655022959"
"Yes","2018","Not Employed","Couple + C. GT 16 ","9","","",""
"Yes","2018","Not Employed","Couple + C. LE and GT 16","23","","",""
"Yes","2018","Employed","1-pers.-HH","964","0.739275885338255","0.715663333507526","0.762888437168983"
"Yes","2018","Employed","(Married) couple without C. ","1815","0.747274686773958","0.730171117226281","0.764378256321635"
"Yes","2018","Employed","Single parent ","605","0.771393924763517","0.742790705614737","0.799997143912298"
"Yes","2018","Employed","Couple + C. LE 16 ","2176","0.765802094814866","0.750375375239091","0.781228814390641"
"Yes","2018","Employed","Couple + C. GT 16 ","921","0.766951270171698","0.743708784527286","0.79019375581611"
"Yes","2018","Employed","Couple + C. LE and GT 16","657","0.707321699626572","0.67759610236837","0.737047296884774"
"No","2018","Not Employed","1-pers.-HH","30","0.396800486618005","0.29842137926121","0.4951795939748"
"No","2018","Not Employed","(Married) couple without C. ","10","","",""
"No","2018","Not Employed","Single parent ","13","","",""
"No","2018","Not Employed","Couple + C. LE 16 ","24","","",""
"No","2018","Not Employed","Couple + C. GT 16 ","5","","",""
"No","2018","Not Employed","Couple + C. LE and GT 16","7","","",""
"No","2018","Employed","1-pers.-HH","364","0.260724114661745","0.237111562831016","0.284336666492474"
"No","2018","Employed","(Married) couple without C. ","665","0.252725313226042","0.235621743678365","0.269828882773719"
