"plb0196_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1996","college entrance qualification","1-pers.-HH","93","1","1","1"
"No","1996","college entrance qualification","(Married) couple without C. ","143","1","1","1"
"No","1996","college entrance qualification","Single parent ","31","1","1","1"
"No","1996","college entrance qualification","Couple + C. LE 16 ","180","1","1","1"
"No","1996","college entrance qualification","Couple + C. GT 16 ","124","1","1","1"
"No","1996","college entrance qualification","Couple + C. LE and GT 16","57","1","1","1"
"No","1996","Other degree","1-pers.-HH","26","","",""
"No","1996","Other degree","(Married) couple without C. ","88","1","1","1"
"No","1996","Other degree","Single parent ","12","","",""
"No","1996","Other degree","Couple + C. LE 16 ","143","1","1","1"
"No","1996","Other degree","Couple + C. GT 16 ","108","1","1","1"
"No","1996","Other degree","Couple + C. LE and GT 16","73","1","1","1"
"No","1996","no degree/no degree yet","1-pers.-HH","14","","",""
"No","1996","no degree/no degree yet","(Married) couple without C. ","28","","",""
"No","1996","no degree/no degree yet","Single parent ","9","","",""
"No","1996","no degree/no degree yet","Couple + C. LE 16 ","37","1","1","1"
"No","1996","no degree/no degree yet","Couple + C. GT 16 ","46","1","1","1"
"No","1996","no degree/no degree yet","Couple + C. LE and GT 16","38","1","1","1"
"Yes","1997","lower secondary degree","1-pers.-HH","","","",""
"Yes","1997","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1997","lower secondary degree","Single parent ","","","",""
"Yes","1997","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1997","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1997","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1997","secondary school degree","1-pers.-HH","","","",""
"Yes","1997","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1997","secondary school degree","Single parent ","","","",""
"Yes","1997","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1997","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1997","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1997","college entrance qualification","1-pers.-HH","","","",""
"Yes","1997","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1997","college entrance qualification","Single parent ","","","",""
"Yes","1997","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1997","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1997","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1997","Other degree","1-pers.-HH","","","",""
"Yes","1997","Other degree","(Married) couple without C. ","","","",""
"Yes","1997","Other degree","Single parent ","","","",""
"Yes","1997","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1997","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1997","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1997","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1997","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1997","no degree/no degree yet","Single parent ","","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1997","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1997","lower secondary degree","1-pers.-HH","41","1","1","1"
"No","1997","lower secondary degree","(Married) couple without C. ","132","1","1","1"
"No","1997","lower secondary degree","Single parent ","26","","",""
"No","1997","lower secondary degree","Couple + C. LE 16 ","132","1","1","1"
"No","1997","lower secondary degree","Couple + C. GT 16 ","107","1","1","1"
"No","1997","lower secondary degree","Couple + C. LE and GT 16","46","1","1","1"
"No","1997","secondary school degree","1-pers.-HH","41","1","1","1"
"No","1997","secondary school degree","(Married) couple without C. ","101","1","1","1"
"No","1997","secondary school degree","Single parent ","14","","",""
"No","1997","secondary school degree","Couple + C. LE 16 ","166","1","1","1"
"No","1997","secondary school degree","Couple + C. GT 16 ","101","1","1","1"
"No","1997","secondary school degree","Couple + C. LE and GT 16","57","1","1","1"
"No","1997","college entrance qualification","1-pers.-HH","28","","",""
"No","1997","college entrance qualification","(Married) couple without C. ","58","1","1","1"
"No","1997","college entrance qualification","Single parent ","12","","",""
"No","1997","college entrance qualification","Couple + C. LE 16 ","53","1","1","1"
"No","1997","college entrance qualification","Couple + C. GT 16 ","31","1","1","1"
"No","1997","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"No","1997","Other degree","1-pers.-HH","5","","",""
"No","1997","Other degree","(Married) couple without C. ","22","","",""
"No","1997","Other degree","Single parent ","4","","",""
"No","1997","Other degree","Couple + C. LE 16 ","32","1","1","1"
"No","1997","Other degree","Couple + C. GT 16 ","22","","",""
"No","1997","Other degree","Couple + C. LE and GT 16","19","","",""
"No","1997","no degree/no degree yet","1-pers.-HH","2","","",""
"No","1997","no degree/no degree yet","(Married) couple without C. ","11","","",""
"No","1997","no degree/no degree yet","Single parent ","2","","",""
"No","1997","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"No","1997","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"No","1997","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"Yes","1998","lower secondary degree","1-pers.-HH","","","",""
"Yes","1998","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1998","lower secondary degree","Single parent ","","","",""
"Yes","1998","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1998","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1998","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1998","secondary school degree","1-pers.-HH","","","",""
"Yes","1998","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1998","secondary school degree","Single parent ","","","",""
"Yes","1998","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1998","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1998","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1998","college entrance qualification","1-pers.-HH","","","",""
"Yes","1998","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1998","college entrance qualification","Single parent ","","","",""
"Yes","1998","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1998","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1998","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1998","Other degree","1-pers.-HH","","","",""
"Yes","1998","Other degree","(Married) couple without C. ","","","",""
"Yes","1998","Other degree","Single parent ","","","",""
"Yes","1998","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1998","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1998","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1998","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1998","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1998","no degree/no degree yet","Single parent ","","","",""
"Yes","1998","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1998","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1998","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1998","lower secondary degree","1-pers.-HH","39","1","1","1"
"No","1998","lower secondary degree","(Married) couple without C. ","144","1","1","1"
"No","1998","lower secondary degree","Single parent ","34","1","1","1"
"No","1998","lower secondary degree","Couple + C. LE 16 ","121","1","1","1"
"No","1998","lower secondary degree","Couple + C. GT 16 ","118","1","1","1"
"No","1998","lower secondary degree","Couple + C. LE and GT 16","50","1","1","1"
"No","1998","secondary school degree","1-pers.-HH","47","1","1","1"
"No","1998","secondary school degree","(Married) couple without C. ","126","1","1","1"
"No","1998","secondary school degree","Single parent ","25","","",""
"No","1998","secondary school degree","Couple + C. LE 16 ","159","1","1","1"
"No","1998","secondary school degree","Couple + C. GT 16 ","109","1","1","1"
"No","1998","secondary school degree","Couple + C. LE and GT 16","59","1","1","1"
"No","1998","college entrance qualification","1-pers.-HH","41","1","1","1"
"No","1998","college entrance qualification","(Married) couple without C. ","52","1","1","1"
"No","1998","college entrance qualification","Single parent ","6","","",""
"No","1998","college entrance qualification","Couple + C. LE 16 ","61","1","1","1"
"No","1998","college entrance qualification","Couple + C. GT 16 ","29","","",""
"No","1998","college entrance qualification","Couple + C. LE and GT 16","25","","",""
"No","1998","Other degree","1-pers.-HH","7","","",""
"No","1998","Other degree","(Married) couple without C. ","18","","",""
"No","1998","Other degree","Single parent ","3","","",""
"No","1998","Other degree","Couple + C. LE 16 ","26","","",""
"No","1998","Other degree","Couple + C. GT 16 ","18","","",""
"No","1998","Other degree","Couple + C. LE and GT 16","15","","",""
"No","1998","no degree/no degree yet","1-pers.-HH","2","","",""
"No","1998","no degree/no degree yet","(Married) couple without C. ","4","","",""
"No","1998","no degree/no degree yet","Single parent ","3","","",""
"No","1998","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"No","1998","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"No","1998","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"Yes","1999","lower secondary degree","1-pers.-HH","","","",""
"Yes","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1999","lower secondary degree","Single parent ","","","",""
"Yes","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1999","secondary school degree","1-pers.-HH","","","",""
"Yes","1999","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1999","secondary school degree","Single parent ","","","",""
"Yes","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1999","college entrance qualification","1-pers.-HH","","","",""
"Yes","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1999","college entrance qualification","Single parent ","","","",""
"Yes","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1999","Other degree","1-pers.-HH","","","",""
"Yes","1999","Other degree","(Married) couple without C. ","","","",""
"Yes","1999","Other degree","Single parent ","","","",""
"Yes","1999","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1999","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1999","no degree/no degree yet","Single parent ","","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1999","lower secondary degree","1-pers.-HH","39","1","1","1"
"No","1999","lower secondary degree","(Married) couple without C. ","119","1","1","1"
"No","1999","lower secondary degree","Single parent ","31","1","1","1"
"No","1999","lower secondary degree","Couple + C. LE 16 ","135","1","1","1"
"No","1999","lower secondary degree","Couple + C. GT 16 ","101","1","1","1"
"No","1999","lower secondary degree","Couple + C. LE and GT 16","48","1","1","1"
"No","1999","secondary school degree","1-pers.-HH","51","1","1","1"
"No","1999","secondary school degree","(Married) couple without C. ","137","1","1","1"
"No","1999","secondary school degree","Single parent ","24","","",""
"No","1999","secondary school degree","Couple + C. LE 16 ","178","1","1","1"
"No","1999","secondary school degree","Couple + C. GT 16 ","107","1","1","1"
"No","1999","secondary school degree","Couple + C. LE and GT 16","54","1","1","1"
"No","1999","college entrance qualification","1-pers.-HH","27","","",""
"No","1999","college entrance qualification","(Married) couple without C. ","58","1","1","1"
"No","1999","college entrance qualification","Single parent ","9","","",""
"No","1999","college entrance qualification","Couple + C. LE 16 ","60","1","1","1"
"No","1999","college entrance qualification","Couple + C. GT 16 ","33","1","1","1"
"No","1999","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"No","1999","Other degree","1-pers.-HH","5","","",""
"No","1999","Other degree","(Married) couple without C. ","12","","",""
"No","1999","Other degree","Single parent ","3","","",""
"No","1999","Other degree","Couple + C. LE 16 ","23","","",""
"No","1999","Other degree","Couple + C. GT 16 ","14","","",""
"No","1999","Other degree","Couple + C. LE and GT 16","10","","",""
"No","1999","no degree/no degree yet","1-pers.-HH","2","","",""
"No","1999","no degree/no degree yet","(Married) couple without C. ","7","","",""
"No","1999","no degree/no degree yet","Single parent ","3","","",""
"No","1999","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"No","1999","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"No","1999","no degree/no degree yet","Couple + C. LE and GT 16","9","","",""
"Yes","2000","lower secondary degree","1-pers.-HH","","","",""
"Yes","2000","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2000","lower secondary degree","Single parent ","","","",""
"Yes","2000","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2000","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2000","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2000","secondary school degree","1-pers.-HH","","","",""
"Yes","2000","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2000","secondary school degree","Single parent ","","","",""
"Yes","2000","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2000","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2000","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2000","college entrance qualification","1-pers.-HH","","","",""
"Yes","2000","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2000","college entrance qualification","Single parent ","","","",""
"Yes","2000","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2000","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2000","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2000","Other degree","1-pers.-HH","","","",""
"Yes","2000","Other degree","(Married) couple without C. ","","","",""
"Yes","2000","Other degree","Single parent ","","","",""
"Yes","2000","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2000","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2000","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2000","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2000","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2000","no degree/no degree yet","Single parent ","","","",""
"Yes","2000","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2000","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2000","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2000","lower secondary degree","1-pers.-HH","97","1","1","1"
"No","2000","lower secondary degree","(Married) couple without C. ","249","1","1","1"
"No","2000","lower secondary degree","Single parent ","53","1","1","1"
"No","2000","lower secondary degree","Couple + C. LE 16 ","212","1","1","1"
"No","2000","lower secondary degree","Couple + C. GT 16 ","148","1","1","1"
"No","2000","lower secondary degree","Couple + C. LE and GT 16","59","1","1","1"
"No","2000","secondary school degree","1-pers.-HH","121","1","1","1"
"No","2000","secondary school degree","(Married) couple without C. ","208","1","1","1"
"No","2000","secondary school degree","Single parent ","50","1","1","1"
"No","2000","secondary school degree","Couple + C. LE 16 ","293","1","1","1"
"No","2000","secondary school degree","Couple + C. GT 16 ","193","1","1","1"
"No","2000","secondary school degree","Couple + C. LE and GT 16","100","1","1","1"
"No","2000","college entrance qualification","1-pers.-HH","80","1","1","1"
"No","2000","college entrance qualification","(Married) couple without C. ","138","1","1","1"
"No","2000","college entrance qualification","Single parent ","31","1","1","1"
"No","2000","college entrance qualification","Couple + C. LE 16 ","128","1","1","1"
"No","2000","college entrance qualification","Couple + C. GT 16 ","81","1","1","1"
"No","2000","college entrance qualification","Couple + C. LE and GT 16","41","1","1","1"
"No","2000","Other degree","1-pers.-HH","8","","",""
"No","2000","Other degree","(Married) couple without C. ","21","","",""
"No","2000","Other degree","Single parent ","8","","",""
"No","2000","Other degree","Couple + C. LE 16 ","53","1","1","1"
"No","2000","Other degree","Couple + C. GT 16 ","22","","",""
"No","2000","Other degree","Couple + C. LE and GT 16","15","","",""
"No","2000","no degree/no degree yet","1-pers.-HH","5","","",""
"No","2000","no degree/no degree yet","(Married) couple without C. ","4","","",""
"No","2000","no degree/no degree yet","Single parent ","1","","",""
"No","2000","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"No","2000","no degree/no degree yet","Couple + C. GT 16 ","10","","",""
"No","2000","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Yes","2001","lower secondary degree","1-pers.-HH","","","",""
"Yes","2001","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2001","lower secondary degree","Single parent ","","","",""
"Yes","2001","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2001","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2001","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2001","secondary school degree","1-pers.-HH","","","",""
"Yes","2001","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2001","secondary school degree","Single parent ","","","",""
"Yes","2001","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2001","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2001","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2001","college entrance qualification","1-pers.-HH","","","",""
"Yes","2001","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2001","college entrance qualification","Single parent ","","","",""
"Yes","2001","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2001","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2001","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2001","Other degree","1-pers.-HH","","","",""
"Yes","2001","Other degree","(Married) couple without C. ","","","",""
"Yes","2001","Other degree","Single parent ","","","",""
"Yes","2001","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2001","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2001","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2001","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2001","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2001","no degree/no degree yet","Single parent ","","","",""
"Yes","2001","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2001","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2001","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2001","lower secondary degree","1-pers.-HH","76","1","1","1"
"No","2001","lower secondary degree","(Married) couple without C. ","220","1","1","1"
"No","2001","lower secondary degree","Single parent ","45","1","1","1"
"No","2001","lower secondary degree","Couple + C. LE 16 ","215","1","1","1"
"No","2001","lower secondary degree","Couple + C. GT 16 ","160","1","1","1"
"No","2001","lower secondary degree","Couple + C. LE and GT 16","65","1","1","1"
"No","2001","secondary school degree","1-pers.-HH","107","1","1","1"
"No","2001","secondary school degree","(Married) couple without C. ","207","1","1","1"
"No","2001","secondary school degree","Single parent ","42","1","1","1"
"No","2001","secondary school degree","Couple + C. LE 16 ","266","1","1","1"
"No","2001","secondary school degree","Couple + C. GT 16 ","160","1","1","1"
"No","2001","secondary school degree","Couple + C. LE and GT 16","84","1","1","1"
"No","2001","college entrance qualification","1-pers.-HH","84","1","1","1"
"No","2001","college entrance qualification","(Married) couple without C. ","147","1","1","1"
"No","2001","college entrance qualification","Single parent ","21","","",""
"No","2001","college entrance qualification","Couple + C. LE 16 ","120","1","1","1"
"No","2001","college entrance qualification","Couple + C. GT 16 ","92","1","1","1"
"No","2001","college entrance qualification","Couple + C. LE and GT 16","29","","",""
"No","2001","Other degree","1-pers.-HH","5","","",""
"No","2001","Other degree","(Married) couple without C. ","21","","",""
"No","2001","Other degree","Single parent ","7","","",""
"No","2001","Other degree","Couple + C. LE 16 ","47","1","1","1"
"No","2001","Other degree","Couple + C. GT 16 ","28","","",""
"No","2001","Other degree","Couple + C. LE and GT 16","15","","",""
"No","2001","no degree/no degree yet","1-pers.-HH","1","","",""
"No","2001","no degree/no degree yet","(Married) couple without C. ","1","","",""
"No","2001","no degree/no degree yet","Single parent ","","","",""
"No","2001","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"No","2001","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"No","2001","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Yes","2002","lower secondary degree","1-pers.-HH","120","0.60142792791858","0.533573480051973","0.669282375785186"
"Yes","2002","lower secondary degree","(Married) couple without C. ","338","0.653177670729978","0.61203090331648","0.694324438143477"
"Yes","2002","lower secondary degree","Single parent ","63","0.612158826065887","0.517131957479133","0.707185694652641"
"Yes","2002","lower secondary degree","Couple + C. LE 16 ","360","0.649256607324054","0.608932952222155","0.689580262425952"
"Yes","2002","lower secondary degree","Couple + C. GT 16 ","245","0.615690535889147","0.567101363146268","0.664279708632027"
"Yes","2002","lower secondary degree","Couple + C. LE and GT 16","106","0.549600735305973","0.475674948442293","0.623526522169654"
"Yes","2002","secondary school degree","1-pers.-HH","222","0.688525476381513","0.639155716698869","0.737895236064158"
"Yes","2002","secondary school degree","(Married) couple without C. ","556","0.745630822644909","0.714337203538817","0.776924441751001"
"Yes","2002","secondary school degree","Single parent ","100","0.663750486231688","0.58937745189947","0.738123520563905"
"Yes","2002","secondary school degree","Couple + C. LE 16 ","581","0.711750669692854","0.680729780968961","0.742771558416746"
"Yes","2002","secondary school degree","Couple + C. GT 16 ","407","0.661912046527471","0.623901457557644","0.699922635497298"
"Yes","2002","secondary school degree","Couple + C. LE and GT 16","198","0.697301654566743","0.643869302456778","0.750734006676707"
"Yes","2002","college entrance qualification","1-pers.-HH","263","0.760553224925742","0.714718431698042","0.806388018153443"
"Yes","2002","college entrance qualification","(Married) couple without C. ","585","0.806504330788979","0.778400457444384","0.834608204133574"
"Yes","2002","college entrance qualification","Single parent ","60","0.742863244420883","0.644603006765103","0.841123482076662"
"Yes","2002","college entrance qualification","Couple + C. LE 16 ","563","0.758551220243039","0.727420817180316","0.789681623305762"
"Yes","2002","college entrance qualification","Couple + C. GT 16 ","324","0.735430581803543","0.693543128632462","0.777318034974625"
"Yes","2002","college entrance qualification","Couple + C. LE and GT 16","150","0.777218935581423","0.717895265267456","0.836542605895391"
"Yes","2002","Other degree","1-pers.-HH","8","","",""
"Yes","2002","Other degree","(Married) couple without C. ","40","0.588529349904599","0.467967029408723","0.709091670400475"
"Yes","2002","Other degree","Single parent ","13","","",""
"Yes","2002","Other degree","Couple + C. LE 16 ","64","0.58888456185699","0.493862061051087","0.683907062662893"
"Yes","2002","Other degree","Couple + C. GT 16 ","41","0.630228218759143","0.510065968846314","0.750390468671973"
"Yes","2002","Other degree","Couple + C. LE and GT 16","20","","",""
"Yes","2002","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2002","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Yes","2002","no degree/no degree yet","Single parent ","4","","",""
"Yes","2002","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Yes","2002","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes","2002","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","2002","lower secondary degree","1-pers.-HH","80","0.39857207208142","0.330717624214814","0.466426519948027"
"No","2002","lower secondary degree","(Married) couple without C. ","176","0.346822329270022","0.305675561856523","0.38796909668352"
"No","2002","lower secondary degree","Single parent ","38","0.387841173934113","0.292814305347359","0.482868042520867"
"No","2002","lower secondary degree","Couple + C. LE 16 ","178","0.350743392675946","0.310419737574048","0.391067047777845"
"No","2002","lower secondary degree","Couple + C. GT 16 ","140","0.384309464110853","0.335720291367973","0.432898636853732"
"No","2002","lower secondary degree","Couple + C. LE and GT 16","68","0.450399264694027","0.376473477830346","0.524325051557707"
"No","2002","secondary school degree","1-pers.-HH","116","0.311474523618487","0.262104763935842","0.360844283301131"
"No","2002","secondary school degree","(Married) couple without C. ","188","0.254369177355091","0.223075558249","0.285662796461183"
"No","2002","secondary school degree","Single parent ","55","0.336249513768312","0.261876479436095","0.41062254810053"
"No","2002","secondary school degree","Couple + C. LE 16 ","238","0.288249330307146","0.257228441583253","0.319270219031039"
"No","2002","secondary school degree","Couple + C. GT 16 ","188","0.338087953472529","0.300077364502702","0.376098542442356"
"No","2002","secondary school degree","Couple + C. LE and GT 16","86","0.302698345433257","0.249265993323293","0.356130697543222"
"No","2002","college entrance qualification","1-pers.-HH","70","0.239446775074258","0.193611981846557","0.285281568301958"
"No","2002","college entrance qualification","(Married) couple without C. ","174","0.193495669211021","0.165391795866426","0.221599542555616"
"No","2002","college entrance qualification","Single parent ","16","","",""
"No","2002","college entrance qualification","Couple + C. LE 16 ","163","0.241448779756961","0.210318376694238","0.272579182819684"
"No","2002","college entrance qualification","Couple + C. GT 16 ","102","0.264569418196456","0.222681965025375","0.306456871367538"
"No","2002","college entrance qualification","Couple + C. LE and GT 16","39","0.222781064418577","0.163457394104609","0.282104734732544"
"No","2002","Other degree","1-pers.-HH","6","","",""
"No","2002","Other degree","(Married) couple without C. ","24","","",""
"No","2002","Other degree","Single parent ","5","","",""
"No","2002","Other degree","Couple + C. LE 16 ","39","0.41111543814301","0.316092937337107","0.506137938948913"
"No","2002","Other degree","Couple + C. GT 16 ","21","","",""
"No","2002","Other degree","Couple + C. LE and GT 16","14","","",""
"No","2002","no degree/no degree yet","1-pers.-HH","2","","",""
"No","2002","no degree/no degree yet","(Married) couple without C. ","7","","",""
"No","2002","no degree/no degree yet","Single parent ","1","","",""
"No","2002","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"No","2002","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"No","2002","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Yes","2003","lower secondary degree","1-pers.-HH","115","0.680785999672104","0.613244792358974","0.748327206985233"
"Yes","2003","lower secondary degree","(Married) couple without C. ","311","0.629239188152399","0.586163788163897","0.6723145881409"
"Yes","2003","lower secondary degree","Single parent ","70","0.695331176178718","0.607294568299097","0.783367784058339"
"Yes","2003","lower secondary degree","Couple + C. LE 16 ","323","0.666221576572097","0.623903357944831","0.708539795199362"
"Yes","2003","lower secondary degree","Couple + C. GT 16 ","226","0.557823438381212","0.507149909870875","0.608496966891549"
"Yes","2003","lower secondary degree","Couple + C. LE and GT 16","113","0.653515234543373","0.584192013498497","0.722838455588249"
"Yes","2003","secondary school degree","1-pers.-HH","244","0.733259929060251","0.686181566483811","0.78033829163669"
"Yes","2003","secondary school degree","(Married) couple without C. ","505","0.67511167612177","0.641230777354205","0.708992574889336"
"Yes","2003","secondary school degree","Single parent ","103","0.668310790558467","0.593462617321065","0.743158963795869"
"Yes","2003","secondary school degree","Couple + C. LE 16 ","508","0.705718469966062","0.672614533029427","0.738822406902697"
"Yes","2003","secondary school degree","Couple + C. GT 16 ","413","0.676192273029304","0.639089515194711","0.713295030863898"
"Yes","2003","secondary school degree","Couple + C. LE and GT 16","199","0.757565231566034","0.70682174796926","0.808308715162808"
"Yes","2003","college entrance qualification","1-pers.-HH","255","0.795799459675868","0.751837494967517","0.839761424384219"
"Yes","2003","college entrance qualification","(Married) couple without C. ","566","0.792865224661075","0.763386684369833","0.822343764952316"
"Yes","2003","college entrance qualification","Single parent ","58","0.775561671000914","0.682973080702735","0.868150261299094"
"Yes","2003","college entrance qualification","Couple + C. LE 16 ","538","0.785039386817886","0.754253957841519","0.815824815794252"
"Yes","2003","college entrance qualification","Couple + C. GT 16 ","301","0.702850269230806","0.659144122026414","0.746556416435198"
"Yes","2003","college entrance qualification","Couple + C. LE and GT 16","129","0.775733915613489","0.712662636299096","0.838805194927883"
"Yes","2003","Other degree","1-pers.-HH","6","","",""
"Yes","2003","Other degree","(Married) couple without C. ","33","0.598050548704462","0.472944948197534","0.723156149211389"
"Yes","2003","Other degree","Single parent ","11","","",""
