"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1994","direct migration background","(3a) lower tertiary education","12","","",""
"No","1994","direct migration background","(3b) higher tertiary education","31","1","1","1"
"No","1994","indirect migration background","(0) in school","","","",""
"No","1994","indirect migration background","(1a) inadequately completed","8","","",""
"No","1994","indirect migration background","(1b) general elementary school","57","1","1","1"
"No","1994","indirect migration background","(1c) basic vocational qualification","42","1","1","1"
"No","1994","indirect migration background","(2b) intermediate general qualification","29","","",""
"No","1994","indirect migration background","(2a) intermediate vocational","17","","",""
"No","1994","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"No","1994","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"No","1994","indirect migration background","(3a) lower tertiary education","3","","",""
"No","1994","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","1995","no migration background","(0) in school","","","",""
"Yes","1995","no migration background","(1a) inadequately completed","","","",""
"Yes","1995","no migration background","(1b) general elementary school","","","",""
"Yes","1995","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1995","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1995","no migration background","(2a) intermediate vocational","","","",""
"Yes","1995","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1995","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","no migration background","(3a) lower tertiary education","","","",""
"Yes","1995","no migration background","(3b) higher tertiary education","","","",""
"Yes","1995","direct migration background","(0) in school","","","",""
"Yes","1995","direct migration background","(1a) inadequately completed","","","",""
"Yes","1995","direct migration background","(1b) general elementary school","","","",""
"Yes","1995","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1995","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1995","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1995","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1995","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1995","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1995","indirect migration background","(0) in school","","","",""
"Yes","1995","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1995","indirect migration background","(1b) general elementary school","","","",""
"Yes","1995","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1995","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1995","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1995","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1995","indirect migration background","(3b) higher tertiary education","","","",""
"No","1995","no migration background","(0) in school","2","","",""
"No","1995","no migration background","(1a) inadequately completed","25","","",""
"No","1995","no migration background","(1b) general elementary school","282","1","1","1"
"No","1995","no migration background","(1c) basic vocational qualification","1071","1","1","1"
"No","1995","no migration background","(2b) intermediate general qualification","147","1","1","1"
"No","1995","no migration background","(2a) intermediate vocational","963","1","1","1"
"No","1995","no migration background","(2c_gen) general maturity certificate","87","1","1","1"
"No","1995","no migration background","(2c_voc) vocational maturity certificate","134","1","1","1"
"No","1995","no migration background","(3a) lower tertiary education","295","1","1","1"
"No","1995","no migration background","(3b) higher tertiary education","264","1","1","1"
"No","1995","direct migration background","(0) in school","1","","",""
"No","1995","direct migration background","(1a) inadequately completed","177","1","1","1"
"No","1995","direct migration background","(1b) general elementary school","297","1","1","1"
"No","1995","direct migration background","(1c) basic vocational qualification","285","1","1","1"
"No","1995","direct migration background","(2b) intermediate general qualification","19","","",""
"No","1995","direct migration background","(2a) intermediate vocational","40","1","1","1"
"No","1995","direct migration background","(2c_gen) general maturity certificate","61","1","1","1"
"No","1995","direct migration background","(2c_voc) vocational maturity certificate","73","1","1","1"
"No","1995","direct migration background","(3a) lower tertiary education","14","","",""
"No","1995","direct migration background","(3b) higher tertiary education","58","1","1","1"
"No","1995","indirect migration background","(0) in school","2","","",""
"No","1995","indirect migration background","(1a) inadequately completed","5","","",""
"No","1995","indirect migration background","(1b) general elementary school","49","1","1","1"
"No","1995","indirect migration background","(1c) basic vocational qualification","46","1","1","1"
"No","1995","indirect migration background","(2b) intermediate general qualification","25","","",""
"No","1995","indirect migration background","(2a) intermediate vocational","16","","",""
"No","1995","indirect migration background","(2c_gen) general maturity certificate","15","","",""
"No","1995","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"No","1995","indirect migration background","(3a) lower tertiary education","4","","",""
"No","1995","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","1996","no migration background","(0) in school","","","",""
"Yes","1996","no migration background","(1a) inadequately completed","","","",""
"Yes","1996","no migration background","(1b) general elementary school","","","",""
"Yes","1996","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1996","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1996","no migration background","(2a) intermediate vocational","","","",""
"Yes","1996","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1996","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","no migration background","(3a) lower tertiary education","","","",""
"Yes","1996","no migration background","(3b) higher tertiary education","","","",""
"Yes","1996","direct migration background","(0) in school","","","",""
"Yes","1996","direct migration background","(1a) inadequately completed","","","",""
"Yes","1996","direct migration background","(1b) general elementary school","","","",""
"Yes","1996","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1996","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1996","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1996","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1996","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1996","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1996","indirect migration background","(0) in school","","","",""
"Yes","1996","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1996","indirect migration background","(1b) general elementary school","","","",""
"Yes","1996","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1996","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1996","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1996","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1996","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1996","indirect migration background","(3b) higher tertiary education","","","",""
"No","1996","no migration background","(0) in school","3","","",""
"No","1996","no migration background","(1a) inadequately completed","25","","",""
"No","1996","no migration background","(1b) general elementary school","274","1","1","1"
"No","1996","no migration background","(1c) basic vocational qualification","1027","1","1","1"
"No","1996","no migration background","(2b) intermediate general qualification","151","1","1","1"
"No","1996","no migration background","(2a) intermediate vocational","941","1","1","1"
"No","1996","no migration background","(2c_gen) general maturity certificate","77","1","1","1"
"No","1996","no migration background","(2c_voc) vocational maturity certificate","148","1","1","1"
"No","1996","no migration background","(3a) lower tertiary education","300","1","1","1"
"No","1996","no migration background","(3b) higher tertiary education","265","1","1","1"
"No","1996","direct migration background","(0) in school","","","",""
"No","1996","direct migration background","(1a) inadequately completed","165","1","1","1"
"No","1996","direct migration background","(1b) general elementary school","284","1","1","1"
"No","1996","direct migration background","(1c) basic vocational qualification","276","1","1","1"
"No","1996","direct migration background","(2b) intermediate general qualification","19","","",""
"No","1996","direct migration background","(2a) intermediate vocational","28","","",""
"No","1996","direct migration background","(2c_gen) general maturity certificate","50","1","1","1"
"No","1996","direct migration background","(2c_voc) vocational maturity certificate","59","1","1","1"
"No","1996","direct migration background","(3a) lower tertiary education","11","","",""
"No","1996","direct migration background","(3b) higher tertiary education","47","1","1","1"
"No","1996","indirect migration background","(0) in school","","","",""
"No","1996","indirect migration background","(1a) inadequately completed","3","","",""
"No","1996","indirect migration background","(1b) general elementary school","56","1","1","1"
"No","1996","indirect migration background","(1c) basic vocational qualification","47","1","1","1"
"No","1996","indirect migration background","(2b) intermediate general qualification","23","","",""
"No","1996","indirect migration background","(2a) intermediate vocational","25","","",""
"No","1996","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"No","1996","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"No","1996","indirect migration background","(3a) lower tertiary education","4","","",""
"No","1996","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1997","no migration background","(0) in school","","","",""
"Yes","1997","no migration background","(1a) inadequately completed","","","",""
"Yes","1997","no migration background","(1b) general elementary school","","","",""
"Yes","1997","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1997","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1997","no migration background","(2a) intermediate vocational","","","",""
"Yes","1997","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1997","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","no migration background","(3a) lower tertiary education","","","",""
"Yes","1997","no migration background","(3b) higher tertiary education","","","",""
"Yes","1997","direct migration background","(0) in school","","","",""
"Yes","1997","direct migration background","(1a) inadequately completed","","","",""
"Yes","1997","direct migration background","(1b) general elementary school","","","",""
"Yes","1997","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1997","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1997","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1997","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1997","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1997","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1997","indirect migration background","(0) in school","","","",""
"Yes","1997","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1997","indirect migration background","(1b) general elementary school","","","",""
"Yes","1997","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1997","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1997","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1997","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1997","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1997","indirect migration background","(3b) higher tertiary education","","","",""
"No","1997","no migration background","(0) in school","","","",""
"No","1997","no migration background","(1a) inadequately completed","9","","",""
"No","1997","no migration background","(1b) general elementary school","77","1","1","1"
"No","1997","no migration background","(1c) basic vocational qualification","348","1","1","1"
"No","1997","no migration background","(2b) intermediate general qualification","45","1","1","1"
"No","1997","no migration background","(2a) intermediate vocational","367","1","1","1"
"No","1997","no migration background","(2c_gen) general maturity certificate","17","","",""
"No","1997","no migration background","(2c_voc) vocational maturity certificate","63","1","1","1"
"No","1997","no migration background","(3a) lower tertiary education","99","1","1","1"
"No","1997","no migration background","(3b) higher tertiary education","78","1","1","1"
"No","1997","direct migration background","(0) in school","1","","",""
"No","1997","direct migration background","(1a) inadequately completed","34","1","1","1"
"No","1997","direct migration background","(1b) general elementary school","59","1","1","1"
"No","1997","direct migration background","(1c) basic vocational qualification","77","1","1","1"
"No","1997","direct migration background","(2b) intermediate general qualification","4","","",""
"No","1997","direct migration background","(2a) intermediate vocational","8","","",""
"No","1997","direct migration background","(2c_gen) general maturity certificate","14","","",""
"No","1997","direct migration background","(2c_voc) vocational maturity certificate","14","","",""
"No","1997","direct migration background","(3a) lower tertiary education","5","","",""
"No","1997","direct migration background","(3b) higher tertiary education","10","","",""
"No","1997","indirect migration background","(0) in school","","","",""
"No","1997","indirect migration background","(1a) inadequately completed","2","","",""
"No","1997","indirect migration background","(1b) general elementary school","13","","",""
"No","1997","indirect migration background","(1c) basic vocational qualification","16","","",""
"No","1997","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","1997","indirect migration background","(2a) intermediate vocational","10","","",""
"No","1997","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"No","1997","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"No","1997","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1997","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1998","no migration background","(0) in school","","","",""
"Yes","1998","no migration background","(1a) inadequately completed","","","",""
"Yes","1998","no migration background","(1b) general elementary school","","","",""
"Yes","1998","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1998","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1998","no migration background","(2a) intermediate vocational","","","",""
"Yes","1998","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1998","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","no migration background","(3a) lower tertiary education","","","",""
"Yes","1998","no migration background","(3b) higher tertiary education","","","",""
"Yes","1998","direct migration background","(0) in school","","","",""
"Yes","1998","direct migration background","(1a) inadequately completed","","","",""
"Yes","1998","direct migration background","(1b) general elementary school","","","",""
"Yes","1998","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1998","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1998","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1998","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1998","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1998","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1998","indirect migration background","(0) in school","","","",""
"Yes","1998","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1998","indirect migration background","(1b) general elementary school","","","",""
"Yes","1998","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1998","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1998","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1998","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1998","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1998","indirect migration background","(3b) higher tertiary education","","","",""
"No","1998","no migration background","(0) in school","","","",""
"No","1998","no migration background","(1a) inadequately completed","13","","",""
"No","1998","no migration background","(1b) general elementary school","99","1","1","1"
"No","1998","no migration background","(1c) basic vocational qualification","356","1","1","1"
"No","1998","no migration background","(2b) intermediate general qualification","52","1","1","1"
"No","1998","no migration background","(2a) intermediate vocational","404","1","1","1"
"No","1998","no migration background","(2c_gen) general maturity certificate","24","","",""
"No","1998","no migration background","(2c_voc) vocational maturity certificate","55","1","1","1"
"No","1998","no migration background","(3a) lower tertiary education","100","1","1","1"
"No","1998","no migration background","(3b) higher tertiary education","96","1","1","1"
"No","1998","direct migration background","(0) in school","","","",""
"No","1998","direct migration background","(1a) inadequately completed","25","","",""
"No","1998","direct migration background","(1b) general elementary school","55","1","1","1"
"No","1998","direct migration background","(1c) basic vocational qualification","66","1","1","1"
"No","1998","direct migration background","(2b) intermediate general qualification","2","","",""
"No","1998","direct migration background","(2a) intermediate vocational","11","","",""
"No","1998","direct migration background","(2c_gen) general maturity certificate","13","","",""
"No","1998","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"No","1998","direct migration background","(3a) lower tertiary education","4","","",""
"No","1998","direct migration background","(3b) higher tertiary education","14","","",""
"No","1998","indirect migration background","(0) in school","","","",""
"No","1998","indirect migration background","(1a) inadequately completed","","","",""
"No","1998","indirect migration background","(1b) general elementary school","12","","",""
"No","1998","indirect migration background","(1c) basic vocational qualification","12","","",""
"No","1998","indirect migration background","(2b) intermediate general qualification","5","","",""
"No","1998","indirect migration background","(2a) intermediate vocational","10","","",""
"No","1998","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"No","1998","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1998","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1998","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","1999","no migration background","(0) in school","","","",""
"Yes","1999","no migration background","(1a) inadequately completed","","","",""
"Yes","1999","no migration background","(1b) general elementary school","","","",""
"Yes","1999","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1999","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1999","no migration background","(2a) intermediate vocational","","","",""
"Yes","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","no migration background","(3a) lower tertiary education","","","",""
"Yes","1999","no migration background","(3b) higher tertiary education","","","",""
"Yes","1999","direct migration background","(0) in school","","","",""
"Yes","1999","direct migration background","(1a) inadequately completed","","","",""
"Yes","1999","direct migration background","(1b) general elementary school","","","",""
"Yes","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1999","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1999","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1999","indirect migration background","(0) in school","","","",""
"Yes","1999","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1999","indirect migration background","(1b) general elementary school","","","",""
"Yes","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1999","indirect migration background","(3b) higher tertiary education","","","",""
"No","1999","no migration background","(0) in school","","","",""
"No","1999","no migration background","(1a) inadequately completed","7","","",""
"No","1999","no migration background","(1b) general elementary school","63","1","1","1"
"No","1999","no migration background","(1c) basic vocational qualification","346","1","1","1"
"No","1999","no migration background","(2b) intermediate general qualification","57","1","1","1"
"No","1999","no migration background","(2a) intermediate vocational","419","1","1","1"
"No","1999","no migration background","(2c_gen) general maturity certificate","23","","",""
"No","1999","no migration background","(2c_voc) vocational maturity certificate","54","1","1","1"
"No","1999","no migration background","(3a) lower tertiary education","101","1","1","1"
"No","1999","no migration background","(3b) higher tertiary education","92","1","1","1"
"No","1999","direct migration background","(0) in school","","","",""
"No","1999","direct migration background","(1a) inadequately completed","26","","",""
"No","1999","direct migration background","(1b) general elementary school","40","1","1","1"
"No","1999","direct migration background","(1c) basic vocational qualification","61","1","1","1"
"No","1999","direct migration background","(2b) intermediate general qualification","2","","",""
"No","1999","direct migration background","(2a) intermediate vocational","6","","",""
"No","1999","direct migration background","(2c_gen) general maturity certificate","7","","",""
"No","1999","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"No","1999","direct migration background","(3a) lower tertiary education","4","","",""
"No","1999","direct migration background","(3b) higher tertiary education","10","","",""
"No","1999","indirect migration background","(0) in school","1","","",""
"No","1999","indirect migration background","(1a) inadequately completed","1","","",""
"No","1999","indirect migration background","(1b) general elementary school","13","","",""
"No","1999","indirect migration background","(1c) basic vocational qualification","15","","",""
"No","1999","indirect migration background","(2b) intermediate general qualification","6","","",""
"No","1999","indirect migration background","(2a) intermediate vocational","9","","",""
"No","1999","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"No","1999","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1999","indirect migration background","(3a) lower tertiary education","","","",""
"No","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2000","no migration background","(0) in school","","","",""
"Yes","2000","no migration background","(1a) inadequately completed","","","",""
"Yes","2000","no migration background","(1b) general elementary school","","","",""
"Yes","2000","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2000","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2000","no migration background","(2a) intermediate vocational","","","",""
"Yes","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","no migration background","(3a) lower tertiary education","","","",""
"Yes","2000","no migration background","(3b) higher tertiary education","","","",""
"Yes","2000","direct migration background","(0) in school","","","",""
"Yes","2000","direct migration background","(1a) inadequately completed","","","",""
"Yes","2000","direct migration background","(1b) general elementary school","","","",""
"Yes","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2000","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2000","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2000","indirect migration background","(0) in school","","","",""
"Yes","2000","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2000","indirect migration background","(1b) general elementary school","","","",""
"Yes","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2000","indirect migration background","(3b) higher tertiary education","","","",""
"No","2000","no migration background","(0) in school","3","","",""
"No","2000","no migration background","(1a) inadequately completed","11","","",""
"No","2000","no migration background","(1b) general elementary school","106","1","1","1"
"No","2000","no migration background","(1c) basic vocational qualification","611","1","1","1"
"No","2000","no migration background","(2b) intermediate general qualification","65","1","1","1"
"No","2000","no migration background","(2a) intermediate vocational","765","1","1","1"
"No","2000","no migration background","(2c_gen) general maturity certificate","41","1","1","1"
"No","2000","no migration background","(2c_voc) vocational maturity certificate","140","1","1","1"
"No","2000","no migration background","(3a) lower tertiary education","183","1","1","1"
"No","2000","no migration background","(3b) higher tertiary education","202","1","1","1"
"No","2000","direct migration background","(0) in school","","","",""
"No","2000","direct migration background","(1a) inadequately completed","15","","",""
"No","2000","direct migration background","(1b) general elementary school","52","1","1","1"
"No","2000","direct migration background","(1c) basic vocational qualification","123","1","1","1"
"No","2000","direct migration background","(2b) intermediate general qualification","7","","",""
"No","2000","direct migration background","(2a) intermediate vocational","24","","",""
"No","2000","direct migration background","(2c_gen) general maturity certificate","6","","",""
"No","2000","direct migration background","(2c_voc) vocational maturity certificate","51","1","1","1"
"No","2000","direct migration background","(3a) lower tertiary education","10","","",""
"No","2000","direct migration background","(3b) higher tertiary education","31","1","1","1"
"No","2000","indirect migration background","(0) in school","","","",""
"No","2000","indirect migration background","(1a) inadequately completed","","","",""
"No","2000","indirect migration background","(1b) general elementary school","17","","",""
"No","2000","indirect migration background","(1c) basic vocational qualification","15","","",""
"No","2000","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","2000","indirect migration background","(2a) intermediate vocational","19","","",""
"No","2000","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"No","2000","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"No","2000","indirect migration background","(3a) lower tertiary education","2","","",""
"No","2000","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","2001","no migration background","(0) in school","","","",""
"Yes","2001","no migration background","(1a) inadequately completed","","","",""
"Yes","2001","no migration background","(1b) general elementary school","","","",""
"Yes","2001","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2001","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2001","no migration background","(2a) intermediate vocational","","","",""
"Yes","2001","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2001","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","no migration background","(3a) lower tertiary education","","","",""
"Yes","2001","no migration background","(3b) higher tertiary education","","","",""
"Yes","2001","direct migration background","(0) in school","","","",""
"Yes","2001","direct migration background","(1a) inadequately completed","","","",""
"Yes","2001","direct migration background","(1b) general elementary school","","","",""
"Yes","2001","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2001","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2001","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2001","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2001","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2001","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2001","indirect migration background","(0) in school","","","",""
"Yes","2001","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2001","indirect migration background","(1b) general elementary school","","","",""
"Yes","2001","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2001","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2001","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2001","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2001","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2001","indirect migration background","(3b) higher tertiary education","","","",""
"No","2001","no migration background","(0) in school","7","","",""
"No","2001","no migration background","(1a) inadequately completed","4","","",""
"No","2001","no migration background","(1b) general elementary school","93","1","1","1"
"No","2001","no migration background","(1c) basic vocational qualification","583","1","1","1"
"No","2001","no migration background","(2b) intermediate general qualification","53","1","1","1"
"No","2001","no migration background","(2a) intermediate vocational","690","1","1","1"
"No","2001","no migration background","(2c_gen) general maturity certificate","51","1","1","1"
"No","2001","no migration background","(2c_voc) vocational maturity certificate","146","1","1","1"
"No","2001","no migration background","(3a) lower tertiary education","189","1","1","1"
"No","2001","no migration background","(3b) higher tertiary education","182","1","1","1"
"No","2001","direct migration background","(0) in school","","","",""
"No","2001","direct migration background","(1a) inadequately completed","10","","",""
"No","2001","direct migration background","(1b) general elementary school","41","1","1","1"
"No","2001","direct migration background","(1c) basic vocational qualification","97","1","1","1"
"No","2001","direct migration background","(2b) intermediate general qualification","5","","",""
"No","2001","direct migration background","(2a) intermediate vocational","16","","",""
"No","2001","direct migration background","(2c_gen) general maturity certificate","11","","",""
"No","2001","direct migration background","(2c_voc) vocational maturity certificate","42","1","1","1"
"No","2001","direct migration background","(3a) lower tertiary education","12","","",""
"No","2001","direct migration background","(3b) higher tertiary education","26","","",""
"No","2001","indirect migration background","(0) in school","","","",""
"No","2001","indirect migration background","(1a) inadequately completed","","","",""
"No","2001","indirect migration background","(1b) general elementary school","15","","",""
"No","2001","indirect migration background","(1c) basic vocational qualification","26","","",""
"No","2001","indirect migration background","(2b) intermediate general qualification","10","","",""
"No","2001","indirect migration background","(2a) intermediate vocational","19","","",""
"No","2001","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"No","2001","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"No","2001","indirect migration background","(3a) lower tertiary education","3","","",""
"No","2001","indirect migration background","(3b) higher tertiary education","5","","",""
"Yes","2002","no migration background","(0) in school","13","","",""
"Yes","2002","no migration background","(1a) inadequately completed","9","","",""
"Yes","2002","no migration background","(1b) general elementary school","110","0.566750453854864","0.494560992702975","0.638939915006753"
"Yes","2002","no migration background","(1c) basic vocational qualification","954","0.631573286649506","0.607088478722258","0.656058094576753"
"Yes","2002","no migration background","(2b) intermediate general qualification","79","0.609355631409008","0.52705419684083","0.691657065977186"
"Yes","2002","no migration background","(2a) intermediate vocational","1643","0.709355906984109","0.690986108529476","0.727725705438742"
"Yes","2002","no migration background","(2c_gen) general maturity certificate","99","0.719406903163201","0.645768245403611","0.793045560922791"
"Yes","2002","no migration background","(2c_voc) vocational maturity certificate","449","0.746029843830814","0.711171710766757","0.780887976894872"
"Yes","2002","no migration background","(3a) lower tertiary education","647","0.772614830154062","0.744048271540759","0.801181388767366"
"Yes","2002","no migration background","(3b) higher tertiary education","948","0.806814774293158","0.784374351259707","0.829255197326609"
