"plb0196_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No","2002","Other degree","direct migration background","111","0.397113403965973","0.341182799481398","0.453044008450548"
"No","2002","Other degree","indirect migration background","1","","",""
"No","2002","no degree/no degree yet","no migration background","17","","",""
"No","2002","no degree/no degree yet","direct migration background","8","","",""
"No","2002","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2003","lower secondary degree","no migration background","1049","0.636938962036485","0.613478581287111","0.66039934278586"
"Yes","2003","lower secondary degree","direct migration background","99","0.664186640975115","0.592558462347835","0.735814819602395"
"Yes","2003","lower secondary degree","indirect migration background","47","0.672580989185668","0.567077812898443","0.778084165472894"
"Yes","2003","secondary school degree","no migration background","1886","0.699008734929562","0.681735971056101","0.716281498803023"
"Yes","2003","secondary school degree","direct migration background","55","0.73895004043003","0.642706309275994","0.835193771584067"
"Yes","2003","secondary school degree","indirect migration background","66","0.774463901280479","0.689976337770926","0.858951464790032"
"Yes","2003","college entrance qualification","no migration background","1738","0.778398714607077","0.761290800056749","0.795506629157405"
"Yes","2003","college entrance qualification","direct migration background","87","0.879029002395207","0.816951048848288","0.941106955942126"
"Yes","2003","college entrance qualification","indirect migration background","56","0.659981299863167","0.556175811961623","0.763786787764711"
"Yes","2003","Other degree","no migration background","7","","",""
"Yes","2003","Other degree","direct migration background","154","0.534482936260148","0.474874644546949","0.594091227973347"
"Yes","2003","Other degree","indirect migration background","2","","",""
"Yes","2003","no degree/no degree yet","no migration background","14","","",""
"Yes","2003","no degree/no degree yet","direct migration background","13","","",""
"Yes","2003","no degree/no degree yet","indirect migration background","","","",""
"No","2003","lower secondary degree","no migration background","565","0.363061037963515","0.33960065721414","0.386521418712889"
"No","2003","lower secondary degree","direct migration background","68","0.335813359024885","0.264185180397605","0.407441537652165"
"No","2003","lower secondary degree","indirect migration background","29","","",""
"No","2003","secondary school degree","no migration background","823","0.300991265070438","0.283718501196977","0.318264028943899"
"No","2003","secondary school degree","direct migration background","25","","",""
"No","2003","secondary school degree","indirect migration background","28","","",""
"No","2003","college entrance qualification","no migration background","526","0.221601285392923","0.204493370842595","0.238709199943251"
"No","2003","college entrance qualification","direct migration background","19","","",""
"No","2003","college entrance qualification","indirect migration background","24","","",""
"No","2003","Other degree","no migration background","4","","",""
"No","2003","Other degree","direct migration background","115","0.465517063739852","0.405908772026653","0.525125355453051"
"No","2003","Other degree","indirect migration background","1","","",""
"No","2003","no degree/no degree yet","no migration background","7","","",""
"No","2003","no degree/no degree yet","direct migration background","5","","",""
"No","2003","no degree/no degree yet","indirect migration background","3","","",""
"Yes","2004","lower secondary degree","no migration background","983","0.629545249586802","0.605243566091721","0.653846933081882"
"Yes","2004","lower secondary degree","direct migration background","105","0.709969300439438","0.638761501483219","0.781177099395656"
"Yes","2004","lower secondary degree","indirect migration background","53","0.722352883345478","0.619620361268785","0.825085405422171"
"Yes","2004","secondary school degree","no migration background","1895","0.716982217322756","0.699762982358307","0.734201452287204"
"Yes","2004","secondary school degree","direct migration background","56","0.597178371722431","0.496407313244881","0.697949430199982"
"Yes","2004","secondary school degree","indirect migration background","61","0.708878212089606","0.612866981888633","0.804889442290578"
"Yes","2004","college entrance qualification","no migration background","1661","0.762618466433118","0.744863393475035","0.780373539391202"
"Yes","2004","college entrance qualification","direct migration background","66","0.684967584224844","0.592044181246183","0.777890987203506"
"Yes","2004","college entrance qualification","indirect migration background","56","0.742345386134102","0.64336721427621","0.841323557991995"
"Yes","2004","Other degree","no migration background","8","","",""
"Yes","2004","Other degree","direct migration background","161","0.641345465111059","0.581167519811493","0.701523410410626"
"Yes","2004","Other degree","indirect migration background","","","",""
"Yes","2004","no degree/no degree yet","no migration background","14","","",""
"Yes","2004","no degree/no degree yet","direct migration background","10","","",""
"Yes","2004","no degree/no degree yet","indirect migration background","1","","",""
"No","2004","lower secondary degree","no migration background","534","0.370454750413199","0.346153066918118","0.394756433908279"
"No","2004","lower secondary degree","direct migration background","51","0.290030699560562","0.218822900604344","0.361238498516781"
"No","2004","lower secondary degree","indirect migration background","20","","",""
"No","2004","secondary school degree","no migration background","734","0.283017782677244","0.265798547712796","0.300237017641693"
"No","2004","secondary school degree","direct migration background","35","0.402821628277569","0.302050569800018","0.503592686755119"
"No","2004","secondary school degree","indirect migration background","25","","",""
"No","2004","college entrance qualification","no migration background","545","0.237381533566882","0.219626460608799","0.255136606524965"
"No","2004","college entrance qualification","direct migration background","30","0.315032415775156","0.222109012796494","0.407955818753817"
"No","2004","college entrance qualification","indirect migration background","19","","",""
"No","2004","Other degree","no migration background","4","","",""
"No","2004","Other degree","direct migration background","83","0.358654534888941","0.298476589589374","0.418832480188507"
"No","2004","Other degree","indirect migration background","2","","",""
"No","2004","no degree/no degree yet","no migration background","5","","",""
"No","2004","no degree/no degree yet","direct migration background","7","","",""
"No","2004","no degree/no degree yet","indirect migration background","","","",""
"Yes","2005","lower secondary degree","no migration background","898","0.663064545045482","0.637841740418772","0.688287349672192"
"Yes","2005","lower secondary degree","direct migration background","97","0.657973201376404","0.580220722707909","0.7357256800449"
"Yes","2005","lower secondary degree","indirect migration background","53","0.784251368078988","0.689891281934521","0.878611454223455"
"Yes","2005","secondary school degree","no migration background","1720","0.712205771138594","0.694282378447023","0.730129163830166"
"Yes","2005","secondary school degree","direct migration background","52","0.622036277207138","0.515784546407949","0.728288008006327"
"Yes","2005","secondary school degree","indirect migration background","63","0.776198772968168","0.688618524636043","0.863779021300293"
"Yes","2005","college entrance qualification","no migration background","1556","0.744672955439341","0.72574179652277","0.763604114355913"
"Yes","2005","college entrance qualification","direct migration background","65","0.606190449547368","0.506351076679774","0.706029822414962"
"Yes","2005","college entrance qualification","indirect migration background","65","0.792210568660844","0.702742803607435","0.881678333714252"
"Yes","2005","Other degree","no migration background","9","","",""
"Yes","2005","Other degree","direct migration background","153","0.645117800243927","0.583415163677973","0.706820436809881"
"Yes","2005","Other degree","indirect migration background","1","","",""
"Yes","2005","no degree/no degree yet","no migration background","9","","",""
"Yes","2005","no degree/no degree yet","direct migration background","13","","",""
"Yes","2005","no degree/no degree yet","indirect migration background","2","","",""
"No","2005","lower secondary degree","no migration background","451","0.336935454954518","0.311712650327808","0.362158259581228"
"No","2005","lower secondary degree","direct migration background","46","0.342026798623596","0.2642743199551","0.419779277292091"
"No","2005","lower secondary degree","indirect migration background","20","","",""
"No","2005","secondary school degree","no migration background","731","0.287794228861405","0.269870836169834","0.305717621552977"
"No","2005","secondary school degree","direct migration background","28","","",""
"No","2005","secondary school degree","indirect migration background","24","","",""
"No","2005","college entrance qualification","no migration background","482","0.255327044560659","0.236395885644087","0.27425820347723"
"No","2005","college entrance qualification","direct migration background","27","","",""
"No","2005","college entrance qualification","indirect migration background","14","","",""
"No","2005","Other degree","no migration background","7","","",""
"No","2005","Other degree","direct migration background","78","0.354882199756073","0.293179563190119","0.416584836322027"
"No","2005","Other degree","indirect migration background","1","","",""
"No","2005","no degree/no degree yet","no migration background","10","","",""
"No","2005","no degree/no degree yet","direct migration background","5","","",""
"No","2005","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2006","lower secondary degree","no migration background","1010","0.671586175528362","0.647659694908033","0.695512656148692"
"Yes","2006","lower secondary degree","direct migration background","102","0.697679155040656","0.623436867681525","0.771921442399786"
"Yes","2006","lower secondary degree","indirect migration background","58","0.780458593308799","0.687396150205143","0.873521036412454"
"Yes","2006","secondary school degree","no migration background","1939","0.730189582143208","0.71337243941987","0.747006724866546"
"Yes","2006","secondary school degree","direct migration background","66","0.677953656254693","0.582988167703294","0.772919144806092"
"Yes","2006","secondary school degree","indirect migration background","76","0.708489677680744","0.618513241890927","0.798466113470562"
"Yes","2006","college entrance qualification","no migration background","1758","0.766672789341006","0.749281505351503","0.784064073330509"
"Yes","2006","college entrance qualification","direct migration background","82","0.793818159122285","0.717869420877805","0.869766897366765"
"Yes","2006","college entrance qualification","indirect migration background","77","0.789917627463799","0.706220008312364","0.873615246615235"
"Yes","2006","Other degree","no migration background","16","","",""
"Yes","2006","Other degree","direct migration background","170","0.657540667934503","0.598718111025517","0.716363224843489"
"Yes","2006","Other degree","indirect migration background","1","","",""
"Yes","2006","no degree/no degree yet","no migration background","13","","",""
"Yes","2006","no degree/no degree yet","direct migration background","6","","",""
"Yes","2006","no degree/no degree yet","indirect migration background","","","",""
"No","2006","lower secondary degree","no migration background","470","0.328413824471638","0.304487343851308","0.352340305091967"
"No","2006","lower secondary degree","direct migration background","45","0.302320844959344","0.228078557600214","0.376563132318475"
"No","2006","lower secondary degree","indirect migration background","18","","",""
"No","2006","secondary school degree","no migration background","737","0.269810417856792","0.252993275133454","0.28662756058013"
"No","2006","secondary school degree","direct migration background","27","","",""
"No","2006","secondary school degree","indirect migration background","22","","",""
"No","2006","college entrance qualification","no migration background","514","0.233327210658994","0.215935926669491","0.250718494648497"
"No","2006","college entrance qualification","direct migration background","27","","",""
"No","2006","college entrance qualification","indirect migration background","14","","",""
"No","2006","Other degree","no migration background","9","","",""
"No","2006","Other degree","direct migration background","80","0.342459332065497","0.283636775156511","0.401281888974483"
"No","2006","Other degree","indirect migration background","2","","",""
"No","2006","no degree/no degree yet","no migration background","8","","",""
"No","2006","no degree/no degree yet","direct migration background","7","","",""
"No","2006","no degree/no degree yet","indirect migration background","","","",""
"Yes","2007","lower secondary degree","no migration background","943","0.712048020228521","0.687821752680367","0.736274287776675"
"Yes","2007","lower secondary degree","direct migration background","89","0.681318195793669","0.600908788048312","0.761727603539026"
"Yes","2007","lower secondary degree","indirect migration background","54","0.678288331957935","0.571856188020194","0.784720475895676"
"Yes","2007","secondary school degree","no migration background","1833","0.736888272297589","0.719634845567744","0.754141699027433"
"Yes","2007","secondary school degree","direct migration background","62","0.867795079826819","0.79164441561611","0.943945744037529"
"Yes","2007","secondary school degree","indirect migration background","66","0.683764661358085","0.587695198602919","0.779834124113252"
"Yes","2007","college entrance qualification","no migration background","1679","0.784731283042228","0.767406364937782","0.802056201146674"
"Yes","2007","college entrance qualification","direct migration background","68","0.82455399799515","0.74416804693307","0.904939949057231"
"Yes","2007","college entrance qualification","indirect migration background","85","0.869787462815443","0.803157737099727","0.936417188531159"
"Yes","2007","Other degree","no migration background","15","","",""
"Yes","2007","Other degree","direct migration background","155","0.740045432387084","0.681003837823589","0.799087026950579"
"Yes","2007","Other degree","indirect migration background","1","","",""
"Yes","2007","no degree/no degree yet","no migration background","10","","",""
"Yes","2007","no degree/no degree yet","direct migration background","3","","",""
"Yes","2007","no degree/no degree yet","indirect migration background","1","","",""
"No","2007","lower secondary degree","no migration background","399","0.287951979771479","0.263725712223325","0.312178247319633"
"No","2007","lower secondary degree","direct migration background","40","0.318681804206331","0.238272396460974","0.399091211951688"
"No","2007","lower secondary degree","indirect migration background","20","","",""
"No","2007","secondary school degree","no migration background","669","0.263111727702411","0.245858300972567","0.280365154432256"
"No","2007","secondary school degree","direct migration background","14","","",""
"No","2007","secondary school degree","indirect migration background","24","","",""
"No","2007","college entrance qualification","no migration background","483","0.215268716957772","0.197943798853326","0.232593635062218"
"No","2007","college entrance qualification","direct migration background","18","","",""
"No","2007","college entrance qualification","indirect migration background","13","","",""
"No","2007","Other degree","no migration background","6","","",""
"No","2007","Other degree","direct migration background","57","0.259954567612916","0.200912973049421","0.31899616217641"
"No","2007","Other degree","indirect migration background","3","","",""
"No","2007","no degree/no degree yet","no migration background","7","","",""
"No","2007","no degree/no degree yet","direct migration background","6","","",""
"No","2007","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2008","lower secondary degree","no migration background","861","0.667485066562894","0.641816163670566","0.693153969455222"
"Yes","2008","lower secondary degree","direct migration background","94","0.734248858047401","0.65917625407144","0.809321462023361"
"Yes","2008","lower secondary degree","indirect migration background","60","0.825364582617042","0.741110710857298","0.909618454376786"
"Yes","2008","secondary school degree","no migration background","1814","0.717197632266343","0.699557904721775","0.734837359810911"
"Yes","2008","secondary school degree","direct migration background","60","0.879738348261813","0.80299090974536","0.956485786778267"
"Yes","2008","secondary school degree","indirect migration background","54","0.705329898574056","0.605429486254878","0.805230310893233"
"Yes","2008","college entrance qualification","no migration background","1603","0.751345537251496","0.732863363467873","0.769827711035119"
"Yes","2008","college entrance qualification","direct migration background","69","0.836041193973223","0.758242971094685","0.913839416851761"
"Yes","2008","college entrance qualification","indirect migration background","70","0.844765551623171","0.770362706328529","0.919168396917812"
"Yes","2008","Other degree","no migration background","14","","",""
"Yes","2008","Other degree","direct migration background","140","0.65211787227961","0.586107496748601","0.718128247810619"
"Yes","2008","Other degree","indirect migration background","2","","",""
"Yes","2008","no degree/no degree yet","no migration background","10","","",""
"Yes","2008","no degree/no degree yet","direct migration background","8","","",""
"Yes","2008","no degree/no degree yet","indirect migration background","1","","",""
"No","2008","lower secondary degree","no migration background","433","0.332514933437106","0.306846030544778","0.358183836329434"
"No","2008","lower secondary degree","direct migration background","39","0.265751141952599","0.190678537976639","0.34082374592856"
"No","2008","lower secondary degree","indirect migration background","18","","",""
"No","2008","secondary school degree","no migration background","690","0.282802367733657","0.265162640189089","0.300442095278225"
"No","2008","secondary school degree","direct migration background","9","","",""
"No","2008","secondary school degree","indirect migration background","26","","",""
"No","2008","college entrance qualification","no migration background","498","0.248654462748504","0.230172288964881","0.267136636532127"
"No","2008","college entrance qualification","direct migration background","18","","",""
"No","2008","college entrance qualification","indirect migration background","21","","",""
"No","2008","Other degree","no migration background","7","","",""
"No","2008","Other degree","direct migration background","60","0.34788212772039","0.281871752189381","0.413892503251399"
"No","2008","Other degree","indirect migration background","","","",""
"No","2008","no degree/no degree yet","no migration background","7","","",""
"No","2008","no degree/no degree yet","direct migration background","4","","",""
"No","2008","no degree/no degree yet","indirect migration background","3","","",""
"Yes","2009","lower secondary degree","no migration background","710","0.643408655507804","0.615050912517526","0.671766398498081"
"Yes","2009","lower secondary degree","direct migration background","59","0.68391013936283","0.59041455678069","0.777405721944969"
"Yes","2009","lower secondary degree","indirect migration background","50","0.694026744892722","0.591760896308338","0.796292593477106"
"Yes","2009","secondary school degree","no migration background","1538","0.693481141206133","0.674246111913692","0.712716170498575"
"Yes","2009","secondary school degree","direct migration background","42","0.669848526011395","0.553724324803685","0.785972727219104"
"Yes","2009","secondary school degree","indirect migration background","48","0.661093726242875","0.546898632501425","0.775288819984325"
"Yes","2009","college entrance qualification","no migration background","1495","0.786108321133129","0.767861577618954","0.804355064647304"
"Yes","2009","college entrance qualification","direct migration background","62","0.801859724362462","0.716107651599217","0.887611797125708"
"Yes","2009","college entrance qualification","indirect migration background","71","0.763397303125649","0.677021564794474","0.849773041456824"
"Yes","2009","Other degree","no migration background","14","","",""
"Yes","2009","Other degree","direct migration background","87","0.568372907270515","0.486327343086581","0.650418471454449"
"Yes","2009","Other degree","indirect migration background","","","",""
"Yes","2009","no degree/no degree yet","no migration background","8","","",""
"Yes","2009","no degree/no degree yet","direct migration background","5","","",""
"Yes","2009","no degree/no degree yet","indirect migration background","2","","",""
"No","2009","lower secondary degree","no migration background","386","0.356591344492196","0.328233601501919","0.384949087482474"
"No","2009","lower secondary degree","direct migration background","36","0.316089860637171","0.222594278055031","0.409585443219311"
"No","2009","lower secondary degree","indirect migration background","28","","",""
"No","2009","secondary school degree","no migration background","669","0.306518858793867","0.287283829501425","0.325753888086308"
"No","2009","secondary school degree","direct migration background","21","","",""
"No","2009","secondary school degree","indirect migration background","18","","",""
"No","2009","college entrance qualification","no migration background","445","0.213891678866871","0.195644935352696","0.232138422381046"
"No","2009","college entrance qualification","direct migration background","21","","",""
"No","2009","college entrance qualification","indirect migration background","22","","",""
"No","2009","Other degree","no migration background","8","","",""
"No","2009","Other degree","direct migration background","53","0.431627092729485","0.349581528545551","0.513672656913419"
"No","2009","Other degree","indirect migration background","2","","",""
"No","2009","no degree/no degree yet","no migration background","3","","",""
"No","2009","no degree/no degree yet","direct migration background","5","","",""
"No","2009","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2010","lower secondary degree","no migration background","877","0.610525408047974","0.585063905362828","0.63598691073312"
"Yes","2010","lower secondary degree","direct migration background","104","0.678905452417909","0.605638706078469","0.752172198757349"
"Yes","2010","lower secondary degree","indirect migration background","62","0.770706050692693","0.689522104025743","0.851889997359643"
"Yes","2010","secondary school degree","no migration background","1996","0.656545599199144","0.639444557971635","0.673646640426652"
"Yes","2010","secondary school degree","direct migration background","72","0.763362322979015","0.676982178952155","0.849742467005875"
"Yes","2010","secondary school degree","indirect migration background","79","0.747374734435872","0.663049879503757","0.831699589367988"
"Yes","2010","college entrance qualification","no migration background","1989","0.745133742366296","0.728604012873043","0.761663471859548"
"Yes","2010","college entrance qualification","direct migration background","90","0.755788365667128","0.678272542463014","0.833304188871242"
"Yes","2010","college entrance qualification","indirect migration background","111","0.685956147681645","0.610926527481565","0.760985767881725"
"Yes","2010","Other degree","no migration background","29","","",""
"Yes","2010","Other degree","direct migration background","230","0.65636286616742","0.606607936773613","0.706117795561228"
"Yes","2010","Other degree","indirect migration background","4","","",""
"Yes","2010","no degree/no degree yet","no migration background","15","","",""
"Yes","2010","no degree/no degree yet","direct migration background","17","","",""
"Yes","2010","no degree/no degree yet","indirect migration background","2","","",""
"No","2010","lower secondary degree","no migration background","532","0.389474591952026","0.36401308926688","0.414936094637172"
"No","2010","lower secondary degree","direct migration background","52","0.321094547582091","0.247827801242651","0.394361293921531"
"No","2010","lower secondary degree","indirect migration background","41","0.229293949307307","0.148110002640357","0.310477895974257"
"No","2010","secondary school degree","no migration background","966","0.343454400800856","0.326353359573348","0.360555442028365"
"No","2010","secondary school degree","direct migration background","21","","",""
"No","2010","secondary school degree","indirect migration background","23","","",""
"No","2010","college entrance qualification","no migration background","681","0.254866257633704","0.238336528140452","0.271395987126957"
"No","2010","college entrance qualification","direct migration background","28","","",""
"No","2010","college entrance qualification","indirect migration background","36","0.314043852318355","0.239014232118275","0.389073472518435"
"No","2010","Other degree","no migration background","8","","",""
"No","2010","Other degree","direct migration background","120","0.34363713383258","0.293882204438772","0.393392063226387"
"No","2010","Other degree","indirect migration background","4","","",""
"No","2010","no degree/no degree yet","no migration background","11","","",""
"No","2010","no degree/no degree yet","direct migration background","7","","",""
"No","2010","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2011","lower secondary degree","no migration background","1157","0.656560082258398","0.633960636406078","0.679159528110718"
"Yes","2011","lower secondary degree","direct migration background","101","0.655221804502601","0.578905202755586","0.731538406249616"
"Yes","2011","lower secondary degree","indirect migration background","79","0.790816550348592","0.715152752418454","0.866480348278729"
"Yes","2011","secondary school degree","no migration background","2566","0.743868337966819","0.72947925712238","0.758257418811257"
"Yes","2011","secondary school degree","direct migration background","100","0.864724031244553","0.803273774615662","0.926174287873444"
"Yes","2011","secondary school degree","indirect migration background","120","0.814428218134598","0.75302797288499","0.875828463384207"
"Yes","2011","college entrance qualification","no migration background","2511","0.779054416551423","0.76470209571478","0.793406737388066"
"Yes","2011","college entrance qualification","direct migration background","105","0.841714581257346","0.778481261014546","0.904947901500146"
"Yes","2011","college entrance qualification","indirect migration background","148","0.743805732788612","0.680731257857511","0.806880207719712"
"Yes","2011","Other degree","no migration background","21","","",""
"Yes","2011","Other degree","direct migration background","318","0.735349783253384","0.694454102599911","0.776245463906857"
"Yes","2011","Other degree","indirect migration background","8","","",""
"Yes","2011","no degree/no degree yet","no migration background","30","0.85072841496816","0.741649651958106","0.959807177978214"
"Yes","2011","no degree/no degree yet","direct migration background","31","0.863583079372563","0.752988609266837","0.974177549478288"
"Yes","2011","no degree/no degree yet","indirect migration background","2","","",""
"No","2011","lower secondary degree","no migration background","539","0.343439917741602","0.320840471889282","0.366039363593922"
"No","2011","lower secondary degree","direct migration background","48","0.344778195497399","0.268461593750384","0.421094797244414"
"No","2011","lower secondary degree","indirect migration background","32","0.209183449651408","0.133519651721271","0.284847247581546"
"No","2011","secondary school degree","no migration background","969","0.256131662033181","0.241742581188743","0.27052074287762"
"No","2011","secondary school degree","direct migration background","19","","",""
"No","2011","secondary school degree","indirect migration background","34","0.185571781865402","0.124171536615793","0.24697202711501"
"No","2011","college entrance qualification","no migration background","699","0.220945583448577","0.206593262611934","0.23529790428522"
"No","2011","college entrance qualification","direct migration background","23","","",""
"No","2011","college entrance qualification","indirect migration background","36","0.256194267211389","0.193119792280288","0.319268742142489"
"No","2011","Other degree","no migration background","19","","",""
"No","2011","Other degree","direct migration background","129","0.264650216746616","0.223754536093143","0.305545897400089"
"No","2011","Other degree","indirect migration background","2","","",""
"No","2011","no degree/no degree yet","no migration background","11","","",""
"No","2011","no degree/no degree yet","direct migration background","6","","",""
"No","2011","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2012","lower secondary degree","no migration background","1163","0.643761102662268","0.621349839693956","0.666172365630579"
"Yes","2012","lower secondary degree","direct migration background","84","0.519913933804471","0.439423825381645","0.600404042227297"
"Yes","2012","lower secondary degree","indirect migration background","83","0.782475987417896","0.708037729676396","0.856914245159396"
"Yes","2012","secondary school degree","no migration background","2521","0.715111963594869","0.700289333824301","0.729934593365437"
"Yes","2012","secondary school degree","direct migration background","79","0.652803689903775","0.564238011752635","0.741369368054915"
"Yes","2012","secondary school degree","indirect migration background","106","0.789898528577888","0.7247052742332","0.855091782922577"
"Yes","2012","college entrance qualification","no migration background","2531","0.775166508118331","0.760912126403896","0.789420889832765"
"Yes","2012","college entrance qualification","direct migration background","118","0.76102055283571","0.692545334478693","0.829495771192726"
"Yes","2012","college entrance qualification","indirect migration background","154","0.804225902182767","0.749095876252619","0.859355928112914"
"Yes","2012","Other degree","no migration background","28","","",""
"Yes","2012","Other degree","direct migration background","325","0.669780712881089","0.627752290398398","0.71180913536378"
"Yes","2012","Other degree","indirect migration background","7","","",""
"Yes","2012","no degree/no degree yet","no migration background","34","0.713280109856421","0.595879695204385","0.830680524508457"
"Yes","2012","no degree/no degree yet","direct migration background","25","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","4","","",""
"No","2012","lower secondary degree","no migration background","591","0.356238897337732","0.333827634369421","0.378650160306044"
"No","2012","lower secondary degree","direct migration background","64","0.480086066195529","0.399595957772702","0.560576174618355"
"No","2012","lower secondary degree","indirect migration background","35","0.217524012582104","0.143085754840604","0.291962270323604"
"No","2012","secondary school degree","no migration background","1041","0.284888036405131","0.270065406634563","0.299710666175699"
"No","2012","secondary school degree","direct migration background","32","0.347196310096224","0.258630631945085","0.435761988247364"
"No","2012","secondary school degree","indirect migration background","44","0.210101471422112","0.144908217077423","0.2752947257668"
"No","2012","college entrance qualification","no migration background","764","0.224833491881669","0.210579110167235","0.239087873596103"
"No","2012","college entrance qualification","direct migration background","31","0.23897944716429","0.170504228807274","0.307454665521307"
"No","2012","college entrance qualification","indirect migration background","45","0.195774097817233","0.140644071887085","0.250904123747381"
"No","2012","Other degree","no migration background","14","","",""
"No","2012","Other degree","direct migration background","156","0.330219287118911","0.28819086463622","0.372247709601602"
"No","2012","Other degree","indirect migration background","2","","",""
"No","2012","no degree/no degree yet","no migration background","23","","",""
"No","2012","no degree/no degree yet","direct migration background","15","","",""
"No","2012","no degree/no degree yet","indirect migration background","3","","",""
"Yes","2013","lower secondary degree","no migration background","1063","0.676106865277301","0.652862787014852","0.699350943539749"
"Yes","2013","lower secondary degree","direct migration background","169","0.702088881492369","0.643616125532909","0.760561637451828"
"Yes","2013","lower secondary degree","indirect migration background","133","0.748057627376391","0.684637081809319","0.811478172943463"
"Yes","2013","secondary school degree","no migration background","2359","0.720134618516219","0.704756960854647","0.735512276177791"
"Yes","2013","secondary school degree","direct migration background","147","0.743396807301025","0.684183908658498","0.802609705943551"
"Yes","2013","secondary school degree","indirect migration background","174","0.765536763884282","0.710179166158751","0.820894361609813"
"Yes","2013","college entrance qualification","no migration background","2379","0.767463928691364","0.75259288684351","0.782334970539219"
"Yes","2013","college entrance qualification","direct migration background","163","0.784430265566727","0.729206075707565","0.839654455425889"
"Yes","2013","college entrance qualification","indirect migration background","219","0.770119058908923","0.722664817151666","0.817573300666181"
"Yes","2013","Other degree","no migration background","26","","",""
"Yes","2013","Other degree","direct migration background","862","0.668423767708203","0.64235681921938","0.694490716197026"
"Yes","2013","Other degree","indirect migration background","22","","",""
"Yes","2013","no degree/no degree yet","no migration background","29","","",""
"Yes","2013","no degree/no degree yet","direct migration background","51","0.810224589152033","0.720882745368043","0.899566432936023"
"Yes","2013","no degree/no degree yet","indirect migration background","10","","",""
"No","2013","lower secondary degree","no migration background","494","0.323893134722699","0.300649056460251","0.347137212985148"
"No","2013","lower secondary degree","direct migration background","66","0.297911118507631","0.239438362548172","0.356383874467091"
"No","2013","lower secondary degree","indirect migration background","47","0.251942372623609","0.188521827056537","0.315362918190681"
"No","2013","secondary school degree","no migration background","915","0.279865381483781","0.264487723822209","0.295243039145353"
"No","2013","secondary school degree","direct migration background","62","0.256603192698975","0.197390294056449","0.315816091341501"
"No","2013","secondary school degree","indirect migration background","51","0.234463236115718","0.179105638390187","0.28982083384125"
"No","2013","college entrance qualification","no migration background","721","0.232536071308636","0.217665029460781","0.24740711315649"
"No","2013","college entrance qualification","direct migration background","50","0.215569734433273","0.160345544574111","0.270793924292435"
"No","2013","college entrance qualification","indirect migration background","83","0.229880941091077","0.182426699333819","0.277335182848335"
"No","2013","Other degree","no migration background","15","","",""
"No","2013","Other degree","direct migration background","391","0.331576232291797","0.305509283802974","0.35764318078062"
"No","2013","Other degree","indirect migration background","10","","",""
"No","2013","no degree/no degree yet","no migration background","21","","",""
"No","2013","no degree/no degree yet","direct migration background","23","","",""
"No","2013","no degree/no degree yet","indirect migration background","5","","",""
"Yes","2014","lower secondary degree","no migration background","963","0.654050556668749","0.629300917526384","0.678800195811114"
"Yes","2014","lower secondary degree","direct migration background","133","0.661690339615613","0.596118451395327","0.727262227835899"
"Yes","2014","lower secondary degree","indirect migration background","110","0.735970686641845","0.665660872651128","0.806280500632561"
"Yes","2014","secondary school degree","no migration background","2143","0.725309554339092","0.709305085301647","0.741314023376536"
"Yes","2014","secondary school degree","direct migration background","116","0.684006845959953","0.612193656747549","0.755820035172358"
"Yes","2014","secondary school degree","indirect migration background","155","0.764781728952027","0.707822701157555","0.821740756746499"
"Yes","2014","college entrance qualification","no migration background","2243","0.771327388841012","0.756256185956776","0.786398591725249"
"Yes","2014","college entrance qualification","direct migration background","145","0.776443689934534","0.717665272979682","0.835222106889385"
"Yes","2014","college entrance qualification","indirect migration background","202","0.808076632961759","0.760299725094831","0.855853540828687"
"Yes","2014","Other degree","no migration background","22","","",""
"Yes","2014","Other degree","direct migration background","682","0.726595884977767","0.698690755395377","0.754501014560157"
"Yes","2014","Other degree","indirect migration background","14","","",""
"Yes","2014","no degree/no degree yet","no migration background","33","0.859784797246098","0.754778370830801","0.964791223661394"
"Yes","2014","no degree/no degree yet","direct migration background","27","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","7","","",""
"No","2014","lower secondary degree","no migration background","456","0.345949443331251","0.321199804188886","0.370699082473616"
"No","2014","lower secondary degree","direct migration background","67","0.338309660384387","0.272737772164101","0.403881548604673"
"No","2014","lower secondary degree","indirect migration background","41","0.264029313358155","0.193719499367439","0.334339127348872"
"No","2014","secondary school degree","no migration background","845","0.274690445660908","0.258685976623464","0.290694914698352"
"No","2014","secondary school degree","direct migration background","45","0.315993154040047","0.244179964827642","0.387806343252451"
"No","2014","secondary school degree","indirect migration background","58","0.235218271047973","0.1782592432535","0.292177298842445"
"No","2014","college entrance qualification","no migration background","740","0.228672611158988","0.213601408274751","0.243743814043224"
"No","2014","college entrance qualification","direct migration background","48","0.223556310065466","0.164777893110615","0.282334727020318"
"No","2014","college entrance qualification","indirect migration background","59","0.191923367038241","0.144146459171313","0.239700274905169"
"No","2014","Other degree","no migration background","13","","",""
