"plb0196_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","Not Employed","middle vocational","10","","","","1"
"Yes","2004","Employed","inadequately","16","","","","1"
"Yes","2004","Employed","higher education","1511","0.754088433076731","0.735120670098506","0.773056196054957","1"
"Yes","2004","Employed","general elemantary","259","0.595613908761455","0.549009842426865","0.642217975096045","1"
"Yes","2004","Employed","middle vocational","2438","0.672144365968849","0.65670878094923","0.687579950988468","1"
"Yes","2004","Employed","vocational + Abi","353","0.714986747583863","0.675536873477248","0.754436621690478","1"
"Yes","2004","Employed","higher vocational","545","0.788607567838388","0.758680080336546","0.81853505534023","1"
"No","2005","Not Employed","inadequately","","","","","2"
"No","2005","Not Employed","general elemantary","3","","","","2"
"No","2005","Not Employed","middle vocational","6","","","","2"
"No","2005","Not Employed","vocational + Abi","","","","","2"
"No","2005","Employed","middle vocational","1026","0.317366622258985","0.301437730770146","0.333295513747823","2"
"No","2005","Employed","vocational + Abi","143","0.331783865507711","0.290471132299063","0.373096598716358","2"
"No","2005","Employed","higher vocational","166","0.272623808761053","0.238069740818766","0.30717787670334","2"
"No","2005","Employed","higher education","418","0.227126914680313","0.20785174681976","0.246402082540866","2"
"No","2005","Not Employed","in school","","","","","2"
"No","2005","Not Employed","higher vocational","1","","","","2"
"No","2005","Not Employed","higher education","6","","","","2"
"No","2005","Employed","in school","5","","","","2"
"No","2005","Employed","inadequately","7","","","","2"
"No","2005","Employed","general elemantary","153","0.348840983490417","0.302763955336847","0.394918011643986","2"
"Yes","2005","Not Employed","vocational + Abi","3","","","","1"
"Yes","2005","Not Employed","higher vocational","","","","","1"
"Yes","2005","Not Employed","higher education","6","","","","1"
"Yes","2005","Employed","in school","2","","","","1"
"Yes","2005","Employed","inadequately","19","","","","1"
"Yes","2005","Not Employed","in school","","","","","1"
"Yes","2005","Not Employed","inadequately","1","","","","1"
"Yes","2005","Not Employed","general elemantary","2","","","","1"
"Yes","2005","Not Employed","middle vocational","11","","","","1"
"Yes","2005","Employed","higher education","1397","0.772873085319687","0.753597917459134","0.79214825318024","1"
"Yes","2005","Employed","general elemantary","258","0.651159016509583","0.605081988356014","0.697236044663153","1"
"Yes","2005","Employed","vocational + Abi","356","0.668216134492289","0.626903401283642","0.709528867700937","1"
"Yes","2005","Employed","middle vocational","2254","0.682633377741015","0.666704486252177","0.698562269229854","1"
"Yes","2005","Employed","higher vocational","472","0.727376191238947","0.69282212329666","0.761930259181234","1"
"No","2006","Not Employed","inadequately","","","","","2"
"No","2006","Not Employed","general elemantary","3","","","","2"
"No","2006","Not Employed","middle vocational","16","","","","2"
"No","2006","Not Employed","vocational + Abi","1","","","","2"
"No","2006","Employed","middle vocational","1084","0.307018859219131","0.29202205008591","0.322015668352353","2"
"No","2006","Employed","vocational + Abi","152","0.283561944928969","0.246527549942735","0.320596339915202","2"
"No","2006","Employed","higher vocational","163","0.224999043128956","0.19386392467996","0.256134161577952","2"
"No","2006","Employed","higher education","415","0.200219539609469","0.182811947732153","0.217627131486784","2"
"No","2006","Not Employed","in school","","","","","2"
"No","2006","Not Employed","higher vocational","1","","","","2"
"No","2006","Not Employed","higher education","3","","","","2"
"No","2006","Employed","in school","5","","","","2"
"No","2006","Employed","inadequately","11","","","","2"
"No","2006","Employed","general elemantary","141","0.35643360079581","0.308592217774886","0.404274983816735","2"
"Yes","2006","Not Employed","vocational + Abi","2","","","","1"
"Yes","2006","Not Employed","higher vocational","1","","","","1"
"Yes","2006","Not Employed","higher education","4","","","","1"
"Yes","2006","Employed","in school","3","","","","1"
"Yes","2006","Employed","inadequately","15","","","","1"
"Yes","2006","Not Employed","in school","","","","","1"
"Yes","2006","Not Employed","inadequately","1","","","","1"
"Yes","2006","Not Employed","general elemantary","5","","","","1"
"Yes","2006","Not Employed","middle vocational","27","","","","1"
"Yes","2006","Employed","higher education","1615","0.799780460390531","0.782372868513216","0.817188052267847","1"
"Yes","2006","Employed","general elemantary","244","0.64356639920419","0.595725016183265","0.691407782225114","1"
"Yes","2006","Employed","vocational + Abi","417","0.716438055071031","0.679403660084798","0.753472450057265","1"
"Yes","2006","Employed","middle vocational","2550","0.692981140780869","0.677984331647647","0.70797794991409","1"
"Yes","2006","Employed","higher vocational","528","0.775000956871044","0.743865838422048","0.80613607532004","1"
"No","2007","Not Employed","in school","","","","","2"
"No","2007","Not Employed","inadequately","","","","","2"
"No","2007","Not Employed","general elemantary","3","","","","2"
"No","2007","Not Employed","middle vocational","14","","","","2"
"No","2007","Not Employed","vocational + Abi","1","","","","2"
"No","2007","Employed","middle vocational","940","0.267875096215559","0.253002577325537","0.282747615105581","2"
"No","2007","Employed","vocational + Abi","125","0.216860450983613","0.182101955666163","0.251618946301062","2"
"No","2007","Employed","higher vocational","146","0.228721044495586","0.196027480558634","0.261414608432538","2"
"No","2007","Employed","higher education","412","0.210496915141815","0.192248009819475","0.228745820464154","2"
"No","2007","Not Employed","higher vocational","1","","","","2"
"No","2007","Not Employed","higher education","7","","","","2"
"No","2007","Employed","in school","3","","","","2"
"No","2007","Employed","inadequately","9","","","","2"
"No","2007","Employed","general elemantary","110","0.363901316110058","0.3099947783486","0.417807853871516","2"
"Yes","2007","Not Employed","vocational + Abi","2","","","","1"
"Yes","2007","Not Employed","higher vocational","4","","","","1"
"Yes","2007","Not Employed","higher education","9","","","","1"
"Yes","2007","Employed","in school","2","","","","1"
"Yes","2007","Employed","inadequately","8","","","","1"
"Yes","2007","Not Employed","in school","","","","","1"
"Yes","2007","Not Employed","inadequately","","","","","1"
"Yes","2007","Not Employed","general elemantary","5","","","","1"
"Yes","2007","Not Employed","middle vocational","20","","","","1"
"Yes","2007","Employed","higher education","1505","0.789503084858185","0.771254179535846","0.807751990180525","1"
"Yes","2007","Employed","general elemantary","196","0.636098683889942","0.582192146128483","0.6900052216514","1"
"Yes","2007","Employed","vocational + Abi","415","0.783139549016387","0.748381053698938","0.817898044333837","1"
"Yes","2007","Employed","middle vocational","2466","0.732124903784441","0.717252384894419","0.746997422674463","1"
"Yes","2007","Employed","higher vocational","488","0.771278955504414","0.738585391567462","0.803972519441366","1"
"No","2008","Not Employed","in school","1","","","","2"
"No","2008","Not Employed","inadequately","","","","","2"
"No","2008","Not Employed","general elemantary","3","","","","2"
"No","2008","Not Employed","middle vocational","12","","","","2"
"No","2008","Not Employed","vocational + Abi","2","","","","2"
"No","2008","Employed","middle vocational","1028","0.303686945250484","0.288172847169099","0.319201043331869","2"
"No","2008","Employed","vocational + Abi","136","0.252322083532624","0.215378779141367","0.289265387923882","2"
"No","2008","Employed","higher vocational","125","0.202758393214845","0.170425894656326","0.235090891773363","2"
"No","2008","Employed","higher education","397","0.219072203211091","0.200157802233305","0.237986604188877","2"
"No","2008","Not Employed","higher vocational","1","","","","2"
"No","2008","Not Employed","higher education","7","","","","2"
"No","2008","Employed","in school","4","","","","2"
"No","2008","Employed","inadequately","9","","","","2"
"No","2008","Employed","general elemantary","120","0.363678157785169","0.312842798837422","0.414513516732915","2"
"Yes","2008","Not Employed","vocational + Abi","4","","","","1"
"Yes","2008","Not Employed","higher vocational","2","","","","1"
"Yes","2008","Not Employed","higher education","15","","","","1"
"Yes","2008","Employed","in school","4","","","","1"
"Yes","2008","Not Employed","middle vocational","13","","","","1"
"Yes","2008","Employed","inadequately","11","","","","1"
"Yes","2008","Employed","higher education","1440","0.780927796788909","0.762013395811123","0.799842197766695","1"
"Yes","2008","Employed","general elemantary","224","0.636321842214831","0.585486483267085","0.687157201162578","1"
"Yes","2008","Employed","middle vocational","2347","0.696313054749516","0.680798956668131","0.711827152830901","1"
"Yes","2008","Not Employed","in school","","","","","1"
"Yes","2008","Not Employed","inadequately","","","","","1"
"Yes","2008","Not Employed","general elemantary","3","","","","1"
"Yes","2008","Employed","vocational + Abi","395","0.747677916467376","0.710734612076118","0.784621220858634","1"
"Yes","2008","Employed","higher vocational","469","0.797241606785155","0.764909108226637","0.829574105343674","1"
"No","2009","Not Employed","in school","","","","","2"
"No","2009","Not Employed","inadequately","1","","","","2"
"No","2009","Not Employed","general elemantary","","","","","2"
"No","2009","Not Employed","middle vocational","10","","","","2"
"No","2009","Not Employed","vocational + Abi","1","","","","2"
"No","2009","Employed","middle vocational","966","0.328500498414039","0.311543503620015","0.345457493208063","2"
"No","2009","Employed","vocational + Abi","121","0.267150112236349","0.227190355952604","0.307109868520094","2"
"No","2009","Employed","higher vocational","144","0.251813554990872","0.215372217368502","0.288254892613242","2"
"No","2009","Employed","higher education","378","0.220881447115716","0.201213526250396","0.240549367981036","2"
"No","2009","Not Employed","higher vocational","1","","","","2"
"No","2009","Not Employed","higher education","4","","","","2"
"No","2009","Employed","in school","2","","","","2"
"No","2009","Employed","inadequately","9","","","","2"
"No","2009","Employed","general elemantary","109","0.371231295432597","0.312952055811504","0.429510535053691","2"
"Yes","2009","Not Employed","vocational + Abi","2","","","","1"
"Yes","2009","Not Employed","higher vocational","1","","","","1"
"Yes","2009","Not Employed","higher education","4","","","","1"
"Yes","2009","Employed","in school","3","","","","1"
"Yes","2009","Not Employed","middle vocational","5","","","","1"
"Yes","2009","Employed","inadequately","13","","","","1"
"Yes","2009","Employed","higher education","1331","0.779118552884284","0.759450632018964","0.798786473749604","1"
"Yes","2009","Employed","general elemantary","155","0.628768704567403","0.570489464946309","0.687047944188496","1"
"Yes","2009","Employed","middle vocational","1981","0.671499501585961","0.654542506791937","0.688456496379985","1"
"Yes","2009","Not Employed","general elemantary","1","","","","1"
"Yes","2009","Not Employed","in school","","","","","1"
"Yes","2009","Not Employed","inadequately","","","","","1"
"Yes","2009","Employed","vocational + Abi","350","0.732849887763651","0.692890131479906","0.772809644047396","1"
"Yes","2009","Employed","higher vocational","401","0.748186445009128","0.711745107386758","0.784627782631498","1"
"No","2010","Not Employed","in school","","","","","2"
"No","2010","Not Employed","inadequately","1","","","","2"
"No","2010","Not Employed","general elemantary","8","","","","2"
"No","2010","Not Employed","middle vocational","31","0.61498821183624","0.495773867913889","0.734202555758591","2"
"No","2010","Not Employed","vocational + Abi","9","","","","2"
"No","2010","Employed","middle vocational","1402","0.353753751133753","0.338942053408492","0.368565448859014","2"
"No","2010","Employed","vocational + Abi","204","0.302130939319504","0.268613947646466","0.335647930992541","2"
"No","2010","Employed","higher vocational","174","0.270418289900772","0.236984297134641","0.303852282666904","2"
"No","2010","Employed","higher education","550","0.239051255081961","0.22161706318136","0.256485446982562","2"
"No","2010","Not Employed","higher vocational","1","","","","2"
"No","2010","Not Employed","higher education","10","","","","2"
"No","2010","Employed","in school","2","","","","2"
"No","2010","Employed","inadequately","12","","","","2"
"No","2010","Employed","general elemantary","156","0.429627155761545","0.382564231532264","0.476690079990826","2"
"Yes","2010","Not Employed","vocational + Abi","7","","","","1"
"Yes","2010","Not Employed","higher vocational","6","","","","1"
"Yes","2010","Not Employed","higher education","18","","","","1"
"Yes","2010","Employed","in school","5","","","","1"
"Yes","2010","Not Employed","middle vocational","33","0.38501178816376","0.265797444241409","0.504226132086111","1"
"Yes","2010","Employed","inadequately","27","","","","1"
"Yes","2010","Employed","higher education","1749","0.760948744918039","0.743514553017438","0.77838293681864","1"
"Yes","2010","Not Employed","inadequately","1","","","","1"
"Yes","2010","Not Employed","in school","","","","","1"
"Yes","2010","Not Employed","general elemantary","4","","","","1"
"Yes","2010","Employed","general elemantary","269","0.570372844238455","0.523309920009174","0.617435768467736","1"
"Yes","2010","Employed","middle vocational","2601","0.646246248866247","0.631434551140986","0.661057946591508","1"
"Yes","2010","Employed","vocational + Abi","517","0.697869060680496","0.664352069007459","0.731386052353534","1"
"Yes","2010","Employed","higher vocational","504","0.729581710099228","0.696147717333096","0.763015702865359","1"
"No","2011","Not Employed","in school","","","","","2"
"No","2011","Not Employed","inadequately","2","","","","2"
"No","2011","Not Employed","general elemantary","9","","","","2"
"No","2011","Not Employed","middle vocational","20","","","","2"
"No","2011","Not Employed","vocational + Abi","5","","","","2"
"No","2011","Not Employed","higher vocational","1","","","","2"
"No","2011","Not Employed","higher education","8","","","","2"
"No","2011","Employed","in school","2","","","","2"
"No","2011","Employed","inadequately","16","","","","2"
"No","2011","Employed","general elemantary","187","0.325815418664577","0.287169904354544","0.364460932974611","2"
"No","2011","Employed","middle vocational","1392","0.288737416201973","0.275885069087089","0.301589763316857","2"
"No","2011","Employed","vocational + Abi","198","0.220028284076398","0.192673151757588","0.247383416395209","2"
"No","2011","Employed","higher vocational","169","0.217871534744637","0.189513561984679","0.246229507504595","2"
"No","2011","Employed","higher education","583","0.209241480211315","0.194005261407506","0.224477699015124","2"
"Yes","2011","Not Employed","vocational + Abi","11","","","","1"
"Yes","2011","Not Employed","higher vocational","4","","","","1"
"Yes","2011","Not Employed","higher education","31","0.681780373094798","0.535595809366262","0.827964936823334","1"
"Yes","2011","Employed","in school","8","","","","1"
"Yes","2011","Not Employed","middle vocational","36","0.715394892194491","0.597213707261156","0.833576077127826","1"
"Yes","2011","Not Employed","in school","","","","","1"
"Yes","2011","Employed","inadequately","41","0.750577585759482","0.638252645051039","0.862902526467926","1"
"Yes","2011","Employed","higher education","2155","0.790758519788685","0.775522300984876","0.805994738592494","1"
"Yes","2011","Not Employed","inadequately","","","","","1"
"Yes","2011","Not Employed","general elemantary","5","","","","1"
"Yes","2011","Employed","middle vocational","3384","0.711262583798027","0.698410236683143","0.724114930912911","1"
"Yes","2011","Employed","higher vocational","645","0.782128465255363","0.753770492495405","0.810486438015321","1"
"Yes","2011","Employed","general elemantary","378","0.674184581335422","0.635539067025389","0.712830095645456","1"
"Yes","2011","Employed","vocational + Abi","683","0.779971715923602","0.752616583604791","0.807326848242412","1"
"No","2012","Not Employed","in school","","","","","2"
"No","2012","Not Employed","inadequately","2","","","","2"
"No","2012","Not Employed","general elemantary","7","","","","2"
"No","2012","Not Employed","middle vocational","51","0.475462044263405","0.384188365047844","0.566735723478967","2"
"No","2012","Not Employed","vocational + Abi","5","","","","2"
"No","2012","Not Employed","higher vocational","3","","","","2"
"No","2012","Not Employed","higher education","16","","","","2"
"No","2012","Employed","in school","4","","","","2"
"No","2012","Employed","inadequately","29","","","","2"
"No","2012","Employed","general elemantary","196","0.363388022244025","0.324074959855124","0.402701084632926","2"
"No","2012","Employed","middle vocational","1543","0.318799464065615","0.305716636709121","0.331882291422109","2"
"No","2012","Employed","vocational + Abi","231","0.240886888273194","0.213506593288125","0.268267183258264","2"
"No","2012","Employed","higher vocational","182","0.232255341364434","0.203175178216736","0.261335504512133","2"
"No","2012","Employed","higher education","630","0.218384512608728","0.202984962999852","0.233784062217604","2"
"Yes","2012","Not Employed","vocational + Abi","14","","","","1"
"Yes","2012","Not Employed","higher vocational","9","","","","1"
"Yes","2012","Not Employed","higher education","25","","","","1"
"Yes","2012","Employed","in school","7","","","","1"
"Yes","2012","Employed","higher education","2135","0.781615487391272","0.766215937782396","0.797015037000148","1"
"Yes","2012","Not Employed","middle vocational","64","0.524537955736595","0.433264276521033","0.615811634952156","1"
"Yes","2012","Not Employed","in school","1","","","","1"
"Yes","2012","Employed","inadequately","45","0.69896466073587","0.594452077771704","0.803477243700035","1"
"Yes","2012","Employed","higher vocational","628","0.767744658635566","0.738664495487867","0.796824821783264","1"
"Yes","2012","Not Employed","inadequately","1","","","","1"
"Yes","2012","Not Employed","general elemantary","11","","","","1"
"Yes","2012","Employed","middle vocational","3331","0.681200535934385","0.668117708577891","0.694283363290879","1"
"Yes","2012","Employed","vocational + Abi","706","0.759113111726806","0.731732816741736","0.786493406711875","1"
"Yes","2012","Employed","general elemantary","379","0.636611977755975","0.597298915367074","0.675925040144876","1"
"No","2013","Not Employed","in school","2","","","","2"
"No","2013","Not Employed","inadequately","17","","","","2"
"No","2013","Not Employed","general elemantary","102","0.296380077395733","0.245627107133139","0.347133047658327","2"
"No","2013","Not Employed","middle vocational","244","0.329727162560562","0.295268513836336","0.364185811284787","2"
"No","2013","Not Employed","vocational + Abi","76","0.315223222877764","0.258640763108272","0.371805682647257","2"
"No","2013","Not Employed","higher vocational","7","","","","2"
"No","2013","Not Employed","higher education","126","0.267355476132933","0.226998529625589","0.307712422640277","2"
"No","2013","Employed","in school","3","","","","2"
"No","2013","Employed","inadequately","22","","","","2"
"No","2013","Employed","general elemantary","163","0.305372217643359","0.265242725019093","0.345501710267625","2"
"No","2013","Employed","middle vocational","1285","0.299656895498941","0.286088509663582","0.313225281334299","2"
"No","2013","Employed","vocational + Abi","215","0.251737471563704","0.222662979238684","0.280811963888724","2"
"No","2013","Employed","higher vocational","161","0.218650667311691","0.188667004359193","0.24863433026419","2"
"No","2013","Employed","higher education","571","0.228443404927721","0.212074535804858","0.244812274050584","2"
"Yes","2013","Not Employed","vocational + Abi","183","0.684776777122236","0.628194317352743","0.741359236891728","1"
"Yes","2013","Not Employed","higher vocational","24","","","","1"
"Yes","2013","Not Employed","higher education","336","0.732644523867067","0.692287577359724","0.773001470374411","1"
"Yes","2013","Employed","in school","12","","","","1"
"Yes","2013","Employed","higher education","1956","0.771556595072279","0.755187725949416","0.787925464195142","1"
"Yes","2013","Not Employed","middle vocational","471","0.670272837439439","0.635814188715213","0.704731486163664","1"
"Yes","2013","Not Employed","in school","4","","","","1"
"Yes","2013","Not Employed","inadequately","31","0.769261977303042","0.650076266991338","0.888447687614745","1"
"Yes","2013","Employed","inadequately","31","0.580106583005796","0.447234548126587","0.712978617885006","1"
"Yes","2013","Employed","higher vocational","569","0.781349332688309","0.75136566973581","0.811332995640807","1"
"Yes","2013","Employed","middle vocational","3094","0.700343104501059","0.686774718665701","0.713911490336417","1"
"Yes","2013","Not Employed","general elemantary","209","0.703619922604267","0.652866952341673","0.754372892866861","1"
"Yes","2013","Employed","vocational + Abi","641","0.748262528436296","0.719188036111276","0.777337020761316","1"
"Yes","2013","Employed","general elemantary","343","0.694627782356641","0.654498289732375","0.734757274980908","1"
"No","2014","Not Employed","in school","","","","","2"
"No","2014","Not Employed","inadequately","3","","","","2"
"No","2014","Not Employed","general elemantary","13","","","","2"
"No","2014","Not Employed","middle vocational","39","0.558070013984514","0.464409337031266","0.651730690937762","2"
"No","2014","Not Employed","vocational + Abi","8","","","","2"
"No","2014","Not Employed","higher vocational","3","","","","2"
"No","2014","Not Employed","higher education","20","","","","2"
"No","2014","Employed","in school","2","","","","2"
"No","2014","Employed","inadequately","27","","","","2"
"No","2014","Employed","general elemantary","218","0.339033773494074","0.302973400677971","0.375094146310178","2"
"No","2014","Employed","middle vocational","1326","0.293270681998513","0.279911100368072","0.306630263628954","2"
"No","2014","Employed","vocational + Abi","256","0.231474302177483","0.205385038425112","0.257563565929854","2"
"No","2014","Employed","higher vocational","166","0.244212529415097","0.212016385868093","0.276408672962101","2"
"No","2014","Employed","higher education","661","0.21840056139914","0.202887988611568","0.233913134186711","2"
"Yes","2014","Not Employed","vocational + Abi","14","","","","1"
"Yes","2014","Not Employed","higher vocational","8","","","","1"
"Yes","2014","Not Employed","higher education","28","","","","1"
"Yes","2014","Employed","in school","10","","","","1"
"Yes","2014","Employed","higher education","2064","0.78159943860086","0.766086865813289","0.797112011388431","1"
"Yes","2014","Not Employed","in school","1","","","","1"
"Yes","2014","Not Employed","middle vocational","69","0.441929986015486","0.348269309062238","0.535590662968734","1"
"Yes","2014","Employed","inadequately","37","0.705391064226735","0.59370575819524","0.817076370258229","1"
"Yes","2014","Employed","higher vocational","518","0.755787470584903","0.723591327037899","0.787983614131907","1"
"Yes","2014","Employed","general elemantary","444","0.660966226505926","0.624905853689822","0.697026599322029","1"
"Yes","2014","Employed","middle vocational","3135","0.706729318001487","0.693369736371046","0.720088899631928","1"
"Yes","2014","Not Employed","inadequately","1","","","","1"
"Yes","2014","Not Employed","general elemantary","21","","","","1"
"Yes","2014","Employed","vocational + Abi","748","0.768525697822517","0.742436434070146","0.794614961574888","1"
"No","2015","Not Employed","in school","2","","","","2"
"No","2015","Not Employed","inadequately","9","","","","2"
"No","2015","Not Employed","general elemantary","27","","","","2"
"No","2015","Not Employed","middle vocational","61","0.411796791914533","0.340490521789935","0.483103062039132","2"
"No","2015","Not Employed","vocational + Abi","23","","","","2"
"No","2015","Not Employed","higher vocational","1","","","","2"
"No","2015","Not Employed","higher education","64","0.202582014209878","0.154099003211629","0.251065025208127","2"
"No","2015","Employed","in school","3","","","","2"
"No","2015","Employed","inadequately","18","","","","2"
"No","2015","Employed","general elemantary","156","0.246900374078857","0.211281434690308","0.282519313467406","2"
"No","2015","Employed","middle vocational","1067","0.268509103899314","0.254851553923973","0.282166653874655","2"
"No","2015","Employed","vocational + Abi","220","0.262038103616098","0.233529615496065","0.290546591736131","2"
"No","2015","Employed","higher vocational","103","0.176295630068454","0.147569230185592","0.205022029951317","2"
"No","2015","Employed","higher education","455","0.177652048623769","0.162627188198127","0.192676909049411","2"
"Yes","2015","Not Employed","vocational + Abi","47","0.669926414478515","0.559767916057258","0.780084912899772","1"
"Yes","2015","Not Employed","higher vocational","4","","","","1"
"Yes","2015","Not Employed","higher education","200","0.797417985790122","0.748934974791873","0.845900996788371","1"
"Yes","2015","Employed","in school","1","","","","1"
"Yes","2015","Employed","higher education","2031","0.822347951376231","0.807323090950589","0.837372811801873","1"
"Yes","2015","Employed","inadequately","35","0.738343337196631","0.620010511480275","0.856676162912988","1"
"Yes","2015","Employed","general elemantary","407","0.753099625921143","0.717480686532594","0.788718565309692","1"
"Yes","2015","Not Employed","in school","2","","","","1"
"Yes","2015","Not Employed","middle vocational","122","0.588203208085467","0.516896937960868","0.659509478210065","1"
"Yes","2015","Employed","middle vocational","2978","0.731490896100686","0.717833346125345","0.745148446076027","1"
"Yes","2015","Employed","higher vocational","573","0.823704369931545","0.794977970048683","0.852430769814408","1"
"Yes","2015","Not Employed","inadequately","13","","","","1"
"Yes","2015","Not Employed","general elemantary","52","0.698188370183299","0.596963125345605","0.799413615020993","1"
"Yes","2015","Employed","vocational + Abi","694","0.737961896383902","0.709453408263869","0.766470384503935","1"
"No","2016","Not Employed","in school","","","","","2"
"No","2016","Not Employed","inadequately","2","","","","2"
"No","2016","Not Employed","general elemantary","5","","","","2"
"No","2016","Not Employed","middle vocational","24","","","","2"
"No","2016","Not Employed","vocational + Abi","5","","","","2"
"No","2016","Not Employed","higher vocational","1","","","","2"
"No","2016","Not Employed","higher education","7","","","","2"
"No","2016","Employed","in school","4","","","","2"
"No","2016","Employed","inadequately","20","","","","2"
"No","2016","Employed","general elemantary","170","0.316353348359987","0.277452060247183","0.355254636472792","2"
"No","2016","Employed","middle vocational","1010","0.261577762392789","0.247887614687377","0.275267910098202","2"
"No","2016","Employed","vocational + Abi","215","0.223081493640052","0.196896167878224","0.249266819401881","2"
"No","2016","Employed","higher vocational","134","0.195528896124496","0.164681257315958","0.226376534933033","2"
"No","2016","Employed","higher education","529","0.183739899413223","0.168853919166276","0.19862587966017","2"
"Yes","2016","Not Employed","vocational + Abi","14","","","","1"
"Yes","2016","Not Employed","higher vocational","2","","","","1"
"Yes","2016","Not Employed","higher education","23","","","","1"
"Yes","2016","Employed","in school","7","","","","1"
"Yes","2016","Employed","higher education","2071","0.816260100586777","0.80137412033983","0.831146080833724","1"
"Yes","2016","Employed","inadequately","42","0.625142925394871","0.50464633381388","0.745639516975861","1"
"Yes","2016","Employed","general elemantary","379","0.683646651640012","0.644745363527208","0.722547939752817","1"
"Yes","2016","Employed","middle vocational","2949","0.738422237607211","0.724732089901798","0.752112385312623","1"
"Yes","2016","Not Employed","in school","","","","","1"
"Yes","2016","Not Employed","middle vocational","36","0.610017996553233","0.486603529347873","0.733432463758594","1"
"Yes","2016","Employed","higher vocational","501","0.804471103875505","0.773623465066967","0.835318742684042","1"
"Yes","2016","Not Employed","inadequately","2","","","","1"
"Yes","2016","Not Employed","general elemantary","14","","","","1"
"Yes","2016","Employed","vocational + Abi","756","0.776918506359947","0.750733180598119","0.803103832121775","1"
"No","2017","Not Employed","in school","2","","","","2"
"No","2017","Not Employed","inadequately","8","","","","2"
"No","2017","Not Employed","general elemantary","16","","","","2"
"No","2017","Not Employed","middle vocational","26","","","","2"
"No","2017","Not Employed","vocational + Abi","3","","","","2"
"No","2017","Not Employed","higher vocational","","","","","2"
"No","2017","Not Employed","higher education","16","","","","2"
"No","2017","Employed","in school","1","","","","2"
"No","2017","Employed","inadequately","28","","","","2"
"No","2017","Employed","general elemantary","169","0.303968071303142","0.266946972097899","0.340989170508386","2"
"No","2017","Employed","middle vocational","1134","0.262059840359694","0.248871379515223","0.275248301204165","2"
"No","2017","Employed","vocational + Abi","259","0.256037064893378","0.229562738962304","0.282511390824452","2"
"No","2017","Employed","higher vocational","139","0.199971304760196","0.169456348933766","0.230486260586625","2"
"No","2017","Employed","higher education","530","0.182349212827412","0.168064787906531","0.196633637748293","2"
"Yes","2017","Not Employed","vocational + Abi","9","","","","1"
"Yes","2017","Not Employed","higher vocational","1","","","","1"
"Yes","2017","Not Employed","higher education","28","","","","1"
"Yes","2017","Employed","in school","2","","","","1"
"Yes","2017","Not Employed","middle vocational","53","0.779653552384248","0.688255192391756","0.87105191237674","1"
"Yes","2017","Employed","higher education","2277","0.817650787172588","0.803366362251707","0.831935212093469","1"
"Yes","2017","Employed","general elemantary","424","0.696031928696857","0.659010829491614","0.733053027902101","1"
"Yes","2017","Not Employed","inadequately","22","","","","1"
"Yes","2017","Employed","inadequately","46","0.59920674016541","0.487551070462507","0.710862409868312","1"
"Yes","2017","Not Employed","general elemantary","21","","","","1"
"Yes","2017","Employed","middle vocational","3137","0.737940159640306","0.724751698795835","0.751128620484777","1"
"Yes","2017","Not Employed","in school","2","","","","1"
"Yes","2017","Employed","higher vocational","521","0.800028695239804","0.769513739413375","0.830543651066234","1"
"Yes","2017","Employed","vocational + Abi","785","0.743962935106622","0.717488609175548","0.770437261037696","1"
"No","2018","Not Employed","in school","2","","","","2"
"No","2018","Not Employed","inadequately","15","","","","2"
"No","2018","Not Employed","general elemantary","18","","","","2"
"No","2018","Not Employed","middle vocational","26","","","","2"
"No","2018","Not Employed","vocational + Abi","3","","","","2"
"No","2018","Not Employed","higher vocational","3","","","","2"
"No","2018","Not Employed","higher education","21","","","","2"
"No","2018","Employed","in school","1","","","","2"
"No","2018","Employed","inadequately","35","0.485438016625359","0.381604197439027","0.589271835811692","2"
"No","2018","Employed","general elemantary","189","0.267316638660165","0.232396442926208","0.302236834394121","2"
"No","2018","Employed","middle vocational","1231","0.265422698627144","0.252316020662125","0.278529376592162","2"
"No","2018","Employed","vocational + Abi","271","0.218621319019769","0.19370478493456","0.243537853104978","2"
"No","2018","Employed","higher vocational","144","0.238415525378121","0.205857245535413","0.270973805220828","2"
"No","2018","Employed","higher education","697","0.224048155554536","0.20890155892985","0.239194752179222","2"
"Yes","2018","Not Employed","vocational + Abi","13","","","","1"
"Yes","2018","Not Employed","higher vocational","","","","","1"
"Yes","2018","Not Employed","higher education","55","0.58855190956262","0.477917249194719","0.699186569930522","1"
"Yes","2018","Employed","in school","","","","","1"
"Yes","2018","Not Employed","middle vocational","68","0.701867841000429","0.609394563869447","0.794341118131411","1"
"Yes","2018","Employed","higher education","2214","0.775951844445464","0.760805247820778","0.791098441070149","1"
"Yes","2018","Not Employed","inadequately","32","0.463291972314978","0.320732658870095","0.605851285759861","1"
"Yes","2018","Employed","inadequately","54","0.514561983374641","0.410728164188308","0.618395802560973","1"
"Yes","2018","Employed","general elemantary","428","0.732683361339835","0.697763165605879","0.767603557073792","1"
"Yes","2018","Not Employed","general elemantary","33","0.802895095742936","0.69371559080959","0.912074600676282","1"
"Yes","2018","Employed","middle vocational","3129","0.734577301372856","0.721470623407837","0.747683979337875","1"
"Yes","2018","Not Employed","in school","2","","","","1"
"Yes","2018","Employed","higher vocational","514","0.761584474621879","0.729026194779172","0.794142754464587","1"
