"plb0196_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Part Time","indirect migration background","66","0.656379544353846","0.560879557432597","0.751879531275095","1"
"Yes","2010","Not Working","no migration background","58","0.420676358496165","0.328422098977161","0.512930618015169","1"
"Yes","2010","Not Working","direct migration background","10","","","","1"
"Yes","2010","Not Working","indirect migration background","2","","","","1"
"Yes","2010","Part Time","no migration background","1238","0.603765969660644","0.582276200306764","0.625255739014523","1"
"No","2011","Part Time","indirect migration background","47","0.335388243373964","0.260578131746862","0.410198355001065","2"
"No","2011","Not Working","no migration background","40","0.414709428949697","0.322219901448767","0.507198956450627","2"
"No","2011","Not Working","direct migration background","3","","","","2"
"No","2011","Not Working","indirect migration background","2","","","","2"
"No","2011","Full Time","no migration background","1391","0.231567571552611","0.220951241764121","0.2421839013411","2"
"No","2011","Full Time","direct migration background","142","0.230806247611692","0.197369438351385","0.264243056872","2"
"No","2011","Full Time","indirect migration background","69","0.192391914267472","0.150118376465034","0.23466545206991","2"
"No","2011","Part Time","no migration background","850","0.354940656152224","0.336405091629979","0.373476220674469","2"
"No","2011","Part Time","direct migration background","86","0.28527538818456","0.232759532980628","0.337791243388491","2"
"Yes","2011","Not Working","direct migration background","16","","","","1"
"Yes","2011","Full Time","no migration background","4674","0.768432428447389","0.7578160986589","0.779048758235879","1"
"Yes","2011","Full Time","direct migration background","468","0.769193752388308","0.735756943128","0.802630561648615","1"
"Yes","2011","Full Time","indirect migration background","265","0.807608085732528","0.76533454793009","0.849881623534966","1"
"Yes","2011","Part Time","direct migration background","198","0.71472461181544","0.662208756611509","0.767240467019372","1"
"Yes","2011","Part Time","indirect migration background","106","0.664611756626036","0.589801644998935","0.739421868253138","1"
"Yes","2011","Not Working","no migration background","69","0.585290571050303","0.492801043549374","0.677780098551233","1"
"Yes","2011","Not Working","indirect migration background","4","","","","1"
"Yes","2011","Part Time","no migration background","1710","0.645059343847776","0.626523779325531","0.663594908370021","1"
"No","2012","Part Time","indirect migration background","56","0.332768652941632","0.259295449985476","0.406241855897788","2"
"No","2012","Not Working","no migration background","68","0.411593964274421","0.339701247315651","0.483486681233191","2"
"No","2012","Not Working","direct migration background","13","","","","2"
"No","2012","Not Working","indirect migration background","4","","","","2"
"No","2012","Full Time","no migration background","1484","0.241848703344498","0.231118865038655","0.252578541650341","2"
"No","2012","Full Time","direct migration background","189","0.31393212516333","0.278227279134468","0.349636971192192","2"
"No","2012","Full Time","indirect migration background","79","0.170617561808739","0.131319960470001","0.209915163147477","2"
"No","2012","Part Time","no migration background","933","0.39415369604672","0.375315823666983","0.412991568426457","2"
"No","2012","Part Time","direct migration background","101","0.387123646452424","0.329968245986825","0.444279046918023","2"
"Yes","2012","Not Working","direct migration background","9","","","","1"
"Yes","2012","Full Time","no migration background","4634","0.758151296655502","0.747421458349659","0.768881134961345","1"
"Yes","2012","Full Time","direct migration background","460","0.68606787483667","0.650363028807808","0.721772720865532","1"
"Yes","2012","Full Time","indirect migration background","273","0.829382438191261","0.790084836852523","0.868680039529999","1"
"Yes","2012","Part Time","direct migration background","178","0.612876353547576","0.555720953081977","0.670031754013175","1"
"Yes","2012","Part Time","indirect migration background","102","0.667231347058368","0.593758144102212","0.740704550014524","1"
"Yes","2012","Not Working","no migration background","112","0.588406035725579","0.516513318766809","0.660298752684349","1"
"Yes","2012","Not Working","indirect migration background","7","","","","1"
"Yes","2012","Part Time","no migration background","1652","0.60584630395328","0.587008431573543","0.624684176333017","1"
"No","2013","Full Time","no migration background","1323","0.24459316885412","0.233263997616469","0.255922340091772","2"
"No","2013","Full Time","direct migration background","130","0.235758272405486","0.200695783834006","0.270820760976965","2"
"No","2013","Full Time","indirect migration background","74","0.226377008089727","0.180015584367101","0.272738431812354","2"
"No","2013","Part Time","no migration background","799","0.355714090782365","0.336517245383826","0.374910936180904","2"
"No","2013","Part Time","direct migration background","73","0.386667098934371","0.323593575705141","0.449740622163601","2"
"No","2013","Part Time","indirect migration background","47","0.282260651838208","0.208999686331441","0.355521617344975","2"
"No","2013","Not Working","no migration background","90","0.324000037349859","0.269666056278014","0.378334018421704","2"
"No","2013","Not Working","direct migration background","405","0.326307901179186","0.30006285279121","0.352552949567161","2"
"No","2013","Not Working","indirect migration background","84","0.225822704241729","0.180573058196312","0.271072350287146","2"
"Yes","2013","Not Working","direct migration background","821","0.673692098820814","0.647447050432839","0.69993714720879","1"
"Yes","2013","Not Working","no migration background","195","0.675999962650141","0.621665981578296","0.730333943721986","1"
"Yes","2013","Full Time","no migration background","4207","0.75540683114588","0.744077659908228","0.766736002383531","1"
"Yes","2013","Full Time","direct migration background","433","0.764241727594514","0.729179239023034","0.799304216165993","1"
"Yes","2013","Full Time","indirect migration background","239","0.773622991910273","0.727261568187646","0.819984415632899","1"
"Yes","2013","Part Time","direct migration background","156","0.613332901065629","0.5502593778364","0.676406424294859","1"
"Yes","2013","Part Time","indirect migration background","98","0.717739348161792","0.644478382655025","0.791000313668559","1"
"Yes","2013","Not Working","indirect migration background","244","0.774177295758271","0.728927649712854","0.819426941803688","1"
"Yes","2013","Part Time","no migration background","1590","0.644285909217635","0.625089063819096","0.663482754616174","1"
"No","2014","Full Time","no migration background","1252","0.243576659362919","0.231963470916143","0.255189847809695","2"
"No","2014","Full Time","direct migration background","302","0.251096433537783","0.225493453636822","0.276699413438744","2"
"No","2014","Full Time","indirect migration background","109","0.222024944358788","0.184960435747526","0.259089452970049","2"
"No","2014","Part Time","no migration background","824","0.347621570460271","0.328095801602084","0.367147339318457","2"
"No","2014","Part Time","direct migration background","156","0.327678672658918","0.283822140830459","0.371535204487378","2"
"No","2014","Part Time","indirect migration background","62","0.21537908613313","0.157079816725582","0.273678355540678","2"
"No","2014","Not Working","no migration background","48","0.460476589879612","0.379901954577366","0.541051225181858","2"
"No","2014","Not Working","direct migration background","32","0.533421874087734","0.412141923786099","0.65470182438937","2"
"No","2014","Not Working","indirect migration background","8","","","","2"
"Yes","2014","Not Working","direct migration background","33","0.466578125912266","0.34529817561063","0.587858076213901","1"
"Yes","2014","Not Working","no migration background","99","0.539523410120388","0.458948774818142","0.620098045422634","1"
"Yes","2014","Full Time","direct migration background","800","0.748903566462217","0.723300586561256","0.774506546363178","1"
"Yes","2014","Full Time","indirect migration background","374","0.777975055641212","0.740910547029951","0.815039564252474","1"
"Yes","2014","Part Time","direct migration background","284","0.672321327341082","0.628464795512622","0.716177859169541","1"
"Yes","2014","Full Time","no migration background","3996","0.756423340637081","0.744810152190306","0.768036529083857","1"
"Yes","2014","Part Time","indirect migration background","129","0.78462091386687","0.726321644459322","0.842920183274418","1"
"Yes","2014","Not Working","indirect migration background","14","","","","1"
"Yes","2014","Part Time","no migration background","1461","0.652378429539729","0.632852660681543","0.671904198397915","1"
"No","2015","Full Time","no migration background","968","0.207313022214337","0.19594629302895","0.218679751399724","2"
"No","2015","Full Time","direct migration background","215","0.204325005568377","0.178466509213431","0.230183501923323","2"
"No","2015","Full Time","indirect migration background","98","0.209370452736308","0.170914986631571","0.247825918841044","2"
"No","2015","Part Time","no migration background","606","0.316756641416488","0.296990911654447","0.336522371178529","2"
"No","2015","Part Time","direct migration background","115","0.304735142447463","0.25637418632922","0.353096098565706","2"
"No","2015","Part Time","indirect migration background","53","0.310747008737686","0.240131689454435","0.381362328020937","2"
"No","2015","Not Working","no migration background","37","0.340697385586878","0.255544099973108","0.425850671200649","2"
"No","2015","Not Working","direct migration background","146","0.27707786794729","0.2373692420259","0.316786493868679","2"
"No","2015","Not Working","indirect migration background","10","","","","2"
"Yes","2015","Not Working","direct migration background","342","0.72292213205271","0.683213506131321","0.7626307579741","1"
"Yes","2015","Full Time","direct migration background","719","0.795674994431623","0.769816498076677","0.821533490786569","1"
"Yes","2015","Not Working","no migration background","82","0.659302614413122","0.574149328799351","0.744455900026892","1"
"Yes","2015","Full Time","indirect migration background","332","0.790629547263693","0.752174081158956","0.829085013368429","1"
"Yes","2015","Part Time","direct migration background","233","0.695264857552537","0.646903901434294","0.74362581367078","1"
"Yes","2015","Full Time","no migration background","3918","0.792686977785663","0.781320248600276","0.80405370697105","1"
"Yes","2015","Part Time","indirect migration background","112","0.689252991262314","0.618637671979063","0.759868310545565","1"
"Yes","2015","Not Working","indirect migration background","19","","","","1"
"Yes","2015","Part Time","no migration background","1522","0.683243358583512","0.663477628821471","0.703009088345553","1"
"No","2016","Full Time","no migration background","968","0.204953952499879","0.193434298278006","0.216473606721751","2"
"No","2016","Full Time","direct migration background","248","0.220990157508954","0.195797605159455","0.246182709858453","2"
"No","2016","Full Time","indirect migration background","85","0.200818437242388","0.161311436294839","0.240325438189936","2"
"No","2016","Part Time","no migration background","609","0.311465312388973","0.291673014889924","0.331257609888022","2"
"No","2016","Part Time","direct migration background","146","0.311738502098064","0.269817309474644","0.353659694721484","2"
"No","2016","Part Time","indirect migration background","54","0.329727966470002","0.261615597121061","0.397840335818944","2"
"No","2016","Not Working","no migration background","33","0.42651319589937","0.323763383288939","0.529263008509802","2"
"No","2016","Not Working","direct migration background","8","","","","2"
"No","2016","Not Working","indirect migration background","5","","","","2"
"Yes","2016","Not Working","direct migration background","29","","","","1"
"Yes","2016","Full Time","no migration background","3749","0.795046047500121","0.783526393278249","0.806565701721994","1"
"Yes","2016","Full Time","direct migration background","794","0.779009842491046","0.753817290141547","0.804202394840545","1"
"Yes","2016","Part Time","direct migration background","323","0.688261497901936","0.646340305278516","0.730182690525356","1"
"Yes","2016","Part Time","indirect migration background","129","0.670272033529998","0.602159664181056","0.738384402878939","1"
"Yes","2016","Not Working","no migration background","56","0.57348680410063","0.470736991490198","0.676236616711061","1"
"Yes","2016","Full Time","indirect migration background","310","0.799181562757612","0.759674561810064","0.838688563705161","1"
"Yes","2016","Not Working","indirect migration background","12","","","","1"
"Yes","2016","Part Time","no migration background","1494","0.688534687611027","0.668742390111978","0.708326985110076","1"
"No","2017","Full Time","no migration background","1136","0.211417373672799","0.200449485678801","0.222385261666797","2"
"No","2017","Full Time","direct migration background","238","0.221958150584192","0.1964304774989","0.247485823669484","2"
"No","2017","Full Time","indirect migration background","79","0.228245420100496","0.185595593998592","0.2708952462024","2"
"No","2017","Part Time","no migration background","644","0.309064536554845","0.289932090726038","0.328196982383653","2"
"No","2017","Part Time","direct migration background","127","0.279705748032177","0.235663719556104","0.32374777650825","2"
"No","2017","Part Time","indirect migration background","65","0.310033562246323","0.249193459079098","0.370873665413548","2"
"No","2017","Not Working","no migration background","33","0.375414717782613","0.271240423915475","0.47958901164975","2"
"No","2017","Not Working","direct migration background","39","0.265540767472025","0.186853428956924","0.344228105987125","2"
"No","2017","Not Working","indirect migration background","4","","","","2"
"Yes","2017","Not Working","direct migration background","82","0.734459232527975","0.655771894012875","0.813146571043076","1"
"Yes","2017","Full Time","no migration background","4188","0.788582626327201","0.777614738333203","0.799550514321199","1"
"Yes","2017","Full Time","direct migration background","780","0.778041849415808","0.752514176330517","0.803569522501099","1"
"Yes","2017","Part Time","direct migration background","272","0.720294251967823","0.67625222349175","0.764336280443897","1"
"Yes","2017","Part Time","indirect migration background","157","0.689966437753677","0.629126334586452","0.750806540920902","1"
"Yes","2017","Full Time","indirect migration background","293","0.771754579899504","0.7291047537976","0.814404406001408","1"
"Yes","2017","Not Working","no migration background","50","0.624585282217387","0.52041098835025","0.728759576084525","1"
"Yes","2017","Part Time","no migration background","1597","0.690935463445155","0.671803017616347","0.710067909273962","1"
"Yes","2017","Not Working","indirect migration background","12","","","","1"
"No","2018","Full Time","no migration background","1212","0.223507811781639","0.212265600115545","0.234750023447733","2"
"No","2018","Full Time","direct migration background","277","0.247394045898139","0.221232199452683","0.273555892343594","2"
"No","2018","Full Time","indirect migration background","80","0.150812701620739","0.11714418899264","0.184481214248839","2"
"No","2018","Part Time","no migration background","792","0.314143340031662","0.295657396155533","0.332629283907792","2"
"No","2018","Part Time","direct migration background","193","0.286053865506409","0.248113066412803","0.323994664600015","2"
"No","2018","Part Time","indirect migration background","75","0.395538691686561","0.329873225922197","0.461204157450924","2"
"No","2018","Not Working","no migration background","34","0.452305659247869","0.348315583990212","0.556295734505526","2"
"No","2018","Not Working","direct migration background","59","0.352680473039302","0.286952516045282","0.418408430033323","2"
"No","2018","Not Working","indirect migration background","4","","","","2"
"Yes","2018","Full Time","direct migration background","768","0.752605954101861","0.726444107656405","0.778767800547317","1"
"Yes","2018","Not Working","direct migration background","144","0.647319526960698","0.581591569966677","0.713047483954718","1"
"Yes","2018","Full Time","no migration background","4063","0.776492188218361","0.765249976552267","0.787734399884455","1"
"Yes","2018","Part Time","indirect migration background","138","0.604461308313439","0.538795842549076","0.670126774077803","1"
"Yes","2018","Full Time","indirect migration background","354","0.849187298379261","0.815518785751161","0.88285581100736","1"
"Yes","2018","Part Time","no migration background","1630","0.685856659968338","0.667370716092208","0.704342603844467","1"
"Yes","2018","Part Time","direct migration background","352","0.713946134493591","0.676005335399985","0.751886933587197","1"
"Yes","2018","Not Working","no migration background","54","0.547694340752131","0.443704265494474","0.651684416009788","1"
"Yes","2018","Not Working","indirect migration background","14","","","","1"
"No","2019","Full Time","no migration background","1004","0.207801478042871","0.196429526734672","0.219173429351069","2"
"No","2019","Full Time","direct migration background","226","0.213067677453707","0.187192220211191","0.238943134696224","2"
"No","2019","Full Time","indirect migration background","83","0.235312079842703","0.193896876884253","0.276727282801153","2"
"No","2019","Part Time","no migration background","623","0.269983156137603","0.251169314931485","0.288796997343721","2"
"No","2019","Part Time","direct migration background","144","0.305892648433514","0.26213629381203","0.349649003054997","2"
"No","2019","Part Time","indirect migration background","65","0.311603445126861","0.24522183883736","0.377985051416362","2"
"No","2019","Not Working","no migration background","55","0.466523783015521","0.385877593997592","0.547169972033449","2"
"No","2019","Not Working","direct migration background","33","0.16464884359213","0.0971598459640506","0.23213784122021","2"
"No","2019","Not Working","indirect migration background","8","","","","2"
"Yes","2019","Full Time","direct migration background","736","0.786932322546293","0.761056865303776","0.812807779788809","1"
"Yes","2019","Not Working","direct migration background","83","0.83535115640787","0.76786215877979","0.902840154035949","1"
"Yes","2019","Full Time","no migration background","3886","0.792198521957129","0.780826570648931","0.803570473265328","1"
"Yes","2019","Part Time","direct migration background","282","0.694107351566487","0.650350996945003","0.73786370618797","1"
"Yes","2019","Part Time","indirect migration background","122","0.688396554873139","0.622014948583638","0.754778161162641","1"
"Yes","2019","Not Working","indirect migration background","9","","","","1"
"Yes","2019","Full Time","indirect migration background","320","0.764687920157297","0.723272717198847","0.806103123115747","1"
"Yes","2019","Not Working","no migration background","92","0.53347621698448","0.452830027966551","0.614122406002408","1"
"Yes","2019","Part Time","no migration background","1516","0.730016843862397","0.711203002656279","0.748830685068515","1"
