"plb0196_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1998","direct migration background","vocational + Abi","7","","","","2"
"No","1998","direct migration background","higher vocational","9","","","","2"
"No","1998","direct migration background","higher education","18","","","","2"
"Yes","1998","direct migration background","in school","","","","","1"
"Yes","1998","direct migration background","inadequately","","","","","1"
"Yes","1998","direct migration background","general elemantary","","","","","1"
"Yes","1998","direct migration background","middle vocational","","","","","1"
"Yes","1998","direct migration background","vocational + Abi","","","","","1"
"Yes","1998","direct migration background","higher vocational","","","","","1"
"Yes","1998","direct migration background","higher education","","","","","1"
"Yes","1998","indirect migration background","in school","","","","","1"
"Yes","1998","indirect migration background","inadequately","","","","","1"
"Yes","1998","indirect migration background","general elemantary","","","","","1"
"Yes","1998","indirect migration background","middle vocational","","","","","1"
"Yes","1998","indirect migration background","vocational + Abi","","","","","1"
"Yes","1998","indirect migration background","higher vocational","","","","","1"
"Yes","1998","indirect migration background","higher education","","","","","1"
"Yes","1998","no migration background","general elemantary","","","","","1"
"Yes","1998","no migration background","middle vocational","","","","","1"
"Yes","1998","no migration background","vocational + Abi","","","","","1"
"Yes","1998","no migration background","higher vocational","","","","","1"
"Yes","1998","no migration background","higher education","","","","","1"
"Yes","1998","no migration background","in school","","","","","1"
"Yes","1998","no migration background","inadequately","","","","","1"
"No","1999","no migration background","in school","","","","","2"
"No","1999","no migration background","inadequately","3","","","","2"
"No","1999","no migration background","general elemantary","120","1","1","1","2"
"No","1999","no migration background","middle vocational","725","1","1","1","2"
"No","1999","no migration background","vocational + Abi","36","1","1","1","2"
"No","1999","no migration background","higher vocational","96","1","1","1","2"
"No","1999","no migration background","higher education","193","1","1","1","2"
"No","1999","indirect migration background","in school","1","","","","2"
"No","1999","indirect migration background","inadequately","1","","","","2"
"No","1999","indirect migration background","general elemantary","19","","","","2"
"No","1999","indirect migration background","middle vocational","26","","","","2"
"No","1999","indirect migration background","vocational + Abi","1","","","","2"
"No","1999","indirect migration background","higher vocational","2","","","","2"
"No","1999","indirect migration background","higher education","","","","","2"
"No","1999","direct migration background","in school","","","","","2"
"No","1999","direct migration background","inadequately","18","","","","2"
"No","1999","direct migration background","general elemantary","42","1","1","1","2"
"No","1999","direct migration background","middle vocational","80","1","1","1","2"
"No","1999","direct migration background","vocational + Abi","8","","","","2"
"No","1999","direct migration background","higher vocational","5","","","","2"
"No","1999","direct migration background","higher education","14","","","","2"
"Yes","1999","direct migration background","in school","","","","","1"
"Yes","1999","direct migration background","inadequately","","","","","1"
"Yes","1999","direct migration background","general elemantary","","","","","1"
"Yes","1999","direct migration background","middle vocational","","","","","1"
"Yes","1999","direct migration background","vocational + Abi","","","","","1"
"Yes","1999","direct migration background","higher vocational","","","","","1"
"Yes","1999","direct migration background","higher education","","","","","1"
"Yes","1999","indirect migration background","in school","","","","","1"
"Yes","1999","indirect migration background","inadequately","","","","","1"
"Yes","1999","indirect migration background","general elemantary","","","","","1"
"Yes","1999","indirect migration background","middle vocational","","","","","1"
"Yes","1999","indirect migration background","vocational + Abi","","","","","1"
"Yes","1999","indirect migration background","higher vocational","","","","","1"
"Yes","1999","indirect migration background","higher education","","","","","1"
"Yes","1999","no migration background","general elemantary","","","","","1"
"Yes","1999","no migration background","middle vocational","","","","","1"
"Yes","1999","no migration background","vocational + Abi","","","","","1"
"Yes","1999","no migration background","higher vocational","","","","","1"
"Yes","1999","no migration background","higher education","","","","","1"
"Yes","1999","no migration background","in school","","","","","1"
"Yes","1999","no migration background","inadequately","","","","","1"
"No","2000","no migration background","in school","3","","","","2"
"No","2000","no migration background","inadequately","9","","","","2"
"No","2000","no migration background","general elemantary","169","1","1","1","2"
"No","2000","no migration background","middle vocational","1264","1","1","1","2"
"No","2000","no migration background","vocational + Abi","95","1","1","1","2"
"No","2000","no migration background","higher vocational","202","1","1","1","2"
"No","2000","no migration background","higher education","385","1","1","1","2"
"No","2000","indirect migration background","in school","","","","","2"
"No","2000","indirect migration background","inadequately","","","","","2"
"No","2000","indirect migration background","general elemantary","24","","","","2"
"No","2000","indirect migration background","middle vocational","34","1","1","1","2"
"No","2000","indirect migration background","vocational + Abi","4","","","","2"
"No","2000","indirect migration background","higher vocational","6","","","","2"
"No","2000","indirect migration background","higher education","5","","","","2"
"No","2000","direct migration background","in school","","","","","2"
"No","2000","direct migration background","inadequately","9","","","","2"
"No","2000","direct migration background","general elemantary","59","1","1","1","2"
"No","2000","direct migration background","middle vocational","151","1","1","1","2"
"No","2000","direct migration background","vocational + Abi","38","1","1","1","2"
"No","2000","direct migration background","higher vocational","22","","","","2"
"No","2000","direct migration background","higher education","41","1","1","1","2"
"Yes","2000","direct migration background","in school","","","","","1"
"Yes","2000","direct migration background","inadequately","","","","","1"
"Yes","2000","direct migration background","general elemantary","","","","","1"
"Yes","2000","direct migration background","middle vocational","","","","","1"
"Yes","2000","direct migration background","vocational + Abi","","","","","1"
"Yes","2000","direct migration background","higher vocational","","","","","1"
"Yes","2000","direct migration background","higher education","","","","","1"
"Yes","2000","indirect migration background","in school","","","","","1"
"Yes","2000","indirect migration background","inadequately","","","","","1"
"Yes","2000","indirect migration background","general elemantary","","","","","1"
"Yes","2000","indirect migration background","middle vocational","","","","","1"
"Yes","2000","indirect migration background","vocational + Abi","","","","","1"
"Yes","2000","indirect migration background","higher vocational","","","","","1"
"Yes","2000","indirect migration background","higher education","","","","","1"
"Yes","2000","no migration background","general elemantary","","","","","1"
"Yes","2000","no migration background","middle vocational","","","","","1"
"Yes","2000","no migration background","vocational + Abi","","","","","1"
"Yes","2000","no migration background","higher vocational","","","","","1"
"Yes","2000","no migration background","higher education","","","","","1"
"Yes","2000","no migration background","in school","","","","","1"
"Yes","2000","no migration background","inadequately","","","","","1"
"No","2001","no migration background","in school","","","","","2"
"No","2001","no migration background","inadequately","","","","","2"
"No","2001","no migration background","general elemantary","","","","","2"
"No","2001","no migration background","middle vocational","","","","","2"
"No","2001","no migration background","vocational + Abi","","","","","2"
"No","2001","no migration background","higher vocational","","","","","2"
"No","2001","no migration background","higher education","","","","","2"
"No","2001","indirect migration background","in school","","","","","2"
"No","2001","indirect migration background","inadequately","","","","","2"
"No","2001","indirect migration background","general elemantary","","","","","2"
"No","2001","indirect migration background","middle vocational","","","","","2"
"No","2001","indirect migration background","vocational + Abi","","","","","2"
"No","2001","indirect migration background","higher vocational","","","","","2"
"No","2001","indirect migration background","higher education","","","","","2"
"No","2001","direct migration background","in school","","","","","2"
"No","2001","direct migration background","inadequately","","","","","2"
"No","2001","direct migration background","general elemantary","","","","","2"
"No","2001","direct migration background","middle vocational","","","","","2"
"No","2001","direct migration background","vocational + Abi","","","","","2"
"No","2001","direct migration background","higher vocational","","","","","2"
"No","2001","direct migration background","higher education","","","","","2"
"Yes","2001","direct migration background","in school","","","","","1"
"Yes","2001","direct migration background","inadequately","","","","","1"
"Yes","2001","direct migration background","general elemantary","","","","","1"
"Yes","2001","direct migration background","middle vocational","","","","","1"
"Yes","2001","direct migration background","vocational + Abi","","","","","1"
"Yes","2001","direct migration background","higher vocational","","","","","1"
"Yes","2001","direct migration background","higher education","","","","","1"
"Yes","2001","indirect migration background","in school","","","","","1"
"Yes","2001","indirect migration background","inadequately","","","","","1"
"Yes","2001","indirect migration background","general elemantary","","","","","1"
"Yes","2001","indirect migration background","middle vocational","","","","","1"
"Yes","2001","indirect migration background","vocational + Abi","","","","","1"
"Yes","2001","indirect migration background","higher vocational","","","","","1"
"Yes","2001","indirect migration background","higher education","","","","","1"
"Yes","2001","no migration background","general elemantary","","","","","1"
"Yes","2001","no migration background","middle vocational","","","","","1"
"Yes","2001","no migration background","in school","","","","","1"
"Yes","2001","no migration background","inadequately","","","","","1"
"Yes","2001","no migration background","vocational + Abi","","","","","1"
"Yes","2001","no migration background","higher vocational","","","","","1"
"Yes","2001","no migration background","higher education","","","","","1"
"No","2002","indirect migration background","inadequately","","","","","2"
"No","2002","indirect migration background","higher vocational","1","","","","2"
"No","2002","indirect migration background","higher education","8","","","","2"
"No","2002","indirect migration background","in school","2","","","","2"
"No","2002","indirect migration background","general elemantary","16","","","","2"
"No","2002","indirect migration background","middle vocational","38","0.300582280263232","0.221459190396416","0.379705370130047","2"
"No","2002","indirect migration background","vocational + Abi","9","","","","2"
"No","2002","no migration background","in school","10","","","","2"
"No","2002","no migration background","inadequately","5","","","","2"
"No","2002","no migration background","general elemantary","126","0.41845206984562","0.363801897030874","0.473102242660367","2"
"No","2002","no migration background","middle vocational","1153","0.32606037215604","0.310548014637879","0.341572729674201","2"
"No","2002","no migration background","vocational + Abi","106","0.260967429300338","0.219067160524301","0.302867698076374","2"
"No","2002","no migration background","higher vocational","181","0.287281941789966","0.252864618087281","0.32169926549265","2"
"No","2002","no migration background","higher education","421","0.209031412287877","0.19128182649526","0.226780998080493","2"
"No","2002","direct migration background","in school","","","","","2"
"No","2002","direct migration background","inadequately","6","","","","2"
"No","2002","direct migration background","general elemantary","47","0.51018324837404","0.41633746664963","0.60402903009845","2"
"No","2002","direct migration background","middle vocational","117","0.434305920775021","0.378029217193466","0.490582624356576","2"
"No","2002","direct migration background","vocational + Abi","27","","","","2"
"No","2002","direct migration background","higher vocational","19","","","","2"
"No","2002","direct migration background","higher education","35","0.250832569111737","0.181228221967251","0.320436916256223","2"
"Yes","2002","direct migration background","in school","","","","","1"
"Yes","2002","direct migration background","inadequately","13","","","","1"
"Yes","2002","direct migration background","general elemantary","62","0.48981675162596","0.39597096990155","0.58366253335037","1"
"Yes","2002","direct migration background","middle vocational","181","0.565694079224979","0.509417375643424","0.621970782806534","1"
"Yes","2002","direct migration background","vocational + Abi","44","0.64177429250215","0.530245127814234","0.753303457190065","1"
"Yes","2002","direct migration background","higher vocational","47","0.731810902157352","0.624930982053222","0.838690822261483","1"
"Yes","2002","direct migration background","higher education","114","0.749167430888263","0.679563083743777","0.818771778032749","1"
"Yes","2002","indirect migration background","in school","1","","","","1"
"Yes","2002","indirect migration background","inadequately","","","","","1"
"Yes","2002","indirect migration background","general elemantary","27","","","","1"
"Yes","2002","indirect migration background","middle vocational","91","0.699417719736768","0.620294629869953","0.778540809603584","1"
"Yes","2002","indirect migration background","vocational + Abi","10","","","","1"
"Yes","2002","indirect migration background","higher vocational","18","","","","1"
"Yes","2002","indirect migration background","higher education","32","0.869529667949786","0.765149934987277","0.973909400912295","1"
"Yes","2002","no migration background","general elemantary","187","0.58154793015438","0.526897757339633","0.636198102969126","1"
"Yes","2002","no migration background","middle vocational","2355","0.67393962784396","0.658427270325799","0.689451985362121","1"
"Yes","2002","no migration background","higher education","1595","0.790968587712123","0.773219001919507","0.80871817350474","1"
"Yes","2002","no migration background","in school","13","","","","1"
"Yes","2002","no migration background","inadequately","5","","","","1"
"Yes","2002","no migration background","vocational + Abi","316","0.739032570699663","0.697132301923626","0.780932839475699","1"
"Yes","2002","no migration background","higher vocational","483","0.712718058210034","0.67830073450735","0.747135381912719","1"
"No","2003","indirect migration background","inadequately","2","","","","2"
"No","2003","indirect migration background","general elemantary","14","","","","2"
"No","2003","indirect migration background","higher vocational","5","","","","2"
"No","2003","indirect migration background","higher education","10","","","","2"
"No","2003","indirect migration background","in school","1","","","","2"
"No","2003","indirect migration background","middle vocational","45","0.250341576781714","0.17671739611177","0.323965757451658","2"
"No","2003","indirect migration background","vocational + Abi","8","","","","2"
"No","2003","no migration background","in school","1","","","","2"
"No","2003","no migration background","inadequately","5","","","","2"
"No","2003","no migration background","general elemantary","127","0.404286908411438","0.350850286303665","0.45772353051921","2"
"No","2003","no migration background","middle vocational","1097","0.329431623518128","0.313530006389696","0.34533324064656","2"
"No","2003","no migration background","vocational + Abi","116","0.289799269454934","0.246617109354828","0.33298142955504","2"
"No","2003","no migration background","higher vocational","176","0.258399694711605","0.224824197832388","0.291975191590822","2"
"No","2003","no migration background","higher education","408","0.208135157666574","0.189680472102276","0.226589843230872","2"
"No","2003","direct migration background","in school","","","","","2"
"No","2003","direct migration background","inadequately","4","","","","2"
"No","2003","direct migration background","general elemantary","37","0.370681858728998","0.268603270019647","0.472760447438349","2"
"No","2003","direct migration background","middle vocational","116","0.425154632582037","0.366936645929433","0.483372619234641","2"
"No","2003","direct migration background","vocational + Abi","24","","","","2"
"No","2003","direct migration background","higher vocational","17","","","","2"
"No","2003","direct migration background","higher education","34","0.209226239319543","0.140356269694132","0.278096208944954","2"
"Yes","2003","direct migration background","in school","","","","","1"
"Yes","2003","direct migration background","inadequately","12","","","","1"
"Yes","2003","direct migration background","general elemantary","49","0.629318141271002","0.527239552561651","0.731396729980353","1"
"Yes","2003","direct migration background","middle vocational","161","0.574845367417963","0.516627380765359","0.633063354070567","1"
"Yes","2003","direct migration background","vocational + Abi","54","0.660273921378905","0.555167970641957","0.765379872115853","1"
"Yes","2003","direct migration background","higher vocational","35","0.69009684651649","0.564402877993995","0.815790815038985","1"
"Yes","2003","direct migration background","higher education","100","0.790773760680457","0.721903791055046","0.859643730305868","1"
"Yes","2003","indirect migration background","in school","","","","","1"
"Yes","2003","indirect migration background","inadequately","","","","","1"
"Yes","2003","indirect migration background","general elemantary","26","","","","1"
"Yes","2003","indirect migration background","middle vocational","88","0.749658423218286","0.676034242548342","0.82328260388823","1"
"Yes","2003","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2003","indirect migration background","higher vocational","18","","","","1"
"Yes","2003","indirect migration background","higher education","27","","","","1"
"Yes","2003","no migration background","general elemantary","197","0.595713091588562","0.54227646948079","0.649149713696335","1"
"Yes","2003","no migration background","middle vocational","2259","0.670568376481872","0.65466675935344","0.686469993610304","1"
"Yes","2003","no migration background","vocational + Abi","308","0.710200730545066","0.66701857044496","0.753382890645172","1"
"Yes","2003","no migration background","higher education","1451","0.791864842333426","0.773410156769128","0.810319527897724","1"
"Yes","2003","no migration background","in school","2","","","","1"
"Yes","2003","no migration background","inadequately","7","","","","1"
"Yes","2003","no migration background","higher vocational","477","0.741600305288395","0.708024808409178","0.775175802167612","1"
"No","2004","indirect migration background","in school","","","","","2"
"No","2004","indirect migration background","inadequately","","","","","2"
"No","2004","indirect migration background","general elemantary","11","","","","2"
"No","2004","indirect migration background","higher vocational","4","","","","2"
"No","2004","indirect migration background","higher education","6","","","","2"
"No","2004","indirect migration background","middle vocational","35","0.327451432706931","0.239753971321177","0.415148894092685","2"
"No","2004","indirect migration background","vocational + Abi","10","","","","2"
"No","2004","no migration background","in school","2","","","","2"
"No","2004","no migration background","inadequately","2","","","","2"
"No","2004","no migration background","general elemantary","123","0.411843427137501","0.356335224310457","0.467351629964544","2"
"No","2004","no migration background","middle vocational","993","0.324539773274921","0.308335391522643","0.340744155027199","2"
"No","2004","no migration background","vocational + Abi","119","0.271052325064739","0.227921004478245","0.314183645651234","2"
"No","2004","no migration background","higher vocational","151","0.209532339403667","0.177853369854246","0.241211308953088","2"
"No","2004","no migration background","higher education","441","0.246250096536009","0.226570189787105","0.265930003284913","2"
"No","2004","direct migration background","in school","1","","","","2"
"No","2004","direct migration background","inadequately","6","","","","2"
"No","2004","direct migration background","general elemantary","35","0.465762950550084","0.360944451642696","0.570581449457472","2"
"No","2004","direct migration background","middle vocational","94","0.368336034602318","0.308899567683008","0.427772501521627","2"
"No","2004","direct migration background","vocational + Abi","23","","","","2"
"No","2004","direct migration background","higher vocational","17","","","","2"
"No","2004","direct migration background","higher education","30","0.279346629208181","0.198391938821441","0.360301319594921","2"
"Yes","2004","direct migration background","in school","","","","","1"
"Yes","2004","direct migration background","inadequately","9","","","","1"
"Yes","2004","direct migration background","general elemantary","52","0.534237049449916","0.429418550542528","0.639055548357304","1"
"Yes","2004","direct migration background","middle vocational","159","0.631663965397682","0.572227498478373","0.691100432316992","1"
"Yes","2004","direct migration background","vocational + Abi","50","0.703226426340462","0.598429905310791","0.808022947370133","1"
"Yes","2004","direct migration background","higher vocational","43","0.744763564226858","0.634443879425755","0.855083249027962","1"
"Yes","2004","direct migration background","higher education","88","0.720653370791819","0.639698680405079","0.801608061178559","1"
"Yes","2004","no migration background","in school","4","","","","1"
"Yes","2004","no migration background","inadequately","6","","","","1"
"Yes","2004","no migration background","general elemantary","179","0.588156572862499","0.532648370035456","0.643664775689542","1"
"Yes","2004","no migration background","middle vocational","2214","0.675460226725079","0.659255844972801","0.691664608477357","1"
"Yes","2004","no migration background","vocational + Abi","289","0.728947674935261","0.685816354348766","0.772078995521755","1"
"Yes","2004","no migration background","higher vocational","483","0.790467660596333","0.758788691046912","0.822146630145754","1"
"Yes","2004","no migration background","higher education","1400","0.753749903463991","0.734069996715086","0.773429810212895","1"
"Yes","2004","indirect migration background","in school","","","","","1"
"Yes","2004","indirect migration background","inadequately","1","","","","1"
"Yes","2004","indirect migration background","general elemantary","33","0.787234558994624","0.666307254549307","0.908161863439942","1"
"Yes","2004","indirect migration background","middle vocational","75","0.672548567293069","0.584851105907315","0.760246028678823","1"
"Yes","2004","indirect migration background","vocational + Abi","15","","","","1"
"Yes","2004","indirect migration background","higher vocational","20","","","","1"
"Yes","2004","indirect migration background","higher education","27","","","","1"
"No","2005","indirect migration background","higher vocational","3","","","","2"
"No","2005","indirect migration background","higher education","5","","","","2"
"No","2005","indirect migration background","in school","","","","","2"
"No","2005","indirect migration background","inadequately","1","","","","2"
"No","2005","indirect migration background","general elemantary","9","","","","2"
"No","2005","indirect migration background","middle vocational","39","0.270772286465236","0.191597100046771","0.349947472883702","2"
"No","2005","indirect migration background","vocational + Abi","4","","","","2"
"No","2005","no migration background","in school","5","","","","2"
"No","2005","no migration background","inadequately","1","","","","2"
"No","2005","no migration background","general elemantary","118","0.382675356353677","0.327948710479543","0.437402002227812","2"
"No","2005","no migration background","middle vocational","911","0.314510464586786","0.297706567068536","0.331314362105036","2"
"No","2005","no migration background","vocational + Abi","114","0.282686138934066","0.238776054013142","0.326596223854991","2"
"No","2005","no migration background","higher vocational","151","0.270182074757817","0.23366386722973","0.306700282285905","2"
"No","2005","no migration background","higher education","389","0.229504005239099","0.20938979105967","0.249618219418528","2"
"No","2005","direct migration background","in school","","","","","2"
"No","2005","direct migration background","inadequately","5","","","","2"
"No","2005","direct migration background","general elemantary","29","","","","2"
"No","2005","direct migration background","middle vocational","82","0.373971507156129","0.313135421664934","0.434807592647324","2"
"No","2005","direct migration background","vocational + Abi","25","","","","2"
"No","2005","direct migration background","higher vocational","13","","","","2"
"No","2005","direct migration background","higher education","30","0.241454519362505","0.161478417850046","0.321430620874964","2"
"Yes","2005","direct migration background","in school","","","","","1"
"Yes","2005","direct migration background","inadequately","11","","","","1"
"Yes","2005","direct migration background","general elemantary","47","0.698858144175455","0.595719511068945","0.801996777281965","1"
"Yes","2005","direct migration background","middle vocational","161","0.626028492843871","0.565192407352676","0.686864578335066","1"
"Yes","2005","direct migration background","vocational + Abi","52","0.492033321469755","0.380368185728272","0.603698457211239","1"
"Yes","2005","direct migration background","higher vocational","33","0.677830299446582","0.542787320068508","0.812873278824656","1"
"Yes","2005","direct migration background","higher education","80","0.758545480637495","0.678569379125036","0.838521582149954","1"
"Yes","2005","no migration background","in school","2","","","","1"
"Yes","2005","no migration background","inadequately","7","","","","1"
"Yes","2005","no migration background","general elemantary","185","0.617324643646322","0.562597997772188","0.672051289520457","1"
"Yes","2005","no migration background","middle vocational","2022","0.685489535413214","0.668685637894964","0.702293432931464","1"
"Yes","2005","no migration background","vocational + Abi","290","0.717313861065934","0.673403776145009","0.761223945986858","1"
"Yes","2005","no migration background","higher vocational","417","0.729817925242183","0.693299717714095","0.76633613277027","1"
"Yes","2005","no migration background","higher education","1290","0.770495994760901","0.750381780581472","0.79061020894033","1"
"Yes","2005","indirect migration background","in school","","","","","1"
"Yes","2005","indirect migration background","inadequately","2","","","","1"
"Yes","2005","indirect migration background","general elemantary","28","","","","1"
"Yes","2005","indirect migration background","middle vocational","82","0.729227713534764","0.650052527116298","0.808402899953229","1"
"Yes","2005","indirect migration background","vocational + Abi","17","","","","1"
"Yes","2005","indirect migration background","higher vocational","22","","","","1"
"Yes","2005","indirect migration background","higher education","33","0.888658379396918","0.788646294237448","0.988670464556388","1"
"No","2006","indirect migration background","higher vocational","4","","","","2"
"No","2006","indirect migration background","higher education","5","","","","2"
"No","2006","indirect migration background","in school","","","","","2"
"No","2006","indirect migration background","inadequately","","","","","2"
"No","2006","indirect migration background","general elemantary","8","","","","2"
"No","2006","indirect migration background","middle vocational","35","0.318073307908444","0.240369731976421","0.395776883840467","2"
"No","2006","indirect migration background","vocational + Abi","5","","","","2"
"No","2006","no migration background","in school","4","","","","2"
"No","2006","no migration background","inadequately","5","","","","2"
"No","2006","no migration background","general elemantary","101","0.367496825296434","0.310201156961409","0.424792493631459","2"
"No","2006","no migration background","middle vocational","982","0.302935690599873","0.287228669340279","0.318642711859467","2"
"No","2006","no migration background","vocational + Abi","126","0.290033628722793","0.248475266965182","0.331591990480405","2"
"No","2006","no migration background","higher vocational","144","0.221822717690536","0.188906140814876","0.254739294566196","2"
"No","2006","no migration background","higher education","388","0.205504246459445","0.187165701966378","0.223842790952512","2"
"No","2006","direct migration background","in school","1","","","","2"
"No","2006","direct migration background","inadequately","6","","","","2"
"No","2006","direct migration background","general elemantary","35","0.423181783789264","0.316891880757244","0.529471686821285","2"
"No","2006","direct migration background","middle vocational","83","0.345719750678274","0.286882112519951","0.404557388836597","2"
"No","2006","direct migration background","vocational + Abi","22","","","","2"
"No","2006","direct migration background","higher vocational","16","","","","2"
"No","2006","direct migration background","higher education","25","","","","2"
"Yes","2006","direct migration background","in school","","","","","1"
"Yes","2006","direct migration background","inadequately","5","","","","1"
"Yes","2006","direct migration background","general elemantary","48","0.576818216210736","0.470528313178715","0.683108119242756","1"
"Yes","2006","direct migration background","middle vocational","168","0.654280249321726","0.595442611163403","0.713117887480049","1"
"Yes","2006","direct migration background","vocational + Abi","66","0.721300882029426","0.627623923083615","0.814977840975237","1"
"Yes","2006","direct migration background","higher vocational","39","0.743718694307134","0.628338953414431","0.859098435199837","1"
"Yes","2006","direct migration background","higher education","103","0.810894130781704","0.74305540393543","0.878732857627978","1"
"Yes","2006","no migration background","in school","3","","","","1"
"Yes","2006","no migration background","inadequately","11","","","","1"
"Yes","2006","no migration background","general elemantary","171","0.632503174703566","0.575207506368541","0.689798843038591","1"
"Yes","2006","no migration background","middle vocational","2306","0.697064309400127","0.681357288140533","0.712771330659721","1"
"Yes","2006","no migration background","vocational + Abi","332","0.709966371277207","0.668408009519595","0.751524733034818","1"
"Yes","2006","no migration background","higher vocational","468","0.778177282309464","0.745260705433804","0.811093859185124","1"
"Yes","2006","no migration background","higher education","1477","0.794495753540555","0.776157209047489","0.812834298033622","1"
"Yes","2006","indirect migration background","in school","","","","","1"
"Yes","2006","indirect migration background","inadequately","","","","","1"
"Yes","2006","indirect migration background","general elemantary","30","0.794310829548793","0.665794815338274","0.922826843759312","1"
"Yes","2006","indirect migration background","middle vocational","103","0.681926692091556","0.604223116159533","0.759630268023579","1"
"Yes","2006","indirect migration background","vocational + Abi","21","","","","1"
"Yes","2006","indirect migration background","higher vocational","22","","","","1"
"Yes","2006","indirect migration background","higher education","39","0.910362606926353","0.825956558851201","0.994768655001504","1"
"No","2007","indirect migration background","higher vocational","2","","","","2"
"No","2007","indirect migration background","higher education","4","","","","2"
"No","2007","indirect migration background","in school","1","","","","2"
"No","2007","indirect migration background","inadequately","","","","","2"
"No","2007","indirect migration background","general elemantary","13","","","","2"
"No","2007","indirect migration background","middle vocational","37","0.273601825817149","0.199755151653909","0.347448499980388","2"
"No","2007","indirect migration background","vocational + Abi","4","","","","2"
"No","2007","no migration background","in school","2","","","","2"
"No","2007","no migration background","inadequately","5","","","","2"
"No","2007","no migration background","general elemantary","84","0.343179878136644","0.28155376173929","0.404805994533998","2"
"No","2007","no migration background","middle vocational","853","0.26707059666473","0.251448247052714","0.282692946276745","2"
"No","2007","no migration background","vocational + Abi","108","0.22390174290598","0.18495161896404","0.26285186684792","2"
"No","2007","no migration background","higher vocational","136","0.237031047636039","0.202211202855417","0.27185089241666","2"
"No","2007","no migration background","higher education","386","0.221724259979333","0.202349956645912","0.241098563312753","2"
"No","2007","direct migration background","in school","","","","","2"
"No","2007","direct migration background","inadequately","4","","","","2"
"No","2007","direct migration background","general elemantary","16","","","","2"
"No","2007","direct migration background","middle vocational","64","0.293614429121868","0.233297997477859","0.353930860765876","2"
"No","2007","direct migration background","vocational + Abi","14","","","","2"
"No","2007","direct migration background","higher vocational","9","","","","2"
"No","2007","direct migration background","higher education","29","","","","2"
"Yes","2007","direct migration background","in school","","","","","1"
"Yes","2007","direct migration background","inadequately","2","","","","1"
"Yes","2007","direct migration background","general elemantary","38","0.627982821719608","0.49906689045159","0.756898752987626","1"
"Yes","2007","direct migration background","middle vocational","155","0.706385570878132","0.646069139234124","0.76670200252214","1"
"Yes","2007","direct migration background","vocational + Abi","63","0.808513673534322","0.720628564319673","0.896398782748972","1"
"Yes","2007","direct migration background","higher vocational","38","0.874478314230981","0.779760195040916","0.969196433421047","1"
"Yes","2007","direct migration background","higher education","85","0.813544404441928","0.742049678276696","0.88503913060716","1"
"Yes","2007","no migration background","general elemantary","144","0.656820121863356","0.595194005466002","0.71844623826071","1"
"Yes","2007","no migration background","middle vocational","2228","0.73292940333527","0.717307053723255","0.748551752947286","1"
"Yes","2007","no migration background","vocational + Abi","332","0.77609825709402","0.73714813315208","0.81504838103596","1"
"Yes","2007","no migration background","higher vocational","437","0.762968952363961","0.72814910758334","0.797788797144583","1"
"Yes","2007","no migration background","higher education","1380","0.778275740020667","0.758901436687247","0.797650043354088","1"
"Yes","2007","no migration background","in school","2","","","","1"
"Yes","2007","no migration background","inadequately","5","","","","1"
"Yes","2007","indirect migration background","in school","","","","","1"
"Yes","2007","indirect migration background","inadequately","1","","","","1"
"Yes","2007","indirect migration background","general elemantary","19","","","","1"
"Yes","2007","indirect migration background","middle vocational","103","0.726398174182851","0.652551500019612","0.800244848346091","1"
"Yes","2007","indirect migration background","vocational + Abi","22","","","","1"
"Yes","2007","indirect migration background","higher vocational","17","","","","1"
"Yes","2007","indirect migration background","higher education","49","0.958049242838499","0.904076563994896","1.0120219216821","1"
"No","2008","indirect migration background","in school","2","","","","2"
"No","2008","indirect migration background","inadequately","1","","","","2"
"No","2008","indirect migration background","general elemantary","8","","","","2"
"No","2008","indirect migration background","middle vocational","36","0.232380504590576","0.158925891792294","0.305835117388857","2"
"No","2008","indirect migration background","vocational + Abi","5","","","","2"
"No","2008","indirect migration background","higher vocational","5","","","","2"
"No","2008","indirect migration background","higher education","12","","","","2"
"No","2008","no migration background","in school","3","","","","2"
"No","2008","no migration background","inadequately","4","","","","2"
"No","2008","no migration background","general elemantary","96","0.399674101037626","0.339553329661285","0.459794872413967","2"
"No","2008","no migration background","middle vocational","943","0.312945116137163","0.296515887160904","0.329374345113421","2"
"No","2008","no migration background","vocational + Abi","116","0.265655935018709","0.224386235307514","0.306925634729904","2"
"No","2008","no migration background","higher vocational","112","0.207894747777787","0.17347634855132","0.242313147004254","2"
"No","2008","no migration background","higher education","371","0.222319152003546","0.202565042648809","0.242073261358282","2"
"No","2008","direct migration background","in school","","","","","2"
"No","2008","direct migration background","inadequately","4","","","","2"
"No","2008","direct migration background","general elemantary","19","","","","2"
"No","2008","direct migration background","middle vocational","61","0.279639193190264","0.219364869310407","0.339913517070122","2"
"No","2008","direct migration background","vocational + Abi","17","","","","2"
"No","2008","direct migration background","higher vocational","9","","","","2"
"No","2008","direct migration background","higher education","21","","","","2"
"Yes","2008","direct migration background","in school","","","","","1"
"Yes","2008","direct migration background","inadequately","6","","","","1"
"Yes","2008","direct migration background","general elemantary","40","0.614326459016673","0.490123592776631","0.738529325256715","1"
