"pli0095_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","1999","indirect migration background","Urban Area","67","0.121544063184313","0.0934591370731033","0.149628989295523","5"
"Never","1999","indirect migration background","Rural Area","9","","","","5"
"Rarely","1999","no migration background","Urban Area","3376","0.502216193545868","0.490165429920849","0.514266957170886","4"
"Rarely","1999","no migration background","Rural Area","2143","0.494020729007355","0.479010741978841","0.509030716035869","4"
"Rarely","1999","direct migration background","Urban Area","767","0.438768541110984","0.416186412403684","0.461350669818284","4"
"Rarely","1999","direct migration background","Rural Area","141","0.394331086970814","0.343350023818613","0.445312150123014","4"
"Rarely","1999","indirect migration background","Urban Area","209","0.412715417453081","0.370400249838295","0.455030585067868","4"
"Rarely","1999","indirect migration background","Rural Area","36","0.38828968395143","0.28588040856707","0.49069895933579","4"
"Min 1x per month","2000","no migration background","Urban Area","","","","","3"
"Min 1x per month","2000","no migration background","Rural Area","","","","","3"
"Min 1x per month","2000","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2000","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2000","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2000","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2000","no migration background","Urban Area","","","","","2"
"Min 1x per week","2000","no migration background","Rural Area","","","","","2"
"Min 1x per week","2000","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2000","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2000","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2000","indirect migration background","Rural Area","","","","","2"
"Never","2000","no migration background","Urban Area","","","","","5"
"Never","2000","direct migration background","Urban Area","","","","","5"
"Never","2000","no migration background","Rural Area","","","","","5"
"Never","2000","direct migration background","Rural Area","","","","","5"
"Never","2000","indirect migration background","Urban Area","","","","","5"
"Never","2000","indirect migration background","Rural Area","","","","","5"
"Rarely","2000","no migration background","Urban Area","","","","","4"
"Rarely","2000","no migration background","Rural Area","","","","","4"
"Rarely","2000","direct migration background","Urban Area","","","","","4"
"Rarely","2000","direct migration background","Rural Area","","","","","4"
"Rarely","2000","indirect migration background","Urban Area","","","","","4"
"Rarely","2000","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2001","no migration background","Urban Area","3357","0.283785265592534","0.275482064947061","0.292088466238007","3"
"Min 1x per month","2001","no migration background","Rural Area","2234","0.310331264112605","0.299397200062926","0.321265328162285","3"
"Min 1x per month","2001","direct migration background","Urban Area","738","0.288443525838614","0.270386133766404","0.306500917910824","3"
"Min 1x per month","2001","direct migration background","Rural Area","150","0.294531379333061","0.254735559231671","0.33432719943445","3"
"Min 1x per month","2001","indirect migration background","Urban Area","227","0.340812730600108","0.305108796944712","0.376516664255504","3"
"Min 1x per month","2001","indirect migration background","Rural Area","31","0.285315130178687","0.196364262436708","0.374265997920666","3"
"Min 1x per week","2001","no migration background","Urban Area","1326","0.118680652545391","0.112724228604177","0.124637076486605","2"
"Min 1x per week","2001","no migration background","Rural Area","835","0.122379274302809","0.114633658505178","0.13012489010044","2"
"Min 1x per week","2001","direct migration background","Urban Area","378","0.143283795006296","0.129318922616875","0.157248667395716","2"
"Min 1x per week","2001","indirect migration background","Urban Area","112","0.162336655812772","0.134558922125862","0.190114389499682","2"
"Min 1x per week","2001","direct migration background","Rural Area","62","0.122265024690209","0.093665050262399","0.15086499911802","2"
"Min 1x per week","2001","indirect migration background","Rural Area","17","","","","2"
"Never","2001","no migration background","Urban Area","1482","0.153317475339438","0.146681800244906","0.15995315043397","5"
"Never","2001","direct migration background","Urban Area","346","0.15266213701094","0.138326601592639","0.16699767242924","5"
"Never","2001","no migration background","Rural Area","771","0.134602766011194","0.126536299735012","0.142669232287376","5"
"Never","2001","direct migration background","Rural Area","81","0.169850696590859","0.137068006143506","0.202633387038212","5"
"Never","2001","indirect migration background","Urban Area","57","0.101815722695065","0.0790362374984032","0.124595207891727","5"
"Never","2001","indirect migration background","Rural Area","10","","","","5"
"Rarely","2001","no migration background","Urban Area","5160","0.444216606522637","0.435065382989677","0.453367830055596","4"
"Rarely","2001","no migration background","Rural Area","3037","0.432686695573392","0.420976966851829","0.444396424294954","4"
"Rarely","2001","direct migration background","Urban Area","956","0.415610542144151","0.395967244074704","0.435253840213597","4"
"Rarely","2001","direct migration background","Rural Area","211","0.413352899385871","0.370361480258108","0.456344318513635","4"
"Rarely","2001","indirect migration background","Urban Area","281","0.395034890892056","0.358210408723176","0.431859373060935","4"
"Rarely","2001","indirect migration background","Rural Area","41","0.413372418170376","0.316370017907204","0.510374818433548","4"
"Min 1x per month","2002","no migration background","Urban Area","","","","","3"
"Min 1x per month","2002","no migration background","Rural Area","","","","","3"
"Min 1x per month","2002","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2002","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2002","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2002","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2002","no migration background","Urban Area","","","","","2"
"Min 1x per week","2002","no migration background","Rural Area","","","","","2"
"Min 1x per week","2002","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2002","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2002","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2002","indirect migration background","Rural Area","","","","","2"
"Never","2002","no migration background","Urban Area","","","","","5"
"Never","2002","no migration background","Rural Area","","","","","5"
"Never","2002","direct migration background","Urban Area","","","","","5"
"Never","2002","direct migration background","Rural Area","","","","","5"
"Never","2002","indirect migration background","Urban Area","","","","","5"
"Never","2002","indirect migration background","Rural Area","","","","","5"
"Rarely","2002","no migration background","Urban Area","","","","","4"
"Rarely","2002","no migration background","Rural Area","","","","","4"
"Rarely","2002","direct migration background","Rural Area","","","","","4"
"Rarely","2002","direct migration background","Urban Area","","","","","4"
"Rarely","2002","indirect migration background","Urban Area","","","","","4"
"Rarely","2002","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2003","no migration background","Urban Area","","","","","3"
"Min 1x per month","2003","no migration background","Rural Area","","","","","3"
"Min 1x per month","2003","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2003","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2003","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2003","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2003","no migration background","Urban Area","","","","","2"
"Min 1x per week","2003","no migration background","Rural Area","","","","","2"
"Min 1x per week","2003","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2003","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2003","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2003","indirect migration background","Rural Area","","","","","2"
"Never","2003","no migration background","Rural Area","","","","","5"
"Never","2003","no migration background","Urban Area","","","","","5"
"Never","2003","direct migration background","Rural Area","","","","","5"
"Never","2003","direct migration background","Urban Area","","","","","5"
"Never","2003","indirect migration background","Urban Area","","","","","5"
"Never","2003","indirect migration background","Rural Area","","","","","5"
"Rarely","2003","no migration background","Urban Area","","","","","4"
"Rarely","2003","no migration background","Rural Area","","","","","4"
"Rarely","2003","direct migration background","Urban Area","","","","","4"
"Rarely","2003","direct migration background","Rural Area","","","","","4"
"Rarely","2003","indirect migration background","Urban Area","","","","","4"
"Rarely","2003","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2004","no migration background","Rural Area","","","","","3"
"Min 1x per month","2004","no migration background","Urban Area","","","","","3"
"Min 1x per month","2004","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2004","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2004","no migration background","Urban Area","","","","","2"
"Min 1x per week","2004","no migration background","Rural Area","","","","","2"
"Min 1x per week","2004","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2004","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Rural Area","","","","","2"
"Never","2004","no migration background","Urban Area","","","","","5"
"Never","2004","no migration background","Rural Area","","","","","5"
"Never","2004","direct migration background","Urban Area","","","","","5"
"Never","2004","direct migration background","Rural Area","","","","","5"
"Never","2004","indirect migration background","Urban Area","","","","","5"
"Never","2004","indirect migration background","Rural Area","","","","","5"
"Rarely","2004","no migration background","Urban Area","","","","","4"
"Rarely","2004","no migration background","Rural Area","","","","","4"
"Rarely","2004","direct migration background","Urban Area","","","","","4"
"Rarely","2004","indirect migration background","Urban Area","","","","","4"
"Rarely","2004","direct migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2005","no migration background","Rural Area","2083","0.327602375794466","0.316038552085044","0.339166199503888","3"
"Min 1x per month","2005","no migration background","Urban Area","3383","0.297507722497515","0.289025584162264","0.305989860832766","3"
"Min 1x per month","2005","direct migration background","Urban Area","628","0.31010660800061","0.289666065688945","0.330547150312275","3"
"Min 1x per month","2005","direct migration background","Rural Area","119","0.285063183752864","0.241365284475942","0.328761083029786","3"
"Min 1x per month","2005","indirect migration background","Urban Area","262","0.405846146479131","0.370052238701571","0.441640054256691","3"
"Min 1x per month","2005","indirect migration background","Rural Area","29","","","","3"
"Min 1x per week","2005","no migration background","Urban Area","1274","0.116970859538636","0.11100790071024","0.122933818367031","2"
"Min 1x per week","2005","no migration background","Rural Area","718","0.121573729616427","0.113522033352582","0.129625425880272","2"
"Min 1x per week","2005","direct migration background","Urban Area","268","0.13720354568646","0.121998674182012","0.152408417190909","2"
"Min 1x per week","2005","direct migration background","Rural Area","54","0.124654835651812","0.0926805834389039","0.15662908786472","2"
"Min 1x per week","2005","indirect migration background","Urban Area","111","0.130492272550953","0.105939074743667","0.155045470358238","2"
"Min 1x per week","2005","indirect migration background","Rural Area","18","","","","2"
"Never","2005","no migration background","Urban Area","1205","0.130763791566695","0.124508492057053","0.137019091076336","5"
"Never","2005","no migration background","Rural Area","628","0.115050399237706","0.107188668058771","0.122912130416641","5"
"Never","2005","direct migration background","Urban Area","260","0.12659597767218","0.11190118515516","0.141290770189201","5"
"Never","2005","direct migration background","Rural Area","66","0.194829786653268","0.156491942271059","0.233167631035477","5"
"Never","2005","indirect migration background","Urban Area","55","0.0718590947551663","0.0530344508339981","0.0906837386763345","5"
"Never","2005","indirect migration background","Rural Area","13","","","","5"
"Rarely","2005","no migration background","Urban Area","5297","0.454757626397155","0.445518726797237","0.463996525997073","4"
"Rarely","2005","no migration background","Rural Area","2899","0.435773495351401","0.42355628635013","0.447990704352672","4"
"Rarely","2005","direct migration background","Urban Area","811","0.426093868640749","0.404240470113134","0.447947267168365","4"
"Rarely","2005","direct migration background","Rural Area","171","0.395452193942056","0.348124158010628","0.442780229873484","4"
"Rarely","2005","indirect migration background","Urban Area","295","0.39180248621475","0.356220117440689","0.427384854988811","4"
"Rarely","2005","indirect migration background","Rural Area","46","0.402278051569359","0.308929425749403","0.495626677389315","4"
"Min 1x per month","2006","no migration background","Urban Area","","","","","3"
"Min 1x per month","2006","no migration background","Rural Area","","","","","3"
"Min 1x per month","2006","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2006","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2006","no migration background","Urban Area","","","","","2"
"Min 1x per week","2006","no migration background","Rural Area","","","","","2"
"Min 1x per week","2006","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Rural Area","","","","","2"
"Never","2006","no migration background","Urban Area","","","","","5"
"Never","2006","no migration background","Rural Area","","","","","5"
"Never","2006","direct migration background","Urban Area","","","","","5"
"Never","2006","direct migration background","Rural Area","","","","","5"
"Never","2006","indirect migration background","Urban Area","","","","","5"
"Never","2006","indirect migration background","Rural Area","","","","","5"
"Rarely","2006","no migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Urban Area","","","","","4"
"Rarely","2006","no migration background","Rural Area","","","","","4"
"Rarely","2006","direct migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Urban Area","","","","","4"
"Rarely","2006","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2007","no migration background","Urban Area","3403","0.306603099280606","0.298052417920179","0.315153780641033","3"
"Min 1x per month","2007","no migration background","Rural Area","2164","0.331113261756826","0.319604995390934","0.342621528122718","3"
"Min 1x per month","2007","direct migration background","Urban Area","513","0.303573014763061","0.281893697592873","0.325252331933249","3"
"Min 1x per month","2007","direct migration background","Rural Area","119","0.307893668652322","0.262312362030606","0.353474975274037","3"
"Min 1x per month","2007","indirect migration background","Urban Area","237","0.353697612690509","0.317575386877474","0.389819838503545","3"
"Min 1x per month","2007","indirect migration background","Rural Area","36","0.331549630093181","0.244363392328643","0.418735867857718","3"
"Min 1x per week","2007","no migration background","Urban Area","1365","0.110747248118941","0.104927548287906","0.116566947949976","2"
"Min 1x per week","2007","no migration background","Rural Area","780","0.127585204702806","0.119426767155785","0.135743642249827","2"
"Min 1x per week","2007","direct migration background","Urban Area","255","0.136588560908994","0.120396866982333","0.152780254835656","2"
"Min 1x per week","2007","direct migration background","Rural Area","48","0.0943540353800387","0.0654898405186767","0.123218230241401","2"
"Min 1x per week","2007","indirect migration background","Urban Area","117","0.149667213788357","0.122714757021574","0.176619670555141","2"
"Min 1x per week","2007","indirect migration background","Rural Area","13","","","","2"
"Never","2007","no migration background","Rural Area","741","0.126023379012026","0.11790777603933","0.134138981984722","5"
"Never","2007","no migration background","Urban Area","1326","0.135932675435812","0.129577065607268","0.142288285264355","5"
"Never","2007","direct migration background","Rural Area","58","0.146407213346053","0.111500690812757","0.181313735879348","5"
"Never","2007","direct migration background","Urban Area","216","0.130171986968955","0.114306562931852","0.146037411006059","5"
"Never","2007","indirect migration background","Urban Area","65","0.110572951242544","0.086879944612642","0.134265957872446","5"
"Never","2007","indirect migration background","Rural Area","9","","","","5"
"Rarely","2007","no migration background","Urban Area","5076","0.446716977164641","0.437497391466097","0.455936562863186","4"
"Rarely","2007","no migration background","Rural Area","2739","0.415278154528342","0.403228085697967","0.427328223358716","4"
"Rarely","2007","direct migration background","Urban Area","744","0.429666437358989","0.406326139066472","0.453006735651506","4"
"Rarely","2007","direct migration background","Rural Area","169","0.451345082621587","0.402208610080155","0.50048155516302","4"
"Rarely","2007","indirect migration background","Rural Area","54","0.418189475459473","0.326837821340629","0.509541129578317","4"
"Rarely","2007","indirect migration background","Urban Area","254","0.386062222278589","0.349280556740164","0.422843887817014","4"
"Min 1x per month","2008","no migration background","Urban Area","","","","","3"
"Min 1x per month","2008","no migration background","Rural Area","","","","","3"
"Min 1x per month","2008","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2008","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2008","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2008","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2008","no migration background","Urban Area","","","","","2"
"Min 1x per week","2008","no migration background","Rural Area","","","","","2"
"Min 1x per week","2008","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2008","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2008","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2008","indirect migration background","Rural Area","","","","","2"
"Never","2008","no migration background","Urban Area","","","","","5"
"Never","2008","no migration background","Rural Area","","","","","5"
"Never","2008","direct migration background","Urban Area","","","","","5"
"Never","2008","direct migration background","Rural Area","","","","","5"
"Never","2008","indirect migration background","Urban Area","","","","","5"
"Never","2008","indirect migration background","Rural Area","","","","","5"
"Rarely","2008","no migration background","Urban Area","","","","","4"
"Rarely","2008","no migration background","Rural Area","","","","","4"
"Rarely","2008","direct migration background","Urban Area","","","","","4"
"Rarely","2008","direct migration background","Rural Area","","","","","4"
"Rarely","2008","indirect migration background","Rural Area","","","","","4"
"Rarely","2008","indirect migration background","Urban Area","","","","","4"
"Min 1x per month","2009","no migration background","Urban Area","2920","0.286610786391082","0.2776832976459","0.295538275136264","3"
"Min 1x per month","2009","no migration background","Rural Area","1863","0.326206883345489","0.314134134324456","0.338279632366522","3"
"Min 1x per month","2009","direct migration background","Urban Area","407","0.305367748290937","0.28073577869173","0.329999717890144","3"
"Min 1x per month","2009","direct migration background","Rural Area","93","0.321856218677758","0.270263946123801","0.373448491231714","3"
"Min 1x per month","2009","indirect migration background","Urban Area","238","0.441015478648118","0.401087099955809","0.480943857340427","3"
"Min 1x per month","2009","indirect migration background","Rural Area","38","0.300315832585923","0.216536034652208","0.384095630519638","3"
"Min 1x per week","2009","no migration background","Urban Area","1009","0.0981737910431461","0.0922991818039652","0.104048400282327","2"
"Min 1x per week","2009","no migration background","Rural Area","628","0.113336329919843","0.105173131433278","0.121499528406408","2"
"Min 1x per week","2009","direct migration background","Urban Area","163","0.12378116294027","0.10616774433704","0.1413945815435","2"
"Min 1x per week","2009","direct migration background","Rural Area","32","0.0873976677985728","0.0562099552245576","0.118585380372588","2"
"Min 1x per week","2009","indirect migration background","Urban Area","76","0.123941816574296","0.0974427685324827","0.150440864616109","2"
"Min 1x per week","2009","indirect migration background","Rural Area","14","","","","2"
"Never","2009","no migration background","Urban Area","1127","0.130740555161351","0.124084764589557","0.137396345733145","5"
"Never","2009","no migration background","Rural Area","625","0.112303685224672","0.104173030118671","0.120434340330672","5"
"Never","2009","direct migration background","Urban Area","184","0.13018934713153","0.112191930503197","0.148186763759864","5"
"Never","2009","direct migration background","Rural Area","63","0.198363229274422","0.154326788103414","0.242399670445431","5"
"Never","2009","indirect migration background","Urban Area","35","0.0576760529605345","0.0389281477767821","0.0764239581442868","5"
"Never","2009","indirect migration background","Rural Area","9","","","","5"
"Rarely","2009","no migration background","Urban Area","4799","0.484474867404421","0.474607976546872","0.49434175826197","4"
"Rarely","2009","no migration background","Rural Area","2677","0.448153101509997","0.435346944181801","0.460959258838192","4"
"Rarely","2009","direct migration background","Urban Area","589","0.440661741637262","0.414109571581997","0.467213911692527","4"
"Rarely","2009","direct migration background","Rural Area","127","0.392382884249247","0.338461275467424","0.44630449303107","4"
"Rarely","2009","indirect migration background","Urban Area","245","0.377366651817051","0.338385666125738","0.416347637508365","4"
"Rarely","2009","indirect migration background","Rural Area","54","0.491314662265372","0.399944658416918","0.582684666113826","4"
"Min 1x per month","2010","no migration background","Urban Area","","","","","3"
"Min 1x per month","2010","no migration background","Rural Area","","","","","3"
"Min 1x per month","2010","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2010","no migration background","Urban Area","","","","","2"
"Min 1x per week","2010","no migration background","Rural Area","","","","","2"
"Min 1x per week","2010","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2010","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Urban Area","","","","","2"
"Never","2010","no migration background","Urban Area","","","","","5"
"Never","2010","no migration background","Rural Area","","","","","5"
"Never","2010","direct migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Rural Area","","","","","5"
"Never","2010","indirect migration background","Urban Area","","","","","5"
"Never","2010","indirect migration background","Rural Area","","","","","5"
"Rarely","2010","no migration background","Urban Area","","","","","4"
"Rarely","2010","no migration background","Rural Area","","","","","4"
"Rarely","2010","direct migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Rural Area","","","","","4"
"Rarely","2010","indirect migration background","Urban Area","","","","","4"
"Rarely","2010","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2011","no migration background","Urban Area","4684","0.29780143387429","0.290440558674591","0.30516230907399","3"
"Min 1x per month","2011","direct migration background","Urban Area","747","0.290378648763618","0.272473281924042","0.308284015603195","3"
"Min 1x per month","2011","no migration background","Rural Area","2962","0.313695385109239","0.304112536125496","0.323278234092983","3"
"Min 1x per month","2011","direct migration background","Rural Area","270","0.319567017395248","0.286779296103239","0.352354738687258","3"
"Min 1x per month","2011","indirect migration background","Urban Area","372","0.374462006169471","0.34532627745556","0.403597734883381","3"
"Min 1x per month","2011","indirect migration background","Rural Area","83","0.267084630159756","0.211109664852752","0.323059595466759","3"
"Min 1x per week","2011","no migration background","Urban Area","1878","0.115541314238538","0.110395625404807","0.12068700307227","2"
"Min 1x per week","2011","no migration background","Rural Area","1208","0.13700021762367","0.129898750328235","0.144101684919106","2"
"Min 1x per week","2011","direct migration background","Urban Area","355","0.130145893048579","0.116874210375634","0.143417575721524","2"
"Min 1x per week","2011","direct migration background","Rural Area","98","0.0983372267688204","0.0774000254207941","0.119274428116847","2"
"Min 1x per week","2011","indirect migration background","Urban Area","200","0.157728576286079","0.135786567572699","0.179670584999458","2"
"Min 1x per week","2011","indirect migration background","Rural Area","41","0.158484879187819","0.112282179924094","0.204687578451544","2"
"Never","2011","no migration background","Urban Area","1544","0.124483605246181","0.119169571433194","0.129797639059168","5"
"Never","2011","no migration background","Rural Area","979","0.1195722008266","0.112871131599737","0.126273270053462","5"
"Never","2011","direct migration background","Urban Area","365","0.145891220984911","0.131967390785164","0.159815051184659","5"
"Never","2011","direct migration background","Rural Area","119","0.144027997435269","0.119339718092639","0.168716276777899","5"
"Never","2011","indirect migration background","Urban Area","85","0.0666206637004233","0.0516090034451969","0.0816323239556497","5"
"Never","2011","indirect migration background","Rural Area","14","","","","5"
"Rarely","2011","no migration background","Urban Area","6720","0.46217364664099","0.454148375366475","0.470198917915506","4"
"Rarely","2011","no migration background","Rural Area","3857","0.42973219644049","0.41950820463739","0.439956188243591","4"
"Rarely","2011","direct migration background","Urban Area","1002","0.433584237202891","0.41403670424344","0.453131770162343","4"
"Rarely","2011","direct migration background","Rural Area","290","0.438067758400662","0.403181836647244","0.47295368015408","4"
"Rarely","2011","indirect migration background","Urban Area","403","0.401188753844027","0.371682470562871","0.430695037125184","4"
"Rarely","2011","indirect migration background","Rural Area","102","0.500200262065927","0.43694270154572","0.563457822586133","4"
"Min 1x per month","2012","no migration background","Urban Area","","","","","3"
"Min 1x per month","2012","no migration background","Rural Area","","","","","3"
"Min 1x per month","2012","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2012","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Urban Area","","","","","3"
"Min 1x per week","2012","no migration background","Urban Area","","","","","2"
"Min 1x per week","2012","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2012","no migration background","Rural Area","","","","","2"
"Min 1x per week","2012","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Rural Area","","","","","2"
"Never","2012","no migration background","Urban Area","","","","","5"
"Never","2012","no migration background","Rural Area","","","","","5"
"Never","2012","direct migration background","Urban Area","","","","","5"
"Never","2012","direct migration background","Rural Area","","","","","5"
"Never","2012","indirect migration background","Urban Area","","","","","5"
"Never","2012","indirect migration background","Rural Area","","","","","5"
"Rarely","2012","no migration background","Urban Area","","","","","4"
"Rarely","2012","no migration background","Rural Area","","","","","4"
"Rarely","2012","direct migration background","Rural Area","","","","","4"
"Rarely","2012","direct migration background","Urban Area","","","","","4"
"Rarely","2012","indirect migration background","Urban Area","","","","","4"
"Rarely","2012","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2013","no migration background","Urban Area","","","","","3"
"Min 1x per month","2013","no migration background","Rural Area","","","","","3"
"Min 1x per month","2013","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2013","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2013","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2013","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2013","no migration background","Urban Area","","","","","2"
"Min 1x per week","2013","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2013","no migration background","Rural Area","","","","","2"
"Min 1x per week","2013","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2013","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2013","indirect migration background","Rural Area","","","","","2"
"Never","2013","no migration background","Urban Area","","","","","5"
"Never","2013","no migration background","Rural Area","","","","","5"
"Never","2013","direct migration background","Urban Area","","","","","5"
"Never","2013","direct migration background","Rural Area","","","","","5"
"Never","2013","indirect migration background","Urban Area","","","","","5"
"Never","2013","indirect migration background","Rural Area","","","","","5"
"Rarely","2013","no migration background","Urban Area","","","","","4"
"Rarely","2013","no migration background","Rural Area","","","","","4"
"Rarely","2013","direct migration background","Rural Area","","","","","4"
"Rarely","2013","direct migration background","Urban Area","","","","","4"
"Rarely","2013","indirect migration background","Urban Area","","","","","4"
"Rarely","2013","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2014","no migration background","Urban Area","","","","","3"
"Min 1x per month","2014","no migration background","Rural Area","","","","","3"
"Min 1x per month","2014","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2014","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2014","no migration background","Urban Area","","","","","2"
"Min 1x per week","2014","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2014","no migration background","Rural Area","","","","","2"
"Min 1x per week","2014","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Rural Area","","","","","2"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Rarely","2014","no migration background","Urban Area","","","","","4"
"Rarely","2014","no migration background","Rural Area","","","","","4"
"Rarely","2014","direct migration background","Urban Area","","","","","4"
"Rarely","2014","direct migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Urban Area","","","","","4"
"Min 1x per month","2015","no migration background","Rural Area","2468","0.322843557857876","0.312155090155313","0.333532025560439","3"
"Min 1x per month","2015","no migration background","Urban Area","3818","0.301844008982286","0.293604092045037","0.310083925919535","3"
"Min 1x per month","2015","direct migration background","Rural Area","540","0.342377467717848","0.318348610618965","0.366406324816731","3"
"Min 1x per month","2015","direct migration background","Urban Area","1582","0.336498271762284","0.322582487118908","0.35041405640566","3"
"Min 1x per month","2015","indirect migration background","Rural Area","141","0.401234551788315","0.346847148749578","0.455621954827051","3"
"Min 1x per month","2015","indirect migration background","Urban Area","522","0.372441479341028","0.346859910665939","0.398023048016116","3"
"Min 1x per week","2015","no migration background","Urban Area","1330","0.105538308769495","0.100023362866482","0.111053254672508","2"
"Min 1x per week","2015","direct migration background","Urban Area","765","0.156583830156982","0.145881220939855","0.16728643937411","2"
"Min 1x per week","2015","no migration background","Rural Area","847","0.110523798561635","0.103356261498825","0.117691335624445","2"
"Min 1x per week","2015","direct migration background","Rural Area","286","0.147745880861449","0.129776445550349","0.165715316172549","2"
"Min 1x per week","2015","indirect migration background","Urban Area","269","0.163345918667412","0.143784599185258","0.182907238149566","2"
"Min 1x per week","2015","indirect migration background","Rural Area","51","0.170034233719543","0.128350264363509","0.211718203075577","2"
