"pli0095_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","1990","indirect migration background","(1a) inadequately completed","","","",""
"Never","1990","indirect migration background","(1b) general elementary school","","","",""
"Never","1990","indirect migration background","(1c) basic vocational qualification","1","","",""
"Never","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","7","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","6","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","148","0.114883113824973","0.0980466107299683","0.131719616919979"
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","310","0.0850174534757842","0.0758568822600416","0.0941780246915269"
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","37","0.098614160259826","0.070467008025508","0.126761312494144"
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","179","0.0754801547943221","0.0649509771552866","0.0860093324333576"
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","26","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","28","","",""
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","60","0.0778740729580789","0.0595438362258378","0.09620430969032"
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","48","0.0617536444606559","0.0438709395224082","0.0796363493989036"
"Min 1x per week","1992","direct migration background","(0) in school","1","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","90","0.17329965003465","0.142335080391509","0.204264219677791"
"Min 1x per week","1992","direct migration background","(1b) general elementary school","108","0.126980066195677","0.103370866459268","0.150589265932086"
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","82","0.128577906396776","0.102036438132944","0.155119374660609"
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","7","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","5","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","12","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","9","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","2","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","21","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","6","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","27","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","28","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","299","0.206064325755757","0.18470844207106","0.227420209440454"
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","920","0.250420241746001","0.236190214076007","0.264650269415994"
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","124","0.271240584871572","0.229266727606749","0.313214442136394"
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","717","0.280393234937135","0.262489183078691","0.298297286795579"
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","83","0.298996412792402","0.243560582765406","0.354432242819399"
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","127","0.325539674748472","0.278975334199598","0.372104015297347"
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","232","0.273157089158962","0.242677926615772","0.303636251702151"
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","172","0.243101058068698","0.21123298202459","0.274969134112806"
"Min 1x per month","1992","direct migration background","(0) in school","5","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","165","0.282122646290811","0.245306676425005","0.318938616156617"
"Min 1x per month","1992","direct migration background","(1b) general elementary school","244","0.282845362800875","0.250909228298543","0.314781497303208"
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","182","0.268117983243181","0.232993414883005","0.303242551603357"
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","18","","",""
"Min 1x per month","1992","direct migration background","(2a) intermediate vocational","28","","",""
"Min 1x per month","1992","direct migration background","(2c_gen) general maturity certificate","27","","",""
"Min 1x per month","1992","direct migration background","(2c_voc) vocational maturity certificate","44","0.419096969842503","0.329306927212125","0.508887012472881"
"Min 1x per month","1992","direct migration background","(3a) lower tertiary education","13","","",""
"Min 1x per month","1992","direct migration background","(3b) higher tertiary education","17","","",""
"Min 1x per month","1992","indirect migration background","(0) in school","14","","",""
"Min 1x per month","1992","indirect migration background","(1a) inadequately completed","5","","",""
"Min 1x per month","1992","indirect migration background","(1b) general elementary school","40","0.322651220556255","0.237942525277325","0.407359915835186"
"Min 1x per month","1992","indirect migration background","(1c) basic vocational qualification","30","0.34167307087727","0.229768009083248","0.453578132671292"
"Min 1x per month","1992","indirect migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per month","1992","indirect migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1992","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Min 1x per month","1992","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1992","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per month","1992","indirect migration background","(3b) higher tertiary education","1","","",""
"Rarely","1992","no migration background","(0) in school","46","0.521533713303325","0.416566098285943","0.626501328320708"
"Rarely","1992","no migration background","(1a) inadequately completed","66","0.488430074228248","0.401149716100842","0.575710432355654"
"Rarely","1992","no migration background","(1b) general elementary school","577","0.386694487232023","0.360981892378219","0.412407082085827"
"Rarely","1992","no migration background","(1c) basic vocational qualification","1829","0.486176834563579","0.469760882503023","0.502592786624134"
"Rarely","1992","no migration background","(2b) intermediate general qualification","224","0.494447992708903","0.447246831326965","0.541649154090842"
"Rarely","1992","no migration background","(2a) intermediate vocational","1306","0.522936578114039","0.503028354390218","0.542844801837861"
"Rarely","1992","no migration background","(2c_gen) general maturity certificate","137","0.546583188725959","0.486303029677995","0.606863347773923"
"Rarely","1992","no migration background","(2c_voc) vocational maturity certificate","198","0.50134685975988","0.4516599806529","0.551033738866859"
"Rarely","1992","no migration background","(3a) lower tertiary education","457","0.541346071714339","0.507261600084477","0.575430543344202"
"Rarely","1992","no migration background","(3b) higher tertiary education","402","0.558359844737988","0.521467620723517","0.59525206875246"
"Rarely","1992","direct migration background","(0) in school","5","","",""
"Rarely","1992","direct migration background","(1a) inadequately completed","206","0.346399207562356","0.307473467806502","0.38532494731821"
"Rarely","1992","direct migration background","(1b) general elementary school","276","0.402877231470544","0.368098031360929","0.437656431580158"
"Rarely","1992","direct migration background","(1c) basic vocational qualification","249","0.417496386115917","0.378394009149181","0.456598763082653"
"Rarely","1992","direct migration background","(2b) intermediate general qualification","30","0.587318353675678","0.46169613807923","0.712940569272126"
"Rarely","1992","direct migration background","(2a) intermediate vocational","55","0.565190180269437","0.467539006161635","0.662841354377239"
"Rarely","1992","direct migration background","(2c_gen) general maturity certificate","40","0.522078735769241","0.420008208838934","0.624149262699548"
"Rarely","1992","direct migration background","(2c_voc) vocational maturity certificate","43","0.346421053854006","0.259830550833671","0.433011556874342"
"Rarely","1992","direct migration background","(3a) lower tertiary education","21","","",""
"Rarely","1992","direct migration background","(3b) higher tertiary education","42","0.514641493515487","0.407762545588126","0.621520441442848"
"Rarely","1992","indirect migration background","(0) in school","21","","",""
"Rarely","1992","indirect migration background","(1a) inadequately completed","10","","",""
"Rarely","1992","indirect migration background","(1b) general elementary school","39","0.341919146369523","0.255967045130855","0.427871247608192"
"Rarely","1992","indirect migration background","(1c) basic vocational qualification","26","","",""
"Rarely","1992","indirect migration background","(2b) intermediate general qualification","28","","",""
"Rarely","1992","indirect migration background","(2a) intermediate vocational","15","","",""
"Rarely","1992","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Rarely","1992","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1992","no migration background","(0) in school","7","","",""
"Never","1992","no migration background","(1a) inadequately completed","26","","",""
"Never","1992","no migration background","(1b) general elementary school","354","0.292358073187247","0.268342784818429","0.316373361556065"
"Never","1992","no migration background","(1c) basic vocational qualification","502","0.178385470214636","0.165811399501255","0.190959540928017"
"Never","1992","no migration background","(2b) intermediate general qualification","46","0.135697262159699","0.103365606635364","0.168028917684034"
"Never","1992","no migration background","(2a) intermediate vocational","216","0.121190032154503","0.108182321129177","0.134197743179829"
"Never","1992","no migration background","(2c_gen) general maturity certificate","16","","",""
"Never","1992","no migration background","(2c_voc) vocational maturity certificate","36","0.107850831622566","0.0770257825274871","0.138675880717645"
"Never","1992","no migration background","(3a) lower tertiary education","72","0.107622766168621","0.0864243785711159","0.128821153766125"
"Never","1992","no migration background","(3b) higher tertiary education","74","0.136785452732658","0.11125709937453","0.162313806090785"
"Never","1992","direct migration background","(0) in school","1","","",""
"Never","1992","direct migration background","(1a) inadequately completed","113","0.198178496112183","0.165567860875783","0.230789131348584"
"Never","1992","direct migration background","(1b) general elementary school","136","0.187297339532904","0.159632187786916","0.214962491278892"
"Never","1992","direct migration background","(1c) basic vocational qualification","98","0.185807724244126","0.154967121522258","0.216648326965994"
"Never","1992","direct migration background","(2b) intermediate general qualification","8","","",""
"Never","1992","direct migration background","(2a) intermediate vocational","9","","",""
"Never","1992","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Never","1992","direct migration background","(2c_voc) vocational maturity certificate","16","","",""
"Never","1992","direct migration background","(3a) lower tertiary education","8","","",""
"Never","1992","direct migration background","(3b) higher tertiary education","13","","",""
"Never","1992","indirect migration background","(0) in school","3","","",""
"Never","1992","indirect migration background","(1a) inadequately completed","8","","",""
"Never","1992","indirect migration background","(1b) general elementary school","17","","",""
"Never","1992","indirect migration background","(1c) basic vocational qualification","7","","",""
"Never","1992","indirect migration background","(2b) intermediate general qualification","2","","",""
"Never","1992","indirect migration background","(2a) intermediate vocational","6","","",""
"Never","1992","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Never","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1992","indirect migration background","(3b) higher tertiary education","1","","",""
"Min 1x per week","1993","no migration background","(0) in school","","","",""
"Min 1x per week","1993","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1993","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1993","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","direct migration background","(0) in school","","","",""
"Min 1x per week","1993","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1993","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1993","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","indirect migration background","(0) in school","","","",""
"Min 1x per week","1993","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1993","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1993","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","no migration background","(0) in school","","","",""
"Min 1x per month","1993","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1993","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1993","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","direct migration background","(0) in school","","","",""
"Min 1x per month","1993","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1993","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1993","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","indirect migration background","(0) in school","","","",""
"Min 1x per month","1993","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1993","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1993","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1993","no migration background","(0) in school","","","",""
"Rarely","1993","no migration background","(1a) inadequately completed","","","",""
"Rarely","1993","no migration background","(1b) general elementary school","","","",""
"Rarely","1993","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1993","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1993","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1993","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1993","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1993","direct migration background","(0) in school","","","",""
"Rarely","1993","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1993","direct migration background","(1b) general elementary school","","","",""
"Rarely","1993","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1993","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1993","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1993","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1993","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1993","indirect migration background","(0) in school","","","",""
"Rarely","1993","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1993","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1993","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1993","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1993","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1993","no migration background","(0) in school","","","",""
"Never","1993","no migration background","(1a) inadequately completed","","","",""
"Never","1993","no migration background","(1b) general elementary school","","","",""
"Never","1993","no migration background","(1c) basic vocational qualification","","","",""
"Never","1993","no migration background","(2b) intermediate general qualification","","","",""
"Never","1993","no migration background","(2a) intermediate vocational","","","",""
"Never","1993","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1993","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","no migration background","(3a) lower tertiary education","","","",""
"Never","1993","no migration background","(3b) higher tertiary education","","","",""
"Never","1993","direct migration background","(0) in school","","","",""
"Never","1993","direct migration background","(1a) inadequately completed","","","",""
"Never","1993","direct migration background","(1b) general elementary school","","","",""
"Never","1993","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1993","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1993","direct migration background","(2a) intermediate vocational","","","",""
"Never","1993","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1993","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","direct migration background","(3a) lower tertiary education","","","",""
"Never","1993","direct migration background","(3b) higher tertiary education","","","",""
"Never","1993","indirect migration background","(0) in school","","","",""
"Never","1993","indirect migration background","(1a) inadequately completed","","","",""
"Never","1993","indirect migration background","(1b) general elementary school","","","",""
"Never","1993","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1993","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1993","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1994","no migration background","(0) in school","16","","",""
"Min 1x per week","1994","no migration background","(1a) inadequately completed","11","","",""
"Min 1x per week","1994","no migration background","(1b) general elementary school","117","0.0964403948120802","0.080153949441372","0.112726840182788"
"Min 1x per week","1994","no migration background","(1c) basic vocational qualification","303","0.0902672311547346","0.0805964423243611","0.0999380199851081"
"Min 1x per week","1994","no migration background","(2b) intermediate general qualification","43","0.117009080055983","0.0838055130415099","0.150212647070455"
"Min 1x per week","1994","no migration background","(2a) intermediate vocational","186","0.0744480205230432","0.0640068128402938","0.0848892282057926"
"Min 1x per week","1994","no migration background","(2c_gen) general maturity certificate","21","","",""
"Min 1x per week","1994","no migration background","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","1994","no migration background","(3a) lower tertiary education","60","0.0679442338976533","0.0504951772247196","0.085393290570587"
"Min 1x per week","1994","no migration background","(3b) higher tertiary education","55","0.0701951338705342","0.0514691570789473","0.0889211106621211"
"Min 1x per week","1994","direct migration background","(0) in school","1","","",""
