"plh0206i04","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2008","Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2008","Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2008","Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2008","Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2008","Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2008","Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2008","Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2008","Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2008","Not Employed","(0) in school","","","",""
"5 on scale 1-7","2008","Not Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2008","Not Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2008","Not Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2008","Not Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2008","Not Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2008","Not Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2008","Not Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2008","Employed","(0) in school","","","",""
"5 on scale 1-7","2008","Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2008","Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2008","Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2008","Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2008","Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2008","Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2008","Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2008","Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2008","Not Employed","(0) in school","","","",""
"6 on scale 1-7","2008","Not Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2008","Not Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2008","Not Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2008","Not Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2008","Not Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2008","Not Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2008","Not Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2008","Employed","(0) in school","","","",""
"6 on scale 1-7","2008","Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2008","Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2008","Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2008","Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2008","Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2008","Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2008","Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2008","Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","Not Employed","(0) in school","","","",""
"7 Strongly agree","2008","Not Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","Not Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2008","Not Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","Not Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","Not Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","Not Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","Not Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","Employed","(0) in school","","","",""
"7 Strongly agree","2008","Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2008","Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2009","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","Employed","(0) in school","","","",""
"1 Strongly disagree","2009","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2009","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2009","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","Not Employed","(0) in school","","","",""
"3 on scale 1-7 ","2009","Not Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","Not Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","Not Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","Not Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","Not Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","Not Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","Not Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2009","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","Not Employed","(0) in school","","","",""
"4 on scale 1-7","2009","Not Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","Not Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","Not Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","Not Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","Not Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","Not Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","Not Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","Employed","(0) in school","","","",""
"4 on scale 1-7","2009","Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","Not Employed","(0) in school","","","",""
"5 on scale 1-7","2009","Not Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","Not Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","Not Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","Not Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","Not Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","Not Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","Not Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","Employed","(0) in school","","","",""
"5 on scale 1-7","2009","Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","Not Employed","(0) in school","","","",""
"6 on scale 1-7","2009","Not Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","Not Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","Not Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","Not Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","Not Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","Not Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","Not Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","Employed","(0) in school","","","",""
"6 on scale 1-7","2009","Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","Not Employed","(0) in school","","","",""
"7 Strongly agree","2009","Not Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","Not Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2009","Not Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","Not Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","Not Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","Not Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","Not Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","Employed","(0) in school","","","",""
"7 Strongly agree","2009","Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2009","Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","Not Employed","(0) in school","2","","",""
"1 Strongly disagree","2010","Not Employed","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2010","Not Employed","(1b) general elementary school","10","","",""
"1 Strongly disagree","2010","Not Employed","(1c) basic vocational qualification","31","0.0149703152659783","0.0099781551568512","0.0199624753751054"
"1 Strongly disagree","2010","Not Employed","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2010","Not Employed","(2a) intermediate vocational","9","","",""
"1 Strongly disagree","2010","Not Employed","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2010","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2010","Not Employed","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2010","Not Employed","(3b) higher tertiary education","3","","",""
"1 Strongly disagree","2010","Employed","(0) in school","1","","",""
"1 Strongly disagree","2010","Employed","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2010","Employed","(1b) general elementary school","1","","",""
"1 Strongly disagree","2010","Employed","(1c) basic vocational qualification","17","","",""
"1 Strongly disagree","2010","Employed","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2010","Employed","(2a) intermediate vocational","17","","",""
"1 Strongly disagree","2010","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","Employed","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2010","Employed","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2010","Employed","(3b) higher tertiary education","5","","",""
"2 on scale 1-7 ","2010","Not Employed","(0) in school","2","","",""
"2 on scale 1-7 ","2010","Not Employed","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2010","Not Employed","(1b) general elementary school","11","","",""
"2 on scale 1-7 ","2010","Not Employed","(1c) basic vocational qualification","28","","",""
"2 on scale 1-7 ","2010","Not Employed","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2010","Not Employed","(2a) intermediate vocational","12","","",""
"2 on scale 1-7 ","2010","Not Employed","(2c_gen) general maturity certificate","3","","",""
"2 on scale 1-7 ","2010","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2010","Not Employed","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2010","Not Employed","(3b) higher tertiary education","6","","",""
"2 on scale 1-7 ","2010","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2010","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","Employed","(1b) general elementary school","4","","",""
"2 on scale 1-7 ","2010","Employed","(1c) basic vocational qualification","18","","",""
"2 on scale 1-7 ","2010","Employed","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2010","Employed","(2a) intermediate vocational","19","","",""
"2 on scale 1-7 ","2010","Employed","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2010","Employed","(2c_voc) vocational maturity certificate","8","","",""
"2 on scale 1-7 ","2010","Employed","(3a) lower tertiary education","10","","",""
"2 on scale 1-7 ","2010","Employed","(3b) higher tertiary education","16","","",""
"3 on scale 1-7 ","2010","Not Employed","(0) in school","6","","",""
"3 on scale 1-7 ","2010","Not Employed","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2010","Not Employed","(1b) general elementary school","13","","",""
"3 on scale 1-7 ","2010","Not Employed","(1c) basic vocational qualification","44","0.0209678106343737","0.015077700687255","0.0268579205814924"
"3 on scale 1-7 ","2010","Not Employed","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2010","Not Employed","(2a) intermediate vocational","25","","",""
"3 on scale 1-7 ","2010","Not Employed","(2c_gen) general maturity certificate","10","","",""
"3 on scale 1-7 ","2010","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"3 on scale 1-7 ","2010","Not Employed","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2010","Not Employed","(3b) higher tertiary education","11","","",""
"3 on scale 1-7 ","2010","Employed","(0) in school","2","","",""
"3 on scale 1-7 ","2010","Employed","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2010","Employed","(1b) general elementary school","7","","",""
"3 on scale 1-7 ","2010","Employed","(1c) basic vocational qualification","58","0.0324536483006681","0.0248566400071374","0.0400506565941988"
"3 on scale 1-7 ","2010","Employed","(2b) intermediate general qualification","6","","",""
"3 on scale 1-7 ","2010","Employed","(2a) intermediate vocational","75","0.0254829844070839","0.0198921621698072","0.0310738066443606"
"3 on scale 1-7 ","2010","Employed","(2c_gen) general maturity certificate","11","","",""
"3 on scale 1-7 ","2010","Employed","(2c_voc) vocational maturity certificate","29","","",""
"3 on scale 1-7 ","2010","Employed","(3a) lower tertiary education","18","","",""
"3 on scale 1-7 ","2010","Employed","(3b) higher tertiary education","32","0.0172573406912248","0.01108670471359","0.0234279766688596"
"4 on scale 1-7","2010","Not Employed","(0) in school","23","","",""
"4 on scale 1-7","2010","Not Employed","(1a) inadequately completed","8","","",""
"4 on scale 1-7","2010","Not Employed","(1b) general elementary school","71","0.0858036679411805","0.0664922094649857","0.105115126417375"
"4 on scale 1-7","2010","Not Employed","(1c) basic vocational qualification","212","0.0894921197934841","0.0777571324580886","0.10122710712888"
"4 on scale 1-7","2010","Not Employed","(2b) intermediate general qualification","17","","",""
"4 on scale 1-7","2010","Not Employed","(2a) intermediate vocational","77","0.0871984479925266","0.0699016702219701","0.104495225763083"
"4 on scale 1-7","2010","Not Employed","(2c_gen) general maturity certificate","26","","",""
"4 on scale 1-7","2010","Not Employed","(2c_voc) vocational maturity certificate","30","0.0955090994300901","0.0625236316455979","0.128494567214582"
"4 on scale 1-7","2010","Not Employed","(3a) lower tertiary education","33","0.0567973017116284","0.0357147116240177","0.0778798917992391"
"4 on scale 1-7","2010","Not Employed","(3b) higher tertiary education","57","0.10554333190685","0.0812798687648298","0.12980679504887"
"4 on scale 1-7","2010","Employed","(0) in school","9","","",""
"4 on scale 1-7","2010","Employed","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2010","Employed","(1b) general elementary school","37","0.0891404402762006","0.0623938796086719","0.115887000943729"
"4 on scale 1-7","2010","Employed","(1c) basic vocational qualification","170","0.102346826592404","0.0893521216193436","0.115341531565465"
"4 on scale 1-7","2010","Employed","(2b) intermediate general qualification","21","","",""
"4 on scale 1-7","2010","Employed","(2a) intermediate vocational","289","0.0952872565724597","0.0848705941056395","0.10570391903928"
"4 on scale 1-7","2010","Employed","(2c_gen) general maturity certificate","30","0.0765769282490367","0.0506466761095167","0.102507180388557"
"4 on scale 1-7","2010","Employed","(2c_voc) vocational maturity certificate","78","0.0959285990639789","0.0772899597540698","0.114567238373888"
"4 on scale 1-7","2010","Employed","(3a) lower tertiary education","90","0.0959857171991832","0.0780569814592974","0.113914452939069"
"4 on scale 1-7","2010","Employed","(3b) higher tertiary education","167","0.089436608362589","0.0759147668938959","0.102958449831282"
"5 on scale 1-7","2010","Not Employed","(0) in school","53","0.279557903775528","0.219146964420038","0.339968843131018"
"5 on scale 1-7","2010","Not Employed","(1a) inadequately completed","15","","",""
"5 on scale 1-7","2010","Not Employed","(1b) general elementary school","173","0.211089377427768","0.182951618656732","0.239227136198805"
"5 on scale 1-7","2010","Not Employed","(1c) basic vocational qualification","397","0.171141599556518","0.15565819938965","0.186624999723385"
"5 on scale 1-7","2010","Not Employed","(2b) intermediate general qualification","29","","",""
"5 on scale 1-7","2010","Not Employed","(2a) intermediate vocational","153","0.135145753358426","0.11418555897147","0.156105947745382"
"5 on scale 1-7","2010","Not Employed","(2c_gen) general maturity certificate","62","0.251523745558686","0.197522875169663","0.30552461594771"
"5 on scale 1-7","2010","Not Employed","(2c_voc) vocational maturity certificate","48","0.150018934852883","0.10994372218431","0.190094147521456"
"5 on scale 1-7","2010","Not Employed","(3a) lower tertiary education","82","0.198193745919135","0.161882822944018","0.234504668894252"
"5 on scale 1-7","2010","Not Employed","(3b) higher tertiary education","121","0.173713782001703","0.143795260549771","0.203632303453635"
"5 on scale 1-7","2010","Employed","(0) in school","12","","",""
"5 on scale 1-7","2010","Employed","(1a) inadequately completed","7","","",""
"5 on scale 1-7","2010","Employed","(1b) general elementary school","59","0.13247908163527","0.100657740554055","0.164300422716484"
"5 on scale 1-7","2010","Employed","(1c) basic vocational qualification","350","0.151173945522636","0.135816366001125","0.166531525044147"
"5 on scale 1-7","2010","Employed","(2b) intermediate general qualification","38","0.159243567094804","0.114156303463187","0.204330830726421"
"5 on scale 1-7","2010","Employed","(2a) intermediate vocational","540","0.168501989568076","0.155222268589168","0.181781710546984"
"5 on scale 1-7","2010","Employed","(2c_gen) general maturity certificate","94","0.252249694366066","0.209899926668506","0.294599462063626"
"5 on scale 1-7","2010","Employed","(2c_voc) vocational maturity certificate","195","0.193973696478075","0.168948078206356","0.218999314749795"
"5 on scale 1-7","2010","Employed","(3a) lower tertiary education","204","0.181695697651888","0.158227029070457","0.205164366233318"
"5 on scale 1-7","2010","Employed","(3b) higher tertiary education","375","0.219359709400837","0.199751993825431","0.238967424976243"
"6 on scale 1-7","2010","Not Employed","(0) in school","70","0.238457576201124","0.181094454958367","0.295820697443882"
"6 on scale 1-7","2010","Not Employed","(1a) inadequately completed","20","","",""
"6 on scale 1-7","2010","Not Employed","(1b) general elementary school","212","0.241316968046449","0.211813944475111","0.270819991617786"
"6 on scale 1-7","2010","Not Employed","(1c) basic vocational qualification","636","0.260893778865692","0.242841432247849","0.278946125483534"
"6 on scale 1-7","2010","Not Employed","(2b) intermediate general qualification","48","0.327313114758399","0.252221637996298","0.4024045915205"
"6 on scale 1-7","2010","Not Employed","(2a) intermediate vocational","361","0.331369180468593","0.302510803950142","0.360227556987045"
"6 on scale 1-7","2010","Not Employed","(2c_gen) general maturity certificate","79","0.298084904467739","0.241155776229894","0.355014032705584"
"6 on scale 1-7","2010","Not Employed","(2c_voc) vocational maturity certificate","90","0.339275603813276","0.286140117620112","0.39241109000644"
"6 on scale 1-7","2010","Not Employed","(3a) lower tertiary education","152","0.352522376157069","0.309004937877795","0.396039814436343"
"6 on scale 1-7","2010","Not Employed","(3b) higher tertiary education","226","0.358394101207275","0.320526104079935","0.396262098334614"
"6 on scale 1-7","2010","Employed","(0) in school","19","","",""
"6 on scale 1-7","2010","Employed","(1a) inadequately completed","16","","",""
"6 on scale 1-7","2010","Employed","(1b) general elementary school","138","0.285354999093329","0.242967014377082","0.327742983809576"
"6 on scale 1-7","2010","Employed","(1c) basic vocational qualification","660","0.300866208845906","0.281203570042195","0.320528847649616"
"6 on scale 1-7","2010","Employed","(2b) intermediate general qualification","88","0.250920927914588","0.197498932613334","0.304342923215841"
"6 on scale 1-7","2010","Employed","(2a) intermediate vocational","1095","0.353395712815072","0.336436497479092","0.370354928151052"
"6 on scale 1-7","2010","Employed","(2c_gen) general maturity certificate","161","0.366226331197326","0.319247815877822","0.413204846516829"
"6 on scale 1-7","2010","Employed","(2c_voc) vocational maturity certificate","372","0.409452888870751","0.378330850637398","0.440574927104105"
"6 on scale 1-7","2010","Employed","(3a) lower tertiary education","388","0.382154368409414","0.352579820316892","0.411728916501935"
"6 on scale 1-7","2010","Employed","(3b) higher tertiary education","644","0.365898844699106","0.343075311431222","0.388722377966991"
"7 Strongly agree","2010","Not Employed","(0) in school","56","0.289349457740719","0.228308752473065","0.350390163008372"
"7 Strongly agree","2010","Not Employed","(1a) inadequately completed","42","0.446683909304284","0.345096243527283","0.548271575081284"
"7 Strongly agree","2010","Not Employed","(1b) general elementary school","318","0.416968352037621","0.382971396907345","0.450965307167898"
"7 Strongly agree","2010","Not Employed","(1c) basic vocational qualification","925","0.432411283257465","0.412044907191321","0.452777659323609"
"7 Strongly agree","2010","Not Employed","(2b) intermediate general qualification","51","0.356090034694925","0.279460719463532","0.432719349926318"
"7 Strongly agree","2010","Not Employed","(2a) intermediate vocational","385","0.401909321236691","0.371850620859325","0.431968021614058"
"7 Strongly agree","2010","Not Employed","(2c_gen) general maturity certificate","65","0.25549980312576","0.201218540144646","0.309781066106874"
"7 Strongly agree","2010","Not Employed","(2c_voc) vocational maturity certificate","123","0.395142903950339","0.340277111664806","0.450008696235873"
"7 Strongly agree","2010","Not Employed","(3a) lower tertiary education","177","0.331649392396901","0.288764989048716","0.374533795745086"
"7 Strongly agree","2010","Not Employed","(3b) higher tertiary education","192","0.335461913822661","0.298176472896497","0.372747354748826"
"7 Strongly agree","2010","Employed","(0) in school","14","","",""
"7 Strongly agree","2010","Employed","(1a) inadequately completed","24","","",""
"7 Strongly agree","2010","Employed","(1b) general elementary school","190","0.453655710231017","0.406925122688484","0.50038629777355"
