"plh0206i04","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2015","no migration background","West Germany","102","0.0072646628311996","0.00587611996835321","0.00865320569404598"
"1 Strongly disagree","2015","no migration background","East Germany","33","0.00628381133680449","0.00407126282241162","0.00849635985119735"
"1 Strongly disagree","2015","direct migration background","West Germany","46","0.0110920739581818","0.00828877772540655","0.0138953701909571"
"1 Strongly disagree","2015","direct migration background","East Germany","8","","",""
"1 Strongly disagree","2015","indirect migration background","West Germany","7","","",""
"1 Strongly disagree","2015","indirect migration background","East Germany","1","","",""
"2 on scale 1-7 ","2015","no migration background","West Germany","134","0.00970824800123896","0.00810505122611975","0.0113114447763582"
"2 on scale 1-7 ","2015","no migration background","East Germany","58","0.0101898648937792","0.00737789794282784","0.0130018318447306"
"2 on scale 1-7 ","2015","direct migration background","West Germany","37","0.00615810509115644","0.00406415230855161","0.00825205787376128"
"2 on scale 1-7 ","2015","direct migration background","East Germany","13","","",""
"2 on scale 1-7 ","2015","indirect migration background","West Germany","15","","",""
"2 on scale 1-7 ","2015","indirect migration background","East Germany","3","","",""
"3 on scale 1-7 ","2015","no migration background","West Germany","346","0.0228165174744356","0.0203750690382534","0.0252579659106179"
"3 on scale 1-7 ","2015","no migration background","East Germany","98","0.0229232626497722","0.0187328904193851","0.0271136348801593"
"3 on scale 1-7 ","2015","direct migration background","West Germany","103","0.0146899923333514","0.0114697992140009","0.0179101854527018"
"3 on scale 1-7 ","2015","direct migration background","East Germany","16","","",""
"3 on scale 1-7 ","2015","indirect migration background","West Germany","28","","",""
"3 on scale 1-7 ","2015","indirect migration background","East Germany","2","","",""
"4 on scale 1-7","2015","no migration background","West Germany","1276","0.0865854867001912","0.0819872499955825","0.0911837234047999"
"4 on scale 1-7","2015","no migration background","East Germany","443","0.0798541635610389","0.0722644188855041","0.0874439082365737"
"4 on scale 1-7","2015","direct migration background","West Germany","291","0.0602684260872191","0.0538985421306191","0.066638310043819"
"4 on scale 1-7","2015","direct migration background","East Germany","33","0.0556490699402496","0.0339055518084932","0.077392588072006"
"4 on scale 1-7","2015","indirect migration background","West Germany","119","0.0905556354246977","0.0764053448937718","0.104705925955624"
"4 on scale 1-7","2015","indirect migration background","East Germany","13","","",""
"5 on scale 1-7","2015","no migration background","West Germany","2593","0.180446343813505","0.174158560626539","0.186734127000472"
"5 on scale 1-7","2015","no migration background","East Germany","893","0.188257315405531","0.177311826291786","0.199202804519276"
"5 on scale 1-7","2015","direct migration background","West Germany","648","0.128693453969578","0.119730557021578","0.137656350917578"
"5 on scale 1-7","2015","direct migration background","East Germany","53","0.139801014721378","0.106909128575211","0.172692900867545"
"5 on scale 1-7","2015","indirect migration background","West Germany","228","0.141950880427774","0.124742314982764","0.159159445872785"
"5 on scale 1-7","2015","indirect migration background","East Germany","17","","",""
"6 on scale 1-7","2015","no migration background","West Germany","5281","0.366574315730456","0.358695450541945","0.374453180918966"
"6 on scale 1-7","2015","no migration background","East Germany","1745","0.352076396713508","0.338703348602689","0.365449444824326"
"6 on scale 1-7","2015","direct migration background","West Germany","1493","0.293088286134097","0.280904942157924","0.305271630110271"
"6 on scale 1-7","2015","direct migration background","East Germany","112","0.321706628426816","0.277399567273855","0.366013689579778"
"6 on scale 1-7","2015","indirect migration background","West Germany","455","0.295223105897068","0.272731495669576","0.317714716124559"
"6 on scale 1-7","2015","indirect migration background","East Germany","33","0.377783076512437","0.285047665621426","0.470518487403448"
"7 Strongly agree","2015","no migration background","West Germany","4637","0.326604425448974","0.318936445295681","0.334272405602266"
"7 Strongly agree","2015","no migration background","East Germany","1630","0.340415185439567","0.327147662787654","0.35368270809148"
"7 Strongly agree","2015","direct migration background","West Germany","2744","0.486009662426416","0.472631864997825","0.499387459855008"
"7 Strongly agree","2015","direct migration background","East Germany","192","0.416719795898479","0.369957606349594","0.463481985447364"
"7 Strongly agree","2015","indirect migration background","West Germany","728","0.439098068828902","0.41462751612147","0.463568621536334"
"7 Strongly agree","2015","indirect migration background","East Germany","36","0.388469617147928","0.295242771541766","0.48169646275409"
"1 Strongly disagree","2016","no migration background","West Germany","","","",""
"1 Strongly disagree","2016","no migration background","East Germany","","","",""
"1 Strongly disagree","2016","direct migration background","West Germany","14","","",""
"1 Strongly disagree","2016","direct migration background","East Germany","3","","",""
"1 Strongly disagree","2016","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2016","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2016","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","direct migration background","West Germany","9","","",""
"2 on scale 1-7 ","2016","direct migration background","East Germany","2","","",""
"2 on scale 1-7 ","2016","indirect migration background","West Germany","1","","",""
"2 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2016","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","direct migration background","West Germany","9","","",""
"3 on scale 1-7 ","2016","direct migration background","East Germany","3","","",""
"3 on scale 1-7 ","2016","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2016","no migration background","West Germany","1","","",""
"4 on scale 1-7","2016","no migration background","East Germany","1","","",""
"4 on scale 1-7","2016","direct migration background","West Germany","40","0.0426916211559366","0.0361097216060689","0.0492735207058043"
"4 on scale 1-7","2016","direct migration background","East Germany","9","","",""
"4 on scale 1-7","2016","indirect migration background","West Germany","1","","",""
"4 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2016","no migration background","West Germany","1","","",""
"5 on scale 1-7","2016","no migration background","East Germany","","","",""
"5 on scale 1-7","2016","direct migration background","West Germany","101","0.0644794282185863","0.0564830881357246","0.0724757683014481"
"5 on scale 1-7","2016","direct migration background","East Germany","16","","",""
"5 on scale 1-7","2016","indirect migration background","West Germany","5","","",""
"5 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2016","no migration background","West Germany","3","","",""
"6 on scale 1-7","2016","no migration background","East Germany","2","","",""
"6 on scale 1-7","2016","direct migration background","West Germany","325","0.127281107334454","0.116430022524465","0.138132192144442"
"6 on scale 1-7","2016","direct migration background","East Germany","42","0.0987419003326746","0.0772046786604511","0.120279122004898"
"6 on scale 1-7","2016","indirect migration background","West Germany","3","","",""
"6 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"7 Strongly agree","2016","no migration background","West Germany","6","","",""
"7 Strongly agree","2016","no migration background","East Germany","","","",""
"7 Strongly agree","2016","direct migration background","West Germany","3126","0.745757334894077","0.73158057514572","0.759934094642435"
"7 Strongly agree","2016","direct migration background","East Germany","662","0.846974676206763","0.820983184014995","0.872966168398532"
"7 Strongly agree","2016","indirect migration background","West Germany","8","","",""
"7 Strongly agree","2016","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2017","no migration background","West Germany","","","",""
"1 Strongly disagree","2017","no migration background","East Germany","","","",""
"1 Strongly disagree","2017","direct migration background","West Germany","9","","",""
"1 Strongly disagree","2017","direct migration background","East Germany","1","","",""
"1 Strongly disagree","2017","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2017","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","direct migration background","West Germany","4","","",""
"2 on scale 1-7 ","2017","direct migration background","East Germany","1","","",""
"2 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","direct migration background","West Germany","12","","",""
"3 on scale 1-7 ","2017","direct migration background","East Germany","1","","",""
"3 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2017","no migration background","West Germany","","","",""
"4 on scale 1-7","2017","no migration background","East Germany","","","",""
"4 on scale 1-7","2017","direct migration background","West Germany","29","","",""
"4 on scale 1-7","2017","direct migration background","East Germany","2","","",""
"4 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2017","no migration background","West Germany","","","",""
"5 on scale 1-7","2017","no migration background","East Germany","","","",""
"5 on scale 1-7","2017","direct migration background","West Germany","84","0.0339342824022565","0.0269800328486016","0.0408885319559115"
"5 on scale 1-7","2017","direct migration background","East Germany","2","","",""
"5 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2017","no migration background","West Germany","","","",""
"6 on scale 1-7","2017","no migration background","East Germany","","","",""
"6 on scale 1-7","2017","direct migration background","West Germany","305","0.132676883621455","0.119647745354477","0.145706021888433"
"6 on scale 1-7","2017","direct migration background","East Germany","23","","",""
"6 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"7 Strongly agree","2017","no migration background","West Germany","","","",""
"7 Strongly agree","2017","no migration background","East Germany","","","",""
"7 Strongly agree","2017","direct migration background","West Germany","2161","0.811360480124962","0.796334221225883","0.826386739024041"
"7 Strongly agree","2017","direct migration background","East Germany","235","0.9023633406511","0.866625991802288","0.938100689499912"
"7 Strongly agree","2017","indirect migration background","West Germany","","","",""
"7 Strongly agree","2017","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2018","no migration background","West Germany","","","",""
"1 Strongly disagree","2018","no migration background","East Germany","","","",""
"1 Strongly disagree","2018","direct migration background","West Germany","2","","",""
"1 Strongly disagree","2018","direct migration background","East Germany","1","","",""
"1 Strongly disagree","2018","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2018","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","direct migration background","West Germany","3","","",""
"2 on scale 1-7 ","2018","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","direct migration background","West Germany","2","","",""
"3 on scale 1-7 ","2018","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2018","no migration background","West Germany","","","",""
"4 on scale 1-7","2018","no migration background","East Germany","","","",""
"4 on scale 1-7","2018","direct migration background","West Germany","2","","",""
"4 on scale 1-7","2018","direct migration background","East Germany","","","",""
"4 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2018","no migration background","West Germany","","","",""
"5 on scale 1-7","2018","no migration background","East Germany","","","",""
"5 on scale 1-7","2018","direct migration background","West Germany","12","","",""
"5 on scale 1-7","2018","direct migration background","East Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2018","no migration background","West Germany","","","",""
"6 on scale 1-7","2018","no migration background","East Germany","","","",""
"6 on scale 1-7","2018","direct migration background","West Germany","42","0.080577130655153","0.0528432412702419","0.108311020040064"
"6 on scale 1-7","2018","direct migration background","East Germany","5","","",""
"6 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"7 Strongly agree","2018","no migration background","West Germany","","","",""
"7 Strongly agree","2018","no migration background","East Germany","","","",""
"7 Strongly agree","2018","direct migration background","West Germany","307","0.858325762959586","0.82279383733645","0.893857688582722"
"7 Strongly agree","2018","direct migration background","East Germany","43","0.920005565509464","0.844047278063193","0.995963852955735"
"7 Strongly agree","2018","indirect migration background","West Germany","","","",""
"7 Strongly agree","2018","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2019","no migration background","West Germany","","","",""
"1 Strongly disagree","2019","no migration background","East Germany","","","",""
"1 Strongly disagree","2019","direct migration background","West Germany","3","","",""
"1 Strongly disagree","2019","direct migration background","East Germany","1","","",""
"1 Strongly disagree","2019","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2019","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","direct migration background","West Germany","4","","",""
"2 on scale 1-7 ","2019","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","direct migration background","West Germany","1","","",""
"3 on scale 1-7 ","2019","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2019","no migration background","West Germany","","","",""
"4 on scale 1-7","2019","no migration background","East Germany","","","",""
"4 on scale 1-7","2019","direct migration background","West Germany","9","","",""
"4 on scale 1-7","2019","direct migration background","East Germany","","","",""
"4 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2019","no migration background","West Germany","","","",""
"5 on scale 1-7","2019","no migration background","East Germany","","","",""
"5 on scale 1-7","2019","direct migration background","West Germany","16","","",""
"5 on scale 1-7","2019","direct migration background","East Germany","1","","",""
"5 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2019","no migration background","West Germany","","","",""
"6 on scale 1-7","2019","no migration background","East Germany","","","",""
"6 on scale 1-7","2019","direct migration background","West Germany","34","0.115594806576522","0.0761960392850258","0.154993573868018"
"6 on scale 1-7","2019","direct migration background","East Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"7 Strongly agree","2019","no migration background","West Germany","","","",""
"7 Strongly agree","2019","no migration background","East Germany","","","",""
"7 Strongly agree","2019","direct migration background","West Germany","186","0.754970123588138","0.701971787641333","0.807968459534944"
"7 Strongly agree","2019","direct migration background","East Germany","21","","",""
"7 Strongly agree","2019","indirect migration background","West Germany","","","",""
"7 Strongly agree","2019","indirect migration background","East Germany","","","",""
