"plh0206i04","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2013","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2014","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2014","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2014","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2014","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2014","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2014","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2014","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2014","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2014","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2014","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2014","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","indirect migration background","Urban Area","","","","","5"
"6 on scale 1-7","2014","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2014","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2014","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","direct migration background","Rural Area","","","","","6"
"7 Strongly agree","2014","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2014","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2014","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2015","no migration background","Rural Area","49","0.00612535609984609","0.0043418408870371","0.00790887131265507","1"
"1 Strongly disagree","2015","direct migration background","Urban Area","33","0.0104649708355306","0.00742974248885867","0.0135001991822025","1"
"1 Strongly disagree","2015","direct migration background","Rural Area","21","","","","1"
"1 Strongly disagree","2015","indirect migration background","Urban Area","8","","","","1"
"1 Strongly disagree","2015","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2015","no migration background","Urban Area","86","0.00754458574924777","0.00599099071838034","0.00909818078011521","1"
"2 on scale 1-7 ","2015","indirect migration background","Rural Area","2","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","Urban Area","16","","","","2"
"2 on scale 1-7 ","2015","direct migration background","Urban Area","32","0.00453317572687067","0.00252952764570923","0.00653682380803211","2"
"2 on scale 1-7 ","2015","direct migration background","Rural Area","18","","","","2"
"2 on scale 1-7 ","2015","no migration background","Rural Area","72","0.0106096476300126","0.00826768663569676","0.0129516086243284","2"
"2 on scale 1-7 ","2015","no migration background","Urban Area","120","0.00939306848167756","0.00766118349700901","0.0111249534663461","2"
"3 on scale 1-7 ","2015","indirect migration background","Rural Area","5","","","","3"
"3 on scale 1-7 ","2015","direct migration background","Urban Area","86","0.0159243235150201","0.012190519513924","0.0196581275161162","3"
"3 on scale 1-7 ","2015","indirect migration background","Urban Area","25","","","","3"
"3 on scale 1-7 ","2015","no migration background","Rural Area","151","0.0212132156116763","0.0179194503615428","0.0245069808618098","3"
"3 on scale 1-7 ","2015","direct migration background","Rural Area","33","0.0134997912234569","0.00760248239380991","0.0193971000531039","3"
"3 on scale 1-7 ","2015","no migration background","Urban Area","293","0.0236837571568252","0.0209536155199631","0.0264138987936874","3"
"4 on scale 1-7","2015","indirect migration background","Rural Area","31","0.0998321062304634","0.0665686271823128","0.133095585278614","4"
"4 on scale 1-7","2015","direct migration background","Urban Area","253","0.0623763915247533","0.0551631385654912","0.0695896444840153","4"
"4 on scale 1-7","2015","indirect migration background","Urban Area","101","0.0860535881411738","0.0712196084431068","0.100887567839241","4"
"4 on scale 1-7","2015","no migration background","Rural Area","656","0.0820375784545195","0.0757647384635838","0.0883104184454553","4"
"4 on scale 1-7","2015","direct migration background","Rural Area","71","0.0514148458455346","0.0401292580057098","0.0627004336853595","4"
"4 on scale 1-7","2015","no migration background","Urban Area","1063","0.0868066051719664","0.0817515908751475","0.0918616194687853","4"
"5 on scale 1-7","2015","direct migration background","Urban Area","547","0.133891526238775","0.123734432467725","0.144048620009825","5"
"5 on scale 1-7","2015","no migration background","Rural Area","1319","0.171498228997046","0.162881907758985","0.180114550235107","5"
"5 on scale 1-7","2015","no migration background","Urban Area","2167","0.18758298357778","0.180574067715108","0.194591899440451","5"
"5 on scale 1-7","2015","indirect migration background","Rural Area","51","0.202581989114024","0.157984107549429","0.247179870678619","5"
"5 on scale 1-7","2015","indirect migration background","Urban Area","194","0.131147940773095","0.11329266847404","0.14900321307215","5"
"5 on scale 1-7","2015","direct migration background","Rural Area","154","0.1123301590943","0.0961934238341573","0.128466894354443","5"
"6 on scale 1-7","2015","indirect migration background","Urban Area","408","0.30849277659407","0.28406220193408","0.33292335125406","6"
"6 on scale 1-7","2015","indirect migration background","Rural Area","80","0.249196764235794","0.201200762403696","0.297192766067893","6"
"6 on scale 1-7","2015","no migration background","Rural Area","2675","0.360836760289839","0.349859179955127","0.371814340624551","6"
"6 on scale 1-7","2015","direct migration background","Rural Area","394","0.259198670337085","0.23680583864386","0.281591502030309","6"
"6 on scale 1-7","2015","direct migration background","Urban Area","1211","0.304225972082948","0.290503289357742","0.317948654808153","6"
"6 on scale 1-7","2015","no migration background","Urban Area","4351","0.364941689782863","0.356298318628755","0.373585060936971","6"
"7 Strongly agree","2015","indirect migration background","Rural Area","143","0.434119745954662","0.379122893615949","0.489116598293374","7"
"7 Strongly agree","2015","no migration background","Urban Area","3837","0.32004731007964","0.311671803962541","0.328422816196738","7"
"7 Strongly agree","2015","no migration background","Rural Area","2430","0.34767921291706","0.336793288520231","0.35856513731389","7"
"7 Strongly agree","2015","direct migration background","Urban Area","2156","0.468583640076103","0.453699704106444","0.483467576045761","7"
"7 Strongly agree","2015","direct migration background","Rural Area","780","0.533074607634434","0.507579344489624","0.558569870779245","7"
"7 Strongly agree","2015","indirect migration background","Urban Area","621","0.437449836123563","0.411210213832264","0.463689458414861","7"
"1 Strongly disagree","2016","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2016","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2016","direct migration background","Urban Area","13","","","","1"
"1 Strongly disagree","2016","direct migration background","Rural Area","4","","","","1"
"1 Strongly disagree","2016","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2016","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2016","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","indirect migration background","Urban Area","1","","","","2"
"2 on scale 1-7 ","2016","direct migration background","Urban Area","7","","","","2"
"2 on scale 1-7 ","2016","direct migration background","Rural Area","4","","","","2"
"2 on scale 1-7 ","2016","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","direct migration background","Urban Area","7","","","","3"
"3 on scale 1-7 ","2016","direct migration background","Rural Area","5","","","","3"
"3 on scale 1-7 ","2016","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2016","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2016","indirect migration background","Urban Area","1","","","","4"
"4 on scale 1-7","2016","direct migration background","Urban Area","30","0.0441460134359362","0.0368124003971555","0.051479626474717","4"
"4 on scale 1-7","2016","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2016","direct migration background","Rural Area","19","","","","4"
"4 on scale 1-7","2016","no migration background","Urban Area","2","","","","4"
"5 on scale 1-7","2016","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2016","direct migration background","Urban Area","74","0.0630798789846761","0.054400809293303","0.0717589486760492","5"
"5 on scale 1-7","2016","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2016","no migration background","Urban Area","1","","","","5"
"5 on scale 1-7","2016","indirect migration background","Urban Area","5","","","","5"
"5 on scale 1-7","2016","direct migration background","Rural Area","43","0.0452901323708344","0.034185561150645","0.0563947035910239","5"
"6 on scale 1-7","2016","indirect migration background","Rural Area","1","","","","6"
"6 on scale 1-7","2016","direct migration background","Urban Area","277","0.129382308437459","0.117400354136981","0.141364262737937","6"
"6 on scale 1-7","2016","no migration background","Rural Area","1","","","","6"
"6 on scale 1-7","2016","indirect migration background","Urban Area","2","","","","6"
"6 on scale 1-7","2016","no migration background","Urban Area","4","","","","6"
"6 on scale 1-7","2016","direct migration background","Rural Area","90","0.107284181757007","0.0907573823887695","0.123810981125245","6"
"7 Strongly agree","2016","indirect migration background","Rural Area","3","","","","7"
"7 Strongly agree","2016","no migration background","Urban Area","3","","","","7"
"7 Strongly agree","2016","no migration background","Rural Area","3","","","","7"
"7 Strongly agree","2016","direct migration background","Urban Area","2606","0.742498399396663","0.726887993543592","0.758108805249734","7"
"7 Strongly agree","2016","direct migration background","Rural Area","1182","0.806173035541172","0.785063167218828","0.827282903863517","7"
"7 Strongly agree","2016","indirect migration background","Urban Area","5","","","","7"
"1 Strongly disagree","2017","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2017","direct migration background","Urban Area","6","","","","1"
"1 Strongly disagree","2017","direct migration background","Rural Area","4","","","","1"
"1 Strongly disagree","2017","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2017","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2017","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2017","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","Rural Area","1","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","Urban Area","4","","","","2"
"2 on scale 1-7 ","2017","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2017","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","Urban Area","10","","","","3"
"3 on scale 1-7 ","2017","direct migration background","Rural Area","3","","","","3"
"3 on scale 1-7 ","2017","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2017","direct migration background","Urban Area","27","","","","4"
"4 on scale 1-7","2017","direct migration background","Rural Area","4","","","","4"
"4 on scale 1-7","2017","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2017","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2017","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2017","indirect migration background","Rural Area","","","","","4"
"5 on scale 1-7","2017","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2017","direct migration background","Urban Area","69","0.0370186671347237","0.0289202122520947","0.0451171220173526","5"
"5 on scale 1-7","2017","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2017","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2017","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2017","direct migration background","Rural Area","17","","","","5"
"6 on scale 1-7","2017","direct migration background","Urban Area","251","0.135442064606315","0.120764409544182","0.150119719668447","6"
"6 on scale 1-7","2017","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2017","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2017","direct migration background","Rural Area","77","0.100075615715124","0.0790286390640843","0.121122592366164","6"
"6 on scale 1-7","2017","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2017","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2017","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2017","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2017","direct migration background","Urban Area","1721","0.804998539825221","0.788004394732724","0.821992684917718","7"
"7 Strongly agree","2017","direct migration background","Rural Area","675","0.869500258935963","0.845875778996239","0.893124738875688","7"
"7 Strongly agree","2017","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2017","indirect migration background","Rural Area","","","","","7"
"1 Strongly disagree","2018","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2018","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2018","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2018","direct migration background","Urban Area","2","","","","1"
"1 Strongly disagree","2018","direct migration background","Rural Area","1","","","","1"
"1 Strongly disagree","2018","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","Urban Area","2","","","","2"
"2 on scale 1-7 ","2018","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","Rural Area","1","","","","2"
"2 on scale 1-7 ","2018","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2018","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","Urban Area","2","","","","3"
"3 on scale 1-7 ","2018","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2018","direct migration background","Rural Area","2","","","","4"
"4 on scale 1-7","2018","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2018","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2018","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2018","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2018","indirect migration background","Urban Area","","","","","4"
"5 on scale 1-7","2018","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2018","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2018","direct migration background","Rural Area","3","","","","5"
"5 on scale 1-7","2018","direct migration background","Urban Area","9","","","","5"
"5 on scale 1-7","2018","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2018","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2018","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2018","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2018","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2018","direct migration background","Urban Area","30","0.0769168149794404","0.0447134478684142","0.109120182090467","6"
"6 on scale 1-7","2018","direct migration background","Rural Area","17","","","","6"
"6 on scale 1-7","2018","indirect migration background","Rural Area","","","","","6"
"7 Strongly agree","2018","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2018","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2018","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2018","direct migration background","Urban Area","218","0.856361903315046","0.813974803063001","0.89874900356709","7"
"7 Strongly agree","2018","direct migration background","Rural Area","132","0.888413899964727","0.839005758951081","0.937822040978374","7"
"7 Strongly agree","2018","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2019","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2019","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2019","direct migration background","Urban Area","2","","","","1"
"1 Strongly disagree","2019","direct migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2019","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2019","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2019","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","Urban Area","2","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","Rural Area","2","","","","2"
"2 on scale 1-7 ","2019","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2019","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","Urban Area","1","","","","3"
"3 on scale 1-7 ","2019","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2019","direct migration background","Urban Area","5","","","","4"
"4 on scale 1-7","2019","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2019","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2019","direct migration background","Rural Area","4","","","","4"
"4 on scale 1-7","2019","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2019","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2019","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2019","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2019","direct migration background","Rural Area","7","","","","5"
"5 on scale 1-7","2019","direct migration background","Urban Area","10","","","","5"
"5 on scale 1-7","2019","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2019","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2019","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2019","direct migration background","Urban Area","20","","","","6"
"6 on scale 1-7","2019","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2019","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2019","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2019","direct migration background","Rural Area","14","","","","6"
"7 Strongly agree","2019","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2019","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2019","direct migration background","Urban Area","132","0.771768439960213","0.709047114943875","0.834489764976551","7"
"7 Strongly agree","2019","direct migration background","Rural Area","72","0.769015132457722","0.686819903124097","0.851210361791347","7"
"7 Strongly agree","2019","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2019","indirect migration background","Rural Area","","","","","7"
