"plh0206i04","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","66 and older","Single parent ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","66 and older","Single parent ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2007","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2007","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2007","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","66 and older","Single parent ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2008","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2008","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2008","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","66 and older","Single parent ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","66 and older","Single parent ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","66 and older","Single parent ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","66 and older","Single parent ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2008","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2008","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2008","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","66 and older","Single parent ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2009","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2009","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2009","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","66 and older","Single parent ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","66 and older","Single parent ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","66 and older","Single parent ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","66 and older","Single parent ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2009","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2009","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2009","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","66 and older","Single parent ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","16-34 y.","1-pers.-HH","4","","",""
"1 Strongly disagree","2010","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2010","16-34 y.","Single parent ","1","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. LE 16 ","8","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. GT 16 ","1","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2010","35-65 y.","1-pers.-HH","8","","",""
"1 Strongly disagree","2010","35-65 y.","(Married) couple without C. ","17","","",""
"1 Strongly disagree","2010","35-65 y.","Single parent ","4","","",""
"1 Strongly disagree","2010","35-65 y.","Couple + C. LE 16 ","14","","",""
"1 Strongly disagree","2010","35-65 y.","Couple + C. GT 16 ","8","","",""
"1 Strongly disagree","2010","35-65 y.","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2010","66 and older","1-pers.-HH","20","","",""
"1 Strongly disagree","2010","66 and older","(Married) couple without C. ","21","","",""
"1 Strongly disagree","2010","66 and older","Single parent ","1","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2010","16-34 y.","1-pers.-HH","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","(Married) couple without C. ","5","","",""
"2 on scale 1-7 ","2010","16-34 y.","Single parent ","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. LE 16 ","8","","",""
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. LE and GT 16","6","","",""
"2 on scale 1-7 ","2010","35-65 y.","1-pers.-HH","15","","",""
"2 on scale 1-7 ","2010","35-65 y.","(Married) couple without C. ","29","","",""
"2 on scale 1-7 ","2010","35-65 y.","Single parent ","3","","",""
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. LE 16 ","13","","",""
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. GT 16 ","17","","",""
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. LE and GT 16","7","","",""
"2 on scale 1-7 ","2010","66 and older","1-pers.-HH","12","","",""
"2 on scale 1-7 ","2010","66 and older","(Married) couple without C. ","29","","",""
"2 on scale 1-7 ","2010","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. GT 16 ","3","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2010","16-34 y.","1-pers.-HH","10","","",""
"3 on scale 1-7 ","2010","16-34 y.","(Married) couple without C. ","14","","",""
"3 on scale 1-7 ","2010","16-34 y.","Single parent ","11","","",""
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. LE 16 ","14","","",""
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. GT 16 ","23","","",""
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. LE and GT 16","10","","",""
"3 on scale 1-7 ","2010","35-65 y.","1-pers.-HH","24","","",""
"3 on scale 1-7 ","2010","35-65 y.","(Married) couple without C. ","74","0.0269509330634499","0.0211714806076104","0.0327303855192894"
"3 on scale 1-7 ","2010","35-65 y.","Single parent ","11","","",""
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. LE 16 ","46","0.0294894996400031","0.021878638327903","0.0371003609521032"
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. GT 16 ","37","0.0299128193289084","0.0218175744430632","0.0380080642147536"
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. LE and GT 16","15","","",""
"3 on scale 1-7 ","2010","66 and older","1-pers.-HH","12","","",""
"3 on scale 1-7 ","2010","66 and older","(Married) couple without C. ","68","0.0240098231435271","0.01813477403275","0.0298848722543043"
"3 on scale 1-7 ","2010","66 and older","Single parent ","3","","",""
"3 on scale 1-7 ","2010","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2010","66 and older","Couple + C. GT 16 ","4","","",""
"3 on scale 1-7 ","2010","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2010","16-34 y.","1-pers.-HH","48","0.0883233506447584","0.0637679178965365","0.11287878339298"
"4 on scale 1-7","2010","16-34 y.","(Married) couple without C. ","70","0.122998702161762","0.0984391691299113","0.147558235193613"
"4 on scale 1-7","2010","16-34 y.","Single parent ","35","0.109249672892153","0.0766147492644902","0.141884596519815"
"4 on scale 1-7","2010","16-34 y.","Couple + C. LE 16 ","52","0.101082033648935","0.0778370712645416","0.124326996033328"
"4 on scale 1-7","2010","16-34 y.","Couple + C. GT 16 ","86","0.10451646018827","0.0851540267719071","0.123878893604634"
"4 on scale 1-7","2010","16-34 y.","Couple + C. LE and GT 16","31","0.108999054923545","0.0755274587818759","0.142470651065213"
"4 on scale 1-7","2010","35-65 y.","1-pers.-HH","111","0.0993143973610278","0.0816880126928356","0.11694078202922"
"4 on scale 1-7","2010","35-65 y.","(Married) couple without C. ","295","0.0910096227670563","0.0807446991422395","0.101274546391873"
"4 on scale 1-7","2010","35-65 y.","Single parent ","49","0.123423374960235","0.0938435950779145","0.153003154842555"
"4 on scale 1-7","2010","35-65 y.","Couple + C. LE 16 ","135","0.0772547327732812","0.0652430612444379","0.0892664043021245"
"4 on scale 1-7","2010","35-65 y.","Couple + C. GT 16 ","148","0.105096679605195","0.09052268878692","0.119670670423469"
"4 on scale 1-7","2010","35-65 y.","Couple + C. LE and GT 16","55","0.0661291174902661","0.0478498538179425","0.0844083811625898"
"4 on scale 1-7","2010","66 and older","1-pers.-HH","117","0.104789716468974","0.0868762317850619","0.122703201152886"
"4 on scale 1-7","2010","66 and older","(Married) couple without C. ","203","0.0738786815845328","0.0638397427896547","0.083917620379411"
"4 on scale 1-7","2010","66 and older","Single parent ","5","","",""
"4 on scale 1-7","2010","66 and older","Couple + C. LE 16 ","2","","",""
"4 on scale 1-7","2010","66 and older","Couple + C. GT 16 ","11","","",""
"4 on scale 1-7","2010","66 and older","Couple + C. LE and GT 16","","","",""
