"plh0206i04","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2014","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","","","","","3"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2014","Single parent ","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","","","","","4"
"5 on scale 1-7","2014","Single parent ","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","","","","","5"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2014","Single parent ","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2014","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2014","Single parent ","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2015","(Married) couple without C. ","59","0.00738771462188822","0.0055017637356745","0.00927366550810194","1"
"1 Strongly disagree","2015","Single parent ","20","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","42","0.00643086247794179","0.00451884842374503","0.00834287653213855","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","19","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","18","","","","1"
"1 Strongly disagree","2015","1-pers.-HH","32","0.00785818621507772","0.00501999642769354","0.0106963760024619","1"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","27","","","","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","33","0.0109444446023946","0.0071919197729472","0.014696969431842","2"
"2 on scale 1-7 ","2015","Single parent ","35","0.0156392747504602","0.0106618199494649","0.0206167295514555","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","60","0.00659851228064428","0.00466189929218992","0.00853512526909864","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","60","0.00666264014757732","0.00487097409984326","0.00845430619531139","2"
"2 on scale 1-7 ","2015","1-pers.-HH","36","0.0115292728653398","0.00809783401905999","0.0149607117116195","2"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","55","0.0259595629061491","0.0193552876783914","0.0325638381339069","3"
"3 on scale 1-7 ","2015","Single parent ","53","0.0152619922220055","0.0103439999067967","0.0201799845372142","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","57","0.0181423473935577","0.0133285548314794","0.022956139955636","3"
"3 on scale 1-7 ","2015","(Married) couple without C. ","180","0.0218090885273708","0.018592347711931","0.0250258293428106","3"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","141","0.0174694180930839","0.0143356296077255","0.0206032065784424","3"
"3 on scale 1-7 ","2015","1-pers.-HH","83","0.0235171264858728","0.0186461297211569","0.0283881232505887","3"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","177","0.0769577653940945","0.0658883421459881","0.0880271886422009","4"
"4 on scale 1-7","2015","Single parent ","237","0.0922544714202285","0.0806453954535418","0.103863547386915","4"
"4 on scale 1-7","2015","Couple + C. GT 16 ","249","0.0830992407734833","0.0731434431095304","0.0930550384374363","4"
"4 on scale 1-7","2015","(Married) couple without C. ","594","0.0791730266845003","0.0732265031735582","0.0851195501954425","4"
"4 on scale 1-7","2015","Couple + C. LE 16 ","558","0.0837900122149838","0.0771624920113826","0.0904175324185851","4"
"4 on scale 1-7","2015","1-pers.-HH","299","0.0809951401310426","0.0722254997827948","0.0897647804792905","4"
"5 on scale 1-7","2015","Single parent ","355","0.148735869594957","0.134461336659824","0.16301040253009","5"
"5 on scale 1-7","2015","(Married) couple without C. ","1305","0.167076510021123","0.158860787692006","0.175292232350241","5"
"5 on scale 1-7","2015","1-pers.-HH","622","0.168335715961311","0.156308764477517","0.180362667445106","5"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","381","0.169047794487729","0.153481660676509","0.184613928298949","5"
"5 on scale 1-7","2015","Couple + C. GT 16 ","572","0.209373866138672","0.194699370394846","0.224048361882498","5"
"5 on scale 1-7","2015","Couple + C. LE 16 ","1083","0.173966509991376","0.164898978433395","0.183034041549357","5"
"6 on scale 1-7","2015","Couple + C. GT 16 ","1005","0.346779612136432","0.329613457857353","0.363945766415511","6"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","748","0.349465807898018","0.329663063053554","0.369268552742481","6"
"6 on scale 1-7","2015","(Married) couple without C. ","2890","0.37026858565848","0.359633974546276","0.380903196770683","6"
"6 on scale 1-7","2015","Couple + C. LE 16 ","2248","0.358591178107041","0.347119559822035","0.370062796392047","6"
"6 on scale 1-7","2015","Single parent ","764","0.306641990050451","0.288144344111244","0.325139635989658","6"
"6 on scale 1-7","2015","1-pers.-HH","1226","0.33587478866202","0.32069355429437","0.351056023029669","6"
"7 Strongly agree","2015","Couple + C. LE and GT 16","821","0.355279338122595","0.335401975878465","0.375156700366725","7"
"7 Strongly agree","2015","1-pers.-HH","1420","0.371889769679336","0.356354512487079","0.387425026871592","7"
"7 Strongly agree","2015","(Married) couple without C. ","2832","0.34762243433906","0.337134525412848","0.358110343265272","7"
"7 Strongly agree","2015","Single parent ","923","0.412298564322679","0.392551335046165","0.432045793599194","7"
"7 Strongly agree","2015","Couple + C. LE 16 ","2582","0.353153506834929","0.341721044002236","0.364585969667623","7"
"7 Strongly agree","2015","Couple + C. GT 16 ","1018","0.323133824135725","0.306266003130554","0.340001645140895","7"
"1 Strongly disagree","2016","Couple + C. GT 16 ","1","","","","1"
"1 Strongly disagree","2016","(Married) couple without C. ","1","","","","1"
"1 Strongly disagree","2016","Single parent ","2","","","","1"
"1 Strongly disagree","2016","Couple + C. LE 16 ","5","","","","1"
"1 Strongly disagree","2016","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2016","1-pers.-HH","6","","","","1"
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2016","Single parent ","1","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","5","","","","2"
"2 on scale 1-7 ","2016","(Married) couple without C. ","1","","","","2"
"2 on scale 1-7 ","2016","1-pers.-HH","4","","","","2"
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","1","","","","3"
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2016","Single parent ","","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","6","","","","3"
"3 on scale 1-7 ","2016","(Married) couple without C. ","1","","","","3"
"3 on scale 1-7 ","2016","1-pers.-HH","4","","","","3"
"4 on scale 1-7","2016","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2016","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2016","Single parent ","8","","","","4"
"4 on scale 1-7","2016","(Married) couple without C. ","6","","","","4"
"4 on scale 1-7","2016","Couple + C. LE 16 ","19","","","","4"
"4 on scale 1-7","2016","1-pers.-HH","14","","","","4"
"5 on scale 1-7","2016","(Married) couple without C. ","5","","","","5"
"5 on scale 1-7","2016","Single parent ","11","","","","5"
"5 on scale 1-7","2016","Couple + C. LE and GT 16","10","","","","5"
"5 on scale 1-7","2016","1-pers.-HH","49","0.0549922366476401","0.0405188547814061","0.0694656185138741","5"
"5 on scale 1-7","2016","Couple + C. GT 16 ","1","","","","5"
"5 on scale 1-7","2016","Couple + C. LE 16 ","28","","","","5"
"6 on scale 1-7","2016","Couple + C. LE and GT 16","29","","","","6"
"6 on scale 1-7","2016","Single parent ","29","","","","6"
"6 on scale 1-7","2016","(Married) couple without C. ","21","","","","6"
"6 on scale 1-7","2016","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2016","1-pers.-HH","107","0.12530819653563","0.104288864583949","0.146327528487311","6"
"6 on scale 1-7","2016","Couple + C. LE 16 ","127","0.0806485112170852","0.0683235255140702","0.0929734969201002","6"
"7 Strongly agree","2016","Couple + C. LE and GT 16","370","0.767717479996777","0.726891543179158","0.808543416814395","7"
"7 Strongly agree","2016","1-pers.-HH","769","0.790728220553942","0.764901420897092","0.816555020210792","7"
"7 Strongly agree","2016","(Married) couple without C. ","134","0.516528336428527","0.441186304783772","0.591870368073282","7"
"7 Strongly agree","2016","Single parent ","298","0.73225162017326","0.685796993534489","0.778706246812032","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","1685","0.772291297764308","0.753309915317043","0.791272680211572","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","79","0.9476326992759","0.899416688191914","0.995848710359885","7"
"1 Strongly disagree","2017","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2017","Single parent ","1","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","3","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","1","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","2","","","","1"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","2","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","2","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","7","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","2","","","","3"
"4 on scale 1-7","2017","Single parent ","1","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","17","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","6","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","3","","","","4"
"5 on scale 1-7","2017","(Married) couple without C. ","1","","","","5"
"5 on scale 1-7","2017","Single parent ","1","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","11","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","22","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","1","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","33","0.0378643684399113","0.0264226107445532","0.0493061261352693","5"
"6 on scale 1-7","2017","Single parent ","15","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","5","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","30","0.114678166427088","0.0788600901610967","0.15049624269308","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","126","0.125293430633733","0.105448271630692","0.145138589636775","6"
"6 on scale 1-7","2017","(Married) couple without C. ","20","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","70","0.125422353522497","0.098256916486176","0.152587790558818","6"
"7 Strongly agree","2017","1-pers.-HH","469","0.822093068565791","0.790725058791022","0.85346107834056","7"
"7 Strongly agree","2017","(Married) couple without C. ","102","0.77403993983758","0.700131665633037","0.847948214042124","7"
"7 Strongly agree","2017","Single parent ","157","0.888272493573265","0.841992717400211","0.934552269746319","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","881","0.802874165673304","0.779026012496459","0.826722318850148","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","51","0.855321238668307","0.764789447429304","0.945853029907311","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","260","0.84479158488969","0.804086963375133","0.885496206404247","7"
"1 Strongly disagree","2018","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","2","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2018","Single parent ","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2018","Single parent ","","","","","2"
"2 on scale 1-7 ","2018","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","2","","","","2"
"2 on scale 1-7 ","2018","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2018","Single parent ","","","","","3"
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","2","","","","3"
"3 on scale 1-7 ","2018","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2018","1-pers.-HH","","","","","3"
"4 on scale 1-7","2018","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2018","Single parent ","","","","","4"
"4 on scale 1-7","2018","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2018","1-pers.-HH","","","","","4"
"4 on scale 1-7","2018","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2018","Couple + C. GT 16 ","","","","","4"
"5 on scale 1-7","2018","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2018","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2018","Couple + C. LE 16 ","6","","","","5"
"5 on scale 1-7","2018","Single parent ","1","","","","5"
"5 on scale 1-7","2018","(Married) couple without C. ","1","","","","5"
"5 on scale 1-7","2018","1-pers.-HH","","","","","5"
"6 on scale 1-7","2018","(Married) couple without C. ","1","","","","6"
"6 on scale 1-7","2018","Couple + C. GT 16 ","2","","","","6"
"6 on scale 1-7","2018","1-pers.-HH","","","","","6"
"6 on scale 1-7","2018","Single parent ","3","","","","6"
"6 on scale 1-7","2018","Couple + C. LE 16 ","18","","","","6"
"6 on scale 1-7","2018","Couple + C. LE and GT 16","11","","","","6"
"7 Strongly agree","2018","Couple + C. LE and GT 16","91","0.85078908369227","0.783279185145963","0.918298982238578","7"
"7 Strongly agree","2018","1-pers.-HH","8","","","","7"
"7 Strongly agree","2018","(Married) couple without C. ","18","","","","7"
"7 Strongly agree","2018","Single parent ","21","","","","7"
"7 Strongly agree","2018","Couple + C. LE 16 ","121","0.860485547043645","0.804852051634539","0.916119042452752","7"
"7 Strongly agree","2018","Couple + C. GT 16 ","17","","","","7"
"1 Strongly disagree","2019","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2019","Couple + C. LE and GT 16","2","","","","1"
"1 Strongly disagree","2019","Single parent ","","","","","1"
"1 Strongly disagree","2019","Couple + C. LE 16 ","1","","","","1"
"1 Strongly disagree","2019","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2019","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2019","Single parent ","","","","","2"
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2019","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","3","","","","2"
"2 on scale 1-7 ","2019","1-pers.-HH","1","","","","2"
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","1","","","","3"
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2019","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2019","Single parent ","","","","","3"
"3 on scale 1-7 ","2019","1-pers.-HH","","","","","3"
"4 on scale 1-7","2019","Single parent ","","","","","4"
"4 on scale 1-7","2019","Couple + C. LE and GT 16","1","","","","4"
"4 on scale 1-7","2019","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2019","Couple + C. LE 16 ","5","","","","4"
"4 on scale 1-7","2019","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2019","1-pers.-HH","","","","","4"
"5 on scale 1-7","2019","1-pers.-HH","","","","","5"
"5 on scale 1-7","2019","Couple + C. GT 16 ","1","","","","5"
"5 on scale 1-7","2019","Couple + C. LE 16 ","10","","","","5"
"5 on scale 1-7","2019","Single parent ","1","","","","5"
"5 on scale 1-7","2019","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2019","(Married) couple without C. ","2","","","","5"
"6 on scale 1-7","2019","(Married) couple without C. ","2","","","","6"
"6 on scale 1-7","2019","Single parent ","4","","","","6"
"6 on scale 1-7","2019","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2019","1-pers.-HH","","","","","6"
"6 on scale 1-7","2019","Couple + C. LE and GT 16","9","","","","6"
"6 on scale 1-7","2019","Couple + C. LE 16 ","11","","","","6"
"7 Strongly agree","2019","1-pers.-HH","4","","","","7"
"7 Strongly agree","2019","(Married) couple without C. ","12","","","","7"
"7 Strongly agree","2019","Single parent ","13","","","","7"
"7 Strongly agree","2019","Couple + C. LE 16 ","77","0.773655207065648","0.69436579772601","0.852944616405286","7"
"7 Strongly agree","2019","Couple + C. GT 16 ","17","","","","7"
"7 Strongly agree","2019","Couple + C. LE and GT 16","53","0.673227600745497","0.560071033775488","0.786384167715507","7"
