"plh0206i04","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2008","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2008","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2008","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2008","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","indirect migration background","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","no migration background","","","","","5"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2008","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","direct migration background","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","indirect migration background","","","","","1"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","","","3"
"4 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","4"
"5 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","5"
"6 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2009","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","direct migration background","","","","","7"
"1 Strongly disagree","2010","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","no migration background","2","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","direct migration background","1","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","direct migration background","1","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2010","Single parent ","no migration background","5","","","","1"
"1 Strongly disagree","2010","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2010","Single parent ","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","no migration background","16","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","direct migration background","4","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","indirect migration background","2","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","no migration background","8","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","no migration background","28","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","direct migration background","2","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","indirect migration background","2","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","no migration background","37","0.00734371763808017","0.00513341148350148","0.00955402379265886","1"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","10","","","","2"
"2 on scale 1-7 ","2010","Single parent ","no migration background","5","","","","2"
"2 on scale 1-7 ","2010","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2010","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","14","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","4","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","9","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","21","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","53","0.00877551402628775","0.00636106915645523","0.0111899588961203","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","4","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","no migration background","25","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","direct migration background","4","","","","2"
"3 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","14","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","5","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","19","","","","3"
"3 on scale 1-7 ","2010","Single parent ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","2","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","3","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","no migration background","42","0.0180883426159667","0.0128652606542265","0.0233114245777069","3"
"3 on scale 1-7 ","2010","Single parent ","no migration background","23","","","","3"
"3 on scale 1-7 ","2010","Single parent ","direct migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","53","0.0303167394132951","0.0229589537292168","0.0376745250973733","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","6","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","57","0.0295046278676015","0.0227501576528227","0.0362590980823803","3"
"3 on scale 1-7 ","2010","1-pers.-HH","direct migration background","2","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","141","0.0267254986645141","0.0225503150295768","0.0309006822994515","3"
"4 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","12","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","72","0.0921231801081661","0.0724366692662085","0.111809690950124","4"
"4 on scale 1-7","2010","Single parent ","indirect migration background","7","","","","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","13","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","6","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","8","","","","4"
"4 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","7","","","","4"
"4 on scale 1-7","2010","Single parent ","no migration background","78","0.131080577096325","0.10673170574742","0.155429448445231","4"
"4 on scale 1-7","2010","Single parent ","direct migration background","4","","","","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","7","","","","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","220","0.109727101199028","0.0972513123618259","0.122202890036229","4"
"4 on scale 1-7","2010","1-pers.-HH","no migration background","255","0.0988528900944969","0.0871556399389593","0.110550140250035","4"
"4 on scale 1-7","2010","(Married) couple without C. ","direct migration background","31","0.0603811045359595","0.0390503247695796","0.0817118843023393","4"
"4 on scale 1-7","2010","(Married) couple without C. ","no migration background","530","0.0920789955063956","0.0845938660081203","0.099564125004671","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","167","0.0850271915395642","0.0730577482867456","0.0969966347923828","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","15","","","","4"
"4 on scale 1-7","2010","1-pers.-HH","indirect migration background","8","","","","4"
"4 on scale 1-7","2010","1-pers.-HH","direct migration background","13","","","","4"
"5 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","24","","","","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","184","0.207535877619662","0.179929639904232","0.235142115335093","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","22","","","","5"
"5 on scale 1-7","2010","Single parent ","indirect migration background","7","","","","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","35","0.114841139439097","0.0762349620086527","0.15344731686954","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","11","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","412","0.194701085385646","0.177708726102872","0.21169344466842","5"
"5 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","17","","","","5"
"5 on scale 1-7","2010","Single parent ","no migration background","125","0.156293443778831","0.130094366112159","0.182492521445502","5"
"5 on scale 1-7","2010","Single parent ","direct migration background","14","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","24","","","","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","486","0.217356358145857","0.200893027864856","0.233819688426858","5"
"5 on scale 1-7","2010","1-pers.-HH","no migration background","446","0.176637834197887","0.161691710779114","0.191583957616659","5"
"5 on scale 1-7","2010","1-pers.-HH","direct migration background","30","0.189458860595493","0.129300044532557","0.249617676658428","5"
"5 on scale 1-7","2010","(Married) couple without C. ","direct migration background","77","0.13163119504885","0.101354263903198","0.161908126194503","5"
"5 on scale 1-7","2010","(Married) couple without C. ","no migration background","1047","0.174104620121123","0.164287984601617","0.183921255640629","5"
"5 on scale 1-7","2010","1-pers.-HH","indirect migration background","10","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","43","0.135940355387961","0.0966303840784632","0.175250326697458","5"
"6 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","47","0.343670093057053","0.267154631797265","0.420185554316841","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","300","0.357937480981392","0.325304024678514","0.39057093728427","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","43","0.282532581893164","0.205726345205234","0.359338818581095","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","30","0.276565560847226","0.180910690540777","0.372220431153676","6"
"6 on scale 1-7","2010","Single parent ","indirect migration background","22","","","","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","765","0.352038255302386","0.331542659295197","0.372533851309575","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","93","0.352767675250344","0.297961290348853","0.407574060151834","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","52","0.353252039754417","0.281400926193458","0.425103153315376","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","92","0.346807695604165","0.289175875169352","0.404439516038977","6"
"6 on scale 1-7","2010","(Married) couple without C. ","direct migration background","150","0.282711803166344","0.242384503091029","0.323039103241659","6"
"6 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","37","0.383503889748742","0.288202738276455","0.478805041221029","6"
"6 on scale 1-7","2010","Single parent ","no migration background","267","0.324400769547089","0.290624986908523","0.358176552185656","6"
"6 on scale 1-7","2010","Single parent ","direct migration background","25","","","","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","860","0.32661921010983","0.307899431454313","0.345338988765346","6"
"6 on scale 1-7","2010","1-pers.-HH","no migration background","765","0.297910070004298","0.27998626506446","0.315833874944136","6"
"6 on scale 1-7","2010","1-pers.-HH","indirect migration background","24","","","","6"
"6 on scale 1-7","2010","1-pers.-HH","direct migration background","44","0.263174482617392","0.195572644209159","0.330776321025625","6"
"6 on scale 1-7","2010","(Married) couple without C. ","no migration background","1903","0.332329850299553","0.320135444134036","0.34452425646507","6"
"7 Strongly agree","2010","Couple + C. GT 16 ","indirect migration background","58","0.271203644041466","0.199578074247021","0.342829213835912","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","no migration background","242","0.312208768583194","0.280664410703677","0.343753126462711","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","direct migration background","57","0.440577259719648","0.355885292207276","0.52526922723202","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","indirect migration background","28","","","","7"
"7 Strongly agree","2010","1-pers.-HH","no migration background","940","0.382694578662876","0.363645786397811","0.401743370927942","7"
"7 Strongly agree","2010","1-pers.-HH","direct migration background","68","0.404531635764996","0.329185691354706","0.479877580175285","7"
"7 Strongly agree","2010","1-pers.-HH","indirect migration background","32","0.453072521054046","0.342601206203234","0.563543835904857","7"
"7 Strongly agree","2010","(Married) couple without C. ","no migration background","2021","0.358641803744046","0.346225973106818","0.371057634381275","7"
"7 Strongly agree","2010","(Married) couple without C. ","direct migration background","197","0.456878259175613","0.41226857235211","0.501487945999116","7"
"7 Strongly agree","2010","(Married) couple without C. ","indirect migration background","37","0.334235463704516","0.241779552323076","0.426691375085957","7"
"7 Strongly agree","2010","Single parent ","no migration background","235","0.325613561627089","0.291805087786205","0.359422035467973","7"
"7 Strongly agree","2010","Single parent ","direct migration background","41","0.536548566318453","0.430538950033422","0.642558182603484","7"
"7 Strongly agree","2010","Single parent ","indirect migration background","27","","","","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","no migration background","659","0.3206472192951","0.300618537966022","0.340675900624178","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","direct migration background","127","0.370305250416946","0.314919041914003","0.425691458919889","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","indirect migration background","81","0.474811924777648","0.399746167981736","0.54987768157356","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","no migration background","759","0.305308188331447","0.286925255436137","0.323691121226758","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","direct migration background","116","0.44560943467317","0.385425226716721","0.505793642629619","7"
"1 Strongly disagree","2011","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","direct migration background","","","","","1"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","indirect migration background","","","","","2"
