"plh0206i04","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2018","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2018","Rural Area","West Germany","","","","","1"
"2 on scale 1-7 ","2018","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2018","Urban Area","West Germany","2","","","","2"
"2 on scale 1-7 ","2018","Rural Area","West Germany","1","","","","2"
"2 on scale 1-7 ","2018","Urban Area","East Germany","","","","","2"
"3 on scale 1-7 ","2018","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","West Germany","2","","","","3"
"3 on scale 1-7 ","2018","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","East Germany","","","","","3"
"4 on scale 1-7","2018","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2018","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2018","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2018","Rural Area","West Germany","2","","","","4"
"5 on scale 1-7","2018","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2018","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2018","Urban Area","West Germany","9","","","","5"
"5 on scale 1-7","2018","Rural Area","West Germany","3","","","","5"
"6 on scale 1-7","2018","Rural Area","East Germany","5","","","","6"
"6 on scale 1-7","2018","Urban Area","West Germany","30","0.0859340138564392","0.0509821019264699","0.120885925786408","6"
"6 on scale 1-7","2018","Rural Area","West Germany","12","","","","6"
"6 on scale 1-7","2018","Urban Area","East Germany","","","","","6"
"7 Strongly agree","2018","Urban Area","West Germany","202","0.839522759826486","0.79374836881326","0.885297150839711","7"
"7 Strongly agree","2018","Urban Area","East Germany","16","","","","7"
"7 Strongly agree","2018","Rural Area","West Germany","105","0.899940959578517","0.846909850319992","0.952972068837043","7"
"7 Strongly agree","2018","Rural Area","East Germany","27","","","","7"
"1 Strongly disagree","2019","Rural Area","East Germany","1","","","","1"
"1 Strongly disagree","2019","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2019","Rural Area","West Germany","1","","","","1"
"1 Strongly disagree","2019","Urban Area","West Germany","2","","","","1"
"2 on scale 1-7 ","2019","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2019","Rural Area","West Germany","2","","","","2"
"2 on scale 1-7 ","2019","Urban Area","West Germany","2","","","","2"
"2 on scale 1-7 ","2019","Urban Area","East Germany","","","","","2"
"3 on scale 1-7 ","2019","Urban Area","West Germany","1","","","","3"
"3 on scale 1-7 ","2019","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2019","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2019","Urban Area","East Germany","","","","","3"
"4 on scale 1-7","2019","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2019","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2019","Rural Area","West Germany","4","","","","4"
"4 on scale 1-7","2019","Urban Area","West Germany","5","","","","4"
"5 on scale 1-7","2019","Rural Area","East Germany","1","","","","5"
"5 on scale 1-7","2019","Urban Area","West Germany","10","","","","5"
"5 on scale 1-7","2019","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2019","Rural Area","West Germany","6","","","","5"
"6 on scale 1-7","2019","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2019","Urban Area","West Germany","20","","","","6"
"6 on scale 1-7","2019","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2019","Rural Area","West Germany","14","","","","6"
"7 Strongly agree","2019","Urban Area","West Germany","128","0.762608226899907","0.698268824120782","0.826947629679032","7"
"7 Strongly agree","2019","Urban Area","East Germany","4","","","","7"
"7 Strongly agree","2019","Rural Area","West Germany","56","0.716455085388375","0.619490206141559","0.813419964635191","7"
"7 Strongly agree","2019","Rural Area","East Germany","16","","","","7"
