"plh0206i04","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2008","66 and older","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","16-34 y.","(0) in school","","","",""
"1 Strongly disagree","2009","16-34 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","16-34 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","16-34 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","16-34 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2009","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","35-65 y.","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","35-65 y.","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","35-65 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","35-65 y.","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","66 and older","(0) in school","","","",""
"1 Strongly disagree","2009","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","66 and older","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","66 and older","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","66 and older","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","66 and older","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","66 and older","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","66 and older","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(0) in school","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2009","66 and older","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","66 and older","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","66 and older","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","66 and older","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","66 and older","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","66 and older","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","66 and older","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(0) in school","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2009","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","66 and older","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","66 and older","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","66 and older","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","66 and older","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","66 and older","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"4 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","66 and older","(0) in school","","","",""
"4 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"5 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"5 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","66 and older","(0) in school","","","",""
"5 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","16-34 y.","(0) in school","","","",""
"6 on scale 1-7","2009","16-34 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","16-34 y.","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","16-34 y.","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","16-34 y.","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","16-34 y.","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","35-65 y.","(0) in school","","","",""
"6 on scale 1-7","2009","35-65 y.","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","35-65 y.","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","35-65 y.","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","35-65 y.","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","35-65 y.","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","66 and older","(0) in school","","","",""
"6 on scale 1-7","2009","66 and older","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","66 and older","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","66 and older","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","66 and older","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","66 and older","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","66 and older","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","66 and older","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","16-34 y.","(0) in school","","","",""
"7 Strongly agree","2009","16-34 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","16-34 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","16-34 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","16-34 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","16-34 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","35-65 y.","(0) in school","","","",""
"7 Strongly agree","2009","35-65 y.","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","35-65 y.","(1b) general elementary school","","","",""
"7 Strongly agree","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","35-65 y.","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","35-65 y.","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","35-65 y.","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","66 and older","(0) in school","","","",""
"7 Strongly agree","2009","66 and older","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","66 and older","(1b) general elementary school","","","",""
"7 Strongly agree","2009","66 and older","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","66 and older","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","66 and older","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","66 and older","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","66 and older","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","16-34 y.","(0) in school","3","","",""
"1 Strongly disagree","2010","16-34 y.","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2010","16-34 y.","(1b) general elementary school","2","","",""
"1 Strongly disagree","2010","16-34 y.","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2010","16-34 y.","(2a) intermediate vocational","3","","",""
"1 Strongly disagree","2010","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2010","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2010","16-34 y.","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2010","16-34 y.","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2010","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2010","35-65 y.","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","35-65 y.","(1b) general elementary school","3","","",""
"1 Strongly disagree","2010","35-65 y.","(1c) basic vocational qualification","21","","",""
"1 Strongly disagree","2010","35-65 y.","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2010","35-65 y.","(2a) intermediate vocational","16","","",""
"1 Strongly disagree","2010","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2010","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2010","35-65 y.","(3a) lower tertiary education","3","","",""
"1 Strongly disagree","2010","35-65 y.","(3b) higher tertiary education","4","","",""
"1 Strongly disagree","2010","66 and older","(0) in school","","","",""
"1 Strongly disagree","2010","66 and older","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","66 and older","(1b) general elementary school","6","","",""
"1 Strongly disagree","2010","66 and older","(1c) basic vocational qualification","26","","",""
"1 Strongly disagree","2010","66 and older","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2010","66 and older","(2a) intermediate vocational","7","","",""
"1 Strongly disagree","2010","66 and older","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2010","66 and older","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2010","66 and older","(3b) higher tertiary education","3","","",""
"2 on scale 1-7 ","2010","16-34 y.","(0) in school","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1b) general elementary school","4","","",""
"2 on scale 1-7 ","2010","16-34 y.","(1c) basic vocational qualification","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2a) intermediate vocational","5","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"2 on scale 1-7 ","2010","16-34 y.","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2010","16-34 y.","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2010","16-34 y.","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2010","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1b) general elementary school","8","","",""
"2 on scale 1-7 ","2010","35-65 y.","(1c) basic vocational qualification","19","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2a) intermediate vocational","22","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2010","35-65 y.","(2c_voc) vocational maturity certificate","8","","",""
"2 on scale 1-7 ","2010","35-65 y.","(3a) lower tertiary education","8","","",""
"2 on scale 1-7 ","2010","35-65 y.","(3b) higher tertiary education","17","","",""
"2 on scale 1-7 ","2010","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2010","66 and older","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2010","66 and older","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2010","66 and older","(1c) basic vocational qualification","25","","",""
"2 on scale 1-7 ","2010","66 and older","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2010","66 and older","(2a) intermediate vocational","4","","",""
"2 on scale 1-7 ","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2010","66 and older","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2010","66 and older","(3b) higher tertiary education","4","","",""
"3 on scale 1-7 ","2010","16-34 y.","(0) in school","8","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1b) general elementary school","5","","",""
"3 on scale 1-7 ","2010","16-34 y.","(1c) basic vocational qualification","9","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2b) intermediate general qualification","6","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2a) intermediate vocational","17","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2c_gen) general maturity certificate","15","","",""
"3 on scale 1-7 ","2010","16-34 y.","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2010","16-34 y.","(3a) lower tertiary education","4","","",""
"3 on scale 1-7 ","2010","16-34 y.","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2010","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1a) inadequately completed","3","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1b) general elementary school","6","","",""
"3 on scale 1-7 ","2010","35-65 y.","(1c) basic vocational qualification","59","0.0333708238089861","0.0260419421769037","0.0406997054410684"
"3 on scale 1-7 ","2010","35-65 y.","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2a) intermediate vocational","62","0.0232066725861542","0.0176319686816297","0.0287813764906788"
"3 on scale 1-7 ","2010","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2010","35-65 y.","(2c_voc) vocational maturity certificate","26","","",""
"3 on scale 1-7 ","2010","35-65 y.","(3a) lower tertiary education","17","","",""
"3 on scale 1-7 ","2010","35-65 y.","(3b) higher tertiary education","36","0.0224893827871591","0.0149381115243824","0.0300406540499358"
"3 on scale 1-7 ","2010","66 and older","(0) in school","","","",""
"3 on scale 1-7 ","2010","66 and older","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","66 and older","(1b) general elementary school","9","","",""
"3 on scale 1-7 ","2010","66 and older","(1c) basic vocational qualification","34","0.0191433874886831","0.0127196241265491","0.025567150850817"
"3 on scale 1-7 ","2010","66 and older","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2010","66 and older","(2a) intermediate vocational","21","","",""
"3 on scale 1-7 ","2010","66 and older","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2010","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"3 on scale 1-7 ","2010","66 and older","(3a) lower tertiary education","10","","",""
"3 on scale 1-7 ","2010","66 and older","(3b) higher tertiary education","6","","",""
"4 on scale 1-7","2010","16-34 y.","(0) in school","32","0.122923642183642","0.0836855066343534","0.162161777732931"
"4 on scale 1-7","2010","16-34 y.","(1a) inadequately completed","","","",""
"4 on scale 1-7","2010","16-34 y.","(1b) general elementary school","26","","",""
"4 on scale 1-7","2010","16-34 y.","(1c) basic vocational qualification","25","","",""
"4 on scale 1-7","2010","16-34 y.","(2b) intermediate general qualification","26","","",""
"4 on scale 1-7","2010","16-34 y.","(2a) intermediate vocational","54","0.080788109523036","0.0609106429504182","0.100665576095654"
"4 on scale 1-7","2010","16-34 y.","(2c_gen) general maturity certificate","49","0.107688014672226","0.0812222265212719","0.13415380282318"
"4 on scale 1-7","2010","16-34 y.","(2c_voc) vocational maturity certificate","34","0.120932189417005","0.0865770125918481","0.155287366242163"
"4 on scale 1-7","2010","16-34 y.","(3a) lower tertiary education","15","","",""
"4 on scale 1-7","2010","16-34 y.","(3b) higher tertiary education","27","","",""
"4 on scale 1-7","2010","35-65 y.","(0) in school","","","",""
"4 on scale 1-7","2010","35-65 y.","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2010","35-65 y.","(1b) general elementary school","33","0.0657946377132455","0.0432848416412781","0.088304433785213"
"4 on scale 1-7","2010","35-65 y.","(1c) basic vocational qualification","201","0.0992861666943149","0.0870832939623798","0.11148903942625"
"4 on scale 1-7","2010","35-65 y.","(2b) intermediate general qualification","9","","",""
"4 on scale 1-7","2010","35-65 y.","(2a) intermediate vocational","263","0.0981852334943547","0.0871674106440924","0.109203056344617"
"4 on scale 1-7","2010","35-65 y.","(2c_gen) general maturity certificate","6","","",""
"4 on scale 1-7","2010","35-65 y.","(2c_voc) vocational maturity certificate","65","0.0958548903905135","0.0750071057321372","0.11670267504889"
"4 on scale 1-7","2010","35-65 y.","(3a) lower tertiary education","82","0.106114618839843","0.0863523958345583","0.125876841845128"
"4 on scale 1-7","2010","35-65 y.","(3b) higher tertiary education","150","0.0853390502824447","0.0711100452368614","0.099568055328028"
"4 on scale 1-7","2010","66 and older","(0) in school","","","",""
"4 on scale 1-7","2010","66 and older","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2010","66 and older","(1b) general elementary school","49","0.0914864928131187","0.067818858689507","0.115154126936731"
"4 on scale 1-7","2010","66 and older","(1c) basic vocational qualification","156","0.0883412503693425","0.0750374628470175","0.101645037891668"
"4 on scale 1-7","2010","66 and older","(2b) intermediate general qualification","3","","",""
"4 on scale 1-7","2010","66 and older","(2a) intermediate vocational","49","0.0862829849922003","0.0628171948140456","0.109748775170355"
"4 on scale 1-7","2010","66 and older","(2c_gen) general maturity certificate","1","","",""
"4 on scale 1-7","2010","66 and older","(2c_voc) vocational maturity certificate","9","","",""
"4 on scale 1-7","2010","66 and older","(3a) lower tertiary education","26","","",""
"4 on scale 1-7","2010","66 and older","(3b) higher tertiary education","47","0.115925922240546","0.0881689399017439","0.143682904579349"
"5 on scale 1-7","2010","16-34 y.","(0) in school","65","0.26496874588046","0.212230925207732","0.317706566553189"
"5 on scale 1-7","2010","16-34 y.","(1a) inadequately completed","1","","",""
"5 on scale 1-7","2010","16-34 y.","(1b) general elementary school","27","","",""
"5 on scale 1-7","2010","16-34 y.","(1c) basic vocational qualification","55","0.16781415938496","0.126079469118376","0.209548849651545"
"5 on scale 1-7","2010","16-34 y.","(2b) intermediate general qualification","47","0.167036350931929","0.123423602886431","0.210649098977428"
"5 on scale 1-7","2010","16-34 y.","(2a) intermediate vocational","126","0.232002094363213","0.201212393978107","0.262791794748319"
"5 on scale 1-7","2010","16-34 y.","(2c_gen) general maturity certificate","137","0.26944013877383","0.231560848449248","0.307319429098412"
"5 on scale 1-7","2010","16-34 y.","(2c_voc) vocational maturity certificate","78","0.222428892117421","0.178608556591232","0.266249227643611"
"5 on scale 1-7","2010","16-34 y.","(3a) lower tertiary education","40","0.244321217196043","0.182066573453081","0.306575860939005"
"5 on scale 1-7","2010","16-34 y.","(3b) higher tertiary education","83","0.306720664013686","0.257340635857087","0.356100692170285"
"5 on scale 1-7","2010","35-65 y.","(0) in school","","","",""
"5 on scale 1-7","2010","35-65 y.","(1a) inadequately completed","12","","",""
"5 on scale 1-7","2010","35-65 y.","(1b) general elementary school","75","0.155926766075114","0.122988135992802","0.188865396157425"
"5 on scale 1-7","2010","35-65 y.","(1c) basic vocational qualification","388","0.147257828451781","0.132797693029386","0.161717963874176"
"5 on scale 1-7","2010","35-65 y.","(2b) intermediate general qualification","13","","",""
"5 on scale 1-7","2010","35-65 y.","(2a) intermediate vocational","482","0.146941345312108","0.133832166779616","0.1600505238446"
