"plh0206i04","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2010","lower secondary degree","West Germany","752","0.169737473276626","0.158510489584236","0.180964456969016"
"5 on scale 1-7","2010","lower secondary degree","East Germany","184","0.171431144518062","0.148742720858919","0.194119568177204"
"5 on scale 1-7","2010","secondary school degree","West Germany","542","0.161777971130038","0.148997111686601","0.174558830573475"
"5 on scale 1-7","2010","secondary school degree","East Germany","319","0.163764921799928","0.146933656293245","0.18059618730661"
"5 on scale 1-7","2010","college entrance qualification","West Germany","809","0.217320915804368","0.203930269644486","0.230711561964249"
"5 on scale 1-7","2010","college entrance qualification","East Germany","196","0.190796548702274","0.166659269031935","0.214933828372614"
"5 on scale 1-7","2010","Other degree","West Germany","104","0.13721615509512","0.111278639910952","0.163153670279289"
"5 on scale 1-7","2010","Other degree","East Germany","","","",""
"5 on scale 1-7","2010","no degree/no degree yet","West Germany","80","0.226394728256879","0.183636761342981","0.269152695170777"
"5 on scale 1-7","2010","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2010","lower secondary degree","West Germany","1260","0.270559330269704","0.257273376058629","0.283845284480779"
"6 on scale 1-7","2010","lower secondary degree","East Germany","320","0.284304121453606","0.257149047224062","0.31145919568315"
"6 on scale 1-7","2010","secondary school degree","West Germany","1124","0.333346071011481","0.316984736528207","0.349707405494754"
"6 on scale 1-7","2010","secondary school degree","East Germany","665","0.354208171830713","0.332455244953741","0.375961098707684"
"6 on scale 1-7","2010","college entrance qualification","West Germany","1361","0.391470040046673","0.375622963546825","0.407317116546521"
"6 on scale 1-7","2010","college entrance qualification","East Germany","391","0.348643715902189","0.319370231006417","0.377917200797961"
"6 on scale 1-7","2010","Other degree","West Germany","193","0.295866156285267","0.261458903566903","0.33027340900363"
"6 on scale 1-7","2010","Other degree","East Germany","","","",""
"6 on scale 1-7","2010","no degree/no degree yet","West Germany","111","0.232516125406257","0.189355736427663","0.275676514384851"
"6 on scale 1-7","2010","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2010","lower secondary degree","West Germany","1720","0.417146289702707","0.402399737851592","0.431892841553821"
"7 Strongly agree","2010","lower secondary degree","East Germany","415","0.405091505110147","0.375538829168306","0.434644181051988"
"7 Strongly agree","2010","secondary school degree","West Germany","1106","0.361256490504946","0.344584328920865","0.377928652089027"
"7 Strongly agree","2010","secondary school degree","East Germany","651","0.352339854061305","0.330613011823226","0.374066696299385"
"7 Strongly agree","2010","college entrance qualification","West Germany","1021","0.254743604874864","0.240596635684867","0.268890574064862"
"7 Strongly agree","2010","college entrance qualification","East Germany","283","0.323391870942579","0.294657125302429","0.352126616582729"
"7 Strongly agree","2010","Other degree","West Germany","304","0.451407628051995","0.413894431535494","0.488920824568495"
"7 Strongly agree","2010","Other degree","East Germany","","","",""
"7 Strongly agree","2010","no degree/no degree yet","West Germany","121","0.382741929011602","0.333081485826813","0.432402372196392"
"7 Strongly agree","2010","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2011","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2011","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2011","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2011","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2011","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2011","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2011","Other degree","West Germany","","","",""
"1 Strongly disagree","2011","Other degree","East Germany","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2011","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2011","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2011","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2011","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2011","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2011","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2011","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2011","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2011","Other degree","West Germany","","","",""
"4 on scale 1-7","2011","Other degree","East Germany","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2011","Other degree","West Germany","","","",""
"5 on scale 1-7","2011","Other degree","East Germany","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2011","Other degree","West Germany","","","",""
"6 on scale 1-7","2011","Other degree","East Germany","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2011","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2011","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2011","secondary school degree","West Germany","","","",""
"7 Strongly agree","2011","secondary school degree","East Germany","","","",""
"7 Strongly agree","2011","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2011","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2011","Other degree","West Germany","","","",""
"7 Strongly agree","2011","Other degree","East Germany","","","",""
"7 Strongly agree","2011","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2011","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2012","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2012","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2012","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2012","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2012","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2012","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2012","Other degree","West Germany","","","",""
"1 Strongly disagree","2012","Other degree","East Germany","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2012","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2012","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2012","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2012","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2012","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2012","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2012","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2012","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2012","Other degree","West Germany","","","",""
"4 on scale 1-7","2012","Other degree","East Germany","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2012","Other degree","West Germany","","","",""
"5 on scale 1-7","2012","Other degree","East Germany","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2012","Other degree","West Germany","","","",""
"6 on scale 1-7","2012","Other degree","East Germany","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2012","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2012","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2012","secondary school degree","West Germany","","","",""
"7 Strongly agree","2012","secondary school degree","East Germany","","","",""
"7 Strongly agree","2012","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2012","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2012","Other degree","West Germany","","","",""
"7 Strongly agree","2012","Other degree","East Germany","","","",""
"7 Strongly agree","2012","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2012","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2013","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2013","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2013","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2013","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2013","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2013","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2013","Other degree","West Germany","","","",""
"1 Strongly disagree","2013","Other degree","East Germany","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2013","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2013","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2013","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2013","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2013","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2013","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2013","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2013","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2013","Other degree","West Germany","","","",""
"4 on scale 1-7","2013","Other degree","East Germany","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2013","Other degree","West Germany","","","",""
"5 on scale 1-7","2013","Other degree","East Germany","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2013","Other degree","West Germany","","","",""
"6 on scale 1-7","2013","Other degree","East Germany","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2013","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2013","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2013","secondary school degree","West Germany","","","",""
"7 Strongly agree","2013","secondary school degree","East Germany","","","",""
"7 Strongly agree","2013","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2013","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2013","Other degree","West Germany","","","",""
"7 Strongly agree","2013","Other degree","East Germany","","","",""
"7 Strongly agree","2013","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2013","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2014","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2014","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2014","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2014","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2014","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2014","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2014","Other degree","West Germany","","","",""
"1 Strongly disagree","2014","Other degree","East Germany","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2014","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2014","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2014","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2014","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2014","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2014","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2014","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2014","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2014","Other degree","West Germany","","","",""
"4 on scale 1-7","2014","Other degree","East Germany","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2014","Other degree","West Germany","","","",""
"5 on scale 1-7","2014","Other degree","East Germany","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2014","Other degree","West Germany","","","",""
"6 on scale 1-7","2014","Other degree","East Germany","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2014","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2014","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2014","secondary school degree","West Germany","","","",""
"7 Strongly agree","2014","secondary school degree","East Germany","","","",""
"7 Strongly agree","2014","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2014","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2014","Other degree","West Germany","","","",""
"7 Strongly agree","2014","Other degree","East Germany","","","",""
"7 Strongly agree","2014","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2014","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2015","lower secondary degree","West Germany","41","0.0108048114394454","0.00801307251657441","0.0135965503623163"
"1 Strongly disagree","2015","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2015","secondary school degree","West Germany","34","0.00631061828799834","0.00408198556942508","0.0085392510065716"
"1 Strongly disagree","2015","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2015","college entrance qualification","West Germany","40","0.00495521078115211","0.00316377654497453","0.00674664501732969"
"1 Strongly disagree","2015","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2015","Other degree","West Germany","","","",""
"1 Strongly disagree","2015","Other degree","East Germany","","","",""
"1 Strongly disagree","2015","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2015","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2015","lower secondary degree","West Germany","49","0.00787700953851751","0.00548981039273742","0.0102642086842976"
"2 on scale 1-7 ","2015","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2015","secondary school degree","West Germany","47","0.0136700180421015","0.0104020870055991","0.0169379490786039"
"2 on scale 1-7 ","2015","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2015","college entrance qualification","West Germany","47","0.00588634002781881","0.00393474734095858","0.00783793271467903"
"2 on scale 1-7 ","2015","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2015","Other degree","West Germany","32","0.00897777984276203","0.00591521650992689","0.0120403431755972"
"2 on scale 1-7 ","2015","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2015","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2015","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2015","lower secondary degree","West Germany","92","0.0185396368251959","0.0148970307998704","0.0221822428505214"
"3 on scale 1-7 ","2015","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2015","secondary school degree","West Germany","115","0.0247575483154899","0.0203844691627626","0.0291306274682172"
"3 on scale 1-7 ","2015","secondary school degree","East Germany","47","0.0282734362684111","0.0215733080885493","0.0349735644482729"
"3 on scale 1-7 ","2015","college entrance qualification","West Germany","159","0.0234784090760696","0.0196154176335541","0.0273414005185851"
"3 on scale 1-7 ","2015","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2015","Other degree","West Germany","74","0.0171579650962208","0.012941644187381","0.0213742860050606"
"3 on scale 1-7 ","2015","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2015","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2015","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2015","lower secondary degree","West Germany","414","0.0798641903409353","0.0725439183006856","0.087184462381185"
"4 on scale 1-7","2015","lower secondary degree","East Germany","106","0.102973362142456","0.0852214960918921","0.12072522819302"
"4 on scale 1-7","2015","secondary school degree","West Germany","418","0.081936228392931","0.0742173956380295","0.0896550611478325"
"4 on scale 1-7","2015","secondary school degree","East Germany","208","0.0704822763156798","0.0601358450990396","0.08082870753232"
"4 on scale 1-7","2015","college entrance qualification","West Germany","514","0.0896758455042979","0.0823865717348792","0.0969651192737166"
"4 on scale 1-7","2015","college entrance qualification","East Germany","114","0.0739595907337254","0.0597878022451804","0.0881313792222704"
"4 on scale 1-7","2015","Other degree","West Germany","210","0.0678656817015264","0.0596994205616757","0.0760319428413772"
"4 on scale 1-7","2015","Other degree","East Germany","","","",""
"4 on scale 1-7","2015","no degree/no degree yet","West Germany","61","0.0790787749870697","0.0607857233592826","0.0973718266148568"
"4 on scale 1-7","2015","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2015","lower secondary degree","West Germany","774","0.147363652563629","0.137791660765381","0.156935644361876"
"5 on scale 1-7","2015","lower secondary degree","East Germany","171","0.156650874180919","0.135420922452065","0.177880825909773"
"5 on scale 1-7","2015","secondary school degree","West Germany","802","0.168688566135949","0.158149505044224","0.179227627227674"
"5 on scale 1-7","2015","secondary school degree","East Germany","419","0.183475725812596","0.167830002928285","0.199121448696908"
"5 on scale 1-7","2015","college entrance qualification","West Germany","1199","0.210279087922708","0.199882679079965","0.220675496765451"
"5 on scale 1-7","2015","college entrance qualification","East Germany","270","0.225726748940504","0.203088069788508","0.248365428092499"
"5 on scale 1-7","2015","Other degree","West Germany","416","0.10790844193344","0.0978346881327807","0.117982195734099"
"5 on scale 1-7","2015","Other degree","East Germany","40","0.121609737473723","0.0885301268419079","0.154689348105539"
"5 on scale 1-7","2015","no degree/no degree yet","West Germany","123","0.187117996192259","0.160680733536919","0.213555258847599"
"5 on scale 1-7","2015","no degree/no degree yet","East Germany","30","0.216851203674672","0.142496208750163","0.291206198599181"
"6 on scale 1-7","2015","lower secondary degree","West Germany","1720","0.334369139911655","0.321629562380421","0.34710871744289"
"6 on scale 1-7","2015","lower secondary degree","East Germany","389","0.325359808584809","0.297994714037711","0.352724903131907"
"6 on scale 1-7","2015","secondary school degree","West Germany","1692","0.350740223303254","0.337310122950853","0.364170323655656"
"6 on scale 1-7","2015","secondary school degree","East Germany","810","0.354706263011954","0.335367222201566","0.374045303822342"
"6 on scale 1-7","2015","college entrance qualification","West Germany","2325","0.400434385333966","0.387933737253214","0.412935033414718"
"6 on scale 1-7","2015","college entrance qualification","East Germany","518","0.399901450313989","0.37337371220613","0.426429188421847"
"6 on scale 1-7","2015","Other degree","West Germany","981","0.286920187411598","0.272234018103474","0.301606356719722"
"6 on scale 1-7","2015","Other degree","East Germany","101","0.318379302514543","0.271229893304499","0.365528711724588"
"6 on scale 1-7","2015","no degree/no degree yet","West Germany","256","0.309508327308909","0.278171116144969","0.340845538472849"
"6 on scale 1-7","2015","no degree/no degree yet","East Germany","35","0.278433424232001","0.197559973248708","0.359306875215293"
"7 Strongly agree","2015","lower secondary degree","West Germany","2178","0.401181559380622","0.38794597040433","0.414417148356913"
"7 Strongly agree","2015","lower secondary degree","East Germany","408","0.370385558390477","0.342179444271351","0.398591672509603"
"7 Strongly agree","2015","secondary school degree","West Germany","1742","0.353896797522276","0.340439232561234","0.367354362483318"
"7 Strongly agree","2015","secondary school degree","East Germany","829","0.346845742329156","0.327606062463246","0.366085422195066"
"7 Strongly agree","2015","college entrance qualification","West Germany","1618","0.265290721353987","0.254027379099329","0.276554063608645"
"7 Strongly agree","2015","college entrance qualification","East Germany","355","0.274169762500917","0.250012943270932","0.298326581730903"
"7 Strongly agree","2015","Other degree","West Germany","1902","0.501565852106507","0.485331805759628","0.517799898453385"
"7 Strongly agree","2015","Other degree","East Germany","179","0.463421215297155","0.41295076705933","0.513891663534981"
"7 Strongly agree","2015","no degree/no degree yet","West Germany","363","0.377820312906887","0.344954413772238","0.410686212041537"
"7 Strongly agree","2015","no degree/no degree yet","East Germany","31","0.397249215567004","0.308960031423502","0.485538399710507"
"1 Strongly disagree","2016","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2016","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2016","secondary school degree","West Germany","","","",""
