"plh0206i04","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2018","Not Employed","Urban Area","2","","","","1"
"1 Strongly disagree","2018","Not Employed","Rural Area","1","","","","1"
"1 Strongly disagree","2018","Employed","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","Urban Area","2","","","","2"
"2 on scale 1-7 ","2018","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","Rural Area","1","","","","2"
"3 on scale 1-7 ","2018","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","Urban Area","2","","","","3"
"3 on scale 1-7 ","2018","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","Rural Area","","","","","3"
"4 on scale 1-7","2018","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2018","Not Employed","Urban Area","","","","","4"
"4 on scale 1-7","2018","Not Employed","Rural Area","2","","","","4"
"4 on scale 1-7","2018","Employed","Urban Area","","","","","4"
"5 on scale 1-7","2018","Not Employed","Rural Area","3","","","","5"
"5 on scale 1-7","2018","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2018","Not Employed","Urban Area","9","","","","5"
"5 on scale 1-7","2018","Employed","Urban Area","","","","","5"
"6 on scale 1-7","2018","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2018","Not Employed","Urban Area","30","0.0769168149794404","0.0447134478684142","0.109120182090467","6"
"6 on scale 1-7","2018","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2018","Not Employed","Rural Area","17","","","","6"
"7 Strongly agree","2018","Not Employed","Urban Area","218","0.856361903315046","0.813974803063001","0.89874900356709","7"
"7 Strongly agree","2018","Not Employed","Rural Area","132","0.888413899964727","0.839005758951081","0.937822040978374","7"
"7 Strongly agree","2018","Employed","Urban Area","","","","","7"
"7 Strongly agree","2018","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2019","Employed","Rural Area","","","","","1"
"1 Strongly disagree","2019","Not Employed","Rural Area","2","","","","1"
"1 Strongly disagree","2019","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2019","Not Employed","Urban Area","2","","","","1"
"2 on scale 1-7 ","2019","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Urban Area","2","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Rural Area","2","","","","2"
"3 on scale 1-7 ","2019","Not Employed","Urban Area","1","","","","3"
"3 on scale 1-7 ","2019","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","Rural Area","","","","","3"
"4 on scale 1-7","2019","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2019","Not Employed","Rural Area","4","","","","4"
"4 on scale 1-7","2019","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2019","Not Employed","Urban Area","5","","","","4"
"5 on scale 1-7","2019","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2019","Not Employed","Urban Area","10","","","","5"
"5 on scale 1-7","2019","Not Employed","Rural Area","7","","","","5"
"5 on scale 1-7","2019","Employed","Urban Area","","","","","5"
"6 on scale 1-7","2019","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2019","Not Employed","Urban Area","20","","","","6"
"6 on scale 1-7","2019","Not Employed","Rural Area","14","","","","6"
"6 on scale 1-7","2019","Employed","Urban Area","","","","","6"
"7 Strongly agree","2019","Not Employed","Urban Area","132","0.771768439960213","0.709047114943875","0.834489764976551","7"
"7 Strongly agree","2019","Not Employed","Rural Area","72","0.769015132457722","0.686819903124097","0.851210361791347","7"
"7 Strongly agree","2019","Employed","Urban Area","","","","","7"
"7 Strongly agree","2019","Employed","Rural Area","","","","","7"
