"plh0206i04","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Full Time","Single parent ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Part Time","Single parent ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Not Working","Single parent ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2007","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Full Time","Single parent ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2007","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Part Time","Single parent ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2007","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Not Working","Single parent ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Full Time","Single parent ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Part Time","Single parent ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Not Working","Single parent ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Full Time","Single parent ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Part Time","Single parent ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Not Working","Single parent ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Full Time","Single parent ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Part Time","Single parent ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Not Working","Single parent ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Full Time","Single parent ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Part Time","Single parent ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Not Working","Single parent ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2008","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Full Time","Single parent ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2008","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Part Time","Single parent ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2008","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Not Working","Single parent ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Full Time","Single parent ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Part Time","Single parent ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Not Working","Single parent ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Full Time","Single parent ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Part Time","Single parent ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Not Working","Single parent ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Full Time","Single parent ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Part Time","Single parent ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Not Working","Single parent ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Full Time","Single parent ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Part Time","Single parent ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Not Working","Single parent ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2009","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Full Time","Single parent ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2009","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Part Time","Single parent ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2009","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Not Working","Single parent ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","Full Time","1-pers.-HH","6","","",""
"1 Strongly disagree","2010","Full Time","(Married) couple without C. ","9","","",""
"1 Strongly disagree","2010","Full Time","Single parent ","1","","",""
"1 Strongly disagree","2010","Full Time","Couple + C. LE 16 ","5","","",""
"1 Strongly disagree","2010","Full Time","Couple + C. GT 16 ","4","","",""
"1 Strongly disagree","2010","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","Part Time","1-pers.-HH","4","","",""
"1 Strongly disagree","2010","Part Time","(Married) couple without C. ","5","","",""
"1 Strongly disagree","2010","Part Time","Single parent ","2","","",""
"1 Strongly disagree","2010","Part Time","Couple + C. LE 16 ","9","","",""
"1 Strongly disagree","2010","Part Time","Couple + C. GT 16 ","3","","",""
"1 Strongly disagree","2010","Part Time","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2010","Not Working","1-pers.-HH","22","","",""
"1 Strongly disagree","2010","Not Working","(Married) couple without C. ","24","","",""
"1 Strongly disagree","2010","Not Working","Single parent ","3","","",""
"1 Strongly disagree","2010","Not Working","Couple + C. LE 16 ","8","","",""
"1 Strongly disagree","2010","Not Working","Couple + C. GT 16 ","2","","",""
"1 Strongly disagree","2010","Not Working","Couple + C. LE and GT 16","2","","",""
"2 on scale 1-7 ","2010","Full Time","1-pers.-HH","11","","",""
"2 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","15","","",""
"2 on scale 1-7 ","2010","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","10","","",""
"2 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","8","","",""
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","4","","",""
"2 on scale 1-7 ","2010","Part Time","1-pers.-HH","3","","",""
"2 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","9","","",""
"2 on scale 1-7 ","2010","Part Time","Single parent ","2","","",""
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","8","","",""
"2 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","7","","",""
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","3","","",""
"2 on scale 1-7 ","2010","Not Working","1-pers.-HH","15","","",""
"2 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","39","0.0131341881992532","0.00917033428095968","0.0170980421175467"
"2 on scale 1-7 ","2010","Not Working","Single parent ","3","","",""
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE 16 ","3","","",""
"2 on scale 1-7 ","2010","Not Working","Couple + C. GT 16 ","11","","",""
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE and GT 16","6","","",""
"3 on scale 1-7 ","2010","Full Time","1-pers.-HH","19","","",""
"3 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","48","0.0326487727503017","0.0250260808259873","0.0402714646746161"
"3 on scale 1-7 ","2010","Full Time","Single parent ","6","","",""
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","27","","",""
"3 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","26","","",""
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","9","","",""
"3 on scale 1-7 ","2010","Part Time","1-pers.-HH","9","","",""
"3 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","28","","",""
"3 on scale 1-7 ","2010","Part Time","Single parent ","10","","",""
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","29","","",""
"3 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","19","","",""
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","8","","",""
"3 on scale 1-7 ","2010","Not Working","1-pers.-HH","18","","",""
"3 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","80","0.022114549474639","0.0169945488756403","0.0272345500736378"
"3 on scale 1-7 ","2010","Not Working","Single parent ","9","","",""
"3 on scale 1-7 ","2010","Not Working","Couple + C. LE 16 ","4","","",""
"3 on scale 1-7 ","2010","Not Working","Couple + C. GT 16 ","19","","",""
"3 on scale 1-7 ","2010","Not Working","Couple + C. LE and GT 16","8","","",""
"4 on scale 1-7","2010","Full Time","1-pers.-HH","79","0.074923764218088","0.0580217411011518","0.0918257873350241"
"4 on scale 1-7","2010","Full Time","(Married) couple without C. ","205","0.0985792971775467","0.0857931568429023","0.111365437512191"
"4 on scale 1-7","2010","Full Time","Single parent ","29","","",""
"4 on scale 1-7","2010","Full Time","Couple + C. LE 16 ","96","0.0829887322924756","0.0678226915963034","0.0981547729886477"
"4 on scale 1-7","2010","Full Time","Couple + C. GT 16 ","113","0.112198466102438","0.0951271449203188","0.129269787284558"
"4 on scale 1-7","2010","Full Time","Couple + C. LE and GT 16","34","0.0625580970637593","0.0399048857177303","0.0852113084097884"
"4 on scale 1-7","2010","Part Time","1-pers.-HH","58","0.172437159905118","0.13652268283348","0.208351636976756"
"4 on scale 1-7","2010","Part Time","(Married) couple without C. ","98","0.0867389085045664","0.0697473881654915","0.103730428843641"
"4 on scale 1-7","2010","Part Time","Single parent ","33","0.0991722305367243","0.0665763473116393","0.131768113761809"
"4 on scale 1-7","2010","Part Time","Couple + C. LE 16 ","63","0.0830697001481154","0.0650488539954866","0.101090546300744"
"4 on scale 1-7","2010","Part Time","Couple + C. GT 16 ","61","0.0849872348715793","0.0654422589117973","0.104532210831361"
"4 on scale 1-7","2010","Part Time","Couple + C. LE and GT 16","30","0.0828881820252372","0.0534076101108705","0.112368753939604"
"4 on scale 1-7","2010","Not Working","1-pers.-HH","139","0.0936882948570779","0.0783419601434451","0.109034629570711"
"4 on scale 1-7","2010","Not Working","(Married) couple without C. ","265","0.0809322963061065","0.0714367128430604","0.0904278797691527"
"4 on scale 1-7","2010","Not Working","Single parent ","27","","",""
"4 on scale 1-7","2010","Not Working","Couple + C. LE 16 ","30","0.0672460212737107","0.0419314241253277","0.0925606184220936"
"4 on scale 1-7","2010","Not Working","Couple + C. GT 16 ","71","0.108566909146198","0.0859375167444981","0.131196301547897"
"4 on scale 1-7","2010","Not Working","Couple + C. LE and GT 16","22","","",""
"5 on scale 1-7","2010","Full Time","1-pers.-HH","172","0.186820438617068","0.161797082546558","0.211843794687579"
"5 on scale 1-7","2010","Full Time","(Married) couple without C. ","393","0.173258504988033","0.157024899288788","0.189492110687278"
"5 on scale 1-7","2010","Full Time","Single parent ","50","0.107134136300726","0.0722521131876181","0.142016159413833"
"5 on scale 1-7","2010","Full Time","Couple + C. LE 16 ","249","0.16796832426057","0.147416094772265","0.188520553748876"
"5 on scale 1-7","2010","Full Time","Couple + C. GT 16 ","233","0.196582342130007","0.175086291971043","0.218078392288971"
"5 on scale 1-7","2010","Full Time","Couple + C. LE and GT 16","92","0.219022534554938","0.180334249196383","0.257710819913494"
"5 on scale 1-7","2010","Part Time","1-pers.-HH","71","0.13897508842989","0.106087656367691","0.171862520492088"
"5 on scale 1-7","2010","Part Time","(Married) couple without C. ","178","0.157407968308161","0.135421786436682","0.179394150179641"
"5 on scale 1-7","2010","Part Time","Single parent ","54","0.155279800236588","0.115783105675296","0.19477649479788"
"5 on scale 1-7","2010","Part Time","Couple + C. LE 16 ","162","0.205554797177697","0.179168316032215","0.231941278323178"
"5 on scale 1-7","2010","Part Time","Couple + C. GT 16 ","173","0.195295526016497","0.167510611205462","0.223080440827533"
