"plh0206i04","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2008","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2008","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2008","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2008","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2008","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2008","(0) in school","West Germany","","","",""
"6 on scale 1-7","2008","(0) in school","East Germany","","","",""
"6 on scale 1-7","2008","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2008","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2008","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2008","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2008","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2008","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2008","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2008","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2008","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2008","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2008","(0) in school","West Germany","","","",""
"7 Strongly agree","2008","(0) in school","East Germany","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2008","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2008","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2009","(0) in school","West Germany","","","",""
"1 Strongly disagree","2009","(0) in school","East Germany","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2009","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2009","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2009","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2009","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2009","(0) in school","West Germany","","","",""
"4 on scale 1-7","2009","(0) in school","East Germany","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2009","(0) in school","West Germany","","","",""
"5 on scale 1-7","2009","(0) in school","East Germany","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2009","(0) in school","West Germany","","","",""
"6 on scale 1-7","2009","(0) in school","East Germany","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2009","(0) in school","West Germany","","","",""
"7 Strongly agree","2009","(0) in school","East Germany","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2009","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2009","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2010","(0) in school","West Germany","","","",""
"1 Strongly disagree","2010","(0) in school","East Germany","","","",""
"1 Strongly disagree","2010","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2010","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2010","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2010","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2010","(1c) basic vocational qualification","West Germany","36","0.0103187178746042","0.00697700167773791","0.0136604340714704"
"1 Strongly disagree","2010","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2010","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2010","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2010","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2010","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2010","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2010","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2010","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2010","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2010","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2010","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2010","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2010","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","West Germany","33","0.0111636466495394","0.0076892910271202","0.0146380022719586"
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2010","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2010","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2010","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2010","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2010","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2010","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2010","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2010","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2010","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2010","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","West Germany","85","0.0276410561903173","0.0222198036377802","0.0330623087428544"
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2010","(2a) intermediate vocational","West Germany","70","0.0241685022826703","0.0182936666242417","0.0300433379410989"
"3 on scale 1-7 ","2010","(2a) intermediate vocational","East Germany","30","0.0194917845134751","0.012373664312749","0.0266099047142013"
"3 on scale 1-7 ","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","West Germany","36","0.0454682199883315","0.0330030730452925","0.0579333669313706"
"3 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2010","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2010","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2010","(3b) higher tertiary education","West Germany","37","0.0175420287949857","0.0114226989843445","0.0236613586056269"
"3 on scale 1-7 ","2010","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2010","(0) in school","West Germany","","","",""
"4 on scale 1-7","2010","(0) in school","East Germany","","","",""
"4 on scale 1-7","2010","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2010","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2010","(1b) general elementary school","West Germany","93","0.0866570436780779","0.0700618459725896","0.103252241383566"
"4 on scale 1-7","2010","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","310","0.0946134166821154","0.0849350425502979","0.104291790813933"
"4 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","72","0.103133479925737","0.0826877617482404","0.123579198103233"
"4 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","32","0.103196629973433","0.069707810893863","0.136685449053004"
"4 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2010","(2a) intermediate vocational","West Germany","234","0.0956084488947402","0.0843595549660422","0.106857342823438"
"4 on scale 1-7","2010","(2a) intermediate vocational","East Germany","132","0.0874556607440529","0.0729099532923671","0.102001368195739"
"4 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","39","0.0879811060437715","0.0632752999546208","0.112686912132922"
"4 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","83","0.0898820582843615","0.0727687658150009","0.106995350753722"
"4 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2010","(3a) lower tertiary education","West Germany","82","0.0855032053287947","0.0676273654473871","0.103379045210202"
"4 on scale 1-7","2010","(3a) lower tertiary education","East Germany","41","0.0799634069460986","0.0574986216198279","0.102428192272369"
"4 on scale 1-7","2010","(3b) higher tertiary education","West Germany","157","0.0888612766578901","0.0755978577295045","0.102124695586276"
"4 on scale 1-7","2010","(3b) higher tertiary education","East Germany","67","0.116193664165944","0.0896285329089624","0.142758795422925"
"5 on scale 1-7","2010","(0) in school","West Germany","59","0.272084848619018","0.215663729099533","0.328505968138502"
"5 on scale 1-7","2010","(0) in school","East Germany","","","",""
"5 on scale 1-7","2010","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2010","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2010","(1b) general elementary school","West Germany","208","0.184618458860751","0.161731844451759","0.207505073269742"
"5 on scale 1-7","2010","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","599","0.159735819217384","0.147620967631741","0.171850670803027"
"5 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","148","0.17168702363147","0.146335469006546","0.197038578256394"
"5 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","52","0.1839530722684","0.141302039704277","0.226604104832524"
"5 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2010","(2a) intermediate vocational","West Germany","449","0.158449938142433","0.14448080514307","0.172419071141796"
"5 on scale 1-7","2010","(2a) intermediate vocational","East Germany","244","0.163436968047841","0.144398220232206","0.182475715863475"
"5 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","121","0.262152005243759","0.223793432040342","0.300510578447175"
"5 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","35","0.202073297826059","0.137161238451089","0.266985357201029"
"5 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","211","0.185866957314933","0.162591564697363","0.209142349932502"
"5 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","32","0.163104511468414","0.110708285355876","0.215500737580951"
"5 on scale 1-7","2010","(3a) lower tertiary education","West Germany","185","0.190161226142528","0.165074474411389","0.215247977873667"
"5 on scale 1-7","2010","(3a) lower tertiary education","East Germany","101","0.178450543288355","0.146738087763277","0.210162998813433"
"5 on scale 1-7","2010","(3b) higher tertiary education","West Germany","388","0.20841796948291","0.189484835670691","0.227351103295129"
"5 on scale 1-7","2010","(3b) higher tertiary education","East Germany","108","0.203141608469763","0.169788815649786","0.236494401289741"
"6 on scale 1-7","2010","(0) in school","West Germany","79","0.235170495524247","0.181402620336081","0.288938370712414"
"6 on scale 1-7","2010","(0) in school","East Germany","","","",""
"6 on scale 1-7","2010","(1a) inadequately completed","West Germany","31","0.226898636727692","0.154341979004864","0.299455294450519"
"6 on scale 1-7","2010","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2010","(1b) general elementary school","West Germany","297","0.251239711786288","0.225655084242309","0.276824339330266"
"6 on scale 1-7","2010","(1b) general elementary school","East Germany","53","0.312504859788841","0.235725006629105","0.389284712948577"
"6 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","1051","0.280510581530667","0.265654788303836","0.295366374757498"
"6 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","245","0.280058410253477","0.249871993117083","0.310244827389871"
"6 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","105","0.244962714103775","0.197620054501407","0.292305373706143"
"6 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","31","0.414378202332539","0.31026496923941","0.518491435425669"
"6 on scale 1-7","2010","(2a) intermediate vocational","West Germany","934","0.343785970794757","0.325616165744928","0.361955775844587"
"6 on scale 1-7","2010","(2a) intermediate vocational","East Germany","522","0.357164608876008","0.332492970151678","0.381836247600337"
"6 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","180","0.345150450035149","0.303685858584281","0.386615041486017"
"6 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","60","0.324280676383931","0.248609039568236","0.399952313199625"
"6 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","384","0.390003643797921","0.360819551997677","0.419187735598165"
"6 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","78","0.410421583945832","0.340659846000586","0.480183321891077"
"6 on scale 1-7","2010","(3a) lower tertiary education","West Germany","359","0.406982363241334","0.375576859506059","0.438387866976608"
"6 on scale 1-7","2010","(3a) lower tertiary education","East Germany","181","0.289291015711964","0.251736042767996","0.326845988655931"
"6 on scale 1-7","2010","(3b) higher tertiary education","West Germany","643","0.3621040650632","0.339701457142841","0.38450667298356"
"6 on scale 1-7","2010","(3b) higher tertiary education","East Germany","227","0.372695498424846","0.332612660494239","0.412778336355452"
"7 Strongly agree","2010","(0) in school","West Germany","62","0.320050448805284","0.260908353533167","0.379192544077401"
"7 Strongly agree","2010","(0) in school","East Germany","","","",""
"7 Strongly agree","2010","(1a) inadequately completed","West Germany","59","0.459046333868177","0.372718389024473","0.545374278711881"
"7 Strongly agree","2010","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2010","(1b) general elementary school","West Germany","461","0.430646127692186","0.401437243493264","0.459855011891108"
"7 Strongly agree","2010","(1b) general elementary school","East Germany","47","0.418531832412941","0.33681504346029","0.500248621365591"
"7 Strongly agree","2010","(1c) basic vocational qualification","West Germany","1399","0.416016761855373","0.399717624422299","0.432315899288446"
"7 Strongly agree","2010","(1c) basic vocational qualification","East Germany","343","0.401448811873778","0.368495098100019","0.434402525647537"
"7 Strongly agree","2010","(2b) intermediate general qualification","West Germany","115","0.40116833493936","0.347213028763336","0.455123641115384"
"7 Strongly agree","2010","(2b) intermediate general qualification","East Germany","33","0.327332942571862","0.228159862298824","0.4265060228449"
"7 Strongly agree","2010","(2a) intermediate vocational","West Germany","895","0.357290926915634","0.338959273130356","0.375622580700911"
"7 Strongly agree","2010","(2a) intermediate vocational","East Germany","507","0.355910195692948","0.331257902443816","0.38056248894208"
"7 Strongly agree","2010","(2c_gen) general maturity certificate","West Germany","141","0.257394040265779","0.219262806222221","0.295525274309338"
"7 Strongly agree","2010","(2c_gen) general maturity certificate","East Germany","30","0.28896287747207","0.21568774909172","0.36223800585242"
"7 Strongly agree","2010","(2c_voc) vocational maturity certificate","West Germany","345","0.279201818276796","0.252359860282815","0.306043776270777"
"7 Strongly agree","2010","(2c_voc) vocational maturity certificate","East Germany","51","0.266716028052972","0.203998048230162","0.329434007875782"
"7 Strongly agree","2010","(3a) lower tertiary education","West Germany","290","0.269427653382607","0.241065652694902","0.297789654070311"
"7 Strongly agree","2010","(3a) lower tertiary education","East Germany","212","0.411812130576859","0.371049549377588","0.45257471177613"
"7 Strongly agree","2010","(3b) higher tertiary education","West Germany","520","0.306201739727286","0.284717133867051","0.327686345587521"
"7 Strongly agree","2010","(3b) higher tertiary education","East Germany","144","0.292864458754907","0.255139666659935","0.330589250849879"
"1 Strongly disagree","2011","(0) in school","West Germany","","","",""
"1 Strongly disagree","2011","(0) in school","East Germany","","","",""
"1 Strongly disagree","2011","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2011","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2011","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2011","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2011","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2011","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2011","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2011","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2011","(2a) intermediate vocational","West Germany","","","",""
