"plh0206i04","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Employed","Single parent ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Employed","Single parent ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Employed","Single parent ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2009","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Not Employed","Single parent ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2009","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Employed","Single parent ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","Not Employed","1-pers.-HH","22","","",""
"1 Strongly disagree","2010","Not Employed","(Married) couple without C. ","24","","",""
"1 Strongly disagree","2010","Not Employed","Single parent ","3","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. LE 16 ","8","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. GT 16 ","2","","",""
"1 Strongly disagree","2010","Not Employed","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2010","Employed","1-pers.-HH","10","","",""
"1 Strongly disagree","2010","Employed","(Married) couple without C. ","14","","",""
"1 Strongly disagree","2010","Employed","Single parent ","3","","",""
"1 Strongly disagree","2010","Employed","Couple + C. LE 16 ","14","","",""
"1 Strongly disagree","2010","Employed","Couple + C. GT 16 ","7","","",""
"1 Strongly disagree","2010","Employed","Couple + C. LE and GT 16","2","","",""
"2 on scale 1-7 ","2010","Not Employed","1-pers.-HH","15","","",""
"2 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","39","0.0131341881992532","0.00917033428095968","0.0170980421175467"
"2 on scale 1-7 ","2010","Not Employed","Single parent ","3","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","3","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","11","","",""
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","6","","",""
"2 on scale 1-7 ","2010","Employed","1-pers.-HH","14","","",""
"2 on scale 1-7 ","2010","Employed","(Married) couple without C. ","24","","",""
"2 on scale 1-7 ","2010","Employed","Single parent ","2","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","18","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","15","","",""
"2 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","7","","",""
"3 on scale 1-7 ","2010","Not Employed","1-pers.-HH","18","","",""
"3 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","80","0.022114549474639","0.0169945488756403","0.0272345500736378"
"3 on scale 1-7 ","2010","Not Employed","Single parent ","9","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","4","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","19","","",""
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","8","","",""
"3 on scale 1-7 ","2010","Employed","1-pers.-HH","28","","",""
"3 on scale 1-7 ","2010","Employed","(Married) couple without C. ","76","0.0308304537098346","0.0247863092163374","0.0368745982033319"
"3 on scale 1-7 ","2010","Employed","Single parent ","16","","",""
"3 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","56","0.029299389047401","0.0222070397844209","0.0363917383103811"
"3 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","45","0.0273909757659851","0.0204017514914512","0.034380200040519"
"3 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","17","","",""
"4 on scale 1-7","2010","Not Employed","1-pers.-HH","139","0.0936882948570779","0.0783419601434451","0.109034629570711"
"4 on scale 1-7","2010","Not Employed","(Married) couple without C. ","265","0.0809322963061065","0.0714367128430604","0.0904278797691527"
"4 on scale 1-7","2010","Not Employed","Single parent ","27","","",""
"4 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","30","0.0672460212737107","0.0419314241253277","0.0925606184220936"
"4 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","71","0.108566909146198","0.0859375167444981","0.131196301547897"
"4 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","22","","",""
"4 on scale 1-7","2010","Employed","1-pers.-HH","137","0.104264504378109","0.0880046631322986","0.120524345623919"
"4 on scale 1-7","2010","Employed","(Married) couple without C. ","303","0.0946513897979187","0.0844157164463203","0.104887063149517"
"4 on scale 1-7","2010","Employed","Single parent ","62","0.120051188892044","0.0945699805120517","0.145532397272036"
"4 on scale 1-7","2010","Employed","Couple + C. LE 16 ","159","0.0830217781249664","0.0714181525499007","0.0946254037000321"
"4 on scale 1-7","2010","Employed","Couple + C. GT 16 ","174","0.101645627856055","0.0887059259461812","0.114585329765929"
"4 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","64","0.0711008502614651","0.0530075029583882","0.089194197564542"
"5 on scale 1-7","2010","Not Employed","1-pers.-HH","243","0.180190193252573","0.159948570133659","0.200431816371487"
"5 on scale 1-7","2010","Not Employed","(Married) couple without C. ","570","0.172458601655307","0.159305618435303","0.18561158487531"
"5 on scale 1-7","2010","Not Employed","Single parent ","42","0.185599895807406","0.138612866186975","0.232586925427837"
"5 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","68","0.140585661610591","0.105451792367511","0.175719530853672"
"5 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","139","0.223046842145407","0.19276549177523","0.253328192515584"
"5 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","58","0.17419126427878","0.128951625256748","0.219430903300813"
"5 on scale 1-7","2010","Employed","1-pers.-HH","243","0.172424283321515","0.152325894149961","0.192522672493069"
"5 on scale 1-7","2010","Employed","(Married) couple without C. ","571","0.168000278952092","0.154927690398185","0.181072867505998"
"5 on scale 1-7","2010","Employed","Single parent ","104","0.131151459456744","0.104686777191886","0.157616141721602"
"5 on scale 1-7","2010","Employed","Couple + C. LE 16 ","411","0.183308687150575","0.1670367719582","0.19958060234295"
"5 on scale 1-7","2010","Employed","Couple + C. GT 16 ","406","0.196083299577191","0.179082008383525","0.213084590770857"
"5 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","159","0.205263933052889","0.17682816099755","0.233699705108229"
"6 on scale 1-7","2010","Not Employed","1-pers.-HH","374","0.255833347084522","0.232854042421652","0.278812651747392"
"6 on scale 1-7","2010","Not Employed","(Married) couple without C. ","985","0.302510541628928","0.286517684699043","0.318503398558814"
"6 on scale 1-7","2010","Not Employed","Single parent ","85","0.249460140980689","0.197165440589804","0.301754841371574"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","114","0.321702686265256","0.274486428749229","0.368918943781283"
"6 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","251","0.312578715170259","0.278860003775988","0.34629742656453"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","89","0.316874048805436","0.261378271665732","0.372369825945141"
"6 on scale 1-7","2010","Employed","1-pers.-HH","459","0.327085175825118","0.302123792721001","0.352046558929234"
"6 on scale 1-7","2010","Employed","(Married) couple without C. ","1105","0.35148790393007","0.334793949138095","0.368181858722044"
"6 on scale 1-7","2010","Employed","Single parent ","229","0.345738443466807","0.308451428261702","0.383025458671912"
"6 on scale 1-7","2010","Employed","Couple + C. LE 16 ","796","0.3553549424758","0.335226522315192","0.375483362636407"
"6 on scale 1-7","2010","Employed","Couple + C. GT 16 ","748","0.337494569103529","0.317246473017628","0.357742665189429"
"6 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","284","0.341680140520994","0.308289435683127","0.37507084535886"
"7 Strongly agree","2010","Not Employed","1-pers.-HH","574","0.426906531309794","0.400856854865323","0.452956207754265"
"7 Strongly agree","2010","Not Employed","(Married) couple without C. ","1206","0.402648471562256","0.385573303438259","0.419723639686253"
"7 Strongly agree","2010","Not Employed","Single parent ","94","0.364595699049601","0.306425431345545","0.422765966753657"
"7 Strongly agree","2010","Not Employed","Couple + C. LE 16 ","149","0.397190721467151","0.347731909502543","0.44664953343176"
"7 Strongly agree","2010","Not Employed","Couple + C. GT 16 ","233","0.31985527090638","0.285927353283431","0.353783188529329"
"7 Strongly agree","2010","Not Employed","Couple + C. LE and GT 16","85","0.287252182937214","0.233280516732307","0.341223849142122"
"7 Strongly agree","2010","Employed","1-pers.-HH","466","0.349949581256003","0.324572923213907","0.375326239298099"
"7 Strongly agree","2010","Employed","(Married) couple without C. ","1049","0.337399859672048","0.320867181520335","0.35393253782376"
"7 Strongly agree","2010","Employed","Single parent ","209","0.370763617807876","0.33289638665994","0.408630848955813"
"7 Strongly agree","2010","Employed","Couple + C. LE 16 ","718","0.332768348371985","0.312951823072305","0.352584873671665"
"7 Strongly agree","2010","Employed","Couple + C. GT 16 ","700","0.328110996345839","0.308005479731153","0.348216512960524"
"7 Strongly agree","2010","Employed","Couple + C. LE and GT 16","242","0.36138498458346","0.327562784490619","0.395207184676301"
"1 Strongly disagree","2011","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2011","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2011","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2011","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Employed","Single parent ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Employed","Single parent ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Employed","Single parent ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2011","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Employed","Single parent ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2011","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Not Employed","Single parent ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2011","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Employed","Single parent ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2012","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2012","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Employed","Single parent ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Employed","Single parent ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"5 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Employed","Single parent ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","Not Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Not Employed","Single parent ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","Employed","1-pers.-HH","","","",""
"6 on scale 1-7","2012","Employed","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Employed","Single parent ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","Not Employed","1-pers.-HH","","","",""
"7 Strongly agree","2012","Not Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Not Employed","Single parent ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","Employed","1-pers.-HH","","","",""
"7 Strongly agree","2012","Employed","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Employed","Single parent ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","Not Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2013","Not Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Not Employed","Single parent ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","Employed","1-pers.-HH","","","",""
"1 Strongly disagree","2013","Employed","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Employed","Single parent ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","Not Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","Not Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Single parent ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","Employed","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","Employed","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Employed","Single parent ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","Not Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","Not Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Single parent ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Not Employed","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","Employed","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","Employed","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Employed","Single parent ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Employed","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","Not Employed","1-pers.-HH","","","",""
"4 on scale 1-7","2013","Not Employed","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Not Employed","Single parent ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Not Employed","Couple + C. LE and GT 16","","","",""
