"plh0206i04","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2009","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","higher education","West Germany","","","",""
"3 on scale 1-7 ","2009","higher education","East Germany","","","",""
"4 on scale 1-7","2009","in school","West Germany","","","",""
"4 on scale 1-7","2009","in school","East Germany","","","",""
"4 on scale 1-7","2009","inadequately","West Germany","","","",""
"4 on scale 1-7","2009","inadequately","East Germany","","","",""
"4 on scale 1-7","2009","general elemantary","West Germany","","","",""
"4 on scale 1-7","2009","general elemantary","East Germany","","","",""
"4 on scale 1-7","2009","middle vocational","West Germany","","","",""
"4 on scale 1-7","2009","middle vocational","East Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2009","higher vocational","West Germany","","","",""
"4 on scale 1-7","2009","higher vocational","East Germany","","","",""
"4 on scale 1-7","2009","higher education","West Germany","","","",""
"4 on scale 1-7","2009","higher education","East Germany","","","",""
"5 on scale 1-7","2009","in school","West Germany","","","",""
"5 on scale 1-7","2009","in school","East Germany","","","",""
"5 on scale 1-7","2009","inadequately","West Germany","","","",""
"5 on scale 1-7","2009","inadequately","East Germany","","","",""
"5 on scale 1-7","2009","general elemantary","West Germany","","","",""
"5 on scale 1-7","2009","general elemantary","East Germany","","","",""
"5 on scale 1-7","2009","middle vocational","West Germany","","","",""
"5 on scale 1-7","2009","middle vocational","East Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2009","higher vocational","West Germany","","","",""
"5 on scale 1-7","2009","higher vocational","East Germany","","","",""
"5 on scale 1-7","2009","higher education","West Germany","","","",""
"5 on scale 1-7","2009","higher education","East Germany","","","",""
"6 on scale 1-7","2009","in school","West Germany","","","",""
"6 on scale 1-7","2009","in school","East Germany","","","",""
"6 on scale 1-7","2009","inadequately","West Germany","","","",""
"6 on scale 1-7","2009","inadequately","East Germany","","","",""
"6 on scale 1-7","2009","general elemantary","West Germany","","","",""
"6 on scale 1-7","2009","general elemantary","East Germany","","","",""
"6 on scale 1-7","2009","middle vocational","West Germany","","","",""
"6 on scale 1-7","2009","middle vocational","East Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2009","higher vocational","West Germany","","","",""
"6 on scale 1-7","2009","higher vocational","East Germany","","","",""
"6 on scale 1-7","2009","higher education","West Germany","","","",""
"6 on scale 1-7","2009","higher education","East Germany","","","",""
"7 Strongly agree","2009","in school","West Germany","","","",""
"7 Strongly agree","2009","in school","East Germany","","","",""
"7 Strongly agree","2009","inadequately","West Germany","","","",""
"7 Strongly agree","2009","inadequately","East Germany","","","",""
"7 Strongly agree","2009","general elemantary","West Germany","","","",""
"7 Strongly agree","2009","general elemantary","East Germany","","","",""
"7 Strongly agree","2009","middle vocational","West Germany","","","",""
"7 Strongly agree","2009","middle vocational","East Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2009","higher vocational","West Germany","","","",""
"7 Strongly agree","2009","higher vocational","East Germany","","","",""
"7 Strongly agree","2009","higher education","West Germany","","","",""
"7 Strongly agree","2009","higher education","East Germany","","","",""
"1 Strongly disagree","2010","in school","West Germany","3","","",""
"1 Strongly disagree","2010","in school","East Germany","","","",""
"1 Strongly disagree","2010","inadequately","West Germany","2","","",""
"1 Strongly disagree","2010","inadequately","East Germany","1","","",""
"1 Strongly disagree","2010","general elemantary","West Germany","13","","",""
"1 Strongly disagree","2010","general elemantary","East Germany","","","",""
"1 Strongly disagree","2010","middle vocational","West Germany","52","0.00947937203580811","0.00705326331452402","0.0119054807570922"
"1 Strongly disagree","2010","middle vocational","East Germany","18","","",""
"1 Strongly disagree","2010","vocational + Abi","West Germany","4","","",""
"1 Strongly disagree","2010","vocational + Abi","East Germany","1","","",""
"1 Strongly disagree","2010","higher vocational","West Germany","5","","",""
"1 Strongly disagree","2010","higher vocational","East Germany","2","","",""
"1 Strongly disagree","2010","higher education","West Germany","8","","",""
"1 Strongly disagree","2010","higher education","East Germany","4","","",""
"2 on scale 1-7 ","2010","in school","West Germany","2","","",""
"2 on scale 1-7 ","2010","in school","East Germany","","","",""
"2 on scale 1-7 ","2010","inadequately","West Germany","4","","",""
"2 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2010","general elemantary","West Germany","18","","",""
"2 on scale 1-7 ","2010","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2010","middle vocational","West Germany","58","0.0111552847212632","0.00852566413586206","0.0137849053066643"
"2 on scale 1-7 ","2010","middle vocational","East Germany","20","","",""
"2 on scale 1-7 ","2010","vocational + Abi","West Germany","9","","",""
"2 on scale 1-7 ","2010","vocational + Abi","East Germany","1","","",""
"2 on scale 1-7 ","2010","higher vocational","West Germany","4","","",""
"2 on scale 1-7 ","2010","higher vocational","East Germany","2","","",""
"2 on scale 1-7 ","2010","higher education","West Germany","24","","",""
"2 on scale 1-7 ","2010","higher education","East Germany","12","","",""
"3 on scale 1-7 ","2010","in school","West Germany","7","","",""
"3 on scale 1-7 ","2010","in school","East Germany","1","","",""
"3 on scale 1-7 ","2010","inadequately","West Germany","2","","",""
"3 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2010","general elemantary","West Germany","26","","",""
"3 on scale 1-7 ","2010","general elemantary","East Germany","2","","",""
"3 on scale 1-7 ","2010","middle vocational","West Germany","161","0.0282689141204119","0.0241192177206434","0.0324186105201804"
"3 on scale 1-7 ","2010","middle vocational","East Germany","42","0.0195507203719408","0.0137534861104418","0.0253479546334398"
"3 on scale 1-7 ","2010","vocational + Abi","West Germany","25","","",""
"3 on scale 1-7 ","2010","vocational + Abi","East Germany","1","","",""
"3 on scale 1-7 ","2010","higher vocational","West Germany","25","","",""
"3 on scale 1-7 ","2010","higher vocational","East Germany","10","","",""
"3 on scale 1-7 ","2010","higher education","West Germany","52","0.0222612399592689","0.0167046307730938","0.027817849145444"
"3 on scale 1-7 ","2010","higher education","East Germany","22","","",""
"4 on scale 1-7","2010","in school","West Germany","27","","",""
"4 on scale 1-7","2010","in school","East Germany","5","","",""
"4 on scale 1-7","2010","inadequately","West Germany","9","","",""
"4 on scale 1-7","2010","inadequately","East Germany","","","",""
"4 on scale 1-7","2010","general elemantary","West Germany","123","0.0905507543084437","0.0755132936707258","0.105588214946162"
"4 on scale 1-7","2010","general elemantary","East Germany","21","","",""
"4 on scale 1-7","2010","middle vocational","West Germany","554","0.0987023522733662","0.0912346570836379","0.106170047463094"
"4 on scale 1-7","2010","middle vocational","East Germany","198","0.0956742888619777","0.0833577987381005","0.107990778985855"
"4 on scale 1-7","2010","vocational + Abi","West Germany","61","0.0876450785322178","0.0680130757415785","0.107277081322857"
"4 on scale 1-7","2010","vocational + Abi","East Germany","15","","",""
"4 on scale 1-7","2010","higher vocational","West Germany","63","0.0691023067628439","0.0525963122219557","0.085608301303732"
"4 on scale 1-7","2010","higher vocational","East Germany","38","0.137726698214222","0.101674971479661","0.173778424948784"
"4 on scale 1-7","2010","higher education","West Germany","239","0.0876002236856194","0.0769522013453658","0.0982482460258729"
"4 on scale 1-7","2010","higher education","East Germany","108","0.0967632430427661","0.0794416011068143","0.114084884978718"
"5 on scale 1-7","2010","in school","West Germany","59","0.272084848619018","0.215663729099533","0.328505968138502"
"5 on scale 1-7","2010","in school","East Germany","6","","",""
"5 on scale 1-7","2010","inadequately","West Germany","23","","",""
"5 on scale 1-7","2010","inadequately","East Germany","1","","",""
"5 on scale 1-7","2010","general elemantary","West Germany","253","0.182171702017624","0.161945666824633","0.202397737210615"
"5 on scale 1-7","2010","general elemantary","East Germany","39","0.161069706795078","0.112495398707764","0.209644014882393"
"5 on scale 1-7","2010","middle vocational","West Germany","1080","0.168582407201963","0.159208849803419","0.177955964600507"
"5 on scale 1-7","2010","middle vocational","East Germany","380","0.162558525424834","0.147109218164611","0.178007832685058"
"5 on scale 1-7","2010","vocational + Abi","West Germany","163","0.20719000940553","0.179052354914975","0.235327663896085"
"5 on scale 1-7","2010","vocational + Abi","East Germany","27","","",""
"5 on scale 1-7","2010","higher vocational","West Germany","156","0.14418577066296","0.121324761350994","0.167046779974927"
"5 on scale 1-7","2010","higher vocational","East Germany","63","0.192420721480728","0.151181255239146","0.23366018772231"
"5 on scale 1-7","2010","higher education","West Germany","573","0.201562033977938","0.186452581852708","0.216671486103169"
"5 on scale 1-7","2010","higher education","East Germany","209","0.189899698771374","0.166918928437028","0.212880469105721"
"6 on scale 1-7","2010","in school","West Germany","79","0.235170495524247","0.181402620336081","0.288938370712414"
"6 on scale 1-7","2010","in school","East Germany","9","","",""
"6 on scale 1-7","2010","inadequately","West Germany","30","0.212714550032548","0.140975140827413","0.284453959237683"
"6 on scale 1-7","2010","inadequately","East Germany","6","","",""
"6 on scale 1-7","2010","general elemantary","West Germany","397","0.250822701617201","0.228107585622375","0.273537817612028"
"6 on scale 1-7","2010","general elemantary","East Germany","80","0.350701072364906","0.287644894821404","0.413757249908409"
"6 on scale 1-7","2010","middle vocational","West Germany","1961","0.304805005062545","0.293279682787652","0.316330327337438"
"6 on scale 1-7","2010","middle vocational","East Germany","742","0.329004352145183","0.309330582803025","0.348678121487342"
"6 on scale 1-7","2010","vocational + Abi","West Germany","277","0.37194260921351","0.338387661817203","0.405497556609818"
"6 on scale 1-7","2010","vocational + Abi","East Germany","64","0.430570793494825","0.349976138048527","0.511165448941123"
"6 on scale 1-7","2010","higher vocational","West Germany","348","0.375889167468045","0.344367788170211","0.407410546765879"
"6 on scale 1-7","2010","higher vocational","East Germany","114","0.317497229678003","0.268798603216889","0.366195856139117"
"6 on scale 1-7","2010","higher education","West Germany","1002","0.378957164882027","0.360685437779852","0.397228891984202"
"6 on scale 1-7","2010","higher education","East Germany","408","0.327965365463371","0.300458388290217","0.355472342636526"
"7 Strongly agree","2010","in school","West Germany","62","0.320050448805284","0.260908353533167","0.379192544077401"
"7 Strongly agree","2010","in school","East Germany","8","","",""
"7 Strongly agree","2010","inadequately","West Germany","55","0.466225788431158","0.37877373239079","0.553677844471526"
"7 Strongly agree","2010","inadequately","East Germany","4","","",""
"7 Strongly agree","2010","general elemantary","West Germany","569","0.427596580453225","0.401672255576202","0.453520905330248"
"7 Strongly agree","2010","general elemantary","East Germany","78","0.375902405765821","0.311899372403453","0.439905439128189"
"7 Strongly agree","2010","middle vocational","West Germany","2262","0.379006664584642","0.366860040089614","0.391153289079671"
"7 Strongly agree","2010","middle vocational","East Germany","791","0.374617328356627","0.354350128267214","0.394884528446039"
"7 Strongly agree","2010","vocational + Abi","West Germany","258","0.27739821675344","0.246315406499465","0.308481027007414"
"7 Strongly agree","2010","vocational + Abi","East Germany","36","0.269757557019642","0.197516442840395","0.341998671198889"
"7 Strongly agree","2010","higher vocational","West Germany","306","0.373989043711481","0.34249960973224","0.405478477690721"
"7 Strongly agree","2010","higher vocational","East Germany","122","0.315835335057843","0.267205229617377","0.364465440498308"
"7 Strongly agree","2010","higher education","West Germany","810","0.292392006001353","0.275260210813637","0.30952380118907"
"7 Strongly agree","2010","higher education","East Germany","356","0.356656535667242","0.328590595964235","0.38472247537025"
"1 Strongly disagree","2011","in school","West Germany","","","",""
"1 Strongly disagree","2011","in school","East Germany","","","",""
"1 Strongly disagree","2011","inadequately","West Germany","","","",""
"1 Strongly disagree","2011","inadequately","East Germany","","","",""
"1 Strongly disagree","2011","general elemantary","West Germany","","","",""
"1 Strongly disagree","2011","general elemantary","East Germany","","","",""
"1 Strongly disagree","2011","middle vocational","West Germany","","","",""
"1 Strongly disagree","2011","middle vocational","East Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2011","higher vocational","West Germany","","","",""
"1 Strongly disagree","2011","higher vocational","East Germany","","","",""
"1 Strongly disagree","2011","higher education","West Germany","","","",""
"1 Strongly disagree","2011","higher education","East Germany","","","",""
"2 on scale 1-7 ","2011","in school","West Germany","","","",""
"2 on scale 1-7 ","2011","in school","East Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","higher education","West Germany","","","",""
"2 on scale 1-7 ","2011","higher education","East Germany","","","",""
"3 on scale 1-7 ","2011","in school","West Germany","","","",""
"3 on scale 1-7 ","2011","in school","East Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","higher education","West Germany","","","",""
"3 on scale 1-7 ","2011","higher education","East Germany","","","",""
"4 on scale 1-7","2011","in school","West Germany","","","",""
"4 on scale 1-7","2011","in school","East Germany","","","",""
"4 on scale 1-7","2011","inadequately","West Germany","","","",""
"4 on scale 1-7","2011","inadequately","East Germany","","","",""
"4 on scale 1-7","2011","general elemantary","West Germany","","","",""
"4 on scale 1-7","2011","general elemantary","East Germany","","","",""
"4 on scale 1-7","2011","middle vocational","West Germany","","","",""
"4 on scale 1-7","2011","middle vocational","East Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2011","higher vocational","West Germany","","","",""
"4 on scale 1-7","2011","higher vocational","East Germany","","","",""
"4 on scale 1-7","2011","higher education","West Germany","","","",""
"4 on scale 1-7","2011","higher education","East Germany","","","",""
"5 on scale 1-7","2011","in school","West Germany","","","",""
"5 on scale 1-7","2011","in school","East Germany","","","",""
"5 on scale 1-7","2011","inadequately","West Germany","","","",""
"5 on scale 1-7","2011","inadequately","East Germany","","","",""
"5 on scale 1-7","2011","general elemantary","West Germany","","","",""
"5 on scale 1-7","2011","general elemantary","East Germany","","","",""
"5 on scale 1-7","2011","middle vocational","West Germany","","","",""
"5 on scale 1-7","2011","middle vocational","East Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2011","higher vocational","West Germany","","","",""
"5 on scale 1-7","2011","higher vocational","East Germany","","","",""
"5 on scale 1-7","2011","higher education","West Germany","","","",""
"5 on scale 1-7","2011","higher education","East Germany","","","",""
"6 on scale 1-7","2011","in school","West Germany","","","",""
"6 on scale 1-7","2011","in school","East Germany","","","",""
"6 on scale 1-7","2011","inadequately","West Germany","","","",""
"6 on scale 1-7","2011","inadequately","East Germany","","","",""
"6 on scale 1-7","2011","general elemantary","West Germany","","","",""
"6 on scale 1-7","2011","general elemantary","East Germany","","","",""
"6 on scale 1-7","2011","middle vocational","West Germany","","","",""
"6 on scale 1-7","2011","middle vocational","East Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2011","higher vocational","West Germany","","","",""
"6 on scale 1-7","2011","higher vocational","East Germany","","","",""
"6 on scale 1-7","2011","higher education","West Germany","","","",""
"6 on scale 1-7","2011","higher education","East Germany","","","",""
"7 Strongly agree","2011","in school","West Germany","","","",""
"7 Strongly agree","2011","in school","East Germany","","","",""
"7 Strongly agree","2011","inadequately","West Germany","","","",""
"7 Strongly agree","2011","inadequately","East Germany","","","",""
"7 Strongly agree","2011","general elemantary","West Germany","","","",""
"7 Strongly agree","2011","general elemantary","East Germany","","","",""
"7 Strongly agree","2011","middle vocational","West Germany","","","",""
"7 Strongly agree","2011","middle vocational","East Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2011","higher vocational","West Germany","","","",""
"7 Strongly agree","2011","higher vocational","East Germany","","","",""
"7 Strongly agree","2011","higher education","West Germany","","","",""
"7 Strongly agree","2011","higher education","East Germany","","","",""
"1 Strongly disagree","2012","in school","West Germany","","","",""
"1 Strongly disagree","2012","in school","East Germany","","","",""
"1 Strongly disagree","2012","inadequately","West Germany","","","",""
"1 Strongly disagree","2012","inadequately","East Germany","","","",""
"1 Strongly disagree","2012","general elemantary","West Germany","","","",""
"1 Strongly disagree","2012","general elemantary","East Germany","","","",""
"1 Strongly disagree","2012","middle vocational","West Germany","","","",""
"1 Strongly disagree","2012","middle vocational","East Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2012","higher vocational","West Germany","","","",""
"1 Strongly disagree","2012","higher vocational","East Germany","","","",""
"1 Strongly disagree","2012","higher education","West Germany","","","",""
"1 Strongly disagree","2012","higher education","East Germany","","","",""
"2 on scale 1-7 ","2012","in school","West Germany","","","",""
"2 on scale 1-7 ","2012","in school","East Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","higher education","West Germany","","","",""
"2 on scale 1-7 ","2012","higher education","East Germany","","","",""
"3 on scale 1-7 ","2012","in school","West Germany","","","",""
"3 on scale 1-7 ","2012","in school","East Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","higher education","West Germany","","","",""
"3 on scale 1-7 ","2012","higher education","East Germany","","","",""
"4 on scale 1-7","2012","in school","West Germany","","","",""
"4 on scale 1-7","2012","in school","East Germany","","","",""
"4 on scale 1-7","2012","inadequately","West Germany","","","",""
"4 on scale 1-7","2012","inadequately","East Germany","","","",""
"4 on scale 1-7","2012","general elemantary","West Germany","","","",""
"4 on scale 1-7","2012","general elemantary","East Germany","","","",""
"4 on scale 1-7","2012","middle vocational","West Germany","","","",""
"4 on scale 1-7","2012","middle vocational","East Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2012","higher vocational","West Germany","","","",""
"4 on scale 1-7","2012","higher vocational","East Germany","","","",""
"4 on scale 1-7","2012","higher education","West Germany","","","",""
"4 on scale 1-7","2012","higher education","East Germany","","","",""
"5 on scale 1-7","2012","in school","West Germany","","","",""
"5 on scale 1-7","2012","in school","East Germany","","","",""
"5 on scale 1-7","2012","inadequately","West Germany","","","",""
"5 on scale 1-7","2012","inadequately","East Germany","","","",""
"5 on scale 1-7","2012","general elemantary","West Germany","","","",""
"5 on scale 1-7","2012","general elemantary","East Germany","","","",""
"5 on scale 1-7","2012","middle vocational","West Germany","","","",""
"5 on scale 1-7","2012","middle vocational","East Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2012","higher vocational","West Germany","","","",""
"5 on scale 1-7","2012","higher vocational","East Germany","","","",""
"5 on scale 1-7","2012","higher education","West Germany","","","",""
"5 on scale 1-7","2012","higher education","East Germany","","","",""
"6 on scale 1-7","2012","in school","West Germany","","","",""
"6 on scale 1-7","2012","in school","East Germany","","","",""
"6 on scale 1-7","2012","inadequately","West Germany","","","",""
"6 on scale 1-7","2012","inadequately","East Germany","","","",""
"6 on scale 1-7","2012","general elemantary","West Germany","","","",""
"6 on scale 1-7","2012","general elemantary","East Germany","","","",""
"6 on scale 1-7","2012","middle vocational","West Germany","","","",""
"6 on scale 1-7","2012","middle vocational","East Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2012","higher vocational","West Germany","","","",""
"6 on scale 1-7","2012","higher vocational","East Germany","","","",""
"6 on scale 1-7","2012","higher education","West Germany","","","",""
"6 on scale 1-7","2012","higher education","East Germany","","","",""
"7 Strongly agree","2012","in school","West Germany","","","",""
"7 Strongly agree","2012","in school","East Germany","","","",""
"7 Strongly agree","2012","inadequately","West Germany","","","",""
"7 Strongly agree","2012","inadequately","East Germany","","","",""
"7 Strongly agree","2012","general elemantary","West Germany","","","",""
"7 Strongly agree","2012","general elemantary","East Germany","","","",""
"7 Strongly agree","2012","middle vocational","West Germany","","","",""
"7 Strongly agree","2012","middle vocational","East Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2012","higher vocational","West Germany","","","",""
"7 Strongly agree","2012","higher vocational","East Germany","","","",""
"7 Strongly agree","2012","higher education","West Germany","","","",""
"7 Strongly agree","2012","higher education","East Germany","","","",""
"1 Strongly disagree","2013","in school","West Germany","","","",""
"1 Strongly disagree","2013","in school","East Germany","","","",""
"1 Strongly disagree","2013","inadequately","West Germany","","","",""
"1 Strongly disagree","2013","inadequately","East Germany","","","",""
"1 Strongly disagree","2013","general elemantary","West Germany","","","",""
"1 Strongly disagree","2013","general elemantary","East Germany","","","",""
"1 Strongly disagree","2013","middle vocational","West Germany","","","",""
"1 Strongly disagree","2013","middle vocational","East Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2013","higher vocational","West Germany","","","",""
"1 Strongly disagree","2013","higher vocational","East Germany","","","",""
"1 Strongly disagree","2013","higher education","West Germany","","","",""
"1 Strongly disagree","2013","higher education","East Germany","","","",""
"2 on scale 1-7 ","2013","in school","West Germany","","","",""
"2 on scale 1-7 ","2013","in school","East Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","higher education","West Germany","","","",""
"2 on scale 1-7 ","2013","higher education","East Germany","","","",""
"3 on scale 1-7 ","2013","in school","West Germany","","","",""
"3 on scale 1-7 ","2013","in school","East Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","higher education","West Germany","","","",""
"3 on scale 1-7 ","2013","higher education","East Germany","","","",""
"4 on scale 1-7","2013","in school","West Germany","","","",""
"4 on scale 1-7","2013","in school","East Germany","","","",""
"4 on scale 1-7","2013","inadequately","West Germany","","","",""
"4 on scale 1-7","2013","inadequately","East Germany","","","",""
"4 on scale 1-7","2013","general elemantary","West Germany","","","",""
"4 on scale 1-7","2013","general elemantary","East Germany","","","",""
"4 on scale 1-7","2013","middle vocational","West Germany","","","",""
"4 on scale 1-7","2013","middle vocational","East Germany","","","",""
"4 on scale 1-7","2013","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2013","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2013","higher vocational","West Germany","","","",""
"4 on scale 1-7","2013","higher vocational","East Germany","","","",""
"4 on scale 1-7","2013","higher education","West Germany","","","",""
"4 on scale 1-7","2013","higher education","East Germany","","","",""
"5 on scale 1-7","2013","in school","West Germany","","","",""
"5 on scale 1-7","2013","in school","East Germany","","","",""
"5 on scale 1-7","2013","inadequately","West Germany","","","",""
"5 on scale 1-7","2013","inadequately","East Germany","","","",""
"5 on scale 1-7","2013","general elemantary","West Germany","","","",""
"5 on scale 1-7","2013","general elemantary","East Germany","","","",""
"5 on scale 1-7","2013","middle vocational","West Germany","","","",""
"5 on scale 1-7","2013","middle vocational","East Germany","","","",""
"5 on scale 1-7","2013","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2013","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2013","higher vocational","West Germany","","","",""
"5 on scale 1-7","2013","higher vocational","East Germany","","","",""
