"plh0206i04","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2014","Not Working","Urban Area","","","","","1"
"1 Strongly disagree","2014","Not Working","Rural Area","","","","","1"
"1 Strongly disagree","2014","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2014","Not Working","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Not Working","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Urban Area","","","","","2"
"3 on scale 1-7 ","2014","Not Working","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Not Working","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2014","Not Working","Rural Area","","","","","4"
"4 on scale 1-7","2014","Part Time","Urban Area","","","","","4"
"4 on scale 1-7","2014","Not Working","Urban Area","","","","","4"
"4 on scale 1-7","2014","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2014","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2014","Full Time","Urban Area","","","","","4"
"5 on scale 1-7","2014","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2014","Full Time","Rural Area","","","","","5"
"5 on scale 1-7","2014","Full Time","Urban Area","","","","","5"
"5 on scale 1-7","2014","Not Working","Rural Area","","","","","5"
"5 on scale 1-7","2014","Part Time","Rural Area","","","","","5"
"5 on scale 1-7","2014","Not Working","Urban Area","","","","","5"
"6 on scale 1-7","2014","Not Working","Rural Area","","","","","6"
"6 on scale 1-7","2014","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2014","Full Time","Urban Area","","","","","6"
"6 on scale 1-7","2014","Not Working","Urban Area","","","","","6"
"6 on scale 1-7","2014","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2014","Part Time","Rural Area","","","","","6"
"7 Strongly agree","2014","Not Working","Rural Area","","","","","7"
"7 Strongly agree","2014","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2014","Full Time","Rural Area","","","","","7"
"7 Strongly agree","2014","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2014","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2014","Not Working","Urban Area","","","","","7"
"1 Strongly disagree","2015","Full Time","Rural Area","19","","","","1"
"1 Strongly disagree","2015","Part Time","Urban Area","41","0.00893834225757458","0.00624210815297124","0.0116345763621779","1"
"1 Strongly disagree","2015","Part Time","Rural Area","14","","","","1"
"1 Strongly disagree","2015","Not Working","Urban Area","48","0.00829665195487191","0.00612662842633356","0.0104666754834103","1"
"1 Strongly disagree","2015","Not Working","Rural Area","37","0.00900489329859122","0.00583333032854231","0.0121764562686401","1"
"1 Strongly disagree","2015","Full Time","Urban Area","38","0.00720476982207965","0.00510211772442061","0.0093074219197387","1"
"2 on scale 1-7 ","2015","Not Working","Rural Area","43","0.0121342691760252","0.00845845058183452","0.0158100877702159","2"
"2 on scale 1-7 ","2015","Not Working","Urban Area","63","0.00853078585892547","0.00633061578070407","0.0107309559371469","2"
"2 on scale 1-7 ","2015","Part Time","Urban Area","47","0.0102108633448979","0.00733093724387955","0.0130907894459163","2"
"2 on scale 1-7 ","2015","Part Time","Rural Area","28","","","","2"
"2 on scale 1-7 ","2015","Full Time","Rural Area","21","","","","2"
"2 on scale 1-7 ","2015","Full Time","Urban Area","58","0.00750235703241624","0.00535704172980214","0.00964767233503034","2"
"3 on scale 1-7 ","2015","Not Working","Rural Area","63","0.0177730463552263","0.0133371115105998","0.0222089811998529","3"
"3 on scale 1-7 ","2015","Part Time","Urban Area","105","0.0172064069067303","0.0134811603383164","0.0209316534751441","3"
"3 on scale 1-7 ","2015","Not Working","Urban Area","158","0.0268036099448109","0.0229397710813481","0.0306674488082736","3"
"3 on scale 1-7 ","2015","Full Time","Rural Area","69","0.0218657772933803","0.0168692779213395","0.0268622766654211","3"
"3 on scale 1-7 ","2015","Part Time","Rural Area","57","0.0212399154123595","0.0155142763732243","0.0269655544514947","3"
"3 on scale 1-7 ","2015","Full Time","Urban Area","141","0.0205437536755271","0.0170171232971211","0.024070384053933","3"
"4 on scale 1-7","2015","Not Working","Rural Area","282","0.0944326538766279","0.084614727469241","0.104250580284015","4"
"4 on scale 1-7","2015","Part Time","Urban Area","408","0.0809821040354576","0.0731669906603701","0.0887972174105451","4"
"4 on scale 1-7","2015","Not Working","Urban Area","553","0.0879825204963135","0.0812057637345371","0.09475927725809","4"
"4 on scale 1-7","2015","Full Time","Rural Area","279","0.0648041598905164","0.0563933682286935","0.0732149515523393","4"
"4 on scale 1-7","2015","Part Time","Rural Area","197","0.0792465531091696","0.0685197251236818","0.0899733810946574","4"
"4 on scale 1-7","2015","Full Time","Urban Area","456","0.0781333196326824","0.0714609557648857","0.0848056835004792","4"
"5 on scale 1-7","2015","Part Time","Urban Area","780","0.183466849360097","0.172379072361312","0.194554626358882","5"
"5 on scale 1-7","2015","Full Time","Rural Area","568","0.171317216604106","0.158444244954078","0.184190188254135","5"
"5 on scale 1-7","2015","Full Time","Urban Area","1124","0.183125155087176","0.173509490884846","0.192740819289506","5"
"5 on scale 1-7","2015","Not Working","Rural Area","535","0.154142405420751","0.142019464451292","0.166265346390209","5"
"5 on scale 1-7","2015","Not Working","Urban Area","1004","0.162076443128276","0.153260185639075","0.170892700617477","5"
"5 on scale 1-7","2015","Part Time","Rural Area","421","0.177368353910923","0.162199588913831","0.192537118908016","5"
"6 on scale 1-7","2015","Not Working","Urban Area","2154","0.32997634275985","0.31872748078272","0.34122520473698","6"
"6 on scale 1-7","2015","Not Working","Rural Area","1114","0.337738036842561","0.321859766520625","0.353616307164497","6"
"6 on scale 1-7","2015","Full Time","Rural Area","1173","0.351465429215149","0.335153999753085","0.367776858677214","6"
"6 on scale 1-7","2015","Part Time","Rural Area","862","0.357317219249796","0.338287396030404","0.376347042469189","6"
"6 on scale 1-7","2015","Part Time","Urban Area","1602","0.351815126887254","0.338135146630308","0.365495107144201","6"
"6 on scale 1-7","2015","Full Time","Urban Area","2214","0.372817840024477","0.36079595096885","0.384839729080104","6"
"7 Strongly agree","2015","Not Working","Rural Area","1334","0.374774695030218","0.358522886344689","0.391026503715747","7"
"7 Strongly agree","2015","Full Time","Urban Area","2184","0.330672804725642","0.318976572039971","0.342369037411313","7"
"7 Strongly agree","2015","Full Time","Rural Area","1162","0.373472553827747","0.356945952679986","0.389999154975508","7"
"7 Strongly agree","2015","Part Time","Urban Area","1698","0.347380307207989","0.333740398765273","0.361020215650705","7"
"7 Strongly agree","2015","Part Time","Rural Area","857","0.35120037535234","0.332244570470785","0.370156180233896","7"
"7 Strongly agree","2015","Not Working","Urban Area","2732","0.376333645856952","0.364743609491813","0.387923682222091","7"
"1 Strongly disagree","2016","Not Working","Urban Area","13","","","","1"
"1 Strongly disagree","2016","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2016","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2016","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2016","Not Working","Rural Area","4","","","","1"
"1 Strongly disagree","2016","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2016","Not Working","Rural Area","4","","","","2"
"2 on scale 1-7 ","2016","Not Working","Urban Area","8","","","","2"
"2 on scale 1-7 ","2016","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2016","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","Full Time","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","Not Working","Rural Area","5","","","","3"
"3 on scale 1-7 ","2016","Not Working","Urban Area","7","","","","3"
"3 on scale 1-7 ","2016","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2016","Not Working","Rural Area","18","","","","4"
"4 on scale 1-7","2016","Not Working","Urban Area","33","0.0618101498070343","0.0532301181076481","0.0703901815064205","4"
"4 on scale 1-7","2016","Part Time","Urban Area","","","","","4"
"4 on scale 1-7","2016","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2016","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2016","Full Time","Urban Area","","","","","4"
"5 on scale 1-7","2016","Full Time","Rural Area","","","","","5"
"5 on scale 1-7","2016","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2016","Not Working","Rural Area","43","0.0434890102429722","0.0325891308419637","0.0543888896439807","5"
"5 on scale 1-7","2016","Full Time","Urban Area","","","","","5"
"5 on scale 1-7","2016","Not Working","Urban Area","80","0.0813102495749178","0.0715722284626366","0.091048270687199","5"
"5 on scale 1-7","2016","Part Time","Rural Area","","","","","5"
"6 on scale 1-7","2016","Not Working","Rural Area","92","0.112762922647211","0.0958589044357013","0.129666940858722","6"
"6 on scale 1-7","2016","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2016","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2016","Not Working","Urban Area","283","0.143085477334407","0.13060933964501","0.155561615023804","6"
"6 on scale 1-7","2016","Full Time","Urban Area","","","","","6"
"6 on scale 1-7","2016","Part Time","Rural Area","","","","","6"
"7 Strongly agree","2016","Not Working","Rural Area","1179","0.804507655738043","0.783313461181091","0.825701850294995","7"
"7 Strongly agree","2016","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2016","Full Time","Rural Area","","","","","7"
"7 Strongly agree","2016","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2016","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2016","Not Working","Urban Area","2602","0.694590992453023","0.678180594095454","0.711001390810593","7"
"1 Strongly disagree","2017","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2017","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2017","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2017","Not Working","Urban Area","6","","","","1"
"1 Strongly disagree","2017","Not Working","Rural Area","4","","","","1"
"1 Strongly disagree","2017","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2017","Not Working","Urban Area","4","","","","2"
"2 on scale 1-7 ","2017","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","Not Working","Rural Area","1","","","","2"
"2 on scale 1-7 ","2017","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","Full Time","Urban Area","","","","","2"
"3 on scale 1-7 ","2017","Not Working","Urban Area","10","","","","3"
"3 on scale 1-7 ","2017","Not Working","Rural Area","3","","","","3"
"3 on scale 1-7 ","2017","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2017","Part Time","Urban Area","","","","","4"
"4 on scale 1-7","2017","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2017","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2017","Full Time","Urban Area","","","","","4"
"4 on scale 1-7","2017","Not Working","Urban Area","27","","","","4"
"4 on scale 1-7","2017","Not Working","Rural Area","4","","","","4"
"5 on scale 1-7","2017","Full Time","Rural Area","","","","","5"
"5 on scale 1-7","2017","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2017","Not Working","Rural Area","17","","","","5"
"5 on scale 1-7","2017","Full Time","Urban Area","","","","","5"
"5 on scale 1-7","2017","Not Working","Urban Area","69","0.0370186671347237","0.0289202122520947","0.0451171220173526","5"
"5 on scale 1-7","2017","Part Time","Rural Area","","","","","5"
"6 on scale 1-7","2017","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2017","Not Working","Urban Area","251","0.135442064606315","0.120764409544182","0.150119719668447","6"
"6 on scale 1-7","2017","Not Working","Rural Area","77","0.100075615715124","0.0790286390640843","0.121122592366164","6"
"6 on scale 1-7","2017","Part Time","Rural Area","","","","","6"
"6 on scale 1-7","2017","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2017","Full Time","Urban Area","","","","","6"
"7 Strongly agree","2017","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2017","Full Time","Rural Area","","","","","7"
"7 Strongly agree","2017","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2017","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2017","Not Working","Urban Area","1721","0.804998539825221","0.788004394732724","0.821992684917718","7"
"7 Strongly agree","2017","Not Working","Rural Area","675","0.869500258935963","0.845875778996239","0.893124738875688","7"
"1 Strongly disagree","2018","Not Working","Urban Area","2","","","","1"
"1 Strongly disagree","2018","Not Working","Rural Area","1","","","","1"
"1 Strongly disagree","2018","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2018","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2018","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2018","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","Not Working","Rural Area","1","","","","2"
"2 on scale 1-7 ","2018","Not Working","Urban Area","2","","","","2"
"2 on scale 1-7 ","2018","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Full Time","Urban Area","","","","","2"
"3 on scale 1-7 ","2018","Not Working","Urban Area","2","","","","3"
"3 on scale 1-7 ","2018","Not Working","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2018","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2018","Part Time","Urban Area","","","","","4"
"4 on scale 1-7","2018","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2018","Full Time","Urban Area","","","","","4"
"4 on scale 1-7","2018","Not Working","Rural Area","2","","","","4"
"4 on scale 1-7","2018","Not Working","Urban Area","","","","","4"
"5 on scale 1-7","2018","Not Working","Rural Area","3","","","","5"
"5 on scale 1-7","2018","Not Working","Urban Area","9","","","","5"
"5 on scale 1-7","2018","Part Time","Rural Area","","","","","5"
"5 on scale 1-7","2018","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2018","Full Time","Rural Area","","","","","5"
"5 on scale 1-7","2018","Full Time","Urban Area","","","","","5"
"6 on scale 1-7","2018","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2018","Not Working","Urban Area","30","0.0769168149794404","0.0447134478684142","0.109120182090467","6"
"6 on scale 1-7","2018","Full Time","Urban Area","","","","","6"
"6 on scale 1-7","2018","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2018","Part Time","Rural Area","","","","","6"
"6 on scale 1-7","2018","Not Working","Rural Area","17","","","","6"
"7 Strongly agree","2018","Not Working","Rural Area","132","0.888413899964727","0.839005758951081","0.937822040978374","7"
"7 Strongly agree","2018","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2018","Full Time","Rural Area","","","","","7"
"7 Strongly agree","2018","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2018","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2018","Not Working","Urban Area","218","0.856361903315046","0.813974803063001","0.89874900356709","7"
"1 Strongly disagree","2019","Not Working","Urban Area","2","","","","1"
"1 Strongly disagree","2019","Not Working","Rural Area","2","","","","1"
"1 Strongly disagree","2019","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2019","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2019","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2019","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2019","Not Working","Urban Area","2","","","","2"
"2 on scale 1-7 ","2019","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","Not Working","Rural Area","2","","","","2"
"2 on scale 1-7 ","2019","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","Full Time","Urban Area","","","","","2"
"3 on scale 1-7 ","2019","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","Not Working","Urban Area","1","","","","3"
"3 on scale 1-7 ","2019","Not Working","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2019","Part Time","Urban Area","","","","","4"
"4 on scale 1-7","2019","Not Working","Rural Area","4","","","","4"
"4 on scale 1-7","2019","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2019","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2019","Not Working","Urban Area","5","","","","4"
"4 on scale 1-7","2019","Full Time","Urban Area","","","","","4"
"5 on scale 1-7","2019","Full Time","Urban Area","","","","","5"
"5 on scale 1-7","2019","Not Working","Urban Area","10","","","","5"
"5 on scale 1-7","2019","Part Time","Rural Area","","","","","5"
"5 on scale 1-7","2019","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2019","Not Working","Rural Area","7","","","","5"
"5 on scale 1-7","2019","Full Time","Rural Area","","","","","5"
"6 on scale 1-7","2019","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2019","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2019","Not Working","Urban Area","20","","","","6"
"6 on scale 1-7","2019","Full Time","Urban Area","","","","","6"
"6 on scale 1-7","2019","Not Working","Rural Area","14","","","","6"
"6 on scale 1-7","2019","Part Time","Rural Area","","","","","6"
"7 Strongly agree","2019","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2019","Full Time","Rural Area","","","","","7"
"7 Strongly agree","2019","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2019","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2019","Not Working","Urban Area","132","0.771768439960213","0.709047114943875","0.834489764976551","7"
"7 Strongly agree","2019","Not Working","Rural Area","72","0.769015132457722","0.686819903124097","0.851210361791347","7"
