"plh0206i04","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2011","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2011","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2011","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2011","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2011","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2011","Full Time","no migration background","","","",""
"4 on scale 1-7","2011","Full Time","direct migration background","","","",""
"4 on scale 1-7","2011","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2011","Part Time","no migration background","","","",""
"4 on scale 1-7","2011","Part Time","direct migration background","","","",""
"4 on scale 1-7","2011","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2011","Not Working","no migration background","","","",""
"4 on scale 1-7","2011","Not Working","direct migration background","","","",""
"4 on scale 1-7","2011","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2011","Full Time","no migration background","","","",""
"5 on scale 1-7","2011","Full Time","direct migration background","","","",""
"5 on scale 1-7","2011","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2011","Part Time","no migration background","","","",""
"5 on scale 1-7","2011","Part Time","direct migration background","","","",""
"5 on scale 1-7","2011","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2011","Not Working","no migration background","","","",""
"5 on scale 1-7","2011","Not Working","direct migration background","","","",""
"5 on scale 1-7","2011","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2011","Full Time","no migration background","","","",""
"6 on scale 1-7","2011","Full Time","direct migration background","","","",""
"6 on scale 1-7","2011","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2011","Part Time","no migration background","","","",""
"6 on scale 1-7","2011","Part Time","direct migration background","","","",""
"6 on scale 1-7","2011","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2011","Not Working","no migration background","","","",""
"6 on scale 1-7","2011","Not Working","direct migration background","","","",""
"6 on scale 1-7","2011","Not Working","indirect migration background","","","",""
"7 Strongly agree","2011","Full Time","no migration background","","","",""
"7 Strongly agree","2011","Full Time","direct migration background","","","",""
"7 Strongly agree","2011","Full Time","indirect migration background","","","",""
"7 Strongly agree","2011","Part Time","no migration background","","","",""
"7 Strongly agree","2011","Part Time","direct migration background","","","",""
"7 Strongly agree","2011","Part Time","indirect migration background","","","",""
"7 Strongly agree","2011","Not Working","no migration background","","","",""
"7 Strongly agree","2011","Not Working","direct migration background","","","",""
"7 Strongly agree","2011","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2012","Full Time","no migration background","","","",""
"1 Strongly disagree","2012","Full Time","direct migration background","","","",""
"1 Strongly disagree","2012","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2012","Part Time","no migration background","","","",""
"1 Strongly disagree","2012","Part Time","direct migration background","","","",""
"1 Strongly disagree","2012","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2012","Not Working","no migration background","","","",""
"1 Strongly disagree","2012","Not Working","direct migration background","","","",""
"1 Strongly disagree","2012","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2012","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2012","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2012","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2012","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2012","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2012","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2012","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2012","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2012","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2012","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2012","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2012","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2012","Full Time","no migration background","","","",""
"4 on scale 1-7","2012","Full Time","direct migration background","","","",""
"4 on scale 1-7","2012","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2012","Part Time","no migration background","","","",""
"4 on scale 1-7","2012","Part Time","direct migration background","","","",""
"4 on scale 1-7","2012","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2012","Not Working","no migration background","","","",""
"4 on scale 1-7","2012","Not Working","direct migration background","","","",""
"4 on scale 1-7","2012","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2012","Full Time","no migration background","","","",""
"5 on scale 1-7","2012","Full Time","direct migration background","","","",""
"5 on scale 1-7","2012","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2012","Part Time","no migration background","","","",""
"5 on scale 1-7","2012","Part Time","direct migration background","","","",""
"5 on scale 1-7","2012","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2012","Not Working","no migration background","","","",""
"5 on scale 1-7","2012","Not Working","direct migration background","","","",""
"5 on scale 1-7","2012","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2012","Full Time","no migration background","","","",""
"6 on scale 1-7","2012","Full Time","direct migration background","","","",""
"6 on scale 1-7","2012","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2012","Part Time","no migration background","","","",""
"6 on scale 1-7","2012","Part Time","direct migration background","","","",""
"6 on scale 1-7","2012","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2012","Not Working","no migration background","","","",""
"6 on scale 1-7","2012","Not Working","direct migration background","","","",""
"6 on scale 1-7","2012","Not Working","indirect migration background","","","",""
"7 Strongly agree","2012","Full Time","no migration background","","","",""
"7 Strongly agree","2012","Full Time","direct migration background","","","",""
"7 Strongly agree","2012","Full Time","indirect migration background","","","",""
"7 Strongly agree","2012","Part Time","no migration background","","","",""
"7 Strongly agree","2012","Part Time","direct migration background","","","",""
"7 Strongly agree","2012","Part Time","indirect migration background","","","",""
"7 Strongly agree","2012","Not Working","no migration background","","","",""
"7 Strongly agree","2012","Not Working","direct migration background","","","",""
"7 Strongly agree","2012","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2013","Full Time","no migration background","","","",""
"1 Strongly disagree","2013","Full Time","direct migration background","","","",""
"1 Strongly disagree","2013","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2013","Part Time","no migration background","","","",""
"1 Strongly disagree","2013","Part Time","direct migration background","","","",""
"1 Strongly disagree","2013","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2013","Not Working","no migration background","","","",""
"1 Strongly disagree","2013","Not Working","direct migration background","","","",""
"1 Strongly disagree","2013","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2013","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2013","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2013","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2013","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2013","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2013","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2013","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2013","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2013","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2013","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2013","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2013","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2013","Full Time","no migration background","","","",""
"4 on scale 1-7","2013","Full Time","direct migration background","","","",""
"4 on scale 1-7","2013","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2013","Part Time","no migration background","","","",""
"4 on scale 1-7","2013","Part Time","direct migration background","","","",""
"4 on scale 1-7","2013","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2013","Not Working","no migration background","","","",""
"4 on scale 1-7","2013","Not Working","direct migration background","","","",""
"4 on scale 1-7","2013","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2013","Full Time","no migration background","","","",""
"5 on scale 1-7","2013","Full Time","direct migration background","","","",""
"5 on scale 1-7","2013","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2013","Part Time","no migration background","","","",""
"5 on scale 1-7","2013","Part Time","direct migration background","","","",""
"5 on scale 1-7","2013","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2013","Not Working","no migration background","","","",""
"5 on scale 1-7","2013","Not Working","direct migration background","","","",""
"5 on scale 1-7","2013","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2013","Full Time","no migration background","","","",""
"6 on scale 1-7","2013","Full Time","direct migration background","","","",""
"6 on scale 1-7","2013","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2013","Part Time","no migration background","","","",""
"6 on scale 1-7","2013","Part Time","direct migration background","","","",""
"6 on scale 1-7","2013","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2013","Not Working","no migration background","","","",""
"6 on scale 1-7","2013","Not Working","direct migration background","","","",""
"6 on scale 1-7","2013","Not Working","indirect migration background","","","",""
"7 Strongly agree","2013","Full Time","no migration background","","","",""
"7 Strongly agree","2013","Full Time","direct migration background","","","",""
"7 Strongly agree","2013","Full Time","indirect migration background","","","",""
"7 Strongly agree","2013","Part Time","no migration background","","","",""
"7 Strongly agree","2013","Part Time","direct migration background","","","",""
"7 Strongly agree","2013","Part Time","indirect migration background","","","",""
"7 Strongly agree","2013","Not Working","no migration background","","","",""
"7 Strongly agree","2013","Not Working","direct migration background","","","",""
"7 Strongly agree","2013","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2014","Full Time","no migration background","","","",""
"1 Strongly disagree","2014","Full Time","direct migration background","","","",""
"1 Strongly disagree","2014","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2014","Part Time","no migration background","","","",""
"1 Strongly disagree","2014","Part Time","direct migration background","","","",""
"1 Strongly disagree","2014","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2014","Not Working","no migration background","","","",""
"1 Strongly disagree","2014","Not Working","direct migration background","","","",""
"1 Strongly disagree","2014","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2014","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2014","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2014","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2014","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2014","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2014","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2014","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2014","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2014","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2014","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2014","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2014","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2014","Full Time","no migration background","","","",""
"4 on scale 1-7","2014","Full Time","direct migration background","","","",""
"4 on scale 1-7","2014","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2014","Part Time","no migration background","","","",""
"4 on scale 1-7","2014","Part Time","direct migration background","","","",""
"4 on scale 1-7","2014","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2014","Not Working","no migration background","","","",""
"4 on scale 1-7","2014","Not Working","direct migration background","","","",""
"4 on scale 1-7","2014","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2014","Full Time","no migration background","","","",""
"5 on scale 1-7","2014","Full Time","direct migration background","","","",""
"5 on scale 1-7","2014","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2014","Part Time","no migration background","","","",""
"5 on scale 1-7","2014","Part Time","direct migration background","","","",""
"5 on scale 1-7","2014","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2014","Not Working","no migration background","","","",""
"5 on scale 1-7","2014","Not Working","direct migration background","","","",""
"5 on scale 1-7","2014","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2014","Full Time","no migration background","","","",""
"6 on scale 1-7","2014","Full Time","direct migration background","","","",""
"6 on scale 1-7","2014","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2014","Part Time","no migration background","","","",""
"6 on scale 1-7","2014","Part Time","direct migration background","","","",""
"6 on scale 1-7","2014","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2014","Not Working","no migration background","","","",""
"6 on scale 1-7","2014","Not Working","direct migration background","","","",""
"6 on scale 1-7","2014","Not Working","indirect migration background","","","",""
"7 Strongly agree","2014","Full Time","no migration background","","","",""
"7 Strongly agree","2014","Full Time","direct migration background","","","",""
"7 Strongly agree","2014","Full Time","indirect migration background","","","",""
"7 Strongly agree","2014","Part Time","no migration background","","","",""
"7 Strongly agree","2014","Part Time","direct migration background","","","",""
"7 Strongly agree","2014","Part Time","indirect migration background","","","",""
"7 Strongly agree","2014","Not Working","no migration background","","","",""
"7 Strongly agree","2014","Not Working","direct migration background","","","",""
"7 Strongly agree","2014","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2015","Full Time","no migration background","41","0.00678369263930164","0.00489215999527687","0.00867522528332641"
"1 Strongly disagree","2015","Full Time","direct migration background","11","","",""
"1 Strongly disagree","2015","Full Time","indirect migration background","5","","",""
"1 Strongly disagree","2015","Part Time","no migration background","39","0.00680074538140138","0.00457080884264906","0.00903068192015369"
"1 Strongly disagree","2015","Part Time","direct migration background","13","","",""
"1 Strongly disagree","2015","Part Time","indirect migration background","3","","",""
"1 Strongly disagree","2015","Not Working","no migration background","55","0.00749402971780749","0.00544675693196211","0.00954130250365286"
"1 Strongly disagree","2015","Not Working","direct migration background","30","0.0152015781804163","0.0106736485486782","0.0197295078121544"
"1 Strongly disagree","2015","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2015","Full Time","no migration background","64","0.00959394655608745","0.0073476653201074","0.0118402277920675"
"2 on scale 1-7 ","2015","Full Time","direct migration background","11","","",""
"2 on scale 1-7 ","2015","Full Time","indirect migration background","4","","",""
"2 on scale 1-7 ","2015","Part Time","no migration background","57","0.010441619376001","0.00768357853284066","0.0131996602191614"
"2 on scale 1-7 ","2015","Part Time","direct migration background","10","","",""
"2 on scale 1-7 ","2015","Part Time","indirect migration background","8","","",""
"2 on scale 1-7 ","2015","Not Working","no migration background","71","0.00964046467134367","0.00732095134812505","0.0119599779945623"
"2 on scale 1-7 ","2015","Not Working","direct migration background","29","","",""
"2 on scale 1-7 ","2015","Not Working","indirect migration background","6","","",""
"3 on scale 1-7 ","2015","Full Time","no migration background","167","0.021922043399098","0.0185477247595209","0.0252963620386751"
"3 on scale 1-7 ","2015","Full Time","direct migration background","33","0.0147576738146387","0.00887679389599287","0.0206385537332844"
"3 on scale 1-7 ","2015","Full Time","indirect migration background","10","","",""
"3 on scale 1-7 ","2015","Part Time","no migration background","123","0.0207705119846827","0.0169009492131264","0.024640074756239"
"3 on scale 1-7 ","2015","Part Time","direct migration background","27","","",""
"3 on scale 1-7 ","2015","Part Time","indirect migration background","12","","",""
"3 on scale 1-7 ","2015","Not Working","no migration background","154","0.0250215409275242","0.0213138290327965","0.0287292528222519"
"3 on scale 1-7 ","2015","Not Working","direct migration background","59","0.0193484837120463","0.0142509221609619","0.0244460452631306"
"3 on scale 1-7 ","2015","Not Working","indirect migration background","8","","",""
"4 on scale 1-7","2015","Full Time","no migration background","605","0.0763967852709813","0.0702755496225281","0.0825180209194346"
"4 on scale 1-7","2015","Full Time","direct migration background","85","0.0516600675949508","0.0408651002784906","0.0624550349114109"
"4 on scale 1-7","2015","Full Time","indirect migration background","45","0.0851018091477246","0.0637654070656913","0.106438211229758"
"4 on scale 1-7","2015","Part Time","no migration background","489","0.0860535650936736","0.0784443325115861","0.093662797675761"
"4 on scale 1-7","2015","Part Time","direct migration background","79","0.0638550967409774","0.0509037273826865","0.0768064660992684"
"4 on scale 1-7","2015","Part Time","indirect migration background","37","0.0519696006836062","0.0330724651496523","0.07086673621756"
"4 on scale 1-7","2015","Not Working","no migration background","625","0.0934777369505769","0.0865674707775718","0.100388003123582"
"4 on scale 1-7","2015","Not Working","direct migration background","160","0.0638308016855937","0.0547844392862165","0.0728771640849708"
"4 on scale 1-7","2015","Not Working","indirect migration background","50","0.134983164528996","0.104971816555569","0.164994512502423"
"5 on scale 1-7","2015","Full Time","no migration background","1384","0.189899324178228","0.180860955640612","0.198937692715844"
"5 on scale 1-7","2015","Full Time","direct migration background","209","0.127507449278996","0.111240336765897","0.143774561792095"
"5 on scale 1-7","2015","Full Time","indirect migration background","99","0.140694777742879","0.114107239922717","0.167282315563042"
"5 on scale 1-7","2015","Part Time","no migration background","968","0.196066995159043","0.185294700372016","0.20683928994607"
"5 on scale 1-7","2015","Part Time","direct migration background","156","0.124109960152034","0.106644723327533","0.141575196976535"
"5 on scale 1-7","2015","Part Time","indirect migration background","77","0.14715025617018","0.116990562290736","0.177309950049623"
"5 on scale 1-7","2015","Not Working","no migration background","1134","0.165695916033192","0.156869802066841","0.174522029999543"
"5 on scale 1-7","2015","Not Working","direct migration background","336","0.133732056497645","0.121136262722189","0.146327850273101"
"5 on scale 1-7","2015","Not Working","indirect migration background","69","0.141652493497874","0.111027422340596","0.172277564655152"
"6 on scale 1-7","2015","Full Time","no migration background","2725","0.383413014018752","0.372208592453319","0.394617435584184"
"6 on scale 1-7","2015","Full Time","direct migration background","472","0.292125148995636","0.269947038506676","0.314303259484596"
"6 on scale 1-7","2015","Full Time","indirect migration background","190","0.277592938289897","0.243350821474804","0.31183505510499"
"6 on scale 1-7","2015","Part Time","no migration background","1900","0.362248702901053","0.34920727488815","0.375290130913957"
"6 on scale 1-7","2015","Part Time","direct migration background","401","0.310828990401541","0.286311804167153","0.335346176635929"
"6 on scale 1-7","2015","Part Time","indirect migration background","163","0.355267310074192","0.314522000156235","0.39601261999215"
"6 on scale 1-7","2015","Not Working","no migration background","2401","0.344316938008645","0.33303775559971","0.355596120417579"
"6 on scale 1-7","2015","Not Working","direct migration background","732","0.286422415062017","0.269692036841296","0.303152793282739"
"6 on scale 1-7","2015","Not Working","indirect migration background","135","0.271904046440508","0.232825755336883","0.310982337544133"
"7 Strongly agree","2015","Full Time","no migration background","2248","0.311991193937552","0.301314740623398","0.322667647251706"
"7 Strongly agree","2015","Full Time","direct migration background","794","0.503877732233543","0.479492956214793","0.528262508252292"
"7 Strongly agree","2015","Full Time","indirect migration background","304","0.461975881980128","0.423853859774389","0.500097904185867"
"7 Strongly agree","2015","Part Time","no migration background","1642","0.317617860104145","0.304986144562209","0.330249575646081"
"7 Strongly agree","2015","Part Time","direct migration background","683","0.472201629804612","0.445756595774424","0.4986466638348"
"7 Strongly agree","2015","Part Time","indirect migration background","230","0.418864260216526","0.376860748458865","0.460867771974186"
"7 Strongly agree","2015","Not Working","no migration background","2377","0.354353373690911","0.342998895695433","0.36570785168639"
"7 Strongly agree","2015","Not Working","direct migration background","1459","0.472871048111403","0.454394899125418","0.491347197097388"
"7 Strongly agree","2015","Not Working","indirect migration background","230","0.413607529768212","0.370353972521728","0.456861087014696"
"1 Strongly disagree","2016","Full Time","no migration background","","","",""
"1 Strongly disagree","2016","Full Time","direct migration background","","","",""
"1 Strongly disagree","2016","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2016","Part Time","no migration background","","","",""
"1 Strongly disagree","2016","Part Time","direct migration background","","","",""
"1 Strongly disagree","2016","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2016","Not Working","no migration background","","","",""
"1 Strongly disagree","2016","Not Working","direct migration background","17","","",""
"1 Strongly disagree","2016","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2016","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2016","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2016","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2016","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2016","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2016","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2016","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2016","Not Working","direct migration background","11","","",""
"2 on scale 1-7 ","2016","Not Working","indirect migration background","1","","",""
"3 on scale 1-7 ","2016","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2016","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2016","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2016","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2016","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2016","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2016","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2016","Not Working","direct migration background","12","","",""
"3 on scale 1-7 ","2016","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2016","Full Time","no migration background","","","",""
"4 on scale 1-7","2016","Full Time","direct migration background","","","",""
"4 on scale 1-7","2016","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2016","Part Time","no migration background","","","",""
"4 on scale 1-7","2016","Part Time","direct migration background","","","",""
"4 on scale 1-7","2016","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2016","Not Working","no migration background","2","","",""
"4 on scale 1-7","2016","Not Working","direct migration background","48","0.0385019689551986","0.0327770553736794","0.0442268825367177"
"4 on scale 1-7","2016","Not Working","indirect migration background","1","","",""
"5 on scale 1-7","2016","Full Time","no migration background","","","",""
"5 on scale 1-7","2016","Full Time","direct migration background","","","",""
"5 on scale 1-7","2016","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2016","Part Time","no migration background","","","",""
"5 on scale 1-7","2016","Part Time","direct migration background","","","",""
"5 on scale 1-7","2016","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2016","Not Working","no migration background","1","","",""
"5 on scale 1-7","2016","Not Working","direct migration background","117","0.0581863637682158","0.051220958951368","0.0651517685850636"
"5 on scale 1-7","2016","Not Working","indirect migration background","5","","",""
"6 on scale 1-7","2016","Full Time","no migration background","","","",""
"6 on scale 1-7","2016","Full Time","direct migration background","","","",""
"6 on scale 1-7","2016","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2016","Part Time","no migration background","","","",""
"6 on scale 1-7","2016","Part Time","direct migration background","","","",""
"6 on scale 1-7","2016","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2016","Not Working","no migration background","5","","",""
"6 on scale 1-7","2016","Not Working","direct migration background","367","0.123463307113896","0.113675007162409","0.133251607065383"
"6 on scale 1-7","2016","Not Working","indirect migration background","3","","",""
"7 Strongly agree","2016","Full Time","no migration background","","","",""
"7 Strongly agree","2016","Full Time","direct migration background","","","",""
"7 Strongly agree","2016","Full Time","indirect migration background","","","",""
"7 Strongly agree","2016","Part Time","no migration background","","","",""
"7 Strongly agree","2016","Part Time","direct migration background","","","",""
"7 Strongly agree","2016","Part Time","indirect migration background","","","",""
"7 Strongly agree","2016","Not Working","no migration background","6","","",""
"7 Strongly agree","2016","Not Working","direct migration background","3767","0.760025228316275","0.747318022511088","0.772732434121463"
"7 Strongly agree","2016","Not Working","indirect migration background","8","","",""
"1 Strongly disagree","2017","Full Time","no migration background","","","",""
"1 Strongly disagree","2017","Full Time","direct migration background","","","",""
"1 Strongly disagree","2017","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2017","Part Time","no migration background","","","",""
"1 Strongly disagree","2017","Part Time","direct migration background","","","",""
"1 Strongly disagree","2017","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2017","Not Working","no migration background","","","",""
"1 Strongly disagree","2017","Not Working","direct migration background","10","","",""
"1 Strongly disagree","2017","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2017","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2017","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2017","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2017","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2017","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2017","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2017","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2017","Not Working","direct migration background","5","","",""
"2 on scale 1-7 ","2017","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2017","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2017","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2017","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2017","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2017","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2017","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2017","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2017","Not Working","direct migration background","13","","",""
"3 on scale 1-7 ","2017","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2017","Full Time","no migration background","","","",""
"4 on scale 1-7","2017","Full Time","direct migration background","","","",""
"4 on scale 1-7","2017","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2017","Part Time","no migration background","","","",""
"4 on scale 1-7","2017","Part Time","direct migration background","","","",""
"4 on scale 1-7","2017","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2017","Not Working","no migration background","","","",""
"4 on scale 1-7","2017","Not Working","direct migration background","31","0.0113151277710702","0.00744485572965597","0.0151853998124844"
"4 on scale 1-7","2017","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2017","Full Time","no migration background","","","",""
"5 on scale 1-7","2017","Full Time","direct migration background","","","",""
"5 on scale 1-7","2017","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2017","Part Time","no migration background","","","",""
"5 on scale 1-7","2017","Part Time","direct migration background","","","",""
"5 on scale 1-7","2017","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2017","Not Working","no migration background","","","",""
"5 on scale 1-7","2017","Not Working","direct migration background","86","0.0309064522289272","0.0245737328237235","0.0372391716341309"
"5 on scale 1-7","2017","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2017","Full Time","no migration background","","","",""
"6 on scale 1-7","2017","Full Time","direct migration background","","","",""
"6 on scale 1-7","2017","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2017","Part Time","no migration background","","","",""
"6 on scale 1-7","2017","Part Time","direct migration background","","","",""
"6 on scale 1-7","2017","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2017","Not Working","no migration background","","","",""
"6 on scale 1-7","2017","Not Working","direct migration background","328","0.125928267088808","0.11378828717439","0.138068247003226"
"6 on scale 1-7","2017","Not Working","indirect migration background","","","",""
"7 Strongly agree","2017","Full Time","no migration background","","","",""
"7 Strongly agree","2017","Full Time","direct migration background","","","",""
"7 Strongly agree","2017","Full Time","indirect migration background","","","",""
