"plh0206i04","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2008","(Married) couple without C. ","Rural Area","","","","","7"
"7 Strongly agree","2008","Single parent ","Urban Area","","","","","7"
"7 Strongly agree","2008","Single parent ","Rural Area","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","Rural Area","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","Rural Area","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2009","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2009","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2009","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2009","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2009","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2009","Single parent ","Rural Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on scale 1-7","2009","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2009","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2009","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Rural Area","","","","","5"
"6 on scale 1-7","2009","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2009","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Urban Area","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Rural Area","","","","","6"
"7 Strongly agree","2009","1-pers.-HH","Urban Area","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","Rural Area","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Urban Area","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Rural Area","","","","","7"
"7 Strongly agree","2009","Single parent ","Urban Area","","","","","7"
"7 Strongly agree","2009","Single parent ","Rural Area","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Rural Area","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Rural Area","","","","","7"
"1 Strongly disagree","2010","1-pers.-HH","Urban Area","22","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","Rural Area","10","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Urban Area","23","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Rural Area","15","","","","1"
"1 Strongly disagree","2010","Single parent ","Urban Area","6","","","","1"
"1 Strongly disagree","2010","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Urban Area","11","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Rural Area","11","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Urban Area","3","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Rural Area","6","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Urban Area","3","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Rural Area","1","","","","1"
"2 on scale 1-7 ","2010","1-pers.-HH","Urban Area","21","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","Rural Area","8","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Rural Area","18","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Urban Area","45","0.0117208929009632","0.00846245524129647","0.0149793305606298","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Urban Area","12","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Rural Area","1","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Urban Area","5","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Urban Area","12","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Rural Area","9","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Urban Area","17","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Rural Area","9","","","","2"
"3 on scale 1-7 ","2010","1-pers.-HH","Urban Area","35","0.0208160379745746","0.0143914451678279","0.0272406307813213","3"
"3 on scale 1-7 ","2010","1-pers.-HH","Rural Area","11","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Rural Area","47","0.0251434242424036","0.0184789984741827","0.0318078500106245","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Urban Area","109","0.0273218458991818","0.0223863719909553","0.0322573198074083","3"
"3 on scale 1-7 ","2010","Single parent ","Urban Area","20","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Urban Area","40","0.0289028185428332","0.0210803003123593","0.0367253367733071","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Rural Area","10","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Rural Area","21","","","","3"
"3 on scale 1-7 ","2010","Single parent ","Rural Area","5","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Urban Area","39","0.0297772266692225","0.0216735408639195","0.0378809124745255","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Rural Area","24","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Urban Area","15","","","","3"
"4 on scale 1-7","2010","1-pers.-HH","Urban Area","197","0.0986803012998627","0.085259789123754","0.112100813475971","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Urban Area","384","0.0922952057824006","0.0835322393826647","0.101058172182137","4"
"4 on scale 1-7","2010","Single parent ","Rural Area","26","","","","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Urban Area","123","0.0826923832785343","0.0695614681894266","0.0958232983676421","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Rural Area","66","0.078967995436735","0.0609225600527435","0.0970134308207266","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Urban Area","147","0.104025632313603","0.0897707671449294","0.118280497482277","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Rural Area","98","0.102373103725805","0.0841156177913463","0.120630589660263","4"
"4 on scale 1-7","2010","1-pers.-HH","Rural Area","79","0.100588046952991","0.0803078460969701","0.120868247809011","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Rural Area","184","0.0790191185629924","0.0675356903866956","0.0905025467392892","4"
"4 on scale 1-7","2010","Single parent ","Urban Area","63","0.1441655964428","0.115603787371114","0.172727405514486","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Urban Area","56","0.0788732674126262","0.0590329058268946","0.0987136289983579","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Rural Area","30","0.088354034250811","0.0580078037927512","0.118700264708871","4"
"5 on scale 1-7","2010","1-pers.-HH","Urban Area","349","0.183948553424213","0.16651357623531","0.201383530613116","5"
"5 on scale 1-7","2010","1-pers.-HH","Rural Area","137","0.155981823708858","0.131517532757073","0.180446114660643","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Urban Area","328","0.183851641701407","0.165383506276661","0.202319777126153","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Rural Area","151","0.169014766613075","0.143938468433992","0.194091064792159","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Urban Area","786","0.17210655162129","0.160678421279814","0.183534681962766","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Rural Area","355","0.166032273011355","0.150192423923192","0.181872122099517","5"
"5 on scale 1-7","2010","Single parent ","Urban Area","93","0.123629150587252","0.0968643242921175","0.150393976882387","5"
"5 on scale 1-7","2010","Single parent ","Rural Area","53","0.205357712635181","0.160170011396014","0.250545413874347","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Urban Area","357","0.221284986188935","0.201902459644376","0.240667512733493","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Rural Area","188","0.169298476384251","0.146711965911756","0.191884986856746","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Urban Area","140","0.187083958175393","0.158378393444474","0.215789522906312","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Rural Area","77","0.232005358613966","0.18687107483643","0.277139642391502","5"
"6 on scale 1-7","2010","(Married) couple without C. ","Urban Area","1365","0.328038272942658","0.313824028236318","0.342252517648998","6"
"6 on scale 1-7","2010","(Married) couple without C. ","Rural Area","725","0.327408158098919","0.307432517917855","0.347383798279983","6"
"6 on scale 1-7","2010","Single parent ","Urban Area","201","0.322513937175241","0.284505111566534","0.360522762783948","6"
"6 on scale 1-7","2010","1-pers.-HH","Urban Area","558","0.282688717166662","0.262424842338359","0.302952591994965","6"
"6 on scale 1-7","2010","Single parent ","Rural Area","113","0.299552703748317","0.248313395632888","0.350792011863745","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Urban Area","601","0.310267208232842","0.288667219979727","0.331867196485957","6"
"6 on scale 1-7","2010","1-pers.-HH","Rural Area","275","0.319787682746987","0.288341144149668","0.351234221344306","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Urban Area","609","0.35924520815251","0.336370995089918","0.382119421215102","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Rural Area","301","0.336095251766313","0.304487869935456","0.367702633597171","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Rural Area","398","0.369570255653216","0.340498787565783","0.398641723740649","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Rural Area","129","0.370300327350985","0.318667936684433","0.421932718017537","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Urban Area","244","0.324554615495811","0.290090749940149","0.359018481051473","6"
"7 Strongly agree","2010","1-pers.-HH","Urban Area","715","0.384825251209009","0.362930225642854","0.406720276775163","7"
"7 Strongly agree","2010","1-pers.-HH","Rural Area","325","0.39154594616339","0.358636164807286","0.424455727519493","7"
"7 Strongly agree","2010","(Married) couple without C. ","Urban Area","1479","0.363988902161182","0.349422051136817","0.378555753185548","7"
"7 Strongly agree","2010","(Married) couple without C. ","Rural Area","776","0.379292243080556","0.358637931349722","0.39994655481139","7"
"7 Strongly agree","2010","Single parent ","Urban Area","193","0.343686547189508","0.305067909949372","0.382305184429643","7"
"7 Strongly agree","2010","Single parent ","Rural Area","110","0.427374554714249","0.37203717955958","0.482711929868919","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Urban Area","568","0.332980576340882","0.310511592627475","0.355449560054289","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Rural Area","299","0.35194015765476","0.319984598982933","0.383895716326587","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Urban Area","597","0.325412607469296","0.303535926344833","0.347289288593759","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Rural Area","336","0.326982046741709","0.298728342823614","0.355235750659804","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Urban Area","239","0.382007265043737","0.346242739382054","0.417771790705421","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Rural Area","88","0.24701888034943","0.200904585703212","0.293133174995647","7"
"1 Strongly disagree","2011","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2011","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2011","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2011","1-pers.-HH","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on scale 1-7 ","2011","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2011","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2011","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2011","Single parent ","Rural Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on scale 1-7","2011","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2011","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2011","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Rural Area","","","","","5"
"6 on scale 1-7","2011","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2011","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Urban Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Rural Area","","","","","6"
"6 on scale 1-7","2011","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Rural Area","","","","","6"
"7 Strongly agree","2011","1-pers.-HH","Urban Area","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","Rural Area","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Rural Area","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Urban Area","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Rural Area","","","","","7"
"7 Strongly agree","2011","Single parent ","Urban Area","","","","","7"
"7 Strongly agree","2011","Single parent ","Rural Area","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Rural Area","","","","","7"
"1 Strongly disagree","2012","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2012","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2012","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2012","1-pers.-HH","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on scale 1-7 ","2012","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2012","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2012","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2012","Single parent ","Rural Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on scale 1-7","2012","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2012","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2012","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Rural Area","","","","","5"
"6 on scale 1-7","2012","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2012","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2012","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","Urban Area","","","","","6"
