"plh0206i04","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2008","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2008","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2008","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2008","in school","Urban Area","","","","","7"
"7 Strongly agree","2008","in school","Rural Area","","","","","7"
"7 Strongly agree","2008","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2008","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2008","general elemantary","Urban Area","","","","","7"
"1 Strongly disagree","2009","in school","Urban Area","","","","","1"
"1 Strongly disagree","2009","in school","Rural Area","","","","","1"
"1 Strongly disagree","2009","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2009","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2009","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2009","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2009","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2009","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2009","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2009","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2009","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2009","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2009","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2009","higher education","Rural Area","","","","","1"
"2 on scale 1-7 ","2009","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","general elemantary","Urban Area","","","","","2"
"3 on scale 1-7 ","2009","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","middle vocational","Rural Area","","","","","3"
"4 on scale 1-7","2009","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2009","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2009","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2009","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2009","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2009","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2009","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2009","in school","Urban Area","","","","","4"
"4 on scale 1-7","2009","in school","Rural Area","","","","","4"
"4 on scale 1-7","2009","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2009","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2009","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2009","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2009","middle vocational","Urban Area","","","","","4"
"5 on scale 1-7","2009","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2009","higher education","Rural Area","","","","","5"
"5 on scale 1-7","2009","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2009","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2009","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2009","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2009","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2009","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2009","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2009","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2009","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2009","in school","Urban Area","","","","","5"
"5 on scale 1-7","2009","in school","Rural Area","","","","","5"
"5 on scale 1-7","2009","inadequately","Urban Area","","","","","5"
"6 on scale 1-7","2009","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2009","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2009","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2009","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2009","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2009","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2009","in school","Urban Area","","","","","6"
"6 on scale 1-7","2009","in school","Rural Area","","","","","6"
"6 on scale 1-7","2009","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2009","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2009","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2009","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2009","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2009","higher vocational","Rural Area","","","","","6"
"7 Strongly agree","2009","higher education","Urban Area","","","","","7"
"7 Strongly agree","2009","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2009","higher education","Rural Area","","","","","7"
"7 Strongly agree","2009","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2009","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2009","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2009","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2009","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2009","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2009","in school","Urban Area","","","","","7"
"7 Strongly agree","2009","in school","Rural Area","","","","","7"
"7 Strongly agree","2009","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2009","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2009","general elemantary","Urban Area","","","","","7"
"1 Strongly disagree","2010","vocational + Abi","Rural Area","2","","","","1"
"1 Strongly disagree","2010","higher vocational","Urban Area","3","","","","1"
"1 Strongly disagree","2010","higher vocational","Rural Area","4","","","","1"
"1 Strongly disagree","2010","higher education","Urban Area","9","","","","1"
"1 Strongly disagree","2010","higher education","Rural Area","3","","","","1"
"1 Strongly disagree","2010","in school","Urban Area","3","","","","1"
"1 Strongly disagree","2010","in school","Rural Area","","","","","1"
"1 Strongly disagree","2010","inadequately","Urban Area","2","","","","1"
"1 Strongly disagree","2010","inadequately","Rural Area","1","","","","1"
"1 Strongly disagree","2010","general elemantary","Urban Area","9","","","","1"
"1 Strongly disagree","2010","general elemantary","Rural Area","4","","","","1"
"1 Strongly disagree","2010","middle vocational","Urban Area","38","0.00774182673557705","0.00536235826956116","0.0101212952015929","1"
"1 Strongly disagree","2010","middle vocational","Rural Area","32","0.014310524496161","0.0101343820882126","0.0184866669041094","1"
"1 Strongly disagree","2010","vocational + Abi","Urban Area","3","","","","1"
"2 on scale 1-7 ","2010","vocational + Abi","Rural Area","4","","","","2"
"2 on scale 1-7 ","2010","higher vocational","Rural Area","1","","","","2"
"2 on scale 1-7 ","2010","higher education","Urban Area","27","","","","2"
"2 on scale 1-7 ","2010","vocational + Abi","Urban Area","6","","","","2"
"2 on scale 1-7 ","2010","higher education","Rural Area","9","","","","2"
"2 on scale 1-7 ","2010","in school","Urban Area","1","","","","2"
"2 on scale 1-7 ","2010","in school","Rural Area","1","","","","2"
"2 on scale 1-7 ","2010","general elemantary","Rural Area","4","","","","2"
"2 on scale 1-7 ","2010","middle vocational","Urban Area","53","0.0116526646062664","0.0087391761033991","0.0145661531091336","2"
"2 on scale 1-7 ","2010","middle vocational","Rural Area","25","","","","2"
"2 on scale 1-7 ","2010","higher vocational","Urban Area","5","","","","2"
"2 on scale 1-7 ","2010","inadequately","Urban Area","2","","","","2"
"2 on scale 1-7 ","2010","inadequately","Rural Area","2","","","","2"
"2 on scale 1-7 ","2010","general elemantary","Urban Area","14","","","","2"
"3 on scale 1-7 ","2010","vocational + Abi","Rural Area","1","","","","3"
"3 on scale 1-7 ","2010","higher vocational","Urban Area","20","","","","3"
"3 on scale 1-7 ","2010","higher vocational","Rural Area","15","","","","3"
"3 on scale 1-7 ","2010","higher education","Urban Area","57","0.0232861129520437","0.0176206394616442","0.0289515864424432","3"
"3 on scale 1-7 ","2010","higher education","Rural Area","17","","","","3"
"3 on scale 1-7 ","2010","in school","Urban Area","6","","","","3"
"3 on scale 1-7 ","2010","in school","Rural Area","2","","","","3"
"3 on scale 1-7 ","2010","inadequately","Urban Area","2","","","","3"
"3 on scale 1-7 ","2010","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2010","general elemantary","Urban Area","16","","","","3"
"3 on scale 1-7 ","2010","general elemantary","Rural Area","12","","","","3"
"3 on scale 1-7 ","2010","middle vocational","Urban Area","127","0.0268408438884406","0.0224531541813746","0.0312285335955065","3"
"3 on scale 1-7 ","2010","middle vocational","Rural Area","76","0.0259488507899723","0.0203586499603465","0.0315390516195981","3"
"3 on scale 1-7 ","2010","vocational + Abi","Urban Area","25","","","","3"
"4 on scale 1-7","2010","middle vocational","Rural Area","273","0.093816562937674","0.0835641690401746","0.104068956835173","4"
"4 on scale 1-7","2010","vocational + Abi","Urban Area","58","0.102717027931652","0.0801789104975225","0.125255145365781","4"
"4 on scale 1-7","2010","vocational + Abi","Rural Area","18","","","","4"
"4 on scale 1-7","2010","higher vocational","Urban Area","55","0.0677504100800396","0.0501021690372003","0.0853986511228789","4"
"4 on scale 1-7","2010","higher vocational","Rural Area","46","0.118346065233468","0.089418870386992","0.147273260079944","4"
"4 on scale 1-7","2010","higher education","Urban Area","249","0.0930622818040962","0.0821483908311391","0.103976172777053","4"
"4 on scale 1-7","2010","higher education","Rural Area","98","0.0794099102799805","0.063468106755226","0.095351713804735","4"
"4 on scale 1-7","2010","in school","Urban Area","25","","","","4"
"4 on scale 1-7","2010","in school","Rural Area","7","","","","4"
"4 on scale 1-7","2010","inadequately","Urban Area","8","","","","4"
"4 on scale 1-7","2010","inadequately","Rural Area","1","","","","4"
"4 on scale 1-7","2010","general elemantary","Urban Area","95","0.0984640852140507","0.080841185798921","0.11608698462918","4"
"4 on scale 1-7","2010","general elemantary","Rural Area","49","0.0776653314646732","0.0546833697950068","0.10064729313434","4"
"4 on scale 1-7","2010","middle vocational","Urban Area","479","0.100320905690056","0.0921647515617047","0.108477059818408","4"
"5 on scale 1-7","2010","higher education","Urban Area","585","0.209011164488528","0.193736420153495","0.224285908823561","5"
"5 on scale 1-7","2010","higher education","Rural Area","197","0.169153448224441","0.147049605051704","0.191257291397178","5"
"5 on scale 1-7","2010","vocational + Abi","Rural Area","56","0.281139744394563","0.224847520266306","0.337431968522821","5"
"5 on scale 1-7","2010","higher vocational","Urban Area","140","0.166589281276597","0.140423576904127","0.192754985649067","5"
"5 on scale 1-7","2010","higher vocational","Rural Area","79","0.131734090432959","0.101447122495499","0.162021058370419","5"
"5 on scale 1-7","2010","general elemantary","Rural Area","98","0.161078320655881","0.129513125066089","0.192643516245674","5"
"5 on scale 1-7","2010","middle vocational","Urban Area","945","0.169627441491899","0.159438467877703","0.179816415106094","5"
"5 on scale 1-7","2010","middle vocational","Rural Area","515","0.163059125919214","0.150069477142222","0.176048774696206","5"
"5 on scale 1-7","2010","vocational + Abi","Urban Area","134","0.181342968254782","0.152738553914715","0.209947382594848","5"
"5 on scale 1-7","2010","inadequately","Rural Area","5","","","","5"
"5 on scale 1-7","2010","general elemantary","Urban Area","194","0.188473415209654","0.165340873879037","0.211605956540272","5"
"5 on scale 1-7","2010","in school","Urban Area","46","0.243122678945952","0.18352257252062","0.302722785371283","5"
"5 on scale 1-7","2010","in school","Rural Area","19","","","","5"
"5 on scale 1-7","2010","inadequately","Urban Area","19","","","","5"
"6 on scale 1-7","2010","higher education","Urban Area","978","0.35657337758004","0.338579365771237","0.374567389388843","6"
"6 on scale 1-7","2010","higher education","Rural Area","432","0.40070487869826","0.371811412953666","0.429598344442854","6"
"6 on scale 1-7","2010","in school","Urban Area","63","0.218110379970845","0.160734092498539","0.275486667443152","6"
"6 on scale 1-7","2010","in school","Rural Area","25","","","","6"
"6 on scale 1-7","2010","inadequately","Urban Area","26","","","","6"
"6 on scale 1-7","2010","inadequately","Rural Area","10","","","","6"
"6 on scale 1-7","2010","general elemantary","Urban Area","313","0.244974530660395","0.219536224549017","0.270412836771773","6"
"6 on scale 1-7","2010","general elemantary","Rural Area","164","0.297638609958569","0.258378258958351","0.336898960958786","6"
"6 on scale 1-7","2010","middle vocational","Urban Area","1656","0.304247387354273","0.291756688460701","0.316738086247844","6"
"6 on scale 1-7","2010","middle vocational","Rural Area","1047","0.319969049861906","0.303567088299667","0.336371011424146","6"
"6 on scale 1-7","2010","vocational + Abi","Urban Area","248","0.383642537729138","0.347542188043534","0.419742887414742","6"
"6 on scale 1-7","2010","vocational + Abi","Rural Area","93","0.362412317857146","0.302220635358572","0.42260400035572","6"
"6 on scale 1-7","2010","higher vocational","Urban Area","294","0.370333139536161","0.336422883484015","0.404243395588307","6"
"6 on scale 1-7","2010","higher vocational","Rural Area","168","0.347503213751401","0.304860097386625","0.390146330116178","6"
"7 Strongly agree","2010","middle vocational","Urban Area","1914","0.379568930233489","0.366394313663033","0.392743546803944","7"
"7 Strongly agree","2010","middle vocational","Rural Area","1139","0.375366451956998","0.358340247473114","0.392392656440882","7"
"7 Strongly agree","2010","vocational + Abi","Urban Area","223","0.274097458492851","0.240982564831814","0.307212352153888","7"
"7 Strongly agree","2010","vocational + Abi","Rural Area","71","0.284237965489372","0.227758520390993","0.340717410587751","7"
"7 Strongly agree","2010","higher vocational","Urban Area","262","0.361751016839036","0.328008357433117","0.395493676244955","7"
"7 Strongly agree","2010","higher vocational","Rural Area","166","0.359230676402569","0.316265371476756","0.402195981328383","7"
"7 Strongly agree","2010","higher education","Urban Area","817","0.301583964972209","0.284342853696839","0.318825076247579","7"
"7 Strongly agree","2010","higher education","Rural Area","349","0.321549096852402","0.294009992510874","0.349088201193931","7"
"7 Strongly agree","2010","general elemantary","Rural Area","190","0.421603477342313","0.379200714183537","0.464006240501089","7"
"7 Strongly agree","2010","in school","Urban Area","55","0.346950410681196","0.280815870840675","0.413084950521717","7"
"7 Strongly agree","2010","in school","Rural Area","15","","","","7"
"7 Strongly agree","2010","inadequately","Urban Area","46","0.491845360224363","0.396221630589768","0.587469089858957","7"
"7 Strongly agree","2010","inadequately","Rural Area","13","","","","7"
"7 Strongly agree","2010","general elemantary","Urban Area","457","0.422375682439839","0.393159793266608","0.45159157161307","7"
"1 Strongly disagree","2011","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2011","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2011","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2011","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2011","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2011","in school","Urban Area","","","","","1"
"1 Strongly disagree","2011","in school","Rural Area","","","","","1"
"1 Strongly disagree","2011","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2011","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2011","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2011","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2011","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2011","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2011","middle vocational","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","general elemantary","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","vocational + Abi","Urban Area","","","","","3"
"4 on scale 1-7","2011","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2011","in school","Urban Area","","","","","4"
"4 on scale 1-7","2011","in school","Rural Area","","","","","4"
"4 on scale 1-7","2011","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2011","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2011","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2011","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2011","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2011","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2011","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2011","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2011","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2011","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2011","general elemantary","Rural Area","","","","","4"
"5 on scale 1-7","2011","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2011","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2011","higher education","Rural Area","","","","","5"
"5 on scale 1-7","2011","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2011","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2011","in school","Urban Area","","","","","5"
"5 on scale 1-7","2011","in school","Rural Area","","","","","5"
"5 on scale 1-7","2011","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2011","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2011","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2011","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2011","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2011","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2011","vocational + Abi","Urban Area","","","","","5"
"6 on scale 1-7","2011","in school","Urban Area","","","","","6"
"6 on scale 1-7","2011","in school","Rural Area","","","","","6"
"6 on scale 1-7","2011","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2011","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2011","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2011","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2011","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2011","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2011","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2011","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2011","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2011","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2011","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2011","middle vocational","Urban Area","","","","","6"
"7 Strongly agree","2011","in school","Urban Area","","","","","7"
"7 Strongly agree","2011","in school","Rural Area","","","","","7"
"7 Strongly agree","2011","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2011","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2011","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2011","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2011","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2011","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2011","higher education","Urban Area","","","","","7"
"7 Strongly agree","2011","higher education","Rural Area","","","","","7"
"7 Strongly agree","2011","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2011","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2011","general elemantary","Urban Area","","","","","7"
"7 Strongly agree","2011","general elemantary","Rural Area","","","","","7"
"1 Strongly disagree","2012","in school","Rural Area","","","","","1"
"1 Strongly disagree","2012","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2012","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2012","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2012","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2012","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2012","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2012","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2012","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2012","in school","Urban Area","","","","","1"
"1 Strongly disagree","2012","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2012","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2012","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2012","general elemantary","Rural Area","","","","","1"
"2 on scale 1-7 ","2012","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","higher education","Rural Area","","","","","2"
"3 on scale 1-7 ","2012","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","middle vocational","Rural Area","","","","","3"
"4 on scale 1-7","2012","in school","Urban Area","","","","","4"
"4 on scale 1-7","2012","in school","Rural Area","","","","","4"
"4 on scale 1-7","2012","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2012","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2012","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2012","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2012","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2012","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2012","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2012","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2012","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2012","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2012","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2012","higher education","Rural Area","","","","","4"
"5 on scale 1-7","2012","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2012","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2012","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2012","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2012","higher education","Rural Area","","","","","5"
"5 on scale 1-7","2012","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2012","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2012","in school","Urban Area","","","","","5"
"5 on scale 1-7","2012","in school","Rural Area","","","","","5"
"5 on scale 1-7","2012","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2012","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2012","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2012","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2012","higher vocational","Rural Area","","","","","5"
"6 on scale 1-7","2012","in school","Urban Area","","","","","6"
"6 on scale 1-7","2012","in school","Rural Area","","","","","6"
"6 on scale 1-7","2012","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2012","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2012","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2012","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2012","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2012","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2012","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2012","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2012","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2012","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2012","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2012","higher education","Rural Area","","","","","6"
"7 Strongly agree","2012","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2012","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2012","middle vocational","Urban Area","","","","","7"
