"plh0206i04","year","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2017","Other degree","","","",""
"3 on scale 1-7 ","2017","no degree/no degree yet","","","",""
"4 on scale 1-7","2017","lower secondary degree","","","",""
"4 on scale 1-7","2017","secondary school degree","","","",""
"4 on scale 1-7","2017","college entrance qualification","","","",""
"4 on scale 1-7","2017","Other degree","","","",""
"4 on scale 1-7","2017","no degree/no degree yet","","","",""
"5 on scale 1-7","2017","lower secondary degree","","","",""
"5 on scale 1-7","2017","secondary school degree","","","",""
"5 on scale 1-7","2017","college entrance qualification","","","",""
"5 on scale 1-7","2017","Other degree","41","0.0336279216065836","0.0243267613916133","0.0429290818215539"
"5 on scale 1-7","2017","no degree/no degree yet","35","0.0232879039295511","0.0149138152933877","0.0316619925657146"
"6 on scale 1-7","2017","lower secondary degree","","","",""
"6 on scale 1-7","2017","secondary school degree","","","",""
"6 on scale 1-7","2017","college entrance qualification","","","",""
"6 on scale 1-7","2017","Other degree","179","0.138921997864653","0.12107678704851","0.156767208680796"
"6 on scale 1-7","2017","no degree/no degree yet","132","0.111706437542859","0.0942157682591977","0.12919710682652"
"7 Strongly agree","2017","lower secondary degree","","","",""
"7 Strongly agree","2017","secondary school degree","","","",""
"7 Strongly agree","2017","college entrance qualification","","","",""
"7 Strongly agree","2017","Other degree","1196","0.810383426799332","0.790157969603039","0.830608883995624"
"7 Strongly agree","2017","no degree/no degree yet","1054","0.845828924809606","0.825778121037606","0.865879728581605"
"1 Strongly disagree","2018","lower secondary degree","","","",""
"1 Strongly disagree","2018","secondary school degree","","","",""
"1 Strongly disagree","2018","college entrance qualification","","","",""
"1 Strongly disagree","2018","Other degree","","","",""
"1 Strongly disagree","2018","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2018","lower secondary degree","","","",""
"2 on scale 1-7 ","2018","secondary school degree","","","",""
"2 on scale 1-7 ","2018","college entrance qualification","","","",""
"2 on scale 1-7 ","2018","Other degree","","","",""
"2 on scale 1-7 ","2018","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2018","lower secondary degree","","","",""
"3 on scale 1-7 ","2018","secondary school degree","","","",""
"3 on scale 1-7 ","2018","college entrance qualification","","","",""
"3 on scale 1-7 ","2018","Other degree","","","",""
"3 on scale 1-7 ","2018","no degree/no degree yet","","","",""
"4 on scale 1-7","2018","lower secondary degree","","","",""
"4 on scale 1-7","2018","secondary school degree","","","",""
"4 on scale 1-7","2018","college entrance qualification","","","",""
"4 on scale 1-7","2018","Other degree","","","",""
"4 on scale 1-7","2018","no degree/no degree yet","","","",""
"5 on scale 1-7","2018","lower secondary degree","","","",""
"5 on scale 1-7","2018","secondary school degree","","","",""
"5 on scale 1-7","2018","college entrance qualification","","","",""
"5 on scale 1-7","2018","Other degree","","","",""
"5 on scale 1-7","2018","no degree/no degree yet","","","",""
"6 on scale 1-7","2018","lower secondary degree","","","",""
"6 on scale 1-7","2018","secondary school degree","","","",""
"6 on scale 1-7","2018","college entrance qualification","","","",""
"6 on scale 1-7","2018","Other degree","","","",""
"6 on scale 1-7","2018","no degree/no degree yet","","","",""
"7 Strongly agree","2018","lower secondary degree","","","",""
"7 Strongly agree","2018","secondary school degree","","","",""
"7 Strongly agree","2018","college entrance qualification","","","",""
"7 Strongly agree","2018","Other degree","154","0.888493571272386","0.842638655313916","0.934348487230855"
"7 Strongly agree","2018","no degree/no degree yet","138","0.803791126190799","0.744613714553129","0.862968537828469"
"1 Strongly disagree","2019","lower secondary degree","","","",""
"1 Strongly disagree","2019","secondary school degree","","","",""
"1 Strongly disagree","2019","college entrance qualification","","","",""
"1 Strongly disagree","2019","Other degree","","","",""
"1 Strongly disagree","2019","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2019","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","secondary school degree","","","",""
"2 on scale 1-7 ","2019","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Other degree","","","",""
"2 on scale 1-7 ","2019","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","secondary school degree","","","",""
"3 on scale 1-7 ","2019","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Other degree","","","",""
"3 on scale 1-7 ","2019","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","lower secondary degree","","","",""
"4 on scale 1-7","2019","secondary school degree","","","",""
"4 on scale 1-7","2019","college entrance qualification","","","",""
"4 on scale 1-7","2019","Other degree","","","",""
"4 on scale 1-7","2019","no degree/no degree yet","","","",""
"5 on scale 1-7","2019","lower secondary degree","","","",""
"5 on scale 1-7","2019","secondary school degree","","","",""
"5 on scale 1-7","2019","college entrance qualification","","","",""
"5 on scale 1-7","2019","Other degree","","","",""
"5 on scale 1-7","2019","no degree/no degree yet","","","",""
"6 on scale 1-7","2019","lower secondary degree","","","",""
"6 on scale 1-7","2019","secondary school degree","","","",""
"6 on scale 1-7","2019","college entrance qualification","","","",""
"6 on scale 1-7","2019","Other degree","","","",""
"6 on scale 1-7","2019","no degree/no degree yet","","","",""
"7 Strongly agree","2019","lower secondary degree","","","",""
"7 Strongly agree","2019","secondary school degree","","","",""
"7 Strongly agree","2019","college entrance qualification","","","",""
"7 Strongly agree","2019","Other degree","66","0.771186933079835","0.682917831353542","0.859456034806127"
"7 Strongly agree","2019","no degree/no degree yet","100","0.750236157397961","0.678531419549862","0.82194089524606"
