"plh0206i04","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2009","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2009","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2009","Single parent ","Male","","","","","4"
"4 on scale 1-7","2009","Single parent ","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2009","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2009","Single parent ","Male","","","","","5"
"5 on scale 1-7","2009","Single parent ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2009","Single parent ","Male","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2009","Single parent ","Female","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2009","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2009","Single parent ","Male","","","","","7"
"7 Strongly agree","2009","Single parent ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2010","1-pers.-HH","Male","10","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","Female","22","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Male","23","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","Female","15","","","","1"
"1 Strongly disagree","2010","Single parent ","Male","","","","","1"
"1 Strongly disagree","2010","Single parent ","Female","6","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Male","7","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","Female","15","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Male","5","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","Female","4","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Male","2","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","Female","2","","","","1"
"2 on scale 1-7 ","2010","1-pers.-HH","Male","12","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","Female","17","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Female","38","0.0139576595512504","0.0098859675969028","0.0180293515055979","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","Male","25","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Male","9","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","Female","4","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Male","1","","","","2"
"2 on scale 1-7 ","2010","Single parent ","Female","4","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Male","9","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","Female","12","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Male","14","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","Female","12","","","","2"
"3 on scale 1-7 ","2010","1-pers.-HH","Male","19","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","Female","27","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Female","83","0.0268411061343033","0.0212317512895263","0.0324504609790803","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","Male","73","0.0264056445671216","0.0207813371332285","0.0320299520010146","3"
"3 on scale 1-7 ","2010","Single parent ","Male","7","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Male","28","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Female","10","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Female","33","0.0223894642523637","0.0143870594675287","0.0303918690371987","3"
"3 on scale 1-7 ","2010","Single parent ","Female","18","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","Male","27","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","Female","36","0.0279907327553765","0.0190139556928174","0.0369675098179355","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","Male","15","","","","3"
"4 on scale 1-7","2010","1-pers.-HH","Male","109","0.0947542692180851","0.0777531191342469","0.111755419301923","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Male","266","0.0879823885136824","0.0780459413395466","0.0979188356878182","4"
"4 on scale 1-7","2010","Single parent ","Female","65","0.136920756921381","0.110077339923521","0.163764173919242","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Male","88","0.0756127583291934","0.0608679502447313","0.0903575664136555","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","Female","101","0.0874225260732141","0.0721446748743451","0.102700377272083","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Male","139","0.108589608189923","0.0929693363763777","0.124209880003469","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","Female","106","0.0967368338423446","0.0806496069237456","0.112824060760944","4"
"4 on scale 1-7","2010","1-pers.-HH","Female","167","0.102880465329014","0.0880037020730987","0.117757228584929","4"
"4 on scale 1-7","2010","(Married) couple without C. ","Female","302","0.0880707050691747","0.0782347360618331","0.0979066740765162","4"
"4 on scale 1-7","2010","Single parent ","Male","24","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Male","34","0.0522309809047391","0.0332531542732015","0.0712088075362766","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","Female","52","0.11458566628325","0.0871294150034978","0.142041917563002","4"
"5 on scale 1-7","2010","1-pers.-HH","Male","202","0.190082374925967","0.16730587350864","0.212858876343295","5"
"5 on scale 1-7","2010","1-pers.-HH","Female","284","0.164661917673087","0.14650071687889","0.182823118467284","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Male","242","0.173299393597893","0.152189440818336","0.19440934637745","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","Female","237","0.185339155718772","0.164321332269551","0.206356979167994","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Male","569","0.17483017476698","0.161506883979919","0.188153465554041","5"
"5 on scale 1-7","2010","(Married) couple without C. ","Female","572","0.165388638341987","0.152493802625908","0.178283474058066","5"
"5 on scale 1-7","2010","Single parent ","Male","49","0.157333377528465","0.112903351562873","0.201763403494057","5"
"5 on scale 1-7","2010","Single parent ","Female","97","0.14278437567486","0.115465476274921","0.1701032750748","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Male","296","0.215704478385318","0.195054240639886","0.236354716130751","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","Female","249","0.186658026638625","0.16545303865993","0.20786301461732","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Male","117","0.221414741621474","0.185999722200348","0.2568297610426","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","Female","100","0.173368153993785","0.140736164825426","0.206000143162144","5"
"6 on scale 1-7","2010","(Married) couple without C. ","Male","1065","0.333007583271344","0.316475820997812","0.349539345544876","6"
"6 on scale 1-7","2010","(Married) couple without C. ","Female","1025","0.322566639318834","0.306342418593179","0.338790860044489","6"
"6 on scale 1-7","2010","Single parent ","Male","100","0.35707018337219","0.298605067479538","0.415535299264842","6"
"6 on scale 1-7","2010","1-pers.-HH","Male","373","0.31850904329318","0.291464067457927","0.345554019128432","6"
"6 on scale 1-7","2010","Single parent ","Female","214","0.291122873866075","0.25564958441426","0.32659616331789","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Male","565","0.345527243279293","0.321652289376357","0.36940219718223","6"
"6 on scale 1-7","2010","1-pers.-HH","Female","460","0.272124556150472","0.250330943084375","0.293918169216568","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Male","433","0.35415146750899","0.32747830729174","0.380824627726241","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","Female","477","0.350385245614817","0.324579490411324","0.37619100081831","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","Female","434","0.312057008438048","0.286841292773575","0.337272724102521","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Female","182","0.331199411488016","0.290630260324103","0.371768562651929","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","Male","191","0.341422696241763","0.300976218858073","0.381869173625452","6"
"7 Strongly agree","2010","1-pers.-HH","Male","415","0.354811258393001","0.327037301859782","0.38258521492622","7"
"7 Strongly agree","2010","1-pers.-HH","Female","625","0.412930223033998","0.388820066389701","0.437040379678295","7"
"7 Strongly agree","2010","(Married) couple without C. ","Male","1101","0.360258427903653","0.343418469941419","0.377098385865888","7"
"7 Strongly agree","2010","(Married) couple without C. ","Female","1154","0.377723683135697","0.360896958969862","0.394550407301533","7"
"7 Strongly agree","2010","Single parent ","Male","77","0.338445027295862","0.28070655669967","0.396183497892053","7"
"7 Strongly agree","2010","Single parent ","Female","226","0.386786992450894","0.348757596625793","0.424816388275994","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Male","429","0.349360127759153","0.322769926891188","0.375950328627117","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","Female","438","0.328232940120608","0.30283396681497","0.353631913426246","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Male","477","0.29557753420803","0.272668440032445","0.318486628383614","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","Female","456","0.365616428313463","0.339406434543184","0.391826422083742","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Male","160","0.33420078059198","0.293965549454012","0.374436011729949","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","Female","167","0.360156811846264","0.318777295380584","0.401536328311945","7"
"1 Strongly disagree","2011","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2011","Single parent ","Male","","","","","1"
"1 Strongly disagree","2011","Single parent ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2011","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2011","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2011","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2011","Single parent ","Male","","","","","4"
"4 on scale 1-7","2011","Single parent ","Female","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2011","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2011","Single parent ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2011","Single parent ","Male","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2011","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2011","Single parent ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","Female","","","","","6"
"6 on scale 1-7","2011","Single parent ","Female","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","Female","","","","","6"
"7 Strongly agree","2011","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","Female","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2011","Single parent ","Male","","","","","7"
"7 Strongly agree","2011","Single parent ","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","Female","","","","","7"
"1 Strongly disagree","2012","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2012","Single parent ","Male","","","","","1"
"1 Strongly disagree","2012","Single parent ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2012","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2012","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2012","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2012","Single parent ","Male","","","","","4"
"4 on scale 1-7","2012","Single parent ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2012","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2012","Single parent ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2012","Single parent ","Male","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2012","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2012","Single parent ","Male","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2012","Single parent ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2012","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2012","Single parent ","Male","","","","","7"
"7 Strongly agree","2012","Single parent ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2013","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2013","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2013","Single parent ","Male","","","","","1"
"1 Strongly disagree","2013","Single parent ","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2013","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2013","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2013","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","Male","","","","","3"
"4 on scale 1-7","2013","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2013","Single parent ","Female","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","Male","","","","","4"
