"plh0206i04","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2011","66 and older","no migration background","","","",""
"1 Strongly disagree","2011","66 and older","direct migration background","","","",""
"1 Strongly disagree","2011","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2011","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2011","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2011","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2011","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2011","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2011","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2011","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2011","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2011","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2011","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2011","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2011","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2011","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2011","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2011","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2011","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2011","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2011","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2011","66 and older","no migration background","","","",""
"4 on scale 1-7","2011","66 and older","direct migration background","","","",""
"4 on scale 1-7","2011","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2011","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2011","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2011","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2011","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2011","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2011","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2011","66 and older","no migration background","","","",""
"5 on scale 1-7","2011","66 and older","direct migration background","","","",""
"5 on scale 1-7","2011","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2011","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2011","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2011","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2011","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2011","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2011","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2011","66 and older","no migration background","","","",""
"6 on scale 1-7","2011","66 and older","direct migration background","","","",""
"6 on scale 1-7","2011","66 and older","indirect migration background","","","",""
"7 Strongly agree","2011","16-34 y.","no migration background","","","",""
"7 Strongly agree","2011","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2011","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2011","35-65 y.","no migration background","","","",""
"7 Strongly agree","2011","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2011","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2011","66 and older","no migration background","","","",""
"7 Strongly agree","2011","66 and older","direct migration background","","","",""
"7 Strongly agree","2011","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2012","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2012","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2012","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2012","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2012","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2012","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2012","66 and older","no migration background","","","",""
"1 Strongly disagree","2012","66 and older","direct migration background","","","",""
"1 Strongly disagree","2012","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2012","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2012","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2012","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2012","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2012","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2012","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2012","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2012","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2012","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2012","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2012","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2012","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2012","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2012","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2012","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2012","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2012","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2012","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2012","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2012","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2012","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2012","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2012","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2012","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2012","66 and older","no migration background","","","",""
"4 on scale 1-7","2012","66 and older","direct migration background","","","",""
"4 on scale 1-7","2012","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2012","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2012","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2012","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2012","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2012","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2012","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2012","66 and older","no migration background","","","",""
"5 on scale 1-7","2012","66 and older","direct migration background","","","",""
"5 on scale 1-7","2012","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2012","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2012","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2012","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2012","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2012","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2012","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2012","66 and older","no migration background","","","",""
"6 on scale 1-7","2012","66 and older","direct migration background","","","",""
"6 on scale 1-7","2012","66 and older","indirect migration background","","","",""
"7 Strongly agree","2012","16-34 y.","no migration background","","","",""
"7 Strongly agree","2012","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2012","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2012","35-65 y.","no migration background","","","",""
"7 Strongly agree","2012","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2012","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2012","66 and older","no migration background","","","",""
"7 Strongly agree","2012","66 and older","direct migration background","","","",""
"7 Strongly agree","2012","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2013","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2013","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2013","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2013","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2013","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2013","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2013","66 and older","no migration background","","","",""
"1 Strongly disagree","2013","66 and older","direct migration background","","","",""
"1 Strongly disagree","2013","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2013","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2013","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2013","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2013","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2013","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2013","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2013","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2013","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2013","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2013","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2013","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2013","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2013","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2013","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2013","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2013","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2013","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2013","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2013","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2013","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2013","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2013","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2013","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2013","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2013","66 and older","no migration background","","","",""
"4 on scale 1-7","2013","66 and older","direct migration background","","","",""
"4 on scale 1-7","2013","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2013","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2013","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2013","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2013","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2013","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2013","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2013","66 and older","no migration background","","","",""
"5 on scale 1-7","2013","66 and older","direct migration background","","","",""
"5 on scale 1-7","2013","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2013","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2013","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2013","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2013","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2013","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2013","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2013","66 and older","no migration background","","","",""
"6 on scale 1-7","2013","66 and older","direct migration background","","","",""
"6 on scale 1-7","2013","66 and older","indirect migration background","","","",""
"7 Strongly agree","2013","16-34 y.","no migration background","","","",""
"7 Strongly agree","2013","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2013","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2013","35-65 y.","no migration background","","","",""
"7 Strongly agree","2013","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2013","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2013","66 and older","no migration background","","","",""
"7 Strongly agree","2013","66 and older","direct migration background","","","",""
"7 Strongly agree","2013","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2014","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2014","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2014","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2014","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2014","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2014","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2014","66 and older","no migration background","","","",""
"1 Strongly disagree","2014","66 and older","direct migration background","","","",""
"1 Strongly disagree","2014","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2014","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2014","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2014","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2014","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2014","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2014","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2014","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2014","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2014","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2014","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2014","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2014","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2014","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2014","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2014","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2014","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2014","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2014","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2014","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2014","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2014","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2014","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2014","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2014","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2014","66 and older","no migration background","","","",""
"4 on scale 1-7","2014","66 and older","direct migration background","","","",""
"4 on scale 1-7","2014","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2014","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2014","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2014","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2014","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2014","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2014","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2014","66 and older","no migration background","","","",""
"5 on scale 1-7","2014","66 and older","direct migration background","","","",""
"5 on scale 1-7","2014","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2014","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2014","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2014","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2014","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2014","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2014","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2014","66 and older","no migration background","","","",""
"6 on scale 1-7","2014","66 and older","direct migration background","","","",""
"6 on scale 1-7","2014","66 and older","indirect migration background","","","",""
"7 Strongly agree","2014","16-34 y.","no migration background","","","",""
"7 Strongly agree","2014","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2014","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2014","35-65 y.","no migration background","","","",""
"7 Strongly agree","2014","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2014","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2014","66 and older","no migration background","","","",""
"7 Strongly agree","2014","66 and older","direct migration background","","","",""
"7 Strongly agree","2014","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2015","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2015","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2015","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2015","35-65 y.","no migration background","78","0.00750827827772292","0.00589523545374038","0.00912132110170547"
"1 Strongly disagree","2015","35-65 y.","direct migration background","30","0.009563399629809","0.00632520576126244","0.0128015934983556"
"1 Strongly disagree","2015","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2015","66 and older","no migration background","41","0.00892648198276482","0.00617989222887607","0.0116730717366536"
"1 Strongly disagree","2015","66 and older","direct migration background","","","",""
"1 Strongly disagree","2015","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2015","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2015","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2015","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2015","35-65 y.","no migration background","129","0.0113388056095123","0.009360380252085","0.0133172309669395"
"2 on scale 1-7 ","2015","35-65 y.","direct migration background","34","0.0085065938377236","0.0054509261809268","0.0115622614945204"
"2 on scale 1-7 ","2015","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2015","66 and older","no migration background","39","0.00847090311604242","0.00579470486632285","0.011147101365762"
"2 on scale 1-7 ","2015","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2015","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2015","16-34 y.","no migration background","82","0.0250719907167365","0.0200760258178126","0.0300679556156605"
"3 on scale 1-7 ","2015","16-34 y.","direct migration background","39","0.0155497760495441","0.00997328156538809","0.0211262705337"
"3 on scale 1-7 ","2015","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2015","35-65 y.","no migration background","263","0.0200670938192342","0.0174467837723218","0.0226874038661465"
"3 on scale 1-7 ","2015","35-65 y.","direct migration background","69","0.0140689173663711","0.0101502628845169","0.0179875718482254"
"3 on scale 1-7 ","2015","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2015","66 and older","no migration background","99","0.0263442210067762","0.0216674500947225","0.0310209919188299"
"3 on scale 1-7 ","2015","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2015","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2015","16-34 y.","no migration background","357","0.0920112791117542","0.0827749487895319","0.101247609433976"
"4 on scale 1-7","2015","16-34 y.","direct migration background","97","0.0528038795415334","0.0427240033522391","0.0628837557308278"
"4 on scale 1-7","2015","16-34 y.","indirect migration background","61","0.0757422262530818","0.0593187116544688","0.0921657408516948"
"4 on scale 1-7","2015","35-65 y.","no migration background","987","0.0820720492178902","0.0769432676100133","0.087200830825767"
"4 on scale 1-7","2015","35-65 y.","direct migration background","200","0.0555265675469297","0.0479070295260931","0.0631461055677663"
"4 on scale 1-7","2015","35-65 y.","indirect migration background","70","0.108206580455161","0.0849097570728815","0.131503403837441"
"4 on scale 1-7","2015","66 and older","no migration background","375","0.0860203225605857","0.077832479753626","0.0942081653675453"
"4 on scale 1-7","2015","66 and older","direct migration background","","","",""
"4 on scale 1-7","2015","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2015","16-34 y.","no migration background","753","0.215698323896856","0.202555047161913","0.2288416006318"
"5 on scale 1-7","2015","16-34 y.","direct migration background","214","0.1109388612598","0.0967838573980864","0.125093865121513"
"5 on scale 1-7","2015","16-34 y.","indirect migration background","135","0.134342167864648","0.113174168231851","0.155510167497444"
"5 on scale 1-7","2015","35-65 y.","no migration background","2026","0.183880604568336","0.176641962844413","0.191119246292259"
"5 on scale 1-7","2015","35-65 y.","direct migration background","414","0.126920270403637","0.11584445266162","0.137996088145654"
"5 on scale 1-7","2015","35-65 y.","indirect migration background","109","0.159751919251581","0.132275220896991","0.187228617606172"
"5 on scale 1-7","2015","66 and older","no migration background","707","0.154892176795065","0.144327128272994","0.165457225317135"
"5 on scale 1-7","2015","66 and older","direct migration background","73","0.172230588833448","0.13645918068489","0.208001996982006"
"5 on scale 1-7","2015","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2015","16-34 y.","no migration background","1411","0.372938580005593","0.357485594663579","0.388391565347607"
"6 on scale 1-7","2015","16-34 y.","direct migration background","533","0.335055735764916","0.313781524037278","0.356329947492554"
"6 on scale 1-7","2015","16-34 y.","indirect migration background","304","0.318360107498977","0.289444166305746","0.347276048692209"
"6 on scale 1-7","2015","35-65 y.","no migration background","3954","0.366438960769253","0.357435544638228","0.375442376900277"
"6 on scale 1-7","2015","35-65 y.","direct migration background","943","0.275100353447346","0.260242096247723","0.289958610646969"
"6 on scale 1-7","2015","35-65 y.","indirect migration background","183","0.261650801619044","0.228687577911194","0.294614025326894"
"6 on scale 1-7","2015","66 and older","no migration background","1661","0.351528409015587","0.337586367069259","0.365470450961915"
"6 on scale 1-7","2015","66 and older","direct migration background","129","0.298811792700737","0.255446490744984","0.342177094656489"
"6 on scale 1-7","2015","66 and older","indirect migration background","","","",""
"7 Strongly agree","2015","16-34 y.","no migration background","1119","0.283271925803721","0.268873411870181","0.297670439737261"
"7 Strongly agree","2015","16-34 y.","direct migration background","982","0.473667725110684","0.451163232568624","0.496172217652743"
"7 Strongly agree","2015","16-34 y.","indirect migration background","465","0.43429469687865","0.403527502166626","0.465061891590674"
"7 Strongly agree","2015","35-65 y.","no migration background","3565","0.328694207738052","0.319916755126587","0.337471660349517"
"7 Strongly agree","2015","35-65 y.","direct migration background","1780","0.510313897768183","0.493681267220746","0.526946528315621"
"7 Strongly agree","2015","35-65 y.","indirect migration background","297","0.445143573890868","0.407871968156665","0.482415179625071"
"7 Strongly agree","2015","66 and older","no migration background","1583","0.363817485523179","0.349768876002649","0.377866095043709"
"7 Strongly agree","2015","66 and older","direct migration background","174","0.386264468673186","0.34013704273764","0.432391894608731"
"7 Strongly agree","2015","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2016","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2016","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2016","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2016","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2016","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2016","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2016","66 and older","no migration background","","","",""
"1 Strongly disagree","2016","66 and older","direct migration background","","","",""
"1 Strongly disagree","2016","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2016","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2016","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2016","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2016","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2016","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2016","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2016","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2016","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2016","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2016","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2016","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2016","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2016","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2016","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2016","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2016","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2016","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2016","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2016","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2016","16-34 y.","direct migration background","33","0.0508664261929877","0.0422256734844129","0.0595071789015626"
"4 on scale 1-7","2016","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2016","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2016","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2016","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2016","66 and older","no migration background","","","",""
"4 on scale 1-7","2016","66 and older","direct migration background","","","",""
"4 on scale 1-7","2016","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2016","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2016","16-34 y.","direct migration background","77","0.065844700814749","0.0560916103960208","0.0755977912334772"
"5 on scale 1-7","2016","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2016","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2016","35-65 y.","direct migration background","39","0.0367517289549763","0.0281756722881556","0.045327785621797"
"5 on scale 1-7","2016","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2016","66 and older","no migration background","","","",""
"5 on scale 1-7","2016","66 and older","direct migration background","","","",""
"5 on scale 1-7","2016","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2016","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2016","16-34 y.","direct migration background","231","0.105952187530594","0.0938487806954167","0.118055594365772"
"6 on scale 1-7","2016","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2016","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2016","35-65 y.","direct migration background","132","0.165104807274105","0.148181880511885","0.182027734036326"
"6 on scale 1-7","2016","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2016","66 and older","no migration background","","","",""
"6 on scale 1-7","2016","66 and older","direct migration background","","","",""
"6 on scale 1-7","2016","66 and older","indirect migration background","","","",""
"7 Strongly agree","2016","16-34 y.","no migration background","","","",""
"7 Strongly agree","2016","16-34 y.","direct migration background","2115","0.757889644607005","0.741044219917339","0.774735069296672"
"7 Strongly agree","2016","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2016","35-65 y.","no migration background","","","",""
"7 Strongly agree","2016","35-65 y.","direct migration background","1652","0.7835416530028","0.764770201814337","0.802313104191264"
"7 Strongly agree","2016","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2016","66 and older","no migration background","","","",""
"7 Strongly agree","2016","66 and older","direct migration background","","","",""
"7 Strongly agree","2016","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2017","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2017","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2017","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2017","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2017","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2017","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2017","66 and older","no migration background","","","",""
"1 Strongly disagree","2017","66 and older","direct migration background","","","",""
"1 Strongly disagree","2017","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2017","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2017","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2017","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2017","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2017","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2017","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2017","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2017","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2017","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2017","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2017","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2017","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2017","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2017","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2017","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2017","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2017","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2017","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2017","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2017","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2017","16-34 y.","indirect migration background","","","",""
