"plh0206i04","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2018","Employed","West Germany","","","","","4"
"5 on scale 1-7","2018","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2018","Employed","East Germany","","","","","5"
"5 on scale 1-7","2018","Not Employed","West Germany","12","","","","5"
"5 on scale 1-7","2018","Employed","West Germany","","","","","5"
"6 on scale 1-7","2018","Employed","East Germany","","","","","6"
"6 on scale 1-7","2018","Not Employed","West Germany","42","0.080577130655153","0.0528432412702419","0.108311020040064","6"
"6 on scale 1-7","2018","Employed","West Germany","","","","","6"
"6 on scale 1-7","2018","Not Employed","East Germany","5","","","","6"
"7 Strongly agree","2018","Not Employed","West Germany","307","0.858325762959586","0.82279383733645","0.893857688582722","7"
"7 Strongly agree","2018","Not Employed","East Germany","43","0.920005565509464","0.844047278063193","0.995963852955735","7"
"7 Strongly agree","2018","Employed","West Germany","","","","","7"
"7 Strongly agree","2018","Employed","East Germany","","","","","7"
"1 Strongly disagree","2019","Employed","East Germany","","","","","1"
"1 Strongly disagree","2019","Not Employed","East Germany","1","","","","1"
"1 Strongly disagree","2019","Employed","West Germany","","","","","1"
"1 Strongly disagree","2019","Not Employed","West Germany","3","","","","1"
"2 on scale 1-7 ","2019","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2019","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","West Germany","4","","","","2"
"2 on scale 1-7 ","2019","Not Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2019","Not Employed","West Germany","1","","","","3"
"3 on scale 1-7 ","2019","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2019","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","East Germany","","","","","3"
"4 on scale 1-7","2019","Employed","East Germany","","","","","4"
"4 on scale 1-7","2019","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2019","Employed","West Germany","","","","","4"
"4 on scale 1-7","2019","Not Employed","West Germany","9","","","","4"
"5 on scale 1-7","2019","Employed","East Germany","","","","","5"
"5 on scale 1-7","2019","Not Employed","West Germany","16","","","","5"
"5 on scale 1-7","2019","Not Employed","East Germany","1","","","","5"
"5 on scale 1-7","2019","Employed","West Germany","","","","","5"
"6 on scale 1-7","2019","Employed","East Germany","","","","","6"
"6 on scale 1-7","2019","Not Employed","West Germany","34","0.115594806576522","0.0761960392850258","0.154993573868018","6"
"6 on scale 1-7","2019","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2019","Employed","West Germany","","","","","6"
"7 Strongly agree","2019","Not Employed","West Germany","186","0.754970123588138","0.701971787641333","0.807968459534944","7"
"7 Strongly agree","2019","Not Employed","East Germany","21","","","","7"
"7 Strongly agree","2019","Employed","West Germany","","","","","7"
"7 Strongly agree","2019","Employed","East Germany","","","","","7"
