"plh0206i04","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2019","Employed","Male","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Female","4","","","","2"
"3 on scale 1-7 ","2019","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2019","Employed","Female","","","","","3"
"3 on scale 1-7 ","2019","Employed","Male","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","Female","1","","","","3"
"4 on scale 1-7","2019","Employed","Female","","","","","4"
"4 on scale 1-7","2019","Not Employed","Female","4","","","","4"
"4 on scale 1-7","2019","Employed","Male","","","","","4"
"4 on scale 1-7","2019","Not Employed","Male","5","","","","4"
"5 on scale 1-7","2019","Employed","Female","","","","","5"
"5 on scale 1-7","2019","Not Employed","Male","3","","","","5"
"5 on scale 1-7","2019","Not Employed","Female","14","","","","5"
"5 on scale 1-7","2019","Employed","Male","","","","","5"
"6 on scale 1-7","2019","Employed","Female","","","","","6"
"6 on scale 1-7","2019","Not Employed","Male","19","","","","6"
"6 on scale 1-7","2019","Not Employed","Female","15","","","","6"
"6 on scale 1-7","2019","Employed","Male","","","","","6"
"7 Strongly agree","2019","Not Employed","Male","105","0.822590915000588","0.758150090401119","0.887031739600057","7"
"7 Strongly agree","2019","Not Employed","Female","102","0.737541273234357","0.664920276082889","0.810162270385826","7"
"7 Strongly agree","2019","Employed","Male","","","","","7"
"7 Strongly agree","2019","Employed","Female","","","","","7"
