"ple0024","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","2018","(Married) couple without C. ","no migration background","","","",""
"No","2018","(Married) couple without C. ","direct migration background","","","",""
"No","2018","(Married) couple without C. ","indirect migration background","","","",""
"No","2018","Single parent ","no migration background","","","",""
"No","2018","Single parent ","direct migration background","","","",""
"No","2018","Single parent ","indirect migration background","","","",""
"No","2018","Couple + C. LE 16 ","no migration background","","","",""
"No","2018","Couple + C. LE 16 ","direct migration background","","","",""
"No","2018","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2018","Couple + C. GT 16 ","no migration background","","","",""
"No","2018","Couple + C. GT 16 ","direct migration background","","","",""
"No","2018","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2018","Couple + C. LE and GT 16","no migration background","","","",""
"No","2018","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2018","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2019","1-pers.-HH","no migration background","807","0.212057331055882","0.198669202137746","0.225445459974018"
"Yes","2019","1-pers.-HH","direct migration background","152","0.319957640909364","0.27597103591343","0.363944245905297"
"Yes","2019","1-pers.-HH","indirect migration background","85","0.432520094988255","0.367785681057351","0.497254508919159"
"Yes","2019","(Married) couple without C. ","no migration background","1619","0.228433466691614","0.218794944196646","0.238071989186583"
"Yes","2019","(Married) couple without C. ","direct migration background","260","0.313497260321338","0.283568739508206","0.34342578113447"
"Yes","2019","(Married) couple without C. ","indirect migration background","103","0.437424776196183","0.379006303777226","0.49584324861514"
"Yes","2019","Single parent ","no migration background","625","0.399802664090712","0.375556394182178","0.424048933999246"
"Yes","2019","Single parent ","direct migration background","115","0.371882442887786","0.314019036324489","0.429745849451083"
"Yes","2019","Single parent ","indirect migration background","104","0.430380859140319","0.363254404618894","0.497507313661744"
"Yes","2019","Couple + C. LE 16 ","no migration background","1632","0.475934774028276","0.459545378857968","0.492324169198585"
"Yes","2019","Couple + C. LE 16 ","direct migration background","710","0.593034190213088","0.564884476090755","0.621183904335421"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","203","0.533964542227725","0.486142772941148","0.581786311514302"
"Yes","2019","Couple + C. GT 16 ","no migration background","890","0.398585412405403","0.378567409042092","0.418603415768715"
"Yes","2019","Couple + C. GT 16 ","direct migration background","161","0.3088893473167","0.264754431535158","0.353024263098243"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","141","0.62340635851499","0.561588466036003","0.685224250993978"
"Yes","2019","Couple + C. LE and GT 16","no migration background","679","0.481373852007709","0.4556738453773","0.507073858638118"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","244","0.479374759981371","0.433521959970939","0.525227559991803"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","149","0.573688006258304","0.513107936490454","0.634268076026155"
"No","2019","1-pers.-HH","no migration background","2774","0.787942668944118","0.774554540025982","0.801330797862254"
"No","2019","1-pers.-HH","direct migration background","280","0.680042359090636","0.636055754094703","0.72402896408657"
"No","2019","1-pers.-HH","indirect migration background","140","0.567479905011745","0.502745491080841","0.632214318942649"
"No","2019","(Married) couple without C. ","no migration background","5669","0.771566533308386","0.761928010813417","0.781205055803354"
"No","2019","(Married) couple without C. ","direct migration background","663","0.686502739678662","0.65657421886553","0.716431260491794"
"No","2019","(Married) couple without C. ","indirect migration background","174","0.562575223803817","0.50415675138486","0.620993696222774"
"No","2019","Single parent ","no migration background","943","0.600197335909288","0.575951066000754","0.624443605817823"
"No","2019","Single parent ","direct migration background","153","0.628117557112214","0.570254150548917","0.685980963675511"
"No","2019","Single parent ","indirect migration background","105","0.569619140859681","0.502492686338256","0.636745595381106"
"No","2019","Couple + C. LE 16 ","no migration background","1935","0.524065225971724","0.507675830801415","0.540454621142032"
"No","2019","Couple + C. LE 16 ","direct migration background","460","0.406965809786912","0.378816095664579","0.435115523909245"
"No","2019","Couple + C. LE 16 ","indirect migration background","215","0.466035457772275","0.418213688485698","0.513857227058852"
"No","2019","Couple + C. GT 16 ","no migration background","1408","0.601414587594597","0.581396584231285","0.621432590957908"
"No","2019","Couple + C. GT 16 ","direct migration background","260","0.6911106526833","0.646975736901757","0.735245568464842"
"No","2019","Couple + C. GT 16 ","indirect migration background","95","0.37659364148501","0.314775749006022","0.438411533963997"
"No","2019","Couple + C. LE and GT 16","no migration background","773","0.518626147992291","0.492926141361882","0.5443261546227"
"No","2019","Couple + C. LE and GT 16","direct migration background","212","0.520625240018629","0.474772440008197","0.566478040029061"
"No","2019","Couple + C. LE and GT 16","indirect migration background","107","0.426311993741696","0.365731923973845","0.486892063509547"
