"hgowner","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2019","Part Time","West Germany","3101","0.475128067870378","0.462906817784547","0.487349317956208","2"
"Main tenant","2019","Part Time","East Germany","714","0.524397642761508","0.497487219194769","0.551308066328247","2"
"Main tenant","2019","Not Working","West Germany","5068","0.430657976797139","0.420492062433329","0.440823891160948","2"
"Main tenant","2019","Not Working","East Germany","1560","0.572062806678967","0.552474887264375","0.591650726093559","2"
"Owner","2019","Full Time","West Germany","4445","0.494856994011041","0.484186019823952","0.505527968198131","1"
"Owner","2019","Part Time","West Germany","3123","0.50186643014537","0.489630116744672","0.514102743546067","1"
"Owner","2019","Full Time","East Germany","1277","0.480113456247403","0.460133808966921","0.500093103527885","1"
"Owner","2019","Part Time","East Germany","560","0.429403568095664","0.402730957833684","0.456076178357645","1"
"Owner","2019","Not Working","West Germany","3438","0.535822034854258","0.525583304073215","0.546060765635301","1"
"Owner","2019","Not Working","East Germany","804","0.389854754691406","0.370546435543656","0.409163073839156","1"
"Resident or shared accommodation","2019","Full Time","West Germany","39","0.000977011522255687","0.000310213006322562","0.00164381003818881","5"
"Resident or shared accommodation","2019","Full Time","East Germany","7","","","","5"
"Resident or shared accommodation","2019","Part Time","West Germany","69","0.00189392689207522","0.000829897640079523","0.00295795614407091","5"
"Resident or shared accommodation","2019","Part Time","East Germany","6","","","","5"
"Resident or shared accommodation","2019","Not Working","West Germany","362","0.0154589403608024","0.0129261435179741","0.0179917372036308","5"
"Resident or shared accommodation","2019","Not Working","East Germany","52","0.0157228126249814","0.0107978803286554","0.0206477449213073","5"
"Subtenant","2019","Full Time","West Germany","100","0.0157739459053907","0.0131146011468326","0.0184332906639487","3"
"Subtenant","2019","Full Time","East Germany","37","0.02362297788049","0.0175494967536972","0.0296964590072829","3"
"Subtenant","2019","Part Time","East Germany","43","0.044495859246248","0.0333850867648343","0.0556066317276616","3"
"Subtenant","2019","Part Time","West Germany","121","0.0211115750921771","0.0175934560708875","0.0246296941134667","3"
"Subtenant","2019","Not Working","East Germany","35","0.0223596260046454","0.0165063599204886","0.0282128920888023","3"
"Subtenant","2019","Not Working","West Germany","246","0.0180610479878011","0.0153269926769158","0.0207951032986864","3"
"Tenant","2019","Full Time","West Germany","","","","","4"
"Tenant","2019","Full Time","East Germany","","","","","4"
"Tenant","2019","Part Time","West Germany","","","","","4"
"Tenant","2019","Part Time","East Germany","","","","","4"
"Tenant","2019","Not Working","East Germany","","","","","4"
"Tenant","2019","Not Working","West Germany","","","","","4"
