"ple0097","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Neither","2018","no migration background","West Germany","","","",""
"Neither","2018","no migration background","East Germany","","","",""
"Neither","2018","direct migration background","West Germany","","","",""
"Neither","2018","direct migration background","East Germany","","","",""
"Neither","2018","indirect migration background","West Germany","","","",""
"Neither","2018","indirect migration background","East Germany","","","",""
"Public health insurance","2019","no migration background","West Germany","11996","0.83969771358909","0.833835401892067","0.845560025286114"
"Public health insurance","2019","no migration background","East Germany","4580","0.937655078384","0.931050411494459","0.94425974527354"
"Public health insurance","2019","direct migration background","West Germany","3368","0.956261351972285","0.949539511610044","0.962983192334527"
"Public health insurance","2019","direct migration background","East Germany","275","0.918578543323764","0.88715687942959","0.950000207217938"
"Public health insurance","2019","indirect migration background","West Germany","1410","0.930947719169322","0.918386188001636","0.943509250337008"
"Public health insurance","2019","indirect migration background","East Germany","113","0.901568112581276","0.850748856516755","0.952387368645797"
"Private health insurance","2019","no migration background","West Germany","3050","0.16030228641091","0.154439974713887","0.166164598107933"
"Private health insurance","2019","no migration background","East Germany","568","0.0623449216160004","0.05574025472646","0.0689495885055407"
"Private health insurance","2019","direct migration background","West Germany","188","0.0437386480277149","0.0370168076654734","0.0504604883899563"
"Private health insurance","2019","direct migration background","East Germany","16","","",""
"Private health insurance","2019","indirect migration background","West Germany","155","0.069052280830678","0.0564907496629921","0.0816138119983638"
"Private health insurance","2019","indirect migration background","East Germany","19","","",""
"Neither","2019","no migration background","West Germany","","","",""
"Neither","2019","no migration background","East Germany","","","",""
"Neither","2019","direct migration background","West Germany","","","",""
"Neither","2019","direct migration background","East Germany","","","",""
"Neither","2019","indirect migration background","West Germany","","","",""
"Neither","2019","indirect migration background","East Germany","","","",""
