"ple0097","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Neither","2018","no migration background","Female","","","",""
"Neither","2018","direct migration background","Male","","","",""
"Neither","2018","direct migration background","Female","","","",""
"Neither","2018","indirect migration background","Male","","","",""
"Neither","2018","indirect migration background","Female","","","",""
"Public health insurance","2019","no migration background","Male","7494","0.828728573632292","0.821259988739582","0.836197158525003"
"Public health insurance","2019","no migration background","Female","9133","0.889560484363351","0.883559856165573","0.895561112561128"
"Public health insurance","2019","direct migration background","Male","1627","0.937033397250419","0.925623509505708","0.94844328499513"
"Public health insurance","2019","direct migration background","Female","2019","0.970182433573942","0.962923503675658","0.977441363472226"
"Public health insurance","2019","indirect migration background","Male","693","0.905838212344409","0.885600297526079","0.926076127162739"
"Public health insurance","2019","indirect migration background","Female","835","0.954486801121494","0.940884935928509","0.96808866631448"
"Private health insurance","2019","no migration background","Male","2281","0.171271426367708","0.163802841474997","0.178740011260418"
"Private health insurance","2019","no migration background","Female","1348","0.110439515636649","0.104438887438872","0.116440143834427"
"Private health insurance","2019","direct migration background","Male","114","0.0629666027495811","0.0515567150048704","0.0743764904942918"
"Private health insurance","2019","direct migration background","Female","90","0.0298175664260577","0.0225586365277739","0.0370764963243415"
"Private health insurance","2019","indirect migration background","Male","107","0.0941617876555907","0.0739238728372607","0.114399702473921"
"Private health insurance","2019","indirect migration background","Female","67","0.0455131988785056","0.0319113336855204","0.0591150640714909"
"Neither","2019","no migration background","Male","","","",""
"Neither","2019","no migration background","Female","","","",""
"Neither","2019","direct migration background","Male","","","",""
"Neither","2019","direct migration background","Female","","","",""
"Neither","2019","indirect migration background","Male","","","",""
"Neither","2019","indirect migration background","Female","","","",""
