"ple0097","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Private health insurance","2007","higher education","West Germany","1332","0.361985409507568","0.344991303479741","0.378979515535394","2"
"Private health insurance","2007","higher education","East Germany","201","0.122460901366638","0.104578866658352","0.140342936074924","2"
"Private health insurance","2007","general elemantary","East Germany","4","","","","2"
"Private health insurance","2007","vocational + Abi","East Germany","4","","","","2"
"Private health insurance","2007","in school","West Germany","62","0.144904296047433","0.101784559243252","0.188024032851614","2"
"Private health insurance","2007","general elemantary","West Germany","72","0.0302911958355099","0.0225336145716413","0.0380487770993785","2"
"Private health insurance","2007","middle vocational","East Germany","105","0.0432294319764675","0.0354465111262183","0.0510123528267167","2"
"Private health insurance","2007","middle vocational","West Germany","773","0.0838988470214007","0.0776851187556418","0.0901125752871596","2"
"Private health insurance","2007","vocational + Abi","West Germany","116","0.0962734691207453","0.0779824807460907","0.1145644574954","2"
"Private health insurance","2007","in school","East Germany","10","","","","2"
"Private health insurance","2007","inadequately","West Germany","4","","","","2"
"Private health insurance","2007","inadequately","East Germany","","","","","2"
"Public health insurance","2007","vocational + Abi","East Germany","160","0.982872069041085","0.963014452700877","1.00272968538129","1"
"Public health insurance","2007","higher vocational","West Germany","933","0.863032897118696","0.842897467990289","0.883168326247103","1"
"Public health insurance","2007","higher vocational","East Germany","361","0.90428075707011","0.875413008418128","0.933148505722092","1"
"Public health insurance","2007","higher education","West Germany","1740","0.638014590492432","0.621020484464606","0.655008696520259","1"
"Public health insurance","2007","higher education","East Germany","1090","0.877539098633362","0.859657063925076","0.895421133341648","1"
"Public health insurance","2007","general elemantary","West Germany","1803","0.96970880416449","0.961951222900621","0.977466385428359","1"
"Public health insurance","2007","general elemantary","East Germany","323","0.991756449269294","0.98195627296206","1.00155662557653","1"
"Public health insurance","2007","middle vocational","East Germany","2518","0.956770568023532","0.948987647173283","0.964553488873782","1"
"Public health insurance","2007","middle vocational","West Germany","6874","0.916101152978599","0.90988742471284","0.922314881244358","1"
"Public health insurance","2007","vocational + Abi","West Germany","883","0.903726530879255","0.8854355425046","0.922017519253909","1"
"Public health insurance","2007","in school","West Germany","194","0.855095703952567","0.811975967148386","0.898215440756748","1"
"Public health insurance","2007","inadequately","West Germany","190","0.963673846938825","0.937345598539474","0.990002095338176","1"
"Public health insurance","2007","inadequately","East Germany","23","","","","1"
"Public health insurance","2007","in school","East Germany","70","0.907996899811941","0.844661500749459","0.971332298874424","1"
"Neither","2008","higher vocational","West Germany","","","","","3"
"Neither","2008","higher education","West Germany","","","","","3"
"Neither","2008","higher vocational","East Germany","","","","","3"
"Neither","2008","higher education","East Germany","","","","","3"
"Neither","2008","middle vocational","West Germany","","","","","3"
"Neither","2008","middle vocational","East Germany","","","","","3"
"Neither","2008","vocational + Abi","West Germany","","","","","3"
"Neither","2008","vocational + Abi","East Germany","","","","","3"
"Neither","2008","general elemantary","East Germany","","","","","3"
"Neither","2008","in school","West Germany","","","","","3"
"Neither","2008","in school","East Germany","","","","","3"
"Neither","2008","inadequately","West Germany","","","","","3"
"Neither","2008","inadequately","East Germany","","","","","3"
"Neither","2008","general elemantary","West Germany","","","","","3"
"Private health insurance","2008","higher education","West Germany","1262","0.354125396210536","0.336867425649854","0.371383366771217","2"
"Private health insurance","2008","vocational + Abi","East Germany","6","","","","2"
"Private health insurance","2008","higher vocational","East Germany","37","0.0943794831870349","0.0648288975345555","0.123930068839514","2"
"Private health insurance","2008","higher vocational","West Germany","182","0.147006129367266","0.125494990548293","0.168517268186239","2"
"Private health insurance","2008","higher education","East Germany","179","0.107065782478746","0.0898699829436713","0.12426158201382","2"
"Private health insurance","2008","general elemantary","East Germany","4","","","","2"
"Private health insurance","2008","middle vocational","West Germany","737","0.0840079589077329","0.0776243630829946","0.0903915547324711","2"
"Private health insurance","2008","middle vocational","East Germany","104","0.0422294156732161","0.0343695091749375","0.0500893221714946","2"
"Private health insurance","2008","vocational + Abi","West Germany","99","0.0796129671217947","0.0622342671499129","0.0969916670936765","2"
"Private health insurance","2008","in school","West Germany","58","0.139258008485505","0.0981890818077532","0.180326935163257","2"
"Private health insurance","2008","general elemantary","West Germany","60","0.0246442428107105","0.0173342746155751","0.0319542110058459","2"
"Private health insurance","2008","in school","East Germany","13","","","","2"
"Private health insurance","2008","inadequately","West Germany","5","","","","2"
"Private health insurance","2008","inadequately","East Germany","","","","","2"
"Public health insurance","2008","vocational + Abi","East Germany","159","0.950927459791205","0.917966558169386","0.983888361413025","1"
"Public health insurance","2008","higher vocational","West Germany","859","0.852993870632734","0.831482731813761","0.874505009451707","1"
"Public health insurance","2008","higher vocational","East Germany","339","0.905620516812965","0.876069931160486","0.935171102465445","1"
"Public health insurance","2008","higher education","West Germany","1688","0.645874603789464","0.628616633228783","0.663132574350146","1"
"Public health insurance","2008","higher education","East Germany","1063","0.892934217521254","0.87573841798618","0.910130017056329","1"
"Public health insurance","2008","general elemantary","West Germany","1668","0.975355757189289","0.968045788994154","0.982665725384425","1"
"Public health insurance","2008","general elemantary","East Germany","301","0.988199506924293","0.976080401456895","1.00031861239169","1"
"Public health insurance","2008","middle vocational","West Germany","6517","0.915992041092267","0.909608445267529","0.922375636917005","1"
"Public health insurance","2008","middle vocational","East Germany","2411","0.957770584326784","0.949910677828505","0.965630490825062","1"
"Public health insurance","2008","vocational + Abi","West Germany","833","0.920387032878205","0.903008332906323","0.937765732850087","1"
"Public health insurance","2008","in school","West Germany","215","0.860741991514495","0.819673064836743","0.901810918192247","1"
"Public health insurance","2008","in school","East Germany","69","0.877050688699947","0.805975738841287","0.948125638558608","1"
"Public health insurance","2008","inadequately","West Germany","163","0.953423592906708","0.921558191809","0.985288994004415","1"
"Public health insurance","2008","inadequately","East Germany","19","","","","1"
"Neither","2009","higher vocational","West Germany","","","","","3"
"Neither","2009","higher education","East Germany","","","","","3"
"Neither","2009","higher education","West Germany","","","","","3"
"Neither","2009","higher vocational","East Germany","","","","","3"
"Neither","2009","general elemantary","East Germany","","","","","3"
"Neither","2009","middle vocational","West Germany","","","","","3"
"Neither","2009","middle vocational","East Germany","","","","","3"
"Neither","2009","vocational + Abi","West Germany","","","","","3"
"Neither","2009","vocational + Abi","East Germany","","","","","3"
"Neither","2009","in school","West Germany","","","","","3"
"Neither","2009","in school","East Germany","","","","","3"
"Neither","2009","inadequately","West Germany","","","","","3"
"Neither","2009","inadequately","East Germany","","","","","3"
"Neither","2009","general elemantary","West Germany","","","","","3"
"Private health insurance","2009","higher vocational","West Germany","167","0.152311194914206","0.129604982751678","0.175017407076734","2"
"Private health insurance","2009","higher education","West Germany","1208","0.348067190822474","0.330535332968427","0.365599048676521","2"
"Private health insurance","2009","higher vocational","East Germany","35","0.0925803336194366","0.0631266182571076","0.122034048981766","2"
"Private health insurance","2009","vocational + Abi","East Germany","7","","","","2"
"Private health insurance","2009","higher education","East Germany","181","0.128596336955197","0.109726900490013","0.14746577342038","2"
"Private health insurance","2009","general elemantary","East Germany","5","","","","2"
"Private health insurance","2009","middle vocational","West Germany","684","0.0873401596619009","0.0805767343557945","0.0941035849680073","2"
"Private health insurance","2009","middle vocational","East Germany","95","0.0438861199147914","0.035706218015944","0.0520660218136388","2"
"Private health insurance","2009","vocational + Abi","West Germany","91","0.083989203287244","0.0653315820222766","0.102646824552211","2"
"Private health insurance","2009","in school","West Germany","60","0.146955515949672","0.103583771136259","0.190327260763085","2"
"Private health insurance","2009","general elemantary","West Germany","46","0.025218622275118","0.0174005777504529","0.0330366667997832","2"
"Private health insurance","2009","inadequately","West Germany","3","","","","2"
"Private health insurance","2009","in school","East Germany","12","","","","2"
"Private health insurance","2009","inadequately","East Germany","","","","","2"
"Public health insurance","2009","vocational + Abi","East Germany","146","0.964567634845853","0.935274301760433","0.993860967931273","1"
"Public health insurance","2009","higher vocational","West Germany","795","0.847688805085794","0.824982592923266","0.870395017248322","1"
"Public health insurance","2009","higher vocational","East Germany","337","0.907419666380563","0.877965951018234","0.936873381742892","1"
"Public health insurance","2009","higher education","West Germany","1628","0.651932809177526","0.63440095132348","0.669464667031573","1"
"Public health insurance","2009","higher education","East Germany","1028","0.871403663044803","0.85253422657962","0.890273099509987","1"
"Public health insurance","2009","general elemantary","West Germany","1499","0.974781377724882","0.966963333200217","0.982599422249547","1"
"Public health insurance","2009","general elemantary","East Germany","261","0.979008424182694","0.961780894452653","0.996235953912735","1"
"Public health insurance","2009","middle vocational","West Germany","6010","0.912659840338099","0.905896415031993","0.919423265644206","1"
"Public health insurance","2009","middle vocational","East Germany","2314","0.956113880085209","0.947933978186361","0.964293781984056","1"
"Public health insurance","2009","vocational + Abi","West Germany","758","0.916010796712756","0.897353175447788","0.934668417977723","1"
"Public health insurance","2009","inadequately","West Germany","150","0.959619633963653","0.928428076264816","0.99081119166249","1"
"Public health insurance","2009","in school","East Germany","43","0.834364453623552","0.736116974609973","0.93261193263713","1"
"Public health insurance","2009","in school","West Germany","196","0.853044484050328","0.809672739236915","0.896416228863741","1"
"Public health insurance","2009","inadequately","East Germany","16","","","","1"
"Neither","2010","higher vocational","West Germany","","","","","3"
"Neither","2010","higher vocational","East Germany","","","","","3"
"Neither","2010","higher education","West Germany","","","","","3"
"Neither","2010","higher education","East Germany","","","","","3"
"Neither","2010","general elemantary","East Germany","","","","","3"
"Neither","2010","middle vocational","West Germany","","","","","3"
"Neither","2010","middle vocational","East Germany","","","","","3"
"Neither","2010","vocational + Abi","West Germany","","","","","3"
"Neither","2010","vocational + Abi","East Germany","","","","","3"
"Neither","2010","in school","West Germany","","","","","3"
"Neither","2010","in school","East Germany","","","","","3"
"Neither","2010","inadequately","West Germany","","","","","3"
"Neither","2010","inadequately","East Germany","","","","","3"
"Neither","2010","general elemantary","West Germany","","","","","3"
"Private health insurance","2010","higher vocational","West Germany","197","0.146440613263052","0.126445483443983","0.166435743082121","2"
"Private health insurance","2010","higher vocational","East Germany","44","0.103479450535603","0.0741751591557148","0.132783741915492","2"
"Private health insurance","2010","higher education","West Germany","1567","0.353310829096396","0.338456878663421","0.36816477952937","2"
"Private health insurance","2010","vocational + Abi","East Germany","13","","","","2"
"Private health insurance","2010","higher education","East Germany","207","0.114384061296525","0.0976881222653722","0.131080000327677","2"
"Private health insurance","2010","general elemantary","East Germany","4","","","","2"
"Private health insurance","2010","middle vocational","West Germany","779","0.0859524930711422","0.0801108186650899","0.0917941674771945","2"
"Private health insurance","2010","middle vocational","East Germany","136","0.0506382084020613","0.0427193882097901","0.0585570285943324","2"
"Private health insurance","2010","vocational + Abi","West Germany","124","0.0995065846845193","0.0841309311441059","0.114882238224933","2"
"Private health insurance","2010","in school","West Germany","72","0.16273387788863","0.125071680584063","0.200396075193198","2"
"Private health insurance","2010","inadequately","East Germany","","","","","2"
"Private health insurance","2010","inadequately","West Germany","7","","","","2"
"Private health insurance","2010","general elemantary","West Germany","55","0.0185505171232964","0.0128243416963747","0.0242766925502181","2"
"Private health insurance","2010","in school","East Germany","9","","","","2"
"Public health insurance","2010","vocational + Abi","East Germany","244","0.937677175802148","0.908122121303311","0.967232230300985","1"
"Public health insurance","2010","higher vocational","West Germany","1004","0.853559386736948","0.833564256917879","0.873554516556017","1"
"Public health insurance","2010","higher vocational","East Germany","371","0.896520549464397","0.867216258084508","0.925824840844285","1"
"Public health insurance","2010","higher education","West Germany","2411","0.646689170903604","0.63183522047063","0.661543121336579","1"
"Public health insurance","2010","higher education","East Germany","1189","0.885615938703475","0.868919999672323","0.902311877734628","1"
"Public health insurance","2010","vocational + Abi","West Germany","1332","0.900493415315481","0.885117761775067","0.915869068855894","1"
"Public health insurance","2010","general elemantary","West Germany","2078","0.981449482876704","0.975723307449782","0.987175658303625","1"
"Public health insurance","2010","general elemantary","East Germany","329","0.986210897448877","0.97368586459937","0.998735930298385","1"
"Public health insurance","2010","middle vocational","West Germany","8065","0.914047506928858","0.908205832522806","0.91988918133491","1"
"Public health insurance","2010","middle vocational","East Germany","2809","0.949361791597939","0.941442971405668","0.95728061179021","1"
"Public health insurance","2010","in school","West Germany","297","0.83726612211137","0.799603924806802","0.874928319415937","1"
"Public health insurance","2010","inadequately","West Germany","306","0.963736689408401","0.943026272403251","0.984447106413551","1"
"Public health insurance","2010","in school","East Germany","38","0.730210589869044","0.603318171376235","0.857103008361853","1"
"Public health insurance","2010","inadequately","East Germany","30","1","1","1","1"
"Neither","2011","higher education","West Germany","","","","","3"
"Neither","2011","higher vocational","West Germany","","","","","3"
"Neither","2011","higher vocational","East Germany","","","","","3"
"Neither","2011","higher education","East Germany","","","","","3"
"Neither","2011","general elemantary","East Germany","","","","","3"
"Neither","2011","middle vocational","East Germany","","","","","3"
"Neither","2011","middle vocational","West Germany","","","","","3"
"Neither","2011","vocational + Abi","West Germany","","","","","3"
"Neither","2011","vocational + Abi","East Germany","","","","","3"
"Neither","2011","in school","West Germany","","","","","3"
"Neither","2011","in school","East Germany","","","","","3"
"Neither","2011","inadequately","West Germany","","","","","3"
"Neither","2011","inadequately","East Germany","","","","","3"
"Neither","2011","general elemantary","West Germany","","","","","3"
"Private health insurance","2011","higher vocational","West Germany","225","0.152942083352268","0.133979386609803","0.171904780094733","2"
"Private health insurance","2011","higher vocational","East Germany","47","0.102075346167602","0.0747341181920873","0.129416574143117","2"
"Private health insurance","2011","higher education","West Germany","1811","0.356720108702869","0.342944239344432","0.370495978061306","2"
"Private health insurance","2011","general elemantary","East Germany","5","","","","2"
"Private health insurance","2011","middle vocational","East Germany","153","0.0495344214359737","0.0422367216333449","0.0568321212386025","2"
"Private health insurance","2011","middle vocational","West Germany","934","0.0885347322129537","0.0831112865938704","0.093958177832037","2"
"Private health insurance","2011","vocational + Abi","East Germany","15","","","","2"
"Private health insurance","2011","higher education","East Germany","247","0.116936231715563","0.101020639892855","0.13285182353827","2"
"Private health insurance","2011","general elemantary","West Germany","77","0.0253792808143975","0.0192845392302052","0.0314740223985897","2"
"Private health insurance","2011","vocational + Abi","West Germany","136","0.0925099500691926","0.0787929910391229","0.106226909099262","2"
"Private health insurance","2011","in school","West Germany","75","0.199792205960465","0.161688381574323","0.237896030346606","2"
"Private health insurance","2011","in school","East Germany","7","","","","2"
"Private health insurance","2011","inadequately","West Germany","8","","","","2"
"Private health insurance","2011","inadequately","East Germany","","","","","2"
"Public health insurance","2011","vocational + Abi","East Germany","277","0.896836860401621","0.861948893192909","0.931724827610333","1"
"Public health insurance","2011","higher vocational","West Germany","1159","0.847057916647732","0.828095219905267","0.866020613390197","1"
"Public health insurance","2011","higher vocational","East Germany","424","0.897924653832398","0.870583425856883","0.925265881807913","1"
"Public health insurance","2011","higher education","West Germany","2834","0.643279891297131","0.629504021938694","0.657055760655568","1"
"Public health insurance","2011","higher education","East Germany","1319","0.883063768284437","0.86714817646173","0.898979360107145","1"
"Public health insurance","2011","general elemantary","West Germany","2481","0.974620719185602","0.96852597760141","0.980715460769795","1"
"Public health insurance","2011","general elemantary","East Germany","398","0.989077697778604","0.978929991990304","0.999225403566905","1"
"Public health insurance","2011","middle vocational","West Germany","9605","0.911465267787046","0.906041822167963","0.91688871340613","1"
"Public health insurance","2011","middle vocational","East Germany","3243","0.950465578564026","0.943167878761398","0.957763278366655","1"
"Public health insurance","2011","vocational + Abi","West Germany","1578","0.907490049930808","0.893773090900738","0.921207008960877","1"
"Public health insurance","2011","in school","West Germany","348","0.800207794039535","0.762103969653393","0.838311618425677","1"
"Public health insurance","2011","in school","East Germany","42","0.857990268786347","0.760255231091569","0.955725306481126","1"
"Public health insurance","2011","inadequately","West Germany","354","0.962232791165465","0.942595059247909","0.981870523083022","1"
"Public health insurance","2011","inadequately","East Germany","48","1","1","1","1"
"Neither","2012","higher education","East Germany","","","","","3"
"Neither","2012","higher vocational","West Germany","","","","","3"
"Neither","2012","higher education","West Germany","","","","","3"
"Neither","2012","higher vocational","East Germany","","","","","3"
"Neither","2012","general elemantary","East Germany","","","","","3"
"Neither","2012","middle vocational","West Germany","","","","","3"
"Neither","2012","middle vocational","East Germany","","","","","3"
"Neither","2012","vocational + Abi","West Germany","","","","","3"
"Neither","2012","vocational + Abi","East Germany","","","","","3"
"Neither","2012","in school","West Germany","","","","","3"
"Neither","2012","in school","East Germany","","","","","3"
"Neither","2012","inadequately","West Germany","","","","","3"
"Neither","2012","inadequately","East Germany","","","","","3"
"Neither","2012","general elemantary","West Germany","","","","","3"
"Private health insurance","2012","higher vocational","West Germany","225","0.167209513970188","0.147177187650347","0.187241840290029","2"
"Private health insurance","2012","higher education","West Germany","1761","0.355945697078606","0.342127335312186","0.369764058845027","2"
"Private health insurance","2012","middle vocational","East Germany","133","0.0422390179779014","0.0354055382754649","0.049072497680338","2"
"Private health insurance","2012","higher vocational","East Germany","53","0.128150675369153","0.0982168995572279","0.158084451181078","2"
"Private health insurance","2012","vocational + Abi","East Germany","18","","","","2"
"Private health insurance","2012","general elemantary","East Germany","7","","","","2"
"Private health insurance","2012","middle vocational","West Germany","902","0.0832981584386391","0.077949904611429","0.0886464122658491","2"
"Private health insurance","2012","higher education","East Germany","248","0.131095794193816","0.114228312308317","0.147963276079315","2"
"Private health insurance","2012","general elemantary","West Germany","86","0.0293013140477583","0.0227309748949176","0.0358716532005989","2"
"Private health insurance","2012","vocational + Abi","West Germany","133","0.092306326799461","0.0784194266942266","0.106193226904695","2"
"Private health insurance","2012","inadequately","West Germany","6","","","","2"
"Private health insurance","2012","inadequately","East Germany","","","","","2"
"Private health insurance","2012","in school","West Germany","68","0.169540592347553","0.133569303166422","0.205511881528683","2"
"Private health insurance","2012","in school","East Germany","8","","","","2"
"Public health insurance","2012","vocational + Abi","East Germany","280","0.935429992796771","0.907526342420085","0.963333643173457","1"
"Public health insurance","2012","higher vocational","West Germany","1108","0.832790486029812","0.812758159709971","0.852822812349653","1"
"Public health insurance","2012","higher vocational","East Germany","426","0.871849324630847","0.841915548818922","0.901783100442772","1"
"Public health insurance","2012","higher education","West Germany","2851","0.644054302921394","0.630235941154973","0.657872664687814","1"
"Public health insurance","2012","higher education","East Germany","1290","0.868904205806184","0.852036723920685","0.885771687691683","1"
"Public health insurance","2012","general elemantary","West Germany","2445","0.970698685952242","0.964128346799401","0.977269025105082","1"
"Public health insurance","2012","general elemantary","East Germany","369","0.976686448085122","0.961434125851285","0.991938770318959","1"
"Public health insurance","2012","middle vocational","West Germany","9353","0.916701841561361","0.911353587734151","0.922050095388571","1"
"Public health insurance","2012","middle vocational","East Germany","3195","0.957760982022099","0.950927502319662","0.964594461724535","1"
"Public health insurance","2012","vocational + Abi","West Germany","1536","0.907693673200539","0.893806773095305","0.921580573305773","1"
"Public health insurance","2012","inadequately","West Germany","333","0.963091300625983","0.943021348220115","0.983161253031851","1"
"Public health insurance","2012","in school","East Germany","46","0.887877947525052","0.803724218457647","0.972031676592457","1"
"Public health insurance","2012","inadequately","East Germany","49","1","1","1","1"
"Public health insurance","2012","in school","West Germany","350","0.830459407652447","0.794488118471317","0.866430696833577","1"
"Neither","2013","higher education","East Germany","","","","","3"
"Neither","2013","higher vocational","West Germany","","","","","3"
"Neither","2013","higher education","West Germany","","","","","3"
"Neither","2013","higher vocational","East Germany","","","","","3"
"Neither","2013","general elemantary","East Germany","","","","","3"
"Neither","2013","middle vocational","West Germany","","","","","3"
"Neither","2013","middle vocational","East Germany","","","","","3"
"Neither","2013","vocational + Abi","West Germany","","","","","3"
"Neither","2013","vocational + Abi","East Germany","","","","","3"
"Neither","2013","in school","West Germany","","","","","3"
"Neither","2013","in school","East Germany","","","","","3"
"Neither","2013","inadequately","West Germany","","","","","3"
"Neither","2013","inadequately","East Germany","","","","","3"
"Neither","2013","general elemantary","West Germany","","","","","3"
"Private health insurance","2013","higher vocational","West Germany","224","0.171502710576456","0.150980382297032","0.19202503885588","2"
"Private health insurance","2013","higher vocational","East Germany","48","0.121613805661427","0.090934958446562","0.152292652876292","2"
"Private health insurance","2013","higher education","West Germany","1768","0.354186001682474","0.341318537419276","0.367053465945673","2"
"Private health insurance","2013","general elemantary","East Germany","6","","","","2"
"Private health insurance","2013","middle vocational","West Germany","845","0.0847028801974649","0.0795000169901869","0.089905743404743","2"
"Private health insurance","2013","middle vocational","East Germany","120","0.0396916887340791","0.0329304736148662","0.046452903853292","2"
"Private health insurance","2013","vocational + Abi","East Germany","16","","","","2"
"Private health insurance","2013","higher education","East Germany","244","0.120583724354524","0.104424244107686","0.136743204601363","2"
"Private health insurance","2013","general elemantary","West Germany","77","0.0282183301232508","0.0225744081633445","0.0338622520831571","2"
"Private health insurance","2013","vocational + Abi","West Germany","128","0.0854824795523071","0.0733820766399548","0.0975828824646594","2"
"Private health insurance","2013","inadequately","West Germany","11","","","","2"
"Private health insurance","2013","inadequately","East Germany","2","","","","2"
"Private health insurance","2013","in school","East Germany","5","","","","2"
"Private health insurance","2013","in school","West Germany","56","0.15100422647115","0.121134869873483","0.180873583068816","2"
"Public health insurance","2013","vocational + Abi","East Germany","303","0.947752696125502","0.923333452600083","0.972171939650921","1"
"Public health insurance","2013","higher vocational","West Germany","1072","0.828497289423544","0.80797496114412","0.849019617702968","1"
"Public health insurance","2013","higher vocational","East Germany","388","0.878386194338573","0.847707347123709","0.909065041553438","1"
"Public health insurance","2013","higher education","West Germany","3539","0.645813998317526","0.632946534054327","0.658681462580724","1"
"Public health insurance","2013","higher education","East Germany","1316","0.879416275645476","0.863256795398637","0.895575755892314","1"
"Public health insurance","2013","general elemantary","East Germany","407","0.98522146140778","0.97358406730522","0.996858855510341","1"
"Public health insurance","2013","middle vocational","West Germany","10157","0.915297119802535","0.910094256595257","0.920499983009813","1"
"Public health insurance","2013","middle vocational","East Germany","3083","0.960308311265921","0.953547096146708","0.967069526385134","1"
"Public health insurance","2013","vocational + Abi","West Germany","1923","0.914517520447693","0.902417117535341","0.926617923360045","1"
"Public health insurance","2013","general elemantary","West Germany","3230","0.971781669876749","0.966137747916843","0.977425591836655","1"
"Public health insurance","2013","in school","West Germany","496","0.84899577352885","0.819126416931184","0.878865130126517","1"
"Public health insurance","2013","inadequately","West Germany","559","0.955152080275922","0.938161114009208","0.972143046542636","1"
"Public health insurance","2013","inadequately","East Germany","62","0.984783257458325","0.954792372661764","1.01477414225489","1"
"Public health insurance","2013","in school","East Germany","67","0.931175448698915","0.872700574574639","0.989650322823191","1"
"Neither","2014","middle vocational","East Germany","","","","","3"
"Neither","2014","vocational + Abi","East Germany","","","","","3"
"Neither","2014","higher vocational","West Germany","","","","","3"
"Neither","2014","higher vocational","East Germany","","","","","3"
"Neither","2014","higher education","West Germany","","","","","3"
"Neither","2014","higher education","East Germany","","","","","3"
"Neither","2014","general elemantary","East Germany","","","","","3"
"Neither","2014","middle vocational","West Germany","","","","","3"
"Neither","2014","vocational + Abi","West Germany","","","","","3"
"Neither","2014","in school","West Germany","","","","","3"
"Neither","2014","in school","East Germany","","","","","3"
"Neither","2014","inadequately","West Germany","","","","","3"
"Neither","2014","inadequately","East Germany","","","","","3"
"Neither","2014","general elemantary","West Germany","","","","","3"
"Private health insurance","2014","higher education","West Germany","1600","0.347251934405549","0.333758004846646","0.360745863964452","2"
"Private health insurance","2014","general elemantary","East Germany","5","","","","2"
"Private health insurance","2014","middle vocational","East Germany","100","0.0319650503593801","0.0255249414311593","0.0384051592876008","2"
"Private health insurance","2014","higher vocational","West Germany","208","0.17258172968533","0.151084490261531","0.19407896910913","2"
"Private health insurance","2014","higher vocational","East Germany","41","0.103211845121949","0.073727184065318","0.13269650617858","2"
"Private health insurance","2014","vocational + Abi","East Germany","12","","","","2"
"Private health insurance","2014","middle vocational","West Germany","764","0.0831962933668424","0.0777055964822659","0.0886869902514189","2"
"Private health insurance","2014","in school","West Germany","33","0.10349898748286","0.0733447396233039","0.133653235342415","2"
"Private health insurance","2014","in school","East Germany","7","","","","2"
"Private health insurance","2014","inadequately","West Germany","9","","","","2"
"Private health insurance","2014","general elemantary","West Germany","81","0.0300554276433301","0.0236542012152286","0.0364566540714317","2"
"Private health insurance","2014","vocational + Abi","West Germany","110","0.0721289645791475","0.0600255422228989","0.084232386935396","2"
"Private health insurance","2014","higher education","East Germany","223","0.124524095055892","0.107505929642373","0.141542260469412","2"
"Private health insurance","2014","inadequately","East Germany","1","","","","2"
"Public health insurance","2014","vocational + Abi","East Germany","285","0.967435183330705","0.947248957667876","0.987621408993534","1"
"Public health insurance","2014","higher vocational","West Germany","979","0.82741827031467","0.80592103089087","0.848915509738469","1"
"Public health insurance","2014","higher vocational","East Germany","368","0.896788154878051","0.86730349382142","0.926272815934682","1"
"Public health insurance","2014","higher education","West Germany","3182","0.652748065594451","0.639254136035548","0.666241995153354","1"
"Public health insurance","2014","higher education","East Germany","1223","0.875475904944108","0.858457739530588","0.892494070357627","1"
"Public health insurance","2014","general elemantary","West Germany","2652","0.96994457235667","0.963543345928568","0.976345798784771","1"
"Public health insurance","2014","general elemantary","East Germany","376","0.986830043214327","0.97538285141572","0.998277235012934","1"
"Public health insurance","2014","middle vocational","West Germany","8955","0.916803706633158","0.911313009748581","0.922294403517734","1"
"Public health insurance","2014","middle vocational","East Germany","2766","0.96803494964062","0.961594840712399","0.974475058568841","1"
"Public health insurance","2014","vocational + Abi","West Germany","1645","0.927871035420852","0.915767613064604","0.939974457777101","1"
"Public health insurance","2014","in school","West Germany","359","0.89650101251714","0.866346764657585","0.926655260376696","1"
"Public health insurance","2014","inadequately","West Germany","440","0.946441162830645","0.925616053005064","0.967266272656226","1"
"Public health insurance","2014","inadequately","East Germany","54","0.986724042075541","0.956475981435214","1.01697210271587","1"
"Public health insurance","2014","in school","East Germany","46","0.759454307239465","0.64438492716385","0.87452368731508","1"
"Neither","2015","general elemantary","East Germany","","","","","3"
"Neither","2015","middle vocational","West Germany","","","","","3"
"Neither","2015","middle vocational","East Germany","","","","","3"
"Neither","2015","vocational + Abi","West Germany","","","","","3"
"Neither","2015","vocational + Abi","East Germany","","","","","3"
"Neither","2015","higher vocational","West Germany","","","","","3"
"Neither","2015","higher vocational","East Germany","","","","","3"
"Neither","2015","higher education","West Germany","","","","","3"
"Neither","2015","higher education","East Germany","","","","","3"
"Neither","2015","in school","West Germany","","","","","3"
"Neither","2015","in school","East Germany","","","","","3"
"Neither","2015","inadequately","West Germany","","","","","3"
"Neither","2015","inadequately","East Germany","","","","","3"
"Neither","2015","general elemantary","West Germany","","","","","3"
"Private health insurance","2015","middle vocational","East Germany","97","0.0327417779957925","0.0260977595554206","0.0393857964361643","2"
"Private health insurance","2015","vocational + Abi","East Germany","11","","","","2"
"Private health insurance","2015","higher vocational","West Germany","199","0.167594834672716","0.145913133059952","0.18927653628548","2"
"Private health insurance","2015","higher education","West Germany","1543","0.336764280309638","0.323675086591587","0.34985347402769","2"
"Private health insurance","2015","general elemantary","East Germany","4","","","","2"
"Private health insurance","2015","middle vocational","West Germany","744","0.0857034885527758","0.0800608390644218","0.0913461380411297","2"
"Private health insurance","2015","higher vocational","East Germany","41","0.109027070339109","0.078445409403213","0.139608731275005","2"
"Private health insurance","2015","in school","West Germany","34","0.117861742245401","0.0825330258083575","0.153190458682444","2"
"Private health insurance","2015","in school","East Germany","7","","","","2"
"Private health insurance","2015","inadequately","West Germany","9","","","","2"
"Private health insurance","2015","general elemantary","West Germany","79","0.0304839496787433","0.0238898155800115","0.0370780837774751","2"
"Private health insurance","2015","vocational + Abi","West Germany","109","0.0847506984601895","0.0721577899812107","0.0973436069391683","2"
"Private health insurance","2015","higher education","East Germany","218","0.132880046473624","0.115280500982316","0.150479591964933","2"
"Private health insurance","2015","inadequately","East Germany","","","","","2"
"Public health insurance","2015","vocational + Abi","East Germany","279","0.957380831887905","0.934132385259881","0.980629278515929","1"
"Public health insurance","2015","higher vocational","West Germany","941","0.832405165327284","0.81072346371452","0.854086866940048","1"
