"ple0097","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","2016","35-65 y.","West Germany","9599","0.860679087989285","0.854222316983519","0.86713585899505","1"
"Public health insurance","2016","35-65 y.","East Germany","2615","0.913456994377143","0.903218552168367","0.923695436585918","1"
"Public health insurance","2016","66 and older","West Germany","2842","0.831640511355876","0.819400340383915","0.843880682327838","1"
"Public health insurance","2016","66 and older","East Germany","1144","0.976747384240607","0.96817765882788","0.985317109653333","1"
"Public health insurance","2016","16-34 y.","West Germany","4362","0.915151045373394","0.907175183711192","0.923126907035596","1"
"Neither","2017","16-34 y.","West Germany","","","","","3"
"Neither","2017","16-34 y.","East Germany","","","","","3"
"Neither","2017","35-65 y.","West Germany","","","","","3"
"Neither","2017","35-65 y.","East Germany","","","","","3"
"Neither","2017","66 and older","West Germany","","","","","3"
"Neither","2017","66 and older","East Germany","","","","","3"
"Private health insurance","2017","16-34 y.","East Germany","45","0.0472494658443338","0.0348401949606722","0.0596587367279955","2"
"Private health insurance","2017","66 and older","East Germany","56","0.0323350557921637","0.0224935509244937","0.0421765606598337","2"
"Private health insurance","2017","16-34 y.","West Germany","381","0.0815643279705017","0.0740482180387753","0.089080437902228","2"
"Private health insurance","2017","35-65 y.","West Germany","1638","0.137369957999194","0.131248766067494","0.143491149930894","2"
"Private health insurance","2017","35-65 y.","East Germany","290","0.0790104041448844","0.0697603765683849","0.0882604317213839","2"
"Private health insurance","2017","66 and older","West Germany","817","0.176626486865782","0.164480668002939","0.188772305728625","2"
"Public health insurance","2017","16-34 y.","East Germany","1078","0.952750534155666","0.940341263272005","0.965159805039328","1"
"Public health insurance","2017","35-65 y.","West Germany","10511","0.862630042000806","0.856508850069106","0.868751233932506","1"
"Public health insurance","2017","35-65 y.","East Germany","2977","0.920989595855116","0.911739568278616","0.930239623431615","1"
"Public health insurance","2017","66 and older","West Germany","2970","0.823373513134218","0.811227694271375","0.835519331997061","1"
"Public health insurance","2017","66 and older","East Germany","1185","0.967664944207836","0.957823439340166","0.977506449075506","1"
"Public health insurance","2017","16-34 y.","West Germany","4713","0.918435672029498","0.910919562097772","0.925951781961225","1"
"Neither","2018","16-34 y.","West Germany","","","","","3"
"Neither","2018","16-34 y.","East Germany","","","","","3"
"Neither","2018","35-65 y.","West Germany","","","","","3"
"Neither","2018","35-65 y.","East Germany","","","","","3"
"Neither","2018","66 and older","West Germany","","","","","3"
"Neither","2018","66 and older","East Germany","","","","","3"
"Private health insurance","2018","16-34 y.","East Germany","47","0.0673698967718473","0.0525028595931584","0.0822369339505361","2"
"Private health insurance","2018","66 and older","East Germany","60","0.0372984050017741","0.0268396130598756","0.0477571969436725","2"
"Private health insurance","2018","16-34 y.","West Germany","350","0.0800989903739607","0.0725256307274624","0.0876723500204589","2"
"Private health insurance","2018","66 and older","West Germany","812","0.178034903347756","0.165870446867976","0.190199359827536","2"
"Private health insurance","2018","35-65 y.","West Germany","1475","0.131158855517697","0.12498990154658","0.137327809488815","2"
"Private health insurance","2018","35-65 y.","East Germany","254","0.0758476798391331","0.0666240012050636","0.0850713584732026","2"
"Public health insurance","2018","16-34 y.","East Germany","1045","0.932630103228153","0.917763066049464","0.947497140406842","1"
"Public health insurance","2018","35-65 y.","West Germany","10028","0.868841144482303","0.862672190511185","0.87501009845342","1"
"Public health insurance","2018","66 and older","East Germany","1201","0.962701594998226","0.952242803056327","0.973160386940124","1"
"Public health insurance","2018","16-34 y.","West Germany","4585","0.919901009626039","0.912327649979541","0.927474369272538","1"
"Public health insurance","2018","35-65 y.","East Germany","2911","0.924152320160867","0.914928641526798","0.933375998794936","1"
"Public health insurance","2018","66 and older","West Germany","2987","0.821965096652244","0.809800640172464","0.834129553132024","1"
"Neither","2019","16-34 y.","West Germany","","","","","3"
"Neither","2019","16-34 y.","East Germany","","","","","3"
"Neither","2019","35-65 y.","West Germany","","","","","3"
"Neither","2019","35-65 y.","East Germany","","","","","3"
"Neither","2019","66 and older","West Germany","","","","","3"
"Neither","2019","66 and older","East Germany","","","","","3"
"Private health insurance","2019","16-34 y.","East Germany","44","0.0536823779380481","0.0394321853567813","0.0679325705193149","2"
"Private health insurance","2019","66 and older","East Germany","108","0.046222861201414","0.0348873201880896","0.0575584022147384","2"
"Private health insurance","2019","16-34 y.","West Germany","378","0.0855949577166937","0.0773714565417087","0.0938184588916787","2"
"Private health insurance","2019","66 and older","West Germany","941","0.180218269277114","0.168173535838802","0.192263002715426","2"
"Private health insurance","2019","35-65 y.","West Germany","2074","0.132241132269407","0.126131369615907","0.138350894922907","2"
"Private health insurance","2019","35-65 y.","East Germany","451","0.0760992536324189","0.0670414889143907","0.0851570183504472","2"
"Public health insurance","2019","16-34 y.","East Germany","917","0.946317622061952","0.932067429480685","0.960567814643219","1"
"Public health insurance","2019","66 and older","East Germany","1210","0.953777138798586","0.942441597785261","0.96511267981191","1"
"Public health insurance","2019","35-65 y.","West Germany","9735","0.867758867730593","0.861649105077093","0.873868630384093","1"
"Public health insurance","2019","16-34 y.","West Germany","4068","0.914405042283306","0.906181541108321","0.922628543458291","1"
"Public health insurance","2019","35-65 y.","East Germany","2841","0.923900746367581","0.914842981649553","0.932958511085609","1"
"Public health insurance","2019","66 and older","West Germany","2971","0.819781730722886","0.807736997284574","0.831826464161198","1"
