"ple0097","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Neither","2018","Part Time","Male","","","",""
"Neither","2018","Part Time","Female","","","",""
"Neither","2018","Not Working","Male","","","",""
"Neither","2018","Not Working","Female","","","",""
"Public health insurance","2019","Full Time","Male","5221","0.845272364409221","0.836671709310027","0.853873019508416"
"Public health insurance","2019","Full Time","Female","3149","0.887298490351233","0.87710499559621","0.897491985106257"
"Public health insurance","2019","Part Time","Male","1721","0.890611508713167","0.876990003228457","0.904233014197878"
"Public health insurance","2019","Part Time","Female","4784","0.929969405345588","0.923039816505154","0.936898994186022"
"Public health insurance","2019","Not Working","Male","2872","0.835985725398511","0.823730523716784","0.848240927080238"
"Public health insurance","2019","Not Working","Female","4054","0.898462446646453","0.889719824011693","0.907205069281213"
"Private health insurance","2019","Full Time","Male","1571","0.154727635590779","0.146126980491584","0.163328290689973"
"Private health insurance","2019","Full Time","Female","548","0.112701509648767","0.102508014893743","0.12289500440379"
"Private health insurance","2019","Part Time","Male","296","0.109388491286833","0.0957669858021223","0.123009996771543"
"Private health insurance","2019","Part Time","Female","426","0.0700305946544123","0.0631010058139783","0.0769601834948464"
"Private health insurance","2019","Not Working","Male","635","0.164014274601489","0.151759072919762","0.176269476283216"
"Private health insurance","2019","Not Working","Female","531","0.101537553353547","0.0927949307187875","0.110280175988307"
"Neither","2019","Full Time","Male","","","",""
"Neither","2019","Full Time","Female","","","",""
"Neither","2019","Part Time","Male","","","",""
"Neither","2019","Part Time","Female","","","",""
"Neither","2019","Not Working","Male","","","",""
"Neither","2019","Not Working","Female","","","",""
