"ple0097","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Neither","2017","no migration background","Urban Area","","","",""
"Neither","2017","no migration background","Rural Area","","","",""
"Neither","2017","direct migration background","Urban Area","","","",""
"Neither","2017","direct migration background","Rural Area","","","",""
"Neither","2017","indirect migration background","Urban Area","","","",""
"Neither","2017","indirect migration background","Rural Area","","","",""
"Public health insurance","2018","no migration background","Urban Area","10083","0.844762278721386","0.83828790332115","0.851236654121621"
"Public health insurance","2018","no migration background","Rural Area","6765","0.890958706482692","0.883945165575141","0.897972247390242"
"Public health insurance","2018","direct migration background","Urban Area","3199","0.960178380298719","0.953510873096876","0.966845887500563"
"Public health insurance","2018","direct migration background","Rural Area","1109","0.960526665740129","0.949198573428198","0.971854758052059"
"Public health insurance","2018","indirect migration background","Urban Area","1308","0.933657817089688","0.920588247655875","0.9467273865235"
"Public health insurance","2018","indirect migration background","Rural Area","293","0.933020612274054","0.905544787578012","0.960496436970097"
"Private health insurance","2018","no migration background","Urban Area","1935","0.155237721278614","0.148763345878379","0.16171209667885"
"Private health insurance","2018","no migration background","Rural Area","822","0.109041293517308","0.102027752609758","0.116054834424859"
"Private health insurance","2018","direct migration background","Urban Area","105","0.0398216197012808","0.0331541124994373","0.0464891269031242"
"Private health insurance","2018","direct migration background","Rural Area","26","","",""
"Private health insurance","2018","indirect migration background","Urban Area","85","0.0663421829103121","0.0532726134764995","0.0794117523441246"
"Private health insurance","2018","indirect migration background","Rural Area","25","","",""
"Neither","2018","no migration background","Urban Area","","","",""
"Neither","2018","no migration background","Rural Area","","","",""
"Neither","2018","direct migration background","Urban Area","","","",""
"Neither","2018","direct migration background","Rural Area","","","",""
"Neither","2018","indirect migration background","Urban Area","","","",""
"Neither","2018","indirect migration background","Rural Area","","","",""
"Public health insurance","2019","no migration background","Urban Area","9142","0.841359604102581","0.834677715670955","0.848041492534206"
"Public health insurance","2019","no migration background","Rural Area","6470","0.887233448447938","0.880096726221944","0.894370170673932"
"Public health insurance","2019","direct migration background","Urban Area","2530","0.956799511226421","0.949113725695521","0.964485296757321"
"Public health insurance","2019","direct migration background","Rural Area","954","0.951694826458196","0.938304978262132","0.965084674654261"
"Public health insurance","2019","indirect migration background","Urban Area","1140","0.929160875629456","0.915045276072917","0.943276475185996"
"Public health insurance","2019","indirect migration background","Rural Area","296","0.930881750715809","0.903389022583166","0.958374478848452"
"Private health insurance","2019","no migration background","Urban Area","2342","0.158640395897419","0.151958507465793","0.165322284329045"
"Private health insurance","2019","no migration background","Rural Area","1076","0.112766551552062","0.105629829326068","0.119903273778056"
"Private health insurance","2019","direct migration background","Urban Area","158","0.0432004887735789","0.0355147032426787","0.0508862743044791"
"Private health insurance","2019","direct migration background","Rural Area","31","0.0483051735418036","0.0349153253457395","0.0616950217378677"
"Private health insurance","2019","indirect migration background","Urban Area","129","0.0708391243705435","0.0567235248140037","0.0849547239270833"
"Private health insurance","2019","indirect migration background","Rural Area","31","0.0691182492841909","0.0416255211515482","0.0966109774168336"
"Neither","2019","no migration background","Urban Area","","","",""
"Neither","2019","no migration background","Rural Area","","","",""
"Neither","2019","direct migration background","Urban Area","","","",""
"Neither","2019","direct migration background","Rural Area","","","",""
"Neither","2019","indirect migration background","Urban Area","","","",""
"Neither","2019","indirect migration background","Rural Area","","","",""
