"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1989","no migration background","vocational + Abi","30","0.326397683462988","0.227297562335687","0.42549780459029"
"Reasonable","1989","no migration background","higher vocational","86","0.324914879190145","0.26809609906922","0.38173365931107"
"Reasonable","1989","no migration background","higher education","127","0.417214444463622","0.362234675718767","0.472194213208478"
"Reasonable","1989","direct migration background","in school","3","","",""
"Reasonable","1989","direct migration background","inadequately","11","","",""
"Reasonable","1989","direct migration background","general elemantary","33","0.26235276596394","0.177805687681844","0.346899844246036"
"Reasonable","1989","direct migration background","middle vocational","56","0.368562298637435","0.28949429371637","0.4476303035585"
"Reasonable","1989","direct migration background","vocational + Abi","3","","",""
"Reasonable","1989","direct migration background","higher vocational","4","","",""
"Reasonable","1989","direct migration background","higher education","10","","",""
"Reasonable","1989","indirect migration background","in school","","","",""
"Reasonable","1989","indirect migration background","inadequately","1","","",""
"Reasonable","1989","indirect migration background","general elemantary","10","","",""
"Reasonable","1989","indirect migration background","middle vocational","9","","",""
"Reasonable","1989","indirect migration background","vocational + Abi","","","",""
"Reasonable","1989","indirect migration background","higher vocational","2","","",""
"Reasonable","1989","indirect migration background","higher education","","","",""
"Slightly Expensive","1989","no migration background","in school","9","","",""
"Slightly Expensive","1989","no migration background","inadequately","","","",""
"Slightly Expensive","1989","no migration background","general elemantary","47","0.0559125671017086","0.0402727507092363","0.0715523834941809"
"Slightly Expensive","1989","no migration background","middle vocational","122","0.0611447739256117","0.0504803310487329","0.0718092168024906"
"Slightly Expensive","1989","no migration background","vocational + Abi","6","","",""
"Slightly Expensive","1989","no migration background","higher vocational","29","","",""
"Slightly Expensive","1989","no migration background","higher education","23","","",""
"Slightly Expensive","1989","direct migration background","in school","","","",""
"Slightly Expensive","1989","direct migration background","inadequately","6","","",""
"Slightly Expensive","1989","direct migration background","general elemantary","12","","",""
"Slightly Expensive","1989","direct migration background","middle vocational","10","","",""
"Slightly Expensive","1989","direct migration background","vocational + Abi","2","","",""
"Slightly Expensive","1989","direct migration background","higher vocational","2","","",""
"Slightly Expensive","1989","direct migration background","higher education","4","","",""
"Slightly Expensive","1989","indirect migration background","in school","","","",""
"Slightly Expensive","1989","indirect migration background","inadequately","","","",""
"Slightly Expensive","1989","indirect migration background","general elemantary","2","","",""
"Slightly Expensive","1989","indirect migration background","middle vocational","3","","",""
"Slightly Expensive","1989","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","1989","indirect migration background","higher vocational","","","",""
"Slightly Expensive","1989","indirect migration background","higher education","","","",""
"Too Expensive","1989","no migration background","in school","1","","",""
"Too Expensive","1989","no migration background","inadequately","","","",""
"Too Expensive","1989","no migration background","general elemantary","12","","",""
"Too Expensive","1989","no migration background","middle vocational","30","0.0136719869324176","0.00850323501840132","0.018840738846434"
"Too Expensive","1989","no migration background","vocational + Abi","","","",""
"Too Expensive","1989","no migration background","higher vocational","2","","",""
"Too Expensive","1989","no migration background","higher education","1","","",""
"Too Expensive","1989","direct migration background","in school","","","",""
"Too Expensive","1989","direct migration background","inadequately","","","",""
"Too Expensive","1989","direct migration background","general elemantary","1","","",""
"Too Expensive","1989","direct migration background","middle vocational","2","","",""
"Too Expensive","1989","direct migration background","vocational + Abi","","","",""
"Too Expensive","1989","direct migration background","higher vocational","","","",""
"Too Expensive","1989","direct migration background","higher education","","","",""
"Too Expensive","1989","indirect migration background","in school","","","",""
"Too Expensive","1989","indirect migration background","inadequately","","","",""
"Too Expensive","1989","indirect migration background","general elemantary","","","",""
"Too Expensive","1989","indirect migration background","middle vocational","","","",""
"Too Expensive","1989","indirect migration background","vocational + Abi","","","",""
"Too Expensive","1989","indirect migration background","higher vocational","","","",""
"Too Expensive","1989","indirect migration background","higher education","","","",""
"Very Inexpensive","1990","no migration background","in school","15","","",""
"Very Inexpensive","1990","no migration background","inadequately","2","","",""
"Very Inexpensive","1990","no migration background","general elemantary","160","0.210066755858289","0.18147935643833","0.238654155278247"
"Very Inexpensive","1990","no migration background","middle vocational","388","0.202560781531775","0.184460531213585","0.220661031849965"
"Very Inexpensive","1990","no migration background","vocational + Abi","21","","",""
"Very Inexpensive","1990","no migration background","higher vocational","49","0.190409623265029","0.142125055479547","0.238694191050511"
"Very Inexpensive","1990","no migration background","higher education","70","0.198023483484947","0.15476428537371","0.241282681596184"
"Very Inexpensive","1990","direct migration background","in school","1","","",""
"Very Inexpensive","1990","direct migration background","inadequately","3","","",""
"Very Inexpensive","1990","direct migration background","general elemantary","17","","",""
"Very Inexpensive","1990","direct migration background","middle vocational","35","0.335067470886257","0.25876399057223","0.411370951200284"
"Very Inexpensive","1990","direct migration background","vocational + Abi","1","","",""
"Very Inexpensive","1990","direct migration background","higher vocational","5","","",""
"Very Inexpensive","1990","direct migration background","higher education","4","","",""
"Very Inexpensive","1990","indirect migration background","in school","2","","",""
"Very Inexpensive","1990","indirect migration background","inadequately","","","",""
"Very Inexpensive","1990","indirect migration background","general elemantary","3","","",""
"Very Inexpensive","1990","indirect migration background","middle vocational","2","","",""
"Very Inexpensive","1990","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","1990","indirect migration background","higher vocational","","","",""
"Very Inexpensive","1990","indirect migration background","higher education","","","",""
"Inexpensive","1990","no migration background","in school","21","","",""
"Inexpensive","1990","no migration background","inadequately","12","","",""
"Inexpensive","1990","no migration background","general elemantary","340","0.447685069051422","0.412788680271305","0.482581457831539"
"Inexpensive","1990","no migration background","middle vocational","671","0.359575297255213","0.337963690055673","0.381186904454754"
"Inexpensive","1990","no migration background","vocational + Abi","29","","",""
"Inexpensive","1990","no migration background","higher vocational","82","0.320794490820725","0.263390077427892","0.378198904213558"
"Inexpensive","1990","no migration background","higher education","113","0.356435491067265","0.304444774347129","0.408426207787401"
"Inexpensive","1990","direct migration background","in school","","","",""
"Inexpensive","1990","direct migration background","inadequately","24","","",""
"Inexpensive","1990","direct migration background","general elemantary","38","0.318378082786016","0.234679526839596","0.402076638732437"
"Inexpensive","1990","direct migration background","middle vocational","52","0.304024847810442","0.229664599585296","0.378385096035589"
"Inexpensive","1990","direct migration background","vocational + Abi","4","","",""
"Inexpensive","1990","direct migration background","higher vocational","7","","",""
"Inexpensive","1990","direct migration background","higher education","12","","",""
"Inexpensive","1990","indirect migration background","in school","1","","",""
"Inexpensive","1990","indirect migration background","inadequately","1","","",""
"Inexpensive","1990","indirect migration background","general elemantary","8","","",""
"Inexpensive","1990","indirect migration background","middle vocational","9","","",""
"Inexpensive","1990","indirect migration background","vocational + Abi","1","","",""
"Inexpensive","1990","indirect migration background","higher vocational","","","",""
"Inexpensive","1990","indirect migration background","higher education","","","",""
"Reasonable","1990","no migration background","in school","24","","",""
"Reasonable","1990","no migration background","inadequately","6","","",""
"Reasonable","1990","no migration background","general elemantary","231","0.291166836139415","0.259284968266709","0.323048704012121"
"Reasonable","1990","no migration background","middle vocational","695","0.363242816394137","0.341583559746269","0.384902073042004"
"Reasonable","1990","no migration background","vocational + Abi","36","0.386216382576962","0.285627535960746","0.486805229193179"
"Reasonable","1990","no migration background","higher vocational","97","0.391039612221802","0.331027884375934","0.451051340067671"
"Reasonable","1990","no migration background","higher education","117","0.368048028213564","0.315695992334006","0.420400064093122"
"Reasonable","1990","direct migration background","in school","3","","",""
"Reasonable","1990","direct migration background","inadequately","15","","",""
"Reasonable","1990","direct migration background","general elemantary","46","0.325218105036697","0.241050750211047","0.409385459862348"
"Reasonable","1990","direct migration background","middle vocational","50","0.305434919492107","0.230977969881563","0.37989186910265"
"Reasonable","1990","direct migration background","vocational + Abi","6","","",""
"Reasonable","1990","direct migration background","higher vocational","9","","",""
"Reasonable","1990","direct migration background","higher education","14","","",""
"Reasonable","1990","indirect migration background","in school","1","","",""
"Reasonable","1990","indirect migration background","inadequately","2","","",""
"Reasonable","1990","indirect migration background","general elemantary","8","","",""
"Reasonable","1990","indirect migration background","middle vocational","10","","",""
"Reasonable","1990","indirect migration background","vocational + Abi","","","",""
"Reasonable","1990","indirect migration background","higher vocational","2","","",""
"Reasonable","1990","indirect migration background","higher education","","","",""
"Slightly Expensive","1990","no migration background","in school","4","","",""
"Slightly Expensive","1990","no migration background","inadequately","3","","",""
"Slightly Expensive","1990","no migration background","general elemantary","43","0.044594118512602","0.0301086169683915","0.0590796200568125"
"Slightly Expensive","1990","no migration background","middle vocational","122","0.066391648989835","0.0551792848094051","0.0776040131702649"
"Slightly Expensive","1990","no migration background","vocational + Abi","3","","",""
"Slightly Expensive","1990","no migration background","higher vocational","19","","",""
"Slightly Expensive","1990","no migration background","higher education","23","","",""
"Slightly Expensive","1990","direct migration background","in school","1","","",""
"Slightly Expensive","1990","direct migration background","inadequately","2","","",""
"Slightly Expensive","1990","direct migration background","general elemantary","14","","",""
"Slightly Expensive","1990","direct migration background","middle vocational","10","","",""
"Slightly Expensive","1990","direct migration background","vocational + Abi","2","","",""
"Slightly Expensive","1990","direct migration background","higher vocational","1","","",""
"Slightly Expensive","1990","direct migration background","higher education","4","","",""
"Slightly Expensive","1990","indirect migration background","in school","1","","",""
"Slightly Expensive","1990","indirect migration background","inadequately","","","",""
"Slightly Expensive","1990","indirect migration background","general elemantary","","","",""
"Slightly Expensive","1990","indirect migration background","middle vocational","","","",""
"Slightly Expensive","1990","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","1990","indirect migration background","higher vocational","","","",""
"Slightly Expensive","1990","indirect migration background","higher education","","","",""
"Too Expensive","1990","no migration background","in school","1","","",""
"Too Expensive","1990","no migration background","inadequately","","","",""
"Too Expensive","1990","no migration background","general elemantary","6","","",""
"Too Expensive","1990","no migration background","middle vocational","18","","",""
"Too Expensive","1990","no migration background","vocational + Abi","1","","",""
"Too Expensive","1990","no migration background","higher vocational","7","","",""
"Too Expensive","1990","no migration background","higher education","3","","",""
"Too Expensive","1990","direct migration background","in school","","","",""
"Too Expensive","1990","direct migration background","inadequately","","","",""
"Too Expensive","1990","direct migration background","general elemantary","4","","",""
"Too Expensive","1990","direct migration background","middle vocational","","","",""
"Too Expensive","1990","direct migration background","vocational + Abi","","","",""
"Too Expensive","1990","direct migration background","higher vocational","","","",""
"Too Expensive","1990","direct migration background","higher education","1","","",""
"Too Expensive","1990","indirect migration background","in school","","","",""
"Too Expensive","1990","indirect migration background","inadequately","","","",""
"Too Expensive","1990","indirect migration background","general elemantary","","","",""
"Too Expensive","1990","indirect migration background","middle vocational","","","",""
"Too Expensive","1990","indirect migration background","vocational + Abi","","","",""
"Too Expensive","1990","indirect migration background","higher vocational","","","",""
"Too Expensive","1990","indirect migration background","higher education","","","",""
"Very Inexpensive","1991","no migration background","in school","6","","",""
"Very Inexpensive","1991","no migration background","inadequately","6","","",""
"Very Inexpensive","1991","no migration background","general elemantary","134","0.174614415352482","0.14970094939326","0.199527881311704"
"Very Inexpensive","1991","no migration background","middle vocational","357","0.15038557484542","0.136737486970501","0.164033662720338"
"Very Inexpensive","1991","no migration background","vocational + Abi","15","","",""
"Very Inexpensive","1991","no migration background","higher vocational","40","0.116107510392055","0.0831522568821228","0.149062763901987"
"Very Inexpensive","1991","no migration background","higher education","77","0.176519880587223","0.146139460444398","0.206900300730049"
"Very Inexpensive","1991","direct migration background","in school","1","","",""
"Very Inexpensive","1991","direct migration background","inadequately","3","","",""
"Very Inexpensive","1991","direct migration background","general elemantary","25","","",""
"Very Inexpensive","1991","direct migration background","middle vocational","29","","",""
"Very Inexpensive","1991","direct migration background","vocational + Abi","1","","",""
"Very Inexpensive","1991","direct migration background","higher vocational","2","","",""
"Very Inexpensive","1991","direct migration background","higher education","5","","",""
"Very Inexpensive","1991","indirect migration background","in school","1","","",""
"Very Inexpensive","1991","indirect migration background","inadequately","","","",""
"Very Inexpensive","1991","indirect migration background","general elemantary","3","","",""
"Very Inexpensive","1991","indirect migration background","middle vocational","1","","",""
"Very Inexpensive","1991","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","1991","indirect migration background","higher vocational","","","",""
"Very Inexpensive","1991","indirect migration background","higher education","","","",""
"Inexpensive","1991","no migration background","in school","26","","",""
"Inexpensive","1991","no migration background","inadequately","6","","",""
"Inexpensive","1991","no migration background","general elemantary","303","0.349345324495724","0.318058001267301","0.380632647724147"
"Inexpensive","1991","no migration background","middle vocational","817","0.333418880270249","0.315418595333906","0.351419165206592"
"Inexpensive","1991","no migration background","vocational + Abi","40","0.340468464463009","0.251914506379755","0.429022422546263"
"Inexpensive","1991","no migration background","higher vocational","111","0.348630478825453","0.299608462380878","0.397652495270029"
"Inexpensive","1991","no migration background","higher education","152","0.279294511129083","0.243544142941284","0.315044879316882"
"Inexpensive","1991","direct migration background","in school","","","",""
"Inexpensive","1991","direct migration background","inadequately","13","","",""
"Inexpensive","1991","direct migration background","general elemantary","38","0.369767579104916","0.28863534742267","0.450899810787162"
"Inexpensive","1991","direct migration background","middle vocational","52","0.357159848164736","0.286167444791051","0.42815225153842"
"Inexpensive","1991","direct migration background","vocational + Abi","5","","",""
"Inexpensive","1991","direct migration background","higher vocational","16","","",""
"Inexpensive","1991","direct migration background","higher education","13","","",""
"Inexpensive","1991","indirect migration background","in school","1","","",""
"Inexpensive","1991","indirect migration background","inadequately","1","","",""
"Inexpensive","1991","indirect migration background","general elemantary","7","","",""
"Inexpensive","1991","indirect migration background","middle vocational","10","","",""
"Inexpensive","1991","indirect migration background","vocational + Abi","","","",""
"Inexpensive","1991","indirect migration background","higher vocational","","","",""
"Inexpensive","1991","indirect migration background","higher education","","","",""
"Reasonable","1991","no migration background","in school","26","","",""
"Reasonable","1991","no migration background","inadequately","16","","",""
"Reasonable","1991","no migration background","general elemantary","323","0.364539108407966","0.332954016771248","0.396124200044684"
"Reasonable","1991","no migration background","middle vocational","929","0.375059650030845","0.356574318821716","0.393544981239975"
"Reasonable","1991","no migration background","vocational + Abi","42","0.424119733769197","0.331764377734642","0.516475089803752"
"Reasonable","1991","no migration background","higher vocational","153","0.435678094963275","0.384669766120645","0.486686423805904"
"Reasonable","1991","no migration background","higher education","202","0.366789440564586","0.328387524844345","0.405191356284827"
"Reasonable","1991","direct migration background","in school","2","","",""
"Reasonable","1991","direct migration background","inadequately","19","","",""
"Reasonable","1991","direct migration background","general elemantary","52","0.299999172726665","0.222981934340753","0.377016411112577"
"Reasonable","1991","direct migration background","middle vocational","67","0.357848182872941","0.286825457641053","0.428870908104828"
"Reasonable","1991","direct migration background","vocational + Abi","7","","",""
"Reasonable","1991","direct migration background","higher vocational","4","","",""
"Reasonable","1991","direct migration background","higher education","16","","",""
"Reasonable","1991","indirect migration background","in school","1","","",""
"Reasonable","1991","indirect migration background","inadequately","3","","",""
"Reasonable","1991","indirect migration background","general elemantary","10","","",""
"Reasonable","1991","indirect migration background","middle vocational","10","","",""
"Reasonable","1991","indirect migration background","vocational + Abi","1","","",""
"Reasonable","1991","indirect migration background","higher vocational","2","","",""
"Reasonable","1991","indirect migration background","higher education","","","",""
"Slightly Expensive","1991","no migration background","in school","3","","",""
"Slightly Expensive","1991","no migration background","inadequately","4","","",""
"Slightly Expensive","1991","no migration background","general elemantary","93","0.0829989126654576","0.0648944020192062","0.101103423311709"
"Slightly Expensive","1991","no migration background","middle vocational","343","0.0939108729109862","0.0827730276623831","0.105048718159589"
"Slightly Expensive","1991","no migration background","vocational + Abi","11","","",""
"Slightly Expensive","1991","no migration background","higher vocational","40","0.0736207395352948","0.0467555890158077","0.100485890054782"
"Slightly Expensive","1991","no migration background","higher education","103","0.109936093196124","0.0850101759702022","0.134862010422046"
"Slightly Expensive","1991","direct migration background","in school","1","","",""
"Slightly Expensive","1991","direct migration background","inadequately","4","","",""
"Slightly Expensive","1991","direct migration background","general elemantary","14","","",""
"Slightly Expensive","1991","direct migration background","middle vocational","15","","",""
"Slightly Expensive","1991","direct migration background","vocational + Abi","2","","",""
"Slightly Expensive","1991","direct migration background","higher vocational","2","","",""
"Slightly Expensive","1991","direct migration background","higher education","8","","",""
"Slightly Expensive","1991","indirect migration background","in school","1","","",""
"Slightly Expensive","1991","indirect migration background","inadequately","","","",""
"Slightly Expensive","1991","indirect migration background","general elemantary","1","","",""
"Slightly Expensive","1991","indirect migration background","middle vocational","1","","",""
"Slightly Expensive","1991","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","1991","indirect migration background","higher vocational","","","",""
"Slightly Expensive","1991","indirect migration background","higher education","","","",""
"Too Expensive","1991","no migration background","in school","2","","",""
"Too Expensive","1991","no migration background","inadequately","2","","",""
"Too Expensive","1991","no migration background","general elemantary","39","0.0285022390783703","0.0175821531657132","0.0394223249910273"
"Too Expensive","1991","no migration background","middle vocational","189","0.0472250219424998","0.0391258795024934","0.0553241643825063"
"Too Expensive","1991","no migration background","vocational + Abi","2","","",""
"Too Expensive","1991","no migration background","higher vocational","19","","",""
"Too Expensive","1991","no migration background","higher education","71","0.0674600745229837","0.0474739987636494","0.0874461502823179"
"Too Expensive","1991","direct migration background","in school","","","",""
"Too Expensive","1991","direct migration background","inadequately","","","",""
"Too Expensive","1991","direct migration background","general elemantary","7","","",""
"Too Expensive","1991","direct migration background","middle vocational","12","","",""
"Too Expensive","1991","direct migration background","vocational + Abi","1","","",""
"Too Expensive","1991","direct migration background","higher vocational","","","",""
"Too Expensive","1991","direct migration background","higher education","5","","",""
"Too Expensive","1991","indirect migration background","in school","","","",""
"Too Expensive","1991","indirect migration background","inadequately","","","",""
"Too Expensive","1991","indirect migration background","general elemantary","","","",""
"Too Expensive","1991","indirect migration background","middle vocational","2","","",""
"Too Expensive","1991","indirect migration background","vocational + Abi","","","",""
"Too Expensive","1991","indirect migration background","higher vocational","","","",""
"Too Expensive","1991","indirect migration background","higher education","","","",""
"Very Inexpensive","1992","no migration background","in school","8","","",""
"Very Inexpensive","1992","no migration background","inadequately","6","","",""
"Very Inexpensive","1992","no migration background","general elemantary","130","0.177415020516696","0.151315426384347","0.203514614649046"
"Very Inexpensive","1992","no migration background","middle vocational","351","0.160975276677152","0.146600811208952","0.175349742145352"
"Very Inexpensive","1992","no migration background","vocational + Abi","18","","",""
"Very Inexpensive","1992","no migration background","higher vocational","47","0.127702010136617","0.0933678774570394","0.162036142816194"
"Very Inexpensive","1992","no migration background","higher education","73","0.175975697747432","0.144796341939424","0.20715505355544"
"Very Inexpensive","1992","direct migration background","in school","","","",""
"Very Inexpensive","1992","direct migration background","inadequately","1","","",""
"Very Inexpensive","1992","direct migration background","general elemantary","21","","",""
"Very Inexpensive","1992","direct migration background","middle vocational","31","0.241049457218078","0.179908957601995","0.302189956834161"
"Very Inexpensive","1992","direct migration background","vocational + Abi","2","","",""
"Very Inexpensive","1992","direct migration background","higher vocational","4","","",""
"Very Inexpensive","1992","direct migration background","higher education","7","","",""
"Very Inexpensive","1992","indirect migration background","in school","1","","",""
"Very Inexpensive","1992","indirect migration background","inadequately","","","",""
"Very Inexpensive","1992","indirect migration background","general elemantary","7","","",""
"Very Inexpensive","1992","indirect migration background","middle vocational","6","","",""
"Very Inexpensive","1992","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","1992","indirect migration background","higher vocational","","","",""
"Very Inexpensive","1992","indirect migration background","higher education","","","",""
"Inexpensive","1992","no migration background","in school","26","","",""
"Inexpensive","1992","no migration background","inadequately","3","","",""
"Inexpensive","1992","no migration background","general elemantary","266","0.32562926448292","0.293613841399233","0.357644687566607"
"Inexpensive","1992","no migration background","middle vocational","836","0.349497128236953","0.330847458321789","0.368146798152117"
"Inexpensive","1992","no migration background","vocational + Abi","37","0.338730154770642","0.249471054893511","0.427989254647772"
"Inexpensive","1992","no migration background","higher vocational","108","0.321665895714247","0.273613049814611","0.369718741613883"
"Inexpensive","1992","no migration background","higher education","167","0.297927209358075","0.260480217580223","0.335374201135927"
"Inexpensive","1992","direct migration background","in school","","","",""
"Inexpensive","1992","direct migration background","inadequately","16","","",""
"Inexpensive","1992","direct migration background","general elemantary","45","0.394167461450001","0.31407405684542","0.474260866054583"
"Inexpensive","1992","direct migration background","middle vocational","51","0.285377567266329","0.220824422433194","0.349930712099464"
"Inexpensive","1992","direct migration background","vocational + Abi","3","","",""
"Inexpensive","1992","direct migration background","higher vocational","12","","",""
"Inexpensive","1992","direct migration background","higher education","11","","",""
"Inexpensive","1992","indirect migration background","in school","3","","",""
"Inexpensive","1992","indirect migration background","inadequately","1","","",""
"Inexpensive","1992","indirect migration background","general elemantary","8","","",""
"Inexpensive","1992","indirect migration background","middle vocational","5","","",""
"Inexpensive","1992","indirect migration background","vocational + Abi","","","",""
"Inexpensive","1992","indirect migration background","higher vocational","1","","",""
"Inexpensive","1992","indirect migration background","higher education","1","","",""
"Reasonable","1992","no migration background","in school","29","","",""
"Reasonable","1992","no migration background","inadequately","12","","",""
"Reasonable","1992","no migration background","general elemantary","334","0.414762271396768","0.381102283650217","0.448422259143319"
"Reasonable","1992","no migration background","middle vocational","1015","0.397260387812409","0.378121035673845","0.416399739950973"
"Reasonable","1992","no migration background","vocational + Abi","41","0.368033539233979","0.277078466074543","0.458988612393414"
"Reasonable","1992","no migration background","higher vocational","150","0.414699466678673","0.364017789669816","0.465381143687529"
"Reasonable","1992","no migration background","higher education","227","0.400677694468444","0.360554215341176","0.440801173595711"
"Reasonable","1992","direct migration background","in school","3","","",""
"Reasonable","1992","direct migration background","inadequately","30","0.524015561524332","0.388273359979475","0.65975776306919"
"Reasonable","1992","direct migration background","general elemantary","48","0.277188564050083","0.203825031641301","0.350552096458866"
"Reasonable","1992","direct migration background","middle vocational","78","0.379798196320488","0.31042173759374","0.449174655047235"
"Reasonable","1992","direct migration background","vocational + Abi","10","","",""
"Reasonable","1992","direct migration background","higher vocational","8","","",""
"Reasonable","1992","direct migration background","higher education","16","","",""
"Reasonable","1992","indirect migration background","in school","4","","",""
"Reasonable","1992","indirect migration background","inadequately","3","","",""
"Reasonable","1992","indirect migration background","general elemantary","13","","",""
"Reasonable","1992","indirect migration background","middle vocational","11","","",""
"Reasonable","1992","indirect migration background","vocational + Abi","","","",""
"Reasonable","1992","indirect migration background","higher vocational","1","","",""
"Reasonable","1992","indirect migration background","higher education","","","",""
"Slightly Expensive","1992","no migration background","in school","3","","",""
"Slightly Expensive","1992","no migration background","inadequately","3","","",""
"Slightly Expensive","1992","no migration background","general elemantary","70","0.0548303244203589","0.0392773495277866","0.0703832993129313"
"Slightly Expensive","1992","no migration background","middle vocational","225","0.0664300470832471","0.0566895650971643","0.07617052906933"
"Slightly Expensive","1992","no migration background","vocational + Abi","11","","",""
"Slightly Expensive","1992","no migration background","higher vocational","50","0.118210778573323","0.0849979617442905","0.151423595402356"
"Slightly Expensive","1992","no migration background","higher education","77","0.0954221352364749","0.0713664172700728","0.119477853202877"
"Slightly Expensive","1992","direct migration background","in school","","","",""
"Slightly Expensive","1992","direct migration background","inadequately","5","","",""
"Slightly Expensive","1992","direct migration background","general elemantary","25","","",""
"Slightly Expensive","1992","direct migration background","middle vocational","26","","",""
"Slightly Expensive","1992","direct migration background","vocational + Abi","3","","",""
"Slightly Expensive","1992","direct migration background","higher vocational","2","","",""
"Slightly Expensive","1992","direct migration background","higher education","4","","",""
"Slightly Expensive","1992","indirect migration background","in school","2","","",""
"Slightly Expensive","1992","indirect migration background","inadequately","","","",""
"Slightly Expensive","1992","indirect migration background","general elemantary","1","","",""
"Slightly Expensive","1992","indirect migration background","middle vocational","4","","",""
"Slightly Expensive","1992","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","1992","indirect migration background","higher vocational","","","",""
"Slightly Expensive","1992","indirect migration background","higher education","","","",""
"Too Expensive","1992","no migration background","in school","2","","",""
"Too Expensive","1992","no migration background","inadequately","1","","",""
"Too Expensive","1992","no migration background","general elemantary","23","","",""
"Too Expensive","1992","no migration background","middle vocational","84","0.0258371601902385","0.0196318584689511","0.0320424619115259"
"Too Expensive","1992","no migration background","vocational + Abi","1","","",""
"Too Expensive","1992","no migration background","higher vocational","8","","",""
"Too Expensive","1992","no migration background","higher education","29","","",""
"Too Expensive","1992","direct migration background","in school","","","",""
"Too Expensive","1992","direct migration background","inadequately","","","",""
"Too Expensive","1992","direct migration background","general elemantary","4","","",""
"Too Expensive","1992","direct migration background","middle vocational","2","","",""
"Too Expensive","1992","direct migration background","vocational + Abi","","","",""
"Too Expensive","1992","direct migration background","higher vocational","","","",""
"Too Expensive","1992","direct migration background","higher education","3","","",""
"Too Expensive","1992","indirect migration background","in school","","","",""
"Too Expensive","1992","indirect migration background","inadequately","","","",""
"Too Expensive","1992","indirect migration background","general elemantary","","","",""
"Too Expensive","1992","indirect migration background","middle vocational","","","",""
"Too Expensive","1992","indirect migration background","vocational + Abi","","","",""
"Too Expensive","1992","indirect migration background","higher vocational","","","",""
"Too Expensive","1992","indirect migration background","higher education","","","",""
"Very Inexpensive","1993","no migration background","in school","17","","",""
"Very Inexpensive","1993","no migration background","inadequately","3","","",""
"Very Inexpensive","1993","no migration background","general elemantary","124","0.171369906396685","0.144890641571559","0.197849171221811"
"Very Inexpensive","1993","no migration background","middle vocational","369","0.160862883710342","0.146458013374437","0.175267754046248"
"Very Inexpensive","1993","no migration background","vocational + Abi","21","","",""
"Very Inexpensive","1993","no migration background","higher vocational","60","0.157792302899518","0.119156712929651","0.196427892869386"
"Very Inexpensive","1993","no migration background","higher education","91","0.193874245671069","0.161974770055513","0.225773721286626"
"Very Inexpensive","1993","direct migration background","in school","","","",""
"Very Inexpensive","1993","direct migration background","inadequately","1","","",""
"Very Inexpensive","1993","direct migration background","general elemantary","19","","",""
"Very Inexpensive","1993","direct migration background","middle vocational","29","","",""
"Very Inexpensive","1993","direct migration background","vocational + Abi","","","",""
"Very Inexpensive","1993","direct migration background","higher vocational","2","","",""
"Very Inexpensive","1993","direct migration background","higher education","7","","",""
"Very Inexpensive","1993","indirect migration background","in school","2","","",""
"Very Inexpensive","1993","indirect migration background","inadequately","","","",""
"Very Inexpensive","1993","indirect migration background","general elemantary","7","","",""
"Very Inexpensive","1993","indirect migration background","middle vocational","2","","",""
"Very Inexpensive","1993","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","1993","indirect migration background","higher vocational","","","",""
"Very Inexpensive","1993","indirect migration background","higher education","2","","",""
"Inexpensive","1993","no migration background","in school","17","","",""
"Inexpensive","1993","no migration background","inadequately","9","","",""
"Inexpensive","1993","no migration background","general elemantary","289","0.378671089308794","0.344587121378562","0.412755057239026"
"Inexpensive","1993","no migration background","middle vocational","891","0.367429354322679","0.348527413241347","0.386331295404012"
"Inexpensive","1993","no migration background","vocational + Abi","33","0.317709077849179","0.230702646308224","0.404715509390134"
"Inexpensive","1993","no migration background","higher vocational","91","0.287681173625198","0.239704738989108","0.335657608261288"
"Inexpensive","1993","no migration background","higher education","179","0.29684566278752","0.259980787496544","0.333710538078496"
"Inexpensive","1993","direct migration background","in school","","","",""
"Inexpensive","1993","direct migration background","inadequately","22","","",""
"Inexpensive","1993","direct migration background","general elemantary","38","0.317319295245028","0.238218777681508","0.396419812808549"
"Inexpensive","1993","direct migration background","middle vocational","60","0.301736912296492","0.236978946254794","0.366494878338191"
"Inexpensive","1993","direct migration background","vocational + Abi","3","","",""
"Inexpensive","1993","direct migration background","higher vocational","12","","",""
"Inexpensive","1993","direct migration background","higher education","13","","",""
"Inexpensive","1993","indirect migration background","in school","5","","",""
"Inexpensive","1993","indirect migration background","inadequately","","","",""
"Inexpensive","1993","indirect migration background","general elemantary","10","","",""
"Inexpensive","1993","indirect migration background","middle vocational","7","","",""
"Inexpensive","1993","indirect migration background","vocational + Abi","","","",""
"Inexpensive","1993","indirect migration background","higher vocational","","","",""
"Inexpensive","1993","indirect migration background","higher education","","","",""
"Reasonable","1993","no migration background","in school","25","","",""
"Reasonable","1993","no migration background","inadequately","12","","",""
