"hlf0094","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1991","66 and older","Not Working","204","0.385423650144984","0.343389567054174","0.427457733235793","2"
"Inexpensive","1991","16-34 y.","Not Working","114","0.351618231254744","0.299466197987331","0.403770264522158","2"
"Inexpensive","1991","35-65 y.","Full Time","380","0.346694195687603","0.318982399269547","0.374405992105658","2"
"Inexpensive","1991","66 and older","Part Time","5","","","","2"
"Inexpensive","1991","16-34 y.","Part Time","93","0.315915341277872","0.262318468162904","0.369512214392841","2"
"Inexpensive","1991","66 and older","Full Time","4","","","","2"
"Reasonable","1991","16-34 y.","Full Time","227","0.430806616506768","0.388688209757323","0.472925023256214","3"
"Reasonable","1991","16-34 y.","Part Time","108","0.357227878135637","0.30198193935591","0.412473816915363","3"
"Reasonable","1991","16-34 y.","Not Working","132","0.424018788505129","0.370040779171272","0.477996797838985","3"
"Reasonable","1991","35-65 y.","Full Time","460","0.399996893782162","0.371471070012206","0.428522717552118","3"
"Reasonable","1991","35-65 y.","Part Time","182","0.428047442111517","0.381814906894101","0.474279977328933","3"
"Reasonable","1991","35-65 y.","Not Working","236","0.362377341032169","0.324901452381249","0.39985322968309","3"
"Reasonable","1991","66 and older","Not Working","173","0.338969456026432","0.298087136964041","0.379851775088822","3"
"Reasonable","1991","66 and older","Full Time","1","","","","3"
"Reasonable","1991","66 and older","Part Time","5","","","","3"
"Slightly Expensive","1991","16-34 y.","Part Time","25","","","","4"
"Slightly Expensive","1991","16-34 y.","Full Time","43","0.0816444355405676","0.0583544318800766","0.104934439201059","4"
"Slightly Expensive","1991","16-34 y.","Not Working","19","","","","4"
"Slightly Expensive","1991","35-65 y.","Full Time","88","0.0752156892320385","0.05985864686404","0.0905727316000371","4"
"Slightly Expensive","1991","35-65 y.","Part Time","26","","","","4"
"Slightly Expensive","1991","35-65 y.","Not Working","21","","","","4"
"Slightly Expensive","1991","66 and older","Full Time","1","","","","4"
"Slightly Expensive","1991","66 and older","Not Working","10","","","","4"
"Slightly Expensive","1991","66 and older","Part Time","","","","","4"
"Too Expensive","1991","16-34 y.","Full Time","11","","","","5"
"Too Expensive","1991","16-34 y.","Part Time","9","","","","5"
"Too Expensive","1991","16-34 y.","Not Working","7","","","","5"
"Too Expensive","1991","35-65 y.","Full Time","24","","","","5"
"Too Expensive","1991","35-65 y.","Part Time","6","","","","5"
"Too Expensive","1991","66 and older","Full Time","","","","","5"
"Too Expensive","1991","66 and older","Part Time","","","","","5"
"Too Expensive","1991","66 and older","Not Working","4","","","","5"
"Too Expensive","1991","35-65 y.","Not Working","8","","","","5"
"Very Inexpensive","1991","16-34 y.","Full Time","75","0.134249475070336","0.105252445571391","0.163246504569281","1"
"Very Inexpensive","1991","16-34 y.","Part Time","54","0.189418473780328","0.144242378889426","0.23459456867123","1"
"Very Inexpensive","1991","16-34 y.","Not Working","50","0.155974147241766","0.116344122833789","0.195604171649743","1"
"Very Inexpensive","1991","35-65 y.","Full Time","181","0.160326541539676","0.138962123804167","0.181690959275185","1"
"Very Inexpensive","1991","35-65 y.","Part Time","79","0.17762982356851","0.14191788950739","0.21334175762963","1"
"Very Inexpensive","1991","35-65 y.","Not Working","122","0.196223426835046","0.165261166929444","0.227185686740648","1"
"Very Inexpensive","1991","66 and older","Full Time","","","","","1"
"Very Inexpensive","1991","66 and older","Part Time","7","","","","1"
"Very Inexpensive","1991","66 and older","Not Working","124","0.229054372760394","0.192761140769535","0.265347604751254","1"
"Inexpensive","1992","16-34 y.","Full Time","227","0.305250320407074","0.272358126282114","0.338142514532034","2"
"Inexpensive","1992","16-34 y.","Not Working","136","0.388669478204413","0.340415478657732","0.436923477751093","2"
"Inexpensive","1992","35-65 y.","Full Time","451","0.306520389850638","0.283648967578213","0.329391812123063","2"
"Inexpensive","1992","35-65 y.","Part Time","179","0.301900061747184","0.265438955146889","0.338361168347478","2"
"Inexpensive","1992","35-65 y.","Not Working","263","0.384458354436338","0.349289534716385","0.419627174156291","2"
"Inexpensive","1992","66 and older","Part Time","4","","","","2"
"Inexpensive","1992","66 and older","Not Working","247","0.37791069989236","0.340778694828579","0.415042704956142","2"
"Inexpensive","1992","16-34 y.","Part Time","112","0.299770454590773","0.251703123762527","0.34783778541902","2"
"Inexpensive","1992","66 and older","Full Time","2","","","","2"
"Reasonable","1992","16-34 y.","Full Time","317","0.419247640973394","0.384003948097867","0.454491333848922","3"
"Reasonable","1992","16-34 y.","Part Time","152","0.430931694535993","0.378977358965296","0.482886030106689","3"
"Reasonable","1992","35-65 y.","Part Time","264","0.444317279386439","0.404853425688266","0.483781133084612","3"
"Reasonable","1992","16-34 y.","Not Working","158","0.391255709452918","0.342943950242956","0.439567468662879","3"
"Reasonable","1992","35-65 y.","Full Time","657","0.419439662536493","0.394960020188847","0.443919304884139","3"
"Reasonable","1992","35-65 y.","Not Working","270","0.350801075684465","0.316300703876657","0.385301447492272","3"
"Reasonable","1992","66 and older","Not Working","229","0.35795968465488","0.321246196477601","0.394673172832159","3"
"Reasonable","1992","66 and older","Full Time","2","","","","3"
"Reasonable","1992","66 and older","Part Time","3","","","","3"
"Slightly Expensive","1992","16-34 y.","Full Time","94","0.0989267375701651","0.0776018132800141","0.120251661860316","4"
"Slightly Expensive","1992","16-34 y.","Part Time","31","0.0728178574101722","0.0455571667353082","0.100078548085036","4"
"Slightly Expensive","1992","16-34 y.","Not Working","34","0.0514829029649289","0.0296073443004723","0.0733584616293854","4"
"Slightly Expensive","1992","35-65 y.","Full Time","187","0.0877713910078489","0.0737343692134059","0.101808412802292","4"
"Slightly Expensive","1992","35-65 y.","Part Time","70","0.0840928757652147","0.0620511920863113","0.106134559444118","4"
"Slightly Expensive","1992","35-65 y.","Not Working","56","0.0569704973231861","0.0402136594902267","0.0737273351561456","4"
"Slightly Expensive","1992","66 and older","Full Time","","","","","4"
"Slightly Expensive","1992","66 and older","Not Working","43","0.0496091034845724","0.0329803664975938","0.066237840471551","4"
"Slightly Expensive","1992","66 and older","Part Time","1","","","","4"
"Too Expensive","1992","16-34 y.","Full Time","28","","","","5"
"Too Expensive","1992","16-34 y.","Part Time","13","","","","5"
"Too Expensive","1992","16-34 y.","Not Working","10","","","","5"
"Too Expensive","1992","35-65 y.","Full Time","58","0.0305137706481259","0.0219814847230494","0.0390460565732024","5"
"Too Expensive","1992","35-65 y.","Part Time","23","","","","5"
"Too Expensive","1992","66 and older","Full Time","","","","","5"
"Too Expensive","1992","66 and older","Part Time","","","","","5"
"Too Expensive","1992","66 and older","Not Working","11","","","","5"
"Too Expensive","1992","35-65 y.","Not Working","16","","","","5"
"Very Inexpensive","1992","16-34 y.","Full Time","87","0.146847002877738","0.121565865602048","0.172128140153428","1"
"Very Inexpensive","1992","16-34 y.","Part Time","41","0.174766456905385","0.134923381387096","0.214609532423674","1"
"Very Inexpensive","1992","16-34 y.","Not Working","54","0.138845739409748","0.104615352059645","0.173076126759851","1"
"Very Inexpensive","1992","35-65 y.","Full Time","208","0.155754785956895","0.137766008738345","0.173743563175444","1"
"Very Inexpensive","1992","35-65 y.","Part Time","73","0.141685627598002","0.113989086439891","0.169382168756112","1"
"Very Inexpensive","1992","66 and older","Not Working","125","0.196607915588871","0.166171625502185","0.227044205675557","1"
"Very Inexpensive","1992","35-65 y.","Not Working","130","0.190173182197903","0.161802150068457","0.218544214327349","1"
"Very Inexpensive","1992","66 and older","Full Time","1","","","","1"
"Very Inexpensive","1992","66 and older","Part Time","5","","","","1"
"Inexpensive","1993","16-34 y.","Full Time","222","0.320665308829124","0.28654982526464","0.354780792393608","2"
"Inexpensive","1993","16-34 y.","Not Working","125","0.345521182146266","0.297518826311308","0.393523537981224","2"
"Inexpensive","1993","35-65 y.","Full Time","490","0.319519812770972","0.296246267580888","0.342793357961057","2"
"Inexpensive","1993","35-65 y.","Part Time","204","0.333839947661384","0.29604306836714","0.371636826955628","2"
"Inexpensive","1993","35-65 y.","Not Working","282","0.405727038573656","0.370701519822873","0.440752557324438","2"
"Inexpensive","1993","66 and older","Part Time","3","","","","2"
"Inexpensive","1993","66 and older","Not Working","251","0.376134048707007","0.338951319870304","0.41331677754371","2"
"Inexpensive","1993","16-34 y.","Part Time","118","0.333492377373964","0.284790875222507","0.38219387952542","2"
"Inexpensive","1993","66 and older","Full Time","4","","","","2"
"Reasonable","1993","16-34 y.","Part Time","159","0.473514900378093","0.421937825541257","0.525091975214928","3"
"Reasonable","1993","16-34 y.","Full Time","306","0.400875021826142","0.365053266993578","0.436696776658706","3"
"Reasonable","1993","16-34 y.","Not Working","167","0.407598760982227","0.357996460078175","0.457201061886278","3"
"Reasonable","1993","35-65 y.","Full Time","653","0.412562375647407","0.387990879957321","0.437133871337494","3"
"Reasonable","1993","35-65 y.","Part Time","244","0.423536823817618","0.383933752133232","0.463139895502005","3"
"Reasonable","1993","66 and older","Not Working","244","0.376526918794639","0.339336492027202","0.413717345562076","3"
"Reasonable","1993","35-65 y.","Not Working","303","0.369474259071302","0.335045757668856","0.403902760473748","3"
"Reasonable","1993","66 and older","Full Time","1","","","","3"
"Reasonable","1993","66 and older","Part Time","6","","","","3"
"Slightly Expensive","1993","16-34 y.","Full Time","72","0.100718631564434","0.0787204717962092","0.122716791332659","4"
"Slightly Expensive","1993","16-34 y.","Not Working","14","","","","4"
"Slightly Expensive","1993","35-65 y.","Full Time","136","0.0777541986977209","0.0643885152053984","0.0911198821900435","4"
"Slightly Expensive","1993","35-65 y.","Part Time","44","0.0624169570247567","0.0430280348658595","0.081805879183654","4"
"Slightly Expensive","1993","35-65 y.","Not Working","45","0.0488327206643065","0.0334597242186437","0.0642057171099693","4"
"Slightly Expensive","1993","66 and older","Not Working","25","","","","4"
"Slightly Expensive","1993","16-34 y.","Part Time","34","0.0700449145694454","0.0436806213924007","0.09640920774649","4"
"Slightly Expensive","1993","66 and older","Full Time","","","","","4"
"Slightly Expensive","1993","66 and older","Part Time","","","","","4"
"Too Expensive","1993","16-34 y.","Full Time","13","","","","5"
"Too Expensive","1993","16-34 y.","Part Time","7","","","","5"
"Too Expensive","1993","16-34 y.","Not Working","10","","","","5"
"Too Expensive","1993","35-65 y.","Full Time","46","0.0291246585856136","0.0207316423905318","0.0375176747806954","5"
"Too Expensive","1993","35-65 y.","Part Time","15","","","","5"
"Too Expensive","1993","66 and older","Full Time","","","","","5"
"Too Expensive","1993","66 and older","Part Time","","","","","5"
"Too Expensive","1993","66 and older","Not Working","6","","","","5"
"Too Expensive","1993","35-65 y.","Not Working","12","","","","5"
"Very Inexpensive","1993","16-34 y.","Full Time","106","0.155703632457712","0.129201520857213","0.182205744058211","1"
"Very Inexpensive","1993","16-34 y.","Part Time","42","0.109016078244106","0.076821921700754","0.141210234787458","1"
"Very Inexpensive","1993","16-34 y.","Not Working","61","0.200287576663337","0.159888508930866","0.240686644395809","1"
"Very Inexpensive","1993","35-65 y.","Full Time","217","0.161038954298286","0.142692916953009","0.179384991643563","1"
"Very Inexpensive","1993","35-65 y.","Part Time","91","0.160839814829293","0.131394465140523","0.190285164518064","1"
"Very Inexpensive","1993","66 and older","Part Time","6","","","","1"
"Very Inexpensive","1993","66 and older","Not Working","126","0.204809209180744","0.173832540947901","0.235785877413588","1"
"Very Inexpensive","1993","35-65 y.","Not Working","113","0.159434617435786","0.133321923566463","0.185547311305109","1"
"Very Inexpensive","1993","66 and older","Full Time","1","","","","1"
"Inexpensive","1994","16-34 y.","Full Time","224","0.318545044267837","0.284298457436924","0.352791631098751","2"
"Inexpensive","1994","16-34 y.","Part Time","93","0.2991702152406","0.24915690416326","0.34918352631794","2"
"Inexpensive","1994","16-34 y.","Not Working","134","0.339061858041596","0.293071079357067","0.385052636726125","2"
"Inexpensive","1994","35-65 y.","Full Time","444","0.296343203409634","0.273211100278306","0.319475306540962","2"
"Inexpensive","1994","35-65 y.","Part Time","164","0.284226369794326","0.248195903990158","0.320256835598493","2"
"Inexpensive","1994","35-65 y.","Not Working","286","0.363072064381338","0.32951753473668","0.396626594025997","2"
"Inexpensive","1994","66 and older","Part Time","8","","","","2"
"Inexpensive","1994","66 and older","Not Working","249","0.354812230987783","0.318556439861886","0.391068022113679","2"
"Inexpensive","1994","66 and older","Full Time","3","","","","2"
"Reasonable","1994","16-34 y.","Full Time","324","0.465920483085619","0.429253755369085","0.502587210802154","3"
"Reasonable","1994","16-34 y.","Part Time","137","0.410308251927197","0.356581843891097","0.464034659963297","3"
"Reasonable","1994","16-34 y.","Not Working","174","0.424495983682872","0.376477122222729","0.472514845143015","3"
"Reasonable","1994","35-65 y.","Full Time","653","0.431027524121052","0.405941298630165","0.45611374961194","3"
"Reasonable","1994","35-65 y.","Part Time","284","0.447541358520198","0.407820711073491","0.487262005966906","3"
"Reasonable","1994","66 and older","Not Working","263","0.40353762762513","0.36636112114861","0.440714134101649","3"
"Reasonable","1994","66 and older","Part Time","5","","","","3"
"Reasonable","1994","35-65 y.","Not Working","305","0.361001989457655","0.327488925136436","0.394515053778874","3"
"Reasonable","1994","66 and older","Full Time","2","","","","3"
"Slightly Expensive","1994","16-34 y.","Full Time","77","0.103356007237941","0.0809795579185927","0.125732456557289","4"
"Slightly Expensive","1994","16-34 y.","Part Time","42","0.10872497705843","0.0747240557148732","0.142725898401986","4"
"Slightly Expensive","1994","16-34 y.","Not Working","27","","","","4"
"Slightly Expensive","1994","35-65 y.","Full Time","142","0.0775443024238959","0.0639959995616552","0.0910926052861367","4"
"Slightly Expensive","1994","35-65 y.","Part Time","47","0.0648185906563908","0.0451511626182466","0.0844860186945351","4"
"Slightly Expensive","1994","35-65 y.","Not Working","46","0.0574173902634095","0.0411846804342488","0.0736501000925703","4"
"Slightly Expensive","1994","66 and older","Not Working","21","","","","4"
"Slightly Expensive","1994","66 and older","Part Time","","","","","4"
"Slightly Expensive","1994","66 and older","Full Time","","","","","4"
"Too Expensive","1994","16-34 y.","Full Time","21","","","","5"
"Too Expensive","1994","16-34 y.","Part Time","6","","","","5"
"Too Expensive","1994","16-34 y.","Not Working","8","","","","5"
"Too Expensive","1994","35-65 y.","Full Time","37","0.0238410290446891","0.0161131562598283","0.0315689018295499","5"
"Too Expensive","1994","35-65 y.","Part Time","7","","","","5"
"Too Expensive","1994","66 and older","Full Time","","","","","5"
"Too Expensive","1994","66 and older","Part Time","","","","","5"
"Too Expensive","1994","66 and older","Not Working","3","","","","5"
"Too Expensive","1994","35-65 y.","Not Working","11","","","","5"
"Very Inexpensive","1994","16-34 y.","Full Time","65","0.0932285623827586","0.0718569789627863","0.114600145802731","1"
"Very Inexpensive","1994","16-34 y.","Part Time","44","0.163525473966034","0.123129394001971","0.203921553930097","1"
"Very Inexpensive","1994","16-34 y.","Not Working","64","0.173089605728026","0.136334675195052","0.209844536261001","1"
"Very Inexpensive","1994","35-65 y.","Full Time","221","0.171243941000729","0.152160435423242","0.190327446578216","1"
"Very Inexpensive","1994","35-65 y.","Part Time","100","0.188110601341565","0.156892612822184","0.219328589860945","1"
"Very Inexpensive","1994","66 and older","Part Time","5","","","","1"
"Very Inexpensive","1994","66 and older","Full Time","1","","","","1"
"Very Inexpensive","1994","66 and older","Not Working","133","0.212260318908121","0.181274655437344","0.243245982378898","1"
"Very Inexpensive","1994","35-65 y.","Not Working","141","0.202824964245055","0.174767582676191","0.23088234581392","1"
"Inexpensive","1995","16-34 y.","Full Time","201","0.292913174956221","0.25885731440076","0.326969035511682","2"
"Inexpensive","1995","16-34 y.","Part Time","123","0.3793856577909","0.329330844194801","0.429440471387","2"
"Inexpensive","1995","16-34 y.","Not Working","118","0.301624937643887","0.257520792384481","0.345729082903293","2"
"Inexpensive","1995","35-65 y.","Full Time","470","0.304516400785662","0.281561615568245","0.327471186003078","2"
"Inexpensive","1995","35-65 y.","Part Time","222","0.365124243808282","0.327557970119828","0.402690517496735","2"
"Inexpensive","1995","35-65 y.","Not Working","281","0.35079350365542","0.317388828007617","0.384198179303223","2"
"Inexpensive","1995","66 and older","Part Time","","","","","2"
"Inexpensive","1995","66 and older","Not Working","276","0.404702195074104","0.367864637785499","0.441539752362709","2"
"Inexpensive","1995","66 and older","Full Time","5","","","","2"
"Reasonable","1995","16-34 y.","Full Time","312","0.419146643036376","0.382223192367067","0.456070093705684","3"
"Reasonable","1995","16-34 y.","Part Time","154","0.402627341644864","0.352036862521996","0.453217820767732","3"
"Reasonable","1995","35-65 y.","Full Time","674","0.432057651581323","0.407349092484753","0.456766210677892","3"
"Reasonable","1995","66 and older","Not Working","248","0.338473110422246","0.302959752299435","0.373986468545058","3"
"Reasonable","1995","16-34 y.","Not Working","196","0.462255029631488","0.414344560120879","0.510165499142097","3"
"Reasonable","1995","35-65 y.","Part Time","247","0.381156035572056","0.343261604444977","0.419050466699136","3"
"Reasonable","1995","35-65 y.","Not Working","315","0.393209807629044","0.359018043660465","0.427401571597623","3"
"Reasonable","1995","66 and older","Full Time","1","","","","3"
"Reasonable","1995","66 and older","Part Time","6","","","","3"
"Slightly Expensive","1995","16-34 y.","Full Time","82","0.128558526385549","0.10351153372589","0.153605519045208","4"
"Slightly Expensive","1995","16-34 y.","Part Time","33","0.0768956349587599","0.0494122174071982","0.104379052510322","4"
"Slightly Expensive","1995","16-34 y.","Not Working","31","0.0617080765583535","0.038585223487375","0.084830929629332","4"
"Slightly Expensive","1995","35-65 y.","Full Time","157","0.0944229311715993","0.0798372777295312","0.109008584613667","4"
"Slightly Expensive","1995","35-65 y.","Part Time","59","0.0858863521170072","0.0640240653550499","0.107748638878964","4"
"Slightly Expensive","1995","66 and older","Not Working","20","","","","4"
"Slightly Expensive","1995","35-65 y.","Not Working","63","0.0775297163067553","0.0588099531609145","0.0962494794525961","4"
"Slightly Expensive","1995","66 and older","Full Time","","","","","4"
"Slightly Expensive","1995","66 and older","Part Time","","","","","4"
"Too Expensive","1995","16-34 y.","Full Time","8","","","","5"
"Too Expensive","1995","16-34 y.","Part Time","8","","","","5"
"Too Expensive","1995","16-34 y.","Not Working","6","","","","5"
"Too Expensive","1995","35-65 y.","Full Time","30","0.0233132836159323","0.0157865974655956","0.030839969766269","5"
"Too Expensive","1995","35-65 y.","Part Time","9","","","","5"
"Too Expensive","1995","66 and older","Full Time","","","","","5"
"Too Expensive","1995","66 and older","Part Time","","","","","5"
"Too Expensive","1995","66 and older","Not Working","3","","","","5"
"Too Expensive","1995","35-65 y.","Not Working","7","","","","5"
"Very Inexpensive","1995","16-34 y.","Full Time","83","0.152594256492582","0.125685053892389","0.179503459092775","1"
"Very Inexpensive","1995","16-34 y.","Part Time","43","0.123446408048567","0.0895133534589609","0.157379462638173","1"
"Very Inexpensive","1995","16-34 y.","Not Working","65","0.153324788286894","0.118701681513374","0.187947895060415","1"
"Very Inexpensive","1995","35-65 y.","Full Time","213","0.145689732845484","0.1280924048309","0.163287060860069","1"
"Very Inexpensive","1995","35-65 y.","Part Time","94","0.154552341717624","0.126348090843008","0.18275659259224","1"
"Very Inexpensive","1995","66 and older","Part Time","8","","","","1"
"Very Inexpensive","1995","66 and older","Not Working","135","0.225640528778595","0.194268994047936","0.257012063509254","1"
"Very Inexpensive","1995","35-65 y.","Not Working","118","0.166061582022405","0.140012547224671","0.192110616820139","1"
"Very Inexpensive","1995","66 and older","Full Time","3","","","","1"
"Inexpensive","1996","16-34 y.","Full Time","206","0.285383195699353","0.251905133353899","0.318861258044808","2"
"Inexpensive","1996","35-65 y.","Full Time","472","0.311487643985556","0.288335701310851","0.334639586660262","2"
"Inexpensive","1996","35-65 y.","Part Time","233","0.315483727770247","0.281204888261454","0.349762567279041","2"
"Inexpensive","1996","16-34 y.","Not Working","126","0.29250422495404","0.24868386733305","0.336324582575031","2"
"Inexpensive","1996","16-34 y.","Part Time","105","0.305298120904195","0.255759906143949","0.354836335664442","2"
"Inexpensive","1996","35-65 y.","Not Working","282","0.351478180084898","0.3177122309515","0.385244129218296","2"
"Inexpensive","1996","66 and older","Full Time","4","","","","2"
"Inexpensive","1996","66 and older","Part Time","8","","","","2"
"Inexpensive","1996","66 and older","Not Working","266","0.390661459745635","0.353990418394344","0.427332501096926","2"
"Reasonable","1996","16-34 y.","Full Time","327","0.481110143974256","0.444070282790334","0.518150005158178","3"
"Reasonable","1996","16-34 y.","Not Working","184","0.426946010323753","0.379299382336313","0.474592638311192","3"
"Reasonable","1996","35-65 y.","Full Time","701","0.415112628902484","0.390478894626608","0.439746363178359","3"
"Reasonable","1996","16-34 y.","Part Time","158","0.507125771732307","0.453347734806191","0.560903808658423","3"
"Reasonable","1996","35-65 y.","Part Time","307","0.436578841399395","0.399994633306377","0.473163049492413","3"
"Reasonable","1996","35-65 y.","Not Working","308","0.382556027338997","0.348183316609357","0.416928738068637","3"
"Reasonable","1996","66 and older","Full Time","2","","","","3"
"Reasonable","1996","66 and older","Part Time","6","","","","3"
"Reasonable","1996","66 and older","Not Working","251","0.358831624147953","0.322779983218057","0.394883265077848","3"
"Slightly Expensive","1996","35-65 y.","Part Time","55","0.0764215165995036","0.0568244770159035","0.0960185561831038","4"
"Slightly Expensive","1996","16-34 y.","Not Working","37","0.0884075820317612","0.0610616311766887","0.115753532886834","4"
"Slightly Expensive","1996","16-34 y.","Full Time","73","0.079150986841306","0.0591370795537137","0.0991648941288983","4"
"Slightly Expensive","1996","16-34 y.","Part Time","19","","","","4"
"Slightly Expensive","1996","35-65 y.","Full Time","151","0.104649680812145","0.0893466797750958","0.119952681849195","4"
"Slightly Expensive","1996","35-65 y.","Not Working","48","0.0491014377145214","0.0338193854469435","0.0643834899820993","4"
"Slightly Expensive","1996","66 and older","Full Time","","","","","4"
"Slightly Expensive","1996","66 and older","Part Time","","","","","4"
"Slightly Expensive","1996","66 and older","Not Working","27","","","","4"
"Too Expensive","1996","16-34 y.","Full Time","15","","","","5"
"Too Expensive","1996","16-34 y.","Part Time","7","","","","5"
"Too Expensive","1996","16-34 y.","Not Working","10","","","","5"
"Too Expensive","1996","35-65 y.","Full Time","30","0.0215722212965028","0.014309105339022","0.0288353372539836","5"
"Too Expensive","1996","35-65 y.","Part Time","8","","","","5"
"Too Expensive","1996","35-65 y.","Not Working","10","","","","5"
"Too Expensive","1996","66 and older","Full Time","","","","","5"
"Too Expensive","1996","66 and older","Part Time","","","","","5"
"Too Expensive","1996","66 and older","Not Working","2","","","","5"
"Very Inexpensive","1996","16-34 y.","Full Time","78","0.135994619595038","0.110583219744515","0.161406019445561","1"
"Very Inexpensive","1996","16-34 y.","Part Time","43","0.120953063822808","0.085878399903886","0.15602772774173","1"
"Very Inexpensive","1996","16-34 y.","Not Working","57","0.166839149497254","0.130925351843661","0.202752947150848","1"
"Very Inexpensive","1996","35-65 y.","Full Time","183","0.147177825003312","0.129466070264595","0.164889579742029","1"
"Very Inexpensive","1996","35-65 y.","Part Time","103","0.159411322636226","0.132409250635699","0.186413394636752","1"
"Very Inexpensive","1996","35-65 y.","Not Working","120","0.195688317857809","0.167629968437646","0.223746667277972","1"
"Very Inexpensive","1996","66 and older","Full Time","4","","","","1"
"Very Inexpensive","1996","66 and older","Part Time","5","","","","1"
"Very Inexpensive","1996","66 and older","Not Working","134","0.217357472703606","0.186357404880365","0.248357540526846","1"
"Inexpensive","1997","16-34 y.","Full Time","184","0.28598019113239","0.251840179466517","0.320120202798262","2"
"Inexpensive","1997","16-34 y.","Not Working","140","0.26862048833946","0.22859113265885","0.30864984402007","2"
"Inexpensive","1997","35-65 y.","Full Time","460","0.298412586876276","0.275936224649176","0.320888949103376","2"
"Inexpensive","1997","35-65 y.","Part Time","216","0.312581352010066","0.278143531471392","0.347019172548739","2"
"Inexpensive","1997","16-34 y.","Part Time","92","0.330304451242881","0.278530134146006","0.382078768339756","2"
"Inexpensive","1997","66 and older","Part Time","9","","","","2"
"Inexpensive","1997","35-65 y.","Not Working","272","0.353211987773482","0.319626087746516","0.386797887800448","2"
"Inexpensive","1997","66 and older","Full Time","1","","","","2"
"Inexpensive","1997","66 and older","Not Working","261","0.375849505910905","0.339525863606115","0.412173148215695","2"
"Reasonable","1997","16-34 y.","Full Time","339","0.504218774002925","0.466444588955587","0.541992959050264","3"
"Reasonable","1997","35-65 y.","Full Time","720","0.421566517110813","0.397309559661621","0.445823474560006","3"
"Reasonable","1997","16-34 y.","Part Time","142","0.429683897363855","0.37518963025665","0.484178164471061","3"
"Reasonable","1997","16-34 y.","Not Working","225","0.463664242758488","0.418628449584807","0.508700035932169","3"
"Reasonable","1997","66 and older","Part Time","8","","","","3"
"Reasonable","1997","66 and older","Not Working","276","0.382860525423339","0.346406146971788","0.41931490387489","3"
"Reasonable","1997","35-65 y.","Part Time","322","0.438841502610673","0.401974308144896","0.475708697076451","3"
"Reasonable","1997","35-65 y.","Not Working","328","0.404445124985113","0.369958635585274","0.438931614384953","3"
"Reasonable","1997","66 and older","Full Time","4","","","","3"
"Slightly Expensive","1997","16-34 y.","Full Time","52","0.0730852367212563","0.0534210817776912","0.0927493916648215","4"
"Slightly Expensive","1997","35-65 y.","Part Time","47","0.062002875967543","0.0440865010522046","0.0799192508828815","4"
"Slightly Expensive","1997","16-34 y.","Not Working","41","0.0927057078427995","0.0665139308733725","0.118897484812227","4"
"Slightly Expensive","1997","35-65 y.","Full Time","166","0.0966665029287325","0.0821507816513472","0.111182224206118","4"
"Slightly Expensive","1997","16-34 y.","Part Time","33","0.0844322387029621","0.0538254434526992","0.115039033953225","4"
"Slightly Expensive","1997","35-65 y.","Not Working","44","0.0461023863515684","0.0313666827758882","0.0608380899272486","4"
"Slightly Expensive","1997","66 and older","Full Time","","","","","4"
"Slightly Expensive","1997","66 and older","Part Time","","","","","4"
"Slightly Expensive","1997","66 and older","Not Working","17","","","","4"
"Too Expensive","1997","16-34 y.","Full Time","15","","","","5"
"Too Expensive","1997","16-34 y.","Part Time","3","","","","5"
"Too Expensive","1997","16-34 y.","Not Working","8","","","","5"
"Too Expensive","1997","35-65 y.","Full Time","37","0.0274553171602397","0.0194284777610688","0.0354821565594105","5"
"Too Expensive","1997","35-65 y.","Part Time","15","","","","5"
"Too Expensive","1997","35-65 y.","Not Working","10","","","","5"
"Too Expensive","1997","66 and older","Full Time","","","","","5"
"Too Expensive","1997","66 and older","Part Time","","","","","5"
"Too Expensive","1997","66 and older","Not Working","3","","","","5"
"Very Inexpensive","1997","16-34 y.","Full Time","83","0.112175253542906","0.0883327030072867","0.136017804078525","1"
"Very Inexpensive","1997","16-34 y.","Part Time","47","0.146406994539277","0.107491299043007","0.185322690035546","1"
"Very Inexpensive","1997","16-34 y.","Not Working","57","0.166631965019541","0.132978079381641","0.200285850657441","1"
"Very Inexpensive","1997","35-65 y.","Full Time","209","0.155899075923938","0.138079575771434","0.173718576076443","1"
"Very Inexpensive","1997","66 and older","Part Time","7","","","","1"
"Very Inexpensive","1997","66 and older","Not Working","126","0.211177946146008","0.180568776942897","0.241787115349119","1"
"Very Inexpensive","1997","35-65 y.","Part Time","96","0.165578636050171","0.137964063247706","0.193193208852636","1"
"Very Inexpensive","1997","35-65 y.","Not Working","124","0.179039125185803","0.15209937921883","0.205978871152777","1"
"Very Inexpensive","1997","66 and older","Full Time","4","","","","1"
"Inexpensive","1998","16-34 y.","Full Time","175","0.230884913836086","0.200252986083325","0.261516841588847","2"
"Inexpensive","1998","35-65 y.","Full Time","516","0.288010390978168","0.266991329254055","0.30902945270228","2"
"Inexpensive","1998","16-34 y.","Not Working","144","0.29119372483862","0.251880000218885","0.330507449458354","2"
"Inexpensive","1998","16-34 y.","Part Time","121","0.307873405431738","0.26071022998686","0.355036580876615","2"
"Inexpensive","1998","35-65 y.","Part Time","259","0.30566747880067","0.273743907610117","0.337591049991224","2"
"Inexpensive","1998","35-65 y.","Not Working","317","0.330015015185716","0.300590252273507","0.359439778097926","2"
