"hlf0094","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","2000","Rural Area","West Germany","1135","0.396978850055717","0.378534004413899","0.415423695697535","3"
"Slightly Expensive","2000","Urban Area","East Germany","76","0.138903991843247","0.108406244100821","0.169401739585672","4"
"Slightly Expensive","2000","Rural Area","East Germany","228","0.0948968005298036","0.0822256219067132","0.107567979152894","4"
"Slightly Expensive","2000","Urban Area","West Germany","563","0.0893704194897637","0.0824250579893414","0.096315780990186","4"
"Slightly Expensive","2000","Rural Area","West Germany","206","0.0743485251461725","0.0644587823769937","0.0842382679153513","4"
"Too Expensive","2000","Urban Area","West Germany","116","0.0175155417431072","0.0143217859005049","0.0207092975857094","5"
"Too Expensive","2000","Urban Area","East Germany","10","","","","5"
"Too Expensive","2000","Rural Area","West Germany","42","0.0130867279794126","0.00880242574366886","0.0173710302151564","5"
"Too Expensive","2000","Rural Area","East Germany","30","0.0150385554819269","0.00977650688681545","0.0203006040770383","5"
"Very Inexpensive","2000","Urban Area","West Germany","978","0.15494726505179","0.146137568619145","0.163756961484435","1"
"Very Inexpensive","2000","Urban Area","East Germany","45","0.0844521036252341","0.0599315434725251","0.108972663777943","1"
"Very Inexpensive","2000","Rural Area","East Germany","160","0.0815610221769461","0.0697276462598385","0.0933943980940536","1"
"Very Inexpensive","2000","Rural Area","West Germany","392","0.16240311560261","0.148499115154102","0.176307116051119","1"
"Inexpensive","2001","Urban Area","West Germany","1868","0.318135067101477","0.306211198550255","0.3300589356527","2"
"Inexpensive","2001","Rural Area","West Germany","795","0.319226495612815","0.300804726916082","0.337648264309547","2"
"Inexpensive","2001","Rural Area","East Germany","620","0.328267338936271","0.307113711366447","0.349420966506094","2"
"Inexpensive","2001","Urban Area","East Germany","147","0.284837244879434","0.244874907353079","0.324799582405788","2"
"Reasonable","2001","Urban Area","West Germany","2651","0.456251432801402","0.443499870010596","0.469002995592209","3"
"Reasonable","2001","Urban Area","East Germany","236","0.52903433336068","0.484837963019686","0.573230703701675","3"
"Reasonable","2001","Rural Area","East Germany","912","0.471373103323028","0.448886191796285","0.49386001484977","3"
"Reasonable","2001","Rural Area","West Germany","1122","0.451603065435401","0.431937497766772","0.471268633104031","3"
"Slightly Expensive","2001","Rural Area","West Germany","168","0.0622430187731138","0.0526959288249451","0.0717901087212824","4"
"Slightly Expensive","2001","Urban Area","West Germany","475","0.075327071369889","0.0685704148258336","0.0820837279139444","4"
"Slightly Expensive","2001","Urban Area","East Germany","58","0.0968800743098327","0.0706898031570709","0.123070345462594","4"
"Slightly Expensive","2001","Rural Area","East Germany","196","0.0965415319514583","0.0832374787321084","0.109845585170808","4"
"Too Expensive","2001","Urban Area","West Germany","136","0.019959092629939","0.0163785015199002","0.0235396837399777","5"
"Too Expensive","2001","Urban Area","East Germany","7","","","","5"
"Too Expensive","2001","Rural Area","West Germany","19","","","","5"
"Too Expensive","2001","Rural Area","East Germany","17","","","","5"
"Very Inexpensive","2001","Urban Area","West Germany","731","0.130327336097292","0.121708315885746","0.138946356308838","1"
"Very Inexpensive","2001","Urban Area","East Germany","42","0.0759946502864663","0.0525319061702328","0.0994573944026998","1"
"Very Inexpensive","2001","Rural Area","East Germany","148","0.092153886377262","0.0791241469372665","0.105183625817257","1"
"Very Inexpensive","2001","Rural Area","West Germany","356","0.158189675643989","0.143769294837722","0.172610056450255","1"
"Inexpensive","2002","Rural Area","East Germany","597","0.338292119841712","0.316978761928125","0.359605477755299","2"
"Inexpensive","2002","Rural Area","West Germany","794","0.285448840008267","0.268347011791419","0.302550668225114","2"
"Inexpensive","2002","Urban Area","West Germany","2168","0.32199038591023","0.310951375694523","0.333029396125937","2"
"Inexpensive","2002","Urban Area","East Germany","175","0.310659532214102","0.272297516727469","0.349021547700734","2"
"Reasonable","2002","Rural Area","West Germany","1257","0.47268520903851","0.453779946305437","0.491590471771582","3"
"Reasonable","2002","Rural Area","East Germany","926","0.472281508516377","0.449792287577497","0.494770729455258","3"
"Reasonable","2002","Urban Area","West Germany","3123","0.444573485005379","0.432833275699868","0.45631369431089","3"
"Reasonable","2002","Urban Area","East Germany","253","0.503376765266232","0.461928888591933","0.54482464194053","3"
"Slightly Expensive","2002","Rural Area","East Germany","206","0.0996945049050277","0.0861985584985241","0.113190451311531","4"
"Slightly Expensive","2002","Urban Area","West Germany","617","0.0892720590871003","0.0825354264762574","0.0960086916979431","4"
"Slightly Expensive","2002","Rural Area","West Germany","212","0.0659206221136172","0.0565241619936311","0.0753170822336032","4"
"Slightly Expensive","2002","Urban Area","East Germany","79","0.0854283259299885","0.0622569401290688","0.108599711730908","4"
"Too Expensive","2002","Urban Area","West Germany","90","0.00963886640513012","0.00733052239641146","0.0119472104138488","5"
"Too Expensive","2002","Urban Area","East Germany","4","","","","5"
"Too Expensive","2002","Rural Area","West Germany","29","","","","5"
"Too Expensive","2002","Rural Area","East Germany","19","","","","5"
"Very Inexpensive","2002","Urban Area","West Germany","884","0.134525203592161","0.126463630453102","0.142586776731219","1"
"Very Inexpensive","2002","Urban Area","East Germany","48","0.0941763888350713","0.069964145930059","0.118388631740084","1"
"Very Inexpensive","2002","Rural Area","West Germany","387","0.160767169846936","0.146857985925241","0.174676353768632","1"
"Very Inexpensive","2002","Rural Area","East Germany","145","0.0775917700431801","0.0655402397089211","0.0896433003774392","1"
"Inexpensive","2003","Rural Area","East Germany","","","","","2"
"Inexpensive","2003","Urban Area","East Germany","","","","","2"
"Inexpensive","2003","Rural Area","West Germany","","","","","2"
"Inexpensive","2003","Urban Area","West Germany","","","","","2"
"Reasonable","2003","Rural Area","East Germany","","","","","3"
"Reasonable","2003","Urban Area","West Germany","","","","","3"
"Reasonable","2003","Rural Area","West Germany","","","","","3"
"Reasonable","2003","Urban Area","East Germany","","","","","3"
"Slightly Expensive","2003","Urban Area","East Germany","","","","","4"
"Slightly Expensive","2003","Rural Area","East Germany","","","","","4"
"Slightly Expensive","2003","Urban Area","West Germany","","","","","4"
"Slightly Expensive","2003","Rural Area","West Germany","","","","","4"
"Too Expensive","2003","Rural Area","West Germany","","","","","5"
"Too Expensive","2003","Urban Area","West Germany","","","","","5"
"Too Expensive","2003","Urban Area","East Germany","","","","","5"
"Too Expensive","2003","Rural Area","East Germany","","","","","5"
"Very Inexpensive","2003","Urban Area","West Germany","","","","","1"
"Very Inexpensive","2003","Urban Area","East Germany","","","","","1"
"Very Inexpensive","2003","Rural Area","East Germany","","","","","1"
"Very Inexpensive","2003","Rural Area","West Germany","","","","","1"
"Inexpensive","2004","Rural Area","West Germany","","","","","2"
"Inexpensive","2004","Rural Area","East Germany","","","","","2"
"Inexpensive","2004","Urban Area","East Germany","","","","","2"
"Inexpensive","2004","Urban Area","West Germany","","","","","2"
"Reasonable","2004","Rural Area","East Germany","","","","","3"
"Reasonable","2004","Urban Area","East Germany","","","","","3"
"Reasonable","2004","Rural Area","West Germany","","","","","3"
"Reasonable","2004","Urban Area","West Germany","","","","","3"
"Slightly Expensive","2004","Rural Area","West Germany","","","","","4"
"Slightly Expensive","2004","Urban Area","East Germany","","","","","4"
"Slightly Expensive","2004","Rural Area","East Germany","","","","","4"
"Slightly Expensive","2004","Urban Area","West Germany","","","","","4"
"Too Expensive","2004","Rural Area","West Germany","","","","","5"
"Too Expensive","2004","Urban Area","West Germany","","","","","5"
"Too Expensive","2004","Urban Area","East Germany","","","","","5"
"Too Expensive","2004","Rural Area","East Germany","","","","","5"
"Very Inexpensive","2004","Urban Area","West Germany","","","","","1"
"Very Inexpensive","2004","Urban Area","East Germany","","","","","1"
"Very Inexpensive","2004","Rural Area","West Germany","","","","","1"
"Very Inexpensive","2004","Rural Area","East Germany","","","","","1"
"Inexpensive","2005","Rural Area","East Germany","543","0.317916147122885","0.296349855396216","0.339482438849554","2"
"Inexpensive","2005","Rural Area","West Germany","661","0.293040628328798","0.274769889403903","0.311311367253693","2"
"Inexpensive","2005","Urban Area","West Germany","1891","0.306523731316303","0.295039140068233","0.318008322564373","2"
"Inexpensive","2005","Urban Area","East Germany","142","0.245392412211717","0.210461899326156","0.280322925097278","2"
"Reasonable","2005","Rural Area","East Germany","890","0.474752142057622","0.451625322626431","0.497878961488812","3"
"Reasonable","2005","Rural Area","West Germany","1183","0.484908351462296","0.464846682876268","0.504970020048324","3"
"Reasonable","2005","Urban Area","East Germany","345","0.628485188517977","0.589261412197189","0.667708964838765","3"
"Reasonable","2005","Urban Area","West Germany","3088","0.506749822269031","0.494296130382834","0.519203514155229","3"
"Slightly Expensive","2005","Rural Area","East Germany","208","0.103691940752297","0.0895730216339129","0.117810859870681","4"
"Slightly Expensive","2005","Urban Area","West Germany","486","0.0742544638750454","0.0677235375325431","0.0807853902175477","4"
"Slightly Expensive","2005","Rural Area","West Germany","189","0.0812432400979654","0.0702762145058525","0.0922102656900782","4"
"Slightly Expensive","2005","Urban Area","East Germany","48","0.0600059921670589","0.0407274732166697","0.0792845111174481","4"
"Too Expensive","2005","Urban Area","East Germany","17","","","","5"
"Too Expensive","2005","Rural Area","West Germany","32","0.0144537226514012","0.00966275393715732","0.0192446913656451","5"
"Too Expensive","2005","Urban Area","West Germany","63","0.00756290500454458","0.00540484504915747","0.00972096495993169","5"
"Too Expensive","2005","Rural Area","East Germany","37","0.0264885288280451","0.0190514950520439","0.0339255626040463","5"
"Very Inexpensive","2005","Urban Area","West Germany","663","0.104909077535076","0.09727585718331","0.112542297886842","1"
"Very Inexpensive","2005","Urban Area","East Germany","31","0.0378522700072736","0.0223612270561482","0.0533433129583989","1"
"Very Inexpensive","2005","Rural Area","West Germany","319","0.126354057459539","0.113017083787416","0.139691031131663","1"
"Very Inexpensive","2005","Rural Area","East Germany","113","0.0771512412391515","0.064793559018485","0.089508923459818","1"
"Inexpensive","2006","Urban Area","East Germany","164","0.295330641816933","0.259276307514855","0.331384976119011","2"
"Inexpensive","2006","Rural Area","East Germany","606","0.300981436916782","0.280565308131285","0.321397565702279","2"
"Inexpensive","2006","Rural Area","West Germany","748","0.304438786506698","0.286848599066701","0.322028973946696","2"
"Inexpensive","2006","Urban Area","West Germany","1965","0.294731208550786","0.28386523126076","0.305597185840811","2"
"Reasonable","2006","Rural Area","West Germany","1262","0.460761959080593","0.441708169397006","0.47981574876418","3"
"Reasonable","2006","Rural Area","East Germany","937","0.492581626841681","0.470328994880577","0.514834258802785","3"
"Reasonable","2006","Urban Area","West Germany","3364","0.490717791358808","0.478803353633123","0.502632229084493","3"
"Reasonable","2006","Urban Area","East Germany","309","0.493980163693504","0.454466339895721","0.533493987491288","3"
"Slightly Expensive","2006","Rural Area","East Germany","235","0.111892163133034","0.0978610581986379","0.125923268067431","4"
"Slightly Expensive","2006","Urban Area","East Germany","100","0.133213774095287","0.106357788205515","0.16006975998506","4"
"Slightly Expensive","2006","Urban Area","West Germany","577","0.0962504856678104","0.0892213180352289","0.103279653300392","4"
"Slightly Expensive","2006","Rural Area","West Germany","222","0.0852127300840817","0.0745402563661241","0.0958852038020393","4"
"Too Expensive","2006","Rural Area","West Germany","26","","","","5"
"Too Expensive","2006","Urban Area","East Germany","14","","","","5"
"Too Expensive","2006","Urban Area","West Germany","81","0.0119644068263976","0.00937315107958491","0.0145556625732102","5"
"Too Expensive","2006","Rural Area","East Germany","34","0.0139636937279378","0.00874086484822682","0.0191865226076487","5"
"Very Inexpensive","2006","Urban Area","West Germany","776","0.106336107596198","0.098989177928499","0.113683037263897","1"
"Very Inexpensive","2006","Urban Area","East Germany","28","","","","1"
"Very Inexpensive","2006","Rural Area","West Germany","371","0.142304336986724","0.128949811136374","0.155658862837073","1"
"Very Inexpensive","2006","Rural Area","East Germany","127","0.0805810793805646","0.0684658275726014","0.0926963311885278","1"
"Inexpensive","2007","Rural Area","West Germany","782","0.340909762041161","0.322113195957849","0.359706328124472","2"
"Inexpensive","2007","Urban Area","East Germany","169","0.270211303595957","0.234071614111253","0.306350993080661","2"
"Inexpensive","2007","Rural Area","East Germany","528","0.297696348079347","0.276769797751071","0.318622898407623","2"
"Inexpensive","2007","Urban Area","West Germany","1828","0.285546352282999","0.274412481349886","0.296680223216113","2"
"Reasonable","2007","Rural Area","East Germany","944","0.505706000368811","0.482824202336964","0.528587798400658","3"
"Reasonable","2007","Rural Area","West Germany","1133","0.457160811882915","0.437406748116956","0.476914875648875","3"
"Reasonable","2007","Urban Area","East Germany","297","0.535419526866945","0.494830216435633","0.576008837298257","3"
"Reasonable","2007","Urban Area","West Germany","3202","0.513761388328247","0.501440946073886","0.526081830582608","3"
"Slightly Expensive","2007","Rural Area","West Germany","184","0.0757513602162107","0.0652589325147155","0.086243787917706","4"
"Slightly Expensive","2007","Rural Area","East Germany","199","0.101110374411278","0.0873129040856158","0.114907844736939","4"
"Slightly Expensive","2007","Urban Area","East Germany","62","0.106162917076928","0.0810931845691324","0.131232649584725","4"
"Slightly Expensive","2007","Urban Area","West Germany","545","0.0916074404190815","0.084496566082584","0.0987183147555789","4"
"Too Expensive","2007","Rural Area","West Germany","23","","","","5"
"Too Expensive","2007","Urban Area","West Germany","72","0.0112373465355471","0.00863898990168432","0.0138357031694099","5"
"Too Expensive","2007","Urban Area","East Germany","22","","","","5"
"Too Expensive","2007","Rural Area","East Germany","41","0.0266505838147853","0.0192794180925688","0.0340217495370017","5"
"Very Inexpensive","2007","Urban Area","West Germany","675","0.0978474724341252","0.0905236865963831","0.105171258271867","1"
"Very Inexpensive","2007","Urban Area","East Germany","30","0.0425828094649066","0.0261503768363245","0.0590152420934887","1"
"Very Inexpensive","2007","Rural Area","West Germany","321","0.115642140706234","0.1029609965755","0.128323284836969","1"
"Very Inexpensive","2007","Rural Area","East Germany","122","0.0688366933257791","0.0572496841101771","0.0804237025413811","1"
"Inexpensive","2008","Rural Area","East Germany","459","0.281815677751994","0.260737667968625","0.302893687535362","2"
"Inexpensive","2008","Urban Area","West Germany","1734","0.273512131664684","0.262260178146639","0.284764085182729","2"
"Inexpensive","2008","Rural Area","West Germany","656","0.270255120428733","0.252273267535162","0.288236973322303","2"
"Inexpensive","2008","Urban Area","East Germany","154","0.249040232308037","0.21249758176028","0.285582882855794","2"
"Reasonable","2008","Rural Area","East Germany","902","0.469447171131369","0.44606489703875","0.492829445223989","3"
"Reasonable","2008","Urban Area","East Germany","294","0.593808169549775","0.552308405307106","0.635307933792444","3"
"Reasonable","2008","Rural Area","West Germany","1130","0.495286548209968","0.475041787255583","0.515531309164354","3"
"Reasonable","2008","Urban Area","West Germany","3067","0.512489600351653","0.499872489467106","0.5251067112362","3"
"Slightly Expensive","2008","Rural Area","East Germany","213","0.134151510354297","0.118183610440094","0.1501194102685","4"
"Slightly Expensive","2008","Rural Area","West Germany","198","0.0925295350310188","0.0807962833578506","0.104262786704187","4"
"Slightly Expensive","2008","Urban Area","West Germany","477","0.0894136205345851","0.0822110442891877","0.0966161967799825","4"
"Slightly Expensive","2008","Urban Area","East Germany","48","0.087818490145278","0.0639023786953459","0.11173460159521","4"
"Too Expensive","2008","Urban Area","East Germany","6","","","","5"
"Too Expensive","2008","Rural Area","West Germany","20","","","","5"
"Too Expensive","2008","Rural Area","East Germany","42","0.0229703323017089","0.0159514722790686","0.0299891923243491","5"
"Too Expensive","2008","Urban Area","West Germany","75","0.0117762128041369","0.00905316087604497","0.0144992647322289","5"
"Very Inexpensive","2008","Urban Area","West Germany","676","0.112808434644941","0.104822882725441","0.120793986564442","1"
"Very Inexpensive","2008","Urban Area","East Germany","36","0.0418609334742798","0.0249379986601269","0.0587838682884327","1"
"Very Inexpensive","2008","Rural Area","East Germany","134","0.0916153084606309","0.0780993143422483","0.105131302579014","1"
"Very Inexpensive","2008","Rural Area","West Germany","339","0.130322215120408","0.116690504391559","0.143953925849256","1"
"Inexpensive","2009","Urban Area","East Germany","169","0.278083993144868","0.240258461601123","0.315909524688613","2"
"Inexpensive","2009","Rural Area","East Germany","457","0.274731616875317","0.253316343807181","0.296146889943454","2"
"Inexpensive","2009","Urban Area","West Germany","1618","0.287719796974588","0.275873654002076","0.2995659399471","2"
"Inexpensive","2009","Rural Area","West Germany","675","0.326989319171886","0.307355420875824","0.346623217467947","2"
"Reasonable","2009","Rural Area","West Germany","985","0.415406227035354","0.394781302466655","0.436031151604053","3"
"Reasonable","2009","Urban Area","East Germany","288","0.558040818519254","0.516115364704948","0.599966272333559","3"
"Reasonable","2009","Rural Area","East Germany","815","0.451040323600619","0.427167827554119","0.474912819647119","3"
"Reasonable","2009","Urban Area","West Germany","2880","0.512357061064972","0.499277174026583","0.525436948103361","3"
"Slightly Expensive","2009","Rural Area","East Germany","208","0.119973740312589","0.104385006624664","0.135562474000514","4"
"Slightly Expensive","2009","Urban Area","East Germany","42","0.0775273359261883","0.0549507695619803","0.100103902290396","4"
"Slightly Expensive","2009","Rural Area","West Germany","172","0.096510483353467","0.0841516470646779","0.108869319642256","4"
"Slightly Expensive","2009","Urban Area","West Germany","441","0.0811417420232869","0.0739965634793136","0.0882869205672603","4"
"Too Expensive","2009","Urban Area","East Germany","6","","","","5"
"Too Expensive","2009","Rural Area","West Germany","14","","","","5"
"Too Expensive","2009","Urban Area","West Germany","61","0.0100342478793232","0.00742617839157457","0.0126423173670719","5"
"Too Expensive","2009","Rural Area","East Germany","33","0.0392546813550775","0.0299378166405825","0.0485715460695724","5"
"Very Inexpensive","2009","Urban Area","West Germany","610","0.108747152057829","0.100600558080641","0.116893746035017","1"
"Very Inexpensive","2009","Urban Area","East Germany","34","0.0536830558159798","0.0346551658519759","0.0727109457799836","1"
"Very Inexpensive","2009","Rural Area","East Germany","156","0.114999637856397","0.0996944070497896","0.130304868663004","1"
"Very Inexpensive","2009","Rural Area","West Germany","347","0.152250074176278","0.137213759295426","0.16728638905713","1"
"Inexpensive","2010","Rural Area","West Germany","893","0.302962966350837","0.286309376888242","0.319616555813432","2"
"Inexpensive","2010","Rural Area","East Germany","473","0.258627792763065","0.238663549421185","0.278592036104945","2"
"Inexpensive","2010","Urban Area","East Germany","153","0.252608027123115","0.217367738593428","0.287848315652802","2"
"Inexpensive","2010","Urban Area","West Germany","1873","0.274796221609143","0.26424085007874","0.285351593139546","2"
"Reasonable","2010","Rural Area","West Germany","1412","0.467179949745011","0.449099154286436","0.485260745203586","3"
"Reasonable","2010","Rural Area","East Germany","957","0.521624776240906","0.498849662609037","0.544399889872775","3"
"Reasonable","2010","Urban Area","West Germany","3621","0.52615865907617","0.51435238252114","0.5379649356312","3"
"Reasonable","2010","Urban Area","East Germany","305","0.571572325794777","0.531437995347271","0.611706656242284","3"
"Slightly Expensive","2010","Rural Area","West Germany","232","0.0945846553651377","0.083979441671162","0.105189869059113","4"
"Slightly Expensive","2010","Rural Area","East Germany","239","0.125488254937567","0.110384620316435","0.140591889558699","4"
"Slightly Expensive","2010","Urban Area","East Germany","69","0.105909371214778","0.080951954313513","0.130866788116042","4"
"Slightly Expensive","2010","Urban Area","West Germany","617","0.0848385477509816","0.0782500926747067","0.0914270028272564","4"
"Too Expensive","2010","Urban Area","East Germany","12","","","","5"
"Too Expensive","2010","Rural Area","West Germany","56","0.0205018235754155","0.0153663178506325","0.0256373293001984","5"
"Too Expensive","2010","Urban Area","West Germany","89","0.0109896987630576","0.0085246164910996","0.0134547810350157","5"
"Too Expensive","2010","Rural Area","East Germany","38","0.0263248737460632","0.0190254715504553","0.0336242759416712","5"
"Very Inexpensive","2010","Urban Area","West Germany","671","0.103216872800648","0.0960230923472336","0.110410653254062","1"
"Very Inexpensive","2010","Urban Area","East Germany","45","0.060430708896529","0.0411050229011337","0.0797563948919243","1"
"Very Inexpensive","2010","Rural Area","West Germany","332","0.114770604963599","0.103219370354491","0.126321839572706","1"
"Very Inexpensive","2010","Rural Area","East Germany","141","0.0679343023123989","0.0564616210002657","0.079406983624532","1"
"Inexpensive","2011","Urban Area","West Germany","2301","0.280476712630816","0.270761740182793","0.29019168507884","2"
"Inexpensive","2011","Rural Area","West Germany","1188","0.317027242461172","0.302154051617619","0.331900433304725","2"
"Inexpensive","2011","Rural Area","East Germany","522","0.261056004762705","0.242333316540187","0.279778692985223","2"
"Inexpensive","2011","Urban Area","East Germany","184","0.246125807186642","0.212542955857976","0.279708658515307","2"
"Reasonable","2011","Urban Area","East Germany","317","0.583015996291995","0.544575455863213","0.621456536720777","3"
"Reasonable","2011","Urban Area","West Germany","4302","0.518156576108838","0.507350843489407","0.528962308728269","3"
"Reasonable","2011","Rural Area","West Germany","1820","0.502114859574903","0.486133258420317","0.518096460729489","3"
"Reasonable","2011","Rural Area","East Germany","1162","0.527620315178845","0.506338828671047","0.548901801686644","3"
"Slightly Expensive","2011","Rural Area","West Germany","327","0.0778386842914516","0.0692751042430008","0.0864022643399024","4"
"Slightly Expensive","2011","Urban Area","West Germany","669","0.0848053943575542","0.0787806419127493","0.0908301468023591","4"
"Slightly Expensive","2011","Urban Area","East Germany","66","0.068657292897534","0.0489427074753392","0.0883718783197287","4"
"Slightly Expensive","2011","Rural Area","East Germany","256","0.131636275652693","0.117223944609617","0.146048606695768","4"
"Too Expensive","2011","Urban Area","East Germany","7","","","","5"
"Too Expensive","2011","Urban Area","West Germany","108","0.0111370353376894","0.0088675697779214","0.0134065008974574","5"
"Too Expensive","2011","Rural Area","West Germany","47","0.0148162333944379","0.0109545052488566","0.0186779615400191","5"
"Too Expensive","2011","Rural Area","East Germany","59","0.023206729109371","0.0167886672968444","0.0296247909218976","5"
"Very Inexpensive","2011","Urban Area","West Germany","834","0.105424281565102","0.098783034763494","0.112065528366711","1"
"Very Inexpensive","2011","Urban Area","East Germany","58","0.0898331780548624","0.067540182262278","0.112126173847447","1"
"Very Inexpensive","2011","Rural Area","West Germany","378","0.0882029802780357","0.0791384587952834","0.097267501760788","1"
"Very Inexpensive","2011","Rural Area","East Germany","115","0.0564806752963861","0.0466400897834918","0.0663212608092803","1"
"Inexpensive","2012","Urban Area","East Germany","178","0.284658677278649","0.248369782726911","0.320947571830387","2"
"Inexpensive","2012","Rural Area","East Germany","561","0.251274543336485","0.232566704973925","0.269982381699046","2"
"Inexpensive","2012","Rural Area","West Germany","1211","0.314168885023795","0.299226257338521","0.329111512709069","2"
"Inexpensive","2012","Urban Area","West Germany","2285","0.281584222688367","0.271776046559726","0.291392398817008","2"
"Reasonable","2012","Urban Area","East Germany","305","0.571494564057788","0.531698594655377","0.611290533460199","3"
"Reasonable","2012","Rural Area","West Germany","1826","0.500379432695702","0.484283850979755","0.516475014411648","3"
"Reasonable","2012","Urban Area","West Germany","4171","0.511424400859843","0.500523741314331","0.522325060405354","3"
"Reasonable","2012","Rural Area","East Germany","1097","0.539047915296888","0.517548351919984","0.560547478673792","3"
"Slightly Expensive","2012","Rural Area","East Germany","250","0.132849837718259","0.118210692060154","0.147488983376364","4"
"Slightly Expensive","2012","Urban Area","East Germany","66","0.0893394622196394","0.0664015020543466","0.112277422384932","4"
"Slightly Expensive","2012","Rural Area","West Germany","273","0.0773160143094236","0.0687180028744532","0.0859140257443941","4"
"Slightly Expensive","2012","Urban Area","West Germany","671","0.0895040973312513","0.0832788498253371","0.0957293448371656","4"
"Too Expensive","2012","Urban Area","East Germany","4","","","","5"
"Too Expensive","2012","Urban Area","West Germany","120","0.015050357189721","0.0123952834720505","0.0177054309073915","5"
"Too Expensive","2012","Rural Area","West Germany","52","0.017291321099171","0.0130950524762181","0.021487589722124","5"
"Too Expensive","2012","Rural Area","East Germany","40","0.0204663070745278","0.0143594536610373","0.0265731604880184","5"
"Very Inexpensive","2012","Urban Area","West Germany","831","0.102436921930818","0.0958245554411435","0.109049288420493","1"
"Very Inexpensive","2012","Urban Area","East Germany","41","0.0517445661435727","0.0339310392608377","0.0695580930263077","1"
"Very Inexpensive","2012","Rural Area","West Germany","345","0.0908443468719087","0.0815930019508129","0.100095691793004","1"
"Very Inexpensive","2012","Rural Area","East Germany","117","0.0563613965738399","0.0464146332216984","0.0663081599259814","1"
"Inexpensive","2013","Rural Area","East Germany","556","0.282902615325579","0.263133234635335","0.302671996015823","2"
"Inexpensive","2013","Rural Area","West Germany","1120","0.308857966270488","0.293984922535015","0.32373101000596","2"
"Inexpensive","2013","Urban Area","East Germany","170","0.290236837211356","0.253394531008199","0.327079143414514","2"
"Inexpensive","2013","Urban Area","West Germany","2430","0.29901271483755","0.289203434335554","0.308821995339547","2"
"Reasonable","2013","Urban Area","West Germany","4159","0.48612803108697","0.475419249736266","0.496836812437674","3"
"Reasonable","2013","Rural Area","East Germany","1076","0.511087537267538","0.489146926477575","0.5330281480575","3"
"Reasonable","2013","Rural Area","West Germany","1918","0.506796501267907","0.490702401974592","0.522890600561222","3"
"Reasonable","2013","Urban Area","East Germany","285","0.496987768174966","0.456401797554323","0.537573738795609","3"
"Slightly Expensive","2013","Urban Area","East Germany","62","0.102753626988681","0.0781063895079649","0.127400864469397","4"
"Slightly Expensive","2013","Rural Area","East Germany","186","0.117330348572464","0.103205305142935","0.131455392001993","4"
"Slightly Expensive","2013","Urban Area","West Germany","766","0.0923206171689844","0.0861183161491695","0.0985229181887994","4"
"Slightly Expensive","2013","Rural Area","West Germany","277","0.0792363969651212","0.0705413240272826","0.0879314699029597","4"
"Too Expensive","2013","Urban Area","West Germany","111","0.0132317252828592","0.0107834903969518","0.0156799601687667","5"
"Too Expensive","2013","Urban Area","East Germany","2","","","","5"
"Too Expensive","2013","Rural Area","West Germany","53","0.0131532128164898","0.00948564977812936","0.0168207758548503","5"
"Too Expensive","2013","Rural Area","East Germany","45","0.024015492120788","0.0172957482271011","0.0307352360144749","5"
"Very Inexpensive","2013","Urban Area","West Germany","902","0.109306911623636","0.102621546855219","0.115992276392053","1"
"Very Inexpensive","2013","Urban Area","East Germany","64","0.107953463722868","0.0827635975652864","0.133143329880449","1"
"Very Inexpensive","2013","Rural Area","West Germany","339","0.0919559226799941","0.0826538416936886","0.1012580036663","1"
"Very Inexpensive","2013","Rural Area","East Germany","131","0.0646640067136313","0.0538695536321034","0.0754584597951591","1"
"Inexpensive","2014","Urban Area","West Germany","2294","0.305415707471904","0.295066848649893","0.315764566293914","2"
"Inexpensive","2014","Rural Area","West Germany","984","0.29178426489292","0.27644781209763","0.307120717688209","2"
"Inexpensive","2014","Rural Area","East Germany","492","0.266468352251664","0.246162306316028","0.2867743981873","2"
"Inexpensive","2014","Urban Area","East Germany","162","0.315662692673037","0.275943358866142","0.355382026479932","2"
"Reasonable","2014","Urban Area","East Germany","277","0.553838616801633","0.511357803295979","0.596319430307287","3"
"Reasonable","2014","Urban Area","West Germany","3782","0.479152800367245","0.467928055433679","0.49037754530081","3"
"Reasonable","2014","Rural Area","East Germany","982","0.515976239648867","0.493023141679629","0.538929337618105","3"
"Reasonable","2014","Rural Area","West Germany","1744","0.485429309402011","0.4685677893777","0.502290829426321","3"
"Slightly Expensive","2014","Rural Area","West Germany","252","0.103807119958916","0.0935168796237801","0.114097360294052","4"
"Slightly Expensive","2014","Urban Area","East Germany","32","0.0394617108085961","0.0228237340051813","0.0560996876120109","4"
"Slightly Expensive","2014","Urban Area","West Germany","566","0.0813236136556858","0.0751821213805581","0.0874651059308135","4"
"Slightly Expensive","2014","Rural Area","East Germany","172","0.11781939318014","0.103011943614575","0.132626842745705","4"
"Too Expensive","2014","Urban Area","West Germany","118","0.0143283575096571","0.0116581277325262","0.0169985872867879","5"
"Too Expensive","2014","Urban Area","East Germany","6","","","","5"
"Too Expensive","2014","Rural Area","West Germany","27","","","","5"
"Too Expensive","2014","Rural Area","East Germany","34","0.0193470668164828","0.0130206420220088","0.0256734916109569","5"
"Very Inexpensive","2014","Urban Area","West Germany","849","0.119779520995508","0.112483747889684","0.127075294101333","1"
"Very Inexpensive","2014","Urban Area","East Germany","49","0.0817426426211367","0.0583293892922994","0.105155895949974","1"
