"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1993","Brandenburg","middle vocational","60","0.433318014993216","0.350035906365009","0.516600123621423","3"
"Reasonable","1993","Brandenburg","in school","2","","","","3"
"Reasonable","1993","Thuringia","in school","1","","","","3"
"Slightly Expensive","1993","Schleswig-Holstein","in school","","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","inadequately","","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","general elemantary","","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","middle vocational","4","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","higher vocational","","","","","4"
"Slightly Expensive","1993","Schleswig-Holstein","higher education","1","","","","4"
"Slightly Expensive","1993","Hamburg","in school","","","","","4"
"Slightly Expensive","1993","Hamburg","inadequately","","","","","4"
"Slightly Expensive","1993","Hamburg","general elemantary","","","","","4"
"Slightly Expensive","1993","Hamburg","middle vocational","","","","","4"
"Slightly Expensive","1993","Hamburg","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Hamburg","higher vocational","","","","","4"
"Slightly Expensive","1993","Hamburg","higher education","","","","","4"
"Slightly Expensive","1993","Lower Saxony","in school","","","","","4"
"Slightly Expensive","1993","Lower Saxony","inadequately","","","","","4"
"Slightly Expensive","1993","Lower Saxony","general elemantary","3","","","","4"
"Slightly Expensive","1993","Lower Saxony","middle vocational","11","","","","4"
"Slightly Expensive","1993","Lower Saxony","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Lower Saxony","higher vocational","4","","","","4"
"Slightly Expensive","1993","Lower Saxony","higher education","5","","","","4"
"Slightly Expensive","1993","Bremen","in school","","","","","4"
"Slightly Expensive","1993","Bremen","inadequately","","","","","4"
"Slightly Expensive","1993","Bremen","general elemantary","1","","","","4"
"Slightly Expensive","1993","Bremen","middle vocational","1","","","","4"
"Slightly Expensive","1993","Bremen","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Bremen","higher vocational","","","","","4"
"Slightly Expensive","1993","Bremen","higher education","","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","in school","","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","inadequately","","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","general elemantary","7","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","middle vocational","17","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","vocational + Abi","1","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","higher vocational","2","","","","4"
"Slightly Expensive","1993","North Rhine-Westphalia","higher education","10","","","","4"
"Slightly Expensive","1993","Hesse","in school","","","","","4"
"Slightly Expensive","1993","Hesse","inadequately","","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","general elemantary","1","","","","4"
"Slightly Expensive","1993","Hesse","general elemantary","4","","","","4"
"Slightly Expensive","1993","Hesse","middle vocational","6","","","","4"
"Slightly Expensive","1993","Hesse","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Hesse","higher vocational","1","","","","4"
"Slightly Expensive","1993","Hesse","higher education","3","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","in school","","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","inadequately","","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","general elemantary","8","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","middle vocational","14","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","higher vocational","1","","","","4"
"Slightly Expensive","1993","Rhineland-Palatinate,Saarland","higher education","1","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","in school","","","","","4"
"Slightly Expensive","1993","Brandenburg","higher vocational","1","","","","4"
"Slightly Expensive","1993","Brandenburg","higher education","8","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","in school","","","","","4"
"Slightly Expensive","1993","Berlin","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Berlin","higher vocational","1","","","","4"
"Slightly Expensive","1993","Berlin","higher education","2","","","","4"
"Slightly Expensive","1993","Brandenburg","in school","","","","","4"
"Slightly Expensive","1993","Brandenburg","inadequately","","","","","4"
"Slightly Expensive","1993","Brandenburg","general elemantary","3","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","middle vocational","6","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","higher vocational","","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","inadequately","3","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","general elemantary","16","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","middle vocational","34","0.0962918539221669","0.0663150385035786","0.126268669340755","4"
"Slightly Expensive","1993","Baden-Württemberg","vocational + Abi","1","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","higher vocational","6","","","","4"
"Slightly Expensive","1993","Baden-Württemberg","higher education","2","","","","4"
"Slightly Expensive","1993","Bavaria","in school","1","","","","4"
"Slightly Expensive","1993","Bavaria","inadequately","2","","","","4"
"Slightly Expensive","1993","Bavaria","general elemantary","6","","","","4"
"Slightly Expensive","1993","Bavaria","middle vocational","12","","","","4"
"Slightly Expensive","1993","Bavaria","vocational + Abi","3","","","","4"
"Slightly Expensive","1993","Bavaria","higher vocational","2","","","","4"
"Slightly Expensive","1993","Bavaria","higher education","2","","","","4"
"Slightly Expensive","1993","Berlin","in school","1","","","","4"
"Slightly Expensive","1993","Berlin","inadequately","","","","","4"
"Slightly Expensive","1993","Berlin","general elemantary","2","","","","4"
"Slightly Expensive","1993","Berlin","middle vocational","4","","","","4"
"Slightly Expensive","1993","Brandenburg","middle vocational","11","","","","4"
"Slightly Expensive","1993","Brandenburg","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Mecklenburg-Western Pomerania","higher education","","","","","4"
"Slightly Expensive","1993","Saxony","in school","1","","","","4"
"Slightly Expensive","1993","Saxony","inadequately","2","","","","4"
"Slightly Expensive","1993","Saxony","general elemantary","9","","","","4"
"Slightly Expensive","1993","Saxony","middle vocational","21","","","","4"
"Slightly Expensive","1993","Saxony","vocational + Abi","1","","","","4"
"Slightly Expensive","1993","Saxony","higher vocational","4","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","in school","","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","inadequately","","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","general elemantary","2","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","middle vocational","23","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","vocational + Abi","","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","higher vocational","3","","","","4"
"Slightly Expensive","1993","Saxony-Anhalt","higher education","6","","","","4"
"Slightly Expensive","1993","Thuringia","in school","2","","","","4"
"Slightly Expensive","1993","Thuringia","inadequately","","","","","4"
"Slightly Expensive","1993","Thuringia","general elemantary","4","","","","4"
"Slightly Expensive","1993","Thuringia","middle vocational","21","","","","4"
"Slightly Expensive","1993","Thuringia","vocational + Abi","2","","","","4"
"Slightly Expensive","1993","Thuringia","higher vocational","6","","","","4"
"Slightly Expensive","1993","Thuringia","higher education","13","","","","4"
"Slightly Expensive","1993","Saxony","higher education","12","","","","4"
"Too Expensive","1993","Schleswig-Holstein","in school","","","","","5"
"Too Expensive","1993","Schleswig-Holstein","inadequately","","","","","5"
"Too Expensive","1993","Schleswig-Holstein","general elemantary","2","","","","5"
"Too Expensive","1993","Schleswig-Holstein","middle vocational","1","","","","5"
"Too Expensive","1993","Schleswig-Holstein","vocational + Abi","","","","","5"
"Too Expensive","1993","Schleswig-Holstein","higher vocational","","","","","5"
"Too Expensive","1993","Schleswig-Holstein","higher education","","","","","5"
"Too Expensive","1993","Hamburg","in school","","","","","5"
"Too Expensive","1993","Hamburg","inadequately","","","","","5"
"Too Expensive","1993","Hamburg","general elemantary","","","","","5"
"Too Expensive","1993","Hamburg","middle vocational","","","","","5"
"Too Expensive","1993","Hamburg","vocational + Abi","","","","","5"
"Too Expensive","1993","Hamburg","higher vocational","","","","","5"
"Too Expensive","1993","Hamburg","higher education","","","","","5"
"Too Expensive","1993","Lower Saxony","in school","","","","","5"
"Too Expensive","1993","Lower Saxony","inadequately","","","","","5"
"Too Expensive","1993","Lower Saxony","general elemantary","3","","","","5"
"Too Expensive","1993","Lower Saxony","middle vocational","9","","","","5"
"Too Expensive","1993","Lower Saxony","vocational + Abi","","","","","5"
"Too Expensive","1993","Lower Saxony","higher vocational","1","","","","5"
"Too Expensive","1993","Lower Saxony","higher education","1","","","","5"
"Too Expensive","1993","Bremen","in school","","","","","5"
"Too Expensive","1993","Bremen","inadequately","","","","","5"
"Too Expensive","1993","Bremen","general elemantary","","","","","5"
"Too Expensive","1993","Bremen","middle vocational","","","","","5"
"Too Expensive","1993","Bremen","vocational + Abi","","","","","5"
"Too Expensive","1993","Bremen","higher vocational","","","","","5"
"Too Expensive","1993","Bremen","higher education","","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","in school","","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","inadequately","","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","general elemantary","2","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","middle vocational","6","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","vocational + Abi","1","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","higher vocational","1","","","","5"
"Too Expensive","1993","North Rhine-Westphalia","higher education","2","","","","5"
"Too Expensive","1993","Hesse","in school","","","","","5"
"Too Expensive","1993","Hesse","inadequately","","","","","5"
"Too Expensive","1993","Hesse","general elemantary","","","","","5"
"Too Expensive","1993","Hesse","middle vocational","1","","","","5"
"Too Expensive","1993","Hesse","vocational + Abi","","","","","5"
"Too Expensive","1993","Hesse","higher vocational","","","","","5"
"Too Expensive","1993","Hesse","higher education","","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","general elemantary","2","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","middle vocational","2","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"Too Expensive","1993","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Too Expensive","1993","Baden-Württemberg","in school","","","","","5"
"Too Expensive","1993","Baden-Württemberg","inadequately","1","","","","5"
"Too Expensive","1993","Baden-Württemberg","general elemantary","2","","","","5"
"Too Expensive","1993","Baden-Württemberg","middle vocational","7","","","","5"
"Too Expensive","1993","Baden-Württemberg","vocational + Abi","1","","","","5"
"Too Expensive","1993","Baden-Württemberg","higher vocational","","","","","5"
"Too Expensive","1993","Baden-Württemberg","higher education","","","","","5"
"Too Expensive","1993","Bavaria","in school","","","","","5"
"Too Expensive","1993","Bavaria","inadequately","1","","","","5"
"Too Expensive","1993","Bavaria","general elemantary","1","","","","5"
"Too Expensive","1993","Bavaria","middle vocational","7","","","","5"
"Too Expensive","1993","Bavaria","vocational + Abi","1","","","","5"
"Too Expensive","1993","Bavaria","higher vocational","3","","","","5"
"Too Expensive","1993","Saxony","middle vocational","8","","","","5"
"Too Expensive","1993","Saxony","vocational + Abi","","","","","5"
"Too Expensive","1993","Saxony","higher vocational","","","","","5"
"Too Expensive","1993","Saxony","higher education","3","","","","5"
"Too Expensive","1993","Saxony-Anhalt","in school","","","","","5"
"Too Expensive","1993","Saxony-Anhalt","inadequately","","","","","5"
"Too Expensive","1993","Saxony-Anhalt","general elemantary","","","","","5"
"Too Expensive","1993","Saxony-Anhalt","middle vocational","8","","","","5"
"Too Expensive","1993","Saxony-Anhalt","vocational + Abi","","","","","5"
"Too Expensive","1993","Saxony-Anhalt","higher vocational","","","","","5"
"Too Expensive","1993","Saxony-Anhalt","higher education","3","","","","5"
"Too Expensive","1993","Thuringia","in school","","","","","5"
"Too Expensive","1993","Thuringia","inadequately","","","","","5"
"Too Expensive","1993","Thuringia","general elemantary","2","","","","5"
"Too Expensive","1993","Thuringia","middle vocational","9","","","","5"
"Too Expensive","1993","Thuringia","vocational + Abi","","","","","5"
"Too Expensive","1993","Thuringia","higher vocational","","","","","5"
"Too Expensive","1993","Thuringia","higher education","2","","","","5"
"Too Expensive","1993","Bavaria","higher education","","","","","5"
"Too Expensive","1993","Berlin","in school","","","","","5"
"Too Expensive","1993","Berlin","inadequately","","","","","5"
"Too Expensive","1993","Berlin","general elemantary","","","","","5"
"Too Expensive","1993","Berlin","middle vocational","","","","","5"
"Too Expensive","1993","Berlin","vocational + Abi","","","","","5"
"Too Expensive","1993","Berlin","higher vocational","","","","","5"
"Too Expensive","1993","Berlin","higher education","","","","","5"
"Too Expensive","1993","Brandenburg","in school","","","","","5"
"Too Expensive","1993","Brandenburg","inadequately","","","","","5"
"Too Expensive","1993","Brandenburg","general elemantary","1","","","","5"
"Too Expensive","1993","Brandenburg","middle vocational","7","","","","5"
"Too Expensive","1993","Brandenburg","vocational + Abi","","","","","5"
"Too Expensive","1993","Brandenburg","higher vocational","","","","","5"
"Too Expensive","1993","Brandenburg","higher education","3","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","in school","1","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","middle vocational","2","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Too Expensive","1993","Mecklenburg-Western Pomerania","higher education","2","","","","5"
"Too Expensive","1993","Saxony","in school","","","","","5"
"Too Expensive","1993","Saxony","inadequately","","","","","5"
"Too Expensive","1993","Saxony","general elemantary","","","","","5"
"Very Inexpensive","1993","Lower Saxony","vocational + Abi","2","","","","1"
"Very Inexpensive","1993","Lower Saxony","higher vocational","13","","","","1"
"Very Inexpensive","1993","Lower Saxony","higher education","15","","","","1"
"Very Inexpensive","1993","Bremen","in school","","","","","1"
"Very Inexpensive","1993","Bremen","inadequately","","","","","1"
"Very Inexpensive","1993","Bremen","general elemantary","3","","","","1"
"Very Inexpensive","1993","Bremen","middle vocational","9","","","","1"
"Very Inexpensive","1993","Bremen","vocational + Abi","1","","","","1"
"Very Inexpensive","1993","Bremen","higher vocational","","","","","1"
"Very Inexpensive","1993","Bremen","higher education","","","","","1"
"Very Inexpensive","1993","North Rhine-Westphalia","in school","7","","","","1"
"Very Inexpensive","1993","North Rhine-Westphalia","inadequately","","","","","1"
"Very Inexpensive","1993","North Rhine-Westphalia","general elemantary","32","0.215913515466422","0.148710502709918","0.283116528222925","1"
"Very Inexpensive","1993","North Rhine-Westphalia","middle vocational","90","0.174031093303101","0.141029159790709","0.207033026815494","1"
"Very Inexpensive","1993","North Rhine-Westphalia","vocational + Abi","7","","","","1"
"Very Inexpensive","1993","North Rhine-Westphalia","higher vocational","10","","","","1"
"Very Inexpensive","1993","North Rhine-Westphalia","higher education","23","","","","1"
"Very Inexpensive","1993","Hesse","in school","2","","","","1"
"Very Inexpensive","1993","Hesse","inadequately","2","","","","1"
"Very Inexpensive","1993","Hesse","general elemantary","11","","","","1"
"Very Inexpensive","1993","Hesse","middle vocational","23","","","","1"
"Very Inexpensive","1993","Hesse","vocational + Abi","2","","","","1"
"Very Inexpensive","1993","Hesse","higher vocational","2","","","","1"
"Very Inexpensive","1993","Hesse","higher education","2","","","","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","in school","1","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","in school","2","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","inadequately","","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","general elemantary","4","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","middle vocational","15","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","vocational + Abi","2","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","higher vocational","2","","","","1"
"Very Inexpensive","1993","Schleswig-Holstein","higher education","4","","","","1"
"Very Inexpensive","1993","Hamburg","in school","","","","","1"
"Very Inexpensive","1993","Hamburg","inadequately","","","","","1"
"Very Inexpensive","1993","Hamburg","general elemantary","2","","","","1"
"Very Inexpensive","1993","Hamburg","middle vocational","5","","","","1"
"Very Inexpensive","1993","Hamburg","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Hamburg","higher vocational","","","","","1"
"Very Inexpensive","1993","Hamburg","higher education","1","","","","1"
"Very Inexpensive","1993","Lower Saxony","in school","4","","","","1"
"Very Inexpensive","1993","Lower Saxony","inadequately","2","","","","1"
"Very Inexpensive","1993","Lower Saxony","general elemantary","30","0.306865113940852","0.214124722116104","0.3996055057656","1"
"Very Inexpensive","1993","Lower Saxony","middle vocational","60","0.229227709825517","0.178809309229291","0.279646110421743","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","general elemantary","9","","","","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","middle vocational","30","0.176310548349074","0.121690989513853","0.230930107184294","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","higher vocational","5","","","","1"
"Very Inexpensive","1993","Rhineland-Palatinate,Saarland","higher education","7","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","in school","1","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","inadequately","","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","general elemantary","23","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","middle vocational","64","0.180039550237458","0.140995304880805","0.219083795594111","1"
"Very Inexpensive","1993","Baden-Württemberg","vocational + Abi","2","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","higher vocational","10","","","","1"
"Very Inexpensive","1993","Baden-Württemberg","higher education","14","","","","1"
"Very Inexpensive","1993","Bavaria","in school","2","","","","1"
"Very Inexpensive","1993","Bavaria","inadequately","","","","","1"
"Very Inexpensive","1993","Bavaria","general elemantary","28","","","","1"
"Very Inexpensive","1993","Bavaria","middle vocational","50","0.125689731219486","0.092789535928303","0.158589926510669","1"
"Very Inexpensive","1993","Bavaria","vocational + Abi","3","","","","1"
"Very Inexpensive","1993","Bavaria","higher vocational","12","","","","1"
"Very Inexpensive","1993","Bavaria","higher education","21","","","","1"
"Very Inexpensive","1993","Berlin","in school","","","","","1"
"Very Inexpensive","1993","Berlin","inadequately","","","","","1"
"Very Inexpensive","1993","Berlin","general elemantary","","","","","1"
"Very Inexpensive","1993","Berlin","middle vocational","1","","","","1"
"Very Inexpensive","1993","Berlin","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Berlin","higher vocational","1","","","","1"
"Very Inexpensive","1993","Berlin","higher education","1","","","","1"
"Very Inexpensive","1993","Brandenburg","in school","","","","","1"
"Very Inexpensive","1993","Brandenburg","inadequately","","","","","1"
"Very Inexpensive","1993","Brandenburg","general elemantary","","","","","1"
"Very Inexpensive","1993","Brandenburg","middle vocational","8","","","","1"
"Very Inexpensive","1993","Brandenburg","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Brandenburg","higher vocational","1","","","","1"
"Very Inexpensive","1993","Brandenburg","higher education","3","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","in school","","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","middle vocational","9","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","higher vocational","1","","","","1"
"Very Inexpensive","1993","Mecklenburg-Western Pomerania","higher education","3","","","","1"
"Very Inexpensive","1993","Saxony","in school","","","","","1"
"Very Inexpensive","1993","Saxony","inadequately","","","","","1"
"Very Inexpensive","1993","Saxony","general elemantary","4","","","","1"
"Very Inexpensive","1993","Saxony","middle vocational","11","","","","1"
"Very Inexpensive","1993","Saxony","vocational + Abi","1","","","","1"
"Very Inexpensive","1993","Saxony","higher vocational","1","","","","1"
"Very Inexpensive","1993","Saxony","higher education","2","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","in school","","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","inadequately","","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","general elemantary","4","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","middle vocational","11","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","higher vocational","2","","","","1"
"Very Inexpensive","1993","Saxony-Anhalt","higher education","2","","","","1"
"Very Inexpensive","1993","Thuringia","in school","","","","","1"
"Very Inexpensive","1993","Thuringia","inadequately","","","","","1"
"Very Inexpensive","1993","Thuringia","general elemantary","","","","","1"
"Very Inexpensive","1993","Thuringia","middle vocational","14","","","","1"
"Very Inexpensive","1993","Thuringia","vocational + Abi","","","","","1"
"Very Inexpensive","1993","Thuringia","higher vocational","2","","","","1"
"Very Inexpensive","1993","Thuringia","higher education","2","","","","1"
"Inexpensive","1994","Lower Saxony","general elemantary","37","0.359016294784155","0.263551597723227","0.454480991845082","2"
"Inexpensive","1994","Lower Saxony","inadequately","2","","","","2"
"Inexpensive","1994","Lower Saxony","vocational + Abi","6","","","","2"
"Inexpensive","1994","Lower Saxony","higher vocational","10","","","","2"
"Inexpensive","1994","Bremen","inadequately","","","","","2"
"Inexpensive","1994","Bremen","general elemantary","5","","","","2"
"Inexpensive","1994","Lower Saxony","in school","","","","","2"
"Inexpensive","1994","Lower Saxony","middle vocational","87","0.319612027667001","0.26336028276308","0.375863772570922","2"
"Inexpensive","1994","Bremen","middle vocational","4","","","","2"
"Inexpensive","1994","Lower Saxony","higher education","16","","","","2"
"Inexpensive","1994","Bremen","in school","","","","","2"
"Inexpensive","1994","Schleswig-Holstein","in school","3","","","","2"
"Inexpensive","1994","Schleswig-Holstein","inadequately","","","","","2"
"Inexpensive","1994","Schleswig-Holstein","general elemantary","2","","","","2"
"Inexpensive","1994","Schleswig-Holstein","middle vocational","33","0.388150773494604","0.283309694851422","0.492991852137786","2"
"Inexpensive","1994","Schleswig-Holstein","vocational + Abi","1","","","","2"
"Inexpensive","1994","Schleswig-Holstein","higher vocational","3","","","","2"
"Inexpensive","1994","Schleswig-Holstein","higher education","5","","","","2"
"Inexpensive","1994","Hamburg","in school","","","","","2"
"Inexpensive","1994","Hamburg","higher vocational","2","","","","2"
"Inexpensive","1994","Hamburg","higher education","","","","","2"
"Inexpensive","1994","Hamburg","inadequately","","","","","2"
"Inexpensive","1994","Hamburg","general elemantary","1","","","","2"
"Inexpensive","1994","Hamburg","middle vocational","6","","","","2"
"Inexpensive","1994","Hamburg","vocational + Abi","1","","","","2"
"Inexpensive","1994","Bremen","vocational + Abi","2","","","","2"
"Inexpensive","1994","Bremen","higher vocational","","","","","2"
"Inexpensive","1994","Bremen","higher education","","","","","2"
"Inexpensive","1994","North Rhine-Westphalia","in school","5","","","","2"
"Inexpensive","1994","North Rhine-Westphalia","inadequately","4","","","","2"
"Inexpensive","1994","Bavaria","higher vocational","14","","","","2"
"Inexpensive","1994","Bavaria","higher education","22","","","","2"
"Inexpensive","1994","Berlin","in school","","","","","2"
"Inexpensive","1994","Berlin","inadequately","","","","","2"
"Inexpensive","1994","Berlin","general elemantary","","","","","2"
"Inexpensive","1994","Berlin","middle vocational","7","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","higher vocational","5","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","higher education","10","","","","2"
"Inexpensive","1994","Baden-Württemberg","in school","6","","","","2"
"Inexpensive","1994","Baden-Württemberg","inadequately","9","","","","2"
"Inexpensive","1994","Baden-Württemberg","general elemantary","56","0.368305021341889","0.293798774774467","0.442811267909312","2"
"Inexpensive","1994","Baden-Württemberg","middle vocational","122","0.345123415993146","0.296812689855328","0.393434142130965","2"
"Inexpensive","1994","North Rhine-Westphalia","general elemantary","48","0.386626370231883","0.302914951693309","0.470337788770456","2"
"Inexpensive","1994","North Rhine-Westphalia","middle vocational","162","0.320759818943724","0.280249592823486","0.361270045063962","2"
"Inexpensive","1994","North Rhine-Westphalia","vocational + Abi","12","","","","2"
"Inexpensive","1994","North Rhine-Westphalia","higher vocational","19","","","","2"
"Inexpensive","1994","North Rhine-Westphalia","higher education","34","0.258893473739933","0.181483591721872","0.336303355757995","2"
"Inexpensive","1994","Hesse","in school","5","","","","2"
"Inexpensive","1994","Hesse","inadequately","7","","","","2"
"Inexpensive","1994","Hesse","general elemantary","25","","","","2"
"Inexpensive","1994","Hesse","middle vocational","68","0.398571314136897","0.325188371251447","0.471954257022348","2"
"Inexpensive","1994","Hesse","vocational + Abi","2","","","","2"
"Inexpensive","1994","Hesse","higher vocational","3","","","","2"
"Inexpensive","1994","Hesse","higher education","9","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","in school","1","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","inadequately","5","","","","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","general elemantary","45","0.474437575595979","0.376074480368704","0.572800670823253","2"
"Inexpensive","1994","Rhineland-Palatinate,Saarland","middle vocational","73","0.358703769552828","0.289023517830743","0.428384021274912","2"
"Inexpensive","1994","Baden-Württemberg","vocational + Abi","4","","","","2"
"Inexpensive","1994","Baden-Württemberg","higher vocational","20","","","","2"
"Inexpensive","1994","Baden-Württemberg","higher education","22","","","","2"
"Inexpensive","1994","Bavaria","in school","2","","","","2"
"Inexpensive","1994","Bavaria","inadequately","4","","","","2"
"Inexpensive","1994","Bavaria","general elemantary","36","0.267531462255714","0.191436074578793","0.343626849932634","2"
"Inexpensive","1994","Bavaria","middle vocational","117","0.291626739377393","0.246804423292766","0.33644905546202","2"
"Inexpensive","1994","Bavaria","vocational + Abi","9","","","","2"
"Inexpensive","1994","Berlin","vocational + Abi","","","","","2"
"Inexpensive","1994","Berlin","higher vocational","1","","","","2"
"Inexpensive","1994","Berlin","higher education","1","","","","2"
"Inexpensive","1994","Brandenburg","in school","","","","","2"
"Inexpensive","1994","Brandenburg","inadequately","","","","","2"
"Inexpensive","1994","Brandenburg","general elemantary","8","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","in school","3","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","inadequately","1","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","general elemantary","8","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","middle vocational","25","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","higher vocational","9","","","","2"
"Inexpensive","1994","Mecklenburg-Western Pomerania","higher education","10","","","","2"
"Inexpensive","1994","Saxony","vocational + Abi","3","","","","2"
