"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too small","1993","in school","Rural Area","2","","","","1"
"Much too small","1993","inadequately","Urban Area","59","0.0868641268978232","0.0621781100785029","0.111550143717144","1"
"Much too small","1993","inadequately","Rural Area","11","","","","1"
"Much too small","1993","general elemantary","Urban Area","123","0.0340113745229923","0.0257872368949193","0.0422355121510652","1"
"Much too small","1993","general elemantary","Rural Area","19","","","","1"
"Much too small","1993","middle vocational","Urban Area","148","0.0230875561524219","0.0185423803999828","0.0276327319048609","1"
"Much too small","1993","middle vocational","Rural Area","55","0.0181108734342422","0.0127668491069548","0.0234548977615296","1"
"Much too small","1993","vocational + Abi","Urban Area","16","","","","1"
"Much too small","1993","vocational + Abi","Rural Area","6","","","","1"
"Much too small","1993","higher vocational","Urban Area","15","","","","1"
"Much too small","1993","higher vocational","Rural Area","10","","","","1"
"Much too small","1993","higher education","Urban Area","44","0.0420010496557358","0.0296485185272472","0.0543535807842243","1"
"Much too small","1993","higher education","Rural Area","18","","","","1"
"A little too big","1994","in school","Urban Area","15","","","","4"
"A little too big","1994","in school","Rural Area","2","","","","4"
"A little too big","1994","inadequately","Urban Area","7","","","","4"
"A little too big","1994","inadequately","Rural Area","2","","","","4"
"A little too big","1994","general elemantary","Urban Area","84","0.0574727738501836","0.0464478844315541","0.0684976632688131","4"
"A little too big","1994","general elemantary","Rural Area","60","0.0889236635848683","0.0684297432385186","0.109417583931218","4"
"A little too big","1994","middle vocational","Urban Area","263","0.0783939681531755","0.070187415465524","0.086600520840827","4"
"A little too big","1994","middle vocational","Rural Area","187","0.0991795851639062","0.0870791903447256","0.111279979983087","4"
"A little too big","1994","vocational + Abi","Urban Area","20","","","","4"
"A little too big","1994","vocational + Abi","Rural Area","8","","","","4"
"A little too big","1994","higher vocational","Urban Area","39","0.0870048301439415","0.0615515616215425","0.112458098666341","4"
"A little too big","1994","higher vocational","Rural Area","27","","","","4"
"A little too big","1994","higher education","Urban Area","90","0.106100961707797","0.0873659784433839","0.124835944972209","4"
"A little too big","1994","higher education","Rural Area","53","0.124679942960207","0.0981133044751894","0.151246581445225","4"
"A little too small","1994","vocational + Abi","Rural Area","23","","","","2"
"A little too small","1994","higher vocational","Urban Area","89","0.184235155350592","0.1492240048255","0.219246305875683","2"
"A little too small","1994","higher vocational","Rural Area","40","0.0973459128138059","0.0621828817029836","0.132508943924628","2"
"A little too small","1994","higher education","Urban Area","232","0.209454235691071","0.184699545469813","0.234208925912328","2"
"A little too small","1994","higher education","Rural Area","130","0.19676866911243","0.164797894210865","0.228739444013994","2"
"A little too small","1994","in school","Urban Area","34","0.174570129801782","0.116997653024007","0.232142606579556","2"
"A little too small","1994","in school","Rural Area","17","","","","2"
"A little too small","1994","inadequately","Urban Area","104","0.235538453152106","0.196288996205445","0.274787910098767","2"
"A little too small","1994","inadequately","Rural Area","10","","","","2"
"A little too small","1994","general elemantary","Urban Area","289","0.133270131483454","0.117170923704109","0.1493693392628","2"
"A little too small","1994","general elemantary","Rural Area","89","0.100971013329231","0.0792777847840386","0.122664241874423","2"
"A little too small","1994","middle vocational","Urban Area","719","0.154456240093211","0.143422631912083","0.165489848274338","2"
"A little too small","1994","middle vocational","Rural Area","416","0.15122470491766","0.136721064453124","0.165728345382196","2"
"A little too small","1994","vocational + Abi","Urban Area","74","0.269969427591305","0.218246548648009","0.321692306534601","2"
"Just right","1994","in school","Urban Area","109","0.691829876614155","0.62179977151946","0.761859981708849","3"
"Just right","1994","in school","Rural Area","46","0.747018344209523","0.642925508833213","0.851111179585832","3"
"Just right","1994","inadequately","Urban Area","286","0.636282070067496","0.591784927977723","0.680779212157269","3"
"Just right","1994","inadequately","Rural Area","69","0.785117139857401","0.699299834795863","0.870934444918938","3"
"Just right","1994","vocational + Abi","Rural Area","61","0.640000674686496","0.546849343741942","0.73315200563105","3"
"Just right","1994","higher vocational","Urban Area","326","0.704480162669108","0.663273699368175","0.745686625970041","3"
"Just right","1994","higher vocational","Rural Area","190","0.711884748930103","0.658162431844545","0.765607066015661","3"
"Just right","1994","higher education","Urban Area","674","0.650963804373978","0.621966136723762","0.679961472024194","3"
"Just right","1994","higher education","Rural Area","386","0.644763406790575","0.606276420299396","0.683250393281754","3"
"Just right","1994","general elemantary","Urban Area","1226","0.773315063535365","0.75348218387951","0.793147943191221","3"
"Just right","1994","general elemantary","Rural Area","575","0.792144296912994","0.762928205851766","0.821360387974223","3"
"Just right","1994","middle vocational","Urban Area","2981","0.738270835040653","0.724849964113086","0.751691705968221","3"
"Just right","1994","middle vocational","Rural Area","1641","0.718069576759043","0.699854813858715","0.736284339659371","3"
"Just right","1994","vocational + Abi","Urban Area","180","0.603064341486491","0.546061467074539","0.660067215898444","3"
"Much too big","1994","in school","Urban Area","1","","","","5"
"Much too big","1994","in school","Rural Area","","","","","5"
"Much too big","1994","inadequately","Urban Area","","","","","5"
"Much too big","1994","inadequately","Rural Area","","","","","5"
"Much too big","1994","general elemantary","Urban Area","8","","","","5"
"Much too big","1994","general elemantary","Rural Area","8","","","","5"
"Much too big","1994","middle vocational","Urban Area","19","","","","5"
"Much too big","1994","middle vocational","Rural Area","22","","","","5"
"Much too big","1994","vocational + Abi","Urban Area","3","","","","5"
"Much too big","1994","vocational + Abi","Rural Area","1","","","","5"
"Much too big","1994","higher vocational","Urban Area","4","","","","5"
"Much too big","1994","higher vocational","Rural Area","5","","","","5"
"Much too big","1994","higher education","Urban Area","4","","","","5"
"Much too big","1994","higher education","Rural Area","5","","","","5"
"Much too small","1994","in school","Urban Area","8","","","","1"
"Much too small","1994","in school","Rural Area","2","","","","1"
"Much too small","1994","inadequately","Urban Area","52","0.106773376250654","0.0782081782993103","0.135338574201997","1"
"Much too small","1994","inadequately","Rural Area","7","","","","1"
"Much too small","1994","general elemantary","Urban Area","105","0.0302734110572094","0.0221572334603555","0.0383895886540632","1"
"Much too small","1994","general elemantary","Rural Area","9","","","","1"
"Much too small","1994","middle vocational","Urban Area","139","0.0230960024974564","0.0185099276747865","0.0276820773201264","1"
"Much too small","1994","middle vocational","Rural Area","78","0.0250061154375341","0.0186850054221293","0.031327225452939","1"
"Much too small","1994","vocational + Abi","Urban Area","6","","","","1"
"Much too small","1994","vocational + Abi","Rural Area","9","","","","1"
"Much too small","1994","higher vocational","Urban Area","13","","","","1"
"Much too small","1994","higher vocational","Rural Area","11","","","","1"
"Much too small","1994","higher education","Urban Area","38","0.0262637782427581","0.0165352156285758","0.0359923408569403","1"
"Much too small","1994","higher education","Rural Area","20","","","","1"
"A little too big","1995","vocational + Abi","Rural Area","15","","","","4"
"A little too big","1995","higher vocational","Urban Area","37","0.102329200070371","0.0749287623425305","0.129729637798211","4"
"A little too big","1995","higher vocational","Rural Area","36","0.148687972362654","0.107810512505631","0.189565432219676","4"
"A little too big","1995","higher education","Urban Area","102","0.105577397493441","0.0874752066353166","0.123679588351566","4"
"A little too big","1995","higher education","Rural Area","76","0.137089539170411","0.110359194521144","0.163819883819678","4"
"A little too big","1995","in school","Urban Area","12","","","","4"
"A little too big","1995","in school","Rural Area","7","","","","4"
"A little too big","1995","inadequately","Urban Area","7","","","","4"
"A little too big","1995","inadequately","Rural Area","4","","","","4"
"A little too big","1995","general elemantary","Urban Area","99","0.0705299951965236","0.0584299084381759","0.0826300819548713","4"
"A little too big","1995","general elemantary","Rural Area","67","0.120323492972273","0.0972388833688585","0.143408102575688","4"
"A little too big","1995","middle vocational","Urban Area","260","0.0780093096177768","0.0699331182627529","0.0860855009728008","4"
"A little too big","1995","middle vocational","Rural Area","210","0.106780275882861","0.0945036143308791","0.119056937434843","4"
"A little too big","1995","vocational + Abi","Urban Area","24","","","","4"
"A little too small","1995","vocational + Abi","Rural Area","30","0.207588324180513","0.133136977133355","0.28203967122767","2"
"A little too small","1995","higher vocational","Urban Area","94","0.188071717165816","0.152743661017811","0.22339977331382","2"
"A little too small","1995","higher vocational","Rural Area","42","0.117911780525742","0.080857685898439","0.154965875153044","2"
"A little too small","1995","higher education","Urban Area","258","0.207701665525031","0.183804926449526","0.231598404600535","2"
"A little too small","1995","higher education","Rural Area","132","0.186089677452564","0.155843607446334","0.216335747458794","2"
"A little too small","1995","in school","Urban Area","49","0.248373036546266","0.187097826799144","0.309648246293389","2"
"A little too small","1995","in school","Rural Area","19","","","","2"
"A little too small","1995","inadequately","Urban Area","111","0.283227119585585","0.240690041319304","0.325764197851866","2"
"A little too small","1995","middle vocational","Urban Area","693","0.140602311377784","0.130134318076981","0.151070304678587","2"
"A little too small","1995","middle vocational","Rural Area","415","0.159145571859782","0.144603934868806","0.173687208850758","2"
"A little too small","1995","vocational + Abi","Urban Area","93","0.263383956252583","0.217946947234008","0.308820965271158","2"
"A little too small","1995","inadequately","Rural Area","16","","","","2"
"A little too small","1995","general elemantary","Urban Area","289","0.125422411522013","0.109770383634477","0.141074439409549","2"
"A little too small","1995","general elemantary","Rural Area","92","0.108485345874752","0.0864187366540095","0.130551955095495","2"
"Just right","1995","in school","Urban Area","120","0.641090461528826","0.573063109671852","0.709117813385801","3"
"Just right","1995","in school","Rural Area","61","0.728887102299341","0.636009290028799","0.821764914569883","3"
"Just right","1995","inadequately","Urban Area","286","0.649676152508212","0.604636734534767","0.694715570481657","3"
"Just right","1995","inadequately","Rural Area","64","0.743307096652596","0.650988342277594","0.835625851027599","3"
"Just right","1995","vocational + Abi","Rural Area","62","0.596450845910125","0.506390996710906","0.686510695109344","3"
"Just right","1995","higher vocational","Urban Area","321","0.68703477196973","0.645113295984051","0.72895624795541","3"
"Just right","1995","higher vocational","Rural Area","203","0.698288250995614","0.645551292969725","0.751025209021504","3"
"Just right","1995","higher education","Urban Area","699","0.642276955326285","0.614040582355459","0.670513328297111","3"
"Just right","1995","higher education","Rural Area","399","0.630030860890843","0.592509101496739","0.667552620284947","3"
"Just right","1995","middle vocational","Urban Area","3124","0.751094187908406","0.738073472855346","0.764114902961466","3"
"Just right","1995","middle vocational","Rural Area","1717","0.705666098270957","0.68754955306146","0.723782643480453","3"
"Just right","1995","vocational + Abi","Urban Area","231","0.619481677708636","0.569397965696614","0.669565389720659","3"
"Just right","1995","general elemantary","Urban Area","1230","0.769778177834749","0.749883362667737","0.789672993001761","3"
"Just right","1995","general elemantary","Rural Area","580","0.74724198955446","0.716405216810631","0.77807876229829","3"
"Much too big","1995","in school","Urban Area","2","","","","5"
"Much too big","1995","in school","Rural Area","","","","","5"
"Much too big","1995","inadequately","Urban Area","","","","","5"
"Much too big","1995","inadequately","Rural Area","","","","","5"
"Much too big","1995","general elemantary","Urban Area","6","","","","5"
"Much too big","1995","general elemantary","Rural Area","5","","","","5"
"Much too big","1995","middle vocational","Urban Area","22","","","","5"
"Much too big","1995","middle vocational","Rural Area","17","","","","5"
"Much too big","1995","vocational + Abi","Urban Area","1","","","","5"
"Much too big","1995","vocational + Abi","Rural Area","3","","","","5"
"Much too big","1995","higher vocational","Urban Area","1","","","","5"
"Much too big","1995","higher vocational","Rural Area","3","","","","5"
"Much too big","1995","higher education","Urban Area","4","","","","5"
"Much too big","1995","higher education","Rural Area","9","","","","5"
"Much too small","1995","in school","Urban Area","8","","","","1"
"Much too small","1995","in school","Rural Area","1","","","","1"
"Much too small","1995","inadequately","Urban Area","27","","","","1"
"Much too small","1995","inadequately","Rural Area","2","","","","1"
"Much too small","1995","general elemantary","Urban Area","96","0.0291404779458995","0.021191516326036","0.0370894395657629","1"
"Much too small","1995","general elemantary","Rural Area","19","","","","1"
"Much too small","1995","middle vocational","Urban Area","137","0.0228728724981387","0.0183708671652378","0.0273748778310396","1"
"Much too small","1995","middle vocational","Rural Area","72","0.0215179325148136","0.0157498386702017","0.0272860263594256","1"
"Much too small","1995","vocational + Abi","Urban Area","12","","","","1"
"Much too small","1995","vocational + Abi","Rural Area","4","","","","1"
"Much too small","1995","higher vocational","Urban Area","17","","","","1"
"Much too small","1995","higher vocational","Rural Area","7","","","","1"
"Much too small","1995","higher education","Urban Area","44","0.0380286026224704","0.0267615442617732","0.0492956609831677","1"
"Much too small","1995","higher education","Rural Area","20","","","","1"
"A little too big","1996","vocational + Abi","Rural Area","18","","","","4"
"A little too big","1996","higher vocational","Urban Area","36","0.104099030685063","0.0768357623581669","0.13136229901196","4"
"A little too big","1996","higher vocational","Rural Area","31","0.130929500457441","0.0918353901561172","0.170023610758765","4"
"A little too big","1996","higher education","Urban Area","95","0.103004130638998","0.0852813683946233","0.120726892883373","4"
"A little too big","1996","higher education","Rural Area","65","0.161207525099815","0.132470441829889","0.18994460836974","4"
"A little too big","1996","in school","Urban Area","14","","","","4"
"A little too big","1996","in school","Rural Area","5","","","","4"
"A little too big","1996","inadequately","Urban Area","10","","","","4"
"A little too big","1996","inadequately","Rural Area","1","","","","4"
"A little too big","1996","general elemantary","Urban Area","99","0.0762755027103067","0.063436677551481","0.0891143278691324","4"
"A little too big","1996","general elemantary","Rural Area","57","0.100093312153243","0.0783664317546481","0.121820192551838","4"
"A little too big","1996","middle vocational","Urban Area","318","0.0975814598093487","0.0885757975366469","0.10658712208205","4"
"A little too big","1996","middle vocational","Rural Area","205","0.111545802191793","0.0989642365424219","0.124127367841165","4"
"A little too big","1996","vocational + Abi","Urban Area","26","","","","4"
"A little too small","1996","in school","Urban Area","60","0.286039204069431","0.223251946285422","0.348826461853441","2"
"A little too small","1996","in school","Rural Area","15","","","","2"
"A little too small","1996","inadequately","Urban Area","100","0.272175883129919","0.228775311476959","0.315576454782879","2"
"A little too small","1996","inadequately","Rural Area","11","","","","2"
"A little too small","1996","general elemantary","Urban Area","261","0.117960878039638","0.102359087715247","0.133562668364029","2"
"A little too small","1996","general elemantary","Rural Area","94","0.101472027106171","0.0796127863738513","0.123331267838491","2"
"A little too small","1996","middle vocational","Urban Area","739","0.154098316301524","0.143141436747771","0.165055195855277","2"
"A little too small","1996","middle vocational","Rural Area","395","0.148523901172809","0.134311254632998","0.162736547712621","2"
"A little too small","1996","vocational + Abi","Urban Area","87","0.235965510612669","0.192043560587569","0.279887460637768","2"
"A little too small","1996","vocational + Abi","Rural Area","28","","","","2"
"A little too small","1996","higher vocational","Urban Area","72","0.14758580612866","0.115921337517772","0.179250274739549","2"
"A little too small","1996","higher vocational","Rural Area","44","0.103428030579686","0.0681359891417044","0.138720072017667","2"
"A little too small","1996","higher education","Urban Area","250","0.211237822154458","0.187438326783528","0.235037317525388","2"
"A little too small","1996","higher education","Rural Area","121","0.166069066927532","0.136986537058608","0.195151596796455","2"
"Just right","1996","in school","Urban Area","120","0.625999102214244","0.558771947568438","0.693226256860051","3"
"Just right","1996","in school","Rural Area","68","0.749775869351818","0.660782485832239","0.838769252871397","3"
"Just right","1996","inadequately","Urban Area","260","0.629623974896363","0.582534974634995","0.67671297515773","3"
"Just right","1996","inadequately","Rural Area","70","0.710593467980983","0.614749753782168","0.806437182179798","3"
"Just right","1996","vocational + Abi","Rural Area","63","0.58734096919437","0.497362210917282","0.677319727471458","3"
"Just right","1996","higher vocational","Urban Area","358","0.727240513140543","0.687479857555113","0.767001168725973","3"
"Just right","1996","higher vocational","Rural Area","198","0.730647165960755","0.679233366269507","0.782060965652002","3"
"Just right","1996","higher education","Urban Area","746","0.653815568361303","0.626076602589345","0.681554534133261","3"
"Just right","1996","higher education","Rural Area","420","0.643667106587871","0.606240419742123","0.681093793433619","3"
"Just right","1996","middle vocational","Urban Area","2991","0.726579538290784","0.713053049284488","0.740106027297081","3"
"Just right","1996","middle vocational","Rural Area","1731","0.714552234642995","0.696502498182497","0.732601971103493","3"
"Just right","1996","general elemantary","Urban Area","1184","0.76923501503343","0.748856337696727","0.789613692370132","3"
"Just right","1996","general elemantary","Rural Area","559","0.771346302683301","0.740943759156605","0.801748846209996","3"
"Just right","1996","vocational + Abi","Urban Area","224","0.61313127236973","0.562751127371608","0.663511417367852","3"
"Much too big","1996","in school","Urban Area","","","","","5"
"Much too big","1996","in school","Rural Area","","","","","5"
"Much too big","1996","inadequately","Urban Area","2","","","","5"
"Much too big","1996","inadequately","Rural Area","","","","","5"
"Much too big","1996","general elemantary","Urban Area","9","","","","5"
"Much too big","1996","general elemantary","Rural Area","11","","","","5"
"Much too big","1996","middle vocational","Urban Area","17","","","","5"
"Much too big","1996","middle vocational","Rural Area","11","","","","5"
"Much too big","1996","vocational + Abi","Urban Area","","","","","5"
"Much too big","1996","vocational + Abi","Rural Area","2","","","","5"
"Much too big","1996","higher vocational","Urban Area","2","","","","5"
"Much too big","1996","higher vocational","Rural Area","3","","","","5"
"Much too big","1996","higher education","Urban Area","6","","","","5"
"Much too big","1996","higher education","Rural Area","5","","","","5"
"Much too small","1996","in school","Urban Area","5","","","","1"
"Much too small","1996","in school","Rural Area","3","","","","1"
"Much too small","1996","inadequately","Urban Area","32","0.0622091107383714","0.0386565891955531","0.0857616322811897","1"
"Much too small","1996","inadequately","Rural Area","4","","","","1"
"Much too small","1996","general elemantary","Urban Area","89","0.0285019902853482","0.0204533954417081","0.0365505851289882","1"
"Much too small","1996","general elemantary","Rural Area","12","","","","1"
"Much too small","1996","middle vocational","Urban Area","106","0.0163161208771938","0.012471405185432","0.0201608365689555","1"
"Much too small","1996","middle vocational","Rural Area","63","0.0224671787999211","0.0165443320533171","0.0283900255465251","1"
"Much too small","1996","vocational + Abi","Urban Area","22","","","","1"
"Much too small","1996","vocational + Abi","Rural Area","4","","","","1"
"Much too small","1996","higher vocational","Urban Area","14","","","","1"
"Much too small","1996","higher vocational","Rural Area","10","","","","1"
"Much too small","1996","higher education","Urban Area","33","0.0226025583654059","0.0139364669103385","0.0312686498204733","1"
"Much too small","1996","higher education","Rural Area","18","","","","1"
"A little too big","1997","in school","Urban Area","8","","","","4"
"A little too big","1997","in school","Rural Area","4","","","","4"
"A little too big","1997","inadequately","Urban Area","14","","","","4"
"A little too big","1997","inadequately","Rural Area","3","","","","4"
"A little too big","1997","vocational + Abi","Rural Area","11","","","","4"
"A little too big","1997","higher vocational","Urban Area","39","0.0990503727197359","0.0723539011676631","0.125746844271809","4"
"A little too big","1997","higher vocational","Rural Area","26","","","","4"
"A little too big","1997","higher education","Urban Area","81","0.0902343151524092","0.0734469055559783","0.10702172474884","4"
"A little too big","1997","higher education","Rural Area","64","0.148409820457787","0.120995437569365","0.175824203346209","4"
"A little too big","1997","middle vocational","Urban Area","312","0.0942849440772014","0.0853455418694818","0.103224346284921","4"
"A little too big","1997","general elemantary","Urban Area","97","0.0807072706148076","0.0674840412315632","0.0939304999980521","4"
"A little too big","1997","general elemantary","Rural Area","51","0.114516941642492","0.090859462280277","0.138174421004707","4"
"A little too big","1997","middle vocational","Rural Area","190","0.118632879821809","0.105609065348541","0.131656694295077","4"
"A little too big","1997","vocational + Abi","Urban Area","20","","","","4"
"A little too small","1997","in school","Urban Area","50","0.218461377289748","0.162442099666378","0.274480654913117","2"
"A little too small","1997","in school","Rural Area","24","","","","2"
"A little too small","1997","inadequately","Urban Area","79","0.237529657874047","0.195075049596022","0.279984266152072","2"
"A little too small","1997","inadequately","Rural Area","15","","","","2"
"A little too small","1997","general elemantary","Urban Area","269","0.126211555247851","0.110089997747598","0.142333112748105","2"
"A little too small","1997","general elemantary","Rural Area","77","0.085734817055186","0.0649350642034449","0.106534569906927","2"
"A little too small","1997","middle vocational","Urban Area","693","0.153185381276261","0.142167594976192","0.164203167576331","2"
"A little too small","1997","middle vocational","Rural Area","393","0.155475223150501","0.140880561398651","0.170069884902351","2"
"A little too small","1997","vocational + Abi","Urban Area","85","0.245425634781569","0.19968316419421","0.291168105368927","2"
"A little too small","1997","vocational + Abi","Rural Area","30","0.26311506077139","0.182285846060276","0.343944275482504","2"
"A little too small","1997","higher vocational","Urban Area","88","0.186103186046752","0.151322581128901","0.220883790964603","2"
"A little too small","1997","higher vocational","Rural Area","44","0.150205164954693","0.10805560675181","0.192354723157577","2"
"A little too small","1997","higher education","Urban Area","245","0.220470121795122","0.196180301507604","0.244759942082641","2"
"A little too small","1997","higher education","Rural Area","110","0.15759237440772","0.129495333986461","0.18568941482898","2"
"Just right","1997","vocational + Abi","Rural Area","68","0.63293883107411","0.544458699998646","0.721418962149574","3"
"Just right","1997","higher vocational","Urban Area","339","0.690700369827543","0.64939465927062","0.732006080384466","3"
"Just right","1997","higher vocational","Rural Area","199","0.736960396578812","0.685017496260602","0.788903296897022","3"
"Just right","1997","higher education","Urban Area","761","0.654778479651284","0.626921811103579","0.68263514819899","3"
"Just right","1997","higher education","Rural Area","453","0.673182254528687","0.637012049005176","0.709352460052198","3"
"Just right","1997","in school","Urban Area","135","0.673657874455723","0.610090948146279","0.737224800765167","3"
"Just right","1997","in school","Rural Area","71","0.67812017955065","0.588758020959411","0.767482338141888","3"
"Just right","1997","inadequately","Urban Area","265","0.659505653093417","0.612232055623695","0.70677925056314","3"
"Just right","1997","inadequately","Rural Area","57","0.656870704428496","0.550830251406473","0.76291115745052","3"
"Just right","1997","general elemantary","Urban Area","1210","0.769782182343397","0.749345627623581","0.790218737063214","3"
"Just right","1997","general elemantary","Rural Area","548","0.778336986586759","0.747478549797587","0.809195423375931","3"
"Just right","1997","middle vocational","Urban Area","2997","0.729587512420751","0.715999886621405","0.743175138220097","3"
"Just right","1997","middle vocational","Rural Area","1722","0.70627289765284","0.687927990291063","0.724617805014618","3"
"Just right","1997","vocational + Abi","Urban Area","218","0.625991624172384","0.574559606996461","0.677423641348307","3"
"Much too big","1997","in school","Urban Area","","","","","5"
"Much too big","1997","in school","Rural Area","","","","","5"
"Much too big","1997","inadequately","Urban Area","","","","","5"
"Much too big","1997","inadequately","Rural Area","","","","","5"
"Much too big","1997","general elemantary","Urban Area","6","","","","5"
"Much too big","1997","general elemantary","Rural Area","5","","","","5"
"Much too big","1997","middle vocational","Urban Area","17","","","","5"
"Much too big","1997","middle vocational","Rural Area","17","","","","5"
"Much too big","1997","vocational + Abi","Urban Area","","","","","5"
"Much too big","1997","vocational + Abi","Rural Area","","","","","5"
"Much too big","1997","higher vocational","Urban Area","1","","","","5"
"Much too big","1997","higher vocational","Rural Area","1","","","","5"
"Much too big","1997","higher education","Urban Area","7","","","","5"
"Much too big","1997","higher education","Rural Area","4","","","","5"
"Much too small","1997","in school","Urban Area","16","","","","1"
"Much too small","1997","in school","Rural Area","6","","","","1"
"Much too small","1997","inadequately","Urban Area","28","","","","1"
"Much too small","1997","inadequately","Rural Area","2","","","","1"
"Much too small","1997","general elemantary","Urban Area","48","0.0161793440073513","0.0100545327258991","0.0223041552888035","1"
"Much too small","1997","general elemantary","Rural Area","15","","","","1"
"Much too small","1997","middle vocational","Urban Area","86","0.0165121105090229","0.0126137920730452","0.0204104289450007","1"
"Much too small","1997","middle vocational","Rural Area","46","0.0143920442921352","0.00959503471366644","0.019189053870604","1"
"Much too small","1997","vocational + Abi","Urban Area","17","","","","1"
"Much too small","1997","vocational + Abi","Rural Area","5","","","","1"
"Much too small","1997","higher vocational","Urban Area","14","","","","1"
"Much too small","1997","higher vocational","Rural Area","6","","","","1"
"Much too small","1997","higher education","Urban Area","25","","","","1"
"Much too small","1997","higher education","Rural Area","15","","","","1"
"A little too big","1998","in school","Urban Area","10","","","","4"
"A little too big","1998","in school","Rural Area","8","","","","4"
"A little too big","1998","inadequately","Urban Area","11","","","","4"
"A little too big","1998","inadequately","Rural Area","5","","","","4"
"A little too big","1998","general elemantary","Urban Area","138","0.0913685123918589","0.0778067630603591","0.104930261723359","4"
"A little too big","1998","general elemantary","Rural Area","62","0.116281133838035","0.0933697741725493","0.13919249350352","4"
"A little too big","1998","vocational + Abi","Rural Area","12","","","","4"
"A little too big","1998","higher vocational","Urban Area","46","0.0844043728620064","0.060533760627341","0.108274985096672","4"
"A little too big","1998","higher vocational","Rural Area","32","0.124982358634015","0.0873089429011635","0.162655774366867","4"
"A little too big","1998","higher education","Urban Area","120","0.10139403492136","0.0846472420112186","0.118140827831501","4"
"A little too big","1998","higher education","Rural Area","89","0.15599652769554","0.129268861135852","0.182724194255228","4"
"A little too big","1998","middle vocational","Rural Area","230","0.107418788464638","0.0954543535018274","0.119383223427448","4"
"A little too big","1998","middle vocational","Urban Area","369","0.100329942087146","0.091402840773751","0.109257043400541","4"
"A little too big","1998","vocational + Abi","Urban Area","27","","","","4"
"A little too small","1998","in school","Urban Area","44","0.152284667926517","0.103573554431902","0.200995781421132","2"
"A little too small","1998","in school","Rural Area","26","","","","2"
"A little too small","1998","inadequately","Urban Area","71","0.186146139122773","0.145657410016456","0.22663486822909","2"
"A little too small","1998","higher education","Urban Area","250","0.189738417312282","0.167984821290023","0.211492013334542","2"
"A little too small","1998","higher education","Rural Area","104","0.131459822136565","0.10656993432925","0.156349709943881","2"
"A little too small","1998","inadequately","Rural Area","8","","","","2"
"A little too small","1998","general elemantary","Urban Area","272","0.138951550882794","0.122671002169528","0.15523209959606","2"
"A little too small","1998","general elemantary","Rural Area","81","0.0946240870774073","0.0737044334249917","0.115543740729823","2"
"A little too small","1998","middle vocational","Urban Area","746","0.158071238317516","0.147231528650237","0.168910947984795","2"
"A little too small","1998","middle vocational","Rural Area","343","0.119961883864993","0.107407350422923","0.132516417307064","2"
"A little too small","1998","vocational + Abi","Urban Area","89","0.225909085368084","0.184245614952965","0.267572555783202","2"
"A little too small","1998","vocational + Abi","Rural Area","22","","","","2"
"A little too small","1998","higher vocational","Urban Area","94","0.181824630441284","0.148705510589107","0.214943750293461","2"
"A little too small","1998","higher vocational","Rural Area","36","0.111997996016655","0.0760715436189799","0.14792444841433","2"
"Just right","1998","higher vocational","Rural Area","215","0.719204477481794","0.668009952705958","0.77039900225763","3"
"Just right","1998","higher education","Urban Area","829","0.664629141472387","0.638435664614782","0.690822618329992","3"
"Just right","1998","higher education","Rural Area","494","0.668703531669532","0.634033305581452","0.703373757757613","3"
"Just right","1998","in school","Urban Area","141","0.720105593792446","0.659240240146112","0.78097094743878","3"
"Just right","1998","in school","Rural Area","79","0.648570335926961","0.560932142864132","0.73620852898979","3"
"Just right","1998","inadequately","Urban Area","244","0.694863969518711","0.646964516169038","0.742763422868385","3"
"Just right","1998","inadequately","Rural Area","61","0.696517694237549","0.593152563272929","0.799882825202169","3"
"Just right","1998","general elemantary","Urban Area","1235","0.731757871832219","0.710904766401604","0.752610977262834","3"
"Just right","1998","vocational + Abi","Rural Area","81","0.714069313218785","0.632193480731252","0.795945145706319","3"
"Just right","1998","higher vocational","Urban Area","366","0.702945175482291","0.663707049090838","0.742183301873745","3"
"Just right","1998","general elemantary","Rural Area","596","0.778759481513138","0.749092512488221","0.808426450538055","3"
"Just right","1998","middle vocational","Urban Area","3094","0.707699683575738","0.694185410419146","0.721213956732329","3"
"Just right","1998","middle vocational","Rural Area","1945","0.749321267169569","0.732574885976613","0.766067648362524","3"
"Just right","1998","vocational + Abi","Urban Area","255","0.636860094611339","0.588947287603905","0.684772901618773","3"
"Much too big","1998","in school","Urban Area","4","","","","5"
"Much too big","1998","in school","Rural Area","","","","","5"
"Much too big","1998","inadequately","Urban Area","","","","","5"
"Much too big","1998","inadequately","Rural Area","","","","","5"
"Much too big","1998","general elemantary","Urban Area","17","","","","5"
"Much too big","1998","general elemantary","Rural Area","2","","","","5"
"Much too big","1998","middle vocational","Urban Area","30","0.00894724172303992","0.00614924937805715","0.0117452340680227","5"
"Much too big","1998","middle vocational","Rural Area","16","","","","5"
"Much too big","1998","vocational + Abi","Urban Area","1","","","","5"
"Much too big","1998","vocational + Abi","Rural Area","1","","","","5"
"Much too big","1998","higher vocational","Urban Area","5","","","","5"
"Much too big","1998","higher vocational","Rural Area","4","","","","5"
"Much too big","1998","higher education","Urban Area","12","","","","5"
"Much too big","1998","higher education","Rural Area","7","","","","5"
"Much too small","1998","in school","Urban Area","10","","","","1"
