"hlf0071_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"3","1991","no degree/no degree yet","indirect migration background","34","0.591420697236104","0.456509050315773","0.726332344156435"
"4","1991","lower secondary degree","no migration background","348","0.0725637849200062","0.0654807397933938","0.0796468300466186"
"4","1991","lower secondary degree","direct migration background","12","","",""
"4","1991","lower secondary degree","indirect migration background","2","","",""
"4","1991","secondary school degree","no migration background","190","0.0731479690710937","0.0643517229110745","0.0819442152311129"
"4","1991","secondary school degree","direct migration background","13","","",""
"4","1991","secondary school degree","indirect migration background","","","",""
"4","1991","college entrance qualification","no migration background","118","0.0959181247362986","0.0811721688801922","0.110664080592405"
"4","1991","college entrance qualification","direct migration background","7","","",""
"4","1991","college entrance qualification","indirect migration background","3","","",""
"4","1991","Other degree","no migration background","6","","",""
"4","1991","Other degree","direct migration background","21","","",""
"4","1991","Other degree","indirect migration background","1","","",""
"4","1991","no degree/no degree yet","no migration background","13","","",""
"4","1991","no degree/no degree yet","direct migration background","2","","",""
"4","1991","no degree/no degree yet","indirect migration background","","","",""
"5","1991","lower secondary degree","no migration background","35","0.00755906537089364","0.0051942109831221","0.00992391975866518"
"5","1991","lower secondary degree","direct migration background","1","","",""
"5","1991","lower secondary degree","indirect migration background","","","",""
"5","1991","secondary school degree","no migration background","18","","",""
"5","1991","secondary school degree","direct migration background","1","","",""
"5","1991","secondary school degree","indirect migration background","","","",""
"5","1991","college entrance qualification","no migration background","7","","",""
"5","1991","college entrance qualification","direct migration background","1","","",""
"5","1991","college entrance qualification","indirect migration background","","","",""
"5","1991","Other degree","no migration background","2","","",""
"5","1991","Other degree","direct migration background","2","","",""
"5","1991","Other degree","indirect migration background","","","",""
"5","1991","no degree/no degree yet","no migration background","2","","",""
"5","1991","no degree/no degree yet","direct migration background","2","","",""
"5","1991","no degree/no degree yet","indirect migration background","","","",""
"1","1992","lower secondary degree","no migration background","114","0.0178937780702007","0.0142163764995686","0.0215711796408328"
"1","1992","lower secondary degree","direct migration background","41","0.0303170863527555","0.0169390610397838","0.0436951116657271"
"1","1992","lower secondary degree","indirect migration background","16","","",""
"1","1992","secondary school degree","no migration background","153","0.0360064688614802","0.0296643606093174","0.042348577113643"
"1","1992","secondary school degree","direct migration background","12","","",""
"1","1992","secondary school degree","indirect migration background","7","","",""
"1","1992","college entrance qualification","no migration background","52","0.0350332187999233","0.0258769489313619","0.0441894886684847"
"1","1992","college entrance qualification","direct migration background","7","","",""
"1","1992","college entrance qualification","indirect migration background","3","","",""
"1","1992","Other degree","no migration background","1","","",""
"1","1992","Other degree","direct migration background","82","0.086007930507003","0.0674833996674908","0.104532461346515"
"1","1992","Other degree","indirect migration background","4","","",""
"1","1992","no degree/no degree yet","no migration background","12","","",""
"1","1992","no degree/no degree yet","direct migration background","68","0.0787497151154818","0.0566184994116578","0.100880930819306"
"1","1992","no degree/no degree yet","indirect migration background","9","","",""
"2","1992","lower secondary degree","no migration background","642","0.11344757284833","0.104650045640145","0.122245100056515"
"2","1992","lower secondary degree","direct migration background","131","0.153680728815629","0.125541626915338","0.18181983071592"
"2","1992","lower secondary degree","indirect migration background","42","0.189331865404292","0.130783162833395","0.247880567975189"
"2","1992","secondary school degree","no migration background","776","0.203982092190432","0.190264946079491","0.217699238301372"
"2","1992","secondary school degree","direct migration background","44","0.242994421752891","0.178898328508459","0.307090514997322"
"2","1992","secondary school degree","indirect migration background","21","","",""
"2","1992","college entrance qualification","no migration background","385","0.212704439768786","0.192325595017255","0.233083284520316"
"2","1992","college entrance qualification","direct migration background","36","0.206250769715209","0.140619453996242","0.271882085434176"
"2","1992","college entrance qualification","indirect migration background","8","","",""
"2","1992","Other degree","no migration background","14","","",""
"2","1992","Other degree","direct migration background","217","0.249441005261695","0.220853049857567","0.278028960665822"
"2","1992","Other degree","indirect migration background","3","","",""
"2","1992","no degree/no degree yet","no migration background","38","0.166147458874888","0.114690804902264","0.217604112847511"
"2","1992","no degree/no degree yet","direct migration background","133","0.212312842453003","0.178711473404207","0.2459142115018"
"2","1992","no degree/no degree yet","indirect migration background","15","","",""
"3","1992","lower secondary degree","no migration background","3818","0.77918071574995","0.767674079101527","0.790687352398373"
"3","1992","lower secondary degree","direct migration background","433","0.772116658274155","0.739387776878261","0.804845539670048"
"3","1992","lower secondary degree","indirect migration background","110","0.698467746864116","0.629883569748837","0.767051923979395"
"3","1992","secondary school degree","no migration background","2180","0.686082025150794","0.670284013227014","0.701880037074575"
"3","1992","secondary school degree","direct migration background","106","0.660590238543556","0.589826281895193","0.731354195191919"
"3","1992","secondary school degree","indirect migration background","51","0.620166686382216","0.513812683466627","0.726520689297804"
"3","1992","college entrance qualification","no migration background","974","0.64772899777274","0.623941021332254","0.671516974213225"
"3","1992","college entrance qualification","direct migration background","97","0.733258985860775","0.661521647525149","0.804996324196402"
"3","1992","college entrance qualification","indirect migration background","22","","",""
"3","1992","Other degree","no migration background","57","0.72902944654961","0.629755265556253","0.828303627542967"
"3","1992","Other degree","direct migration background","564","0.636359169495174","0.604576217743652","0.668142121246695"
"3","1992","Other degree","indirect migration background","8","","",""
"3","1992","no degree/no degree yet","no migration background","138","0.674626380650266","0.609856530632873","0.73939623066766"
"3","1992","no degree/no degree yet","direct migration background","363","0.691503190296375","0.653552962206217","0.729453418386532"
"3","1992","no degree/no degree yet","indirect migration background","43","0.697581728220401","0.588413767777727","0.806749688663075"
"4","1992","lower secondary degree","no migration background","386","0.0819641269122406","0.0743546897116584","0.0895735641128227"
"4","1992","lower secondary degree","direct migration background","25","","",""
"4","1992","lower secondary degree","indirect migration background","4","","",""
"4","1992","secondary school degree","no migration background","194","0.0703876351205441","0.0616798950336655","0.0790953752074226"
"4","1992","secondary school degree","direct migration background","10","","",""
"4","1992","secondary school degree","indirect migration background","1","","",""
"4","1992","college entrance qualification","no migration background","129","0.0946440757053194","0.0800667192636263","0.109221432147013"
"4","1992","college entrance qualification","direct migration background","6","","",""
"4","1992","college entrance qualification","indirect migration background","1","","",""
"4","1992","Other degree","no migration background","5","","",""
"4","1992","Other degree","direct migration background","16","","",""
"4","1992","Other degree","indirect migration background","2","","",""
"4","1992","no degree/no degree yet","no migration background","13","","",""
"4","1992","no degree/no degree yet","direct migration background","5","","",""
"4","1992","no degree/no degree yet","indirect migration background","1","","",""
"5","1992","lower secondary degree","no migration background","32","0.00751380641927856","0.00511826854994675","0.00990934428861037"
"5","1992","lower secondary degree","direct migration background","1","","",""
"5","1992","lower secondary degree","indirect migration background","","","",""
"5","1992","secondary school degree","no migration background","12","","",""
"5","1992","secondary school degree","direct migration background","","","",""
"5","1992","secondary school degree","indirect migration background","","","",""
"5","1992","college entrance qualification","no migration background","9","","",""
"5","1992","college entrance qualification","direct migration background","","","",""
"5","1992","college entrance qualification","indirect migration background","1","","",""
"5","1992","Other degree","no migration background","","","",""
"5","1992","Other degree","direct migration background","1","","",""
"5","1992","Other degree","indirect migration background","","","",""
"5","1992","no degree/no degree yet","no migration background","","","",""
"5","1992","no degree/no degree yet","direct migration background","","","",""
"5","1992","no degree/no degree yet","indirect migration background","","","",""
"1","1993","lower secondary degree","no migration background","87","0.0146010514922988","0.0112098443259259","0.0179922586586717"
"1","1993","lower secondary degree","direct migration background","41","0.0291043301014834","0.0158938687592883","0.0423147914436784"
"1","1993","lower secondary degree","indirect migration background","19","","",""
"1","1993","secondary school degree","no migration background","116","0.0339787250708704","0.0277547265629406","0.0402027235788001"
"1","1993","secondary school degree","direct migration background","9","","",""
"1","1993","secondary school degree","indirect migration background","7","","",""
"1","1993","college entrance qualification","no migration background","57","0.0299569456802752","0.0214732230076433","0.0384406683529072"
"1","1993","college entrance qualification","direct migration background","8","","",""
"1","1993","college entrance qualification","indirect migration background","2","","",""
"1","1993","Other degree","no migration background","2","","",""
"1","1993","Other degree","direct migration background","97","0.100732631827721","0.0808358351898262","0.120629428465615"
"1","1993","Other degree","indirect migration background","3","","",""
"1","1993","no degree/no degree yet","no migration background","7","","",""
"1","1993","no degree/no degree yet","direct migration background","63","0.0910624058740095","0.0672554836180018","0.114869328130017"
"1","1993","no degree/no degree yet","indirect migration background","10","","",""
"2","1993","lower secondary degree","no migration background","626","0.117234432832536","0.108139353458118","0.126329512206954"
"2","1993","lower secondary degree","direct migration background","122","0.158196766022562","0.129518228918566","0.186875303126559"
"2","1993","lower secondary degree","indirect migration background","48","0.210386879752333","0.15361516654275","0.267158592961916"
"2","1993","secondary school degree","no migration background","749","0.202942420718225","0.189125735582558","0.216759105853893"
"2","1993","secondary school degree","direct migration background","40","0.217062580618117","0.154538709175469","0.279586452060764"
"2","1993","secondary school degree","indirect migration background","25","","",""
"2","1993","college entrance qualification","no migration background","376","0.217463527942196","0.196933586963071","0.23799346892132"
"2","1993","college entrance qualification","direct migration background","36","0.342499690343143","0.26444805780258","0.420551322883706"
"2","1993","college entrance qualification","indirect migration background","12","","",""
"2","1993","Other degree","no migration background","10","","",""
"2","1993","Other degree","direct migration background","209","0.253203471039319","0.224456663173809","0.281950278904828"
"2","1993","Other degree","indirect migration background","3","","",""
"2","1993","no degree/no degree yet","no migration background","52","0.23123759697606","0.171907847071213","0.290567346880907"
"2","1993","no degree/no degree yet","direct migration background","132","0.20758350382518","0.174022122025052","0.241144885625308"
"2","1993","no degree/no degree yet","indirect migration background","8","","",""
"3","1993","lower secondary degree","no migration background","3699","0.781096687741659","0.769406142353574","0.792787233129745"
"3","1993","lower secondary degree","direct migration background","426","0.760175612320959","0.726620666870415","0.793730557771503"
"3","1993","lower secondary degree","indirect migration background","121","0.679187440386468","0.61416908197692","0.744205798796017"
"3","1993","secondary school degree","no migration background","2169","0.680407114430527","0.664387370526665","0.69642685833439"
"3","1993","secondary school degree","direct migration background","103","0.654230667972501","0.582095252064231","0.726366083880772"
"3","1993","secondary school degree","indirect migration background","75","0.733804669758724","0.650450627628427","0.81715871188902"
"3","1993","college entrance qualification","no migration background","972","0.64361496657723","0.619779975807836","0.667449957346625"
"3","1993","college entrance qualification","direct migration background","90","0.564269528879728","0.482713478784457","0.645825578974999"
"3","1993","college entrance qualification","indirect migration background","27","","",""
"3","1993","Other degree","no migration background","54","0.766703224283267","0.669013281339445","0.864393167227089"
"3","1993","Other degree","direct migration background","536","0.609316431606594","0.577062127867433","0.641570735345755"
"3","1993","Other degree","indirect migration background","8","","",""
"3","1993","no degree/no degree yet","no migration background","125","0.68695777951642","0.62170279261412","0.75221276641872"
"3","1993","no degree/no degree yet","direct migration background","358","0.689341728630809","0.651048198377236","0.727635258884382"
"3","1993","no degree/no degree yet","indirect migration background","47","0.749526393235083","0.644994077101665","0.854058709368501"
"4","1993","lower secondary degree","no migration background","363","0.080278622585192","0.0725964456696905","0.0879607995006935"
"4","1993","lower secondary degree","direct migration background","31","0.050299520536459","0.0331232785517579","0.0674757625211602"
"4","1993","lower secondary degree","indirect migration background","9","","",""
"4","1993","secondary school degree","no migration background","207","0.077272041193224","0.0680988461678664","0.0864452362185816"
"4","1993","secondary school degree","direct migration background","15","","",""
"4","1993","secondary school degree","indirect migration background","1","","",""
"4","1993","college entrance qualification","no migration background","137","0.102077907116283","0.0870108859158975","0.117144928316669"
"4","1993","college entrance qualification","direct migration background","8","","",""
"4","1993","college entrance qualification","indirect migration background","6","","",""
"4","1993","Other degree","no migration background","5","","",""
"4","1993","Other degree","direct migration background","37","0.0367474655263667","0.0243098413640073","0.049185089688726"
"4","1993","Other degree","indirect migration background","","","",""
"4","1993","no degree/no degree yet","no migration background","10","","",""
"4","1993","no degree/no degree yet","direct migration background","8","","",""
"4","1993","no degree/no degree yet","indirect migration background","1","","",""
"5","1993","lower secondary degree","no migration background","31","0.00678920534831368","0.00446761069113154","0.00911080000549582"
"5","1993","lower secondary degree","direct migration background","2","","",""
"5","1993","lower secondary degree","indirect migration background","1","","",""
"5","1993","secondary school degree","no migration background","14","","",""
"5","1993","secondary school degree","direct migration background","","","",""
"5","1993","secondary school degree","indirect migration background","","","",""
"5","1993","college entrance qualification","no migration background","9","","",""
"5","1993","college entrance qualification","direct migration background","","","",""
"5","1993","college entrance qualification","indirect migration background","","","",""
"5","1993","Other degree","no migration background","1","","",""
"5","1993","Other degree","direct migration background","","","",""
"5","1993","Other degree","indirect migration background","1","","",""
"5","1993","no degree/no degree yet","no migration background","","","",""
"5","1993","no degree/no degree yet","direct migration background","","","",""
"5","1993","no degree/no degree yet","indirect migration background","","","",""
"1","1994","lower secondary degree","no migration background","85","0.0127485370047026","0.00952262470992071","0.0159744492994845"
"1","1994","lower secondary degree","direct migration background","32","0.0321769985810444","0.0178646006394076","0.0464893965226812"
"1","1994","lower secondary degree","indirect migration background","14","","",""
"1","1994","secondary school degree","no migration background","122","0.0295816147212489","0.0237176809417972","0.0354455485007007"
"1","1994","secondary school degree","direct migration background","7","","",""
"1","1994","secondary school degree","indirect migration background","11","","",""
"1","1994","college entrance qualification","no migration background","61","0.0294433908710033","0.0211499262685051","0.0377368554735015"
"1","1994","college entrance qualification","direct migration background","4","","",""
"1","1994","college entrance qualification","indirect migration background","1","","",""
"1","1994","Other degree","no migration background","3","","",""
"1","1994","Other degree","direct migration background","82","0.102781262040481","0.0814701098664172","0.124092414214544"
"1","1994","Other degree","indirect migration background","2","","",""
"1","1994","no degree/no degree yet","no migration background","9","","",""
"1","1994","no degree/no degree yet","direct migration background","53","0.0976085817635594","0.0719264607508021","0.123290702776317"
"1","1994","no degree/no degree yet","indirect migration background","5","","",""
"2","1994","lower secondary degree","no migration background","568","0.109807797224874","0.10081764653999","0.118797947909758"
"2","1994","lower secondary degree","direct migration background","103","0.147208166308722","0.118471979689426","0.175944352928018"
"2","1994","lower secondary degree","indirect migration background","42","0.216958634988775","0.158808562722384","0.275108707255167"
"2","1994","secondary school degree","no migration background","707","0.197518363705141","0.183739293842773","0.211297433567508"
"2","1994","secondary school degree","direct migration background","32","0.209865132290269","0.14575849446764","0.273971770112898"
"2","1994","secondary school degree","indirect migration background","28","","",""
"2","1994","college entrance qualification","no migration background","372","0.210728001281205","0.190719888846587","0.230736113715822"
"2","1994","college entrance qualification","direct migration background","28","","",""
"2","1994","college entrance qualification","indirect migration background","13","","",""
"2","1994","Other degree","no migration background","9","","",""
"2","1994","Other degree","direct migration background","159","0.211345420343353","0.182694364890377","0.239996475796329"
"2","1994","Other degree","indirect migration background","4","","",""
"2","1994","no degree/no degree yet","no migration background","44","0.16009334080946","0.111638307477321","0.208548374141599"
"2","1994","no degree/no degree yet","direct migration background","118","0.231483857607942","0.194985253000131","0.267982462215754"
"2","1994","no degree/no degree yet","indirect migration background","16","","",""
"3","1994","lower secondary degree","no migration background","3572","0.782622125926625","0.770761920324433","0.794482331528817"
"3","1994","lower secondary degree","direct migration background","426","0.75715890005476","0.722381566643517","0.791936233466004"
"3","1994","lower secondary degree","indirect migration background","133","0.713006166592511","0.64918681872138","0.776825514463642"
"3","1994","secondary school degree","no migration background","2136","0.681113512910895","0.664983808174233","0.697243217647557"
"3","1994","secondary school degree","direct migration background","101","0.647575457680317","0.572368069835451","0.722782845525182"
"3","1994","secondary school degree","indirect migration background","66","0.544519051876094","0.451026612830055","0.638011490922133"
"3","1994","college entrance qualification","no migration background","1023","0.648524174436882","0.62510117747261","0.671947171401153"
"3","1994","college entrance qualification","direct migration background","99","0.667998118425898","0.590540915339786","0.745455321512011"
"3","1994","college entrance qualification","indirect migration background","28","","",""
"3","1994","Other degree","no migration background","49","0.721332758738509","0.612338856986771","0.830326660490247"
"3","1994","Other degree","direct migration background","506","0.629353134197465","0.595458718201143","0.663247550193787"
"3","1994","Other degree","indirect migration background","7","","",""
"3","1994","no degree/no degree yet","no migration background","154","0.734424734136816","0.676066222067724","0.792783246205909"
"3","1994","no degree/no degree yet","direct migration background","334","0.643613423399281","0.602169331882548","0.685057514916014"
"3","1994","no degree/no degree yet","indirect migration background","46","0.612507243629946","0.500750414847836","0.724264072412057"
"4","1994","lower secondary degree","no migration background","381","0.087064539311178","0.0789577445212697","0.0951713341010862"
"4","1994","lower secondary degree","direct migration background","21","","",""
"4","1994","lower secondary degree","indirect migration background","4","","",""
"4","1994","secondary school degree","no migration background","221","0.0848854309806893","0.0752393051060733","0.0945315568553054"
"4","1994","secondary school degree","direct migration background","15","","",""
"4","1994","secondary school degree","indirect migration background","4","","",""
"4","1994","college entrance qualification","no migration background","131","0.103404818385947","0.0884665507550368","0.118343086016857"
"4","1994","college entrance qualification","direct migration background","10","","",""
"4","1994","college entrance qualification","indirect migration background","4","","",""
"4","1994","Other degree","no migration background","3","","",""
"4","1994","Other degree","direct migration background","30","0.0519101534438023","0.0363414769721633","0.0674788299154413"
"4","1994","Other degree","indirect migration background","","","",""
"4","1994","no degree/no degree yet","no migration background","12","","",""
"4","1994","no degree/no degree yet","direct migration background","8","","",""
"4","1994","no degree/no degree yet","indirect migration background","6","","",""
"5","1994","lower secondary degree","no migration background","40","0.00775700053262076","0.00523430742475688","0.0102796936404846"
"5","1994","lower secondary degree","direct migration background","2","","",""
"5","1994","lower secondary degree","indirect migration background","","","",""
"5","1994","secondary school degree","no migration background","21","","",""
"5","1994","secondary school degree","direct migration background","","","",""
"5","1994","secondary school degree","indirect migration background","","","",""
"5","1994","college entrance qualification","no migration background","9","","",""
"5","1994","college entrance qualification","direct migration background","1","","",""
"5","1994","college entrance qualification","indirect migration background","1","","",""
"5","1994","Other degree","no migration background","1","","",""
"5","1994","Other degree","direct migration background","3","","",""
"5","1994","Other degree","indirect migration background","","","",""
"5","1994","no degree/no degree yet","no migration background","1","","",""
"5","1994","no degree/no degree yet","direct migration background","","","",""
"5","1994","no degree/no degree yet","indirect migration background","","","",""
"1","1995","lower secondary degree","no migration background","80","0.0123408708444437","0.00913685614662799","0.0155448855422594"
"1","1995","lower secondary degree","direct migration background","39","0.0348953085788087","0.0204617630700605","0.0493288540875568"
"1","1995","lower secondary degree","indirect migration background","4","","",""
"1","1995","secondary school degree","no migration background","118","0.0286422888775597","0.0229094956345293","0.03437508212059"
"1","1995","secondary school degree","direct migration background","6","","",""
"1","1995","secondary school degree","indirect migration background","10","","",""
"1","1995","college entrance qualification","no migration background","45","0.025493574462992","0.0178674915950443","0.0331196573309397"
"1","1995","college entrance qualification","direct migration background","11","","",""
"1","1995","college entrance qualification","indirect migration background","1","","",""
"1","1995","Other degree","no migration background","3","","",""
"1","1995","Other degree","direct migration background","103","0.0983197027630474","0.0804710349491731","0.116168370576922"
"1","1995","Other degree","indirect migration background","2","","",""
"1","1995","no degree/no degree yet","no migration background","8","","",""
"1","1995","no degree/no degree yet","direct migration background","33","0.0556637339916589","0.036217882497984","0.0751095854853337"
"1","1995","no degree/no degree yet","indirect migration background","1","","",""
"2","1995","lower secondary degree","no migration background","489","0.0992678372848722","0.0905898268056747","0.10794584776407"
"2","1995","lower secondary degree","direct migration background","132","0.190302884143532","0.15942935529446","0.221176412992604"
"2","1995","lower secondary degree","indirect migration background","45","0.198289665891881","0.141295822099473","0.255283509684289"
"2","1995","secondary school degree","no migration background","692","0.199404682259179","0.18567226403846","0.213137100479898"
"2","1995","secondary school degree","direct migration background","29","","",""
"2","1995","secondary school degree","indirect migration background","27","","",""
"2","1995","college entrance qualification","no migration background","366","0.200751503517327","0.181371041873055","0.220131965161598"
"2","1995","college entrance qualification","direct migration background","45","0.205694867155252","0.14881577738077","0.262573956929734"
"2","1995","college entrance qualification","indirect migration background","12","","",""
"2","1995","Other degree","no migration background","10","","",""
"2","1995","Other degree","direct migration background","252","0.24289913000702","0.217192266556157","0.268605993457883"
"2","1995","Other degree","indirect migration background","3","","",""
"2","1995","no degree/no degree yet","no migration background","57","0.230977331867029","0.178095385819565","0.283859277914493"
"2","1995","no degree/no degree yet","direct migration background","132","0.243725986636022","0.207312021679683","0.280139951592361"
"2","1995","no degree/no degree yet","indirect migration background","18","","",""
"3","1995","lower secondary degree","no migration background","3555","0.780033593170587","0.768012252949181","0.792054933391992"
"3","1995","lower secondary degree","direct migration background","424","0.70956789180869","0.673863504721653","0.745272278895726"
"3","1995","lower secondary degree","indirect migration background","137","0.762684578301112","0.701870429908163","0.823498726694061"
"3","1995","secondary school degree","no migration background","2171","0.673005229970478","0.656881985263664","0.689128474677292"
"3","1995","secondary school degree","direct migration background","137","0.70365766469349","0.638382687733226","0.768932641653755"
"3","1995","secondary school degree","indirect migration background","77","0.717383724758183","0.63508871239669","0.799678737119675"
"3","1995","college entrance qualification","no migration background","1057","0.65376945276251","0.630750328158986","0.676788577366033"
"3","1995","college entrance qualification","direct migration background","121","0.663695178679235","0.59721409284088","0.73017626451759"
"3","1995","college entrance qualification","indirect migration background","41","0.751626143266803","0.641376811853207","0.861875474680399"
"3","1995","Other degree","no migration background","52","0.694574028481909","0.586676543156053","0.802471513807765"
"3","1995","Other degree","direct migration background","679","0.631792136792448","0.602879155446173","0.660705118138722"
"3","1995","Other degree","indirect migration background","10","","",""
"3","1995","no degree/no degree yet","no migration background","160","0.646737065548519","0.586762640972429","0.706711490124609"
"3","1995","no degree/no degree yet","direct migration background","359","0.680400799475954","0.640849321935107","0.719952277016801"
"3","1995","no degree/no degree yet","indirect migration background","37","0.571427705961911","0.447240783098722","0.695614628825099"
"4","1995","lower secondary degree","no migration background","405","0.10146561974752","0.0927027801800732","0.110228459314966"
"4","1995","lower secondary degree","direct migration background","21","","",""
"4","1995","lower secondary degree","indirect migration background","2","","",""
"4","1995","secondary school degree","no migration background","256","0.0924180631251259","0.0824641424448641","0.102371983805388"
"4","1995","secondary school degree","direct migration background","15","","",""
"4","1995","secondary school degree","indirect migration background","1","","",""
"4","1995","college entrance qualification","no migration background","159","0.106498656221658","0.0915736861312491","0.121423626312067"
"4","1995","college entrance qualification","direct migration background","16","","",""
"4","1995","college entrance qualification","indirect migration background","5","","",""
"4","1995","Other degree","no migration background","4","","",""
"4","1995","Other degree","direct migration background","33","0.02552683931774","0.0160722492857521","0.0349814293497278"
"4","1995","Other degree","indirect migration background","","","",""
"4","1995","no degree/no degree yet","no migration background","17","","",""
"4","1995","no degree/no degree yet","direct migration background","10","","",""
"4","1995","no degree/no degree yet","indirect migration background","5","","",""
"5","1995","lower secondary degree","no migration background","32","0.00689207895257781","0.00449108315584585","0.00929307474930977"
"5","1995","lower secondary degree","direct migration background","5","","",""
"5","1995","lower secondary degree","indirect migration background","","","",""
"5","1995","secondary school degree","no migration background","15","","",""
"5","1995","secondary school degree","direct migration background","1","","",""
"5","1995","secondary school degree","indirect migration background","","","",""
"5","1995","college entrance qualification","no migration background","14","","",""
"5","1995","college entrance qualification","direct migration background","1","","",""
"5","1995","college entrance qualification","indirect migration background","","","",""
"5","1995","Other degree","no migration background","1","","",""
"5","1995","Other degree","direct migration background","2","","",""
"5","1995","Other degree","indirect migration background","","","",""
"5","1995","no degree/no degree yet","no migration background","2","","",""
"5","1995","no degree/no degree yet","direct migration background","","","",""
"5","1995","no degree/no degree yet","indirect migration background","","","",""
"1","1996","lower secondary degree","no migration background","61","0.00933877041637025","0.006509249221928","0.0121682916108125"
"1","1996","lower secondary degree","direct migration background","36","0.0362957334500012","0.0213184048195704","0.0512730620804319"
"1","1996","lower secondary degree","indirect migration background","12","","",""
"1","1996","secondary school degree","no migration background","105","0.0243721259277195","0.0190771820945926","0.0296670697608463"
"1","1996","secondary school degree","direct migration background","7","","",""
"1","1996","secondary school degree","indirect migration background","8","","",""
"1","1996","college entrance qualification","no migration background","52","0.0251314634030677","0.0175790103377719","0.0326839164683636"
"1","1996","college entrance qualification","direct migration background","6","","",""
"1","1996","college entrance qualification","indirect migration background","3","","",""
"1","1996","Other degree","no migration background","2","","",""
"1","1996","Other degree","direct migration background","66","0.0647976478864399","0.04959337093848","0.0800019248343999"
"1","1996","Other degree","indirect migration background","2","","",""
"1","1996","no degree/no degree yet","no migration background","7","","",""
"1","1996","no degree/no degree yet","direct migration background","37","0.0599748082632289","0.0389727661361529","0.080976850390305"
"1","1996","no degree/no degree yet","indirect migration background","5","","",""
"2","1996","lower secondary degree","no migration background","550","0.110173961469384","0.100963157142935","0.119384765795833"
"2","1996","lower secondary degree","direct migration background","122","0.167861116822852","0.137931053078599","0.197791180567105"
"2","1996","lower secondary degree","indirect migration background","40","0.210245540243069","0.153487820982702","0.267003259503436"
"2","1996","secondary school degree","no migration background","654","0.181581491357702","0.168344293461657","0.194818689253747"
"2","1996","secondary school degree","direct migration background","30","0.150513132909498","0.0978354104007899","0.203190855418205"
"2","1996","secondary school degree","indirect migration background","38","0.260605780848994","0.184560344859995","0.336651216837994"
"2","1996","college entrance qualification","no migration background","359","0.205493743402621","0.185997358891765","0.224990127913477"
"2","1996","college entrance qualification","direct migration background","33","0.194411797799504","0.136598240131614","0.252225355467395"
"2","1996","college entrance qualification","indirect migration background","8","","",""
"2","1996","Other degree","no migration background","13","","",""
"2","1996","Other degree","direct migration background","212","0.210975412017879","0.185775759854541","0.236175064181216"
"2","1996","Other degree","indirect migration background","1","","",""
"2","1996","no degree/no degree yet","no migration background","63","0.250649544646369","0.198371170168578","0.30292791912416"
"2","1996","no degree/no degree yet","direct migration background","118","0.253710481619195","0.215222049413573","0.292198913824816"
"2","1996","no degree/no degree yet","indirect migration background","15","","",""
"3","1996","lower secondary degree","no migration background","3375","0.76661526373398","0.754172109792271","0.77905841767569"
"3","1996","lower secondary degree","direct migration background","413","0.717582732320416","0.681531817226762","0.753633647414069"
"3","1996","lower secondary degree","indirect migration background","143","0.73281220169329","0.671178230293348","0.794446173093232"
"3","1996","secondary school degree","no migration background","2220","0.686420477507345","0.670489533405686","0.702351421609003"
"3","1996","secondary school degree","direct migration background","119","0.64996996724751","0.579701455235901","0.720238479259119"
"3","1996","secondary school degree","indirect migration background","79","0.64606765219724","0.563227243433233","0.728908060961247"
"3","1996","college entrance qualification","no migration background","1082","0.645281644945273","0.622197031549598","0.668366258340948"
"3","1996","college entrance qualification","direct migration background","127","0.698014780862055","0.630943439581176","0.765086122142934"
"3","1996","college entrance qualification","indirect migration background","54","0.76778789958702","0.670256400870001","0.865319398304039"
"3","1996","Other degree","no migration background","50","0.731918068105594","0.628883270329043","0.834952865882146"
"3","1996","Other degree","direct migration background","696","0.684019118913586","0.655304842349434","0.712733395477739"
"3","1996","Other degree","indirect migration background","10","","",""
"3","1996","no degree/no degree yet","no migration background","175","0.652494691937723","0.595054571682891","0.709934812192554"
"3","1996","no degree/no degree yet","direct migration background","323","0.652497566305488","0.610378792587019","0.694616340023957"
"3","1996","no degree/no degree yet","indirect migration background","39","0.629929472460013","0.509747186620059","0.750111758299967"
"4","1996","lower secondary degree","no migration background","415","0.105815169803704","0.0967663251188185","0.114864014488589"
"4","1996","lower secondary degree","direct migration background","26","","",""
"4","1996","lower secondary degree","indirect migration background","3","","",""
"4","1996","secondary school degree","no migration background","266","0.101805142400751","0.0914216681315255","0.112188616669977"
"4","1996","secondary school degree","direct migration background","21","","",""
"4","1996","secondary school degree","indirect migration background","3","","",""
"4","1996","college entrance qualification","no migration background","146","0.113071179009098","0.0977910696296649","0.128351288388531"
"4","1996","college entrance qualification","direct migration background","14","","",""
"4","1996","college entrance qualification","indirect migration background","7","","",""
"4","1996","Other degree","no migration background","6","","",""
"4","1996","Other degree","direct migration background","31","0.0384103863638028","0.026540335622075","0.0502804371055306"
"4","1996","Other degree","indirect migration background","","","",""
"4","1996","no degree/no degree yet","no migration background","17","","",""
"4","1996","no degree/no degree yet","direct migration background","13","","",""
"4","1996","no degree/no degree yet","indirect migration background","3","","",""
"5","1996","lower secondary degree","no migration background","38","0.00805683457656142","0.00542698361689659","0.0106866855362262"
"5","1996","lower secondary degree","direct migration background","2","","",""
"5","1996","lower secondary degree","indirect migration background","","","",""
"5","1996","secondary school degree","no migration background","13","","",""
"5","1996","secondary school degree","direct migration background","","","",""
