"hlf0071_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","1993","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"3","1993","indirect migration background","(3a) lower tertiary education","1","","",""
"3","1993","indirect migration background","(3b) higher tertiary education","3","","",""
"4","1993","no migration background","(0) in school","5","","",""
"4","1993","no migration background","(1a) inadequately completed","5","","",""
"4","1993","no migration background","(1b) general elementary school","100","0.0813939966392211","0.0666093402670164","0.0961786530114257"
"4","1993","no migration background","(1c) basic vocational qualification","254","0.0782308076169828","0.0692545531436974","0.0872070620902682"
"4","1993","no migration background","(2b) intermediate general qualification","17","","",""
"4","1993","no migration background","(2a) intermediate vocational","155","0.0806504225680511","0.0697768225136776","0.0915240226224245"
"4","1993","no migration background","(2c_gen) general maturity certificate","26","","",""
"4","1993","no migration background","(2c_voc) vocational maturity certificate","33","0.0917859456847112","0.062870432359061","0.120701459010361"
"4","1993","no migration background","(3a) lower tertiary education","62","0.0935505174269475","0.0732954944831428","0.113805540370752"
"4","1993","no migration background","(3b) higher tertiary education","65","0.121061928852506","0.0967227188214088","0.145401138883604"
"4","1993","direct migration background","(0) in school","","","",""
"4","1993","direct migration background","(1a) inadequately completed","8","","",""
"4","1993","direct migration background","(1b) general elementary school","23","","",""
"4","1993","direct migration background","(1c) basic vocational qualification","34","0.0531414790060472","0.0352375313484333","0.0710454266636612"
"4","1993","direct migration background","(2b) intermediate general qualification","3","","",""
"4","1993","direct migration background","(2a) intermediate vocational","9","","",""
"4","1993","direct migration background","(2c_gen) general maturity certificate","5","","",""
"4","1993","direct migration background","(2c_voc) vocational maturity certificate","4","","",""
"4","1993","direct migration background","(3a) lower tertiary education","5","","",""
"4","1993","direct migration background","(3b) higher tertiary education","8","","",""
"4","1993","indirect migration background","(0) in school","","","",""
"4","1993","indirect migration background","(1a) inadequately completed","1","","",""
"4","1993","indirect migration background","(1b) general elementary school","4","","",""
"4","1993","indirect migration background","(1c) basic vocational qualification","5","","",""
"4","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"4","1993","indirect migration background","(2a) intermediate vocational","1","","",""
"4","1993","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"4","1993","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"4","1993","indirect migration background","(3a) lower tertiary education","","","",""
"4","1993","indirect migration background","(3b) higher tertiary education","","","",""
"5","1993","no migration background","(0) in school","","","",""
"5","1993","no migration background","(1a) inadequately completed","","","",""
"5","1993","no migration background","(1b) general elementary school","11","","",""
"5","1993","no migration background","(1c) basic vocational qualification","21","","",""
"5","1993","no migration background","(2b) intermediate general qualification","","","",""
"5","1993","no migration background","(2a) intermediate vocational","14","","",""
"5","1993","no migration background","(2c_gen) general maturity certificate","","","",""
"5","1993","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"5","1993","no migration background","(3a) lower tertiary education","","","",""
"5","1993","no migration background","(3b) higher tertiary education","6","","",""
"5","1993","direct migration background","(0) in school","","","",""
"5","1993","direct migration background","(1a) inadequately completed","","","",""
"5","1993","direct migration background","(1b) general elementary school","","","",""
"5","1993","direct migration background","(1c) basic vocational qualification","2","","",""
"5","1993","direct migration background","(2b) intermediate general qualification","","","",""
"5","1993","direct migration background","(2a) intermediate vocational","","","",""
"5","1993","direct migration background","(2c_gen) general maturity certificate","","","",""
"5","1993","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1993","direct migration background","(3a) lower tertiary education","","","",""
"5","1993","direct migration background","(3b) higher tertiary education","","","",""
"5","1993","indirect migration background","(0) in school","","","",""
"5","1993","indirect migration background","(1a) inadequately completed","","","",""
"5","1993","indirect migration background","(1b) general elementary school","1","","",""
"5","1993","indirect migration background","(1c) basic vocational qualification","1","","",""
"5","1993","indirect migration background","(2b) intermediate general qualification","","","",""
"5","1993","indirect migration background","(2a) intermediate vocational","","","",""
"5","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1993","indirect migration background","(3a) lower tertiary education","","","",""
"5","1993","indirect migration background","(3b) higher tertiary education","","","",""
"1","1994","no migration background","(0) in school","2","","",""
"1","1994","no migration background","(1a) inadequately completed","8","","",""
"1","1994","no migration background","(1b) general elementary school","20","","",""
"1","1994","no migration background","(1c) basic vocational qualification","67","0.014501330833103","0.0104465084714926","0.0185561531947134"
"1","1994","no migration background","(2b) intermediate general qualification","9","","",""
"1","1994","no migration background","(2a) intermediate vocational","99","0.031224775885747","0.0242780361761398","0.0381715155953543"
"1","1994","no migration background","(2c_gen) general maturity certificate","11","","",""
"1","1994","no migration background","(2c_voc) vocational maturity certificate","12","","",""
"1","1994","no migration background","(3a) lower tertiary education","22","","",""
"1","1994","no migration background","(3b) higher tertiary education","31","0.0302217174700418","0.017629137592492","0.0428142973475916"
"1","1994","direct migration background","(0) in school","1","","",""
"1","1994","direct migration background","(1a) inadequately completed","52","0.10192115478555","0.0755340462744347","0.128308263296665"
"1","1994","direct migration background","(1b) general elementary school","68","0.0797989754939659","0.0590307576344118","0.10056719335352"
"1","1994","direct migration background","(1c) basic vocational qualification","32","0.0394105094647399","0.0234094454329916","0.0554115734964882"
"1","1994","direct migration background","(2b) intermediate general qualification","","","",""
"1","1994","direct migration background","(2a) intermediate vocational","6","","",""
"1","1994","direct migration background","(2c_gen) general maturity certificate","9","","",""
"1","1994","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"1","1994","direct migration background","(3a) lower tertiary education","","","",""
"1","1994","direct migration background","(3b) higher tertiary education","5","","",""
"1","1994","indirect migration background","(0) in school","3","","",""
"1","1994","indirect migration background","(1a) inadequately completed","2","","",""
"1","1994","indirect migration background","(1b) general elementary school","13","","",""
"1","1994","indirect migration background","(1c) basic vocational qualification","3","","",""
"1","1994","indirect migration background","(2b) intermediate general qualification","7","","",""
"1","1994","indirect migration background","(2a) intermediate vocational","4","","",""
"1","1994","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"1","1994","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1","1994","indirect migration background","(3a) lower tertiary education","","","",""
"1","1994","indirect migration background","(3b) higher tertiary education","","","",""
"2","1994","no migration background","(0) in school","26","","",""
"2","1994","no migration background","(1a) inadequately completed","22","","",""
"2","1994","no migration background","(1b) general elementary school","137","0.097480927738253","0.0810115537793564","0.11395030169715"
"2","1994","no migration background","(1c) basic vocational qualification","422","0.114595432832547","0.103791188049838","0.125399677615256"
"2","1994","no migration background","(2b) intermediate general qualification","65","0.163136521314525","0.124915369285602","0.201357673343447"
"2","1994","no migration background","(2a) intermediate vocational","550","0.204320473300007","0.188216060859616","0.220424885740397"
"2","1994","no migration background","(2c_gen) general maturity certificate","55","0.192651030178909","0.14603899563042","0.239263064727398"
"2","1994","no migration background","(2c_voc) vocational maturity certificate","91","0.207930228321518","0.168060149901909","0.247800306741127"
"2","1994","no migration background","(3a) lower tertiary education","167","0.186634572900073","0.159499911724437","0.213769234075709"
"2","1994","no migration background","(3b) higher tertiary education","172","0.223038592752159","0.192418348655414","0.253658836848903"
"2","1994","direct migration background","(0) in school","2","","",""
"2","1994","direct migration background","(1a) inadequately completed","118","0.243968052938358","0.206510538480182","0.281425567396534"
"2","1994","direct migration background","(1b) general elementary school","128","0.172134504528049","0.143202863042023","0.201066146014075"
"2","1994","direct migration background","(1c) basic vocational qualification","100","0.166751425815184","0.136096802011964","0.197406049618405"
"2","1994","direct migration background","(2b) intermediate general qualification","5","","",""
"2","1994","direct migration background","(2a) intermediate vocational","23","","",""
"2","1994","direct migration background","(2c_gen) general maturity certificate","26","","",""
"2","1994","direct migration background","(2c_voc) vocational maturity certificate","19","","",""
"2","1994","direct migration background","(3a) lower tertiary education","6","","",""
"2","1994","direct migration background","(3b) higher tertiary education","15","","",""
"2","1994","indirect migration background","(0) in school","13","","",""
"2","1994","indirect migration background","(1a) inadequately completed","3","","",""
"2","1994","indirect migration background","(1b) general elementary school","28","","",""
"2","1994","indirect migration background","(1c) basic vocational qualification","15","","",""
"2","1994","indirect migration background","(2b) intermediate general qualification","20","","",""
"2","1994","indirect migration background","(2a) intermediate vocational","8","","",""
"2","1994","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"2","1994","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"2","1994","indirect migration background","(3a) lower tertiary education","","","",""
"2","1994","indirect migration background","(3b) higher tertiary education","2","","",""
"3","1994","no migration background","(0) in school","90","0.749937812339595","0.674917348480748","0.824958276198442"
"3","1994","no migration background","(1a) inadequately completed","70","0.694504132801408","0.605977996841149","0.783030268761666"
"3","1994","no migration background","(1b) general elementary school","977","0.802446287504111","0.780338786486384","0.824553788521839"
"3","1994","no migration background","(1c) basic vocational qualification","2550","0.774456492827952","0.760280497587161","0.788632488068744"
"3","1994","no migration background","(2b) intermediate general qualification","262","0.757367945838017","0.713024604527285","0.801711287148749"
"3","1994","no migration background","(2a) intermediate vocational","1573","0.667065804312478","0.648243040589908","0.685888568035049"
"3","1994","no migration background","(2c_gen) general maturity certificate","186","0.677756213627297","0.622521669497909","0.732990757756685"
"3","1994","no migration background","(2c_voc) vocational maturity certificate","265","0.67808192745626","0.632181120666393","0.723982734246126"
"3","1994","no migration background","(3a) lower tertiary education","534","0.687443603266282","0.65516102344139","0.719726183091174"
"3","1994","no migration background","(3b) higher tertiary education","442","0.616328905543782","0.580560076305008","0.652097734782555"
"3","1994","direct migration background","(0) in school","8","","",""
"3","1994","direct migration background","(1a) inadequately completed","328","0.630158744346173","0.588053609461794","0.672263879230552"
"3","1994","direct migration background","(1b) general elementary school","439","0.71729757608713","0.682785295026277","0.751809857147983"
"3","1994","direct migration background","(1c) basic vocational qualification","409","0.715582217552746","0.678481520780131","0.75268291432536"
"3","1994","direct migration background","(2b) intermediate general qualification","27","","",""
"3","1994","direct migration background","(2a) intermediate vocational","64","0.611490286378297","0.516433500352965","0.706547072403629"
"3","1994","direct migration background","(2c_gen) general maturity certificate","47","0.49601164650688","0.389721057070741","0.602302235943018"
"3","1994","direct migration background","(2c_voc) vocational maturity certificate","69","0.729858047727921","0.642829184934981","0.816886910520861"
"3","1994","direct migration background","(3a) lower tertiary education","30","0.723195709743722","0.590994301359015","0.855397118128429"
"3","1994","direct migration background","(3b) higher tertiary education","49","0.622627495767676","0.514359024879285","0.730895966656067"
"3","1994","indirect migration background","(0) in school","35","0.63127822814261","0.506030326113801","0.756526130171419"
"3","1994","indirect migration background","(1a) inadequately completed","12","","",""
"3","1994","indirect migration background","(1b) general elementary school","71","0.624389165933561","0.535878439427629","0.712899892439492"
"3","1994","indirect migration background","(1c) basic vocational qualification","65","0.845231801919668","0.767885914679016","0.92257768916032"
"3","1994","indirect migration background","(2b) intermediate general qualification","39","0.581841221309111","0.464603737989176","0.699078704629046"
"3","1994","indirect migration background","(2a) intermediate vocational","28","","",""
"3","1994","indirect migration background","(2c_gen) general maturity certificate","21","","",""
"3","1994","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"3","1994","indirect migration background","(3a) lower tertiary education","4","","",""
"3","1994","indirect migration background","(3b) higher tertiary education","1","","",""
"4","1994","no migration background","(0) in school","9","","",""
"4","1994","no migration background","(1a) inadequately completed","4","","",""
"4","1994","no migration background","(1b) general elementary school","99","0.0794504012983229","0.0644341781344566","0.0944666244621893"
"4","1994","no migration background","(1c) basic vocational qualification","274","0.0897174244608209","0.0800242418360903","0.0994106070855514"
"4","1994","no migration background","(2b) intermediate general qualification","23","","",""
"4","1994","no migration background","(2a) intermediate vocational","167","0.0892435862959383","0.0778565822220923","0.100630590369784"
"4","1994","no migration background","(2c_gen) general maturity certificate","22","","",""
"4","1994","no migration background","(2c_voc) vocational maturity certificate","27","","",""
"4","1994","no migration background","(3a) lower tertiary education","64","0.0968076630235553","0.076214147548284","0.117401178498827"
"4","1994","no migration background","(3b) higher tertiary education","61","0.121412773837654","0.0973888717230042","0.145436675952305"
"4","1994","direct migration background","(0) in school","1","","",""
"4","1994","direct migration background","(1a) inadequately completed","7","","",""
"4","1994","direct migration background","(1b) general elementary school","16","","",""
"4","1994","direct migration background","(1c) basic vocational qualification","25","","",""
"4","1994","direct migration background","(2b) intermediate general qualification","2","","",""
"4","1994","direct migration background","(2a) intermediate vocational","8","","",""
"4","1994","direct migration background","(2c_gen) general maturity certificate","3","","",""
"4","1994","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"4","1994","direct migration background","(3a) lower tertiary education","8","","",""
"4","1994","direct migration background","(3b) higher tertiary education","8","","",""
"4","1994","indirect migration background","(0) in school","6","","",""
"4","1994","indirect migration background","(1a) inadequately completed","","","",""
"4","1994","indirect migration background","(1b) general elementary school","3","","",""
"4","1994","indirect migration background","(1c) basic vocational qualification","1","","",""
"4","1994","indirect migration background","(2b) intermediate general qualification","2","","",""
"4","1994","indirect migration background","(2a) intermediate vocational","2","","",""
"4","1994","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"4","1994","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4","1994","indirect migration background","(3a) lower tertiary education","","","",""
"4","1994","indirect migration background","(3b) higher tertiary education","2","","",""
"5","1994","no migration background","(0) in school","1","","",""
"5","1994","no migration background","(1a) inadequately completed","","","",""
"5","1994","no migration background","(1b) general elementary school","13","","",""
"5","1994","no migration background","(1c) basic vocational qualification","26","","",""
"5","1994","no migration background","(2b) intermediate general qualification","","","",""
"5","1994","no migration background","(2a) intermediate vocational","19","","",""
"5","1994","no migration background","(2c_gen) general maturity certificate","1","","",""
"5","1994","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"5","1994","no migration background","(3a) lower tertiary education","5","","",""
"5","1994","no migration background","(3b) higher tertiary education","4","","",""
"5","1994","direct migration background","(0) in school","","","",""
"5","1994","direct migration background","(1a) inadequately completed","","","",""
"5","1994","direct migration background","(1b) general elementary school","3","","",""
"5","1994","direct migration background","(1c) basic vocational qualification","2","","",""
"5","1994","direct migration background","(2b) intermediate general qualification","","","",""
"5","1994","direct migration background","(2a) intermediate vocational","","","",""
"5","1994","direct migration background","(2c_gen) general maturity certificate","","","",""
"5","1994","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"5","1994","direct migration background","(3a) lower tertiary education","","","",""
"5","1994","direct migration background","(3b) higher tertiary education","","","",""
"5","1994","indirect migration background","(0) in school","","","",""
"5","1994","indirect migration background","(1a) inadequately completed","","","",""
"5","1994","indirect migration background","(1b) general elementary school","","","",""
"5","1994","indirect migration background","(1c) basic vocational qualification","","","",""
"5","1994","indirect migration background","(2b) intermediate general qualification","","","",""
"5","1994","indirect migration background","(2a) intermediate vocational","","","",""
"5","1994","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5","1994","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"5","1994","indirect migration background","(3a) lower tertiary education","","","",""
"5","1994","indirect migration background","(3b) higher tertiary education","","","",""
"1","1995","no migration background","(0) in school","6","","",""
"1","1995","no migration background","(1a) inadequately completed","2","","",""
"1","1995","no migration background","(1b) general elementary school","20","","",""
"1","1995","no migration background","(1c) basic vocational qualification","62","0.0136087092367762","0.00965093278848286","0.0175664856850694"
"1","1995","no migration background","(2b) intermediate general qualification","8","","",""
"1","1995","no migration background","(2a) intermediate vocational","91","0.0295964516912788","0.0228858562087641","0.0363070471737936"
"1","1995","no migration background","(2c_gen) general maturity certificate","5","","",""
"1","1995","no migration background","(2c_voc) vocational maturity certificate","10","","",""
"1","1995","no migration background","(3a) lower tertiary education","22","","",""
"1","1995","no migration background","(3b) higher tertiary education","28","","",""
"1","1995","direct migration background","(0) in school","1","","",""
"1","1995","direct migration background","(1a) inadequately completed","32","0.0626058741526105","0.0414142185082445","0.0837975297969765"
"1","1995","direct migration background","(1b) general elementary school","75","0.0781620529793472","0.0587166109319437","0.0976074950267507"
"1","1995","direct migration background","(1c) basic vocational qualification","41","0.0449525731647356","0.0292399169857389","0.0606652293437323"
"1","1995","direct migration background","(2b) intermediate general qualification","","","",""
"1","1995","direct migration background","(2a) intermediate vocational","5","","",""
"1","1995","direct migration background","(2c_gen) general maturity certificate","13","","",""
"1","1995","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"1","1995","direct migration background","(3a) lower tertiary education","","","",""
"1","1995","direct migration background","(3b) higher tertiary education","14","","",""
"1","1995","indirect migration background","(0) in school","1","","",""
"1","1995","indirect migration background","(1a) inadequately completed","","","",""
"1","1995","indirect migration background","(1b) general elementary school","6","","",""
"1","1995","indirect migration background","(1c) basic vocational qualification","","","",""
"1","1995","indirect migration background","(2b) intermediate general qualification","6","","",""
"1","1995","indirect migration background","(2a) intermediate vocational","4","","",""
"1","1995","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"1","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1","1995","indirect migration background","(3a) lower tertiary education","","","",""
"1","1995","indirect migration background","(3b) higher tertiary education","","","",""
"2","1995","no migration background","(0) in school","37","0.209193536245073","0.148409000579112","0.269978071911034"
"2","1995","no migration background","(1a) inadequately completed","23","","",""
"2","1995","no migration background","(1b) general elementary school","114","0.081526017832701","0.0660500388471564","0.0970019968182457"
"2","1995","no migration background","(1c) basic vocational qualification","370","0.107746780339733","0.0971551115780196","0.118338449101446"
"2","1995","no migration background","(2b) intermediate general qualification","65","0.191110905967924","0.150775272263187","0.231446539672661"
"2","1995","no migration background","(2a) intermediate vocational","530","0.200206246402904","0.184361223748598","0.21605126905721"
"2","1995","no migration background","(2c_gen) general maturity certificate","46","0.141545195756276","0.100715573707789","0.182374817804763"
"2","1995","no migration background","(2c_voc) vocational maturity certificate","94","0.228723392281994","0.188117640852982","0.269329143711006"
"2","1995","no migration background","(3a) lower tertiary education","173","0.19850661069026","0.170935292766674","0.226077928613846"
"2","1995","no migration background","(3b) higher tertiary education","168","0.193644567648964","0.165038245783289","0.222250889514639"
"2","1995","direct migration background","(0) in school","11","","",""
"2","1995","direct migration background","(1a) inadequately completed","122","0.247854661351327","0.210084776384801","0.285624546317854"
"2","1995","direct migration background","(1b) general elementary school","164","0.216552782376703","0.186714123066983","0.246391441686423"
"2","1995","direct migration background","(1c) basic vocational qualification","137","0.193944528400364","0.163961113748484","0.223927943052245"
"2","1995","direct migration background","(2b) intermediate general qualification","5","","",""
"2","1995","direct migration background","(2a) intermediate vocational","21","","",""
"2","1995","direct migration background","(2c_gen) general maturity certificate","37","0.258480081983513","0.186724610197502","0.330235553769523"
"2","1995","direct migration background","(2c_voc) vocational maturity certificate","47","0.215010081869367","0.154486738674565","0.275533425064169"
"2","1995","direct migration background","(3a) lower tertiary education","10","","",""
"2","1995","direct migration background","(3b) higher tertiary education","37","0.230821091110791","0.162706390497734","0.298935791723848"
"2","1995","indirect migration background","(0) in school","14","","",""
"2","1995","indirect migration background","(1a) inadequately completed","4","","",""
"2","1995","indirect migration background","(1b) general elementary school","26","","",""
"2","1995","indirect migration background","(1c) basic vocational qualification","19","","",""
"2","1995","indirect migration background","(2b) intermediate general qualification","16","","",""
"2","1995","indirect migration background","(2a) intermediate vocational","11","","",""
"2","1995","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"2","1995","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"2","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"2","1995","indirect migration background","(3b) higher tertiary education","1","","",""
"3","1995","no migration background","(0) in school","115","0.667807879207227","0.597418959387993","0.738196799026462"
"3","1995","no migration background","(1a) inadequately completed","53","0.610697414187545","0.506426031449821","0.714968796925269"
"3","1995","no migration background","(1b) general elementary school","949","0.792284803384017","0.769341741010916","0.815227865757118"
"3","1995","no migration background","(1c) basic vocational qualification","2556","0.775176851172822","0.760916208815093","0.78943749353055"
"3","1995","no migration background","(2b) intermediate general qualification","256","0.706422222744089","0.659703019866184","0.753141425621993"
"3","1995","no migration background","(2a) intermediate vocational","1635","0.670119090430269","0.65150166445637","0.688736516404169"
"3","1995","no migration background","(2c_gen) general maturity certificate","206","0.747941359752666","0.697084019376187","0.798798700129144"
"3","1995","no migration background","(2c_voc) vocational maturity certificate","264","0.651153753191146","0.605076563655507","0.697230942726785"
"3","1995","no migration background","(3a) lower tertiary education","523","0.666014563726596","0.633413956129202","0.698615171323991"
"3","1995","no migration background","(3b) higher tertiary education","454","0.623109720114848","0.588027599673138","0.658191840556558"
"3","1995","direct migration background","(0) in school","24","","",""
"3","1995","direct migration background","(1a) inadequately completed","338","0.665971799004604","0.62471308196359","0.707230516045617"
"3","1995","direct migration background","(1b) general elementary school","474","0.687481583560951","0.653903114436627","0.721060052685275"
"3","1995","direct migration background","(1c) basic vocational qualification","461","0.694150707507712","0.659209292760424","0.729092122255001"
"3","1995","direct migration background","(2b) intermediate general qualification","34","0.878839530285649","0.777715734910532","0.979963325660766"
"3","1995","direct migration background","(2a) intermediate vocational","84","0.66839881441731","0.58416560646538","0.752632022369241"
"3","1995","direct migration background","(2c_gen) general maturity certificate","88","0.629333283311036","0.550172110800398","0.708494455821674"
"3","1995","direct migration background","(2c_voc) vocational maturity certificate","108","0.642789732156011","0.572197341431414","0.713382122880608"
"3","1995","direct migration background","(3a) lower tertiary education","29","","",""
"3","1995","direct migration background","(3b) higher tertiary education","85","0.628387650156947","0.550270154219857","0.706505146094036"
"3","1995","indirect migration background","(0) in school","29","","",""
"3","1995","indirect migration background","(1a) inadequately completed","9","","",""
"3","1995","indirect migration background","(1b) general elementary school","71","0.717401630634022","0.631278571652346","0.803524689615697"
"3","1995","indirect migration background","(1c) basic vocational qualification","72","0.840659912132566","0.765462985654048","0.915856838611085"
"3","1995","indirect migration background","(2b) intermediate general qualification","41","0.611767048092449","0.492368968563052","0.731165127621846"
"3","1995","indirect migration background","(2a) intermediate vocational","34","0.816373717332096","0.707965555787783","0.92478187887641"
"3","1995","indirect migration background","(2c_gen) general maturity certificate","34","0.864529914243592","0.762241704244899","0.966818124242285"
"3","1995","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"3","1995","indirect migration background","(3a) lower tertiary education","4","","",""
"3","1995","indirect migration background","(3b) higher tertiary education","3","","",""
"4","1995","no migration background","(0) in school","12","","",""
"4","1995","no migration background","(1a) inadequately completed","6","","",""
"4","1995","no migration background","(1b) general elementary school","108","0.105794470285218","0.0883993776002902","0.123189562970146"
"4","1995","no migration background","(1c) basic vocational qualification","282","0.096977324278226","0.0868684544457884","0.107086194110664"
"4","1995","no migration background","(2b) intermediate general qualification","36","0.0839511496742017","0.0555016718345664","0.112400627513837"
"4","1995","no migration background","(2a) intermediate vocational","181","0.0922026349754697","0.0807466832727768","0.103658586678163"
"4","1995","no migration background","(2c_gen) general maturity certificate","22","","",""
"4","1995","no migration background","(2c_voc) vocational maturity certificate","39","0.0891166667208422","0.0615719680991164","0.116661365342568"
"4","1995","no migration background","(3a) lower tertiary education","82","0.10998674334567","0.0883601319843339","0.131613354707007"
"4","1995","no migration background","(3b) higher tertiary education","75","0.127883933206286","0.103707555058891","0.152060311353682"
"4","1995","direct migration background","(0) in school","","","",""
"4","1995","direct migration background","(1a) inadequately completed","10","","",""
"4","1995","direct migration background","(1b) general elementary school","18","","",""
"4","1995","direct migration background","(1c) basic vocational qualification","24","","",""
"4","1995","direct migration background","(2b) intermediate general qualification","1","","",""
"4","1995","direct migration background","(2a) intermediate vocational","9","","",""
"4","1995","direct migration background","(2c_gen) general maturity certificate","4","","",""
"4","1995","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"4","1995","direct migration background","(3a) lower tertiary education","7","","",""
"4","1995","direct migration background","(3b) higher tertiary education","11","","",""
"4","1995","indirect migration background","(0) in school","5","","",""
"4","1995","indirect migration background","(1a) inadequately completed","","","",""
"4","1995","indirect migration background","(1b) general elementary school","2","","",""
"4","1995","indirect migration background","(1c) basic vocational qualification","","","",""
"4","1995","indirect migration background","(2b) intermediate general qualification","1","","",""
"4","1995","indirect migration background","(2a) intermediate vocational","","","",""
"4","1995","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"4","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"4","1995","indirect migration background","(3b) higher tertiary education","2","","",""
"5","1995","no migration background","(0) in school","2","","",""
"5","1995","no migration background","(1a) inadequately completed","","","",""
"5","1995","no migration background","(1b) general elementary school","10","","",""
"5","1995","no migration background","(1c) basic vocational qualification","22","","",""
"5","1995","no migration background","(2b) intermediate general qualification","","","",""
"5","1995","no migration background","(2a) intermediate vocational","13","","",""
"5","1995","no migration background","(2c_gen) general maturity certificate","1","","",""
"5","1995","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"5","1995","no migration background","(3a) lower tertiary education","4","","",""
"5","1995","no migration background","(3b) higher tertiary education","8","","",""
"5","1995","direct migration background","(0) in school","","","",""
"5","1995","direct migration background","(1a) inadequately completed","","","",""
"5","1995","direct migration background","(1b) general elementary school","1","","",""
"5","1995","direct migration background","(1c) basic vocational qualification","5","","",""
"5","1995","direct migration background","(2b) intermediate general qualification","","","",""
"5","1995","direct migration background","(2a) intermediate vocational","1","","",""
"5","1995","direct migration background","(2c_gen) general maturity certificate","1","","",""
"5","1995","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1995","direct migration background","(3a) lower tertiary education","1","","",""
"5","1995","direct migration background","(3b) higher tertiary education","","","",""
"5","1995","indirect migration background","(0) in school","","","",""
"5","1995","indirect migration background","(1a) inadequately completed","","","",""
"5","1995","indirect migration background","(1b) general elementary school","","","",""
"5","1995","indirect migration background","(1c) basic vocational qualification","","","",""
"5","1995","indirect migration background","(2b) intermediate general qualification","","","",""
"5","1995","indirect migration background","(2a) intermediate vocational","","","",""
"5","1995","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5","1995","indirect migration background","(3a) lower tertiary education","","","",""
"5","1995","indirect migration background","(3b) higher tertiary education","","","",""
"1","1996","no migration background","(0) in school","5","","",""
"1","1996","no migration background","(1a) inadequately completed","2","","",""
"1","1996","no migration background","(1b) general elementary school","17","","",""
"1","1996","no migration background","(1c) basic vocational qualification","45","0.0104632126775169","0.00695574451701172","0.0139706808380221"
"1","1996","no migration background","(2b) intermediate general qualification","8","","",""
"1","1996","no migration background","(2a) intermediate vocational","85","0.0270740834444522","0.0206631564048891","0.0334850104840154"
"1","1996","no migration background","(2c_gen) general maturity certificate","5","","",""
"1","1996","no migration background","(2c_voc) vocational maturity certificate","18","","",""
"1","1996","no migration background","(3a) lower tertiary education","20","","",""
"1","1996","no migration background","(3b) higher tertiary education","23","","",""
"1","1996","direct migration background","(0) in school","","","",""
"1","1996","direct migration background","(1a) inadequately completed","39","0.0782307362821364","0.0538756613067054","0.102585811257567"
"1","1996","direct migration background","(1b) general elementary school","62","0.0773819333812811","0.0573579348078017","0.0974059319547606"
"1","1996","direct migration background","(1c) basic vocational qualification","22","","",""
"1","1996","direct migration background","(2b) intermediate general qualification","1","","",""
"1","1996","direct migration background","(2a) intermediate vocational","5","","",""
"1","1996","direct migration background","(2c_gen) general maturity certificate","6","","",""
"1","1996","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"1","1996","direct migration background","(3a) lower tertiary education","1","","",""
"1","1996","direct migration background","(3b) higher tertiary education","7","","",""
"1","1996","indirect migration background","(0) in school","3","","",""
"1","1996","indirect migration background","(1a) inadequately completed","2","","",""
"1","1996","indirect migration background","(1b) general elementary school","10","","",""
"1","1996","indirect migration background","(1c) basic vocational qualification","4","","",""
"1","1996","indirect migration background","(2b) intermediate general qualification","3","","",""
"1","1996","indirect migration background","(2a) intermediate vocational","5","","",""
"1","1996","indirect migration background","(2c_gen) general maturity certificate","1","","",""
