"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","1999","direct migration background","in school","5","","",""
"No worries","1999","direct migration background","inadequately","78","0.22765009837945","0.183013693230769","0.272286503528131"
"No worries","1999","direct migration background","general elemantary","119","0.214544334792777","0.18204778770669","0.247040881878864"
"No worries","1999","direct migration background","middle vocational","133","0.18129303075985","0.154427876186035","0.208158185333665"
"No worries","1999","direct migration background","vocational + Abi","13","","",""
"No worries","1999","direct migration background","higher vocational","4","","",""
"No worries","1999","direct migration background","higher education","29","","",""
"No worries","1999","indirect migration background","in school","12","","",""
"No worries","1999","indirect migration background","inadequately","5","","",""
"No worries","1999","indirect migration background","general elemantary","29","","",""
"No worries","1999","indirect migration background","middle vocational","28","","",""
"No worries","1999","indirect migration background","vocational + Abi","","","",""
"No worries","1999","indirect migration background","higher vocational","1","","",""
"No worries","1999","indirect migration background","higher education","","","",""
"Big worries","2000","no migration background","in school","131","0.36314479608048","0.31401053319258","0.412279058968381"
"Big worries","2000","no migration background","inadequately","29","","",""
"Big worries","2000","no migration background","general elemantary","612","0.255046937788427","0.237665962677214","0.27242791289964"
"Big worries","2000","no migration background","middle vocational","3403","0.30721606086481","0.298662534690284","0.315769587039336"
"Big worries","2000","no migration background","vocational + Abi","292","0.370246210658981","0.336785604561217","0.403706816756745"
"Big worries","2000","no migration background","higher vocational","548","0.34068206957369","0.317786299381917","0.363577839765462"
"Big worries","2000","no migration background","higher education","1195","0.357962009444","0.341752223330429","0.374171795557571"
"Big worries","2000","direct migration background","in school","13","","",""
"Big worries","2000","direct migration background","inadequately","86","0.326406200545493","0.271385738916325","0.381426662174661"
"Big worries","2000","direct migration background","general elemantary","254","0.31531408162495","0.284096396762599","0.3465317664873"
"Big worries","2000","direct migration background","middle vocational","363","0.294767740031514","0.269204343948282","0.320331136114746"
"Big worries","2000","direct migration background","vocational + Abi","98","0.395318853974122","0.337638153265522","0.452999554682722"
"Big worries","2000","direct migration background","higher vocational","72","0.437589317694625","0.367780969421594","0.507397665967656"
"Big worries","2000","direct migration background","higher education","150","0.362402708339832","0.31517732367033","0.409628093009335"
"Big worries","2000","indirect migration background","in school","24","","",""
"Big worries","2000","indirect migration background","inadequately","7","","",""
"Big worries","2000","indirect migration background","general elemantary","82","0.340655690756967","0.282600365356004","0.398711016157929"
"Big worries","2000","indirect migration background","middle vocational","121","0.342742035847551","0.29265905629641","0.392825015398693"
"Big worries","2000","indirect migration background","vocational + Abi","16","","",""
"Big worries","2000","indirect migration background","higher vocational","14","","",""
"Big worries","2000","indirect migration background","higher education","22","","",""
"Some worries","2000","no migration background","in school","172","0.480710755779773","0.429663692174443","0.531757819385102"
"Some worries","2000","no migration background","inadequately","38","0.36142538639452","0.267733376465769","0.45511739632327"
"Some worries","2000","no migration background","general elemantary","1217","0.492228758050219","0.472293715450945","0.512163800649492"
"Some worries","2000","no migration background","middle vocational","5809","0.510503681560984","0.501235415782494","0.519771947339474"
"Some worries","2000","no migration background","vocational + Abi","415","0.514485453596155","0.479852401136356","0.549118506055954"
"Some worries","2000","no migration background","higher vocational","874","0.512738459211355","0.488591514391845","0.536885404030865"
"Some worries","2000","no migration background","higher education","1804","0.527134920416226","0.5102535395764","0.544016301256053"
"Some worries","2000","direct migration background","in school","28","","",""
"Some worries","2000","direct migration background","inadequately","125","0.419158999015059","0.361260938046927","0.477057059983191"
"Some worries","2000","direct migration background","general elemantary","410","0.465480817721963","0.431967621223868","0.498994014220058"
"Some worries","2000","direct migration background","middle vocational","588","0.474663012108028","0.44666519493049","0.502660829285567"
"Some worries","2000","direct migration background","vocational + Abi","123","0.436427292499381","0.377918049730473","0.49493653526829"
"Some worries","2000","direct migration background","higher vocational","88","0.448628056848339","0.378641798944352","0.518614314752326"
"Some worries","2000","direct migration background","higher education","182","0.45260683497339","0.403705941504238","0.501507728442541"
"Some worries","2000","indirect migration background","in school","28","","",""
"Some worries","2000","indirect migration background","inadequately","6","","",""
"Some worries","2000","indirect migration background","general elemantary","122","0.479166378846653","0.417970696322106","0.540362061371199"
"Some worries","2000","indirect migration background","middle vocational","160","0.472092072088207","0.419413864521378","0.524770279655036"
"Some worries","2000","indirect migration background","vocational + Abi","22","","",""
"Some worries","2000","indirect migration background","higher vocational","19","","",""
"Some worries","2000","indirect migration background","higher education","24","","",""
"No worries","2000","no migration background","in school","65","0.156144448139747","0.119057464624556","0.193231431654939"
"No worries","2000","no migration background","inadequately","34","0.355683428934624","0.262321703212543","0.449045154656705"
"No worries","2000","no migration background","general elemantary","587","0.252724304161354","0.235395700862874","0.270052907459835"
"No worries","2000","no migration background","middle vocational","1963","0.182280257574206","0.175122180282785","0.189438334865626"
"No worries","2000","no migration background","vocational + Abi","93","0.115268335744864","0.0931392284587222","0.137397443031006"
"No worries","2000","no migration background","higher vocational","224","0.146579471214955","0.129493042711974","0.163665899717936"
"No worries","2000","no migration background","higher education","361","0.114903070139774","0.104120068135229","0.125686072144319"
"No worries","2000","direct migration background","in school","16","","",""
"No worries","2000","direct migration background","inadequately","68","0.254434800439448","0.203328192179193","0.305541408699704"
"No worries","2000","direct migration background","general elemantary","187","0.219205100653087","0.191409432217293","0.247000769088881"
"No worries","2000","direct migration background","middle vocational","271","0.230569247860458","0.206953704123151","0.254184791597764"
"No worries","2000","direct migration background","vocational + Abi","55","0.168253853526497","0.124120039711346","0.212387667341648"
"No worries","2000","direct migration background","higher vocational","34","0.113782625457037","0.0690982871230279","0.158466963791046"
"No worries","2000","direct migration background","higher education","66","0.184990456686778","0.146843265644879","0.223137647728678"
"No worries","2000","indirect migration background","in school","15","","",""
"No worries","2000","indirect migration background","inadequately","1","","",""
"No worries","2000","indirect migration background","general elemantary","52","0.180177930396381","0.133097686057972","0.22725817473479"
"No worries","2000","indirect migration background","middle vocational","64","0.185165892064241","0.144178183531334","0.226153600597149"
"No worries","2000","indirect migration background","vocational + Abi","5","","",""
"No worries","2000","indirect migration background","higher vocational","8","","",""
"No worries","2000","indirect migration background","higher education","8","","",""
"Big worries","2001","no migration background","in school","195","0.429872139842997","0.383025847255668","0.476718432430326"
"Big worries","2001","no migration background","inadequately","22","","",""
"Big worries","2001","no migration background","general elemantary","631","0.30419617023449","0.28436752227788","0.3240248181911"
"Big worries","2001","no migration background","middle vocational","3487","0.334305925015083","0.325118915035851","0.343492934994315"
"Big worries","2001","no migration background","vocational + Abi","314","0.391043610436438","0.356687583653193","0.425399637219683"
"Big worries","2001","no migration background","higher vocational","573","0.378372969010103","0.353572368879025","0.40317356914118"
"Big worries","2001","no migration background","higher education","1281","0.404653504089186","0.387425435614186","0.421881572564186"
"Big worries","2001","direct migration background","in school","13","","",""
"Big worries","2001","direct migration background","inadequately","63","0.303475721844369","0.240692357141212","0.366259086547526"
"Big worries","2001","direct migration background","general elemantary","238","0.296346063266326","0.264217125121568","0.328475001411084"
"Big worries","2001","direct migration background","middle vocational","376","0.335538953688523","0.307443279512746","0.3636346278643"
"Big worries","2001","direct migration background","vocational + Abi","99","0.417804739820646","0.357151745404567","0.478457734236725"
"Big worries","2001","direct migration background","higher vocational","69","0.494702522501373","0.417948717164734","0.571456327838012"
"Big worries","2001","direct migration background","higher education","145","0.409245416082501","0.35845376828751","0.460037063877493"
"Big worries","2001","indirect migration background","in school","17","","",""
"Big worries","2001","indirect migration background","inadequately","5","","",""
"Big worries","2001","indirect migration background","general elemantary","89","0.452760008088801","0.388846438465799","0.516673577711803"
"Big worries","2001","indirect migration background","middle vocational","132","0.426565800659332","0.371774610487666","0.481356990830999"
"Big worries","2001","indirect migration background","vocational + Abi","22","","",""
"Big worries","2001","indirect migration background","higher vocational","21","","",""
"Big worries","2001","indirect migration background","higher education","21","","",""
"Some worries","2001","no migration background","in school","172","0.422041451375252","0.375306118022206","0.468776784728299"
"Some worries","2001","no migration background","inadequately","41","0.471594968706293","0.365472661895185","0.577717275517402"
"Some worries","2001","no migration background","general elemantary","1005","0.479176160268254","0.457645078370423","0.500707242166086"
"Some worries","2001","no migration background","middle vocational","5016","0.496984241041137","0.487247202029904","0.50672128005237"
"Some worries","2001","no migration background","vocational + Abi","374","0.49498709259952","0.459786869502159","0.53018731569688"
"Some worries","2001","no migration background","higher vocational","752","0.517700824722638","0.492148237395356","0.54325341204992"
"Some worries","2001","no migration background","higher education","1511","0.475197139822587","0.457668628188045","0.492725651457128"
"Some worries","2001","direct migration background","in school","18","","",""
"Some worries","2001","direct migration background","inadequately","98","0.494995498408032","0.426720337830163","0.563270658985901"
"Some worries","2001","direct migration background","general elemantary","360","0.46896733393583","0.433855853174425","0.504078814697236"
"Some worries","2001","direct migration background","middle vocational","494","0.451368025515498","0.421757973196009","0.480978077834987"
"Some worries","2001","direct migration background","vocational + Abi","116","0.434208775282781","0.373253873684467","0.495163676881095"
"Some worries","2001","direct migration background","higher vocational","77","0.414228726080693","0.338608420064611","0.489849032096776"
"Some worries","2001","direct migration background","higher education","169","0.46670556123108","0.415170611585911","0.518240510876249"
"Some worries","2001","indirect migration background","in school","33","0.538093298121672","0.418717410738521","0.657469185504823"
"Some worries","2001","indirect migration background","inadequately","6","","",""
"Some worries","2001","indirect migration background","general elemantary","102","0.376643248727725","0.314427037868821","0.438859459586628"
"Some worries","2001","indirect migration background","middle vocational","127","0.403853369643884","0.349495262613128","0.45821147667464"
"Some worries","2001","indirect migration background","vocational + Abi","16","","",""
"Some worries","2001","indirect migration background","higher vocational","12","","",""
"Some worries","2001","indirect migration background","higher education","29","","",""
"No worries","2001","no migration background","in school","62","0.148086408781751","0.114475920715332","0.181696896848169"
"No worries","2001","no migration background","inadequately","22","","",""
"No worries","2001","no migration background","general elemantary","432","0.216627669497256","0.198872946480223","0.234382392514289"
"No worries","2001","no migration background","middle vocational","1626","0.16870983394378","0.16141674809298","0.17600291979458"
"No worries","2001","no migration background","vocational + Abi","87","0.113969296964042","0.0915967432144706","0.136341850713614"
"No worries","2001","no migration background","higher vocational","144","0.103926206267259","0.0883209243690933","0.119531488165425"
"No worries","2001","no migration background","higher education","326","0.120149356088227","0.108737002010978","0.131561710165476"
"No worries","2001","direct migration background","in school","16","","",""
"No worries","2001","direct migration background","inadequately","45","0.201528779747599","0.14674996236164","0.256307597133558"
"No worries","2001","direct migration background","general elemantary","178","0.234686602797844","0.204868429287168","0.26450477630852"
"No worries","2001","direct migration background","middle vocational","215","0.213093020795979","0.188727284845145","0.237458756746814"
"No worries","2001","direct migration background","vocational + Abi","39","0.147986484896573","0.104318263659685","0.191654706133461"
"No worries","2001","direct migration background","higher vocational","17","","",""
"No worries","2001","direct migration background","higher education","46","0.124049022686419","0.0899977447972875","0.15810030057555"
"No worries","2001","indirect migration background","in school","17","","",""
"No worries","2001","indirect migration background","inadequately","2","","",""
"No worries","2001","indirect migration background","general elemantary","42","0.170596743183474","0.122297717871927","0.218895768495021"
"No worries","2001","indirect migration background","middle vocational","54","0.169580829696784","0.128007674811066","0.211153984582501"
"No worries","2001","indirect migration background","vocational + Abi","3","","",""
"No worries","2001","indirect migration background","higher vocational","5","","",""
"No worries","2001","indirect migration background","higher education","6","","",""
"Big worries","2002","no migration background","in school","174","0.381234292563321","0.337648193718917","0.424820391407724"
"Big worries","2002","no migration background","inadequately","19","","",""
"Big worries","2002","no migration background","general elemantary","512","0.269772505821457","0.250232522021889","0.289312489621026"
"Big worries","2002","no migration background","middle vocational","2760","0.270425229713091","0.261816630872591","0.279033828553591"
"Big worries","2002","no migration background","vocational + Abi","272","0.312177440957965","0.281665474661123","0.342689407254808"
"Big worries","2002","no migration background","higher vocational","422","0.279277940912874","0.256899662779731","0.301656219046017"
"Big worries","2002","no migration background","higher education","1270","0.294867421233097","0.280899783648028","0.308835058818166"
"Big worries","2002","direct migration background","in school","19","","",""
"Big worries","2002","direct migration background","inadequately","39","0.256325338305449","0.193580373387611","0.319070303223287"
"Big worries","2002","direct migration background","general elemantary","172","0.253033678854694","0.220873444093293","0.285193913616094"
"Big worries","2002","direct migration background","middle vocational","275","0.279115641250778","0.251587753186802","0.306643529314753"
"Big worries","2002","direct migration background","vocational + Abi","63","0.291445416326203","0.234426567035567","0.348464265616838"
"Big worries","2002","direct migration background","higher vocational","51","0.372575261208088","0.297659029145508","0.447491493270669"
"Big worries","2002","direct migration background","higher education","122","0.347846133371393","0.300757027657116","0.394935239085669"
"Big worries","2002","indirect migration background","in school","29","","",""
"Big worries","2002","indirect migration background","inadequately","4","","",""
"Big worries","2002","indirect migration background","general elemantary","48","0.246073373217858","0.186229677639453","0.305917068796263"
"Big worries","2002","indirect migration background","middle vocational","96","0.307142945718215","0.256989762295305","0.357296129141125"
"Big worries","2002","indirect migration background","vocational + Abi","17","","",""
"Big worries","2002","indirect migration background","higher vocational","15","","",""
"Big worries","2002","indirect migration background","higher education","20","","",""
"Some worries","2002","no migration background","in school","226","0.453202568468567","0.408529239576965","0.497875897360169"
"Some worries","2002","no migration background","inadequately","42","0.47431776404689","0.366239711495349","0.582395816598431"
"Some worries","2002","no migration background","general elemantary","1036","0.509184840208271","0.48717621155968","0.531193468856861"
"Some worries","2002","no migration background","middle vocational","5624","0.546278853387097","0.536630000873437","0.555927705900758"
"Some worries","2002","no migration background","vocational + Abi","491","0.569482002509712","0.536878302567158","0.602085702452266"
"Some worries","2002","no migration background","higher vocational","895","0.562742853063034","0.538000107144103","0.587485598981966"
"Some worries","2002","no migration background","higher education","2340","0.57184792981563","0.556690922068349","0.587004937562911"
"Some worries","2002","direct migration background","in school","18","","",""
"Some worries","2002","direct migration background","inadequately","107","0.542573486451722","0.470978671719989","0.614168301183455"
"Some worries","2002","direct migration background","general elemantary","367","0.517823528823344","0.480859999451799","0.554787058194888"
"Some worries","2002","direct migration background","middle vocational","532","0.492464559485428","0.461783617963255","0.5231455010076"
"Some worries","2002","direct migration background","vocational + Abi","133","0.536742396888318","0.474175097992255","0.599309695784381"
"Some worries","2002","direct migration background","higher vocational","80","0.486545327272677","0.409099003411892","0.563991651133462"
"Some worries","2002","direct migration background","higher education","201","0.472343005066563","0.422985135059508","0.521700875073619"
"Some worries","2002","indirect migration background","in school","38","0.544162115153866","0.434336434107098","0.653987796200633"
"Some worries","2002","indirect migration background","inadequately","4","","",""
"Some worries","2002","indirect migration background","general elemantary","97","0.520819830492526","0.451410999942249","0.590228661042803"
"Some worries","2002","indirect migration background","middle vocational","179","0.569610035696021","0.515779798347416","0.623440273044627"
"Some worries","2002","indirect migration background","vocational + Abi","17","","",""
"Some worries","2002","indirect migration background","higher vocational","18","","",""
"Some worries","2002","indirect migration background","higher education","38","0.548598064459733","0.428541761014729","0.668654367904737"
"No worries","2002","no migration background","in school","77","0.165563138968112","0.13220763800108","0.198918639935145"
"No worries","2002","no migration background","inadequately","21","","",""
"No worries","2002","no migration background","general elemantary","434","0.221042653970272","0.202774647877678","0.239310660062866"
"No worries","2002","no migration background","middle vocational","1843","0.183295916899812","0.17579727314189","0.190794560657733"
"No worries","2002","no migration background","vocational + Abi","123","0.118340556532322","0.0970714882481198","0.139609624816525"
"No worries","2002","no migration background","higher vocational","227","0.157979206024092","0.139786981188947","0.176171430859236"
"No worries","2002","no migration background","higher education","484","0.133284648951273","0.122873408363717","0.14369588953883"
"No worries","2002","direct migration background","in school","14","","",""
"No worries","2002","direct migration background","inadequately","40","0.201101175242829","0.143498213437902","0.258704137047756"
"No worries","2002","direct migration background","general elemantary","163","0.229142792321963","0.198052872341934","0.260232712301991"
"No worries","2002","direct migration background","middle vocational","213","0.228419799263795","0.202656266444078","0.254183332083512"
"No worries","2002","direct migration background","vocational + Abi","48","0.171812186785479","0.124481306872659","0.219143066698299"
"No worries","2002","direct migration background","higher vocational","29","","",""
"No worries","2002","direct migration background","higher education","70","0.179810861562044","0.141842943495758","0.217778779628331"
"No worries","2002","indirect migration background","in school","12","","",""
"No worries","2002","indirect migration background","inadequately","1","","",""
"No worries","2002","indirect migration background","general elemantary","54","0.233106796289616","0.174362397267111","0.291851195312121"
"No worries","2002","indirect migration background","middle vocational","50","0.123247018585764","0.0875087714810146","0.158985265690513"
"No worries","2002","indirect migration background","vocational + Abi","5","","",""
"No worries","2002","indirect migration background","higher vocational","8","","",""
"No worries","2002","indirect migration background","higher education","8","","",""
"Big worries","2003","no migration background","in school","131","0.251859184013918","0.213619344403659","0.290099023624176"
"Big worries","2003","no migration background","inadequately","17","","",""
"Big worries","2003","no migration background","general elemantary","431","0.22934181443174","0.210343012587756","0.248340616275724"
"Big worries","2003","no migration background","middle vocational","2169","0.221972193671739","0.213737282656284","0.230207104687195"
"Big worries","2003","no migration background","vocational + Abi","206","0.238518629707316","0.210392848588882","0.266644410825751"
"Big worries","2003","no migration background","higher vocational","358","0.251363718142321","0.229396305112583","0.273331131172058"
"Big worries","2003","no migration background","higher education","862","0.229604652841307","0.216423562065807","0.242785743616808"
"Big worries","2003","direct migration background","in school","9","","",""
"Big worries","2003","direct migration background","inadequately","36","0.266053099736857","0.198831239139151","0.333274960334562"
"Big worries","2003","direct migration background","general elemantary","134","0.225440238667324","0.193365178725034","0.257515298609614"
"Big worries","2003","direct migration background","middle vocational","212","0.247831745130241","0.220633155784144","0.275030334476337"
"Big worries","2003","direct migration background","vocational + Abi","51","0.251609100375467","0.195283206974353","0.307934993776582"
"Big worries","2003","direct migration background","higher vocational","38","0.366413583988314","0.287442375516536","0.445384792460093"
"Big worries","2003","direct migration background","higher education","101","0.293588562322061","0.246932726329769","0.340244398314353"
"Big worries","2003","indirect migration background","in school","26","","",""
"Big worries","2003","indirect migration background","inadequately","4","","",""
"Big worries","2003","indirect migration background","general elemantary","38","0.231498397711938","0.170882296094893","0.292114499328982"
"Big worries","2003","indirect migration background","middle vocational","77","0.249331663588713","0.202440935007105","0.296222392170322"
"Big worries","2003","indirect migration background","vocational + Abi","11","","",""
"Big worries","2003","indirect migration background","higher vocational","9","","",""
"Big worries","2003","indirect migration background","higher education","12","","",""
"Some worries","2003","no migration background","in school","257","0.505068227484473","0.461023575442303","0.549112879526644"
"Some worries","2003","no migration background","inadequately","35","0.510990608512508","0.404091641859094","0.617889575165922"
"Some worries","2003","no migration background","general elemantary","973","0.512521140154726","0.489932635679119","0.535109644630334"
"Some worries","2003","no migration background","middle vocational","5506","0.560872121603559","0.551037911198164","0.570706332008954"
"Some worries","2003","no migration background","vocational + Abi","507","0.567253342000344","0.534555492438394","0.599951191562295"
"Some worries","2003","no migration background","higher vocational","865","0.570084896966179","0.545014956464316","0.595154837468042"
"Some worries","2003","no migration background","higher education","2415","0.605731196541749","0.590415372749413","0.621047020334085"
"Some worries","2003","direct migration background","in school","26","","",""
"Some worries","2003","direct migration background","inadequately","72","0.393994351788138","0.319662084317406","0.468326619258871"
"Some worries","2003","direct migration background","general elemantary","339","0.525825413153798","0.487497584505743","0.564153241801853"
"Some worries","2003","direct migration background","middle vocational","476","0.466676632641125","0.435248849598483","0.498104415683766"
"Some worries","2003","direct migration background","vocational + Abi","117","0.529119656962886","0.464328923545531","0.593910390380241"
"Some worries","2003","direct migration background","higher vocational","78","0.500859114675185","0.41890902454791","0.58280920480246"
"Some worries","2003","direct migration background","higher education","188","0.516544396588071","0.465347966972632","0.567740826203511"
"Some worries","2003","indirect migration background","in school","30","0.388613513917558","0.274426704545679","0.502800323289436"
"Some worries","2003","indirect migration background","inadequately","4","","",""
"Some worries","2003","indirect migration background","general elemantary","98","0.508576176934386","0.436730981841998","0.580421372026775"
"Some worries","2003","indirect migration background","middle vocational","164","0.514971472122481","0.460802643801299","0.569140300443664"
"Some worries","2003","indirect migration background","vocational + Abi","22","","",""
"Some worries","2003","indirect migration background","higher vocational","26","","",""
"Some worries","2003","indirect migration background","higher education","37","0.607149528911765","0.48655175630835","0.727747301515181"
"No worries","2003","no migration background","in school","107","0.243072588501609","0.205285746208365","0.280859430794852"
"No worries","2003","no migration background","inadequately","32","0.316630449800719","0.217155758824521","0.416105140776917"
"No worries","2003","no migration background","general elemantary","477","0.258137045413534","0.23836094297083","0.277913147856238"
"No worries","2003","no migration background","middle vocational","2108","0.217155684724702","0.208985434326451","0.225325935122953"
"No worries","2003","no migration background","vocational + Abi","169","0.194228028292339","0.168119894625874","0.220336161958804"
"No worries","2003","no migration background","higher vocational","275","0.178551384891501","0.159157536478198","0.197945233304803"
"No worries","2003","no migration background","higher education","634","0.164664150616943","0.153040721481107","0.17628757975278"
"No worries","2003","direct migration background","in school","15","","",""
"No worries","2003","direct migration background","inadequately","58","0.339952548475005","0.267893126036148","0.412011970913862"
"No worries","2003","direct migration background","general elemantary","179","0.248734348178878","0.215553388659212","0.281915307698544"
"No worries","2003","direct migration background","middle vocational","280","0.285491622228635","0.257039755927401","0.313943488529868"
"No worries","2003","direct migration background","vocational + Abi","60","0.219271242661646","0.165565392644193","0.2729770926791"
"No worries","2003","direct migration background","higher vocational","27","","",""
"No worries","2003","direct migration background","higher education","77","0.189867041089868","0.149686989499489","0.230047092680246"
"No worries","2003","indirect migration background","in school","14","","",""
"No worries","2003","indirect migration background","inadequately","3","","",""
"No worries","2003","indirect migration background","general elemantary","50","0.259925425353676","0.196894491340018","0.322956359367334"
"No worries","2003","indirect migration background","middle vocational","86","0.235696864288805","0.189694099081389","0.281699629496222"
"No worries","2003","indirect migration background","vocational + Abi","11","","",""
"No worries","2003","indirect migration background","higher vocational","6","","",""
"No worries","2003","indirect migration background","higher education","14","","",""
"Big worries","2004","no migration background","in school","143","0.260380297034974","0.221563862588535","0.299196731481412"
"Big worries","2004","no migration background","inadequately","19","","",""
"Big worries","2004","no migration background","general elemantary","369","0.205166283800793","0.186326892232434","0.224005675369151"
"Big worries","2004","no migration background","middle vocational","2193","0.232621251123968","0.224125671598312","0.241116830649624"
"Big worries","2004","no migration background","vocational + Abi","225","0.260983391876583","0.231983680760302","0.289983102992865"
"Big worries","2004","no migration background","higher vocational","350","0.236740802210758","0.214883937474264","0.258597666947252"
"Big worries","2004","no migration background","higher education","894","0.24543269340628","0.231879565359806","0.258985821452755"
"Big worries","2004","direct migration background","in school","15","","",""
"Big worries","2004","direct migration background","inadequately","25","","",""
"Big worries","2004","direct migration background","general elemantary","130","0.250309359621147","0.215676333214642","0.284942386027652"
"Big worries","2004","direct migration background","middle vocational","198","0.215317509935442","0.188885700826182","0.241749319044702"
"Big worries","2004","direct migration background","vocational + Abi","57","0.300706495023228","0.240788401908863","0.360624588137593"
"Big worries","2004","direct migration background","higher vocational","45","0.432698748828238","0.350628875409555","0.514768622246922"
"Big worries","2004","direct migration background","higher education","105","0.311563054753604","0.263521279850271","0.359604829656937"
"Big worries","2004","indirect migration background","in school","23","","",""
"Big worries","2004","indirect migration background","inadequately","2","","",""
"Big worries","2004","indirect migration background","general elemantary","52","0.28646855028654","0.221668950615081","0.351268149957999"
"Big worries","2004","indirect migration background","middle vocational","81","0.201065702329192","0.15742415741209","0.244707247246295"
"Big worries","2004","indirect migration background","vocational + Abi","8","","",""
"Big worries","2004","indirect migration background","higher vocational","8","","",""
"Big worries","2004","indirect migration background","higher education","9","","",""
"Some worries","2004","no migration background","in school","242","0.488422242535416","0.444208132419527","0.532636352651305"
"Some worries","2004","no migration background","inadequately","31","0.415653726311917","0.305574921117949","0.525732531505886"
"Some worries","2004","no migration background","general elemantary","886","0.485440770599848","0.46212436794668","0.508757173253016"
"Some worries","2004","no migration background","middle vocational","5204","0.544255277005414","0.534240862099733","0.554269691911096"
"Some worries","2004","no migration background","vocational + Abi","504","0.556446257586083","0.523640892622351","0.589251622549814"
"Some worries","2004","no migration background","higher vocational","814","0.580609180082347","0.555236479589545","0.605981880575149"
"Some worries","2004","no migration background","higher education","2318","0.583308985554327","0.56778222900736","0.598835742101293"
"Some worries","2004","direct migration background","in school","32","0.408537088007233","0.286179262765855","0.530894913248612"
"Some worries","2004","direct migration background","inadequately","72","0.444058960661583","0.365585570168151","0.522532351155015"
"Some worries","2004","direct migration background","general elemantary","311","0.498633465464573","0.45865931550687","0.538607615422277"
"Some worries","2004","direct migration background","middle vocational","486","0.502997152038236","0.470845563467261","0.53514874060921"
"Some worries","2004","direct migration background","vocational + Abi","127","0.503532638293768","0.438202136125172","0.568863140462364"
"Some worries","2004","direct migration background","higher vocational","66","0.409876321943159","0.328409268514149","0.491343375372169"
"Some worries","2004","direct migration background","higher education","180","0.499121335530355","0.447255268532755","0.550987402527955"
"Some worries","2004","indirect migration background","in school","35","0.528511795573526","0.419124759269174","0.637898831877878"
"Some worries","2004","indirect migration background","inadequately","6","","",""
"Some worries","2004","indirect migration background","general elemantary","84","0.410897557448039","0.34038126352915","0.481413851366929"
"Some worries","2004","indirect migration background","middle vocational","171","0.594175480121608","0.540706476581928","0.647644483661287"
"Some worries","2004","indirect migration background","vocational + Abi","26","","",""
"Some worries","2004","indirect migration background","higher vocational","26","","",""
"Some worries","2004","indirect migration background","higher education","39","0.640300112362745","0.519867220846394","0.760733003879096"
"No worries","2004","no migration background","in school","106","0.25119746042961","0.212835691814102","0.289559229045119"
"No worries","2004","no migration background","inadequately","27","","",""
"No worries","2004","no migration background","general elemantary","510","0.309392945599359","0.28782809543764","0.330957795761079"
"No worries","2004","no migration background","middle vocational","2104","0.223123471870618","0.214751802623641","0.231495141117594"
"No worries","2004","no migration background","vocational + Abi","152","0.182570350537334","0.157060938154192","0.208079762920475"
"No worries","2004","no migration background","higher vocational","289","0.182650017706895","0.162783160423412","0.202516874990378"
"No worries","2004","no migration background","higher education","661","0.171258321039393","0.159393538740329","0.183123103338457"
"No worries","2004","direct migration background","in school","15","","",""
"No worries","2004","direct migration background","inadequately","57","0.357040193398788","0.281367673282688","0.432712713514888"
"No worries","2004","direct migration background","general elemantary","160","0.25105717491428","0.216389756189531","0.285724593639029"
"No worries","2004","direct migration background","middle vocational","245","0.281685338026322","0.252759914894338","0.310610761158307"
"No worries","2004","direct migration background","vocational + Abi","41","0.195760866683004","0.143915210883542","0.247606522482466"
"No worries","2004","direct migration background","higher vocational","29","","",""
"No worries","2004","direct migration background","higher education","72","0.189315609716041","0.148677537234306","0.229953682197776"
"No worries","2004","indirect migration background","in school","22","","",""
"No worries","2004","indirect migration background","inadequately","3","","",""
"No worries","2004","indirect migration background","general elemantary","51","0.302633892265421","0.236789849574513","0.368477934956329"
"No worries","2004","indirect migration background","middle vocational","72","0.2047588175492","0.160820206568861","0.248697428529539"
"No worries","2004","indirect migration background","vocational + Abi","12","","",""
"No worries","2004","indirect migration background","higher vocational","9","","",""
"No worries","2004","indirect migration background","higher education","13","","",""
"Big worries","2005","no migration background","in school","179","0.340869694834122","0.299405229636554","0.38233416003169"
"Big worries","2005","no migration background","inadequately","27","","",""
"Big worries","2005","no migration background","general elemantary","460","0.288670976001831","0.266746429172286","0.310595522831375"
"Big worries","2005","no migration background","middle vocational","2659","0.30433585948336","0.294846070786221","0.313825648180498"
"Big worries","2005","no migration background","vocational + Abi","272","0.320164184498243","0.28912740702194","0.351200961974547"
"Big worries","2005","no migration background","higher vocational","415","0.284486107283675","0.260716631017895","0.308255583549454"
"Big worries","2005","no migration background","higher education","1179","0.317574236007248","0.302674355158751","0.332474116855745"
"Big worries","2005","direct migration background","in school","9","","",""
"Big worries","2005","direct migration background","inadequately","48","0.30215297675491","0.227922375651027","0.376383577858793"
"Big worries","2005","direct migration background","general elemantary","161","0.319371627151536","0.280790949593677","0.357952304709394"
"Big worries","2005","direct migration background","middle vocational","260","0.321349453703487","0.290300277120193","0.352398630286781"
"Big worries","2005","direct migration background","vocational + Abi","61","0.282885827163193","0.222681375016852","0.343090279309534"
"Big worries","2005","direct migration background","higher vocational","42","0.403694514400963","0.320310442960678","0.487078585841248"
"Big worries","2005","direct migration background","higher education","109","0.320310285318273","0.270640871674933","0.369979698961612"
"Big worries","2005","indirect migration background","in school","31","0.39923955304612","0.297492805843733","0.500986300248506"
