"plj0047","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2015","Not Employed","Rural Area","1618","0.48234213513611","0.465560866939243","0.499123403332977","2"
"Some worries","2015","Not Employed","Urban Area","3161","0.473732772525843","0.46183537501797","0.485630170033715","2"
"Big worries","2016","Employed","Rural Area","2494","0.444761929705141","0.431658488304242","0.45786537110604","1"
"Big worries","2016","Employed","Urban Area","5122","0.489205506936236","0.479677606509757","0.498733407362714","1"
"Big worries","2016","Not Employed","Rural Area","1391","0.434517179428928","0.41949553968275","0.449538819175106","1"
"Big worries","2016","Not Employed","Urban Area","2701","0.455217515172473","0.444501464233652","0.465933566111293","1"
"No worries","2016","Employed","Rural Area","636","0.118975752795112","0.110438756143812","0.127512749446411","3"
"No worries","2016","Employed","Urban Area","1070","0.105279886892369","0.099430036720057","0.111129737064681","3"
"No worries","2016","Not Employed","Rural Area","1306","0.154666991371064","0.143709354821537","0.165624627920591","3"
"No worries","2016","Not Employed","Urban Area","2821","0.123999243818529","0.116907133569518","0.131091354067541","3"
"Some worries","2016","Employed","Rural Area","2395","0.436262317499748","0.423185732721433","0.449338902278063","2"
"Some worries","2016","Employed","Urban Area","4382","0.405514606171395","0.396156191537077","0.414873020805713","2"
"Some worries","2016","Not Employed","Rural Area","1486","0.410815829200008","0.395906665662875","0.425724992737142","2"
"Some worries","2016","Not Employed","Urban Area","2774","0.420783241008998","0.410159841939592","0.431406640078404","2"
"Big worries","2017","Employed","Rural Area","2507","0.401789451243886","0.389749110843978","0.413829791643795","1"
"Big worries","2017","Employed","Urban Area","4817","0.422649690891392","0.413752275237741","0.431547106545042","1"
"Big worries","2017","Not Employed","Rural Area","1354","0.404620186124592","0.390338334161417","0.418902038087767","1"
"Big worries","2017","Not Employed","Urban Area","2569","0.410680223270331","0.400653129767692","0.420707316772971","1"
"No worries","2017","Employed","Rural Area","795","0.12009638111282","0.112112850793255","0.128079911432384","3"
"No worries","2017","Employed","Urban Area","1360","0.108838983578808","0.103229482586037","0.11444848457158","3"
"No worries","2017","Not Employed","Rural Area","1509","0.149265945524358","0.13889684753988","0.159635043508835","3"
"No worries","2017","Not Employed","Urban Area","3546","0.145666874715452","0.138476662868014","0.15285708656289","3"
"Some worries","2017","Employed","Rural Area","3067","0.478114167643294","0.465846386298703","0.490381948987885","2"
"Some worries","2017","Employed","Urban Area","5664","0.4685113255298","0.459523369179699","0.477499281879901","2"
"Some worries","2017","Not Employed","Rural Area","1674","0.44611386835105","0.431649588719929","0.460578147982172","2"
"Some worries","2017","Not Employed","Urban Area","3132","0.443652902014217","0.43352680138197","0.453779002646463","2"
"Big worries","2018","Employed","Rural Area","2003","0.331196156340245","0.3195159035216","0.34287640915889","1"
"Big worries","2018","Employed","Urban Area","3824","0.339889457842528","0.331299981821048","0.348478933864008","1"
"Big worries","2018","Not Employed","Rural Area","1019","0.303092435359924","0.288683033565993","0.317501837153856","1"
"Big worries","2018","Not Employed","Urban Area","2204","0.344791781842818","0.334430107885599","0.355153455800037","1"
"No worries","2018","Employed","Rural Area","986","0.151101887820027","0.142213500972866","0.159990274667189","3"
"No worries","2018","Employed","Urban Area","1697","0.127784293320277","0.121730324506877","0.133838262133677","3"
"No worries","2018","Not Employed","Rural Area","1213","0.190326038304822","0.178018392090657","0.202633684518988","3"
"No worries","2018","Not Employed","Urban Area","2555","0.151499470579127","0.143683310992354","0.159315630165899","3"
"Some worries","2018","Employed","Rural Area","3248","0.517701955839728","0.505300922581544","0.530102989097912","2"
"Some worries","2018","Employed","Urban Area","6161","0.532326248837195","0.523278304326389","0.541374193348","2"
"Some worries","2018","Not Employed","Rural Area","1676","0.506581526335253","0.490906683669504","0.522256369001003","2"
"Some worries","2018","Not Employed","Urban Area","3324","0.503708747578056","0.492808914218324","0.514608580937787","2"
"Big worries","2019","Employed","Rural Area","2136","0.342901590422612","0.331122130916611","0.354681049928612","1"
"Big worries","2019","Employed","Urban Area","4185","0.370912889565682","0.361975232928077","0.379850546203286","1"
"Big worries","2019","Not Employed","Rural Area","1134","0.356457830357667","0.340849141572324","0.37206651914301","1"
"Big worries","2019","Not Employed","Urban Area","1999","0.375879685945566","0.364387909502799","0.387371462388334","1"
"No worries","2019","Employed","Rural Area","906","0.138685486370699","0.130108755245179","0.147262217496218","3"
"No worries","2019","Employed","Urban Area","1608","0.121006148656031","0.114971820171858","0.127040477140203","3"
"No worries","2019","Not Employed","Rural Area","937","0.157774197044219","0.145894479981523","0.169653914106914","3"
"No worries","2019","Not Employed","Urban Area","2153","0.148772176304755","0.140328873877359","0.15721547873215","3"
"Some worries","2019","Employed","Rural Area","3196","0.51841292320669","0.506013521574251","0.530812324839128","2"
"Some worries","2019","Employed","Urban Area","5428","0.508080961778288","0.498830879703067","0.517331043853509","2"
"Some worries","2019","Not Employed","Rural Area","1546","0.485767972598114","0.469479969755641","0.502055975440588","2"
"Some worries","2019","Not Employed","Urban Area","2672","0.475348137749679","0.463499454498235","0.487196821001122","2"
