"plj0589","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Never","2014","(Married) couple without C. ","higher vocational","","","",""
"Never","2014","(Married) couple without C. ","higher education","","","",""
"Never","2014","Single parent ","in school","","","",""
"Never","2014","Single parent ","inadequately","","","",""
"Never","2014","Single parent ","general elemantary","","","",""
"Never","2014","Single parent ","middle vocational","","","",""
"Never","2014","Single parent ","vocational + Abi","","","",""
"Never","2014","Single parent ","higher vocational","","","",""
"Never","2014","Single parent ","higher education","","","",""
"Never","2014","Couple + C. LE 16 ","in school","","","",""
"Never","2014","Couple + C. LE 16 ","inadequately","","","",""
"Never","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Never","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Never","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2014","Couple + C. LE 16 ","higher education","","","",""
"Never","2014","Couple + C. GT 16 ","in school","","","",""
"Never","2014","Couple + C. GT 16 ","inadequately","","","",""
"Never","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Never","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Never","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2014","Couple + C. GT 16 ","higher education","","","",""
"Never","2014","Couple + C. LE and GT 16","in school","","","",""
"Never","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2014","Couple + C. LE and GT 16","higher education","","","",""
"Very often","2015","1-pers.-HH","in school","","","",""
"Very often","2015","1-pers.-HH","inadequately","","","",""
"Very often","2015","1-pers.-HH","general elemantary","","","",""
"Very often","2015","1-pers.-HH","middle vocational","","","",""
"Very often","2015","1-pers.-HH","vocational + Abi","","","",""
"Very often","2015","1-pers.-HH","higher vocational","","","",""
"Very often","2015","1-pers.-HH","higher education","","","",""
"Very often","2015","(Married) couple without C. ","in school","","","",""
"Very often","2015","(Married) couple without C. ","inadequately","","","",""
"Very often","2015","(Married) couple without C. ","general elemantary","","","",""
"Very often","2015","(Married) couple without C. ","middle vocational","","","",""
"Very often","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2015","(Married) couple without C. ","higher vocational","","","",""
"Very often","2015","(Married) couple without C. ","higher education","","","",""
"Very often","2015","Single parent ","in school","","","",""
"Very often","2015","Single parent ","inadequately","","","",""
"Very often","2015","Single parent ","general elemantary","","","",""
"Very often","2015","Single parent ","middle vocational","","","",""
"Very often","2015","Single parent ","vocational + Abi","","","",""
"Very often","2015","Single parent ","higher vocational","","","",""
"Very often","2015","Single parent ","higher education","","","",""
"Very often","2015","Couple + C. LE 16 ","in school","","","",""
"Very often","2015","Couple + C. LE 16 ","inadequately","","","",""
"Very often","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Very often","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Very often","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very often","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2015","Couple + C. LE 16 ","higher education","","","",""
"Very often","2015","Couple + C. GT 16 ","in school","","","",""
"Very often","2015","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Very often","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2015","Couple + C. GT 16 ","higher education","","","",""
"Very often","2015","Couple + C. LE and GT 16","in school","","","",""
"Very often","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Very often","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Very often","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Very often","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2015","Couple + C. LE and GT 16","higher education","","","",""
"Often","2015","1-pers.-HH","in school","","","",""
"Often","2015","1-pers.-HH","inadequately","","","",""
"Often","2015","1-pers.-HH","general elemantary","","","",""
"Often","2015","1-pers.-HH","middle vocational","","","",""
"Often","2015","1-pers.-HH","vocational + Abi","","","",""
"Often","2015","1-pers.-HH","higher vocational","","","",""
"Often","2015","1-pers.-HH","higher education","","","",""
"Often","2015","(Married) couple without C. ","in school","","","",""
"Often","2015","(Married) couple without C. ","inadequately","","","",""
"Often","2015","(Married) couple without C. ","general elemantary","","","",""
"Often","2015","(Married) couple without C. ","middle vocational","","","",""
"Often","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2015","(Married) couple without C. ","higher vocational","","","",""
"Often","2015","(Married) couple without C. ","higher education","","","",""
"Often","2015","Single parent ","in school","","","",""
"Often","2015","Single parent ","inadequately","","","",""
"Often","2015","Single parent ","general elemantary","","","",""
"Often","2015","Single parent ","middle vocational","","","",""
"Often","2015","Single parent ","vocational + Abi","","","",""
"Often","2015","Single parent ","higher vocational","","","",""
"Often","2015","Single parent ","higher education","","","",""
"Often","2015","Couple + C. LE 16 ","in school","","","",""
"Often","2015","Couple + C. LE 16 ","inadequately","","","",""
"Often","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Often","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Often","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Often","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2015","Couple + C. LE 16 ","higher education","","","",""
"Often","2015","Couple + C. GT 16 ","in school","","","",""
"Often","2015","Couple + C. GT 16 ","inadequately","","","",""
"Often","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Often","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Often","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2015","Couple + C. GT 16 ","higher education","","","",""
"Often","2015","Couple + C. LE and GT 16","in school","","","",""
"Often","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Often","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Often","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Often","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Often","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2015","Couple + C. LE and GT 16","higher education","","","",""
"Sometimes","2015","1-pers.-HH","in school","","","",""
"Sometimes","2015","1-pers.-HH","inadequately","","","",""
"Sometimes","2015","1-pers.-HH","general elemantary","","","",""
"Sometimes","2015","1-pers.-HH","middle vocational","","","",""
"Sometimes","2015","1-pers.-HH","vocational + Abi","","","",""
"Sometimes","2015","1-pers.-HH","higher vocational","","","",""
"Sometimes","2015","1-pers.-HH","higher education","","","",""
"Sometimes","2015","(Married) couple without C. ","in school","","","",""
"Sometimes","2015","(Married) couple without C. ","inadequately","","","",""
"Sometimes","2015","(Married) couple without C. ","general elemantary","","","",""
"Sometimes","2015","(Married) couple without C. ","middle vocational","","","",""
"Sometimes","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Sometimes","2015","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2015","(Married) couple without C. ","higher education","","","",""
"Sometimes","2015","Single parent ","in school","","","",""
"Sometimes","2015","Single parent ","inadequately","","","",""
"Sometimes","2015","Single parent ","general elemantary","","","",""
"Sometimes","2015","Single parent ","middle vocational","","","",""
"Sometimes","2015","Single parent ","vocational + Abi","","","",""
"Sometimes","2015","Single parent ","higher vocational","","","",""
"Sometimes","2015","Single parent ","higher education","","","",""
"Sometimes","2015","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2015","Couple + C. LE 16 ","inadequately","","","",""
"Sometimes","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Sometimes","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Sometimes","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2015","Couple + C. LE 16 ","higher education","","","",""
"Sometimes","2015","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2015","Couple + C. GT 16 ","inadequately","","","",""
"Sometimes","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Sometimes","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Sometimes","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2015","Couple + C. GT 16 ","higher education","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","in school","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","higher education","","","",""
"Rarely ","2015","1-pers.-HH","in school","","","",""
"Rarely ","2015","1-pers.-HH","inadequately","","","",""
"Rarely ","2015","1-pers.-HH","general elemantary","","","",""
"Rarely ","2015","1-pers.-HH","middle vocational","","","",""
"Rarely ","2015","1-pers.-HH","vocational + Abi","","","",""
"Rarely ","2015","1-pers.-HH","higher vocational","","","",""
"Rarely ","2015","1-pers.-HH","higher education","","","",""
"Rarely ","2015","(Married) couple without C. ","in school","","","",""
"Rarely ","2015","(Married) couple without C. ","inadequately","","","",""
"Rarely ","2015","(Married) couple without C. ","general elemantary","","","",""
"Rarely ","2015","(Married) couple without C. ","middle vocational","","","",""
"Rarely ","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely ","2015","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2015","(Married) couple without C. ","higher education","","","",""
"Rarely ","2015","Single parent ","in school","","","",""
"Rarely ","2015","Single parent ","inadequately","","","",""
"Rarely ","2015","Single parent ","general elemantary","","","",""
"Rarely ","2015","Single parent ","middle vocational","","","",""
"Rarely ","2015","Single parent ","vocational + Abi","","","",""
"Rarely ","2015","Single parent ","higher vocational","","","",""
"Rarely ","2015","Single parent ","higher education","","","",""
"Rarely ","2015","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2015","Couple + C. LE 16 ","inadequately","","","",""
"Rarely ","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely ","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely ","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2015","Couple + C. LE 16 ","higher education","","","",""
"Rarely ","2015","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2015","Couple + C. GT 16 ","inadequately","","","",""
"Rarely ","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely ","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely ","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2015","Couple + C. GT 16 ","higher education","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","higher education","","","",""
"Never","2015","1-pers.-HH","in school","","","",""
"Never","2015","1-pers.-HH","inadequately","","","",""
"Never","2015","1-pers.-HH","general elemantary","","","",""
"Never","2015","1-pers.-HH","middle vocational","","","",""
"Never","2015","1-pers.-HH","vocational + Abi","","","",""
"Never","2015","1-pers.-HH","higher vocational","","","",""
"Never","2015","1-pers.-HH","higher education","","","",""
"Never","2015","(Married) couple without C. ","in school","","","",""
"Never","2015","(Married) couple without C. ","inadequately","","","",""
"Never","2015","(Married) couple without C. ","general elemantary","","","",""
"Never","2015","(Married) couple without C. ","middle vocational","","","",""
"Never","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Never","2015","(Married) couple without C. ","higher vocational","","","",""
"Never","2015","(Married) couple without C. ","higher education","","","",""
"Never","2015","Single parent ","in school","","","",""
"Never","2015","Single parent ","inadequately","","","",""
"Never","2015","Single parent ","general elemantary","","","",""
"Never","2015","Single parent ","middle vocational","","","",""
"Never","2015","Single parent ","vocational + Abi","","","",""
"Never","2015","Single parent ","higher vocational","","","",""
"Never","2015","Single parent ","higher education","","","",""
"Never","2015","Couple + C. LE 16 ","in school","","","",""
"Never","2015","Couple + C. LE 16 ","inadequately","","","",""
"Never","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Never","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Never","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2015","Couple + C. LE 16 ","higher education","","","",""
"Never","2015","Couple + C. GT 16 ","in school","","","",""
"Never","2015","Couple + C. GT 16 ","inadequately","","","",""
"Never","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Never","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Never","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2015","Couple + C. GT 16 ","higher education","","","",""
"Never","2015","Couple + C. LE and GT 16","in school","","","",""
"Never","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2015","Couple + C. LE and GT 16","higher education","","","",""
"Very often","2016","1-pers.-HH","in school","1","","",""
"Very often","2016","1-pers.-HH","inadequately","37","0.139255123312652","0.10102236526639","0.177487881358914"
"Very often","2016","1-pers.-HH","general elemantary","15","","",""
"Very often","2016","1-pers.-HH","middle vocational","23","","",""
"Very often","2016","1-pers.-HH","vocational + Abi","","","",""
"Very often","2016","1-pers.-HH","higher vocational","","","",""
"Very often","2016","1-pers.-HH","higher education","11","","",""
"Very often","2016","(Married) couple without C. ","in school","","","",""
"Very often","2016","(Married) couple without C. ","inadequately","4","","",""
"Very often","2016","(Married) couple without C. ","general elemantary","2","","",""
"Very often","2016","(Married) couple without C. ","middle vocational","3","","",""
"Very often","2016","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2016","(Married) couple without C. ","higher vocational","","","",""
"Very often","2016","(Married) couple without C. ","higher education","3","","",""
"Very often","2016","Single parent ","in school","","","",""
"Very often","2016","Single parent ","inadequately","13","","",""
"Very often","2016","Single parent ","general elemantary","2","","",""
"Very often","2016","Single parent ","middle vocational","5","","",""
"Very often","2016","Single parent ","vocational + Abi","1","","",""
"Very often","2016","Single parent ","higher vocational","","","",""
"Very often","2016","Single parent ","higher education","4","","",""
"Very often","2016","Couple + C. LE 16 ","in school","","","",""
"Very often","2016","Couple + C. LE 16 ","inadequately","48","0.0638694770493046","0.0456510898983757","0.0820878642002336"
"Very often","2016","Couple + C. LE 16 ","general elemantary","18","","",""
"Very often","2016","Couple + C. LE 16 ","middle vocational","20","","",""
"Very often","2016","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Very often","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2016","Couple + C. LE 16 ","higher education","18","","",""
"Very often","2016","Couple + C. GT 16 ","in school","","","",""
"Very often","2016","Couple + C. GT 16 ","inadequately","1","","",""
"Very often","2016","Couple + C. GT 16 ","general elemantary","","","",""
"Very often","2016","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2016","Couple + C. GT 16 ","higher education","","","",""
"Very often","2016","Couple + C. LE and GT 16","in school","","","",""
"Very often","2016","Couple + C. LE and GT 16","inadequately","9","","",""
"Very often","2016","Couple + C. LE and GT 16","general elemantary","4","","",""
"Very often","2016","Couple + C. LE and GT 16","middle vocational","3","","",""
"Very often","2016","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2016","Couple + C. LE and GT 16","higher education","7","","",""
"Often","2016","1-pers.-HH","in school","2","","",""
"Often","2016","1-pers.-HH","inadequately","66","0.258719463885298","0.21035808623675","0.307080841533846"
"Often","2016","1-pers.-HH","general elemantary","30","0.166613429207838","0.11417792160537","0.219048936810306"
"Often","2016","1-pers.-HH","middle vocational","26","","",""
"Often","2016","1-pers.-HH","vocational + Abi","8","","",""
"Often","2016","1-pers.-HH","higher vocational","","","",""
"Often","2016","1-pers.-HH","higher education","24","","",""
"Often","2016","(Married) couple without C. ","in school","","","",""
"Often","2016","(Married) couple without C. ","inadequately","9","","",""
"Often","2016","(Married) couple without C. ","general elemantary","6","","",""
"Often","2016","(Married) couple without C. ","middle vocational","3","","",""
"Often","2016","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2016","(Married) couple without C. ","higher vocational","","","",""
"Often","2016","(Married) couple without C. ","higher education","","","",""
"Often","2016","Single parent ","in school","","","",""
"Often","2016","Single parent ","inadequately","19","","",""
"Often","2016","Single parent ","general elemantary","11","","",""
"Often","2016","Single parent ","middle vocational","5","","",""
"Often","2016","Single parent ","vocational + Abi","2","","",""
"Often","2016","Single parent ","higher vocational","","","",""
"Often","2016","Single parent ","higher education","9","","",""
"Often","2016","Couple + C. LE 16 ","in school","","","",""
"Often","2016","Couple + C. LE 16 ","inadequately","93","0.141514890836729","0.115545456056461","0.167484325616997"
"Often","2016","Couple + C. LE 16 ","general elemantary","29","","",""
"Often","2016","Couple + C. LE 16 ","middle vocational","39","0.136376809846613","0.0979247341027623","0.174828885590465"
"Often","2016","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Often","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2016","Couple + C. LE 16 ","higher education","36","0.107466468076761","0.073533499070785","0.141399437082737"
"Often","2016","Couple + C. GT 16 ","in school","","","",""
"Often","2016","Couple + C. GT 16 ","inadequately","1","","",""
"Often","2016","Couple + C. GT 16 ","general elemantary","1","","",""
"Often","2016","Couple + C. GT 16 ","middle vocational","2","","",""
"Often","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2016","Couple + C. GT 16 ","higher education","1","","",""
"Often","2016","Couple + C. LE and GT 16","in school","","","",""
"Often","2016","Couple + C. LE and GT 16","inadequately","20","","",""
"Often","2016","Couple + C. LE and GT 16","general elemantary","7","","",""
"Often","2016","Couple + C. LE and GT 16","middle vocational","10","","",""
"Often","2016","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Often","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2016","Couple + C. LE and GT 16","higher education","5","","",""
"Sometimes","2016","1-pers.-HH","in school","3","","",""
"Sometimes","2016","1-pers.-HH","inadequately","77","0.235709786922219","0.188838079840197","0.282581494004241"
"Sometimes","2016","1-pers.-HH","general elemantary","53","0.278153268372138","0.215099389671156","0.341207147073119"
"Sometimes","2016","1-pers.-HH","middle vocational","32","0.181306690725778","0.122520725281287","0.240092656170269"
"Sometimes","2016","1-pers.-HH","vocational + Abi","4","","",""
"Sometimes","2016","1-pers.-HH","higher vocational","","","",""
"Sometimes","2016","1-pers.-HH","higher education","33","0.193452055900356","0.133543117417407","0.253360994383304"
"Sometimes","2016","(Married) couple without C. ","in school","1","","",""
"Sometimes","2016","(Married) couple without C. ","inadequately","8","","",""
"Sometimes","2016","(Married) couple without C. ","general elemantary","8","","",""
"Sometimes","2016","(Married) couple without C. ","middle vocational","7","","",""
"Sometimes","2016","(Married) couple without C. ","vocational + Abi","2","","",""
"Sometimes","2016","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2016","(Married) couple without C. ","higher education","5","","",""
"Sometimes","2016","Single parent ","in school","","","",""
"Sometimes","2016","Single parent ","inadequately","33","0.3025106460074","0.2247365780998","0.380284713915001"
"Sometimes","2016","Single parent ","general elemantary","15","","",""
"Sometimes","2016","Single parent ","middle vocational","24","","",""
"Sometimes","2016","Single parent ","vocational + Abi","4","","",""
"Sometimes","2016","Single parent ","higher vocational","","","",""
"Sometimes","2016","Single parent ","higher education","11","","",""
"Sometimes","2016","Couple + C. LE 16 ","in school","1","","",""
"Sometimes","2016","Couple + C. LE 16 ","inadequately","172","0.289024528697288","0.255249968417894","0.322799088976682"
"Sometimes","2016","Couple + C. LE 16 ","general elemantary","75","0.254221982540211","0.20644000838149","0.302003956698932"
"Sometimes","2016","Couple + C. LE 16 ","middle vocational","76","0.253064384613689","0.204351429542077","0.301777339685302"
"Sometimes","2016","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Sometimes","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2016","Couple + C. LE 16 ","higher education","65","0.228286958880052","0.182299271234028","0.274274646526076"
"Sometimes","2016","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2016","Couple + C. GT 16 ","inadequately","6","","",""
"Sometimes","2016","Couple + C. GT 16 ","general elemantary","3","","",""
"Sometimes","2016","Couple + C. GT 16 ","middle vocational","3","","",""
"Sometimes","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2016","Couple + C. GT 16 ","higher education","3","","",""
"Sometimes","2016","Couple + C. LE and GT 16","in school","1","","",""
"Sometimes","2016","Couple + C. LE and GT 16","inadequately","28","","",""
"Sometimes","2016","Couple + C. LE and GT 16","general elemantary","9","","",""
"Sometimes","2016","Couple + C. LE and GT 16","middle vocational","10","","",""
"Sometimes","2016","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Sometimes","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","higher education","8","","",""
"Rarely ","2016","1-pers.-HH","in school","2","","",""
"Rarely ","2016","1-pers.-HH","inadequately","54","0.165239605281143","0.124225730000642","0.206253480561644"
"Rarely ","2016","1-pers.-HH","general elemantary","29","","",""
"Rarely ","2016","1-pers.-HH","middle vocational","33","0.2042950622566","0.142775805422001","0.265814319091199"
"Rarely ","2016","1-pers.-HH","vocational + Abi","7","","",""
"Rarely ","2016","1-pers.-HH","higher vocational","","","",""
"Rarely ","2016","1-pers.-HH","higher education","40","0.242579542774472","0.177568750695285","0.307590334853659"
"Rarely ","2016","(Married) couple without C. ","in school","","","",""
"Rarely ","2016","(Married) couple without C. ","inadequately","8","","",""
"Rarely ","2016","(Married) couple without C. ","general elemantary","2","","",""
"Rarely ","2016","(Married) couple without C. ","middle vocational","2","","",""
"Rarely ","2016","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely ","2016","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2016","(Married) couple without C. ","higher education","11","","",""
"Rarely ","2016","Single parent ","in school","","","",""
"Rarely ","2016","Single parent ","inadequately","17","","",""
"Rarely ","2016","Single parent ","general elemantary","6","","",""
"Rarely ","2016","Single parent ","middle vocational","11","","",""
"Rarely ","2016","Single parent ","vocational + Abi","","","",""
"Rarely ","2016","Single parent ","higher vocational","","","",""
"Rarely ","2016","Single parent ","higher education","7","","",""
"Rarely ","2016","Couple + C. LE 16 ","in school","1","","",""
"Rarely ","2016","Couple + C. LE 16 ","inadequately","108","0.140484803121092","0.114594538027447","0.166375068214736"
"Rarely ","2016","Couple + C. LE 16 ","general elemantary","57","0.176835105612902","0.134967279388445","0.21870293183736"
"Rarely ","2016","Couple + C. LE 16 ","middle vocational","47","0.155285577485614","0.114705965210401","0.195865189760827"
"Rarely ","2016","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Rarely ","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2016","Couple + C. LE 16 ","higher education","61","0.161745647674298","0.121401800313277","0.20208949503532"
"Rarely ","2016","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2016","Couple + C. GT 16 ","inadequately","5","","",""
"Rarely ","2016","Couple + C. GT 16 ","general elemantary","4","","",""
"Rarely ","2016","Couple + C. GT 16 ","middle vocational","5","","",""
"Rarely ","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2016","Couple + C. GT 16 ","higher education","2","","",""
"Rarely ","2016","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","inadequately","31","0.15691175186273","0.0994667848969409","0.21435671882852"
"Rarely ","2016","Couple + C. LE and GT 16","general elemantary","13","","",""
"Rarely ","2016","Couple + C. LE and GT 16","middle vocational","16","","",""
"Rarely ","2016","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Rarely ","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","higher education","8","","",""
"Never","2016","1-pers.-HH","in school","2","","",""
"Never","2016","1-pers.-HH","inadequately","81","0.201076020598688","0.156814565911113","0.245337475286264"
"Never","2016","1-pers.-HH","general elemantary","67","0.312756248038494","0.247517499210977","0.377994996866011"
"Never","2016","1-pers.-HH","middle vocational","51","0.304140070735977","0.233945446339922","0.374334695132032"
"Never","2016","1-pers.-HH","vocational + Abi","11","","",""
"Never","2016","1-pers.-HH","higher vocational","","","",""
"Never","2016","1-pers.-HH","higher education","59","0.351664062858617","0.279244833724135","0.424083291993099"
"Never","2016","(Married) couple without C. ","in school","","","",""
"Never","2016","(Married) couple without C. ","inadequately","11","","",""
"Never","2016","(Married) couple without C. ","general elemantary","10","","",""
"Never","2016","(Married) couple without C. ","middle vocational","10","","",""
"Never","2016","(Married) couple without C. ","vocational + Abi","2","","",""
"Never","2016","(Married) couple without C. ","higher vocational","","","",""
"Never","2016","(Married) couple without C. ","higher education","11","","",""
"Never","2016","Single parent ","in school","","","",""
"Never","2016","Single parent ","inadequately","52","0.349669724860488","0.268929176632598","0.430410273088378"
"Never","2016","Single parent ","general elemantary","27","","",""
"Never","2016","Single parent ","middle vocational","25","","",""
"Never","2016","Single parent ","vocational + Abi","4","","",""
"Never","2016","Single parent ","higher vocational","","","",""
"Never","2016","Single parent ","higher education","13","","",""
"Never","2016","Couple + C. LE 16 ","in school","3","","",""
"Never","2016","Couple + C. LE 16 ","inadequately","271","0.365106300295586","0.329234331253315","0.400978269337858"
"Never","2016","Couple + C. LE 16 ","general elemantary","140","0.396703035194649","0.34301826710887","0.450387803280429"
"Never","2016","Couple + C. LE 16 ","middle vocational","124","0.404451367148599","0.349461946049262","0.459440788247937"
"Never","2016","Couple + C. LE 16 ","vocational + Abi","19","","",""
"Never","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2016","Couple + C. LE 16 ","higher education","140","0.443466365601543","0.389035009641584","0.497897721561502"
"Never","2016","Couple + C. GT 16 ","in school","","","",""
"Never","2016","Couple + C. GT 16 ","inadequately","10","","",""
"Never","2016","Couple + C. GT 16 ","general elemantary","10","","",""
"Never","2016","Couple + C. GT 16 ","middle vocational","3","","",""
