"plj0014_v3","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2013","16-34 y.","Full Time","96","0.0225156196724347","0.0163192645638087","0.0287119747810608","2"
"No","2013","16-34 y.","Part Time","112","0.0535349413153845","0.0434028316276306","0.0636670510031384","2"
"No","2013","16-34 y.","Not Working","148","0.0513493885903384","0.0406870134250281","0.0620117637556486","2"
"No","2013","35-65 y.","Full Time","380","0.0472082794172029","0.0423994681470158","0.05201709068739","2"
"No","2013","35-65 y.","Part Time","284","0.0692839103259024","0.062178173387191","0.0763896472646138","2"
"No","2013","35-65 y.","Not Working","231","0.0895709782777246","0.0787004679608819","0.100441488594567","2"
"No","2013","66 and older","Full Time","1","","","","2"
"No","2013","66 and older","Part Time","10","","","","2"
"No","2013","66 and older","Not Working","138","0.0392630011781748","0.0336430778450237","0.0448829245113258","2"
"Yes","2013","35-65 y.","Part Time","4622","0.930716089674098","0.923610352735386","0.937821826612809","1"
"Yes","2013","35-65 y.","Not Working","2420","0.910429021722275","0.899558511405433","0.921299532039118","1"
"Yes","2013","66 and older","Full Time","55","0.988049617714809","0.959589653222569","1.01650958220705","1"
"Yes","2013","66 and older","Part Time","370","0.952799382182079","0.931477238392563","0.974121525971595","1"
"Yes","2013","35-65 y.","Full Time","7092","0.952791720582797","0.94798290931261","0.957600531852984","1"
"Yes","2013","66 and older","Not Working","4450","0.960736998821825","0.955117075488674","0.966356922154976","1"
"Yes","2013","16-34 y.","Full Time","2106","0.977484380327565","0.971288025218939","0.983680735436191","1"
"Yes","2013","16-34 y.","Part Time","1784","0.946465058684616","0.936332948996862","0.956597168372369","1"
"Yes","2013","16-34 y.","Not Working","1498","0.948650611409662","0.937988236244351","0.959312986574972","1"
"No","2014","16-34 y.","Full Time","305","0.0860531879968484","0.0750068910416814","0.0970994849520153","2"
"No","2014","16-34 y.","Part Time","327","0.123842980958779","0.109912772248054","0.137773189669504","2"
"No","2014","16-34 y.","Not Working","372","0.161900575804605","0.145613662618296","0.178187488990914","2"
"No","2014","35-65 y.","Full Time","754","0.0785889595849868","0.0725729935386558","0.0846049256313178","2"
"No","2014","35-65 y.","Part Time","622","0.122653973652497","0.113586699967674","0.13172124733732","2"
"No","2014","35-65 y.","Not Working","543","0.158243585161646","0.144962593597288","0.171524576726005","2"
"No","2014","66 and older","Full Time","4","","","","2"
"No","2014","66 and older","Part Time","17","","","","2"
"No","2014","66 and older","Not Working","164","0.0428698627801523","0.0369717563888371","0.0487679691714676","2"
"Yes","2014","35-65 y.","Part Time","4406","0.877346026347503","0.86827875266268","0.886413300032326","1"
"Yes","2014","35-65 y.","Not Working","2358","0.841756414838354","0.828475423273995","0.855037406402712","1"
"Yes","2014","66 and older","Full Time","78","0.964815440335182","0.92493689137807","1.00469398929229","1"
"Yes","2014","66 and older","Part Time","380","0.957694402052153","0.937894400197001","0.977494403907306","1"
"Yes","2014","35-65 y.","Full Time","6932","0.921411040415013","0.915395074368682","0.927427006461344","1"
"Yes","2014","66 and older","Not Working","4367","0.957130137219848","0.951232030828532","0.963028243611163","1"
"Yes","2014","16-34 y.","Full Time","2171","0.913946812003152","0.902900515047985","0.924993108958319","1"
"Yes","2014","16-34 y.","Part Time","1821","0.876157019041221","0.862226810330496","0.890087227751946","1"
"Yes","2014","16-34 y.","Not Working","1593","0.838099424195395","0.821812511009086","0.854386337381704","1"
"No","2015","16-34 y.","Full Time","250","0.0799265789828201","0.0686052046359784","0.0912479533296619","2"
"No","2015","16-34 y.","Part Time","263","0.0956767860092012","0.0826044435439463","0.108749128474456","2"
"No","2015","16-34 y.","Not Working","1067","0.261307858549271","0.244351585760361","0.278264131338181","2"
"No","2015","35-65 y.","Full Time","632","0.0673791767356265","0.0616025508375567","0.0731558026336963","2"
"No","2015","35-65 y.","Part Time","531","0.115355383051179","0.106284165824577","0.124426600277782","2"
"No","2015","35-65 y.","Not Working","1091","0.209146519171059","0.195194201633545","0.223098836708573","2"
"No","2015","66 and older","Full Time","3","","","","2"
"No","2015","66 and older","Part Time","17","","","","2"
"No","2015","66 and older","Not Working","162","0.0426876849685006","0.0367502363031673","0.048625133633834","2"
"Yes","2015","35-65 y.","Part Time","4233","0.884644616948821","0.875573399722218","0.893715834175423","1"
"Yes","2015","35-65 y.","Not Working","2173","0.790853480828941","0.776901163291427","0.804805798366455","1"
"Yes","2015","66 and older","Full Time","83","0.971528572318867","0.936378090959022","1.00667905367871","1"
"Yes","2015","66 and older","Part Time","413","0.944574017869526","0.922947402337202","0.96620063340185","1"
"Yes","2015","35-65 y.","Full Time","6602","0.932620823264373","0.926844197366304","0.938397449162443","1"
"Yes","2015","66 and older","Not Working","4291","0.957312315031499","0.951374866366166","0.963249763696833","1"
"Yes","2015","16-34 y.","Part Time","1682","0.904323213990799","0.891250871525544","0.917395556456054","1"
"Yes","2015","16-34 y.","Not Working","1512","0.738692141450729","0.721735868661819","0.755648414239639","1"
"Yes","2015","16-34 y.","Full Time","1954","0.92007342101718","0.908752046670338","0.931394795364022","1"
"No","2016","16-34 y.","Full Time","380","0.120174721520615","0.106385103160071","0.133964339881159","2"
"No","2016","16-34 y.","Part Time","338","0.123949360203187","0.109285984021896","0.138612736384479","2"
"No","2016","16-34 y.","Not Working","352","0.166370628240239","0.148190773678247","0.18455048280223","2"
"No","2016","35-65 y.","Full Time","761","0.0920642356769547","0.0852748669788754","0.0988536043750341","2"
"No","2016","35-65 y.","Part Time","634","0.124975330681677","0.115440732337721","0.134509929025632","2"
"No","2016","35-65 y.","Not Working","523","0.182109063403561","0.166581164312355","0.197636962494768","2"
"No","2016","66 and older","Full Time","4","","","","2"
"No","2016","66 and older","Part Time","14","","","","2"
"No","2016","66 and older","Not Working","151","0.0555924704322262","0.0487278913299597","0.0624570495344927","2"
"Yes","2016","35-65 y.","Part Time","3987","0.875024669318323","0.865490070974368","0.884559267662279","1"
"Yes","2016","35-65 y.","Not Working","1850","0.817890936596439","0.802363037505232","0.833418835687645","1"
"Yes","2016","66 and older","Full Time","84","0.948938504355982","0.902947535855827","0.994929472856138","1"
"Yes","2016","66 and older","Part Time","401","0.918792136295581","0.892511751468766","0.945072521122397","1"
"Yes","2016","16-34 y.","Part Time","1602","0.876050639796813","0.861387263615521","0.890714015978104","1"
"Yes","2016","35-65 y.","Full Time","6205","0.907935764323045","0.901146395624966","0.914725133021125","1"
"Yes","2016","66 and older","Not Working","4129","0.944407529567774","0.937542950465507","0.95127210867004","1"
"Yes","2016","16-34 y.","Full Time","1756","0.879825278479385","0.866035660118841","0.893614896839929","1"
"Yes","2016","16-34 y.","Not Working","1260","0.833629371759761","0.81544951719777","0.851809226321753","1"
"No","2017","16-34 y.","Full Time","349","0.109257981784903","0.097021928021984","0.121494035547822","2"
"No","2017","16-34 y.","Part Time","395","0.141385360181489","0.126647533846614","0.156123186516364","2"
"No","2017","16-34 y.","Not Working","1494","0.225739611285325","0.210640449153073","0.240838773417577","2"
"No","2017","35-65 y.","Full Time","767","0.0976628241417708","0.0911113167521974","0.104214331531344","2"
"No","2017","35-65 y.","Part Time","664","0.134711913999613","0.12542157689944","0.144002251099785","2"
"No","2017","35-65 y.","Not Working","1652","0.20519624406081","0.192073296221938","0.218319191899682","2"
"No","2017","66 and older","Full Time","2","","","","2"
"No","2017","66 and older","Part Time","22","","","","2"
"No","2017","66 and older","Not Working","167","0.0623179938720947","0.0552116416129311","0.0694243461312583","2"
"Yes","2017","16-34 y.","Full Time","2148","0.890742018215097","0.878505964452178","0.902978071978016","1"
"Yes","2017","16-34 y.","Part Time","1752","0.858614639818511","0.843876813483636","0.873352466153386","1"
"Yes","2017","16-34 y.","Not Working","1451","0.774260388714675","0.759161226582423","0.789359550846927","1"
"Yes","2017","35-65 y.","Part Time","4524","0.865288086000387","0.855997748900215","0.87457842310056","1"
"Yes","2017","35-65 y.","Not Working","1986","0.79480375593919","0.781680808100318","0.807926703778062","1"
"Yes","2017","66 and older","Full Time","88","0.944314159754583","0.896938259486853","0.991690060022313","1"
"Yes","2017","66 and older","Part Time","491","0.913585242231404","0.889271158684494","0.937899325778313","1"
"Yes","2017","66 and older","Not Working","4278","0.937682006127905","0.930575653868742","0.944788358387069","1"
"Yes","2017","35-65 y.","Full Time","7120","0.902337175858229","0.895785668468656","0.908888683247802","1"
"No","2018","16-34 y.","Full Time","365","0.111282590379156","0.0988477283785454","0.123717452379766","2"
"No","2018","16-34 y.","Part Time","516","0.153497426665112","0.138870421575826","0.168124431754399","2"
"No","2018","16-34 y.","Not Working","2003","0.268736030637089","0.253679461902137","0.28379259937204","2"
"No","2018","35-65 y.","Full Time","757","0.108718973476586","0.101693208417963","0.115744738535208","2"
"No","2018","35-65 y.","Part Time","693","0.133407468792309","0.124031547282372","0.142783390302247","2"
"No","2018","35-65 y.","Not Working","2052","0.219904908782419","0.206869176786132","0.232940640778707","2"
"No","2018","66 and older","Full Time","6","","","","2"
"No","2018","66 and older","Part Time","26","","","","2"
"No","2018","66 and older","Not Working","187","0.0676916637645034","0.0603321278309804","0.0750511996980264","2"
"Yes","2018","16-34 y.","Full Time","2092","0.888717409620844","0.876282547620233","0.901152271621455","1"
"Yes","2018","16-34 y.","Part Time","1817","0.846502573334888","0.831875568245601","0.861129578424174","1"
"Yes","2018","16-34 y.","Not Working","1327","0.731263969362911","0.71620740062796","0.746320538097863","1"
"Yes","2018","35-65 y.","Part Time","4359","0.866592531207691","0.857216609697753","0.875968452717628","1"
"Yes","2018","35-65 y.","Not Working","1826","0.780095091217581","0.767059359221293","0.793130823213868","1"
"Yes","2018","66 and older","Full Time","86","0.879368544659117","0.812815194116138","0.945921895202095","1"
"Yes","2018","66 and older","Part Time","500","0.881581468521004","0.853969569232446","0.909193367809561","1"
"Yes","2018","66 and older","Not Working","4289","0.932308336235497","0.924948800301974","0.93966787216902","1"
"Yes","2018","35-65 y.","Full Time","6784","0.891281026523414","0.884255261464791","0.898306791582037","1"
"No","2019","16-34 y.","Full Time","400","0.112661953412007","0.0999218219017229","0.125402084922291","2"
"No","2019","16-34 y.","Part Time","520","0.170183723927277","0.154379682250875","0.18598776560368","2"
"No","2019","16-34 y.","Not Working","1440","0.237396903708043","0.221263846590451","0.253529960825635","2"
"No","2019","35-65 y.","Full Time","771","0.11428228289023","0.10742696730548","0.12113759847498","2"
"No","2019","35-65 y.","Part Time","700","0.145166171706641","0.13538041966992","0.154951923743363","2"
"No","2019","35-65 y.","Not Working","1766","0.204390525058356","0.191409256016901","0.217371794099811","2"
"No","2019","66 and older","Full Time","6","","","","2"
"No","2019","66 and older","Part Time","29","","","","2"
"No","2019","66 and older","Not Working","185","0.0701168710381554","0.0626078337350236","0.0776259083412873","2"
"Yes","2019","16-34 y.","Full Time","1966","0.887338046587993","0.874597915077709","0.900078178098277","1"
"Yes","2019","16-34 y.","Part Time","1652","0.829816276072723","0.81401223439632","0.845620317749125","1"
"Yes","2019","16-34 y.","Not Working","1232","0.762603096291957","0.746470039174365","0.778736153409549","1"
"Yes","2019","35-65 y.","Part Time","4278","0.854833828293359","0.845048076256637","0.86461958033008","1"
"Yes","2019","35-65 y.","Not Working","1941","0.795609474941644","0.782628205900189","0.808590743983099","1"
"Yes","2019","66 and older","Full Time","222","0.978035216013602","0.959010359844513","0.99706007218269","1"
"Yes","2019","66 and older","Part Time","582","0.910042181551019","0.887355148445789","0.93272921465625","1"
"Yes","2019","66 and older","Not Working","4257","0.929883128961845","0.922374091658713","0.937392166264976","1"
"Yes","2019","35-65 y.","Full Time","7503","0.88571771710977","0.87886240152502","0.89257303269452","1"
