"plj0588","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2014","1-pers.-HH","vocational + Abi","","","",""
"Never","2014","1-pers.-HH","higher vocational","","","",""
"Never","2014","1-pers.-HH","higher education","","","",""
"Never","2014","(Married) couple without C. ","in school","","","",""
"Never","2014","(Married) couple without C. ","inadequately","","","",""
"Never","2014","(Married) couple without C. ","general elemantary","","","",""
"Never","2014","(Married) couple without C. ","middle vocational","","","",""
"Never","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Never","2014","(Married) couple without C. ","higher vocational","","","",""
"Never","2014","(Married) couple without C. ","higher education","","","",""
"Never","2014","Single parent ","in school","","","",""
"Never","2014","Single parent ","inadequately","","","",""
"Never","2014","Single parent ","general elemantary","","","",""
"Never","2014","Single parent ","middle vocational","","","",""
"Never","2014","Single parent ","vocational + Abi","","","",""
"Never","2014","Single parent ","higher vocational","","","",""
"Never","2014","Single parent ","higher education","","","",""
"Never","2014","Couple + C. LE 16 ","in school","","","",""
"Never","2014","Couple + C. LE 16 ","inadequately","","","",""
"Never","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Never","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Never","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2014","Couple + C. LE 16 ","higher education","","","",""
"Never","2014","Couple + C. GT 16 ","in school","","","",""
"Never","2014","Couple + C. GT 16 ","inadequately","","","",""
"Never","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Never","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Never","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2014","Couple + C. GT 16 ","higher education","","","",""
"Never","2014","Couple + C. LE and GT 16","in school","","","",""
"Never","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2014","Couple + C. LE and GT 16","higher education","","","",""
"Very often","2015","1-pers.-HH","in school","","","",""
"Very often","2015","1-pers.-HH","inadequately","","","",""
"Very often","2015","1-pers.-HH","general elemantary","","","",""
"Very often","2015","1-pers.-HH","middle vocational","","","",""
"Very often","2015","1-pers.-HH","vocational + Abi","","","",""
"Very often","2015","1-pers.-HH","higher vocational","","","",""
"Very often","2015","1-pers.-HH","higher education","","","",""
"Very often","2015","(Married) couple without C. ","in school","","","",""
"Very often","2015","(Married) couple without C. ","inadequately","","","",""
"Very often","2015","(Married) couple without C. ","general elemantary","","","",""
"Very often","2015","(Married) couple without C. ","middle vocational","","","",""
"Very often","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2015","(Married) couple without C. ","higher vocational","","","",""
"Very often","2015","(Married) couple without C. ","higher education","","","",""
"Very often","2015","Single parent ","in school","","","",""
"Very often","2015","Single parent ","inadequately","","","",""
"Very often","2015","Single parent ","general elemantary","","","",""
"Very often","2015","Single parent ","middle vocational","","","",""
"Very often","2015","Single parent ","vocational + Abi","","","",""
"Very often","2015","Single parent ","higher vocational","","","",""
"Very often","2015","Single parent ","higher education","","","",""
"Very often","2015","Couple + C. LE 16 ","in school","","","",""
"Very often","2015","Couple + C. LE 16 ","inadequately","","","",""
"Very often","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Very often","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Very often","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very often","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2015","Couple + C. LE 16 ","higher education","","","",""
"Very often","2015","Couple + C. GT 16 ","in school","","","",""
"Very often","2015","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Very often","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2015","Couple + C. GT 16 ","higher education","","","",""
"Very often","2015","Couple + C. LE and GT 16","in school","","","",""
"Very often","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Very often","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Very often","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Very often","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2015","Couple + C. LE and GT 16","higher education","","","",""
"Often","2015","1-pers.-HH","in school","","","",""
"Often","2015","1-pers.-HH","inadequately","","","",""
"Often","2015","1-pers.-HH","general elemantary","","","",""
"Often","2015","1-pers.-HH","middle vocational","","","",""
"Often","2015","1-pers.-HH","vocational + Abi","","","",""
"Often","2015","1-pers.-HH","higher vocational","","","",""
"Often","2015","1-pers.-HH","higher education","","","",""
"Often","2015","(Married) couple without C. ","in school","","","",""
"Often","2015","(Married) couple without C. ","inadequately","","","",""
"Often","2015","(Married) couple without C. ","general elemantary","","","",""
"Often","2015","(Married) couple without C. ","middle vocational","","","",""
"Often","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2015","(Married) couple without C. ","higher vocational","","","",""
"Often","2015","(Married) couple without C. ","higher education","","","",""
"Often","2015","Single parent ","in school","","","",""
"Often","2015","Single parent ","inadequately","","","",""
"Often","2015","Single parent ","general elemantary","","","",""
"Often","2015","Single parent ","middle vocational","","","",""
"Often","2015","Single parent ","vocational + Abi","","","",""
"Often","2015","Single parent ","higher vocational","","","",""
"Often","2015","Single parent ","higher education","","","",""
"Often","2015","Couple + C. LE 16 ","in school","","","",""
"Often","2015","Couple + C. LE 16 ","inadequately","","","",""
"Often","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Often","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Often","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Often","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2015","Couple + C. LE 16 ","higher education","","","",""
"Often","2015","Couple + C. GT 16 ","in school","","","",""
"Often","2015","Couple + C. GT 16 ","inadequately","","","",""
"Often","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Often","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Often","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2015","Couple + C. GT 16 ","higher education","","","",""
"Often","2015","Couple + C. LE and GT 16","in school","","","",""
"Often","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Often","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Often","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Often","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Often","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2015","Couple + C. LE and GT 16","higher education","","","",""
"Sometimes","2015","1-pers.-HH","in school","","","",""
"Sometimes","2015","1-pers.-HH","inadequately","","","",""
"Sometimes","2015","1-pers.-HH","general elemantary","","","",""
"Sometimes","2015","1-pers.-HH","middle vocational","","","",""
"Sometimes","2015","1-pers.-HH","vocational + Abi","","","",""
"Sometimes","2015","1-pers.-HH","higher vocational","","","",""
"Sometimes","2015","1-pers.-HH","higher education","","","",""
"Sometimes","2015","(Married) couple without C. ","in school","","","",""
"Sometimes","2015","(Married) couple without C. ","inadequately","","","",""
"Sometimes","2015","(Married) couple without C. ","general elemantary","","","",""
"Sometimes","2015","(Married) couple without C. ","middle vocational","","","",""
"Sometimes","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Sometimes","2015","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2015","(Married) couple without C. ","higher education","","","",""
"Sometimes","2015","Single parent ","in school","","","",""
"Sometimes","2015","Single parent ","inadequately","","","",""
"Sometimes","2015","Single parent ","general elemantary","","","",""
"Sometimes","2015","Single parent ","middle vocational","","","",""
"Sometimes","2015","Single parent ","vocational + Abi","","","",""
"Sometimes","2015","Single parent ","higher vocational","","","",""
"Sometimes","2015","Single parent ","higher education","","","",""
"Sometimes","2015","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2015","Couple + C. LE 16 ","inadequately","","","",""
"Sometimes","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Sometimes","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Sometimes","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2015","Couple + C. LE 16 ","higher education","","","",""
"Sometimes","2015","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2015","Couple + C. GT 16 ","inadequately","","","",""
"Sometimes","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Sometimes","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Sometimes","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2015","Couple + C. GT 16 ","higher education","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","in school","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","higher education","","","",""
"Rarely ","2015","1-pers.-HH","in school","","","",""
"Rarely ","2015","1-pers.-HH","inadequately","","","",""
"Rarely ","2015","1-pers.-HH","general elemantary","","","",""
"Rarely ","2015","1-pers.-HH","middle vocational","","","",""
"Rarely ","2015","1-pers.-HH","vocational + Abi","","","",""
"Rarely ","2015","1-pers.-HH","higher vocational","","","",""
"Rarely ","2015","1-pers.-HH","higher education","","","",""
"Rarely ","2015","(Married) couple without C. ","in school","","","",""
"Rarely ","2015","(Married) couple without C. ","inadequately","","","",""
"Rarely ","2015","(Married) couple without C. ","general elemantary","","","",""
"Rarely ","2015","(Married) couple without C. ","middle vocational","","","",""
"Rarely ","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely ","2015","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2015","(Married) couple without C. ","higher education","","","",""
"Rarely ","2015","Single parent ","in school","","","",""
"Rarely ","2015","Single parent ","inadequately","","","",""
"Rarely ","2015","Single parent ","general elemantary","","","",""
"Rarely ","2015","Single parent ","middle vocational","","","",""
"Rarely ","2015","Single parent ","vocational + Abi","","","",""
"Rarely ","2015","Single parent ","higher vocational","","","",""
"Rarely ","2015","Single parent ","higher education","","","",""
"Rarely ","2015","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2015","Couple + C. LE 16 ","inadequately","","","",""
"Rarely ","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely ","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely ","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2015","Couple + C. LE 16 ","higher education","","","",""
"Rarely ","2015","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2015","Couple + C. GT 16 ","inadequately","","","",""
"Rarely ","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely ","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely ","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2015","Couple + C. GT 16 ","higher education","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","higher education","","","",""
"Never","2015","1-pers.-HH","in school","","","",""
"Never","2015","1-pers.-HH","inadequately","","","",""
"Never","2015","1-pers.-HH","general elemantary","","","",""
"Never","2015","1-pers.-HH","middle vocational","","","",""
"Never","2015","1-pers.-HH","vocational + Abi","","","",""
"Never","2015","1-pers.-HH","higher vocational","","","",""
"Never","2015","1-pers.-HH","higher education","","","",""
"Never","2015","(Married) couple without C. ","in school","","","",""
"Never","2015","(Married) couple without C. ","inadequately","","","",""
"Never","2015","(Married) couple without C. ","general elemantary","","","",""
"Never","2015","(Married) couple without C. ","middle vocational","","","",""
"Never","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Never","2015","(Married) couple without C. ","higher vocational","","","",""
"Never","2015","(Married) couple without C. ","higher education","","","",""
"Never","2015","Single parent ","in school","","","",""
"Never","2015","Single parent ","inadequately","","","",""
"Never","2015","Single parent ","general elemantary","","","",""
"Never","2015","Single parent ","middle vocational","","","",""
"Never","2015","Single parent ","vocational + Abi","","","",""
"Never","2015","Single parent ","higher vocational","","","",""
"Never","2015","Single parent ","higher education","","","",""
"Never","2015","Couple + C. LE 16 ","in school","","","",""
"Never","2015","Couple + C. LE 16 ","inadequately","","","",""
"Never","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Never","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Never","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2015","Couple + C. LE 16 ","higher education","","","",""
"Never","2015","Couple + C. GT 16 ","in school","","","",""
"Never","2015","Couple + C. GT 16 ","inadequately","","","",""
"Never","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Never","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Never","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2015","Couple + C. GT 16 ","higher education","","","",""
"Never","2015","Couple + C. LE and GT 16","in school","","","",""
"Never","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","2015","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2015","Couple + C. LE and GT 16","higher education","","","",""
"Very often","2016","1-pers.-HH","in school","","","",""
"Very often","2016","1-pers.-HH","inadequately","33","0.134987488222477","0.096948829328248","0.173026147116706"
"Very often","2016","1-pers.-HH","general elemantary","16","","",""
"Very often","2016","1-pers.-HH","middle vocational","18","","",""
"Very often","2016","1-pers.-HH","vocational + Abi","2","","",""
"Very often","2016","1-pers.-HH","higher vocational","","","",""
"Very often","2016","1-pers.-HH","higher education","17","","",""
"Very often","2016","(Married) couple without C. ","in school","","","",""
"Very often","2016","(Married) couple without C. ","inadequately","3","","",""
"Very often","2016","(Married) couple without C. ","general elemantary","5","","",""
"Very often","2016","(Married) couple without C. ","middle vocational","1","","",""
"Very often","2016","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2016","(Married) couple without C. ","higher vocational","","","",""
"Very often","2016","(Married) couple without C. ","higher education","","","",""
"Very often","2016","Single parent ","in school","","","",""
"Very often","2016","Single parent ","inadequately","17","","",""
"Very often","2016","Single parent ","general elemantary","5","","",""
"Very often","2016","Single parent ","middle vocational","5","","",""
"Very often","2016","Single parent ","vocational + Abi","","","",""
"Very often","2016","Single parent ","higher vocational","","","",""
"Very often","2016","Single parent ","higher education","6","","",""
"Very often","2016","Couple + C. LE 16 ","in school","","","",""
"Very often","2016","Couple + C. LE 16 ","inadequately","51","0.0673351352696728","0.0484439842579986","0.086226286281347"
"Very often","2016","Couple + C. LE 16 ","general elemantary","15","","",""
"Very often","2016","Couple + C. LE 16 ","middle vocational","18","","",""
"Very often","2016","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Very often","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2016","Couple + C. LE 16 ","higher education","14","","",""
"Very often","2016","Couple + C. GT 16 ","in school","","","",""
"Very often","2016","Couple + C. GT 16 ","inadequately","2","","",""
"Very often","2016","Couple + C. GT 16 ","general elemantary","1","","",""
"Very often","2016","Couple + C. GT 16 ","middle vocational","1","","",""
"Very often","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2016","Couple + C. GT 16 ","higher education","1","","",""
"Very often","2016","Couple + C. LE and GT 16","in school","","","",""
"Very often","2016","Couple + C. LE and GT 16","inadequately","9","","",""
"Very often","2016","Couple + C. LE and GT 16","general elemantary","4","","",""
"Very often","2016","Couple + C. LE and GT 16","middle vocational","2","","",""
"Very often","2016","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2016","Couple + C. LE and GT 16","higher education","4","","",""
"Often","2016","1-pers.-HH","in school","1","","",""
"Often","2016","1-pers.-HH","inadequately","70","0.266230565978996","0.217029330290372","0.315431801667619"
"Often","2016","1-pers.-HH","general elemantary","33","0.166933835328599","0.113908524355172","0.219959146302026"
"Often","2016","1-pers.-HH","middle vocational","24","","",""
"Often","2016","1-pers.-HH","vocational + Abi","7","","",""
"Often","2016","1-pers.-HH","higher vocational","","","",""
"Often","2016","1-pers.-HH","higher education","26","","",""
"Often","2016","(Married) couple without C. ","in school","1","","",""
"Often","2016","(Married) couple without C. ","inadequately","4","","",""
"Often","2016","(Married) couple without C. ","general elemantary","5","","",""
"Often","2016","(Married) couple without C. ","middle vocational","3","","",""
"Often","2016","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2016","(Married) couple without C. ","higher vocational","","","",""
"Often","2016","(Married) couple without C. ","higher education","5","","",""
"Often","2016","Single parent ","in school","","","",""
"Often","2016","Single parent ","inadequately","18","","",""
"Often","2016","Single parent ","general elemantary","8","","",""
"Often","2016","Single parent ","middle vocational","4","","",""
"Often","2016","Single parent ","vocational + Abi","2","","",""
"Often","2016","Single parent ","higher vocational","","","",""
"Often","2016","Single parent ","higher education","12","","",""
"Often","2016","Couple + C. LE 16 ","in school","1","","",""
"Often","2016","Couple + C. LE 16 ","inadequately","88","0.143074917516543","0.116679537276524","0.169470297756562"
"Often","2016","Couple + C. LE 16 ","general elemantary","37","0.134863532786218","0.0975548659487478","0.172172199623688"
"Often","2016","Couple + C. LE 16 ","middle vocational","39","0.124051816615738","0.0870571648412443","0.161046468390231"
"Often","2016","Couple + C. LE 16 ","vocational + Abi","6","","",""
"Often","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2016","Couple + C. LE 16 ","higher education","25","","",""
"Often","2016","Couple + C. GT 16 ","in school","","","",""
"Often","2016","Couple + C. GT 16 ","inadequately","3","","",""
"Often","2016","Couple + C. GT 16 ","general elemantary","1","","",""
"Often","2016","Couple + C. GT 16 ","middle vocational","","","",""
"Often","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2016","Couple + C. GT 16 ","higher education","","","",""
"Often","2016","Couple + C. LE and GT 16","in school","","","",""
"Often","2016","Couple + C. LE and GT 16","inadequately","15","","",""
"Often","2016","Couple + C. LE and GT 16","general elemantary","4","","",""
"Often","2016","Couple + C. LE and GT 16","middle vocational","8","","",""
"Often","2016","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Often","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2016","Couple + C. LE and GT 16","higher education","2","","",""
"Sometimes","2016","1-pers.-HH","in school","6","","",""
"Sometimes","2016","1-pers.-HH","inadequately","87","0.290595716166722","0.240052979731732","0.341138452601712"
"Sometimes","2016","1-pers.-HH","general elemantary","60","0.321021935229325","0.254637461477605","0.387406408981045"
"Sometimes","2016","1-pers.-HH","middle vocational","41","0.295662318628388","0.224953016565786","0.36637162069099"
"Sometimes","2016","1-pers.-HH","vocational + Abi","8","","",""
"Sometimes","2016","1-pers.-HH","higher vocational","","","",""
"Sometimes","2016","1-pers.-HH","higher education","45","0.253618819126095","0.187432972987358","0.319804665264832"
"Sometimes","2016","(Married) couple without C. ","in school","","","",""
"Sometimes","2016","(Married) couple without C. ","inadequately","11","","",""
"Sometimes","2016","(Married) couple without C. ","general elemantary","8","","",""
"Sometimes","2016","(Married) couple without C. ","middle vocational","6","","",""
"Sometimes","2016","(Married) couple without C. ","vocational + Abi","1","","",""
"Sometimes","2016","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2016","(Married) couple without C. ","higher education","8","","",""
"Sometimes","2016","Single parent ","in school","","","",""
"Sometimes","2016","Single parent ","inadequately","41","0.407850086103838","0.324642713978763","0.491057458228913"
"Sometimes","2016","Single parent ","general elemantary","20","","",""
"Sometimes","2016","Single parent ","middle vocational","21","","",""
"Sometimes","2016","Single parent ","vocational + Abi","4","","",""
"Sometimes","2016","Single parent ","higher vocational","","","",""
"Sometimes","2016","Single parent ","higher education","9","","",""
"Sometimes","2016","Couple + C. LE 16 ","in school","1","","",""
"Sometimes","2016","Couple + C. LE 16 ","inadequately","184","0.29476387319343","0.260393903743893","0.329133842642967"
"Sometimes","2016","Couple + C. LE 16 ","general elemantary","84","0.313828069293334","0.263142710884043","0.364513427702624"
"Sometimes","2016","Couple + C. LE 16 ","middle vocational","86","0.261996229649808","0.212647613064335","0.311344846235281"
"Sometimes","2016","Couple + C. LE 16 ","vocational + Abi","8","","",""
"Sometimes","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2016","Couple + C. LE 16 ","higher education","86","0.288987490201131","0.239322398183571","0.33865258221869"
"Sometimes","2016","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2016","Couple + C. GT 16 ","inadequately","2","","",""
"Sometimes","2016","Couple + C. GT 16 ","general elemantary","4","","",""
"Sometimes","2016","Couple + C. GT 16 ","middle vocational","2","","",""
"Sometimes","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2016","Couple + C. GT 16 ","higher education","3","","",""
"Sometimes","2016","Couple + C. LE and GT 16","in school","1","","",""
"Sometimes","2016","Couple + C. LE and GT 16","inadequately","34","0.257595850682327","0.187612925991892","0.327578775372762"
"Sometimes","2016","Couple + C. LE and GT 16","general elemantary","13","","",""
"Sometimes","2016","Couple + C. LE and GT 16","middle vocational","22","","",""
"Sometimes","2016","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","higher education","14","","",""
"Rarely ","2016","1-pers.-HH","in school","1","","",""
"Rarely ","2016","1-pers.-HH","inadequately","53","0.145849656612934","0.106559196968347","0.185140116257521"
"Rarely ","2016","1-pers.-HH","general elemantary","27","","",""
"Rarely ","2016","1-pers.-HH","middle vocational","35","0.183519739035742","0.123540308779291","0.243499169292193"
"Rarely ","2016","1-pers.-HH","vocational + Abi","6","","",""
"Rarely ","2016","1-pers.-HH","higher vocational","","","",""
"Rarely ","2016","1-pers.-HH","higher education","40","0.271542973960908","0.203885574586279","0.339200373335538"
"Rarely ","2016","(Married) couple without C. ","in school","","","",""
"Rarely ","2016","(Married) couple without C. ","inadequately","7","","",""
"Rarely ","2016","(Married) couple without C. ","general elemantary","3","","",""
"Rarely ","2016","(Married) couple without C. ","middle vocational","7","","",""
"Rarely ","2016","(Married) couple without C. ","vocational + Abi","1","","",""
"Rarely ","2016","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2016","(Married) couple without C. ","higher education","7","","",""
"Rarely ","2016","Single parent ","in school","","","",""
"Rarely ","2016","Single parent ","inadequately","17","","",""
"Rarely ","2016","Single parent ","general elemantary","12","","",""
"Rarely ","2016","Single parent ","middle vocational","19","","",""
"Rarely ","2016","Single parent ","vocational + Abi","3","","",""
"Rarely ","2016","Single parent ","higher vocational","","","",""
"Rarely ","2016","Single parent ","higher education","6","","",""
"Rarely ","2016","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2016","Couple + C. LE 16 ","inadequately","127","0.18596928366066","0.156639034758275","0.215299532563045"
"Rarely ","2016","Couple + C. LE 16 ","general elemantary","62","0.18050022321808","0.13849208379959","0.22250836263657"
"Rarely ","2016","Couple + C. LE 16 ","middle vocational","53","0.19218174613307","0.147962526900332","0.236400965365807"
"Rarely ","2016","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Rarely ","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2016","Couple + C. LE 16 ","higher education","82","0.210996569576885","0.166292172205797","0.255700966947974"
"Rarely ","2016","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2016","Couple + C. GT 16 ","inadequately","6","","",""
"Rarely ","2016","Couple + C. GT 16 ","general elemantary","1","","",""
"Rarely ","2016","Couple + C. GT 16 ","middle vocational","5","","",""
"Rarely ","2016","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2016","Couple + C. GT 16 ","higher education","4","","",""
"Rarely ","2016","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","inadequately","34","0.255701701605333","0.185887659497433","0.325515743713234"
"Rarely ","2016","Couple + C. LE and GT 16","general elemantary","20","","",""
"Rarely ","2016","Couple + C. LE and GT 16","middle vocational","17","","",""
"Rarely ","2016","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Rarely ","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","higher education","17","","",""
"Never","2016","1-pers.-HH","in school","2","","",""
"Never","2016","1-pers.-HH","inadequately","67","0.162336573018871","0.12128685217909","0.203386293858652"
"Never","2016","1-pers.-HH","general elemantary","54","0.282797749073269","0.218760880487393","0.346834617659145"
"Never","2016","1-pers.-HH","middle vocational","42","0.25075301793943","0.183591007921795","0.317915027957065"
"Never","2016","1-pers.-HH","vocational + Abi","7","","",""
"Never","2016","1-pers.-HH","higher vocational","","","",""
"Never","2016","1-pers.-HH","higher education","38","0.207074442814344","0.145432899191966","0.268715986436722"
"Never","2016","(Married) couple without C. ","in school","","","",""
"Never","2016","(Married) couple without C. ","inadequately","13","","",""
"Never","2016","(Married) couple without C. ","general elemantary","6","","",""
"Never","2016","(Married) couple without C. ","middle vocational","7","","",""
"Never","2016","(Married) couple without C. ","vocational + Abi","2","","",""
"Never","2016","(Married) couple without C. ","higher vocational","","","",""
"Never","2016","(Married) couple without C. ","higher education","10","","",""
"Never","2016","Single parent ","in school","","","",""
"Never","2016","Single parent ","inadequately","41","0.230562038101562","0.159247775192092","0.301876301011031"
"Never","2016","Single parent ","general elemantary","16","","",""
"Never","2016","Single parent ","middle vocational","20","","",""
"Never","2016","Single parent ","vocational + Abi","2","","",""
"Never","2016","Single parent ","higher vocational","","","",""
"Never","2016","Single parent ","higher education","10","","",""
"Never","2016","Couple + C. LE 16 ","in school","3","","",""
"Never","2016","Couple + C. LE 16 ","inadequately","226","0.308856790359694","0.274028084081008","0.34368549663838"
"Never","2016","Couple + C. LE 16 ","general elemantary","124","0.33241869091319","0.280965186756118","0.383872195070262"
"Never","2016","Couple + C. LE 16 ","middle vocational","109","0.373825496122707","0.319527935271352","0.428123056974062"
