"pld0044","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","2006","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2006","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2006","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2006","35-65 y.","(0) in school","","","",""
"Never","2006","35-65 y.","(1a) inadequately completed","","","",""
"Never","2006","35-65 y.","(1b) general elementary school","","","",""
"Never","2006","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2006","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2006","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2006","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2006","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2006","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2006","66 and older","(0) in school","","","",""
"Never","2006","66 and older","(1a) inadequately completed","","","",""
"Never","2006","66 and older","(1b) general elementary school","","","",""
"Never","2006","66 and older","(1c) basic vocational qualification","","","",""
"Never","2006","66 and older","(2b) intermediate general qualification","","","",""
"Never","2006","66 and older","(2a) intermediate vocational","","","",""
"Never","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2006","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","66 and older","(3a) lower tertiary education","","","",""
"Never","2006","66 and older","(3b) higher tertiary education","","","",""
"Very often","2007","16-34 y.","(0) in school","","","",""
"Very often","2007","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2007","16-34 y.","(1b) general elementary school","","","",""
"Very often","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2007","35-65 y.","(0) in school","","","",""
"Very often","2007","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2007","35-65 y.","(1b) general elementary school","","","",""
"Very often","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2007","66 and older","(0) in school","","","",""
"Very often","2007","66 and older","(1a) inadequately completed","","","",""
"Very often","2007","66 and older","(1b) general elementary school","","","",""
"Very often","2007","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2007","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2007","66 and older","(2a) intermediate vocational","","","",""
"Very often","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","66 and older","(3a) lower tertiary education","","","",""
"Very often","2007","66 and older","(3b) higher tertiary education","","","",""
"Often","2007","16-34 y.","(0) in school","","","",""
"Often","2007","16-34 y.","(1a) inadequately completed","","","",""
"Often","2007","16-34 y.","(1b) general elementary school","","","",""
"Often","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2007","35-65 y.","(0) in school","","","",""
"Often","2007","35-65 y.","(1a) inadequately completed","","","",""
"Often","2007","35-65 y.","(1b) general elementary school","","","",""
"Often","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2007","66 and older","(0) in school","","","",""
"Often","2007","66 and older","(1a) inadequately completed","","","",""
"Often","2007","66 and older","(1b) general elementary school","","","",""
"Often","2007","66 and older","(1c) basic vocational qualification","","","",""
"Often","2007","66 and older","(2b) intermediate general qualification","","","",""
"Often","2007","66 and older","(2a) intermediate vocational","","","",""
"Often","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","66 and older","(3a) lower tertiary education","","","",""
"Often","2007","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2007","16-34 y.","(0) in school","","","",""
"Sometimes","2007","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2007","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2007","35-65 y.","(0) in school","","","",""
"Sometimes","2007","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2007","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2007","66 and older","(0) in school","","","",""
"Sometimes","2007","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2007","66 and older","(1b) general elementary school","","","",""
"Sometimes","2007","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2007","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2007","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2007","66 and older","(3b) higher tertiary education","","","",""
"Rarely","2007","16-34 y.","(0) in school","","","",""
"Rarely","2007","16-34 y.","(1a) inadequately completed","","","",""
"Rarely","2007","16-34 y.","(1b) general elementary school","","","",""
"Rarely","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Rarely","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Rarely","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Rarely","2007","35-65 y.","(0) in school","","","",""
"Rarely","2007","35-65 y.","(1a) inadequately completed","","","",""
"Rarely","2007","35-65 y.","(1b) general elementary school","","","",""
"Rarely","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Rarely","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Rarely","2007","66 and older","(0) in school","","","",""
"Rarely","2007","66 and older","(1a) inadequately completed","","","",""
"Rarely","2007","66 and older","(1b) general elementary school","","","",""
"Rarely","2007","66 and older","(1c) basic vocational qualification","","","",""
"Rarely","2007","66 and older","(2b) intermediate general qualification","","","",""
"Rarely","2007","66 and older","(2a) intermediate vocational","","","",""
"Rarely","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","66 and older","(3a) lower tertiary education","","","",""
"Rarely","2007","66 and older","(3b) higher tertiary education","","","",""
"Never","2007","16-34 y.","(0) in school","","","",""
"Never","2007","16-34 y.","(1a) inadequately completed","","","",""
"Never","2007","16-34 y.","(1b) general elementary school","","","",""
"Never","2007","16-34 y.","(1c) basic vocational qualification","","","",""
"Never","2007","16-34 y.","(2b) intermediate general qualification","","","",""
"Never","2007","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2007","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2007","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2007","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2007","35-65 y.","(0) in school","","","",""
"Never","2007","35-65 y.","(1a) inadequately completed","","","",""
"Never","2007","35-65 y.","(1b) general elementary school","","","",""
"Never","2007","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2007","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2007","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2007","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2007","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2007","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2007","66 and older","(0) in school","","","",""
"Never","2007","66 and older","(1a) inadequately completed","","","",""
"Never","2007","66 and older","(1b) general elementary school","","","",""
"Never","2007","66 and older","(1c) basic vocational qualification","","","",""
"Never","2007","66 and older","(2b) intermediate general qualification","","","",""
"Never","2007","66 and older","(2a) intermediate vocational","","","",""
"Never","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2007","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","66 and older","(3a) lower tertiary education","","","",""
"Never","2007","66 and older","(3b) higher tertiary education","","","",""
"Very often","2008","16-34 y.","(0) in school","17","","",""
"Very often","2008","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2008","16-34 y.","(1b) general elementary school","3","","",""
"Very often","2008","16-34 y.","(1c) basic vocational qualification","4","","",""
"Very often","2008","16-34 y.","(2b) intermediate general qualification","4","","",""
"Very often","2008","16-34 y.","(2a) intermediate vocational","3","","",""
"Very often","2008","16-34 y.","(2c_gen) general maturity certificate","11","","",""
"Very often","2008","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2008","16-34 y.","(3a) lower tertiary education","2","","",""
"Very often","2008","16-34 y.","(3b) higher tertiary education","3","","",""
"Very often","2008","35-65 y.","(0) in school","","","",""
"Very often","2008","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2008","35-65 y.","(1b) general elementary school","","","",""
"Very often","2008","35-65 y.","(1c) basic vocational qualification","10","","",""
"Very often","2008","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2008","35-65 y.","(2a) intermediate vocational","6","","",""
"Very often","2008","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very often","2008","35-65 y.","(2c_voc) vocational maturity certificate","5","","",""
"Very often","2008","35-65 y.","(3a) lower tertiary education","5","","",""
"Very often","2008","35-65 y.","(3b) higher tertiary education","1","","",""
"Very often","2008","66 and older","(0) in school","","","",""
"Very often","2008","66 and older","(1a) inadequately completed","","","",""
"Very often","2008","66 and older","(1b) general elementary school","1","","",""
"Very often","2008","66 and older","(1c) basic vocational qualification","5","","",""
"Very often","2008","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2008","66 and older","(2a) intermediate vocational","","","",""
"Very often","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2008","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2008","66 and older","(3a) lower tertiary education","","","",""
"Very often","2008","66 and older","(3b) higher tertiary education","1","","",""
"Often","2008","16-34 y.","(0) in school","71","0.180758959107564","0.140784844039018","0.220733074176111"
"Often","2008","16-34 y.","(1a) inadequately completed","2","","",""
"Often","2008","16-34 y.","(1b) general elementary school","19","","",""
"Often","2008","16-34 y.","(1c) basic vocational qualification","19","","",""
"Often","2008","16-34 y.","(2b) intermediate general qualification","27","","",""
"Often","2008","16-34 y.","(2a) intermediate vocational","30","0.034696286251821","0.022883397470306","0.0465091750333361"
"Often","2008","16-34 y.","(2c_gen) general maturity certificate","56","0.0886155889868111","0.065838230288585","0.111392947685037"
"Often","2008","16-34 y.","(2c_voc) vocational maturity certificate","18","","",""
"Often","2008","16-34 y.","(3a) lower tertiary education","5","","",""
"Often","2008","16-34 y.","(3b) higher tertiary education","14","","",""
"Often","2008","35-65 y.","(0) in school","","","",""
"Often","2008","35-65 y.","(1a) inadequately completed","2","","",""
"Often","2008","35-65 y.","(1b) general elementary school","9","","",""
"Often","2008","35-65 y.","(1c) basic vocational qualification","34","0.0172437884814054","0.0124720102064947","0.0220155667563161"
"Often","2008","35-65 y.","(2b) intermediate general qualification","4","","",""
"Often","2008","35-65 y.","(2a) intermediate vocational","19","","",""
"Often","2008","35-65 y.","(2c_gen) general maturity certificate","6","","",""
"Often","2008","35-65 y.","(2c_voc) vocational maturity certificate","16","","",""
"Often","2008","35-65 y.","(3a) lower tertiary education","11","","",""
"Often","2008","35-65 y.","(3b) higher tertiary education","28","","",""
"Often","2008","66 and older","(0) in school","","","",""
"Often","2008","66 and older","(1a) inadequately completed","","","",""
"Often","2008","66 and older","(1b) general elementary school","3","","",""
"Often","2008","66 and older","(1c) basic vocational qualification","14","","",""
"Often","2008","66 and older","(2b) intermediate general qualification","","","",""
"Often","2008","66 and older","(2a) intermediate vocational","1","","",""
"Often","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2008","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2008","66 and older","(3a) lower tertiary education","2","","",""
"Often","2008","66 and older","(3b) higher tertiary education","4","","",""
"Sometimes","2008","16-34 y.","(0) in school","120","0.369697576952081","0.319553356691662","0.419841797212499"
"Sometimes","2008","16-34 y.","(1a) inadequately completed","9","","",""
"Sometimes","2008","16-34 y.","(1b) general elementary school","58","0.199323443549274","0.153889795080408","0.24475709201814"
"Sometimes","2008","16-34 y.","(1c) basic vocational qualification","79","0.16420539988972","0.129271287311232","0.199139512468208"
"Sometimes","2008","16-34 y.","(2b) intermediate general qualification","94","0.262635947914382","0.216598356103485","0.308673539725278"
"Sometimes","2008","16-34 y.","(2a) intermediate vocational","153","0.189515565171403","0.164218076369091","0.214813053973715"
"Sometimes","2008","16-34 y.","(2c_gen) general maturity certificate","182","0.312341040809216","0.275196193418152","0.34948588820028"
"Sometimes","2008","16-34 y.","(2c_voc) vocational maturity certificate","81","0.220958620635322","0.181089453457082","0.260827787813561"
"Sometimes","2008","16-34 y.","(3a) lower tertiary education","34","0.117933105550737","0.0728946378292043","0.16297157327227"
"Sometimes","2008","16-34 y.","(3b) higher tertiary education","73","0.201192710400864","0.158199290929922","0.244186129871806"
"Sometimes","2008","35-65 y.","(0) in school","","","",""
"Sometimes","2008","35-65 y.","(1a) inadequately completed","16","","",""
"Sometimes","2008","35-65 y.","(1b) general elementary school","78","0.135372573284821","0.107648949036656","0.163096197532986"
"Sometimes","2008","35-65 y.","(1c) basic vocational qualification","240","0.0878958040446917","0.0775170000145267","0.0982746080748567"
"Sometimes","2008","35-65 y.","(2b) intermediate general qualification","9","","",""
"Sometimes","2008","35-65 y.","(2a) intermediate vocational","287","0.0975510706840384","0.0872564102498225","0.107845731118254"
"Sometimes","2008","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"Sometimes","2008","35-65 y.","(2c_voc) vocational maturity certificate","106","0.124255640098505","0.102234429611866","0.146276850585145"
"Sometimes","2008","35-65 y.","(3a) lower tertiary education","105","0.115166079899551","0.0959851149971137","0.134347044801988"
"Sometimes","2008","35-65 y.","(3b) higher tertiary education","229","0.157050002706647","0.139849939866969","0.174250065546326"
"Sometimes","2008","66 and older","(0) in school","","","",""
"Sometimes","2008","66 and older","(1a) inadequately completed","3","","",""
"Sometimes","2008","66 and older","(1b) general elementary school","27","","",""
"Sometimes","2008","66 and older","(1c) basic vocational qualification","83","0.0471485917476625","0.0377021813602692","0.0565950021350557"
"Sometimes","2008","66 and older","(2b) intermediate general qualification","1","","",""
"Sometimes","2008","66 and older","(2a) intermediate vocational","24","","",""
"Sometimes","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2008","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Sometimes","2008","66 and older","(3a) lower tertiary education","24","","",""
"Sometimes","2008","66 and older","(3b) higher tertiary education","42","0.0780102039291472","0.0543366535339486","0.101683754324346"
"Rarely","2008","16-34 y.","(0) in school","98","0.25490161939286","0.209631024755938","0.300172214029781"
"Rarely","2008","16-34 y.","(1a) inadequately completed","7","","",""
"Rarely","2008","16-34 y.","(1b) general elementary school","107","0.338521421198739","0.28470425368135","0.392338588716128"
"Rarely","2008","16-34 y.","(1c) basic vocational qualification","172","0.38689868219851","0.340971376589595","0.432825987807425"
"Rarely","2008","16-34 y.","(2b) intermediate general qualification","126","0.3487685004691","0.298910958987041","0.398626041951159"
"Rarely","2008","16-34 y.","(2a) intermediate vocational","357","0.39585575685784","0.364289620093417","0.427421893622264"
"Rarely","2008","16-34 y.","(2c_gen) general maturity certificate","236","0.369994166630024","0.33129806429841","0.408690268961639"
"Rarely","2008","16-34 y.","(2c_voc) vocational maturity certificate","184","0.479476125738006","0.431469050695452","0.52748320078056"
"Rarely","2008","16-34 y.","(3a) lower tertiary education","98","0.549203703287522","0.479721772816862","0.618685633758181"
"Rarely","2008","16-34 y.","(3b) higher tertiary education","160","0.529861209022562","0.476334694583606","0.583387723461519"
"Rarely","2008","35-65 y.","(0) in school","","","",""
"Rarely","2008","35-65 y.","(1a) inadequately completed","13","","",""
"Rarely","2008","35-65 y.","(1b) general elementary school","134","0.196808462346474","0.164590237789321","0.229026686903627"
"Rarely","2008","35-65 y.","(1c) basic vocational qualification","847","0.295548287082989","0.278822720004302","0.312273854161677"
"Rarely","2008","35-65 y.","(2b) intermediate general qualification","16","","",""
"Rarely","2008","35-65 y.","(2a) intermediate vocational","1057","0.344940530484636","0.328447625122017","0.361433435847255"
"Rarely","2008","35-65 y.","(2c_gen) general maturity certificate","31","0.28703715885909","0.206097759528791","0.36797655818939"
"Rarely","2008","35-65 y.","(2c_voc) vocational maturity certificate","319","0.381753790674337","0.349322303185727","0.414185278162948"
"Rarely","2008","35-65 y.","(3a) lower tertiary education","382","0.361750848001887","0.332878827383598","0.390622868620176"
"Rarely","2008","35-65 y.","(3b) higher tertiary education","688","0.411435784796928","0.388173192441572","0.434698377152284"
"Rarely","2008","66 and older","(0) in school","","","",""
"Rarely","2008","66 and older","(1a) inadequately completed","9","","",""
"Rarely","2008","66 and older","(1b) general elementary school","112","0.178807460318198","0.150215833899613","0.207399086736784"
"Rarely","2008","66 and older","(1c) basic vocational qualification","354","0.180711704410258","0.163562997713917","0.197860411106598"
"Rarely","2008","66 and older","(2b) intermediate general qualification","6","","",""
"Rarely","2008","66 and older","(2a) intermediate vocational","97","0.204044752878194","0.169272704050339","0.238816801706049"
"Rarely","2008","66 and older","(2c_gen) general maturity certificate","4","","",""
"Rarely","2008","66 and older","(2c_voc) vocational maturity certificate","32","0.221606576580402","0.158041720453786","0.285171432707018"
"Rarely","2008","66 and older","(3a) lower tertiary education","113","0.283100378944955","0.237923543062123","0.328277214827787"
"Rarely","2008","66 and older","(3b) higher tertiary education","148","0.302810122463703","0.262251297704848","0.343368947222558"
"Never","2008","16-34 y.","(0) in school","50","0.146753991124789","0.109995710806125","0.183512271443453"
"Never","2008","16-34 y.","(1a) inadequately completed","15","","",""
"Never","2008","16-34 y.","(1b) general elementary school","110","0.352536985102467","0.298201982522551","0.406871987682383"
"Never","2008","16-34 y.","(1c) basic vocational qualification","158","0.334747947657836","0.290248123931019","0.379247771384652"
"Never","2008","16-34 y.","(2b) intermediate general qualification","100","0.285984810861847","0.238711094855301","0.333258526868392"
"Never","2008","16-34 y.","(2a) intermediate vocational","379","0.377693878972702","0.346400342878476","0.408987415066927"
"Never","2008","16-34 y.","(2c_gen) general maturity certificate","113","0.205610893403265","0.173218935515793","0.238002851290737"
"Never","2008","16-34 y.","(2c_voc) vocational maturity certificate","132","0.248479508978505","0.206953793011461","0.290005224945548"
"Never","2008","16-34 y.","(3a) lower tertiary education","58","0.275163761982885","0.212800252642137","0.337527271323634"
"Never","2008","16-34 y.","(3b) higher tertiary education","84","0.232549136669475","0.187242949702391","0.277855323636559"
"Never","2008","35-65 y.","(0) in school","","","",""
"Never","2008","35-65 y.","(1a) inadequately completed","67","0.634397993952761","0.53904809465767","0.729747893247853"
"Never","2008","35-65 y.","(1b) general elementary school","364","0.649000277548373","0.610323882658745","0.687676672438001"
"Never","2008","35-65 y.","(1c) basic vocational qualification","1728","0.596326333159028","0.578341839417554","0.614310826900501"
"Never","2008","35-65 y.","(2b) intermediate general qualification","64","0.790369810520145","0.707642538807746","0.873097082232544"
"Never","2008","35-65 y.","(2a) intermediate vocational","1822","0.547483142826539","0.530213337347736","0.564752948305343"
"Never","2008","35-65 y.","(2c_gen) general maturity certificate","62","0.507031992351231","0.417581132974078","0.596482851728384"
"Never","2008","35-65 y.","(2c_voc) vocational maturity certificate","416","0.457155836989796","0.423900283615093","0.4904113903645"
"Never","2008","35-65 y.","(3a) lower tertiary education","561","0.506775827855903","0.476735311094501","0.536816344617305"
"Never","2008","35-65 y.","(3b) higher tertiary education","773","0.416202583297376","0.392900560496992","0.43950460609776"
"Never","2008","66 and older","(0) in school","","","",""
"Never","2008","66 and older","(1a) inadequately completed","41","0.849508229422678","0.753247238663569","0.945769220181787"
"Never","2008","66 and older","(1b) general elementary school","547","0.767054991195217","0.73551485963712","0.798595122753313"
"Never","2008","66 and older","(1c) basic vocational qualification","1478","0.76181215432213","0.742827460254648","0.780796848389613"
"Never","2008","66 and older","(2b) intermediate general qualification","31","0.864397062895199","0.755542288482536","0.973251837307861"
"Never","2008","66 and older","(2a) intermediate vocational","394","0.743678888118206","0.706007800791878","0.781349975444534"
"Never","2008","66 and older","(2c_gen) general maturity certificate","15","","",""
"Never","2008","66 and older","(2c_voc) vocational maturity certificate","122","0.726741951985895","0.658539064230701","0.794944839741088"
"Never","2008","66 and older","(3a) lower tertiary education","243","0.639749483616708","0.591607532498641","0.687891434734776"
"Never","2008","66 and older","(3b) higher tertiary education","298","0.607281280167331","0.564173031435484","0.650389528899179"
"Very often","2009","16-34 y.","(0) in school","","","",""
"Very often","2009","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2009","16-34 y.","(1b) general elementary school","","","",""
"Very often","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2009","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2009","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2009","35-65 y.","(0) in school","","","",""
"Very often","2009","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2009","35-65 y.","(1b) general elementary school","","","",""
"Very often","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2009","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2009","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2009","66 and older","(0) in school","","","",""
"Very often","2009","66 and older","(1a) inadequately completed","","","",""
"Very often","2009","66 and older","(1b) general elementary school","","","",""
"Very often","2009","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2009","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2009","66 and older","(2a) intermediate vocational","","","",""
"Very often","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","66 and older","(3a) lower tertiary education","","","",""
"Very often","2009","66 and older","(3b) higher tertiary education","","","",""
"Often","2009","16-34 y.","(0) in school","","","",""
"Often","2009","16-34 y.","(1a) inadequately completed","","","",""
"Often","2009","16-34 y.","(1b) general elementary school","","","",""
"Often","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2009","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2009","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2009","35-65 y.","(0) in school","","","",""
"Often","2009","35-65 y.","(1a) inadequately completed","","","",""
"Often","2009","35-65 y.","(1b) general elementary school","","","",""
"Often","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2009","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2009","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2009","66 and older","(0) in school","","","",""
"Often","2009","66 and older","(1a) inadequately completed","","","",""
"Often","2009","66 and older","(1b) general elementary school","","","",""
"Often","2009","66 and older","(1c) basic vocational qualification","","","",""
"Often","2009","66 and older","(2b) intermediate general qualification","","","",""
"Often","2009","66 and older","(2a) intermediate vocational","","","",""
"Often","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","66 and older","(3a) lower tertiary education","","","",""
"Often","2009","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2009","16-34 y.","(0) in school","","","",""
"Sometimes","2009","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2009","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2009","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
